s,mol/mol
Time,"XO2"
 0.0000000E+000, 2.0755882E-001
 1.0006519E+000, 2.0755882E-001
 2.0006959E+000, 2.0755882E-001
 3.0001302E+000, 2.0755882E-001
 4.0003100E+000, 2.0755882E-001
 5.0001273E+000, 2.0755882E-001
 6.0007458E+000, 2.0753464E-001
 7.0000569E+000, 2.0250851E-001
 8.0001250E+000, 1.9704073E-001
 9.0006829E+000, 1.9186099E-001
 1.0000302E+001, 1.8700148E-001
 1.1000854E+001, 1.8234058E-001
 1.2000020E+001, 1.7792195E-001
 1.3000550E+001, 1.7376000E-001
 1.4000095E+001, 1.6965049E-001
 1.5000305E+001, 1.6583184E-001
 1.6000842E+001, 1.6219298E-001
 1.7000424E+001, 1.5966562E-001
 1.8000618E+001, 1.5542317E-001
 1.9000367E+001, 1.5440338E-001
 2.0000830E+001, 1.4895475E-001
 2.1000074E+001, 1.4619093E-001
 2.2000183E+001, 1.4332268E-001
 2.3000065E+001, 1.4124022E-001
 2.4000710E+001, 1.3803302E-001
 2.5000541E+001, 1.3551250E-001
 2.6000559E+001, 1.3306375E-001
 2.7000755E+001, 1.3073984E-001
 2.8000716E+001, 1.2848222E-001
 2.9000769E+001, 1.2629162E-001
 3.0000231E+001, 1.2417259E-001
 3.1000226E+001, 1.2212626E-001
 3.2000059E+001, 1.2007198E-001
 3.3000461E+001, 1.1826866E-001
 3.4000587E+001, 1.1639584E-001
 3.5000351E+001, 1.1460055E-001
 3.6000298E+001, 1.1287158E-001
 3.7000020E+001, 1.1117134E-001
 3.8000376E+001, 1.0952926E-001
 3.9000604E+001, 1.0795175E-001
 4.0000235E+001, 1.0641897E-001
 4.1000231E+001, 1.0492264E-001
 4.2000419E+001, 1.0346461E-001
 4.3000874E+001, 1.0204862E-001
 4.4000434E+001, 1.0066609E-001
 4.5000353E+001, 9.9333731E-002
 4.6000810E+001, 9.8023433E-002
 4.7000369E+001, 9.6725643E-002
 4.8000363E+001, 9.5521243E-002
 4.9001324E+001, 9.4316203E-002
 5.0000952E+001, 9.3146945E-002
 5.1001110E+001, 9.2005524E-002
 5.2000584E+001, 9.0872984E-002
 5.3000786E+001, 8.9786410E-002
 5.4001338E+001, 8.8714665E-002
 5.5000200E+001, 8.7678741E-002
 5.6000167E+001, 8.6658130E-002
 5.7000591E+001, 8.5663973E-002
 5.8000366E+001, 8.4693686E-002
 5.9000641E+001, 8.3743273E-002
 6.0000778E+001, 8.2993791E-002
 6.1000158E+001, 8.1965218E-002
 6.2001112E+001, 8.1024009E-002
 6.3000746E+001, 8.0153581E-002
 6.4000856E+001, 7.9307083E-002
 6.5000000E+001, 7.8474541E-002
