s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0003080E+000, 9.0642557E+000,-2.6798345E+000,-6.6849459E+000,-1.3785459E-002, 3.5111537E-003, 0.0000000E+000,-3.7153373E-002,-3.1478825E-001,-3.4795237E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0245091E-002, 1.9147562E-004, 2.1951869E-005
 1.0000731E+001, 9.0436846E+000,-2.6060066E+000,-6.4105826E+000,-1.5246059E-002, 3.5802833E-003, 0.0000000E+000,-3.7086304E-002, 1.1159315E-002,-2.1656730E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8887836E-002, 1.9147564E-004, 2.1951871E-005
 1.1000270E+001, 9.0650162E+000,-2.5035607E+000,-6.5212020E+000,-1.3319061E-002, 3.6544803E-003, 0.0000000E+000,-3.5723177E-002, 2.9093998E-002,-5.1341431E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7527991E-002, 1.9147564E-004, 2.1951871E-005
 1.2000166E+001, 9.0393553E+000,-2.4268533E+000,-6.5849904E+000,-1.3477189E-002, 3.7115691E-003, 0.0000000E+000,-3.5654844E-002, 4.2902298E-003,-1.7908894E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6165482E-002, 1.9147564E-004, 2.1951872E-005
 1.3000614E+001, 9.0328702E+000,-2.3618140E+000,-6.8666336E+000,-1.3086179E-002, 3.6800593E-003, 0.0000000E+000,-3.5200805E-002,-2.1385759E-001,-2.4018430E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4807292E-002, 1.9147564E-004, 2.1951872E-005
 1.4000772E+001, 8.9837667E+000,-2.2190954E+000,-6.4694680E+000,-1.2546210E-002, 3.6090730E-003, 0.0000000E+000,-3.4578037E-002, 2.9154676E-001, 2.5168813E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3449428E-002, 1.9147564E-004, 2.1951872E-005
 1.5000669E+001, 9.0408847E+000,-2.1915723E+000,-7.3266335E+000,-1.0684048E-002, 3.4916119E-003, 0.0000000E+000,-3.3708741E-002,-4.9176147E-001,-5.1822228E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2089848E-002, 1.9147564E-004, 2.1951872E-005
 1.6000416E+001, 9.0692039E+000,-2.1321258E+000,-6.6823557E+000,-1.1788271E-002, 3.4198309E-003, 0.0000000E+000,-3.3248247E-002, 2.5293009E-001, 2.1310575E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0728234E-002, 1.9147564E-004, 2.1951872E-005
 1.7000469E+001, 9.0946461E+000,-2.1044476E+000,-7.0687424E+000,-1.0481343E-002, 3.3994189E-003, 0.0000000E+000,-3.2512439E-002,-7.7435401E-002,-1.1813829E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9367331E-002, 1.9147564E-004, 2.1951872E-005
 1.8000010E+001, 9.0633079E+000,-2.0002024E+000,-6.9252150E+000,-1.3327656E-002, 3.3645998E-003, 0.0000000E+000,-3.2559218E-002, 1.3494504E-001, 9.5368184E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800546E-001, 1.9147564E-004, 2.1951872E-005
 1.9000748E+001, 9.0801112E+000,-1.8321632E+000,-7.0305309E+000,-1.0384575E-002, 3.3530377E-003, 0.0000000E+000,-3.3000110E-002, 2.2264513E-001, 1.7738545E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664695E-001, 1.9147564E-004, 2.1951872E-005
 2.0000776E+001, 8.9236207E+000,-1.7585931E+000,-7.7199574E+000,-1.1920884E-002, 3.2632616E-003, 0.0000000E+000,-3.1969981E-002,-5.6459693E-001,-5.9555736E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2529032E-001, 1.9147564E-004, 2.1951872E-005
 2.1000582E+001, 8.7969727E+000,-1.5906622E+000,-6.7888687E+000,-1.0515666E-002, 3.0165663E-003, 0.0000000E+000,-3.1357590E-002, 4.2747105E-001, 3.7858508E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392908E-001, 1.9147564E-004, 2.1951872E-005
 2.2000641E+001, 9.0167345E+000,-1.5447460E+000,-7.6342268E+000,-1.2258560E-002, 2.8779877E-003, 0.0000000E+000,-2.9645216E-002,-1.5561444E-001,-2.0126397E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256907E-001, 1.9147564E-004, 2.1951872E-005
 2.3000031E+001, 9.0230304E+000,-1.4781324E+000,-7.4217375E+000,-1.0575034E-002, 2.7861456E-003, 0.0000000E+000,-2.8986572E-002, 1.3325484E-001, 8.6385014E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120677E-001, 1.9147564E-004, 2.1951872E-005
 2.4000713E+001, 8.8740103E+000,-1.3824293E+000,-7.8764598E+000,-1.0215239E-002, 2.6801731E-003, 0.0000000E+000,-3.0044625E-002,-3.8555283E-001,-4.2245852E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984670E-001, 1.9147564E-004, 2.1951872E-005
 2.5000208E+001, 8.9195705E+000,-1.2930552E+000,-7.5293789E+000,-9.3066299E-003, 2.5222853E-003, 0.0000000E+000,-3.0312436E-002, 9.7644836E-002, 6.0039551E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848791E-001, 1.9147564E-004, 2.1951872E-005
 2.6000265E+001, 8.9786102E+000,-1.2053359E+000,-7.2541289E+000,-7.8747182E-003, 2.4792460E-003, 0.0000000E+000,-2.9824231E-002, 5.2220195E-001, 4.8392568E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712611E-001, 1.9147564E-004, 2.1951872E-005
 2.7000187E+001, 8.9876476E+000,-1.1195090E+000,-8.4053860E+000,-6.8793769E-003, 2.3101276E-003, 0.0000000E+000,-2.9044132E-002,-5.2343410E-001,-5.7086079E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576548E-001, 1.9147564E-004, 2.1951872E-005
 2.8000275E+001, 8.9315451E+000,-1.0164662E+000,-7.7972185E+000,-7.6079422E-003, 2.2403947E-003, 0.0000000E+000,-2.8371537E-002, 1.3007375E-001, 8.4121311E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440547E-001, 1.9147564E-004, 2.1951872E-005
 2.9000166E+001, 8.6619900E+000,-9.1160510E-001,-7.5597784E+000,-6.6504262E-003, 1.9759200E-003, 0.0000000E+000,-2.7942183E-002, 2.0921943E-001, 1.5798980E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304579E-001, 1.9147564E-004, 2.1951872E-005
 3.0000708E+001, 8.8323992E+000,-8.5343665E-001,-7.9073485E+000,-7.1969758E-003, 1.7984574E-003, 0.0000000E+000,-2.6749591E-002, 1.0060048E-001, 3.9465933E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168771E-001, 1.9147564E-004, 2.1951872E-005
 3.1000717E+001, 9.0593518E+000,-7.6789529E-001,-8.5426669E+000,-5.8707020E-003, 1.8070238E-003, 0.0000000E+000,-2.7962209E-002,-2.4561425E-001,-2.8323630E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033025E-001, 1.9147564E-004, 2.1951872E-005
 3.2000484E+001, 8.9794010E+000,-6.5998416E-001,-8.1255648E+000,-5.5724760E-003, 1.7427732E-003, 0.0000000E+000,-2.6866153E-002, 2.0789195E-001, 1.6315614E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896877E-001, 1.9147564E-004, 2.1951872E-005
 3.3000233E+001, 8.7806172E+000,-5.6252809E-001,-8.4949150E+000,-5.5936343E-003, 1.6857418E-003, 0.0000000E+000,-2.7135078E-002,-2.8189872E-001,-3.0786884E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760673E-001, 1.9147564E-004, 2.1951872E-005
 3.4000546E+001, 8.5439227E+000,-4.5397519E-001,-7.6894577E+000,-5.7081781E-003, 1.5332879E-003, 0.0000000E+000,-2.6521351E-002, 4.0209099E-001, 3.6979364E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4624722E-001, 1.9147564E-004, 2.1951872E-005
 3.5000412E+001, 9.0618621E+000,-4.0540931E-001,-8.6646449E+000,-6.5649122E-003, 1.4665994E-003, 0.0000000E+000,-2.6050272E-002,-9.9661786E-003,-3.9340661E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488862E-001, 1.9147564E-004, 2.1951872E-005
 3.6000912E+001, 8.6581690E+000,-3.0779435E-001,-8.9013957E+000,-4.7596603E-003, 1.4058143E-003, 0.0000000E+000,-2.5207251E-002,-5.5833886E-001,-5.7958214E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352987E-001, 1.9147564E-004, 2.1951872E-005
 3.7000031E+001, 8.4928295E+000,-2.3475867E-001,-8.7053231E+000,-4.0486878E-003, 1.2934618E-003, 0.0000000E+000,-2.5189103E-002,-4.5466733E-001,-4.7519659E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7216880E-001, 1.9147564E-004, 2.1951872E-005
 3.8000607E+001, 8.2131777E+000,-1.5819585E-001,-8.1063190E+000,-3.0047969E-003, 1.0346629E-003, 0.0000000E+000,-2.4439763E-002,-6.8993522E-002,-7.7747046E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8080745E-001, 1.9147564E-004, 2.1951872E-005
 3.9000610E+001, 6.7799406E+000,-9.0660741E-002,-7.2987917E+000,-2.7015036E-003, 5.9941053E-004, 0.0000000E+000,-2.3329047E-002,-6.2524244E-001,-6.3494300E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8945075E-001, 1.9147564E-004, 2.1951872E-005
 4.0000740E+001, 5.8337614E+000,-4.5513672E-002,-6.0098147E+000,-1.1647809E-003, 4.3619372E-004, 0.0000000E+000,-2.2015798E-002,-2.5132153E-001,-2.4431127E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9809183E-001, 1.9147564E-004, 2.1951872E-005
 4.1001274E+001, 5.2735214E+000,-2.8921516E-002,-5.9125959E+000,-7.6490973E-004, 2.8535475E-004, 0.0000000E+000,-7.2523818E-003,-6.8529188E-001,-6.7572793E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673435E-001, 1.9147564E-004, 2.1951872E-005
 4.2001091E+001, 3.9456305E+000,-1.2707842E-002,-5.0539335E+000,-5.5621236E-006, 2.0493107E-004, 0.0000000E+000,-2.3349042E-004,-1.1293812E+000,-1.1210449E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537690E-001, 1.9147564E-004, 2.1951872E-005
 4.3000317E+001, 1.3018236E+000,-2.5670072E-003,-2.0536536E+000, 2.9354475E-005, 1.8805587E-004, 0.0000000E+000,-3.8863254E-004,-7.6586295E-001,-7.5456825E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2401266E-001, 1.9147564E-004, 2.1951872E-005
 4.4000671E+001, 2.3705036E-001,-5.7238195E-004,-6.2588280E-001,-1.1724248E-005, 2.2650883E-004, 0.0000000E+000,-7.7072637E-004,-4.0022038E-001,-3.8996077E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3265098E-001, 1.9147564E-004, 2.1951872E-005
 4.5000889E+001, 3.1118340E-003,-1.6829102E-004,-1.4834694E-002, 5.5171884E-005, 3.2026108E-004, 0.0000000E+000,-6.1905567E-004,-2.3103655E-002,-1.2134774E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4129415E-001, 1.9147564E-004, 2.1951872E-005
 4.6000916E+001, 9.8006025E-008,-1.2851332E-004, 1.7934245E-002, 1.2279314E-004, 4.0018113E-004, 0.0000000E+000,-5.7904453E-004, 6.8117782E-003, 1.7749759E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993595E-001, 1.9147564E-004, 2.1951872E-005
 4.7000736E+001, 0.0000000E+000,-1.1759237E-004, 1.2399665E-002, 1.1384964E-004, 3.8891842E-004, 0.0000000E+000,-6.0513099E-004, 1.1075146E-003, 1.2179710E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5857393E-001, 1.9147564E-004, 2.1951872E-005
 4.8000347E+001, 0.0000000E+000,-1.0124724E-004, 4.4381755E-003, 1.5407238E-004, 3.2817548E-004, 0.0000000E+000,-4.1664672E-004,-7.0709369E-003, 4.4025294E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6721052E-001, 1.9147564E-004, 2.1951872E-005
 4.9000900E+001, 0.0000000E+000,-7.2021986E-005, 6.4185951E-003, 1.5009734E-004, 3.3627855E-004, 0.0000000E+000,-4.2275010E-004,-5.1987835E-003, 6.4101989E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585242E-001, 1.9147564E-004, 2.1951872E-005
 5.0000290E+001, 0.0000000E+000,-7.5206354E-005, 1.0247731E-002, 1.2440209E-004, 3.0507080E-004, 0.0000000E+000,-4.6543011E-004,-1.6787476E-003, 1.0136567E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8449177E-001, 1.9147564E-004, 2.1951872E-005
 5.1001183E+001, 0.0000000E+000,-7.9633720E-005, 7.2912789E-003, 9.6961597E-005, 2.5511322E-004, 0.0000000E+000,-5.5587122E-004,-5.0311556E-003, 7.0078488E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313431E-001, 1.9147564E-004, 2.1951872E-005
 5.2000851E+001, 0.0000000E+000,-5.9107308E-005, 1.2106463E-002, 1.1987537E-004, 2.9072342E-004, 0.0000000E+000,-5.3307472E-004,-3.1381860E-004, 1.1924880E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177452E-001, 1.9147564E-004, 2.1951872E-005
 5.3000004E+001, 0.0000000E+000,-4.0411655E-005, 1.2976651E-002, 1.4817643E-004, 2.9663899E-004, 0.0000000E+000,-4.7716593E-004, 5.8291000E-004, 1.2903888E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041012E-001, 1.9147564E-004, 2.1951872E-005
 5.4001114E+001, 0.0000000E+000,-4.6111834E-005, 1.0534719E-002, 1.5020655E-004, 2.5702493E-004, 0.0000000E+000,-4.1955506E-004,-2.0643741E-003, 1.0476284E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905086E-001, 1.9147564E-004, 2.1951872E-005
 5.5001045E+001, 0.0000000E+000,-5.1379861E-005, 1.1550957E-002, 1.2142672E-004, 2.3710784E-004, 0.0000000E+000,-4.7972881E-004,-1.3279636E-003, 1.1378383E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2769502E-001, 1.9147564E-004, 2.1951872E-005
 5.6000294E+001, 0.0000000E+000,-1.0542738E-005, 8.8570153E-003, 1.4668200E-004, 4.3790740E-004, 0.0000000E+000,-5.9617042E-004,-3.9814004E-003, 8.8348915E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3633190E-001, 1.9147564E-004, 2.1951872E-005
 5.7000500E+001, 0.0000000E+000, 3.6283248E-005, 8.4810465E-003, 2.2077142E-004, 5.2076669E-004, 0.0000000E+000,-4.4349845E-004,-4.0596956E-003, 8.8153694E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4496959E-001, 1.9147564E-004, 2.1951872E-005
 5.8000717E+001, 0.0000000E+000, 3.2818059E-005, 1.3092506E-002, 2.1265069E-004, 3.8613324E-004, 0.0000000E+000,-4.2872823E-004, 2.0244723E-004, 1.3295380E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361078E-001, 1.9147564E-004, 2.1951872E-005
 5.9000473E+001, 0.0000000E+000, 8.2594866E-006, 1.1878620E-002, 1.9346312E-004, 2.5708741E-004, 0.0000000E+000,-3.6705917E-004,-1.3288353E-003, 1.1970371E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6225098E-001, 1.9147564E-004, 2.1951872E-005
 6.0000668E+001, 0.0000000E+000, 7.1291766E-006, 9.7670940E-003, 1.6848330E-004, 2.7515970E-004, 0.0000000E+000,-3.8135976E-004,-3.6472594E-003, 9.8365065E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7089119E-001, 1.9147564E-004, 2.1951872E-005
 6.1000534E+001, 0.0000000E+000, 2.4214584E-005, 1.2336511E-002, 1.7262442E-004, 3.0664634E-004, 0.0000000E+000,-4.4340489E-004,-1.2941340E-003, 1.2396592E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953093E-001, 1.9147564E-004, 2.1951872E-005
 6.2000198E+001, 0.0000000E+000, 2.6147635E-005, 1.2764286E-002, 1.8767653E-004, 2.6969490E-004, 0.0000000E+000,-4.0943324E-004,-9.8966595E-004, 1.2838372E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8816963E-001, 1.9147564E-004, 2.1951872E-005
 6.3000423E+001, 0.0000000E+000, 1.3812594E-005, 1.2710771E-002, 1.7632020E-004, 2.2652831E-004, 0.0000000E+000,-4.0316545E-004,-1.2545410E-003, 1.2724267E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9680844E-001, 1.9147564E-004, 2.1951872E-005
 6.4000618E+001, 0.0000000E+000, 9.9091747E-006, 1.3867052E-002, 1.7098791E-004, 2.2958240E-004, 0.0000000E+000,-4.0902330E-004,-3.4276747E-004, 1.3868508E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545002E-001, 1.9147564E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 2.6063740E-005, 1.3165222E-002, 1.8047367E-004, 3.1388191E-004, 0.0000000E+000,-4.3192810E-004,-1.0680693E-003, 1.3253713E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1408881E-001, 1.9147564E-004, 2.1951872E-005
