s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_PROPYLENE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000,-3.5121238E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5121238E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0006856E+000, 3.4073638E+000,-5.3714734E-001,-8.1917267E-002,-1.7480126E-002, 4.1354146E-004, 0.0000000E+000,-1.0500753E-002, 2.8085183E+000, 2.7607319E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3830030E-005, 9.6107581E-006
 2.0004232E+000, 7.8466612E+000,-1.8572824E+000,-4.1592492E+000,-1.1935883E-002, 2.6184462E-003, 0.0000000E+000,-2.0298816E-002, 1.7655025E+000, 1.8005134E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7072003E-004, 1.9572328E-005
 3.0009468E+000, 8.9179066E+000,-2.1523733E+000,-6.1816697E+000,-1.0750208E-002, 4.3940015E-003, 0.0000000E+000,-2.1782834E-002, 5.2608420E-001, 5.5572448E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8848501E-004, 2.1609009E-005
 4.0003467E+000, 9.0979928E+000,-2.1356715E+000,-6.4286164E+000,-1.1855628E-002, 5.7286428E-003, 0.0000000E+000,-2.2327659E-002, 5.1530524E-001, 5.0525019E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9106741E-004, 2.1905070E-005
 5.0007629E+000, 9.1212798E+000,-2.1237318E+000,-6.8355777E+000,-1.1169556E-002, 6.7556994E-003, 0.0000000E+000,-2.2566932E-002, 1.1192952E-001, 1.3498961E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9029989E-008, 1.9142029E-004, 2.1945526E-005
 6.0007472E+000, 9.1177821E+000,-2.1142512E+000,-6.6088173E+000,-1.2381225E-002, 7.8137154E-003, 0.0000000E+000,-2.2556155E-002, 3.4184680E-001, 3.6758983E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3360592E-003, 1.9146815E-004, 2.1951013E-005
 7.0016217E+000, 9.0939754E+000,-2.1270403E+000,-7.3315986E+000,-1.1355726E-002, 8.7362390E-003, 0.0000000E+000,-2.2317471E-002,-3.9246801E-001,-3.8960049E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2980012E-002, 1.9147463E-004, 2.1951755E-005
 8.0012283E+000, 9.1035027E+000,-2.0978643E+000,-6.6401752E+000,-1.0137871E-002, 9.4855294E-003, 0.0000000E+000,-2.2072968E-002, 3.2849338E-001, 3.4273788E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1622734E-002, 1.9147550E-004, 2.1951856E-005
 9.0000210E+000, 9.0712980E+000,-2.0725137E+000,-7.2697960E+000,-1.0464624E-002, 9.9173337E-003, 0.0000000E+000,-2.1751008E-002,-3.0945726E-001,-2.9330997E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0255865E-002, 1.9147562E-004, 2.1951869E-005
