s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.7200014E+002, 4.2706607E+002, 0.0000000E+000,-1.9530866E+002,-2.0946130E+002,-2.5453977E+001,-9.1690970E-001, 0.0000000E+000, 0.0000000E+000,-3.4212841E+000,-4.0747695E+000,-1.1002119E-001,-9.7241473E-002, 6.4060946E-004,-7.4457058E-003, 1.6578730E-002
 1.7400024E+002, 4.4740370E+002, 0.0000000E+000,-2.0256582E+002,-2.1091803E+002,-2.6465465E+001,-9.3871539E-001, 0.0000000E+000, 0.0000000E+000, 7.0640834E+000, 6.5156669E+000,-1.1669384E-001,-9.5472037E-002, 6.4273987E-004,-6.9681114E-003, 1.7354941E-002
 1.7600017E+002, 4.4231953E+002, 0.0000000E+000,-2.0347677E+002,-2.1609221E+002,-2.6285053E+001,-9.5393242E-001, 0.0000000E+000, 0.0000000E+000,-3.8973502E+000,-4.4884333E+000,-1.0906756E-001,-9.6336436E-002, 6.4097946E-004,-7.1878986E-003, 1.7432527E-002
 1.7800009E+002, 4.4642487E+002, 0.0000000E+000,-2.0586696E+002,-2.1105212E+002,-2.6447095E+001,-9.5507181E-001, 0.0000000E+000, 0.0000000E+000, 2.7718405E+000, 2.1036250E+000,-1.0670073E-001,-9.8052118E-002, 6.4103174E-004,-7.2373699E-003, 1.7483719E-002
 1.8000006E+002, 4.6582596E+002, 0.0000000E+000,-2.1580421E+002,-2.2121241E+002,-2.7521248E+001,-9.6461803E-001, 0.0000000E+000, 0.0000000E+000, 9.5821370E-001, 3.2347942E-001,-1.0765237E-001,-9.8216491E-002, 6.4425526E-004,-6.8567554E-003, 1.8167668E-002
 1.8200003E+002, 4.4272253E+002, 0.0000000E+000,-2.0563873E+002,-2.1206033E+002,-2.6631032E+001,-9.5411652E-001, 0.0000000E+000, 0.0000000E+000,-1.8964517E+000,-2.5616727E+000,-1.0747419E-001,-9.8171380E-002, 6.4061034E-004,-7.2982301E-003, 1.7276756E-002
 1.8400011E+002, 4.5520538E+002, 0.0000000E+000,-2.1002198E+002,-2.1546990E+002,-2.6767380E+001,-9.6019938E-001, 0.0000000E+000, 0.0000000E+000, 2.6863591E+000, 1.9859109E+000,-1.0925523E-001,-9.7639659E-002, 6.4214567E-004,-7.0479197E-003, 1.7806161E-002
 1.8600018E+002, 4.5294179E+002, 0.0000000E+000,-2.1124764E+002,-2.1331457E+002,-2.6879015E+001,-9.7723780E-001, 0.0000000E+000, 0.0000000E+000, 1.1485742E+000, 5.2332664E-001,-1.0653942E-001,-9.8208538E-002, 6.4111735E-004,-7.0896376E-003, 1.7793992E-002
 1.8800021E+002, 4.4978384E+002, 0.0000000E+000,-2.0973214E+002,-2.1625175E+002,-2.7188390E+001,-9.8387745E-001, 0.0000000E+000, 0.0000000E+000,-3.7490994E+000,-4.3723070E+000,-1.0870805E-001,-9.6733963E-002, 6.3772628E-004,-7.2109255E-003, 1.7728774E-002
 1.9000000E+002, 4.7702665E+002, 0.0000000E+000,-2.1831882E+002,-2.2666337E+002,-2.7328076E+001,-1.0029817E+000, 0.0000000E+000, 0.0000000E+000, 4.3877018E+000, 3.7133974E+000,-1.0876194E-001,-9.7307544E-002, 6.4014986E-004,-6.8762235E-003, 1.8671706E-002
 1.9200008E+002, 4.7599705E+002, 0.0000000E+000,-2.2046630E+002,-2.2781261E+002,-2.7853084E+001,-1.0052502E+000, 0.0000000E+000, 0.0000000E+000,-4.6794569E-001,-1.1401971E+000,-1.0377738E-001,-9.8517828E-002, 6.3982427E-004,-6.9663912E-003, 1.8876672E-002
 1.9400014E+002, 4.8484442E+002, 0.0000000E+000,-2.2797280E+002,-2.2925439E+002,-2.8237917E+001,-1.0201889E+000, 0.0000000E+000, 0.0000000E+000,-9.2499217E-001,-1.6408784E+000,-1.0084364E-001,-9.9449227E-002, 6.3993024E-004,-6.8512891E-003, 1.9288449E-002
 1.9600008E+002, 4.8273291E+002, 0.0000000E+000,-2.2305706E+002,-2.2624384E+002,-2.7578116E+001,-1.0234405E+000, 0.0000000E+000, 0.0000000E+000, 5.5112510E+000, 4.8304500E+000,-1.0299156E-001,-9.9860176E-002, 6.3656705E-004,-6.7390480E-003, 1.8861036E-002
 1.9800005E+002, 4.7546132E+002, 0.0000000E+000,-2.2197384E+002,-2.3028881E+002,-2.8216340E+001,-1.0177731E+000, 0.0000000E+000, 0.0000000E+000,-5.3699597E+000,-6.0354416E+000,-1.0077603E-001,-9.9988579E-002, 6.4138292E-004,-6.8196483E-003, 1.9033442E-002
 2.0000000E+002, 4.7815967E+002, 0.0000000E+000,-2.2095567E+002,-2.2412465E+002,-2.8007827E+001,-1.0243005E+000, 0.0000000E+000, 0.0000000E+000, 4.7529582E+000, 4.0472281E+000,-1.0509779E-001,-9.8315154E-002, 6.3830203E-004,-6.8124195E-003, 1.8770934E-002
