s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.7200038E+002, 1.4270173E+002, 0.0000000E+000,-4.7066082E+001,-8.8111467E+001,-4.5179916E+000,-1.0146665E-001, 0.0000000E+000, 0.0000000E+000, 2.8361012E+000, 2.9047203E+000,-3.4012360E-001,-3.8258681E-002, 6.4699986E-004,-9.7379154E-003, 4.6559642E-003
 1.7400107E+002, 1.4451190E+002, 0.0000000E+000,-4.7802397E+001,-9.2524005E+001,-4.4882637E+000,-1.1408847E-001, 0.0000000E+000, 0.0000000E+000,-4.3714841E-001,-4.1685663E-001,-3.2477168E-001,-4.0253821E-002, 6.4699658E-004,-1.0155135E-002, 4.6890599E-003
 1.7600020E+002, 1.4652926E+002, 0.0000000E+000,-4.7839528E+001,-9.2339795E+001,-4.6228944E+000,-1.1522177E-001, 0.0000000E+000, 0.0000000E+000, 1.5861794E+000, 1.6118220E+000,-3.2193715E-001,-4.0680092E-002, 6.4699955E-004,-1.0195123E-002, 4.7859207E-003
 1.7800087E+002, 1.4708272E+002, 0.0000000E+000,-4.8373625E+001,-9.5906732E+001,-4.5042903E+000,-1.2091217E-001, 0.0000000E+000, 0.0000000E+000,-1.8389993E+000,-1.8228443E+000,-3.0988998E-001,-4.2145023E-002, 6.4699935E-004,-1.0514915E-002, 4.8278228E-003
 1.8000017E+002, 1.4626839E+002, 0.0000000E+000,-4.8126485E+001,-9.4530541E+001,-4.4885670E+000,-1.1905979E-001, 0.0000000E+000, 0.0000000E+000,-1.0174983E+000,-9.9626771E-001,-3.0744289E-001,-4.2664835E-002, 6.4699575E-004,-1.0604332E-002, 4.7507055E-003
 1.8200102E+002, 1.5073651E+002, 0.0000000E+000,-4.9486433E+001,-9.3870548E+001,-4.4447184E+000,-1.1522297E-001, 0.0000000E+000, 0.0000000E+000, 2.7644883E+000, 2.8195922E+000,-3.1618475E-001,-4.1660015E-002, 6.4699836E-004,-1.0111394E-002, 4.9456440E-003
 1.8400024E+002, 1.5292201E+002, 0.0000000E+000,-5.0388452E+001,-9.7107204E+001,-4.6234755E+000,-1.1994927E-001, 0.0000000E+000, 0.0000000E+000, 6.3128412E-001, 6.8292973E-001,-3.0447615E-001,-4.3261166E-002, 6.4699385E-004,-1.0159482E-002, 5.0442469E-003
 1.8600027E+002, 1.5355268E+002, 0.0000000E+000,-5.0411497E+001,-9.5486292E+001,-4.6301604E+000,-1.1614076E-001, 0.0000000E+000, 0.0000000E+000, 2.8552083E+000, 2.9085893E+000,-3.1089416E-001,-4.2491363E-002, 6.4699875E-004,-9.8965410E-003, 5.0706972E-003
 1.8800102E+002, 1.5634792E+002, 0.0000000E+000,-5.1569874E+001,-1.0024183E+002,-4.9641301E+000,-1.2907183E-001, 0.0000000E+000, 0.0000000E+000,-5.7529302E-001,-5.5699214E-001,-3.0423310E-001,-4.3587508E-002, 6.4693196E-004,-1.0071516E-002, 5.2325432E-003
 1.9000032E+002, 1.5769384E+002, 0.0000000E+000,-5.2347125E+001,-9.9444466E+001,-4.8330522E+000,-1.2892152E-001, 0.0000000E+000, 0.0000000E+000, 9.6016832E-001, 9.4027086E-001,-3.0069696E-001,-4.4217802E-002, 6.4699671E-004,-9.9293614E-003, 5.2491839E-003
 1.9200073E+002, 1.5548120E+002, 0.0000000E+000,-5.1468408E+001,-9.9786122E+001,-4.8448314E+000,-1.2774986E-001, 0.0000000E+000, 0.0000000E+000,-7.7771505E-001,-7.4590699E-001,-2.9469492E-001,-4.4930510E-002, 6.4699749E-004,-1.0198044E-002, 5.1538127E-003
 1.9400011E+002, 1.5594559E+002, 0.0000000E+000,-5.1528281E+001,-1.0032875E+002,-5.0010385E+000,-1.2741701E-001, 0.0000000E+000, 0.0000000E+000,-1.0732132E+000,-1.0398938E+000,-2.9368131E-001,-4.5469033E-002, 6.4695420E-004,-1.0241190E-002, 5.1804356E-003
 1.9600023E+002, 1.5893690E+002, 0.0000000E+000,-5.2323902E+001,-9.9764493E+001,-4.8295698E+000,-1.2571679E-001, 0.0000000E+000, 0.0000000E+000, 1.8725782E+000, 1.8932233E+000,-3.0446408E-001,-4.3922157E-002, 6.4699862E-004,-9.6900874E-003, 5.3204100E-003
 1.9800102E+002, 1.6445350E+002, 0.0000000E+000,-5.4153349E+001,-1.0245506E+002,-4.8579996E+000,-1.2258795E-001, 0.0000000E+000, 0.0000000E+000, 2.8519045E+000, 2.8645070E+000,-2.9803766E-001,-4.4555842E-002, 6.4699596E-004,-9.7203906E-003, 5.4569115E-003
 2.0000000E+002, 1.6577547E+002, 0.0000000E+000,-5.5277582E+001,-1.0187690E+002,-5.2196670E+000,-1.2823420E-001, 0.0000000E+000, 0.0000000E+000, 3.2395093E+000, 3.2730850E+000,-3.0472574E-001,-4.4151701E-002, 6.4699951E-004,-9.1993810E-003, 5.5782081E-003
