s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 1.0800027E+002, 4.3707495E+001, 0.0000000E+000,-1.2668160E+001,-2.9058732E+001,-1.8795568E+000, 2.7875335E-002, 0.0000000E+000, 0.0000000E+000, 3.3150038E-001, 1.2892128E-001,-5.5600483E-001,-4.9904973E-003, 6.4699982E-004,-1.0721110E-002, 5.7306938E-004
 1.2000107E+002, 5.1798932E+001, 0.0000000E+000,-1.5135584E+001,-3.4141807E+001,-1.9507881E+000, 2.7295246E-002, 0.0000000E+000, 0.0000000E+000, 9.0736296E-001, 5.9804828E-001,-5.3639440E-001,-7.7800827E-003, 6.4699984E-004,-1.0620465E-002, 9.0630340E-004
 1.3200130E+002, 6.3209537E+001, 0.0000000E+000,-1.8708960E+001,-4.1671804E+001,-2.1757526E+000, 2.7101515E-002, 0.0000000E+000, 0.0000000E+000, 1.1512495E+000, 6.8012104E-001,-5.0750705E-001,-1.1799625E-002, 6.4699974E-004,-1.0652470E-002, 1.3775240E-003
 1.4400162E+002, 7.8196007E+001, 0.0000000E+000,-2.3435065E+001,-5.1854265E+001,-2.5059936E+000, 2.6887847E-002, 0.0000000E+000, 0.0000000E+000, 1.1160562E+000, 4.2757047E-001,-4.6876337E-001,-1.7298689E-002, 6.4699948E-004,-1.0647888E-002, 1.9872129E-003
 1.5600200E+002, 9.2572641E+001, 0.0000000E+000,-2.8093565E+001,-6.0405376E+001,-2.8771695E+000, 2.6935778E-002, 0.0000000E+000, 0.0000000E+000, 2.1319661E+000, 1.2234663E+000,-4.3697000E-001,-2.2071646E-002, 6.4699917E-004,-1.0467786E-002, 2.5816630E-003
 1.6800067E+002, 1.0679472E+002, 0.0000000E+000,-3.2690131E+001,-7.0860228E+001,-3.2446556E+000, 2.6845130E-002, 0.0000000E+000, 0.0000000E+000, 1.1427868E+000, 2.6547048E-002,-3.9822778E-001,-2.7642240E-002, 6.4699764E-004,-1.0622697E-002, 3.1697627E-003
 1.8000072E+002, 1.2084130E+002, 0.0000000E+000,-3.7365629E+001,-8.0098518E+001,-3.6536492E+000, 2.7140521E-002, 0.0000000E+000, 0.0000000E+000, 1.0759473E+000,-2.4936012E-001,-3.6601810E-001,-3.2532950E-002, 6.4699660E-004,-1.0487775E-002, 3.7312779E-003
 1.9200171E+002, 1.2945625E+002, 0.0000000E+000,-4.0157132E+001,-8.5835147E+001,-4.0254213E+000, 2.6850699E-002, 0.0000000E+000, 0.0000000E+000, 9.2886252E-001,-5.3459774E-001,-3.4717873E-001,-3.5518170E-002, 6.4699575E-004,-1.0470192E-002, 4.0862633E-003
 2.0400049E+002, 1.3978809E+002, 0.0000000E+000,-4.3645566E+001,-9.3012973E+001,-4.3655967E+000, 2.6774322E-002, 0.0000000E+000, 0.0000000E+000, 4.0843379E-001,-1.2092729E+000,-3.2527620E-001,-3.8887540E-002, 6.4699421E-004,-1.0316294E-002, 4.5113074E-003
 2.1600064E+002, 1.4485169E+002, 0.0000000E+000,-4.5401697E+001,-9.6169556E+001,-4.6209460E+000, 2.6797068E-002, 0.0000000E+000, 0.0000000E+000, 3.8272442E-001,-1.3137074E+000,-3.1509715E-001,-4.0609263E-002, 6.4699260E-004,-1.0271265E-002, 4.7098715E-003
 2.2800145E+002, 1.5140133E+002, 0.0000000E+000,-4.7602799E+001,-9.9675294E+001,-4.7323169E+000, 2.6854264E-002, 0.0000000E+000, 0.0000000E+000, 1.2204013E+000,-5.8222780E-001,-3.0839450E-001,-4.1834234E-002, 6.4699412E-004,-1.0029578E-002, 4.9960337E-003
 2.4000011E+002, 1.5509194E+002, 0.0000000E+000,-4.8962830E+001,-1.0280193E+002,-4.8465359E+000, 2.6783530E-002, 0.0000000E+000, 0.0000000E+000, 3.5962275E-001,-1.4925732E+000,-2.9981038E-001,-4.3249713E-002, 6.4698864E-004,-1.0001299E-002, 5.1304719E-003
 2.5200085E+002, 1.5735507E+002, 0.0000000E+000,-4.9810710E+001,-1.0462106E+002,-4.8880834E+000, 2.6761029E-002, 0.0000000E+000, 0.0000000E+000,-6.0993653E-002,-1.9380211E+000,-2.9126139E-001,-4.4496372E-002, 6.4699030E-004,-1.0106309E-002, 5.2315018E-003
 2.6400027E+002, 1.6386447E+002, 0.0000000E+000,-5.2070217E+001,-1.0787148E+002,-5.1324573E+000, 2.6497308E-002, 0.0000000E+000, 0.0000000E+000, 7.9538610E-001,-1.1831849E+000,-2.8584750E-001,-4.5601530E-002, 6.4698942E-004,-9.9008074E-003, 5.4879468E-003
 2.7600146E+002, 1.6689134E+002, 0.0000000E+000,-5.3289143E+001,-1.1090958E+002,-5.2389952E+000, 2.6780885E-002, 0.0000000E+000, 0.0000000E+000,-4.7007326E-001,-2.5195913E+000,-2.7755544E-001,-4.6926098E-002, 6.4698219E-004,-9.8718770E-003, 5.6302763E-003
 2.8800189E+002, 1.6809203E+002, 0.0000000E+000,-5.3484323E+001,-1.1048250E+002,-5.1440229E+000, 2.6604966E-002, 0.0000000E+000, 0.0000000E+000, 1.0607636E+000,-9.9221421E-001,-2.7818074E-001,-4.6923592E-002, 6.4698959E-004,-9.8075514E-003, 5.6692601E-003
 3.0000110E+002, 1.7581719E+002, 0.0000000E+000,-5.6372966E+001,-1.1598803E+002,-5.4459815E+000, 2.6576571E-002, 0.0000000E+000, 0.0000000E+000, 2.0518994E-001,-1.9632044E+000,-2.6904521E-001,-4.8466016E-002, 6.4698898E-004,-9.6248064E-003, 5.9864273E-003
 3.1200089E+002, 1.7695541E+002, 0.0000000E+000,-5.6722868E+001,-1.1652745E+002,-5.5221769E+000, 2.6638297E-002, 0.0000000E+000, 0.0000000E+000, 4.0599442E-001,-1.7904416E+000,-2.6479519E-001,-4.9217532E-002, 6.4698143E-004,-9.7142712E-003, 6.0224934E-003
 3.2400153E+002, 1.8000829E+002, 0.0000000E+000,-5.7824025E+001,-1.1899031E+002,-5.6426647E+000, 2.6390833E-002, 0.0000000E+000, 0.0000000E+000,-1.8013889E-001,-2.4223249E+000,-2.5976418E-001,-5.0107704E-002, 6.4697771E-004,-9.5713637E-003, 6.1589060E-003
 3.3600012E+002, 1.7971001E+002, 0.0000000E+000,-5.7858399E+001,-1.1836532E+002,-5.6144906E+000, 2.6517669E-002, 0.0000000E+000, 0.0000000E+000, 1.1970343E-001,-2.1016800E+000,-2.6038661E-001,-5.0046449E-002, 6.4697345E-004,-9.6615561E-003, 6.1411447E-003
 3.4800012E+002, 1.8723860E+002, 0.0000000E+000,-6.0353732E+001,-1.2344095E+002,-5.6721915E+000, 2.6572891E-002, 0.0000000E+000, 0.0000000E+000, 1.7192483E-001,-2.2016976E+000,-2.5451724E-001,-5.1114858E-002, 6.4698015E-004,-9.3460172E-003, 6.4623208E-003
 3.6000204E+002, 1.8738047E+002, 0.0000000E+000,-6.0464062E+001,-1.2358416E+002,-5.7500467E+000, 2.6844757E-002, 0.0000000E+000, 0.0000000E+000, 1.5140198E-003,-2.3909530E+000,-2.5098234E-001,-5.1744594E-002, 6.4697673E-004,-9.4005143E-003, 6.4583661E-003
 3.7200211E+002, 1.9146397E+002, 0.0000000E+000,-6.2031747E+001,-1.2557339E+002,-5.7909837E+000, 2.6605454E-002, 0.0000000E+000, 0.0000000E+000, 5.4887881E-001,-1.9055512E+000,-2.5110817E-001,-5.1778366E-002, 6.4698253E-004,-9.2709902E-003, 6.6268245E-003
 3.8400015E+002, 1.8967096E+002, 0.0000000E+000,-6.1520973E+001,-1.2515883E+002,-5.8010062E+000, 2.6830864E-002, 0.0000000E+000, 0.0000000E+000,-3.6717655E-001,-2.7830203E+000,-2.4673133E-001,-5.2469503E-002, 6.4697703E-004,-9.3999663E-003, 6.5446425E-003
 3.9600073E+002, 1.8970616E+002, 0.0000000E+000,-6.1328638E+001,-1.2551659E+002,-5.6983267E+000, 2.6950554E-002, 0.0000000E+000, 0.0000000E+000,-3.7588894E-001,-2.8104376E+000,-2.4549481E-001,-5.2526549E-002, 6.4697587E-004,-9.4380264E-003, 6.5596368E-003
 4.0800192E+002, 1.8411600E+002, 0.0000000E+000,-5.9433477E+001,-1.2137483E+002,-5.5873341E+000, 2.6961429E-002, 0.0000000E+000, 0.0000000E+000, 8.8200879E-002,-2.2526787E+000,-2.5162575E-001,-5.1506994E-002, 6.4698140E-004,-9.6005484E-003, 6.3262120E-003
 4.2000058E+002, 1.8462317E+002, 0.0000000E+000,-5.9542030E+001,-1.2212594E+002,-5.5940931E+000, 2.6807183E-002, 0.0000000E+000, 0.0000000E+000,-2.4278029E-001,-2.6120795E+000,-2.5065441E-001,-5.1609743E-002, 6.4697388E-004,-9.5912525E-003, 6.3380911E-003
 4.3200009E+002, 1.7634066E+002, 0.0000000E+000,-5.6654596E+001,-1.1731107E+002,-5.2245283E+000, 2.7059422E-002, 0.0000000E+000, 0.0000000E+000,-5.8665460E-001,-2.8224832E+000,-2.5856177E-001,-5.0106481E-002, 6.4697558E-004,-9.8575646E-003, 5.9903945E-003
 4.4400073E+002, 1.7894586E+002, 0.0000000E+000,-5.7319729E+001,-1.1843198E+002,-5.1711793E+000, 2.6710737E-002, 0.0000000E+000, 0.0000000E+000, 3.2909225E-001,-1.9503171E+000,-2.6018311E-001,-4.9857557E-002, 6.4697058E-004,-9.6220997E-003, 6.1181328E-003
 4.5600220E+002, 1.8071276E+002, 0.0000000E+000,-5.7916516E+001,-1.1969278E+002,-5.2784873E+000, 2.6662698E-002, 0.0000000E+000, 0.0000000E+000, 1.6918563E-001,-2.1483545E+000,-2.6000040E-001,-4.9983860E-002, 6.4698216E-004,-9.5356453E-003, 6.1925894E-003
 4.6800046E+002, 1.7811263E+002, 0.0000000E+000,-5.7121892E+001,-1.1828621E+002,-5.1814827E+000, 2.6816581E-002, 0.0000000E+000, 0.0000000E+000,-1.7237964E-001,-2.4501346E+000,-2.5640951E-001,-5.0397846E-002, 6.4697677E-004,-9.7921031E-003, 6.0747967E-003
 4.8000061E+002, 1.7474824E+002, 0.0000000E+000,-5.6145390E+001,-1.1646801E+002,-5.1474373E+000, 2.6660817E-002, 0.0000000E+000, 0.0000000E+000,-7.5189408E-001,-2.9859386E+000,-2.6139647E-001,-4.9515663E-002, 6.4697205E-004,-9.8939686E-003, 5.9349560E-003
 4.9200052E+002, 1.6146806E+002, 0.0000000E+000,-5.1138305E+001,-1.0846188E+002,-4.5927303E+000, 2.6504429E-002, 0.0000000E+000, 0.0000000E+000,-6.6255024E-001,-2.6983464E+000,-2.7622199E-001,-4.6884019E-002, 6.4698653E-004,-1.0195809E-002, 5.3904902E-003
 5.0400018E+002, 1.6022508E+002, 0.0000000E+000,-5.0329978E+001,-1.0815872E+002,-4.3592828E+000, 2.6658619E-002, 0.0000000E+000, 0.0000000E+000,-5.5814509E-001,-2.5962404E+000,-2.8511937E-001,-4.5175766E-002, 6.4698971E-004,-9.9501463E-003, 5.3415343E-003
 5.1600214E+002, 1.5397397E+002, 0.0000000E+000,-4.8314853E+001,-1.0381078E+002,-4.1623433E+000, 2.6554744E-002, 0.0000000E+000, 0.0000000E+000,-3.4601971E-001,-2.2874523E+000,-2.9638681E-001,-4.3303947E-002, 6.4699046E-004,-1.0074412E-002, 5.0844133E-003
 5.2800116E+002, 1.4495373E+002, 0.0000000E+000,-4.5236573E+001,-9.8409409E+001,-3.7880453E+000, 2.6557208E-002, 0.0000000E+000, 0.0000000E+000,-6.5681690E-001,-2.4537402E+000,-3.0755829E-001,-4.1271209E-002, 6.4699321E-004,-1.0345116E-002, 4.7191136E-003
 5.4000153E+002, 1.3984829E+002, 0.0000000E+000,-4.3361450E+001,-9.4982299E+001,-3.5362406E+000, 2.6586191E-002, 0.0000000E+000, 0.0000000E+000,-2.6869715E-001,-2.0051088E+000,-3.1949283E-001,-3.9356809E-002, 6.4699562E-004,-1.0280170E-002, 4.5078363E-003
 5.5200098E+002, 1.2838173E+002, 0.0000000E+000,-3.9613592E+001,-8.8593661E+001,-3.1212693E+000, 2.6599777E-002, 0.0000000E+000, 0.0000000E+000,-1.3649964E+000,-2.9201941E+000,-3.4023604E-001,-3.5961322E-002, 6.4699577E-004,-1.0491381E-002, 4.0401113E-003
 5.6400146E+002, 1.2162381E+002, 0.0000000E+000,-3.7145923E+001,-8.3385719E+001,-2.7683310E+000, 2.6516234E-002, 0.0000000E+000, 0.0000000E+000,-2.0503914E-001,-1.6496420E+000,-3.5686321E-001,-3.3316955E-002, 6.4699735E-004,-1.0463717E-002, 3.7596043E-003
 5.7600055E+002, 1.1727554E+002, 0.0000000E+000,-3.5648748E+001,-8.1615701E+001,-2.5195422E+000, 2.6764417E-002, 0.0000000E+000, 0.0000000E+000,-1.0991607E+000,-2.4816864E+000,-3.6311139E-001,-3.2113447E-002, 6.4699793E-004,-1.0590859E-002, 3.5838360E-003
 5.8800238E+002, 1.1004274E+002, 0.0000000E+000,-3.3310062E+001,-7.5791644E+001,-2.2188612E+000, 2.6777980E-002, 0.0000000E+000, 0.0000000E+000, 9.9730825E-003,-1.2510519E+000,-3.8320494E-001,-2.9173422E-002, 6.4699852E-004,-1.0462716E-002, 3.2932596E-003
 6.0000073E+002, 1.0491049E+002, 0.0000000E+000,-3.1582545E+001,-7.2872940E+001,-2.0665975E+000, 2.6485692E-002, 0.0000000E+000, 0.0000000E+000,-3.9606979E-001,-1.5851045E+000,-3.9236749E-001,-2.7714646E-002, 6.4699862E-004,-1.0616885E-002, 3.0725383E-003
 6.1200195E+002, 9.9763882E+001, 0.0000000E+000,-2.9947224E+001,-6.9772076E+001,-1.8120974E+000, 2.6621299E-002, 0.0000000E+000, 0.0000000E+000,-6.4708426E-001,-1.7408939E+000,-4.0357306E-001,-2.5917728E-002, 6.4699867E-004,-1.0700967E-002, 2.8708290E-003
 6.2400244E+002, 9.7195092E+001, 0.0000000E+000,-2.9215361E+001,-6.7497583E+001,-1.6574040E+000, 2.6760929E-002, 0.0000000E+000, 0.0000000E+000,-9.5231001E-002,-1.1484953E+000,-4.1189749E-001,-2.4766606E-002, 6.4699834E-004,-1.0650753E-002, 2.7632564E-003
 6.3600153E+002, 9.5769007E+001, 0.0000000E+000,-2.8708710E+001,-6.7186432E+001,-1.5957296E+000, 2.6741683E-002, 0.0000000E+000, 0.0000000E+000,-6.6243444E-001,-1.6951231E+000,-4.1286340E-001,-2.4526855E-002, 6.4699839E-004,-1.0719716E-002, 2.7039001E-003
 6.4800287E+002, 9.2117319E+001, 0.0000000E+000,-2.7343601E+001,-6.4387005E+001,-1.4598840E+000, 2.6733748E-002, 0.0000000E+000, 0.0000000E+000,-5.6794123E-002,-1.0464366E+000,-4.2330192E-001,-2.2988276E-002, 6.4699888E-004,-1.0646864E-002, 2.5544522E-003
 6.6000195E+002, 8.7517229E+001, 0.0000000E+000,-2.5888843E+001,-6.1723606E+001,-1.2734269E+000, 2.6918654E-002, 0.0000000E+000, 0.0000000E+000,-4.2696934E-001,-1.3417284E+000,-4.3337236E-001,-2.1419328E-002, 6.4699898E-004,-1.0655739E-002, 2.3662331E-003
 6.7200122E+002, 8.3350527E+001, 0.0000000E+000,-2.4480923E+001,-5.9022218E+001,-1.0726313E+000, 2.6701003E-002, 0.0000000E+000, 0.0000000E+000,-3.6030520E-001,-1.1985442E+000,-4.4287223E-001,-1.9946756E-002, 6.4699904E-004,-1.0731284E-002, 2.1951299E-003
 6.8400232E+002, 8.0109796E+001, 0.0000000E+000,-2.3460294E+001,-5.6655372E+001,-9.7859852E-001, 2.6605710E-002, 0.0000000E+000, 0.0000000E+000,-1.6447933E-001,-9.5786213E-001,-4.5202754E-001,-1.8650194E-002, 6.4699918E-004,-1.0661454E-002, 2.0625016E-003
 6.9600232E+002, 7.7032438E+001, 0.0000000E+000,-2.2522963E+001,-5.4713234E+001,-8.7710618E-001, 2.6829164E-002, 0.0000000E+000, 0.0000000E+000,-3.1114771E-001,-1.0540363E+000,-4.5933024E-001,-1.7566233E-002, 6.4699911E-004,-1.0720320E-002, 1.9377027E-003
 7.0800262E+002, 7.4782769E+001, 0.0000000E+000,-2.1815756E+001,-5.2777299E+001,-7.3801936E-001, 2.6854882E-002, 0.0000000E+000, 0.0000000E+000, 1.9041480E-001,-5.2145067E-001,-4.6711709E-001,-1.6516234E-002, 6.4699930E-004,-1.0582919E-002, 1.8454508E-003
 7.2000159E+002, 7.2145412E+001, 0.0000000E+000,-2.0919322E+001,-5.2060447E+001,-7.6875894E-001, 2.6881385E-002, 0.0000000E+000, 0.0000000E+000,-9.0210220E-001,-1.5762344E+000,-4.6940297E-001,-1.5979640E-002, 6.4699912E-004,-1.0858244E-002, 1.7369745E-003
 7.3200165E+002, 6.8577182E+001, 0.0000000E+000,-1.9761497E+001,-4.9064314E+001,-5.1465802E-001, 2.6674039E-002, 0.0000000E+000, 0.0000000E+000,-1.1800469E-001,-7.3661192E-001,-4.8102442E-001,-1.4396259E-002, 6.4699929E-004,-1.0674529E-002, 1.5909759E-003
 7.4400153E+002, 6.4905811E+001, 0.0000000E+000,-1.8624885E+001,-4.6895748E+001,-3.7019005E-001, 2.6514006E-002, 0.0000000E+000, 0.0000000E+000,-3.9641871E-001,-9.5849787E-001,-4.8902343E-001,-1.3154762E-002, 6.4699944E-004,-1.0731719E-002, 1.4400349E-003
 7.5600220E+002, 6.0706172E+001, 0.0000000E+000,-1.7308342E+001,-4.4079521E+001,-1.5479431E-001, 2.6828722E-002, 0.0000000E+000, 0.0000000E+000,-3.1510738E-001,-8.0965600E-001,-4.9996619E-001,-1.1574908E-002, 6.4699929E-004,-1.0719458E-002, 1.2674603E-003
 7.6800116E+002, 5.6753341E+001, 0.0000000E+000,-1.6100883E+001,-4.1295045E+001,-7.0866651E-002, 2.6965670E-002, 0.0000000E+000, 0.0000000E+000,-2.4247564E-001,-6.8648828E-001,-5.1059651E-001,-1.0112725E-002, 6.4699943E-004,-1.0679748E-002, 1.1063049E-003
 7.8000183E+002, 5.2666910E+001, 0.0000000E+000,-1.4854643E+001,-3.8804105E+001, 1.1509812E-001, 2.7139438E-002, 0.0000000E+000, 0.0000000E+000,-4.7823837E-001,-8.4959984E-001,-5.2013553E-001,-8.6528555E-003, 6.4699945E-004,-1.0770602E-002, 9.3785695E-004
 7.9200256E+002, 4.9148715E+001, 0.0000000E+000,-1.3800921E+001,-3.6205050E+001, 2.9802574E-001, 2.6764927E-002, 0.0000000E+000, 0.0000000E+000,-2.1770621E-001,-5.3246527E-001,-5.3011539E-001,-7.2765051E-003, 6.4699944E-004,-1.0715286E-002, 7.9664612E-004
 8.0400159E+002, 4.6869242E+001, 0.0000000E+000,-1.3121337E+001,-3.4535027E+001, 3.2408678E-001, 2.6704981E-002, 0.0000000E+000, 0.0000000E+000,-1.5625133E-001,-4.3633003E-001,-5.3649405E-001,-6.4050596E-003, 6.4699939E-004,-1.0725729E-002, 7.0064290E-004
 8.1600037E+002, 4.5195025E+001, 0.0000000E+000,-1.2626144E+001,-3.3410038E+001, 4.1737420E-001, 2.6939087E-002, 0.0000000E+000, 0.0000000E+000,-1.4310285E-001,-3.9684263E-001,-5.4082721E-001,-5.7751300E-003, 6.4699954E-004,-1.0727225E-002, 6.3332386E-004
 8.2800226E+002, 4.3374166E+001, 0.0000000E+000,-1.2077235E+001,-3.2112243E+001, 4.6340236E-001, 2.7104458E-002, 0.0000000E+000, 0.0000000E+000,-9.6360538E-002,-3.2480459E-001,-5.4588909E-001,-5.0910645E-003, 6.4699947E-004,-1.0701622E-002, 5.5901253E-004
 8.4000079E+002, 4.2561144E+001, 0.0000000E+000,-1.1836604E+001,-3.1301729E+001, 4.9927768E-001, 2.6931407E-002, 0.0000000E+000, 0.0000000E+000, 1.6007071E-001,-5.0979681E-002,-5.4897098E-001,-4.7280215E-003, 6.4699958E-004,-1.0636932E-002, 5.2547941E-004
 8.5200037E+002, 4.1923158E+001, 0.0000000E+000,-1.1656754E+001,-3.1222864E+001, 4.8496499E-001, 2.7079721E-002, 0.0000000E+000, 0.0000000E+000,-2.3738770E-001,-4.4441559E-001,-5.4921631E-001,-4.5551624E-003, 6.4699954E-004,-1.0788764E-002, 4.9902705E-004
 8.6400177E+002, 4.1296770E+001, 0.0000000E+000,-1.1471604E+001,-3.0531266E+001, 4.7807185E-001, 2.7150516E-002, 0.0000000E+000, 0.0000000E+000,-4.9800319E-003,-2.0087741E-001,-5.5193155E-001,-4.2851357E-003, 6.4699951E-004,-1.0696617E-002, 4.7478516E-004
 8.7600024E+002, 4.0827254E+001, 0.0000000E+000,-1.1323198E+001,-3.0322164E+001, 5.4222916E-001, 2.6816886E-002, 0.0000000E+000, 0.0000000E+000,-5.7370526E-002,-2.4906197E-001,-5.5269051E-001,-4.1230073E-003, 6.4699956E-004,-1.0729948E-002, 4.5403909E-004
 8.8800085E+002, 4.0356998E+001, 0.0000000E+000,-1.1186812E+001,-2.9978054E+001, 5.3358116E-001, 2.6997366E-002, 0.0000000E+000, 0.0000000E+000,-6.0726586E-002,-2.4728974E-001,-5.5405709E-001,-3.9410188E-003, 6.4699957E-004,-1.0719629E-002, 4.3495435E-004
 9.0000214E+002, 4.0002079E+001, 0.0000000E+000,-1.1086954E+001,-2.9549273E+001, 5.6132742E-001, 2.6838317E-002, 0.0000000E+000, 0.0000000E+000, 1.3354803E-001,-4.5982268E-002,-5.5564914E-001,-3.7790302E-003, 6.4699963E-004,-1.0658365E-002, 4.2023604E-004
 9.1200220E+002, 3.9635595E+001, 0.0000000E+000,-1.0977334E+001,-2.9517989E+001, 5.4567888E-001, 2.7080278E-002, 0.0000000E+000, 0.0000000E+000,-1.1460610E-001,-2.8696874E-001,-5.5575946E-001,-3.6841279E-003, 6.4699957E-004,-1.0760731E-002, 4.0495500E-004
 9.2400287E+002, 3.9366605E+001, 0.0000000E+000,-1.0909133E+001,-2.9324638E+001, 5.8800292E-001, 2.7065502E-002, 0.0000000E+000, 0.0000000E+000,-8.5105461E-002,-2.5209792E-001,-5.5654415E-001,-3.5815732E-003, 6.4699960E-004,-1.0727113E-002, 3.9649828E-004
 9.3600250E+002, 3.9155220E+001, 0.0000000E+000,-1.0829155E+001,-2.9024276E+001, 5.4493928E-001, 2.7139458E-002, 0.0000000E+000, 0.0000000E+000, 4.2263732E-002,-1.2613214E-001,-5.5770213E-001,-3.4849048E-003, 6.4699951E-004,-1.0695394E-002, 3.8563401E-004
 9.4800269E+002, 3.8658154E+001, 0.0000000E+000,-1.0687399E+001,-2.8686547E+001, 5.9205987E-001, 2.7129813E-002, 0.0000000E+000, 0.0000000E+000, 6.1191848E-002,-9.6602230E-002,-5.5896921E-001,-3.3066713E-003, 6.4699962E-004,-1.0684245E-002, 3.6591042E-004
 9.6000171E+002, 3.8275080E+001, 0.0000000E+000,-1.0576352E+001,-2.8672153E+001, 5.9742563E-001, 2.7189507E-002, 0.0000000E+000, 0.0000000E+000,-1.9703602E-001,-3.4880953E-001,-5.5902392E-001,-3.1968422E-003, 6.4699965E-004,-1.0782080E-002, 3.5036903E-004
 9.7200061E+002, 3.7847473E+001, 0.0000000E+000,-1.0454619E+001,-2.8171113E+001, 5.6939926E-001, 2.7191899E-002, 0.0000000E+000, 0.0000000E+000,-3.3694633E-002,-1.8166754E-001,-5.6096266E-001,-3.0039371E-003, 6.4699959E-004,-1.0728745E-002, 3.3111554E-004
 9.8400323E+002, 3.7501837E+001, 0.0000000E+000,-1.0336536E+001,-2.7866639E+001, 6.1163701E-001, 2.6972474E-002, 0.0000000E+000, 0.0000000E+000, 7.8454866E-002,-6.2728768E-002,-5.6210004E-001,-2.8711412E-003, 6.4699966E-004,-1.0682288E-002, 3.1856665E-004
 9.9600092E+002, 3.7275724E+001, 0.0000000E+000,-1.0276444E+001,-2.7828551E+001, 5.7309602E-001, 2.7252313E-002, 0.0000000E+000, 0.0000000E+000,-8.3915086E-002,-2.2892214E-001,-5.6227241E-001,-2.7990106E-003, 6.4699957E-004,-1.0751064E-002, 3.0819524E-004
 1.0080005E+003, 3.7190592E+001, 0.0000000E+000,-1.0253655E+001,-2.7651995E+001, 6.3680541E-001, 2.7311402E-002, 0.0000000E+000, 0.0000000E+000, 8.2208721E-002,-5.0941201E-002,-5.6293704E-001,-2.7474975E-003, 6.4699969E-004,-1.0688126E-002, 3.0563301E-004
 1.0200001E+003, 3.7005429E+001, 0.0000000E+000,-1.0204510E+001,-2.7660064E+001, 6.2013425E-001, 2.6822247E-002, 0.0000000E+000, 0.0000000E+000,-7.6973338E-002,-2.1218916E-001,-5.6291434E-001,-2.7120960E-003, 6.4699969E-004,-1.0724931E-002, 2.9936845E-004
