Position_cm,X_CO2,U_X_CO2,X_H2,U_X_H2,X_H2O,U_X_H2O,X_Ar,U_X_Ar,X_O2,U_X_O2,X_Propane,U_X_Propane,X_Methanol,U_X_Methanol,X_N2,U_X_N2,X_Ethanol,U_X_Ethanol,X_CH4,U_X_CH4,X_Acetone,U_X_Acetone,X_CO,U_X_CO,X_Acetylene,U_X_Acetylene,X_Benzene,U_X_Benzene,X_Ethane,U_X_Ethane,X_Ethylene,U_X_Ethylene,Y_Soot,U_Y_Soot,X_HC,U_X_HC
2,0.0514,0.0027,0.0331,0.0022,0.1694,0.034,0.0054,0.0007,0.0201,0.0075,0,0,0,0,0.4812,0.0462,0.14785,0.0703,0.00673,0.00042,0,0,0.05399,0.00381,0.0189,0.0034,0.00024,0.0001,0.00042,0.00003,0.0072,0.001,0.00042,0.00008,0.21445,0.07042
4,0.0548,0.0057,0.0381,0.0076,0.1809,0.0517,0.0061,0.0007,0.0229,0.0183,0,0,0,0,0.5428,0.0498,0.05696,0.02314,0.00939,0.00267,0,0,0.05824,0.01245,0.0174,0.0047,0.00026,0.00003,0.00035,0.00011,0.0073,0.002,0.00061,0.00011,0.12976,0.02502
6,0.0586,0.0037,0.0341,0.0025,0.1692,0.0545,0.0066,0.0006,0.0267,0.0018,0,0,0,0,0.5856,0.0357,0.02557,0.0051,0.00917,0.00097,0,0,0.05746,0.00357,0.0161,0.0017,0.00024,0.00005,0.00031,0.00003,0.0066,0.0005,0.00089,0.00013,0.09203,0.00605
10,0.0567,0.0027,0.0234,0.006,0.1569,0.0313,0.0073,0.0007,0.0434,0.0139,0,0,0,0,0.6373,0.0458,0.00654,0.0015,0.0063,0.00108,0,0,0.04377,0.00749,0.0098,0.0007,0.0002,0.00004,0.0002,0.00003,0.0043,0.0008,0.001,0.0001,0.05071,0.00634
14,0.0499,0.0078,0.0195,0.0155,0.1246,0.0285,0.0077,0.0007,0.0617,0.0416,0,0,0,0,0.6794,0.0443,0.00344,0.00436,0.00473,0.00362,0,0,0.03545,0.02379,0.0062,0.0035,0.00009,0.00005,0.00015,0.00003,0.003,0.0024,0.00118,0.00016,0.0371,0.01703
20,0.0431,0.0011,0.0081,0.0004,0.0866,0.0172,0.0082,0.0006,0.0976,0.0024,0,0,0,0,0.7283,0.0159,0.00069,0.00006,0.00202,0.00009,0,0,0.01727,0.00045,0.0027,0.0001,0,0,0.00007,0,0.0012,0.0001,0.00075,0.00011,0.01476,0.00042
30,0.0351,0.0016,0.0024,0.0006,0.0618,0.0199,0.0085,0.0007,0.1273,0.0099,0,0,0,0,0.7531,0.0365,0.00008,0.00006,0.00055,0.00017,0,0,0.0061,0.00155,0.0009,0.0003,0,0,0.00001,0.00002,0.0003,0.0001,0.00031,0.00007,0.00419,0.0007
45,0.0219,0.0022,0,0,0.0299,0.0088,0.0086,0.0006,0.1619,0.008,0,0,0,0,0.7732,0.0234,0.00001,0,0.00002,0.00001,0,0,0.00035,0.0007,0,0,0,0,0,0,0.0001,0.0002,0.00021,0.00007,0.00013,0.00021
60,0.0132,0.0012,0,0,0.0164,0.0046,0.0088,0.0007,0.1832,0.0086,0,0,0,0,0.7739,0.0229,0,0,0.00001,0.00002,0,0,0.00002,0.00004,0,0,0,0,0,0,0,0,0.00006,0.00006,0.00001,0.00002
