Position_cm,X_CO2,U_X_CO2,X_H2,U_X_H2,X_H2O,U_X_H2O,X_Ar,U_X_Ar,X_O2,U_X_O2,X_Propane,U_X_Propane,X_Methanol,U_X_Methanol,X_N2,U_X_N2,X_Ethanol,U_X_Ethanol,X_CH4,U_X_CH4,X_Acetone,U_X_Acetone,X_CO,U_X_CO,X_Acetylene,U_X_Acetylene,X_Benzene,U_X_Benzene,X_Ethane,U_X_Ethane,X_Ethylene,U_X_Ethylene,Y_Soot,U_Y_Soot,X_HC,U_X_HC,Temperature_K,U_Temperature_K,Corrected_Temperature_K,U_Corrected_Temperature_K
2,0.0608,0.0102,0.0234,0.0077,0.0706,0.0463,0.0079,0.0007,0.0143,0.0028,0.0715,0.0228,0.0000,0.0000,0.6863,0.0423,0.0000,0.0000,0.0076,0.0016,0.0000,0.0000,0.0335,0.0048,0.0090,0.0030,0.0003,0.0001,0.0006,0.0001,0.0103,0.0027,0.0002,0.0001,0.1227,0.0244,761,231,764,365
4,0.0605,0.0066,0.0232,0.0021,0.0992,0.0790,0.0080,0.0008,0.0139,0.0011,0.0309,0.0038,0.0000,0.0000,0.6957,0.0540,0.0000,0.0000,0.0088,0.0008,0.0000,0.0000,0.0351,0.0030,0.0093,0.0011,0.0004,0.0001,0.0005,0.0000,0.0106,0.0010,0.0011,0.0001,0.0837,0.0047,1028,229,1037,375
6,0.0600,0.0061,0.0256,0.0093,0.0940,0.0524,0.0081,0.0008,0.0146,0.0199,0.0224,0.0179,0.0000,0.0000,0.7062,0.0523,0.0000,0.0000,0.0090,0.0031,0.0000,0.0000,0.0354,0.0084,0.0094,0.0024,0.0005,0.0001,0.0005,0.0002,0.0104,0.0035,0.0015,0.0002,0.0777,0.0209,1192,227,1206,385
10,0.0603,0.0023,0.0189,0.0065,0.0923,0.0386,0.0084,0.0007,0.0260,0.0235,0.0076,0.0047,0.0000,0.0000,0.7294,0.0314,0.0000,0.0000,0.0071,0.0028,0.0000,0.0000,0.0305,0.0094,0.0074,0.0022,0.0004,0.0002,0.0003,0.0001,0.0076,0.0028,0.0025,0.0001,0.0493,0.0092,1319,200,1339,428
14,0.0559,0.0016,0.0132,0.0078,0.0915,0.0182,0.0084,0.0006,0.0457,0.0250,0.0026,0.0051,0.0000,0.0000,0.7396,0.0176,0.0000,0.0000,0.0050,0.0028,0.0000,0.0000,0.0237,0.0100,0.0052,0.0025,0.0003,0.0001,0.0002,0.0001,0.0050,0.0030,0.0027,0.0001,0.0314,0.0105,1356,190,1376,486
20,0.0466,0.0011,0.0075,0.0004,0.0603,0.0122,0.0087,0.0006,0.0790,0.0017,0.0006,0.0000,0.0000,0.0000,0.7717,0.0142,0.0000,0.0000,0.0023,0.0001,0.0000,0.0000,0.0145,0.0003,0.0027,0.0001,0.0002,0.0000,0.0001,0.0000,0.0021,0.0001,0.0019,0.0002,0.0154,0.0004,1284,240,1301,595
30,0.0247,0.0013,0.0009,0.0001,0.0309,0.0092,0.0087,0.0007,0.1452,0.0050,0.0000,0.0000,0.0000,0.0000,0.7828,0.0142,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0021,0.0001,0.0003,0.0000,0.0001,0.0001,0.0000,0.0000,0.0001,0.0001,0.0004,0.0001,0.0017,0.0001,1008,286,1017,676
45,0.0148,0.0007,0.0000,0.0000,0.0134,0.0052,0.0088,0.0008,0.1735,0.0053,0.0000,0.0000,0.0000,0.0000,0.7854,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,761,237,764,559
60,0.0098,0.0002,0.0000,0.0000,0.0077,0.0022,0.0087,0.0006,0.1854,0.0033,0.0000,0.0000,0.0000,0.0000,0.7844,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,     NaN,     NaN,0.0000,0.0000,579,149,580,356
