Position_cm,X_CO2,U_X_CO2,X_H2,U_X_H2,X_H2O,U_X_H2O,X_Ar,U_X_Ar,X_O2,U_X_O2,X_Propane,U_X_Propane,X_Methanol,U_X_Methanol,X_N2,U_X_N2,X_Ethanol,U_X_Ethanol,X_CH4,U_X_CH4,X_Acetone,U_X_Acetone,X_CO,U_X_CO,X_Acetylene,U_X_Acetylene,X_Benzene,U_X_Benzene,X_Ethane,U_X_Ethane,X_Ethylene,U_X_Ethylene,Y_Soot,U_Y_Soot,X_HC,U_X_HC,Temperature_K,U_Temperature_K,Corrected_Temperature_K,U_Corrected_Temperature_K
 2,0.0608,0.0102,0.0234,0.0077,0.0706,0.0463,0.0079,0.0007,0.0143,0.0028,0.07152,0.02278,0.0000,0.0000,0.6863,0.0423,0.0000,0.0000,0.00758,0.00163,0.0000,0.0000,0.033476,0.004819,0.00896,0.00299,0.00027,0.00008,0.000621,0.000080,0.0103,0.0027,0.000277,0.000098,0.12271,0.02443, 987.0,450.0, 991.0,NaN
 4,0.0605,0.0066,0.0232,0.0021,0.0992,0.0790,0.0080,0.0008,0.0139,0.0011,0.03088,0.00380,0.0000,0.0000,0.6957,0.0540,0.0000,0.0000,0.00877,0.00080,0.0000,0.0000,0.035143,0.002983,0.00932,0.00110,0.00038,0.00005,0.000495,0.000041,0.0106,0.0010,0.001162,0.000103,0.08366,0.00465,1028.0,458.0,1037.0,NaN
 6,0.0600,0.0061,0.0256,0.0093,0.0940,0.0524,0.0081,0.0008,0.0146,0.0199,0.02236,0.01792,0.0000,0.0000,0.7062,0.0523,0.0000,0.0000,0.00903,0.00310,0.0000,0.0000,0.035395,0.008412,0.00941,0.00235,0.00045,0.00005,0.000462,0.000204,0.0104,0.0035,0.001499,0.000204,0.07770,0.02087,1192.0,454.0,1206.0,NaN
10,0.0603,0.0023,0.0189,0.0065,0.0923,0.0386,0.0084,0.0007,0.0260,0.0235,0.00763,0.00471,0.0000,0.0000,0.7294,0.0314,0.0000,0.0000,0.00710,0.00283,0.0000,0.0000,0.030460,0.009360,0.00737,0.00215,0.00040,0.00017,0.000284,0.000101,0.0076,0.0028,0.002449,0.000095,0.04925,0.00924,1319.0,400.0,1339.0,NaN
14,0.0559,0.0016,0.0132,0.0078,0.0915,0.0182,0.0084,0.0006,0.0457,0.0250,0.00257,0.00513,0.0000,0.0000,0.7396,0.0176,0.0000,0.0000,0.00498,0.00278,0.0000,0.0000,0.023676,0.009978,0.00517,0.00252,0.00028,0.00013,0.000180,0.000130,0.0050,0.0030,0.002718,0.000090,0.03139,0.01049,1356.0,380.0,1376.0,NaN
20,0.0466,0.0011,0.0075,0.0004,0.0603,0.0122,0.0087,0.0006,0.0790,0.0017,0.00056,0.00002,0.0000,0.0000,0.7717,0.0142,0.0000,0.0000,0.00232,0.00010,0.0000,0.0000,0.014450,0.000338,0.00267,0.00012,0.00016,0.00001,0.000071,0.000003,0.0021,0.0001,0.002119,0.000249,0.01537,0.00041,1284.0,480.0,1301.0,NaN
30,0.0247,0.0013,0.0009,0.0001,0.0309,0.0092,0.0087,0.0007,0.1452,0.0050,0.00000,0.00000,0.0000,0.0000,0.7828,0.0142,0.0000,0.0000,0.00020,0.00002,0.0000,0.0000,0.002124,0.000058,0.00033,0.00002,0.00006,0.00006,0.000000,0.000000,0.0001,0.0001,0.000520,0.000070,0.00165,0.00012,1029.0,562.0,1038.0,NaN
45,0.0148,0.0007,0.0000,0.0000,0.0134,0.0052,0.0088,0.0008,0.1735,0.0053,0.00000,0.00000,0.0000,0.0000,0.7854,0.0190,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.000164,0.000042,0.00010,0.00004,0.00000,0.00000,0.000000,0.000000,0.0000,0.0000,0.000165,0.000033,0.00010,0.00004, 761.0,474.0, 764.0,NaN
60,0.0098,0.0002,0.0000,0.0000,0.0077,0.0022,0.0087,0.0006,0.1854,0.0033,0.00000,0.00000,0.0000,0.0000,0.7844,0.0112,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.000026,0.000001,0.00000,0.00000,0.00000,0.00000,0.000000,0.000000,0.0000,0.0000,     NaN,     NaN,0.00000,0.00000, 574.0,292.0, 494.0,NaN
