s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS
 0.0000000E+000, 0.0000000E+000,-1.5468705E-003, 2.9925331E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2476172E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0005257E+000, 1.0329585E+002,-2.2364796E+001, 1.4500010E-001,-5.8775569E+000, 2.6798285E-002, 0.0000000E+000, 0.0000000E+000, 7.3720748E+001, 7.5225296E+001, 0.0000000E+000, 5.1613302E-003, 0.0000000E+000, 0.0000000E+000
 4.0001311E+000, 1.2270514E+002,-2.3567204E+001,-8.3099166E+001,-5.7182315E+000, 3.7826560E-002, 0.0000000E+000, 0.0000000E+000, 9.3406771E+000, 1.0358362E+001, 0.0000000E+000, 5.7929833E-003, 0.0000000E+000, 0.0000000E+000
 6.0008712E+000, 1.2730824E+002,-2.4362598E+001,-9.2031817E+001,-6.0329395E+000, 3.9698177E-002, 0.0000000E+000, 0.0000000E+000, 4.2414670E+000, 4.9205794E+000, 0.0000000E+000, 6.1787815E-003, 0.0000000E+000, 0.0000000E+000
 8.0005636E+000, 1.3649220E+002,-2.6224660E+001,-1.0399012E+002,-5.9969753E+000, 4.1916987E-002, 0.0000000E+000, 0.0000000E+000,-7.6318694E-001, 3.2236452E-001, 0.0000000E+000, 6.5392450E-003, 0.0000000E+000, 0.0000000E+000
 1.0000066E+001, 1.4674719E+002,-2.7782289E+001,-1.0302527E+002,-6.2265488E+000, 4.4628459E-002, 0.0000000E+000, 0.0000000E+000, 8.9531872E+000, 9.7577113E+000, 0.0000000E+000, 7.0290215E-003, 0.0000000E+000, 0.0000000E+000
 1.2000577E+001, 1.5189244E+002,-2.8674347E+001,-1.1467199E+002,-6.1874770E+000, 4.5432301E-002, 0.0000000E+000, 0.0000000E+000, 2.0068025E+000, 2.4040559E+000, 0.0000000E+000, 7.2872392E-003, 0.0000000E+000, 0.0000000E+000
 1.4000790E+001, 1.6307884E+002,-3.0780012E+001,-1.1996082E+002,-6.3979224E+000, 4.9145578E-002, 0.0000000E+000, 0.0000000E+000, 4.7568127E+000, 5.9892284E+000, 0.0000000E+000, 7.9211566E-003, 0.0000000E+000, 0.0000000E+000
 1.6001247E+001, 1.7671093E+002,-3.3058553E+001,-1.2610534E+002,-6.3152597E+000, 5.1213065E-002, 0.0000000E+000, 0.0000000E+000, 9.9978628E+000, 1.1282988E+001, 0.0000000E+000, 8.4671905E-003, 0.0000000E+000, 0.0000000E+000
 1.8000652E+001, 1.9001114E+002,-3.5380048E+001,-1.4275055E+002,-6.1557155E+000, 5.4338708E-002, 0.0000000E+000, 0.0000000E+000, 4.7289064E+000, 5.7791737E+000, 0.0000000E+000, 9.0315226E-003, 0.0000000E+000, 0.0000000E+000
 2.0000134E+001, 1.9266964E+002,-3.6007068E+001,-1.5113793E+002,-6.5063042E+000, 5.4024372E-002, 0.0000000E+000, 0.0000000E+000,-2.2246418E+000,-9.2764406E-001, 0.0000000E+000, 9.4556527E-003, 0.0000000E+000, 0.0000000E+000
 2.2000519E+001, 2.0717659E+002,-3.8590349E+001,-1.5126793E+002,-6.3951155E+000, 5.6946982E-002, 0.0000000E+000, 0.0000000E+000, 9.4418267E+000, 1.0980149E+001, 0.0000000E+000, 9.9149253E-003, 0.0000000E+000, 0.0000000E+000
 2.4000067E+001, 2.0898723E+002,-3.8428811E+001,-1.7631763E+002,-6.2077264E+000, 5.6246262E-002, 0.0000000E+000, 0.0000000E+000,-1.2950688E+001,-1.1910688E+001, 0.0000000E+000, 9.8924352E-003, 0.0000000E+000, 0.0000000E+000
 2.6000671E+001, 2.1989158E+002,-4.0359341E+001,-1.6974803E+002,-6.2052234E+000, 5.9217439E-002, 0.0000000E+000, 0.0000000E+000, 2.2632207E+000, 3.6382031E+000, 0.0000000E+000, 1.0595799E-002, 0.0000000E+000, 0.0000000E+000
 2.8000639E+001, 2.4281185E+002,-4.4710610E+001,-1.7253191E+002,-6.3081639E+000, 6.2727455E-002, 0.0000000E+000, 0.0000000E+000, 1.7500745E+001, 1.9323900E+001, 0.0000000E+000, 1.1889707E-002, 0.0000000E+000, 0.0000000E+000
 3.0001040E+001, 2.4763663E+002,-4.6029881E+001,-1.8417413E+002,-6.5072700E+000, 6.3403745E-002, 0.0000000E+000, 0.0000000E+000, 8.3324304E+000, 1.0988757E+001, 0.0000000E+000, 1.1858550E-002, 0.0000000E+000, 0.0000000E+000
 3.2000248E+001, 2.5712174E+002,-4.7190129E+001,-2.1093734E+002,-6.4957594E+000, 6.5086797E-002, 0.0000000E+000, 0.0000000E+000,-8.9097519E+000,-7.4364026E+000, 0.0000000E+000, 1.2228148E-002, 0.0000000E+000, 0.0000000E+000
 3.4001057E+001, 2.6450885E+002,-4.8909958E+001,-2.0292820E+002,-6.4300578E+000, 6.5839238E-002, 0.0000000E+000, 0.0000000E+000, 4.4597918E+000, 6.3064667E+000, 0.0000000E+000, 1.2704861E-002, 0.0000000E+000, 0.0000000E+000
 3.6000248E+001, 2.7278112E+002,-5.0407055E+001,-2.0085250E+002,-6.4492966E+000, 6.8361438E-002, 0.0000000E+000, 0.0000000E+000, 1.3320514E+001, 1.5140622E+001, 0.0000000E+000, 1.3167921E-002, 0.0000000E+000, 0.0000000E+000
 3.8000954E+001, 2.6270586E+002,-4.8481376E+001,-2.1835808E+002,-6.4517759E+000, 6.5712039E-002, 0.0000000E+000, 0.0000000E+000,-1.2064989E+001,-1.0519659E+001, 0.0000000E+000, 1.2561392E-002, 0.0000000E+000, 0.0000000E+000
 4.0000019E+001, 2.8018520E+002,-5.2058152E+001,-2.1002303E+002,-6.7719420E+000, 6.7913132E-002, 0.0000000E+000, 0.0000000E+000, 9.4109842E+000, 1.1399987E+001, 0.0000000E+000, 1.3414477E-002, 0.0000000E+000, 0.0000000E+000
 4.2000614E+001, 2.8328963E+002,-5.1892564E+001,-2.2126933E+002,-6.5807850E+000, 6.9166240E-002, 0.0000000E+000, 0.0000000E+000, 1.4951771E+000, 3.6161165E+000, 0.0000000E+000, 1.3558606E-002, 0.0000000E+000, 0.0000000E+000
 4.4000626E+001, 2.7307953E+002,-4.9952971E+001,-2.3217356E+002,-6.4263550E+000, 6.7893811E-002, 0.0000000E+000, 0.0000000E+000,-1.7192693E+001,-1.5405464E+001, 0.0000000E+000, 1.3012439E-002, 0.0000000E+000, 0.0000000E+000
 4.6000111E+001, 2.8643708E+002,-5.2748904E+001,-2.0991297E+002,-6.4898919E+000, 6.8665618E-002, 0.0000000E+000, 0.0000000E+000, 1.5376627E+001, 1.7353978E+001, 0.0000000E+000, 1.3834483E-002, 0.0000000E+000, 0.0000000E+000
 4.8000847E+001, 2.9631555E+002,-5.4261070E+001,-2.3846687E+002,-6.3764510E+000, 7.2837720E-002, 0.0000000E+000, 0.0000000E+000,-3.8149149E+000,-2.7160040E+000, 0.0000000E+000, 1.4432881E-002, 0.0000000E+000, 0.0000000E+000
 5.0000023E+001, 3.0582016E+002,-5.6553489E+001,-2.3000325E+002,-6.5311035E+000, 7.0119612E-002, 0.0000000E+000, 0.0000000E+000, 1.0284786E+001, 1.2802434E+001, 0.0000000E+000, 1.4379526E-002, 0.0000000E+000, 0.0000000E+000
 5.2000610E+001, 3.0070303E+002,-5.4520386E+001,-2.3870452E+002,-6.3496074E+000, 7.3173923E-002, 0.0000000E+000, 0.0000000E+000,-1.2230172E+000, 1.2016888E+000, 0.0000000E+000, 1.4658401E-002, 0.0000000E+000, 0.0000000E+000
 5.4000008E+001, 3.2160949E+002,-6.0225487E+001,-2.4582577E+002,-6.6784674E+000, 7.2816979E-002, 0.0000000E+000, 0.0000000E+000, 6.3987768E+000, 8.9525855E+000, 0.0000000E+000, 1.5238569E-002, 0.0000000E+000, 0.0000000E+000
