s,m/s,kg/m2/s,C,C
 5.0519086E+001, 4.6284472E+000, 2.2695987E-002, 5.7375460E+001, 6.6147160E+001
 5.0521558E+001, 4.5328298E+000, 2.4242879E-002, 5.7398474E+001, 6.6260355E+001
 5.0524029E+001, 4.4500406E+000, 2.6886563E-002, 5.7416637E+001, 6.6321550E+001
 5.0526501E+001, 4.3856077E+000, 2.5783490E-002, 5.7428927E+001, 6.6427994E+001
 5.0528972E+001, 4.3421953E+000, 2.7675581E-002, 5.7442357E+001, 6.6480377E+001
 5.0531444E+001, 4.3170532E+000, 2.8718523E-002, 5.7448942E+001, 6.6578352E+001
 5.0533915E+001, 4.3158220E+000, 2.3681528E-002, 5.6760500E+001, 6.5796315E+001
 5.0536634E+001, 4.3332189E+000, 1.6742000E-002, 5.6810527E+001, 6.4845735E+001
 5.0539353E+001, 4.3673469E+000, 1.6931736E-002, 5.6830917E+001, 6.4640463E+001
 5.0542071E+001, 4.4103960E+000, 1.6593560E-002, 5.6855277E+001, 6.4563650E+001
 5.0544790E+001, 4.4519638E+000, 1.9074794E-002, 5.6878282E+001, 6.4738141E+001
 5.0547508E+001, 4.4970902E+000, 1.9226485E-002, 5.6896335E+001, 6.4853003E+001
 5.0550227E+001, 4.5336086E+000, 1.9988942E-002, 5.6915410E+001, 6.4651565E+001
 5.0552946E+001, 4.5589445E+000, 2.1036933E-002, 5.6931015E+001, 6.4987260E+001
 5.0555664E+001, 4.5697856E+000, 2.1427368E-002, 5.6946545E+001, 6.4681910E+001
 5.0558383E+001, 4.5642402E+000, 1.8508214E-002, 5.6328447E+001, 6.5526176E+001
 5.0561102E+001, 4.5471022E+000, 1.4611198E-002, 5.6385670E+001, 6.4500055E+001
 5.0563820E+001, 4.5288523E+000, 1.5566450E-002, 5.6411237E+001, 6.4607203E+001
 5.0566539E+001, 4.5116268E+000, 1.5940071E-002, 5.6437075E+001, 6.4636294E+001
 5.0569258E+001, 4.4939769E+000, 1.7169938E-002, 5.6462156E+001, 6.4612390E+001
 5.0571976E+001, 4.4775878E+000, 1.9179200E-002, 5.6481088E+001, 6.4913695E+001
 5.0574695E+001, 4.4677948E+000, 1.7157336E-002, 5.6494469E+001, 6.4818551E+001
 5.0577414E+001, 4.4688222E+000, 1.7504788E-002, 5.6511656E+001, 6.4584439E+001
 5.0580132E+001, 4.4851558E+000, 2.1063347E-002, 5.6528144E+001, 6.4932500E+001
 5.0582517E+001, 4.5143603E+000, 1.4724523E-002, 5.5956180E+001, 6.4689795E+001
 5.0584901E+001, 4.5633645E+000, 1.4798311E-002, 5.5999850E+001, 6.4573439E+001
 5.0587285E+001, 4.6256869E+000, 1.4235669E-002, 5.6015203E+001, 6.4505555E+001
 5.0589670E+001, 4.7006655E+000, 1.5061796E-002, 5.6030579E+001, 6.4784929E+001
 5.0592054E+001, 4.7856009E+000, 1.4669551E-002, 5.6043267E+001, 6.4547115E+001
 5.0594438E+001, 4.8760181E+000, 1.5366508E-002, 5.6054601E+001, 6.4613089E+001
 5.0596823E+001, 4.9726780E+000, 1.5468107E-002, 5.6064708E+001, 6.4556912E+001
 5.0599207E+001, 5.0715682E+000, 1.4938431E-002, 5.6073250E+001, 6.4535227E+001
 5.0601592E+001, 5.1711123E+000, 1.5013924E-002, 5.6083600E+001, 6.4529455E+001
 5.0603976E+001, 5.2621957E+000, 1.4074956E-002, 5.5520876E+001, 6.4924588E+001
 5.0606360E+001, 5.3427779E+000, 1.3319038E-002, 5.5554370E+001, 6.4496726E+001
 5.0608745E+001, 5.4107687E+000, 1.3391877E-002, 5.5564376E+001, 6.4472973E+001
 5.0610874E+001, 5.4615494E+000, 1.3504863E-002, 5.5573741E+001, 6.4499866E+001
 5.0613004E+001, 5.4998429E+000, 1.4281450E-002, 5.5582722E+001, 6.4553668E+001
 5.0615134E+001, 5.5272210E+000, 1.4238991E-002, 5.5589707E+001, 6.4683593E+001
 5.0617264E+001, 5.5451058E+000, 1.3628059E-002, 5.5597023E+001, 6.4493215E+001
 5.0619394E+001, 5.5543421E+000, 1.4449431E-002, 5.5606279E+001, 6.4560285E+001
 5.0621523E+001, 5.5576719E+000, 1.4342839E-002, 5.5613026E+001, 6.4603476E+001
 5.0623653E+001, 5.5637233E+000, 1.3583721E-002, 5.5070337E+001, 6.4792001E+001
 5.0625783E+001, 5.5777344E+000, 1.2313181E-002, 5.5097373E+001, 6.4160661E+001
 5.0627913E+001, 5.6021270E+000, 1.2360692E-002, 5.5107553E+001, 6.4194452E+001
 5.0630042E+001, 5.6365956E+000, 1.2416612E-002, 5.5119061E+001, 6.4232804E+001
 5.0631942E+001, 5.6764977E+000, 1.2467502E-002, 5.5127990E+001, 6.4308412E+001
 5.0633842E+001, 5.7237257E+000, 1.2531309E-002, 5.5138436E+001, 6.4375561E+001
 5.0635741E+001, 5.7759189E+000, 1.2596079E-002, 5.5147136E+001, 6.4426090E+001
 5.0637641E+001, 5.8289953E+000, 1.2665870E-002, 5.5157045E+001, 6.4441360E+001
 5.0639540E+001, 5.8776064E+000, 1.2734988E-002, 5.5166592E+001, 6.4444019E+001
 5.0641440E+001, 5.9188060E+000, 1.7144126E-002, 5.4839535E+001, 6.5261030E+001
 5.0643340E+001, 5.9492341E+000, 1.2327637E-002, 5.4841574E+001, 6.4491617E+001
 5.0645239E+001, 5.9631365E+000, 1.2415548E-002, 5.4853857E+001, 6.4501527E+001
 5.0647139E+001, 5.9621374E+000, 1.2412718E-002, 5.4862413E+001, 6.4477738E+001
 5.0649038E+001, 5.9479979E+000, 1.2453845E-002, 5.4871826E+001, 6.4477662E+001
 5.0650938E+001, 5.9200192E+000, 1.2485838E-002, 5.4880419E+001, 6.4453835E+001
 5.0652838E+001, 5.8782713E+000, 1.2534639E-002, 5.4888979E+001, 6.4443528E+001
 5.0654737E+001, 5.8274677E+000, 1.2589869E-002, 5.4897097E+001, 6.4433417E+001
 5.0656637E+001, 5.7705037E+000, 1.2659990E-002, 5.4905205E+001, 6.4489543E+001
 5.0658536E+001, 5.7118441E+000, 2.1047076E-002, 5.4652259E+001, 6.5884254E+001
 5.0660436E+001, 5.6562096E+000, 1.3658158E-002, 5.4638311E+001, 6.4878848E+001
 5.0662336E+001, 5.6082314E+000, 1.3136838E-002, 5.4648288E+001, 6.4554684E+001
 5.0664235E+001, 5.5686025E+000, 1.2494582E-002, 5.4655600E+001, 6.4414132E+001
 5.0666135E+001, 5.5411431E+000, 1.2597434E-002, 5.4663732E+001, 6.4430518E+001
 5.0668034E+001, 5.5226386E+000, 1.3369210E-002, 5.4671783E+001, 6.4599192E+001
 5.0669934E+001, 5.5156186E+000, 1.2735681E-002, 5.4677768E+001, 6.4541960E+001
 5.0671834E+001, 5.5221820E+000, 1.2824243E-002, 5.4685414E+001, 6.4534605E+001
 5.0673733E+001, 5.5377676E+000, 1.3993653E-002, 5.4692006E+001, 6.4654195E+001
 5.0675633E+001, 5.5578579E+000, 1.9715614E-002, 5.4575919E+001, 6.5730921E+001
 5.0677532E+001, 5.5822457E+000, 1.2952011E-002, 5.4560780E+001, 6.4701306E+001
 5.0679432E+001, 5.6073878E+000, 1.3100790E-002, 5.4570025E+001, 6.4731019E+001
 5.0681332E+001, 5.6324471E+000, 1.2583689E-002, 5.4575378E+001, 6.4532182E+001
 5.0683231E+001, 5.6545064E+000, 1.3918626E-002, 5.4582352E+001, 6.4754916E+001
 5.0685131E+001, 5.6630594E+000, 1.2871438E-002, 5.4586041E+001, 6.4549193E+001
 5.0687030E+001, 5.6594215E+000, 1.3461016E-002, 5.4592489E+001, 6.4778311E+001
 5.0688930E+001, 5.6433381E+000, 1.2844253E-002, 5.4597346E+001, 6.4511263E+001
 5.0690830E+001, 5.6178741E+000, 1.5433579E-002, 5.4603681E+001, 6.4783930E+001
 5.0692729E+001, 5.5842338E+000, 1.9980513E-002, 5.4613363E+001, 6.5923580E+001
 5.0694629E+001, 5.5398212E+000, 1.5167236E-002, 5.4594132E+001, 6.4675977E+001
 5.0696528E+001, 5.4865394E+000, 1.3145551E-002, 5.4597565E+001, 6.4623304E+001
 5.0698428E+001, 5.4254875E+000, 1.3262566E-002, 5.4602701E+001, 6.4671635E+001
 5.0700328E+001, 5.3619809E+000, 1.3430407E-002, 5.4607798E+001, 6.4659325E+001
 5.0702227E+001, 5.2940621E+000, 1.5295862E-002, 5.4612185E+001, 6.4658395E+001
 5.0704127E+001, 5.2120658E+000, 1.3225332E-002, 5.4612075E+001, 6.4606929E+001
 5.0706026E+001, 5.1273894E+000, 1.3348917E-002, 5.4617166E+001, 6.4637838E+001
 5.0707926E+001, 5.0479633E+000, 1.4099070E-002, 5.4621554E+001, 6.4605598E+001
 5.0709826E+001, 4.9721565E+000, 2.2557818E-002, 5.4727970E+001, 6.6335251E+001
 5.0711725E+001, 4.9000499E+000, 1.4972604E-002, 5.4697844E+001, 6.5108508E+001
 5.0713625E+001, 4.8354015E+000, 1.4733569E-002, 5.4701783E+001, 6.4704769E+001
 5.0715524E+001, 4.7790125E+000, 1.4482658E-002, 5.4703012E+001, 6.4729245E+001
 5.0717424E+001, 4.7398619E+000, 1.4434295E-002, 5.4704890E+001, 6.4748401E+001
 5.0719323E+001, 4.7068877E+000, 1.4511007E-002, 5.4706304E+001, 6.4631974E+001
 5.0721223E+001, 4.6883075E+000, 1.3914101E-002, 5.4707892E+001, 6.4769425E+001
 5.0723123E+001, 4.6825567E+000, 1.4694987E-002, 5.4710398E+001, 6.4562072E+001
 5.0725022E+001, 4.6850805E+000, 1.4628335E-002, 5.4710909E+001, 6.4765481E+001
 5.0726922E+001, 4.6929453E+000, 2.1909328E-002, 5.4831080E+001, 6.6182826E+001
 5.0728821E+001, 4.7090671E+000, 1.4284563E-002, 5.4798116E+001, 6.4909788E+001
 5.0730721E+001, 4.7342403E+000, 1.3899668E-002, 5.4804849E+001, 6.4574276E+001
 5.0732621E+001, 4.7655318E+000, 1.4589073E-002, 5.4807405E+001, 6.4599697E+001
 5.0734520E+001, 4.7987366E+000, 1.3512833E-002, 5.4809093E+001, 6.4528764E+001
 5.0736420E+001, 4.8341620E+000, 1.5552631E-002, 5.4812357E+001, 6.4627606E+001
 5.0738319E+001, 4.8706710E+000, 1.4635233E-002, 5.4811376E+001, 6.4678295E+001
 5.0740219E+001, 4.9089697E+000, 1.3562640E-002, 5.4812540E+001, 6.4548573E+001
 5.0742119E+001, 4.9482434E+000, 1.4301640E-002, 5.4816346E+001, 6.4598437E+001
 5.0744018E+001, 4.9900638E+000, 2.4272234E-002, 5.5011017E+001, 6.6238856E+001
 5.0745918E+001, 5.0322836E+000, 1.7084582E-002, 5.4963053E+001, 6.4970019E+001
 5.0747817E+001, 5.0754196E+000, 1.4661505E-002, 5.4965107E+001, 6.4577950E+001
 5.0749717E+001, 5.1138504E+000, 1.4850713E-002, 5.4965150E+001, 6.4689274E+001
 5.0751617E+001, 5.1424189E+000, 1.5391914E-002, 5.4965758E+001, 6.4593428E+001
 5.0753516E+001, 5.1630168E+000, 1.4771774E-002, 5.4964939E+001, 6.4642324E+001
 5.0755416E+001, 5.1778919E+000, 1.4215142E-002, 5.4965522E+001, 6.4531176E+001
 5.0757315E+001, 5.1851610E+000, 1.5799536E-002, 5.4966785E+001, 6.4584944E+001
 5.0759215E+001, 5.1916972E+000, 1.5489148E-002, 5.4964955E+001, 6.4599199E+001
 5.0761115E+001, 5.1980709E+000, 2.8885843E-002, 5.5193414E+001, 6.7806465E+001
 5.0763014E+001, 5.1964213E+000, 1.7236283E-002, 5.5120043E+001, 6.5241759E+001
 5.0764914E+001, 5.1960748E+000, 1.7974365E-002, 5.5121871E+001, 6.4727965E+001
 5.0766813E+001, 5.1983185E+000, 1.5174151E-002, 5.5114672E+001, 6.4552926E+001
 5.0768713E+001, 5.1937981E+000, 1.4827812E-002, 5.5114565E+001, 6.4529982E+001
 5.0770613E+001, 5.1896553E+000, 1.6212210E-002, 5.5114293E+001, 6.4591592E+001
 5.0772512E+001, 5.1869659E+000, 1.6326851E-002, 5.5111472E+001, 6.4603728E+001
 5.0774412E+001, 5.1852481E+000, 1.6260012E-002, 5.5109514E+001, 6.4569659E+001
 5.0776311E+001, 5.1831021E+000, 1.6084796E-002, 5.5108124E+001, 6.4554592E+001
 5.0778211E+001, 5.1753676E+000, 3.1823260E-002, 5.5306757E+001, 6.6264861E+001
 5.0780111E+001, 5.1627410E+000, 1.9504785E-002, 5.5236591E+001, 6.4853208E+001
 5.0782010E+001, 5.1455878E+000, 1.5928770E-002, 5.5238768E+001, 6.4618161E+001
 5.0783910E+001, 5.1217781E+000, 1.6474936E-002, 5.5238990E+001, 6.4593127E+001
 5.0785809E+001, 5.0952298E+000, 1.6307849E-002, 5.5240570E+001, 6.4572487E+001
 5.0787709E+001, 5.0645876E+000, 1.5817942E-002, 5.5240572E+001, 6.4579176E+001
 5.0789609E+001, 5.0255831E+000, 1.6015118E-002, 5.5243978E+001, 6.4579361E+001
 5.0791305E+001, 4.9862412E+000, 1.6723682E-002, 5.5242644E+001, 6.4587892E+001
 5.0793001E+001, 4.9416624E+000, 1.6114928E-002, 5.5245121E+001, 6.4560675E+001
 5.0794697E+001, 4.8911758E+000, 3.0845012E-002, 5.5430673E+001, 6.7883000E+001
 5.0796393E+001, 4.8364344E+000, 2.0819867E-002, 5.5369475E+001, 6.6194521E+001
 5.0798090E+001, 4.7794817E+000, 1.7555728E-002, 5.5369891E+001, 6.5754111E+001
 5.0799786E+001, 4.7202493E+000, 1.6417063E-002, 5.5367039E+001, 6.5186498E+001
 5.0801482E+001, 4.6597102E+000, 1.7221900E-002, 5.5365482E+001, 6.4687116E+001
 5.0803178E+001, 4.5979559E+000, 1.8304945E-002, 5.5362621E+001, 6.4649874E+001
 5.0804874E+001, 4.5362735E+000, 1.6137503E-002, 5.5356182E+001, 6.4574448E+001
 5.0806571E+001, 4.4755668E+000, 1.6812996E-002, 5.5354955E+001, 6.4582206E+001
 5.0808267E+001, 4.4185580E+000, 1.6230057E-002, 5.5351771E+001, 6.4610631E+001
 5.0809963E+001, 4.3649383E+000, 3.2226122E-002, 5.5470554E+001, 6.7108066E+001
 5.0811659E+001, 4.3175373E+000, 2.1047125E-002, 5.5402042E+001, 6.6028719E+001
 5.0813355E+001, 4.2770066E+000, 1.9940284E-002, 5.5399528E+001, 6.5731045E+001
 5.0815052E+001, 4.2430692E+000, 1.7307644E-002, 5.5390432E+001, 6.5251368E+001
 5.0816748E+001, 4.2145810E+000, 1.8104935E-002, 5.5387884E+001, 6.4867811E+001
 5.0818444E+001, 4.1902929E+000, 1.6731365E-002, 5.5382459E+001, 6.4698319E+001
 5.0820140E+001, 4.1694333E+000, 1.7475751E-002, 5.5379776E+001, 6.4605144E+001
 5.0821837E+001, 4.1517888E+000, 1.7175140E-002, 5.5374934E+001, 6.4658629E+001
 5.0823533E+001, 4.1382612E+000, 1.5936943E-002, 5.5371509E+001, 6.4528298E+001
 5.0825229E+001, 4.1276078E+000, 2.8539678E-002, 5.5442886E+001, 6.7596081E+001
 5.0826925E+001, 4.1193070E+000, 1.8745001E-002, 5.5393275E+001, 6.5400789E+001
 5.0828621E+001, 4.1102990E+000, 1.9229851E-002, 5.5394228E+001, 6.5097284E+001
 5.0830318E+001, 4.0991637E+000, 1.6220716E-002, 5.5386484E+001, 6.4843392E+001
 5.0832014E+001, 4.0859825E+000, 1.8306493E-002, 5.5386599E+001, 6.4643947E+001
 5.0833710E+001, 4.0718815E+000, 1.5677470E-002, 5.5381817E+001, 6.4538451E+001
 5.0835406E+001, 4.0569873E+000, 1.7076220E-002, 5.5382176E+001, 6.4602348E+001
 5.0837102E+001, 4.0422475E+000, 1.6997213E-002, 5.5379524E+001, 6.4675912E+001
 5.0838799E+001, 4.0269848E+000, 1.6974106E-002, 5.5378329E+001, 6.4629532E+001
 5.0840495E+001, 4.0108443E+000, 2.6892488E-002, 5.5449970E+001, 6.6502816E+001
 5.0842191E+001, 3.9946199E+000, 1.9967033E-002, 5.5412202E+001, 6.5175563E+001
 5.0843887E+001, 3.9790209E+000, 1.6195720E-002, 5.5407546E+001, 6.4691318E+001
 5.0845583E+001, 3.9635317E+000, 1.6829637E-002, 5.5406853E+001, 6.4652757E+001
 5.0847280E+001, 3.9485430E+000, 1.5709948E-002, 5.5404613E+001, 6.4546203E+001
 5.0848976E+001, 3.9333690E+000, 1.7008307E-002, 5.5404479E+001, 6.4625115E+001
 5.0850672E+001, 3.9219102E+000, 1.6813700E-002, 5.5401985E+001, 6.4643198E+001
 5.0852368E+001, 3.9137418E+000, 1.6368086E-002, 5.5399661E+001, 6.4570610E+001
 5.0854065E+001, 3.9060547E+000, 1.5802617E-002, 5.5398873E+001, 6.4549528E+001
 5.0855761E+001, 3.9002068E+000, 3.3978588E-002, 5.5562957E+001, 6.8156852E+001
 5.0857457E+001, 3.8935666E+000, 2.4624587E-002, 5.5505940E+001, 6.6890664E+001
 5.0859153E+001, 3.8857520E+000, 2.3529927E-002, 5.5498383E+001, 6.6549953E+001
 5.0860849E+001, 3.8750918E+000, 1.9642146E-002, 5.5486904E+001, 6.6087229E+001
 5.0862546E+001, 3.8632684E+000, 1.8191203E-002, 5.5483305E+001, 6.5693951E+001
 5.0864242E+001, 3.8505596E+000, 1.7616629E-002, 5.5480722E+001, 6.5293429E+001
 5.0865938E+001, 3.8361630E+000, 1.8950775E-002, 5.5478640E+001, 6.4965311E+001
 5.0867634E+001, 3.8211902E+000, 1.6806941E-002, 5.5473558E+001, 6.4580193E+001
 5.0869330E+001, 3.8066713E+000, 1.6887279E-002, 5.5473538E+001, 6.4550305E+001
 5.0871027E+001, 3.7942442E+000, 4.7730274E-002, 5.5805387E+001, 6.8444125E+001
 5.0872537E+001, 3.7805435E+000, 3.4121616E-002, 5.5717872E+001, 6.7015771E+001
 5.0874047E+001, 3.7636819E+000, 3.0159304E-002, 5.5704737E+001, 6.6703510E+001
 5.0875557E+001, 3.7462912E+000, 2.8336763E-002, 5.5688696E+001, 6.6236623E+001
 5.0877067E+001, 3.7288171E+000, 2.1692740E-002, 5.5676699E+001, 6.5849323E+001
 5.0878577E+001, 3.7115360E+000, 2.2346786E-002, 5.5673260E+001, 6.5521853E+001
 5.0880087E+001, 3.6949546E+000, 2.0387802E-002, 5.5666824E+001, 6.5364044E+001
 5.0881597E+001, 3.6789675E+000, 2.2218800E-002, 5.5665189E+001, 6.5217406E+001
 5.0883108E+001, 3.6641940E+000, 1.8939853E-002, 5.5659522E+001, 6.5087607E+001
 5.0884618E+001, 3.6502009E+000, 4.9186886E-002, 5.6045686E+001, 6.7290948E+001
 5.0886279E+001, 3.6353928E+000, 3.8447904E-002, 5.5952917E+001, 6.6160429E+001
 5.0887940E+001, 3.6241165E+000, 3.2007217E-002, 5.5934991E+001, 6.5868403E+001
 5.0889601E+001, 3.6167588E+000, 2.7727502E-002, 5.5922027E+001, 6.5479721E+001
 5.0891262E+001, 3.6116594E+000, 2.3800911E-002, 5.5913596E+001, 6.5252708E+001
 5.0892923E+001, 3.6096247E+000, 2.5025217E-002, 5.5911239E+001, 6.5071550E+001
 5.0894584E+001, 3.6102693E+000, 2.0984935E-002, 5.5905628E+001, 6.4987143E+001
 5.0896246E+001, 3.6128227E+000, 2.1194313E-002, 5.5906980E+001, 6.4896215E+001
 5.0897907E+001, 3.6195616E+000, 2.1980984E-002, 5.5906713E+001, 6.4817082E+001
 5.0899568E+001, 3.6319814E+000, 4.5486380E-002, 5.6257237E+001, 6.7083704E+001
 5.0901229E+001, 3.6482311E+000, 3.4304029E-002, 5.6183467E+001, 6.5760268E+001
 5.0902890E+001, 3.6688903E+000, 3.0094705E-002, 5.6173723E+001, 6.5502434E+001
 5.0904551E+001, 3.6943358E+000, 2.8041185E-002, 5.6163951E+001, 6.5209807E+001
 5.0906212E+001, 3.7228334E+000, 2.6735791E-002, 5.6158020E+001, 6.5125530E+001
 5.0907873E+001, 3.7516711E+000, 2.5172191E-002, 5.6154544E+001, 6.5064876E+001
 5.0909535E+001, 3.7814885E+000, 2.3351789E-002, 5.6152239E+001, 6.5035392E+001
 5.0911196E+001, 3.8133640E+000, 2.4063489E-002, 5.6151887E+001, 6.4986838E+001
 5.0912857E+001, 3.8472519E+000, 2.1998345E-002, 5.6151237E+001, 6.4970974E+001
 5.0914518E+001, 3.8832973E+000, 3.7804317E-002, 5.6358067E+001, 6.6109435E+001
 5.0916179E+001, 3.9197264E+000, 2.8867990E-002, 5.6316861E+001, 6.5491864E+001
 5.0917840E+001, 3.9567186E+000, 2.7210438E-002, 5.6316586E+001, 6.5514554E+001
 5.0919501E+001, 3.9941836E+000, 2.6101948E-002, 5.6315972E+001, 6.5483421E+001
 5.0921163E+001, 4.0321898E+000, 2.4996034E-002, 5.6316426E+001, 6.5465318E+001
 5.0922824E+001, 4.0692563E+000, 2.7975237E-002, 5.6317734E+001, 6.5449400E+001
 5.0924485E+001, 4.1044917E+000, 2.4061234E-002, 5.6314565E+001, 6.5435998E+001
 5.0926146E+001, 4.1393360E+000, 2.5838359E-002, 5.6317115E+001, 6.5427433E+001
 5.0927807E+001, 4.1716442E+000, 2.4397749E-002, 5.6318298E+001, 6.5421160E+001
 5.0929468E+001, 4.2017674E+000, 3.1960185E-002, 5.6396097E+001, 6.5969335E+001
 5.0931129E+001, 4.2308849E+000, 2.1939447E-002, 5.6375131E+001, 6.5395324E+001
 5.0932790E+001, 4.2589953E+000, 2.2088744E-002, 5.6381647E+001, 6.5161413E+001
 5.0934452E+001, 4.2845558E+000, 2.0383921E-002, 5.6384096E+001, 6.4912511E+001
 5.0936113E+001, 4.3094203E+000, 2.1059488E-002, 5.6391037E+001, 6.4896193E+001
 5.0937774E+001, 4.3322484E+000, 2.2770557E-002, 5.6396963E+001, 6.4917254E+001
 5.0939435E+001, 4.3537473E+000, 2.3840223E-002, 5.6399385E+001, 6.4906108E+001
 5.0940905E+001, 4.3714910E+000, 2.2484726E-002, 5.6401493E+001, 6.4906534E+001
 5.0942375E+001, 4.3871387E+000, 2.2821613E-002, 5.6405182E+001, 6.4907603E+001
 5.0943846E+001, 4.4016096E+000, 2.7024221E-002, 5.6351027E+001, 6.5605775E+001
 5.0945316E+001, 4.4149940E+000, 1.8738578E-002, 5.6350503E+001, 6.4750841E+001
 5.0946786E+001, 4.4283845E+000, 2.0450829E-002, 5.6358909E+001, 6.4628074E+001
 5.0948256E+001, 4.4408919E+000, 1.9106419E-002, 5.6363594E+001, 6.4615714E+001
 5.0949726E+001, 4.4538207E+000, 2.0190252E-002, 5.6370253E+001, 6.4566056E+001
 5.0951197E+001, 4.4663820E+000, 2.0709263E-002, 5.6375796E+001, 6.4635515E+001
 5.0952667E+001, 4.4782315E+000, 2.1064149E-002, 5.6380400E+001, 6.4728119E+001
 5.0954137E+001, 4.4878849E+000, 2.1869985E-002, 5.6385486E+001, 6.4710564E+001
 5.0955607E+001, 4.4955518E+000, 2.1430876E-002, 5.6389267E+001, 6.4620901E+001
 5.0957077E+001, 4.5041528E+000, 2.8695771E-002, 5.6346021E+001, 6.5933518E+001
 5.0958548E+001, 4.5138554E+000, 2.0558763E-002, 5.6340634E+001, 6.4966710E+001
 5.0960018E+001, 4.5212943E+000, 2.2137350E-002, 5.6348254E+001, 6.4764880E+001
 5.0961488E+001, 4.5299191E+000, 1.9529373E-002, 5.6351148E+001, 6.4669651E+001
 5.0962958E+001, 4.5387986E+000, 2.1249730E-002, 5.6359709E+001, 6.4702610E+001
 5.0964428E+001, 4.5467134E+000, 1.9978045E-002, 5.6365012E+001, 6.4649030E+001
 5.0965899E+001, 4.5561049E+000, 2.2648758E-002, 5.6373072E+001, 6.4735069E+001
 5.0967369E+001, 4.5694647E+000, 2.1508822E-002, 5.6376962E+001, 6.4666596E+001
 5.0968839E+001, 4.5800421E+000, 2.1772244E-002, 5.6384296E+001, 6.4718373E+001
 5.0970309E+001, 4.5864044E+000, 3.4613400E-002, 5.6414611E+001, 6.6441075E+001
 5.0971779E+001, 4.5901913E+000, 2.6267920E-002, 5.6395508E+001, 6.4939147E+001
 5.0973250E+001, 4.5911237E+000, 2.4185347E-002, 5.6399149E+001, 6.4754634E+001
 5.0974720E+001, 4.5891750E+000, 2.2603943E-002, 5.6404926E+001, 6.4674025E+001
 5.0976190E+001, 4.5840520E+000, 2.1372174E-002, 5.6411086E+001, 6.4704398E+001
 5.0977660E+001, 4.5743797E+000, 2.1158826E-002, 5.6420372E+001, 6.4692592E+001
 5.0979131E+001, 4.5613840E+000, 2.3131953E-002, 5.6429800E+001, 6.4812947E+001
 5.0980601E+001, 4.5450954E+000, 2.1995619E-002, 5.6434990E+001, 6.4716248E+001
 5.0982071E+001, 4.5296537E+000, 2.1770237E-002, 5.6443707E+001, 6.4611705E+001
 5.0983541E+001, 4.5127692E+000, 4.3533164E-002, 5.6602568E+001, 6.6284730E+001
 5.0985011E+001, 4.4930619E+000, 3.3776968E-002, 5.6557403E+001, 6.5424861E+001
 5.0986482E+001, 4.4748318E+000, 3.0837451E-002, 5.6555493E+001, 6.5178091E+001
 5.0987952E+001, 4.4566827E+000, 2.6510874E-002, 5.6554552E+001, 6.4992045E+001
 5.0989422E+001, 4.4387520E+000, 2.5186998E-002, 5.6559520E+001, 6.4843918E+001
 5.0990892E+001, 4.4218248E+000, 2.4406484E-002, 5.6563231E+001, 6.4778651E+001
 5.0992362E+001, 4.4045162E+000, 2.3785528E-002, 5.6569714E+001, 6.4769659E+001
 5.0993833E+001, 4.3859325E+000, 2.3647469E-002, 5.6577367E+001, 6.4585070E+001
 5.0995303E+001, 4.3688909E+000, 2.4498432E-002, 5.6584004E+001, 6.4737704E+001
 5.0996920E+001, 4.3536928E+000, 4.9533896E-002, 5.6760949E+001, 6.8066095E+001
 5.0998537E+001, 4.3415646E+000, 3.4797504E-002, 5.6701941E+001, 6.5974036E+001
 5.1000154E+001, 4.3337933E+000, 3.0767231E-002, 5.6701348E+001, 6.5230016E+001
 5.1001772E+001, 4.3309367E+000, 2.6808519E-002, 5.6699164E+001, 6.4858304E+001
 5.1003389E+001, 4.3310706E+000, 2.4486992E-002, 5.6702606E+001, 6.4801341E+001
 5.1005006E+001, 4.3359588E+000, 2.5690437E-002, 5.6707192E+001, 6.4711238E+001
 5.1006623E+001, 4.3458208E+000, 2.3916353E-002, 5.6712063E+001, 6.4623541E+001
 5.1008241E+001, 4.3573192E+000, 2.4227087E-002, 5.6719008E+001, 6.4721830E+001
 5.1009858E+001, 4.3701570E+000, 2.4806319E-002, 5.6723953E+001, 6.4770314E+001
 5.1011475E+001, 4.3822420E+000, 4.1195106E-002, 5.6828161E+001, 6.7778179E+001
 5.1013092E+001, 4.3933741E+000, 3.3438280E-002, 5.6784513E+001, 6.6261462E+001
 5.1014710E+001, 4.4041278E+000, 3.0476695E-002, 5.6782981E+001, 6.5766764E+001
 5.1016327E+001, 4.4118513E+000, 2.7638657E-002, 5.6781136E+001, 6.5342446E+001
 5.1017944E+001, 4.4177581E+000, 2.5838937E-002, 5.6782407E+001, 6.5008547E+001
 5.1019561E+001, 4.4193245E+000, 2.4157455E-002, 5.6787620E+001, 6.4812198E+001
 5.1021178E+001, 4.4177452E+000, 2.6292769E-002, 5.6795574E+001, 6.4674760E+001
 5.1022796E+001, 4.4132874E+000, 2.6146207E-002, 5.6800229E+001, 6.4860130E+001
 5.1024413E+001, 4.4102741E+000, 2.5510875E-002, 5.6803518E+001, 6.4709754E+001
 5.1026030E+001, 4.4056136E+000, 3.4801008E-002, 5.6818269E+001, 6.6607708E+001
 5.1027647E+001, 4.4012344E+000, 2.6712161E-002, 5.6804430E+001, 6.5985481E+001
 5.1029265E+001, 4.3966402E+000, 2.1311437E-002, 5.6812496E+001, 6.5869995E+001
