cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 5.0000000E-001, 9.4498064E+002, 1.2128434E+002,-9.5000000E+000, 9.7286085E+002, 2.1901406E+002, 7.5222308E+002, 2.1596715E+002, 6.2487457E+002, 1.6632099E+002, 5.2633019E+002, 1.1728152E+002, 4.6535030E+002, 8.1601482E+001, 5.2000000E+001, 1.0000000E-001, 0.0000000E+000, 5.6696988E+000, 4.3082988E+000, 3.1488233E+000, 0.0000000E+000, 3.7266642E-001
 4.4622642E+000, 1.0774365E+003, 1.1601875E+002,-5.2857143E+000, 1.1263460E+003, 1.5963086E+002, 8.9340231E+002, 2.2077516E+002, 6.9401512E+002, 1.8883474E+002, 5.5859534E+002, 1.2904730E+002, 4.8278636E+002, 8.5424330E+001, 5.6480000E+001, 2.9900000E-001, 6.1107689E-001, 5.1493995E+000, 3.9695607E+000, 2.9405701E+000, 4.5000000E+000, 3.5199675E-001
 8.4245283E+000, 1.1246668E+003, 1.0597625E+002,-1.0714286E+000, 1.1512633E+003, 1.1751975E+002, 9.5042091E+002, 2.1615121E+002, 7.2774060E+002, 2.0018298E+002, 5.7570414E+002, 1.3720540E+002, 4.8979920E+002, 8.6839645E+001, 6.0960000E+001, 4.9800000E-001, 8.1107134E-001, 4.6455220E+000, 3.6156228E+000, 2.7119123E+000, 9.0000000E+000, 3.6108271E-001
 1.2386792E+001, 1.1405738E+003, 1.1313067E+002, 3.1428571E+000, 1.1371196E+003, 1.4131273E+002, 9.3052485E+002, 2.2968711E+002, 7.1866085E+002, 1.9939652E+002, 5.7320950E+002, 1.3453459E+002, 4.8459395E+002, 8.0860902E+001, 6.5440000E+001, 6.9700000E-001, 8.6061864E-001, 4.2413411E+000, 3.3476565E+000, 2.5426082E+000, 1.3500000E+001, 4.1189955E-001
 1.6349057E+001, 1.1431111E+003, 1.2639017E+002, 7.3571429E+000, 1.0800350E+003, 1.8580832E+002, 8.4404257E+002, 2.3385651E+002, 6.7126482E+002, 1.9027684E+002, 5.5093808E+002, 1.2323922E+002, 4.7361360E+002, 7.4111544E+001, 6.9920000E+001, 8.9600000E-001, 8.4126046E-001, 3.8805777E+000, 3.1045814E+000, 2.3866912E+000, 1.8000000E+001, 4.7280717E-001
 2.0311321E+001, 1.1371196E+003, 1.4131273E+002, 1.1571429E+001, 9.3539934E+002, 2.3351818E+002, 7.1544215E+002, 2.1623293E+002, 6.0232006E+002, 1.6984087E+002, 5.1692778E+002, 1.0876362E+002, 4.5528989E+002, 6.9054890E+001, 7.4400000E+001, 1.0950000E+000, 7.9309984E-001, 3.5578623E+000, 2.8834670E+000, 2.2426468E+000, 2.2500000E+001, 5.1439243E-001
 2.4273585E+001, 1.1255886E+003, 1.5613954E+002, 1.5785714E+001, 7.4152755E+002, 2.2191712E+002, 5.8545352E+002, 1.7918247E+002, 5.2746563E+002, 1.4239060E+002, 4.7491259E+002, 9.3446084E+001, 4.3469603E+002, 6.3437203E+001, 7.8880000E+001, 1.2940000E+000, 7.3455282E-001, 3.2685681E+000, 2.6818536E+000, 2.1092402E+000, 2.7000000E+001, 5.2579105E-001
 2.8235849E+001, 1.1104365E+003, 1.6968045E+002, 2.0000000E+001, 5.1439387E+002, 1.4396327E+002, 4.2893563E+002, 1.0443466E+002, 4.1832406E+002, 8.8254879E+001, 4.0448652E+002, 6.9208216E+001, 3.9244438E+002, 5.1402678E+001, 8.3360000E+001, 1.4930000E+000, 6.7424263E-001, 3.0086837E+000, 2.4976401E+000, 1.9854362E+000, 3.1500000E+001, 5.1348781E-001
 3.2198113E+001, 1.0928737E+003, 1.8210782E+002, 2.4214286E+001, 4.6750846E+002, 1.1991881E+002, 3.9272574E+002, 7.7866871E+001, 3.8421262E+002, 6.6099811E+001, 3.7687062E+002, 5.5496543E+001, 3.7195173E+002, 4.5419953E+001, 8.7840000E+001, 1.6920000E+000, 6.1615449E-001, 2.7747188E+000, 2.3290122E+000, 1.8703489E+000, 3.6000000E+001, 4.7025646E-001
