cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 5.0000000E-001, 4.7681543E+002, 3.8916239E+001,-9.5000000E+000, 1.1923595E+003, 2.1989523E+002, 9.8215104E+002, 2.5276352E+002, 7.7715085E+002, 2.3810643E+002, 6.5382773E+002, 1.9713271E+002, 5.7057385E+002, 1.5238547E+002, 5.2000000E+001, 1.0000000E-001, 5.2530711E+000, 1.5530854E+001, 1.1824493E+001, 9.0862077E+000, 0.0000000E+000, 1.0457054E+000
 1.5000000E+000, 6.2037028E+002, 1.0830689E+002,-8.5000000E+000, 1.2087254E+003, 2.1202542E+002, 1.0224372E+003, 2.4207133E+002, 8.2915989E+002, 2.3981475E+002, 6.7775648E+002, 2.0134709E+002, 5.8354768E+002, 1.5688797E+002, 5.6480000E+001, 2.9900000E-001, 5.6508960E+000, 1.3753511E+001, 1.0829455E+001, 8.3705688E+000, 4.5000000E+000, 9.8601434E-001
 2.5000000E+000, 7.9010719E+002, 1.5233867E+002,-7.5000000E+000, 1.2313517E+003, 1.9201392E+002, 1.0985905E+003, 2.2292244E+002, 8.7658371E+002, 2.4112596E+002, 6.9938705E+002, 2.0574281E+002, 5.9679824E+002, 1.6317048E+002, 6.0960000E+001, 4.9800000E-001, 4.4345902E+000, 1.1448425E+001, 9.4202081E+000, 7.5283847E+000, 9.0000000E+000, 9.9056487E-001
 3.5000000E+000, 8.5088064E+002, 1.6423568E+002,-6.5000000E+000, 1.2328091E+003, 1.7940583E+002, 1.1340257E+003, 2.1546495E+002, 8.7658371E+002, 2.4112596E+002, 6.9938705E+002, 2.0574281E+002, 5.9679824E+002, 1.6317048E+002, 6.5440000E+001, 6.9700000E-001, 3.9070174E+000, 1.0465591E+001, 8.7448510E+000, 7.0802465E+000, 1.3500000E+001, 1.0682710E+000
 4.5000000E+000, 9.0466637E+002, 1.7444398E+002,-5.5000000E+000, 1.2317886E+003, 1.6936698E+002, 1.1679704E+003, 2.0376088E+002, 9.1657562E+002, 2.3809408E+002, 7.1704630E+002, 2.0597074E+002, 6.0735043E+002, 1.6625326E+002, 6.9920000E+001, 8.9600000E-001, 3.4653860E+000, 9.6011802E+000, 8.1342755E+000, 6.6657229E+000, 1.8000000E+001, 1.2757644E+000
 5.5000000E+000, 9.5578989E+002, 1.8404522E+002,-4.5000000E+000, 1.2247340E+003, 1.6273190E+002, 1.1994138E+003, 1.9022430E+002, 9.1657562E+002, 2.3809408E+002, 7.1704630E+002, 2.0597074E+002, 6.0735043E+002, 1.6625326E+002, 7.4400000E+001, 1.0950000E+000, 3.0914645E+000, 8.8358456E+000, 7.5795669E+000, 6.2807823E+000, 2.2500000E+001, 1.3205795E+000
 6.5000000E+000, 9.9824255E+002, 1.9204362E+002,-3.5000000E+000, 1.2213399E+003, 1.6178164E+002, 1.2243336E+003, 1.7782715E+002, 9.4643398E+002, 2.3399674E+002, 7.3175718E+002, 2.0443591E+002, 6.1495745E+002, 1.6796579E+002, 7.8880000E+001, 1.2940000E+000, 2.4961187E+000, 7.5451142E+000, 6.6117395E+000, 5.5889639E+000, 2.7000000E+001, 1.3143084E+000
 7.5000000E+000, 1.0272819E+003, 1.9446006E+002,-2.5000000E+000, 1.2149355E+003, 1.6544219E+002, 1.2411841E+003, 1.6866686E+002, 9.4643398E+002, 2.3399674E+002, 7.3175718E+002, 2.0443591E+002, 6.1495745E+002, 1.6796579E+002, 8.3360000E+001, 1.4930000E+000, 2.2568349E+000, 6.9979713E+000, 6.1881256E+000, 5.2779815E+000, 3.1500000E+001, 1.2770855E+000
 8.5000000E+000, 1.0509463E+003, 1.9234415E+002,-1.5000000E+000, 1.2090557E+003, 1.6704253E+002, 1.2549574E+003, 1.6289088E+002, 9.6218797E+002, 2.3471620E+002, 7.3959053E+002, 2.0617808E+002, 6.1797616E+002, 1.6884793E+002, 8.7840000E+001, 1.6920000E+000, 2.0478366E+000, 6.5048609E+000, 5.7990026E+000, 4.9880033E+000, 3.6000000E+001, 1.2325856E+000
 9.5000000E+000, 1.0699619E+003, 1.8954355E+002,-5.0000000E-001, 1.2077501E+003, 1.6343507E+002, 1.2612774E+003, 1.6004184E+002, 9.6218797E+002, 2.3471620E+002, 7.3959053E+002, 2.0617808E+002, 6.1797616E+002, 1.6884793E+002, 9.2320000E+001, 1.8910000E+000, 1.8642963E+000, 6.0588809E+000, 5.4408640E+000, 4.7175219E+000, 4.0500000E+001, 1.1769045E+000
 1.0500000E+001, 1.0874522E+003, 1.8825922E+002, 5.0000000E-001, 1.2135648E+003, 1.6359451E+002, 1.2591488E+003, 1.5926191E+002, 9.6410930E+002, 2.3257377E+002, 7.3955527E+002, 2.0742980E+002, 6.1887787E+002, 1.6935850E+002, 9.6800000E+001, 2.0900000E+000, 1.7023213E+000, 5.6541713E+000, 5.1106982E+000, 4.4651334E+000, 4.5000000E+001, 1.1715972E+000
