s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.600E+01, 2.903E+01, 0.000E+00,-8.312E+00,-1.746E+01,-2.062E+00, 3.291E-01, 0.000E+00, 0.000E+00, 1.568E+00, 1.518E+00, 0.000E+00, 6.389E-04, 0.000E+00
 2.800E+01, 3.169E+01, 0.000E+00,-9.076E+00,-1.993E+01,-2.146E+00, 3.756E-01, 0.000E+00, 0.000E+00, 9.033E-01, 9.139E-01, 0.000E+00, 6.995E-04, 0.000E+00
 3.000E+01, 3.441E+01, 0.000E+00,-9.879E+00,-2.178E+01,-2.294E+00, 4.175E-01, 0.000E+00, 0.000E+00, 9.003E-01, 8.672E-01, 0.000E+00, 7.601E-04, 0.000E+00
 3.200E+01, 3.699E+01, 0.000E+00,-1.056E+01,-2.327E+01,-2.357E+00, 4.667E-01, 0.000E+00, 0.000E+00, 1.337E+00, 1.262E+00, 0.000E+00, 8.207E-04, 0.000E+00
 3.400E+01, 4.016E+01, 0.000E+00,-1.159E+01,-2.523E+01,-2.300E+00, 5.122E-01, 0.000E+00, 0.000E+00, 1.572E+00, 1.551E+00, 0.000E+00, 8.812E-04, 0.000E+00
 3.600E+01, 4.182E+01, 0.000E+00,-1.207E+01,-2.724E+01,-2.448E+00, 5.505E-01, 0.000E+00, 0.000E+00, 6.329E-01, 6.061E-01, 0.000E+00, 9.418E-04, 0.000E+00
 3.800E+01, 4.595E+01, 0.000E+00,-1.319E+01,-2.996E+01,-2.512E+00, 6.056E-01, 0.000E+00, 0.000E+00, 9.263E-01, 9.009E-01, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.841E+01, 0.000E+00,-1.404E+01,-3.196E+01,-2.595E+00, 6.390E-01, 0.000E+00, 0.000E+00, 4.486E-01, 4.564E-01, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 4.907E+01, 0.000E+00,-1.425E+01,-3.194E+01,-2.553E+00, 6.626E-01, 0.000E+00, 0.000E+00, 1.021E+00, 9.922E-01, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.071E+01, 0.000E+00,-1.473E+01,-3.427E+01,-2.605E+00, 6.705E-01, 0.000E+00, 0.000E+00,-1.947E-01,-2.215E-01, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.338E+01, 0.000E+00,-1.541E+01,-3.696E+01,-2.795E+00, 6.869E-01, 0.000E+00, 0.000E+00,-1.057E+00,-1.096E+00, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.147E+01, 0.000E+00,-1.484E+01,-3.400E+01,-2.609E+00, 7.137E-01, 0.000E+00, 0.000E+00, 6.971E-01, 7.253E-01, 0.000E+00, 1.162E-03, 0.000E+00
 5.000E+01, 5.368E+01, 0.000E+00,-1.545E+01,-3.611E+01,-2.763E+00, 7.233E-01, 0.000E+00, 0.000E+00, 1.788E-01, 8.392E-02, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.502E+01, 0.000E+00,-1.588E+01,-3.495E+01,-2.630E+00, 7.420E-01, 0.000E+00, 0.000E+00, 2.346E+00, 2.299E+00, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.634E+01, 0.000E+00,-1.627E+01,-3.822E+01,-2.711E+00, 7.701E-01, 0.000E+00, 0.000E+00,-5.517E-02,-9.511E-02, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.548E+01, 0.000E+00,-1.600E+01,-4.037E+01,-2.598E+00, 7.550E-01, 0.000E+00, 0.000E+00,-2.683E+00,-2.726E+00, 0.000E+00, 1.241E-03, 0.000E+00
 5.800E+01, 5.793E+01, 0.000E+00,-1.667E+01,-3.492E+01,-2.768E+00, 7.918E-01, 0.000E+00, 0.000E+00, 4.487E+00, 4.366E+00, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.844E+01, 0.000E+00,-1.677E+01,-4.137E+01,-2.655E+00, 7.977E-01, 0.000E+00, 0.000E+00,-1.544E+00,-1.552E+00, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.838E+01, 0.000E+00,-1.683E+01,-4.166E+01,-2.748E+00, 8.261E-01, 0.000E+00, 0.000E+00,-2.033E+00,-2.028E+00, 0.000E+00, 1.295E-03, 0.000E+00
 6.400E+01, 5.799E+01, 0.000E+00,-1.663E+01,-3.959E+01,-2.619E+00, 8.172E-01, 0.000E+00, 0.000E+00, 8.034E-03,-2.961E-02, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 6.086E+01, 0.000E+00,-1.748E+01,-4.100E+01,-2.537E+00, 8.249E-01, 0.000E+00, 0.000E+00, 7.318E-01, 6.780E-01, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 5.973E+01, 0.000E+00,-1.713E+01,-4.065E+01,-2.651E+00, 8.613E-01, 0.000E+00, 0.000E+00, 2.204E-01, 1.572E-01, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.136E+01, 0.000E+00,-1.793E+01,-4.307E+01,-2.527E+00, 8.209E-01, 0.000E+00, 0.000E+00,-1.340E+00,-1.345E+00, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.030E+01, 0.000E+00,-1.723E+01,-3.929E+01,-2.762E+00, 8.464E-01, 0.000E+00, 0.000E+00, 1.896E+00, 1.861E+00, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.218E+01, 0.000E+00,-1.776E+01,-4.230E+01,-2.496E+00, 8.587E-01, 0.000E+00, 0.000E+00, 5.620E-01, 4.891E-01, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.153E+01, 0.000E+00,-1.774E+01,-4.133E+01,-2.423E+00, 8.731E-01, 0.000E+00, 0.000E+00, 9.564E-01, 9.127E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.244E+01, 0.000E+00,-1.808E+01,-4.202E+01,-2.463E+00, 8.724E-01, 0.000E+00, 0.000E+00, 7.542E-01, 7.476E-01, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.209E+01, 0.000E+00,-1.782E+01,-4.591E+01,-2.265E+00, 8.758E-01, 0.000E+00, 0.000E+00,-3.000E+00,-3.025E+00, 0.000E+00, 1.378E-03, 0.000E+00
 8.200E+01, 6.376E+01, 0.000E+00,-1.822E+01,-3.948E+01,-2.359E+00, 8.805E-01, 0.000E+00, 0.000E+00, 4.640E+00, 4.570E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.200E+01, 0.000E+00,-1.784E+01,-4.609E+01,-2.429E+00, 8.891E-01, 0.000E+00, 0.000E+00,-3.447E+00,-3.473E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.489E+01, 0.000E+00,-1.877E+01,-4.063E+01,-2.179E+00, 8.803E-01, 0.000E+00, 0.000E+00, 4.223E+00, 4.192E+00, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.245E+01, 0.000E+00,-1.770E+01,-4.541E+01,-2.432E+00, 9.202E-01, 0.000E+00, 0.000E+00,-2.071E+00,-2.171E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.198E+01, 0.000E+00,-1.769E+01,-4.414E+01,-2.005E+00, 8.841E-01, 0.000E+00, 0.000E+00,-9.571E-01,-9.678E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.522E+01, 0.000E+00,-1.865E+01,-4.265E+01,-2.507E+00, 9.346E-01, 0.000E+00, 0.000E+00, 2.459E+00, 2.346E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.126E+01, 0.000E+00,-1.760E+01,-4.594E+01,-2.361E+00, 8.933E-01, 0.000E+00, 0.000E+00,-3.673E+00,-3.744E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.311E+01, 0.000E+00,-1.810E+01,-4.317E+01,-2.193E+00, 8.934E-01, 0.000E+00, 0.000E+00, 6.195E-01, 5.351E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.295E+01, 0.000E+00,-1.791E+01,-4.297E+01,-2.461E+00, 9.193E-01, 0.000E+00, 0.000E+00, 5.318E-01, 5.313E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.260E+01, 0.000E+00,-1.784E+01,-4.210E+01,-2.154E+00, 8.851E-01, 0.000E+00, 0.000E+00, 1.385E+00, 1.387E+00, 0.000E+00, 1.383E-03, 0.000E+00
