s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,Flux-1,Flux-2,Flux-3,Flux-4,Flux-5,Flux-6,Flux-7,Flux-8,Flux-9,Flux-10,Flux-11,Flux-12,Flux-13,Flux-14,Flux-15,Flux-16,Flux-17,Flux-18,Flux-19,Flux-20,Flux-21,Flux-22,Flux-23,Flux-24,Flux-25,Flux-26,Flux-27,Flux-28,Flux-29,Flux-30,Flux-31,Flux-32,Flux-33,Flux-34,Flux-35,Flux-36,Flux-37,Flux-38,Flux-39,Flux-40,Flux-41,Flux-42,Flux-43,Flux-44,Flux-45,Flux-46,Flux-47,Flux-48,Flux-49,Flux-50,Temp-1,Temp-2,Temp-3,Temp-4,Temp-5,Temp-6,Temp-7,Temp-8,Temp-9,Temp-10,Temp-11,Temp-12,Temp-13,Temp-14,Temp-15,Temp-16,Temp-17,Temp-18,Temp-19,Temp-20,Temp-21,Temp-22,Temp-23,Temp-24,Temp-25,Temp-26,Temp-27,Temp-28,Temp-29,Temp-30,Temp-31,Temp-32,Temp-33,Temp-34,Temp-35,Temp-36,Temp-37,Temp-38,Temp-39,Temp-40,Temp-41,Temp-42,Temp-43,Temp-44,Temp-45,Temp-46,Temp-47,Temp-48,Temp-49,Temp-50,HF_y-25z20,HF_y-15z20,HF_y0z20,HF_y15z20,HF_y25z20,HF_y-25z50,HF_y-15z50,HF_y0z50,HF_y15z50,HF_y25z50,HF_y-25z75,HF_y-15z75,HF_y0z75,HF_y15z75,HF_y25z75,HF_y-25z100,HF_y-15z100,HF_y0z100,HF_y15z100,HF_y25z100
 0.000E+00,-7.547E-04,-8.451E-04,-9.467E-04,-1.071E-03,-1.409E-03,-1.633E-03,-1.901E-03,-2.231E-03,-3.231E-03,-3.894E-03,-3.409E-03,-2.824E-03,-2.048E-03,-1.842E-03,-1.695E-03,-1.586E-03,-1.455E-03,-1.435E-03,-1.447E-03,-1.496E-03,-1.585E-03,-1.894E-03,-2.122E-03,-2.418E-03,-2.819E-03,-4.008E-03,-3.171E-03,-2.603E-03,-2.149E-03,-1.651E-03,-1.510E-03,-1.403E-03,-1.324E-03,-1.272E-03,-1.250E-03,-1.285E-03,-1.355E-03,-1.461E-03,-1.792E-03,-2.037E-03,-2.373E-03,-2.840E-03,-3.015E-03,-2.425E-03,-1.946E-03,-1.614E-03,-1.190E-03,-1.028E-03,-8.801E-04,-7.462E-04, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.035E+00, 1.554E+00, 9.542E-01, 4.933E-01, 2.807E-01, 1.142E-01, 8.514E-02, 6.556E-02, 5.133E-02, 3.256E-02, 2.632E-02, 6.441E-03, 5.313E-03, 3.708E-03, 3.137E-03, 2.677E-03, 2.307E-03, 1.766E-03, 1.568E-03, 1.405E-03, 1.269E-03, 1.154E-03, 9.680E-04, 8.898E-04, 8.184E-04, 7.515E-04, 6.264E-04, 1.946E-05, 2.020E-05, 2.049E-05, 1.826E-05, 1.638E-05, 1.424E-05, 1.186E-05, 9.316E-06, 3.889E-06, 1.057E-06,-1.944E-06,-5.050E-06,-1.163E-05,-1.534E-05,-1.966E-05,-2.489E-05,-6.087E-05,-5.396E-05,-4.768E-05,-4.249E-05,-3.422E-05,-3.070E-05,-2.735E-05,-2.426E-05, 2.323E+01, 2.180E+01, 2.085E+01, 2.048E+01, 2.021E+01, 2.016E+01, 2.012E+01, 2.010E+01, 2.006E+01, 2.005E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.002E+00, 3.427E+00, 2.697E+00, 2.104E+00, 1.592E+00, 9.916E-01, 7.738E-01, 5.870E-01, 4.617E-01, 3.165E-01, 2.710E-01, 2.195E-01, 1.960E-01, 1.646E-01, 1.540E-01, 1.457E-01, 1.374E-01, 1.187E-01, 1.094E-01, 1.007E-01, 9.282E-02, 8.600E-02, 7.212E-02, 6.642E-02, 6.000E-02, 5.197E-02, 3.649E-02, 2.763E-02, 2.152E-02, 1.647E-02, 9.446E-03, 7.153E-03, 5.576E-03, 4.322E-03, 3.595E-03, 2.940E-03, 2.665E-03, 2.411E-03, 2.177E-03, 1.764E-03, 1.582E-03, 1.416E-03, 1.263E-03, 7.410E-04, 6.594E-04, 5.856E-04, 5.190E-04, 4.049E-04, 3.563E-04, 3.124E-04, 2.731E-04, 3.494E+01, 3.110E+01, 2.812E+01, 2.597E+01, 2.354E+01, 2.274E+01, 2.205E+01, 2.160E+01, 2.107E+01, 2.090E+01, 2.068E+01, 2.060E+01, 2.049E+01, 2.045E+01, 2.042E+01, 2.039E+01, 2.032E+01, 2.029E+01, 2.026E+01, 2.023E+01, 2.021E+01, 2.017E+01, 2.015E+01, 2.013E+01, 2.011E+01, 2.007E+01, 2.005E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.011E+00, 4.995E+00, 4.112E+00, 3.291E+00, 2.501E+00, 1.426E+00, 1.102E+00, 8.614E-01, 6.812E-01, 4.518E-01, 3.759E-01, 2.977E-01, 2.475E-01, 1.691E-01, 1.404E-01, 1.175E-01, 1.032E-01, 8.865E-02, 8.424E-02, 8.028E-02, 7.798E-02, 7.540E-02, 7.360E-02, 7.357E-02, 7.452E-02, 7.702E-02, 7.712E-02, 7.648E-02, 7.675E-02, 7.706E-02, 7.593E-02, 7.376E-02, 7.093E-02, 6.770E-02, 6.389E-02, 5.581E-02, 5.243E-02, 4.911E-02, 4.627E-02, 4.155E-02, 4.007E-02, 3.894E-02, 3.692E-02, 3.038E-02, 2.717E-02, 2.403E-02, 2.117E-02, 1.704E-02, 1.554E-02, 1.399E-02, 1.250E-02, 4.604E+01, 4.059E+01, 3.575E+01, 3.169E+01, 2.674E+01, 2.521E+01, 2.403E+01, 2.318E+01, 2.212E+01, 2.178E+01, 2.140E+01, 2.120E+01, 2.091E+01, 2.082E+01, 2.075E+01, 2.069E+01, 2.062E+01, 2.059E+01, 2.057E+01, 2.055E+01, 2.053E+01, 2.049E+01, 2.048E+01, 2.047E+01, 2.046E+01, 2.041E+01, 2.039E+01, 2.037E+01, 2.036E+01, 2.032E+01, 2.030E+01, 2.028E+01, 2.026E+01, 2.024E+01, 2.020E+01, 2.019E+01, 2.017E+01, 2.016E+01, 2.013E+01, 2.012E+01, 2.011E+01, 2.010E+01, 2.008E+01, 2.007E+01, 2.006E+01, 2.005E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.003E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.009E+00, 8.942E+00, 7.631E+00, 6.329E+00, 5.126E+00, 3.482E+00, 2.870E+00, 2.386E+00, 1.978E+00, 1.379E+00, 1.156E+00, 9.172E-01, 7.673E-01, 5.304E-01, 4.563E-01, 4.064E-01, 3.524E-01, 2.529E-01, 2.208E-01, 1.977E-01, 1.794E-01, 1.625E-01, 1.345E-01, 1.231E-01, 1.130E-01, 1.054E-01, 9.755E-02, 9.454E-02, 9.264E-02, 9.060E-02, 8.653E-02, 8.565E-02, 8.372E-02, 8.010E-02, 7.318E-02, 5.656E-02, 5.137E-02, 4.808E-02, 4.537E-02, 4.141E-02, 4.035E-02, 4.024E-02, 4.179E-02, 4.496E-02, 4.554E-02, 4.680E-02, 4.667E-02, 4.497E-02, 4.463E-02, 4.242E-02, 4.347E-02, 6.415E+01, 5.636E+01, 4.932E+01, 4.309E+01, 3.485E+01, 3.199E+01, 2.977E+01, 2.799E+01, 2.551E+01, 2.463E+01, 2.369E+01, 2.314E+01, 2.227E+01, 2.197E+01, 2.176E+01, 2.153E+01, 2.113E+01, 2.100E+01, 2.091E+01, 2.083E+01, 2.076E+01, 2.065E+01, 2.061E+01, 2.057E+01, 2.053E+01, 2.048E+01, 2.045E+01, 2.044E+01, 2.042E+01, 2.040E+01, 2.039E+01, 2.038E+01, 2.036E+01, 2.034E+01, 2.029E+01, 2.028E+01, 2.026E+01, 2.025E+01, 2.023E+01, 2.023E+01, 2.023E+01, 2.024E+01, 2.025E+01, 2.024E+01, 2.024E+01, 2.024E+01, 2.022E+01, 2.022E+01, 2.021E+01, 2.021E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 1.930E+01, 1.712E+01, 1.393E+01, 1.107E+01, 7.051E+00, 5.748E+00, 4.778E+00, 4.018E+00, 2.892E+00, 2.454E+00, 2.068E+00, 1.757E+00, 1.289E+00, 1.102E+00, 9.579E-01, 8.414E-01, 6.809E-01, 6.222E-01, 5.762E-01, 5.357E-01, 4.979E-01, 4.311E-01, 4.042E-01, 3.807E-01, 3.609E-01, 3.264E-01, 3.128E-01, 3.023E-01, 2.951E-01, 2.872E-01, 2.821E-01, 2.758E-01, 2.688E-01, 2.615E-01, 2.453E-01, 2.341E-01, 2.223E-01, 2.110E-01, 1.907E-01, 1.820E-01, 1.723E-01, 1.624E-01, 1.447E-01, 1.369E-01, 1.301E-01, 1.242E-01, 1.150E-01, 1.100E-01, 1.036E-01, 9.881E-02, 1.149E+02, 1.022E+02, 8.709E+01, 7.334E+01, 5.390E+01, 4.748E+01, 4.263E+01, 3.883E+01, 3.341E+01, 3.138E+01, 2.945E+01, 2.804E+01, 2.589E+01, 2.508E+01, 2.447E+01, 2.395E+01, 2.317E+01, 2.289E+01, 2.267E+01, 2.249E+01, 2.232E+01, 2.203E+01, 2.191E+01, 2.179E+01, 2.170E+01, 2.155E+01, 2.150E+01, 2.146E+01, 2.143E+01, 2.138E+01, 2.135E+01, 2.132E+01, 2.127E+01, 2.122E+01, 2.110E+01, 2.103E+01, 2.097E+01, 2.092E+01, 2.082E+01, 2.078E+01, 2.075E+01, 2.071E+01, 2.065E+01, 2.062E+01, 2.059E+01, 2.057E+01, 2.052E+01, 2.050E+01, 2.047E+01, 2.046E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.201E+01, 2.309E+01, 2.049E+01, 1.650E+01, 1.285E+01, 7.614E+00, 6.062E+00, 4.943E+00, 4.108E+00, 2.958E+00, 2.542E+00, 2.204E+00, 1.915E+00, 1.491E+00, 1.330E+00, 1.199E+00, 1.068E+00, 8.672E-01, 7.909E-01, 7.276E-01, 6.697E-01, 6.191E-01, 5.302E-01, 4.860E-01, 4.423E-01, 4.034E-01, 3.477E-01, 3.290E-01, 3.132E-01, 2.970E-01, 2.666E-01, 2.535E-01, 2.417E-01, 2.316E-01, 2.231E-01, 2.081E-01, 2.004E-01, 1.921E-01, 1.845E-01, 1.711E-01, 1.655E-01, 1.612E-01, 1.573E-01, 1.517E-01, 1.486E-01, 1.452E-01, 1.405E-01, 1.296E-01, 1.247E-01, 1.186E-01, 1.158E-01, 1.578E+02, 1.412E+02, 1.182E+02, 9.739E+01, 6.776E+01, 5.862E+01, 5.185E+01, 4.661E+01, 3.911E+01, 3.630E+01, 3.382E+01, 3.187E+01, 2.894E+01, 2.783E+01, 2.697E+01, 2.617E+01, 2.497E+01, 2.454E+01, 2.420E+01, 2.389E+01, 2.361E+01, 2.313E+01, 2.290E+01, 2.268E+01, 2.249E+01, 2.221E+01, 2.211E+01, 2.203E+01, 2.196E+01, 2.183E+01, 2.177E+01, 2.170E+01, 2.164E+01, 2.157E+01, 2.143E+01, 2.136E+01, 2.130E+01, 2.124E+01, 2.114E+01, 2.110E+01, 2.106E+01, 2.103E+01, 2.096E+01, 2.094E+01, 2.091E+01, 2.088E+01, 2.083E+01, 2.080E+01, 2.077E+01, 2.075E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 2.628E+01, 2.270E+01, 1.825E+01, 1.426E+01, 8.688E+00, 6.892E+00, 5.567E+00, 4.554E+00, 3.164E+00, 2.698E+00, 2.320E+00, 2.014E+00, 1.558E+00, 1.370E+00, 1.206E+00, 1.067E+00, 8.613E-01, 7.830E-01, 7.132E-01, 6.564E-01, 6.123E-01, 5.443E-01, 5.155E-01, 4.875E-01, 4.625E-01, 4.130E-01, 3.905E-01, 3.734E-01, 3.630E-01, 3.482E-01, 3.407E-01, 3.317E-01, 3.209E-01, 3.091E-01, 2.912E-01, 2.837E-01, 2.752E-01, 2.679E-01, 2.517E-01, 2.438E-01, 2.367E-01, 2.291E-01, 2.166E-01, 2.119E-01, 2.078E-01, 2.044E-01, 1.981E-01, 1.942E-01, 1.873E-01, 1.792E-01, 1.932E+02, 1.721E+02, 1.438E+02, 1.178E+02, 8.110E+01, 6.929E+01, 6.045E+01, 5.362E+01, 4.402E+01, 4.057E+01, 3.755E+01, 3.516E+01, 3.159E+01, 3.018E+01, 2.900E+01, 2.796E+01, 2.644E+01, 2.587E+01, 2.540E+01, 2.499E+01, 2.464E+01, 2.407E+01, 2.382E+01, 2.359E+01, 2.338E+01, 2.302E+01, 2.287E+01, 2.276E+01, 2.267E+01, 2.253E+01, 2.246E+01, 2.239E+01, 2.231E+01, 2.222E+01, 2.206E+01, 2.198E+01, 2.190E+01, 2.182E+01, 2.168E+01, 2.162E+01, 2.157E+01, 2.152E+01, 2.142E+01, 2.138E+01, 2.134E+01, 2.130E+01, 2.122E+01, 2.118E+01, 2.112E+01, 2.108E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 2.860E+01, 2.332E+01, 1.745E+01, 1.309E+01, 7.828E+00, 6.305E+00, 5.169E+00, 4.280E+00, 3.059E+00, 2.631E+00, 2.267E+00, 1.964E+00, 1.483E+00, 1.298E+00, 1.157E+00, 1.040E+00, 8.733E-01, 8.198E-01, 7.778E-01, 7.379E-01, 7.002E-01, 6.499E-01, 6.337E-01, 6.208E-01, 6.132E-01, 6.029E-01, 5.950E-01, 5.826E-01, 5.685E-01, 5.409E-01, 5.286E-01, 5.188E-01, 5.084E-01, 4.962E-01, 4.677E-01, 4.535E-01, 4.399E-01, 4.271E-01, 4.003E-01, 3.850E-01, 3.684E-01, 3.528E-01, 3.229E-01, 3.080E-01, 2.943E-01, 2.810E-01, 2.575E-01, 2.477E-01, 2.373E-01, 2.283E-01, 2.326E+02, 2.015E+02, 1.634E+02, 1.317E+02, 8.922E+01, 7.582E+01, 6.578E+01, 5.798E+01, 4.710E+01, 4.325E+01, 3.991E+01, 3.724E+01, 3.313E+01, 3.155E+01, 3.030E+01, 2.923E+01, 2.764E+01, 2.707E+01, 2.660E+01, 2.617E+01, 2.579E+01, 2.521E+01, 2.498E+01, 2.477E+01, 2.459E+01, 2.427E+01, 2.412E+01, 2.397E+01, 2.384E+01, 2.362E+01, 2.352E+01, 2.342E+01, 2.331E+01, 2.319E+01, 2.296E+01, 2.285E+01, 2.274E+01, 2.264E+01, 2.245E+01, 2.235E+01, 2.226E+01, 2.217E+01, 2.201E+01, 2.193E+01, 2.186E+01, 2.180E+01, 2.168E+01, 2.163E+01, 2.156E+01, 2.151E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
