s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.800E+01, 1.879E+01, 0.000E+00,-5.423E+00,-1.032E+01,-1.272E+00, 1.304E-01, 0.000E+00, 0.000E+00, 1.925E+00, 1.910E+00, 0.000E+00, 4.144E-04, 0.000E+00
 2.000E+01, 2.104E+01, 0.000E+00,-6.108E+00,-1.237E+01,-1.406E+00, 1.624E-01, 0.000E+00, 0.000E+00, 1.286E+00, 1.312E+00, 0.000E+00, 4.631E-04, 0.000E+00
 2.200E+01, 2.349E+01, 0.000E+00,-6.772E+00,-1.467E+01,-1.477E+00, 2.000E-01, 0.000E+00, 0.000E+00, 7.519E-01, 7.743E-01, 0.000E+00, 5.178E-04, 0.000E+00
 2.400E+01, 2.617E+01, 0.000E+00,-7.599E+00,-1.656E+01,-1.838E+00, 2.441E-01, 0.000E+00, 0.000E+00, 4.264E-01, 4.178E-01, 0.000E+00, 5.784E-04, 0.000E+00
 2.600E+01, 2.905E+01, 0.000E+00,-8.342E+00,-1.778E+01,-1.854E+00, 2.907E-01, 0.000E+00, 0.000E+00, 1.351E+00, 1.366E+00, 0.000E+00, 6.390E-04, 0.000E+00
 2.800E+01, 3.155E+01, 0.000E+00,-9.093E+00,-1.932E+01,-1.959E+00, 3.409E-01, 0.000E+00, 0.000E+00, 1.498E+00, 1.513E+00, 0.000E+00, 6.996E-04, 0.000E+00
 3.000E+01, 3.470E+01, 0.000E+00,-9.916E+00,-2.269E+01,-2.114E+00, 3.897E-01, 0.000E+00, 0.000E+00, 3.271E-01, 3.728E-01, 0.000E+00, 7.602E-04, 0.000E+00
 3.200E+01, 3.691E+01, 0.000E+00,-1.064E+01,-2.343E+01,-2.055E+00, 4.405E-01, 0.000E+00, 0.000E+00, 1.145E+00, 1.231E+00, 0.000E+00, 8.208E-04, 0.000E+00
 3.400E+01, 4.023E+01, 0.000E+00,-1.149E+01,-2.629E+01,-2.334E+00, 4.942E-01, 0.000E+00, 0.000E+00, 5.287E-01, 6.146E-01, 0.000E+00, 8.814E-04, 0.000E+00
 3.600E+01, 4.286E+01, 0.000E+00,-1.224E+01,-2.653E+01,-2.465E+00, 5.452E-01, 0.000E+00, 0.000E+00, 2.184E+00, 2.173E+00, 0.000E+00, 9.419E-04, 0.000E+00
 3.800E+01, 4.482E+01, 0.000E+00,-1.291E+01,-3.057E+01,-2.541E+00, 6.000E-01, 0.000E+00, 0.000E+00,-6.398E-01,-6.061E-01, 0.000E+00, 1.002E-03, 0.000E+00
 4.000E+01, 4.833E+01, 0.000E+00,-1.382E+01,-3.120E+01,-2.616E+00, 6.543E-01, 0.000E+00, 0.000E+00, 1.224E+00, 1.341E+00, 0.000E+00, 1.063E-03, 0.000E+00
 4.200E+01, 4.995E+01, 0.000E+00,-1.426E+01,-3.239E+01,-2.548E+00, 6.911E-01, 0.000E+00, 0.000E+00, 1.360E+00, 1.445E+00, 0.000E+00, 1.103E-03, 0.000E+00
 4.400E+01, 5.189E+01, 0.000E+00,-1.485E+01,-3.286E+01,-2.815E+00, 7.129E-01, 0.000E+00, 0.000E+00, 2.046E+00, 2.073E+00, 0.000E+00, 1.123E-03, 0.000E+00
 4.600E+01, 5.180E+01, 0.000E+00,-1.483E+01,-3.598E+01,-2.785E+00, 7.490E-01, 0.000E+00, 0.000E+00,-1.031E+00,-1.050E+00, 0.000E+00, 1.143E-03, 0.000E+00
 4.800E+01, 5.200E+01, 0.000E+00,-1.484E+01,-3.624E+01,-2.653E+00, 7.651E-01, 0.000E+00, 0.000E+00,-1.027E+00,-9.652E-01, 0.000E+00, 1.162E-03, 0.000E+00
 5.000E+01, 5.460E+01, 0.000E+00,-1.554E+01,-3.567E+01,-2.671E+00, 7.982E-01, 0.000E+00, 0.000E+00, 1.396E+00, 1.521E+00, 0.000E+00, 1.182E-03, 0.000E+00
 5.200E+01, 5.468E+01, 0.000E+00,-1.563E+01,-3.768E+01,-2.546E+00, 8.193E-01, 0.000E+00, 0.000E+00,-4.230E-01,-3.598E-01, 0.000E+00, 1.202E-03, 0.000E+00
 5.400E+01, 5.563E+01, 0.000E+00,-1.587E+01,-3.770E+01,-2.498E+00, 8.265E-01, 0.000E+00, 0.000E+00, 3.634E-01, 3.855E-01, 0.000E+00, 1.222E-03, 0.000E+00
 5.600E+01, 5.657E+01, 0.000E+00,-1.617E+01,-3.976E+01,-2.554E+00, 8.454E-01, 0.000E+00, 0.000E+00,-1.067E+00,-1.074E+00, 0.000E+00, 1.241E-03, 0.000E+00
 5.800E+01, 5.704E+01, 0.000E+00,-1.627E+01,-3.773E+01,-2.501E+00, 8.807E-01, 0.000E+00, 0.000E+00, 1.389E+00, 1.417E+00, 0.000E+00, 1.261E-03, 0.000E+00
 6.000E+01, 5.889E+01, 0.000E+00,-1.684E+01,-3.846E+01,-2.543E+00, 9.036E-01, 0.000E+00, 0.000E+00, 1.831E+00, 1.945E+00, 0.000E+00, 1.281E-03, 0.000E+00
 6.200E+01, 5.892E+01, 0.000E+00,-1.678E+01,-3.955E+01,-2.579E+00, 9.134E-01, 0.000E+00, 0.000E+00, 8.906E-01, 9.243E-01, 0.000E+00, 1.295E-03, 0.000E+00
 6.400E+01, 5.869E+01, 0.000E+00,-1.685E+01,-4.316E+01,-2.516E+00, 9.188E-01, 0.000E+00, 0.000E+00,-2.969E+00,-2.921E+00, 0.000E+00, 1.305E-03, 0.000E+00
 6.600E+01, 5.988E+01, 0.000E+00,-1.703E+01,-4.062E+01,-2.509E+00, 9.301E-01, 0.000E+00, 0.000E+00, 6.345E-01, 6.445E-01, 0.000E+00, 1.314E-03, 0.000E+00
 6.800E+01, 6.048E+01, 0.000E+00,-1.718E+01,-3.969E+01,-2.498E+00, 9.286E-01, 0.000E+00, 0.000E+00, 1.933E+00, 2.040E+00, 0.000E+00, 1.323E-03, 0.000E+00
 7.000E+01, 6.130E+01, 0.000E+00,-1.756E+01,-4.414E+01,-2.332E+00, 9.600E-01, 0.000E+00, 0.000E+00,-1.821E+00,-1.776E+00, 0.000E+00, 1.332E-03, 0.000E+00
 7.200E+01, 6.029E+01, 0.000E+00,-1.716E+01,-4.059E+01,-2.443E+00, 9.533E-01, 0.000E+00, 0.000E+00, 8.819E-01, 1.049E+00, 0.000E+00, 1.342E-03, 0.000E+00
 7.400E+01, 6.104E+01, 0.000E+00,-1.763E+01,-4.225E+01,-2.314E+00, 9.769E-01, 0.000E+00, 0.000E+00,-2.810E-01,-1.812E-01, 0.000E+00, 1.351E-03, 0.000E+00
 7.600E+01, 6.231E+01, 0.000E+00,-1.774E+01,-4.405E+01,-2.428E+00, 9.821E-01, 0.000E+00, 0.000E+00,-9.263E-01,-9.214E-01, 0.000E+00, 1.360E-03, 0.000E+00
 7.800E+01, 6.277E+01, 0.000E+00,-1.787E+01,-4.231E+01,-2.447E+00, 9.798E-01, 0.000E+00, 0.000E+00, 1.006E+00, 1.120E+00, 0.000E+00, 1.369E-03, 0.000E+00
 8.000E+01, 6.261E+01, 0.000E+00,-1.777E+01,-4.277E+01,-2.041E+00, 9.749E-01, 0.000E+00, 0.000E+00, 7.861E-01, 1.003E+00, 0.000E+00, 1.378E-03, 0.000E+00
 8.200E+01, 6.194E+01, 0.000E+00,-1.766E+01,-4.338E+01,-2.361E+00, 9.928E-01, 0.000E+00, 0.000E+00,-5.648E-01,-4.709E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.400E+01, 6.438E+01, 0.000E+00,-1.827E+01,-4.399E+01,-2.407E+00, 1.015E+00, 0.000E+00, 0.000E+00, 7.081E-01, 7.238E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.600E+01, 6.328E+01, 0.000E+00,-1.799E+01,-4.455E+01,-2.334E+00, 1.037E+00, 0.000E+00, 0.000E+00,-4.924E-01,-5.585E-01, 0.000E+00, 1.383E-03, 0.000E+00
 8.800E+01, 6.268E+01, 0.000E+00,-1.771E+01,-4.263E+01,-2.423E+00, 1.045E+00, 0.000E+00, 0.000E+00, 8.149E-01, 9.614E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.000E+01, 6.253E+01, 0.000E+00,-1.784E+01,-4.515E+01,-2.142E+00, 1.042E+00, 0.000E+00, 0.000E+00,-1.647E+00,-1.559E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.200E+01, 6.380E+01, 0.000E+00,-1.820E+01,-4.251E+01,-2.252E+00, 1.030E+00, 0.000E+00, 0.000E+00, 1.757E+00, 1.872E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.400E+01, 6.347E+01, 0.000E+00,-1.795E+01,-4.549E+01,-2.173E+00, 1.036E+00, 0.000E+00, 0.000E+00,-1.108E+00,-1.104E+00, 0.000E+00, 1.383E-03, 0.000E+00
 9.600E+01, 6.190E+01, 0.000E+00,-1.764E+01,-4.334E+01,-2.139E+00, 1.024E+00, 0.000E+00, 0.000E+00,-2.871E-01,-1.897E-01, 0.000E+00, 1.383E-03, 0.000E+00
 9.800E+01, 6.326E+01, 0.000E+00,-1.798E+01,-4.361E+01,-2.137E+00, 1.049E+00, 0.000E+00, 0.000E+00, 4.912E-01, 5.747E-01, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 6.251E+01, 0.000E+00,-1.770E+01,-4.252E+01,-2.028E+00, 1.001E+00, 0.000E+00, 0.000E+00, 1.154E+00, 1.259E+00, 0.000E+00, 1.383E-03, 0.000E+00
