s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Flux-6","Flux-7","Flux-8","Flux-9","Flux-10","Flux-11","Flux-12","Flux-13","Flux-14","Flux-15","Flux-16","Flux-17","Flux-18","Flux-19","Flux-20","Flux-21","Flux-22","Flux-23","Flux-24","Flux-25","Flux-26","Flux-27","Flux-28","Flux-29","Flux-30","Flux-31","Flux-32","Flux-33","Flux-34","Flux-35","Flux-36","Flux-37","Flux-38","Flux-39","Flux-40","Flux-41","Flux-42","Flux-43","Flux-44","Flux-45","Flux-46","Flux-47","Flux-48","Flux-49","Flux-50","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5","Temp-6","Temp-7","Temp-8","Temp-9","Temp-10","Temp-11","Temp-12","Temp-13","Temp-14","Temp-15","Temp-16","Temp-17","Temp-18","Temp-19","Temp-20","Temp-21","Temp-22","Temp-23","Temp-24","Temp-25","Temp-26","Temp-27","Temp-28","Temp-29","Temp-30","Temp-31","Temp-32","Temp-33","Temp-34","Temp-35","Temp-36","Temp-37","Temp-38","Temp-39","Temp-40","Temp-41","Temp-42","Temp-43","Temp-44","Temp-45","Temp-46","Temp-47","Temp-48","Temp-49","Temp-50","HF_y-25z20","HF_y-15z20","HF_y0z20","HF_y15z20","HF_y25z20","HF_y-25z50","HF_y-15z50","HF_y0z50","HF_y15z50","HF_y25z50","HF_y-25z75","HF_y-15z75","HF_y0z75","HF_y15z75","HF_y25z75","HF_y-25z100","HF_y-15z100","HF_y0z100","HF_y15z100","HF_y25z100"
 0.000E+00,-3.429E-03,-4.207E-03,-7.683E-03,-8.062E-03,-8.372E-03,-7.996E-03,-7.462E-03,-7.006E-03,-6.598E-03,-5.798E-03,-6.337E-03,-6.776E-03,-7.307E-03,-7.247E-03,-6.978E-03,-6.691E-03,-6.376E-03,-5.796E-03,-5.314E-03,-6.575E-03,-7.216E-03,-7.243E-03,-7.000E-03,-6.708E-03,-6.431E-03,-5.768E-03,-5.290E-03,-6.575E-03,-7.216E-03,-7.243E-03,-7.000E-03,-6.708E-03,-6.431E-03,-5.940E-03,-5.314E-03,-6.440E-03,-7.125E-03,-7.247E-03,-7.022E-03,-6.709E-03,-6.429E-03,-5.864E-03,-5.238E-03,-5.957E-03,-6.431E-03,-6.274E-03,-5.895E-03,-5.504E-03,-4.263E-03,-3.353E-03, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 2.008E+00, 1.054E+00, 6.738E-01, 2.719E-01, 1.663E-01, 1.228E-01, 8.572E-02, 6.074E-02, 4.658E-02, 3.741E-02, 2.966E-02, 1.880E-02, 1.406E-02, 1.048E-02, 8.038E-03, 6.516E-03, 5.629E-03, 5.117E-03, 4.836E-03, 4.584E-03, 3.550E-03, 3.439E-03, 3.312E-03, 3.175E-03, 3.028E-03, 2.869E-03, 2.676E-03, 2.470E-03, 1.793E-03, 1.652E-03, 1.482E-03, 1.298E-03, 1.112E-03, 9.271E-04, 7.733E-04, 5.879E-04, 3.209E-04, 2.508E-04, 1.771E-04, 1.097E-04, 5.512E-05, 1.320E-05,-3.022E-05,-7.107E-05,-1.153E-04,-9.270E-05,-8.106E-05,-6.994E-05,-5.629E-05,-4.369E-05,-3.650E-05, 2.256E+01, 2.150E+01, 2.058E+01, 2.037E+01, 2.027E+01, 2.019E+01, 2.013E+01, 2.010E+01, 2.008E+01, 2.007E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.001E+00, 5.030E+00, 3.545E+00, 1.783E+00, 1.123E+00, 7.890E-01, 5.632E-01, 4.252E-01, 3.360E-01, 2.637E-01, 2.060E-01, 1.575E-01, 1.290E-01, 1.022E-01, 8.162E-02, 6.857E-02, 5.470E-02, 4.315E-02, 3.985E-02, 3.685E-02, 3.243E-02, 2.962E-02, 2.679E-02, 2.401E-02, 2.132E-02, 1.877E-02, 1.637E-02, 1.416E-02, 1.172E-02, 1.001E-02, 8.474E-03, 7.107E-03, 5.904E-03, 4.856E-03, 4.123E-03, 3.329E-03, 2.623E-03, 2.084E-03, 1.640E-03, 1.281E-03, 9.939E-04, 7.671E-04, 5.891E-04, 4.511E-04, 3.347E-04, 2.556E-04, 1.953E-04, 1.498E-04, 1.152E-04, 8.779E-05, 7.091E-05, 3.809E+01, 3.254E+01, 2.626E+01, 2.388E+01, 2.272E+01, 2.193E+01, 2.144E+01, 2.112E+01, 2.085E+01, 2.066E+01, 2.048E+01, 2.038E+01, 2.029E+01, 2.023E+01, 2.019E+01, 2.015E+01, 2.013E+01, 2.012E+01, 2.011E+01, 2.010E+01, 2.009E+01, 2.008E+01, 2.008E+01, 2.007E+01, 2.006E+01, 2.005E+01, 2.005E+01, 2.004E+01, 2.003E+01, 2.003E+01, 2.002E+01, 2.002E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.001E+00, 9.636E+00, 6.247E+00, 3.234E+00, 2.117E+00, 1.501E+00, 1.027E+00, 7.295E-01, 5.643E-01, 4.552E-01, 3.707E-01, 2.962E-01, 2.381E-01, 1.920E-01, 1.557E-01, 1.322E-01, 1.178E-01, 1.124E-01, 1.054E-01, 9.400E-02, 8.544E-02, 8.403E-02, 8.733E-02, 8.924E-02, 8.913E-02, 8.113E-02, 8.113E-02, 7.898E-02, 7.220E-02, 6.504E-02, 5.690E-02, 5.005E-02, 4.261E-02, 3.439E-02, 3.013E-02, 2.561E-02, 2.474E-02, 2.899E-02, 2.829E-02, 1.936E-02, 1.169E-02, 1.747E-02, 1.843E-02, 1.715E-02, 1.545E-02, 1.129E-02, 8.669E-03, 8.629E-03, 6.983E-03, 5.411E-03, 3.391E-03, 6.248E+01, 4.829E+01, 3.424E+01, 2.908E+01, 2.642E+01, 2.446E+01, 2.325E+01, 2.253E+01, 2.203E+01, 2.163E+01, 2.129E+01, 2.105E+01, 2.086E+01, 2.073E+01, 2.062E+01, 2.055E+01, 2.050E+01, 2.047E+01, 2.042E+01, 2.038E+01, 2.036E+01, 2.036E+01, 2.036E+01, 2.035E+01, 2.030E+01, 2.029E+01, 2.028E+01, 2.024E+01, 2.021E+01, 2.018E+01, 2.015E+01, 2.013E+01, 2.010E+01, 2.008E+01, 2.007E+01, 2.007E+01, 2.008E+01, 2.008E+01, 2.005E+01, 2.003E+01, 2.004E+01, 2.004E+01, 2.004E+01, 2.003E+01, 2.002E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 2.001E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.002E+00, 2.170E+01, 1.431E+01, 8.118E+00, 4.906E+00, 3.217E+00, 2.237E+00, 1.677E+00, 1.337E+00, 1.073E+00, 8.434E-01, 6.808E-01, 5.487E-01, 4.503E-01, 3.797E-01, 3.323E-01, 2.905E-01, 2.529E-01, 2.362E-01, 2.219E-01, 2.079E-01, 1.919E-01, 1.792E-01, 1.659E-01, 1.481E-01, 1.317E-01, 1.092E-01, 8.912E-02, 8.044E-02, 6.789E-02, 6.043E-02, 5.961E-02, 5.492E-02, 5.000E-02, 4.560E-02, 3.928E-02, 3.459E-02, 3.101E-02, 2.956E-02, 2.735E-02, 2.588E-02, 2.536E-02, 2.499E-02, 2.436E-02, 2.554E-02, 2.738E-02, 2.921E-02, 3.113E-02, 3.312E-02, 3.625E-02, 3.604E-02, 1.155E+02, 8.333E+01, 5.504E+01, 4.178E+01, 3.478E+01, 3.028E+01, 2.761E+01, 2.599E+01, 2.478E+01, 2.378E+01, 2.307E+01, 2.252E+01, 2.204E+01, 2.167E+01, 2.141E+01, 2.121E+01, 2.106E+01, 2.098E+01, 2.090E+01, 2.083E+01, 2.077E+01, 2.073E+01, 2.069E+01, 2.063E+01, 2.057E+01, 2.051E+01, 2.046E+01, 2.042E+01, 2.038E+01, 2.034E+01, 2.033E+01, 2.030E+01, 2.027E+01, 2.025E+01, 2.022E+01, 2.021E+01, 2.021E+01, 2.020E+01, 2.017E+01, 2.014E+01, 2.015E+01, 2.015E+01, 2.015E+01, 2.015E+01, 2.014E+01, 2.014E+01, 2.015E+01, 2.015E+01, 2.016E+01, 2.015E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 2.198E+01, 1.447E+01, 8.271E+00, 5.704E+00, 4.030E+00, 2.833E+00, 2.147E+00, 1.796E+00, 1.507E+00, 1.209E+00, 9.538E-01, 7.812E-01, 6.573E-01, 5.527E-01, 4.629E-01, 3.901E-01, 3.621E-01, 3.619E-01, 3.683E-01, 3.622E-01, 3.441E-01, 3.153E-01, 2.871E-01, 2.586E-01, 2.332E-01, 2.118E-01, 1.949E-01, 1.816E-01, 1.637E-01, 1.496E-01, 1.403E-01, 1.285E-01, 1.186E-01, 1.184E-01, 1.159E-01, 1.135E-01, 1.096E-01, 1.038E-01, 9.949E-02, 9.860E-02, 9.587E-02, 9.048E-02, 8.490E-02, 8.056E-02, 7.635E-02, 7.652E-02, 7.561E-02, 7.087E-02, 6.683E-02, 6.385E-02, 1.532E+02, 1.094E+02, 7.106E+01, 5.368E+01, 4.333E+01, 3.632E+01, 3.227E+01, 3.013E+01, 2.842E+01, 2.674E+01, 2.536E+01, 2.440E+01, 2.366E+01, 2.307E+01, 2.265E+01, 2.230E+01, 2.210E+01, 2.204E+01, 2.200E+01, 2.190E+01, 2.179E+01, 2.165E+01, 2.151E+01, 2.136E+01, 2.123E+01, 2.111E+01, 2.100E+01, 2.093E+01, 2.083E+01, 2.077E+01, 2.074E+01, 2.068E+01, 2.062E+01, 2.060E+01, 2.057E+01, 2.055E+01, 2.053E+01, 2.049E+01, 2.045E+01, 2.042E+01, 2.042E+01, 2.039E+01, 2.037E+01, 2.035E+01, 2.032E+01, 2.032E+01, 2.031E+01, 2.029E+01, 2.028E+01, 2.027E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+01, 2.737E+01, 2.069E+01, 1.262E+01, 8.749E+00, 6.307E+00, 4.488E+00, 3.398E+00, 2.757E+00, 2.239E+00, 1.826E+00, 1.476E+00, 1.184E+00, 9.727E-01, 8.216E-01, 7.359E-01, 6.960E-01, 6.298E-01, 5.828E-01, 5.436E-01, 5.167E-01, 4.764E-01, 4.396E-01, 4.033E-01, 3.838E-01, 3.547E-01, 3.270E-01, 3.129E-01, 3.041E-01, 2.928E-01, 2.763E-01, 2.590E-01, 2.426E-01, 2.152E-01, 1.921E-01, 1.669E-01, 1.493E-01, 1.328E-01, 1.171E-01, 1.073E-01, 9.721E-02, 9.336E-02, 9.298E-02, 8.572E-02, 8.263E-02, 8.116E-02, 7.850E-02, 7.708E-02, 7.551E-02, 7.051E-02, 6.548E-02, 1.926E+02, 1.440E+02, 9.389E+01, 7.033E+01, 5.551E+01, 4.518E+01, 3.912E+01, 3.555E+01, 3.267E+01, 3.025E+01, 2.825E+01, 2.667E+01, 2.555E+01, 2.475E+01, 2.425E+01, 2.387E+01, 2.347E+01, 2.328E+01, 2.312E+01, 2.298E+01, 2.276E+01, 2.255E+01, 2.236E+01, 2.220E+01, 2.202E+01, 2.184E+01, 2.172E+01, 2.164E+01, 2.153E+01, 2.143E+01, 2.134E+01, 2.123E+01, 2.109E+01, 2.101E+01, 2.091E+01, 2.085E+01, 2.079E+01, 2.073E+01, 2.068E+01, 2.064E+01, 2.062E+01, 2.060E+01, 2.056E+01, 2.054E+01, 2.052E+01, 2.051E+01, 2.051E+01, 2.049E+01, 2.047E+01, 2.044E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+01, 4.160E+01, 2.745E+01, 1.496E+01, 9.925E+00, 7.162E+00, 5.153E+00, 3.957E+00, 3.256E+00, 2.733E+00, 2.285E+00, 1.855E+00, 1.471E+00, 1.189E+00, 9.920E-01, 8.515E-01, 7.243E-01, 6.491E-01, 5.977E-01, 5.646E-01, 5.442E-01, 5.285E-01, 5.238E-01, 5.366E-01, 5.337E-01, 5.241E-01, 5.058E-01, 4.826E-01, 4.427E-01, 4.135E-01, 3.948E-01, 3.708E-01, 3.579E-01, 3.366E-01, 3.157E-01, 2.953E-01, 2.861E-01, 2.857E-01, 2.838E-01, 2.770E-01, 2.765E-01, 2.728E-01, 2.717E-01, 2.715E-01, 2.686E-01, 2.606E-01, 2.527E-01, 2.405E-01, 2.318E-01, 2.177E-01, 2.001E-01, 2.747E+02, 1.984E+02, 1.233E+02, 8.967E+01, 7.015E+01, 5.604E+01, 4.757E+01, 4.267E+01, 3.881E+01, 3.552E+01, 3.256E+01, 3.007E+01, 2.825E+01, 2.692E+01, 2.600E+01, 2.526E+01, 2.479E+01, 2.450E+01, 2.430E+01, 2.413E+01, 2.396E+01, 2.381E+01, 2.372E+01, 2.358E+01, 2.340E+01, 2.318E+01, 2.299E+01, 2.280E+01, 2.263E+01, 2.246E+01, 2.231E+01, 2.219E+01, 2.203E+01, 2.190E+01, 2.175E+01, 2.166E+01, 2.161E+01, 2.154E+01, 2.148E+01, 2.143E+01, 2.141E+01, 2.139E+01, 2.136E+01, 2.133E+01, 2.129E+01, 2.124E+01, 2.119E+01, 2.115E+01, 2.108E+01, 2.100E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+01, 4.109E+01, 3.205E+01, 1.766E+01, 1.146E+01, 8.230E+00, 5.949E+00, 4.497E+00, 3.571E+00, 2.874E+00, 2.308E+00, 1.844E+00, 1.470E+00, 1.189E+00, 9.948E-01, 8.576E-01, 7.608E-01, 7.074E-01, 6.601E-01, 6.276E-01, 5.900E-01, 5.669E-01, 5.234E-01, 4.896E-01, 4.627E-01, 4.521E-01, 4.144E-01, 3.921E-01, 3.735E-01, 3.439E-01, 3.214E-01, 3.027E-01, 2.869E-01, 2.795E-01, 2.664E-01, 2.462E-01, 2.283E-01, 2.042E-01, 1.963E-01, 1.855E-01, 1.803E-01, 1.728E-01, 1.657E-01, 1.624E-01, 1.629E-01, 1.550E-01, 1.458E-01, 1.348E-01, 1.328E-01, 1.311E-01, 1.287E-01, 3.131E+02, 2.390E+02, 1.452E+02, 1.034E+02, 8.004E+01, 6.320E+01, 5.292E+01, 4.674E+01, 4.200E+01, 3.797E+01, 3.452E+01, 3.165E+01, 2.951E+01, 2.798E+01, 2.691E+01, 2.611E+01, 2.563E+01, 2.531E+01, 2.507E+01, 2.484E+01, 2.460E+01, 2.435E+01, 2.418E+01, 2.401E+01, 2.383E+01, 2.356E+01, 2.334E+01, 2.315E+01, 2.295E+01, 2.278E+01, 2.261E+01, 2.247E+01, 2.232E+01, 2.219E+01, 2.203E+01, 2.191E+01, 2.180E+01, 2.174E+01, 2.166E+01, 2.162E+01, 2.158E+01, 2.154E+01, 2.151E+01, 2.149E+01, 2.144E+01, 2.137E+01, 2.130E+01, 2.127E+01, 2.122E+01, 2.115E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
