s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
 6.400E+01, 1.042E+02, 0.000E+00,-3.325E+01,-6.500E+01,-5.155E+00, 1.103E+00, 0.000E+00, 0.000E+00, 2.132E+00, 1.952E+00, 0.000E+00, 1.305E-03, 0.000E+00, 0.000E+00, 1.817E-03
 6.600E+01, 1.114E+02, 0.000E+00,-3.545E+01,-7.023E+01,-5.717E+00, 1.135E+00, 0.000E+00, 0.000E+00, 1.435E+00, 1.175E+00, 0.000E+00, 1.314E-03, 0.000E+00, 0.000E+00, 1.961E-03
 6.800E+01, 1.177E+02, 0.000E+00,-3.754E+01,-7.315E+01,-5.418E+00, 1.186E+00, 0.000E+00, 0.000E+00, 2.945E+00, 2.743E+00, 0.000E+00, 1.323E-03, 0.000E+00, 0.000E+00, 2.260E-03
 7.000E+01, 1.208E+02, 0.000E+00,-3.894E+01,-7.747E+01,-5.740E+00, 1.193E+00, 0.000E+00, 0.000E+00, 1.301E-01,-1.683E-01, 0.000E+00, 1.332E-03, 0.000E+00, 0.000E+00, 2.364E-03
 7.200E+01, 1.202E+02, 0.000E+00,-3.881E+01,-7.586E+01,-5.544E+00, 1.165E+00, 0.000E+00, 0.000E+00, 1.226E+00, 1.160E+00, 0.000E+00, 1.342E-03, 0.000E+00, 0.000E+00, 2.229E-03
 7.400E+01, 1.204E+02, 0.000E+00,-3.829E+01,-7.905E+01,-5.868E+00, 1.248E+00, 0.000E+00, 0.000E+00,-1.225E+00,-1.604E+00, 0.000E+00, 1.351E-03, 0.000E+00, 0.000E+00, 2.446E-03
 7.600E+01, 1.336E+02, 0.000E+00,-4.285E+01,-8.056E+01,-5.982E+00, 1.263E+00, 0.000E+00, 0.000E+00, 5.691E+00, 5.428E+00, 0.000E+00, 1.360E-03, 0.000E+00, 0.000E+00, 2.758E-03
 7.800E+01, 1.305E+02, 0.000E+00,-4.265E+01,-8.676E+01,-6.049E+00, 1.253E+00, 0.000E+00, 0.000E+00,-3.393E+00,-3.739E+00, 0.000E+00, 1.369E-03, 0.000E+00, 0.000E+00, 2.716E-03
 8.000E+01, 1.319E+02, 0.000E+00,-4.330E+01,-8.355E+01,-5.593E+00, 1.195E+00, 0.000E+00, 0.000E+00, 7.017E-01, 6.231E-01, 0.000E+00, 1.378E-03, 0.000E+00, 0.000E+00, 2.589E-03
 8.200E+01, 1.257E+02, 0.000E+00,-4.005E+01,-8.338E+01,-5.934E+00, 1.239E+00, 0.000E+00, 0.000E+00,-1.923E+00,-2.449E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.567E-03
 8.400E+01, 1.407E+02, 0.000E+00,-4.616E+01,-8.635E+01,-5.768E+00, 1.339E+00, 0.000E+00, 0.000E+00, 4.058E+00, 3.758E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 2.953E-03
 8.600E+01, 1.359E+02, 0.000E+00,-4.393E+01,-8.725E+01,-6.212E+00, 1.328E+00, 0.000E+00, 0.000E+00, 2.170E-01,-2.022E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.011E-03
 8.800E+01, 1.521E+02, 0.000E+00,-4.944E+01,-9.460E+01,-6.403E+00, 1.451E+00, 0.000E+00, 0.000E+00, 3.336E+00, 3.067E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.452E-03
 9.000E+01, 1.636E+02, 0.000E+00,-5.404E+01,-1.017E+02,-6.580E+00, 1.479E+00, 0.000E+00, 0.000E+00, 3.185E+00, 2.770E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.926E-03
 9.200E+01, 1.616E+02, 0.000E+00,-5.305E+01,-1.060E+02,-6.673E+00, 1.458E+00, 0.000E+00, 0.000E+00,-2.463E+00,-2.709E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.892E-03
 9.400E+01, 1.641E+02, 0.000E+00,-5.440E+01,-9.970E+01,-6.729E+00, 1.490E+00, 0.000E+00, 0.000E+00, 5.243E+00, 4.770E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.932E-03
 9.600E+01, 1.609E+02, 0.000E+00,-5.236E+01,-1.070E+02,-6.305E+00, 1.467E+00, 0.000E+00, 0.000E+00,-3.015E+00,-3.307E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 3.894E-03
 9.800E+01, 1.661E+02, 0.000E+00,-5.469E+01,-1.114E+02,-6.946E+00, 1.494E+00, 0.000E+00, 0.000E+00,-4.841E+00,-5.476E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.053E-03
 1.000E+02, 1.803E+02, 0.000E+00,-5.960E+01,-1.091E+02,-7.241E+00, 1.598E+00, 0.000E+00, 0.000E+00, 6.463E+00, 6.011E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.590E-03
 1.020E+02, 1.866E+02, 0.000E+00,-6.170E+01,-1.149E+02,-7.455E+00, 1.624E+00, 0.000E+00, 0.000E+00, 4.702E+00, 4.116E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 4.839E-03
 1.040E+02, 1.939E+02, 0.000E+00,-6.474E+01,-1.233E+02,-7.359E+00, 1.690E+00, 0.000E+00, 0.000E+00, 5.358E-01, 1.817E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.128E-03
 1.060E+02, 1.972E+02, 0.000E+00,-6.579E+01,-1.295E+02,-7.598E+00, 1.688E+00, 0.000E+00, 0.000E+00,-3.623E+00,-4.053E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.341E-03
 1.080E+02, 2.107E+02, 0.000E+00,-7.015E+01,-1.294E+02,-7.999E+00, 1.775E+00, 0.000E+00, 0.000E+00, 5.427E+00, 4.944E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.783E-03
 1.100E+02, 2.160E+02, 0.000E+00,-7.141E+01,-1.361E+02,-8.015E+00, 1.786E+00, 0.000E+00, 0.000E+00, 2.861E+00, 2.294E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 5.973E-03
 1.120E+02, 2.236E+02, 0.000E+00,-7.543E+01,-1.418E+02,-7.662E+00, 1.877E+00, 0.000E+00, 0.000E+00, 1.140E+00, 5.759E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.220E-03
 1.140E+02, 2.341E+02, 0.000E+00,-7.778E+01,-1.460E+02,-8.717E+00, 1.961E+00, 0.000E+00, 0.000E+00, 4.027E+00, 3.529E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 6.799E-03
 1.160E+02, 2.565E+02, 0.000E+00,-8.580E+01,-1.621E+02,-9.253E+00, 2.100E+00, 0.000E+00, 0.000E+00, 1.994E+00, 1.399E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 7.521E-03
 1.180E+02, 2.695E+02, 0.000E+00,-9.045E+01,-1.706E+02,-9.863E+00, 2.202E+00, 0.000E+00, 0.000E+00, 1.574E+00, 7.516E-01, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.266E-03
 1.200E+02, 2.851E+02, 0.000E+00,-9.586E+01,-1.794E+02,-9.722E+00, 2.225E+00, 0.000E+00, 0.000E+00, 3.111E+00, 2.395E+00, 0.000E+00, 1.383E-03, 0.000E+00, 0.000E+00, 8.663E-03
 1.220E+02, 2.924E+02, 0.000E+00,-9.828E+01,-1.845E+02,-1.047E+01, 2.276E+00, 0.000E+00, 0.000E+00, 2.346E+00, 1.436E+00, 0.000E+00, 1.310E-03, 0.000E+00, 0.000E+00, 9.198E-03
 1.240E+02, 3.062E+02, 0.000E+00,-1.038E+02,-1.965E+02,-1.036E+01, 2.317E+00, 0.000E+00, 0.000E+00,-1.519E+00,-2.205E+00, 0.000E+00, 1.165E-03, 0.000E+00, 0.000E+00, 9.665E-03
 1.260E+02, 3.128E+02, 0.000E+00,-1.059E+02,-1.898E+02,-1.036E+01, 2.376E+00, 0.000E+00, 0.000E+00, 9.847E+00, 9.061E+00, 0.000E+00, 1.021E-03, 0.000E+00, 0.000E+00, 1.049E-02
 1.280E+02, 3.364E+02, 0.000E+00,-1.146E+02,-2.146E+02,-1.185E+01, 2.464E+00, 0.000E+00, 0.000E+00,-1.105E+00,-2.199E+00, 0.000E+00, 8.757E-04, 0.000E+00, 0.000E+00, 1.152E-02
 1.300E+02, 3.480E+02, 0.000E+00,-1.187E+02,-2.167E+02,-1.225E+01, 2.515E+00, 0.000E+00, 0.000E+00, 4.227E+00, 2.856E+00, 0.000E+00, 7.308E-04, 0.000E+00, 0.000E+00, 1.221E-02
 1.320E+02, 3.615E+02, 0.000E+00,-1.244E+02,-2.310E+02,-1.240E+01, 2.597E+00, 0.000E+00, 0.000E+00,-2.780E+00,-3.776E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.293E-02
 1.340E+02, 3.887E+02, 0.000E+00,-1.334E+02,-2.397E+02,-1.255E+01, 2.851E+00, 0.000E+00, 0.000E+00, 7.161E+00, 5.808E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.416E-02
 1.360E+02, 4.298E+02, 0.000E+00,-1.473E+02,-2.650E+02,-1.306E+01, 3.066E+00, 0.000E+00, 0.000E+00, 8.373E+00, 7.532E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.557E-02
 1.380E+02, 4.651E+02, 0.000E+00,-1.587E+02,-2.953E+02,-1.407E+01, 3.264E+00, 0.000E+00, 0.000E+00, 1.693E+00, 2.720E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.719E-02
 1.400E+02, 5.172E+02, 0.000E+00,-1.776E+02,-3.247E+02,-1.499E+01, 3.671E+00, 0.000E+00, 0.000E+00, 5.014E+00, 3.614E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 1.915E-02
 1.420E+02, 5.783E+02, 0.000E+00,-1.975E+02,-3.628E+02,-1.621E+01, 3.999E+00, 0.000E+00, 0.000E+00, 7.544E+00, 5.715E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.154E-02
 1.440E+02, 6.264E+02, 0.000E+00,-2.138E+02,-4.033E+02,-1.567E+01, 4.323E+00, 0.000E+00, 0.000E+00,-7.556E-01,-2.009E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.352E-02
 1.460E+02, 7.037E+02, 0.000E+00,-2.406E+02,-4.320E+02,-1.643E+01, 4.923E+00, 0.000E+00, 0.000E+00, 2.040E+01, 1.953E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 2.644E-02
 1.480E+02, 7.877E+02, 0.000E+00,-2.672E+02,-5.088E+02,-1.733E+01, 5.413E+00, 0.000E+00, 0.000E+00, 8.759E-01,-1.288E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.002E-02
 1.500E+02, 8.892E+02, 0.000E+00,-3.033E+02,-5.632E+02,-1.848E+01, 6.019E+00, 0.000E+00, 0.000E+00, 1.114E+01, 1.021E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.384E-02
 1.520E+02, 9.602E+02, 0.000E+00,-3.260E+02,-6.260E+02,-1.958E+01, 6.375E+00, 0.000E+00, 0.000E+00,-3.717E+00,-5.031E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.650E-02
 1.540E+02, 1.029E+03, 0.000E+00,-3.503E+02,-6.502E+02,-2.024E+01, 6.898E+00, 0.000E+00, 0.000E+00, 1.520E+01, 1.508E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 3.957E-02
 1.560E+02, 1.099E+03, 0.000E+00,-3.728E+02,-7.173E+02,-2.055E+01, 7.169E+00, 0.000E+00, 0.000E+00,-3.608E+00,-4.098E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.182E-02
 1.580E+02, 1.108E+03, 0.000E+00,-3.767E+02,-7.127E+02,-2.001E+01, 7.255E+00, 0.000E+00, 0.000E+00, 7.313E+00, 6.298E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.202E-02
 1.600E+02, 1.145E+03, 0.000E+00,-3.904E+02,-7.475E+02,-2.078E+01, 7.616E+00, 0.000E+00, 0.000E+00,-5.827E+00,-6.035E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.462E-02
 1.620E+02, 1.212E+03, 0.000E+00,-4.114E+02,-7.725E+02,-2.062E+01, 7.841E+00, 0.000E+00, 0.000E+00, 1.600E+01, 1.567E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.590E-02
 1.640E+02, 1.227E+03, 0.000E+00,-4.174E+02,-7.968E+02,-2.184E+01, 8.049E+00, 0.000E+00, 0.000E+00, 2.773E-01,-5.391E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.779E-02
 1.660E+02, 1.286E+03, 0.000E+00,-4.370E+02,-8.315E+02,-2.481E+01, 8.313E+00, 0.000E+00, 0.000E+00, 5.593E-01, 6.461E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 4.907E-02
 1.680E+02, 1.317E+03, 0.000E+00,-4.484E+02,-8.516E+02,-2.390E+01, 8.565E+00, 0.000E+00, 0.000E+00, 1.694E+00, 1.741E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.115E-02
 1.700E+02, 1.350E+03, 0.000E+00,-4.601E+02,-8.738E+02,-2.252E+01, 8.523E+00, 0.000E+00, 0.000E+00, 1.442E+00, 2.422E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.215E-02
 1.720E+02, 1.326E+03, 0.000E+00,-4.502E+02,-8.676E+02,-2.152E+01, 8.505E+00, 0.000E+00, 0.000E+00,-4.521E+00,-4.913E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.108E-02
 1.740E+02, 1.342E+03, 0.000E+00,-4.565E+02,-8.672E+02,-2.345E+01, 8.597E+00, 0.000E+00, 0.000E+00, 4.114E+00, 3.712E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.171E-02
 1.760E+02, 1.363E+03, 0.000E+00,-4.641E+02,-8.811E+02,-2.266E+01, 8.596E+00, 0.000E+00, 0.000E+00, 3.685E+00, 3.772E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.282E-02
 1.780E+02, 1.414E+03, 0.000E+00,-4.818E+02,-9.108E+02,-2.406E+01, 8.901E+00, 0.000E+00, 0.000E+00, 6.533E+00, 6.351E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.473E-02
 1.800E+02, 1.430E+03, 0.000E+00,-4.863E+02,-9.299E+02,-2.354E+01, 9.029E+00, 0.000E+00, 0.000E+00,-8.430E-01,-8.763E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.567E-02
 1.820E+02, 1.474E+03, 0.000E+00,-5.020E+02,-9.596E+02,-2.497E+01, 9.082E+00, 0.000E+00, 0.000E+00,-3.724E+00,-3.439E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.723E-02
 1.840E+02, 1.497E+03, 0.000E+00,-5.112E+02,-9.662E+02,-2.430E+01, 9.436E+00, 0.000E+00, 0.000E+00, 4.623E+00, 4.808E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 5.875E-02
 1.860E+02, 1.579E+03, 0.000E+00,-5.375E+02,-1.034E+03,-2.537E+01, 9.666E+00, 0.000E+00, 0.000E+00,-9.143E+00,-8.418E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.106E-02
 1.880E+02, 1.549E+03, 0.000E+00,-5.281E+02,-9.943E+02,-2.530E+01, 9.576E+00, 0.000E+00, 0.000E+00, 8.182E+00, 1.094E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.109E-02
 1.900E+02, 1.594E+03, 0.000E+00,-5.428E+02,-1.026E+03,-2.652E+01, 9.593E+00, 0.000E+00, 0.000E+00, 7.902E+00, 8.057E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.140E-02
 1.920E+02, 1.582E+03, 0.000E+00,-5.387E+02,-1.034E+03,-2.676E+01, 9.898E+00, 0.000E+00, 0.000E+00,-9.662E+00,-8.142E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.220E-02
 1.940E+02, 1.632E+03, 0.000E+00,-5.570E+02,-1.059E+03,-2.593E+01, 9.838E+00, 0.000E+00, 0.000E+00,-5.046E-01,-4.481E-01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.384E-02
 1.960E+02, 1.636E+03, 0.000E+00,-5.579E+02,-1.044E+03,-2.777E+01, 1.012E+01, 0.000E+00, 0.000E+00, 1.348E+01, 1.624E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.397E-02
 1.980E+02, 1.639E+03, 0.000E+00,-5.592E+02,-1.068E+03,-2.718E+01, 9.982E+00, 0.000E+00, 0.000E+00,-4.962E+00,-4.846E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.442E-02
 2.000E+02, 1.694E+03, 0.000E+00,-5.786E+02,-1.084E+03,-2.628E+01, 1.023E+01, 0.000E+00, 0.000E+00, 1.326E+01, 1.554E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.634E-02
 2.020E+02, 1.696E+03, 0.000E+00,-5.792E+02,-1.106E+03,-2.771E+01, 1.024E+01, 0.000E+00, 0.000E+00,-7.225E+00,-6.569E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.646E-02
 2.040E+02, 1.695E+03, 0.000E+00,-5.795E+02,-1.107E+03,-2.601E+01, 1.017E+01, 0.000E+00, 0.000E+00,-8.097E+00,-7.096E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.731E-02
 2.060E+02, 1.743E+03, 0.000E+00,-5.937E+02,-1.111E+03,-2.917E+01, 1.043E+01, 0.000E+00, 0.000E+00, 1.686E+01, 1.904E+01, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.809E-02
 2.080E+02, 1.745E+03, 0.000E+00,-5.955E+02,-1.136E+03,-2.805E+01, 1.062E+01, 0.000E+00, 0.000E+00,-6.761E+00,-4.405E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.997E-02
 2.100E+02, 1.791E+03, 0.000E+00,-6.107E+02,-1.153E+03,-2.859E+01, 1.062E+01, 0.000E+00, 0.000E+00, 6.111E+00, 9.410E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.967E-02
 2.120E+02, 1.779E+03, 0.000E+00,-6.078E+02,-1.144E+03,-2.851E+01, 1.055E+01, 0.000E+00, 0.000E+00, 8.286E+00, 9.191E+00, 0.000E+00, 6.586E-04, 0.000E+00, 0.000E+00, 6.975E-02
