,z,T_CL,T_rms,w_CL,X_O2,X_N2,X_CH4,X_CO2,X_H2O,X_CO,X_H2,X_C2H2,X_C2H6,X_C2H4
51,15.0,1357.2,330.59038098529123,2.5031,0.031575,0.58793,0.12326,0.04261,0.129,0.035099,0.043938,0.0055552,8.2479e-05,0.00049447
52,15.299999999999999,1359.9,332.6409475695979,2.533,0.032123,0.59051,0.12037,0.042777,0.12912,0.034927,0.043643,0.005508,8.1197e-05,0.00048854
53,15.6,1362.6,334.6938899950222,2.5629,0.032671,0.59309,0.11748,0.042944,0.12924,0.034754,0.043348,0.0054608,7.9916e-05,0.0004826
54,15.9,1365.3,336.7194678066595,2.5928,0.033218,0.59567,0.11459,0.043111,0.12936,0.034582,0.043053,0.0054137,7.8635e-05,0.00047667
55,16.2,1367.5,339.08700948281694,2.6213,0.033795,0.59817,0.11184,0.043257,0.12943,0.034403,0.042752,0.0053662,7.7357e-05,0.00047073
56,16.5,1369.5,341.61381705077446,2.649,0.034385,0.60062,0.10916,0.043392,0.12947,0.034221,0.042448,0.0053186,7.6081e-05,0.00046478
57,16.8,1371.4,344.13660078521144,2.6766,0.034976,0.60308,0.10648,0.043527,0.12951,0.034039,0.042145,0.0052709,7.4805e-05,0.00045884
58,17.1,1373.2,346.74197899879385,2.7036,0.035583,0.60551,0.10384,0.043652,0.12953,0.033854,0.041839,0.0052234,7.3475e-05,0.00045271
59,17.4,1374.6,349.5854688055555,2.7291,0.036223,0.60789,0.1013,0.043758,0.1295,0.033663,0.04153,0.0051762,7.2038e-05,0.00044624
60,17.7,1376.0,352.4060158396845,2.7546,0.036864,0.61028,0.09876,0.043864,0.12948,0.033473,0.041221,0.0051289,7.06e-05,0.00043976
61,18.0,1377.3,355.2041666422285,2.7801,0.037504,0.61266,0.09622,0.043969,0.12945,0.033283,0.040912,0.0050816,6.9163e-05,0.00043328
62,18.3,1378.0,358.2457257246763,2.8029,0.038232,0.61502,0.093805,0.044047,0.12932,0.033064,0.040572,0.0050306,6.7556e-05,0.00042609
63,18.6,1378.7,361.2616780119364,2.8257,0.038959,0.61738,0.091391,0.044125,0.1292,0.032844,0.040233,0.0049796,6.5948e-05,0.0004189
64,18.9,1379.3,364.2663860418636,2.8486,0.039686,0.61974,0.088976,0.044203,0.12907,0.032625,0.039893,0.0049286,6.4341e-05,0.0004117
65,19.2,1379.4,367.4506769622285,2.8696,0.040492,0.6221,0.086675,0.044262,0.12886,0.032367,0.039509,0.0048724,6.2815e-05,0.00040437
66,19.5,1379.2,370.7020366817533,2.8897,0.041338,0.62446,0.084431,0.044311,0.12861,0.032089,0.039103,0.0048135,6.1329e-05,0.00039698
67,19.8,1378.9,373.938497616921,2.9099,0.042184,0.62682,0.082186,0.044361,0.12835,0.031811,0.038697,0.0047547,5.9844e-05,0.00038959
68,20.1,1378.3,377.1869562962113,2.9292,0.043069,0.62916,0.080008,0.044398,0.12805,0.031518,0.038275,0.0046942,5.8421e-05,0.00038229
69,20.4,1377.0,380.4996714847465,2.9469,0.04403,0.63148,0.077962,0.04441,0.12767,0.031193,0.037822,0.0046304,5.7124e-05,0.00037517
70,20.7,1375.7,383.7837933003425,2.9646,0.044991,0.63379,0.075916,0.044422,0.12728,0.030868,0.037368,0.0045665,5.5826e-05,0.00036805
71,21.0,1374.3,387.0400496072726,2.9823,0.045952,0.6361,0.07387,0.044434,0.12689,0.030543,0.036915,0.0045027,5.4529e-05,0.00036094
72,21.3,1372.1,390.166631069342,2.998,0.046977,0.63831,0.072034,0.04441,0.12641,0.030202,0.036449,0.0044375,5.3338e-05,0.00035413
73,21.6,1369.9,393.2683562149388,3.0137,0.048003,0.64051,0.070198,0.044385,0.12593,0.029862,0.035983,0.0043724,5.2146e-05,0.00034732
74,21.9,1367.7,396.3584236521283,3.0295,0.049028,0.64272,0.068363,0.044361,0.12544,0.029521,0.035517,0.0043073,5.0955e-05,0.00034051
75,22.2,1365.2,399.2367718534955,3.044,0.050045,0.64481,0.066667,0.044323,0.12494,0.029183,0.035061,0.0042439,4.9824e-05,0.00033407
76,22.5,1362.6,402.0074626173002,3.0578,0.051057,0.64684,0.065042,0.04428,0.12443,0.028848,0.034609,0.0041813,4.8725e-05,0.00032781
77,22.8,1360.0,404.7591876659503,3.0717,0.052069,0.64888,0.063416,0.044236,0.12391,0.028512,0.034157,0.0041187,4.7626e-05,0.00032156
78,23.1,1357.4,407.46779013806724,3.0851,0.05306,0.65085,0.061846,0.044191,0.1234,0.028184,0.033717,0.004058,4.6539e-05,0.00031546
79,23.400000000000002,1354.7,410.10974141075945,3.0977,0.054007,0.65271,0.060387,0.044143,0.12291,0.02787,0.033299,0.0040009,4.548e-05,0.00030968
80,23.7,1352.0,412.7226671749445,3.1103,0.054955,0.65456,0.058927,0.044095,0.12241,0.027556,0.032882,0.0039439,4.4421e-05,0.0003039
81,24.0,1349.4,415.33119314590374,3.1229,0.055902,0.65642,0.057467,0.044047,0.12192,0.027242,0.032464,0.0038868,4.3361e-05,0.00029811
82,24.3,1346.8,417.9952152836202,3.1344,0.056791,0.65813,0.056131,0.043999,0.12145,0.026947,0.032073,0.0038341,4.2302e-05,0.00029257
83,24.6,1344.1,420.6423659119466,3.146,0.057681,0.65985,0.054795,0.043951,0.12098,0.026651,0.031682,0.0037814,4.1242e-05,0.00028702
84,24.9,1341.5,423.2847741178508,3.1575,0.05857,0.66157,0.053459,0.043904,0.12051,0.026356,0.03129,0.0037286,4.0183e-05,0.00028147
85,25.2,1338.9,425.88730903843566,3.1688,0.059437,0.66321,0.052197,0.043856,0.12004,0.026064,0.030905,0.0036771,3.9133e-05,0.00027607
86,25.5,1336.3,428.47403655297484,3.18,0.060291,0.66483,0.050972,0.04381,0.11958,0.025774,0.030523,0.0036261,3.8088e-05,0.00027075
87,25.8,1333.7,431.0452412450461,3.1912,0.061146,0.66644,0.049747,0.043763,0.11912,0.025484,0.03014,0.0035752,3.7043e-05,0.00026543
88,26.1,1331.1,433.5781359801253,3.2021,0.061993,0.66803,0.048558,0.043716,0.11866,0.025194,0.029757,0.0035241,3.6038e-05,0.00026022
89,26.400000000000002,1328.4,436.0504557961154,3.2127,0.062825,0.66956,0.047442,0.04367,0.11819,0.024901,0.029373,0.0034729,3.5115e-05,0.00025522
90,26.700000000000003,1325.8,438.5088368550855,3.2233,0.063657,0.67109,0.046326,0.043624,0.11773,0.024609,0.028988,0.0034217,3.4192e-05,0.00025022
91,27.0,1323.1,440.95351228899403,3.2338,0.06449,0.67262,0.04521,0.043577,0.11727,0.024317,0.028603,0.0033705,3.3269e-05,0.00024522
92,27.3,1320.4,443.0688434092381,3.2441,0.065311,0.67408,0.044201,0.043527,0.1168,0.02402,0.028216,0.0033198,3.2513e-05,0.00024066
93,27.6,1317.6,445.17412323718906,3.2543,0.066133,0.67553,0.043192,0.043476,0.11632,0.023724,0.027829,0.0032692,3.1757e-05,0.00023611
94,27.900000000000002,1314.8,447.2806725088845,3.2645,0.066955,0.67698,0.042183,0.043426,0.11585,0.023427,0.027442,0.0032186,3.1002e-05,0.00023156
95,28.199999999999996,1311.9,449.1324971542362,3.2742,0.067772,0.67838,0.041229,0.043366,0.11537,0.023137,0.027067,0.0031699,3.0305e-05,0.00022726
96,28.499999999999996,1309.0,450.86583370222235,3.2835,0.068588,0.67975,0.040303,0.043302,0.11488,0.02285,0.026698,0.0031221,2.9639e-05,0.00022307
97,28.799999999999997,1306.0,452.5814843760182,3.2929,0.069404,0.68112,0.039376,0.043238,0.1144,0.022562,0.026329,0.0030743,2.8972e-05,0.00021889
98,29.099999999999998,1303.1,454.2576361493552,3.3021,0.070205,0.68246,0.03847,0.043172,0.11392,0.022284,0.025973,0.0030282,2.8316e-05,0.0002148
99,29.4,1300.2,455.85085280165924,3.3111,0.070975,0.68373,0.037607,0.043103,0.11345,0.022024,0.025641,0.0029854,2.7678e-05,0.00021088
100,29.7,1297.3,457.4275898981171,3.3201,0.071746,0.685,0.036743,0.043033,0.11298,0.021765,0.025309,0.0029426,2.7041e-05,0.00020696
101,30.0,1294.4,458.9989106740886,3.3291,0.072517,0.68627,0.035879,0.042964,0.11252,0.021505,0.024977,0.0028997,2.6403e-05,0.00020304
102,30.3,1290.9,460.77109284329026,3.3364,0.07331,0.68748,0.035077,0.042865,0.11202,0.021266,0.024673,0.00286,2.5758e-05,0.00019918
103,30.599999999999998,1287.5,462.536485047396,3.3437,0.074104,0.68869,0.034275,0.042765,0.11151,0.021027,0.024369,0.0028203,2.5112e-05,0.00019531
104,30.9,1284.1,464.29516473898366,3.351,0.074898,0.68989,0.033472,0.042666,0.11101,0.020787,0.024065,0.0027806,2.4467e-05,0.00019145
105,31.2,1280.5,466.12230154756594,3.3579,0.075693,0.69106,0.032711,0.042556,0.11049,0.020556,0.023769,0.0027418,2.3857e-05,0.00018772
106,31.5,1276.8,467.96367380385414,3.3646,0.076488,0.69221,0.031971,0.04244,0.10997,0.020329,0.023477,0.0027035,2.3264e-05,0.00018406
107,31.8,1273.1,469.79782885832924,3.3713,0.077284,0.69335,0.031231,0.042324,0.10945,0.020102,0.023186,0.0026651,2.2672e-05,0.0001804
108,32.1,1269.6,471.5612367444975,3.3778,0.078056,0.69448,0.030506,0.042215,0.10895,0.019877,0.022896,0.002627,2.2093e-05,0.00017682
109,32.4,1266.4,473.1912932419615,3.3839,0.078782,0.69556,0.029812,0.04212,0.10849,0.019655,0.022608,0.0025895,2.1539e-05,0.00017339
110,32.7,1263.2,474.80522322316546,3.39,0.079508,0.69664,0.029117,0.042026,0.10802,0.019433,0.02232,0.002552,2.0986e-05,0.00016996
111,33.0,1260.1,476.41368578159046,3.3961,0.080234,0.69772,0.028422,0.041932,0.10756,0.019211,0.022032,0.0025145,2.0432e-05,0.00016653
112,33.300000000000004,1256.8,477.83888498112,3.402,0.080958,0.69878,0.027772,0.041838,0.10708,0.018983,0.021741,0.0024768,1.9879e-05,0.00016311
113,33.6,1253.5,479.2494131451806,3.4079,0.081683,0.69983,0.027121,0.041744,0.10661,0.018754,0.02145,0.0024391,1.9326e-05,0.0001597
114,33.900000000000006,1250.2,480.66620434559366,3.4139,0.082408,0.70089,0.026471,0.04165,0.10614,0.018526,0.021159,0.0024014,1.8773e-05,0.00015628
115,34.2,1246.9,481.93360538563815,3.4194,0.083129,0.70192,0.025857,0.041556,0.10566,0.018295,0.020866,0.002364,1.8292e-05,0.00015309
116,34.5,1243.5,483.125242561388,3.4246,0.08385,0.70294,0.025262,0.041461,0.10518,0.018061,0.020572,0.0023266,1.7845e-05,0.00015001
117,34.8,1240.1,484.3139477652899,3.4299,0.08457,0.70395,0.024666,0.041366,0.1047,0.017828,0.020279,0.0022892,1.7399e-05,0.00014693
118,35.099999999999994,1236.7,485.44824646917823,3.435,0.085285,0.70496,0.024083,0.041272,0.10422,0.017596,0.019987,0.0022522,1.6977e-05,0.00014395
119,35.4,1233.4,486.4874099090335,3.4398,0.085989,0.70594,0.023523,0.04118,0.10375,0.017366,0.019698,0.0022158,1.6604e-05,0.00014118
120,35.699999999999996,1230.0,487.5243583658154,3.4447,0.086692,0.70692,0.022963,0.041087,0.10328,0.017136,0.019409,0.0021795,1.6231e-05,0.00013841
121,36.0,1226.6,488.5591059431806,3.4495,0.087396,0.7079,0.022403,0.040994,0.10281,0.016906,0.019121,0.0021431,1.5858e-05,0.00013563
122,36.3,1223.2,489.4895300208167,3.4535,0.088092,0.70885,0.021866,0.040899,0.10234,0.016682,0.01884,0.002108,1.5503e-05,0.00013298
123,36.6,1219.8,490.40799340956914,3.4576,0.088788,0.70981,0.02133,0.040803,0.10187,0.016457,0.01856,0.002073,1.5149e-05,0.00013033
124,36.9,1216.4,491.32473986152985,3.4616,0.089484,0.71076,0.020794,0.040708,0.1014,0.016233,0.01828,0.0020379,1.4794e-05,0.00012768
125,37.2,1213.1,492.20930507254735,3.4656,0.09017,0.71168,0.020276,0.040611,0.10093,0.016015,0.018008,0.0020039,1.4475e-05,0.00012519
126,37.5,1209.7,493.0922834520938,3.4696,0.090851,0.7126,0.019767,0.040512,0.10047,0.0158,0.01774,0.0019704,1.4172e-05,0.00012278
127,37.8,1206.3,493.9635614091388,3.4736,0.091532,0.71351,0.019258,0.040414,0.1,0.015584,0.017471,0.0019369,1.387e-05,0.00012037
128,38.1,1203.0,494.86361757559024,3.4776,0.092204,0.7144,0.01876,0.040315,0.099542,0.015375,0.01721,0.0019042,1.3582e-05,0.00011803
129,38.4,1199.7,495.80237998621993,3.4816,0.092857,0.71526,0.018282,0.040214,0.099093,0.015177,0.016964,0.0018733,1.3322e-05,0.00011584
130,38.7,1196.3,496.73936828079167,3.4857,0.09351,0.71612,0.017803,0.040113,0.098645,0.01498,0.016717,0.0018424,1.3063e-05,0.00011364
131,39.0,1193.0,497.66454565299307,3.4897,0.094164,0.71697,0.017325,0.040012,0.098196,0.014782,0.01647,0.0018114,1.2804e-05,0.00011145
132,39.300000000000004,1189.9,498.61809032565196,3.4937,0.094771,0.71776,0.016879,0.039914,0.097777,0.014603,0.016247,0.0017834,1.2529e-05,0.00010932
133,39.6,1186.8,499.56981494081487,3.4977,0.095378,0.71855,0.016432,0.039816,0.097358,0.014425,0.016024,0.0017554,1.2255e-05,0.00010719
134,39.900000000000006,1183.6,500.51972988085095,3.5017,0.095985,0.71935,0.015986,0.039719,0.096939,0.014246,0.015802,0.0017274,1.198e-05,0.00010506
135,40.2,1180.6,501.42796092758925,3.5059,0.096559,0.72009,0.015567,0.039627,0.096543,0.014075,0.015589,0.001701,1.1705e-05,0.00010298
136,40.5,1177.7,502.3046884113267,3.5103,0.097116,0.72082,0.015163,0.039538,0.096157,0.013908,0.015383,0.0016753,1.1428e-05,0.00010094
137,40.8,1174.8,503.1798883103338,3.5146,0.097674,0.72154,0.014758,0.039449,0.095771,0.013741,0.015176,0.0016497,1.1152e-05,9.889e-05
138,41.099999999999994,1171.9,504.0138886975239,3.5188,0.098219,0.72224,0.01437,0.039362,0.095393,0.013577,0.014974,0.0016248,1.0885e-05,9.6902e-05
139,41.4,1169.1,504.7672731071221,3.5226,0.098741,0.72291,0.014013,0.039277,0.095028,0.01342,0.014781,0.0016014,1.0637e-05,9.5029e-05
140,41.699999999999996,1166.2,505.5195347362948,3.5264,0.099262,0.72357,0.013656,0.039192,0.094663,0.013262,0.014588,0.001578,1.0388e-05,9.3156e-05
141,42.0,1163.4,506.2706785900207,3.5302,0.099783,0.72423,0.013299,0.039108,0.094298,0.013104,0.014395,0.0015547,1.014e-05,9.1282e-05
142,42.3,1160.6,506.902357461474,3.534,0.10028,0.72484,0.012979,0.039023,0.093948,0.01296,0.014219,0.0015329,9.8965e-06,8.9515e-05
143,42.6,1157.8,507.53325014229364,3.5378,0.10077,0.72545,0.012658,0.038937,0.093597,0.012816,0.014043,0.0015111,9.6532e-06,8.7748e-05
144,42.9,1155.1,508.163359560683,3.5416,0.10126,0.72605,0.012338,0.038852,0.093246,0.012671,0.013867,0.0014893,9.4098e-06,8.5982e-05
145,43.2,1152.3,508.7238936790762,3.5452,0.10175,0.72664,0.012033,0.038767,0.092898,0.01253,0.013694,0.0014677,9.1781e-06,8.4271e-05
146,43.5,1149.5,509.2543568787605,3.5486,0.10223,0.72723,0.011736,0.038681,0.092551,0.012389,0.013523,0.0014462,8.9523e-06,8.2587e-05
147,43.8,1146.8,509.77445993301785,3.5521,0.10272,0.72781,0.011438,0.038596,0.092203,0.012249,0.013351,0.0014246,8.7264e-06,8.0904e-05
148,44.1,1144.0,510.2548382916129,3.5554,0.1032,0.72839,0.011144,0.038509,0.091853,0.012108,0.013178,0.001403,8.5084e-06,7.9252e-05
149,44.4,1141.2,510.6270654792987,3.5582,0.1037,0.72898,0.010857,0.038421,0.091497,0.011963,0.013002,0.0013812,8.3062e-06,7.7661e-05
150,44.7,1138.4,510.98923667725137,3.5611,0.10419,0.72956,0.010569,0.038332,0.09114,0.011819,0.012825,0.0013594,8.104e-06,7.607e-05
151,45.0,1135.6,511.36092928576386,3.5639,0.10468,0.73015,0.010282,0.038244,0.090784,0.011675,0.012649,0.0013377,7.9018e-06,7.4479e-05
152,45.300000000000004,1132.7,511.61508969145933,3.5662,0.10519,0.73073,0.01,0.038151,0.090416,0.011528,0.012469,0.0013157,7.7135e-06,7.2934e-05
153,45.6,1129.9,511.8788919265962,3.5685,0.1057,0.73132,0.0097183,0.038058,0.090049,0.011382,0.012289,0.0012937,7.5251e-06,7.1389e-05
154,45.9,1127.1,512.1327952787245,3.5709,0.1062,0.73191,0.0094363,0.037965,0.089681,0.011235,0.012109,0.0012716,7.3368e-06,6.9844e-05
155,46.2,1124.1,512.3377792043058,3.5724,0.10673,0.7325,0.0091624,0.037864,0.089294,0.011086,0.011926,0.0012493,7.1546e-06,6.831e-05
156,46.5,1121.0,512.5231702079429,3.5736,0.10727,0.7331,0.0088926,0.03776,0.088899,0.010935,0.011741,0.0012269,6.9755e-06,6.6781e-05
157,46.800000000000004,1118.0,512.6987419528158,3.5748,0.1078,0.7337,0.0086227,0.037656,0.088503,0.010784,0.011556,0.0012045,6.7964e-06,6.5252e-05
158,47.099999999999994,1114.8,512.8352561983233,3.5756,0.10836,0.73429,0.0083608,0.037544,0.08809,0.010631,0.01137,0.0011822,6.619e-06,6.3736e-05
159,47.4,1111.2,512.8547552670249,3.5756,0.10894,0.73489,0.0081148,0.037418,0.087644,0.010473,0.011182,0.0011601,6.4453e-06,6.2244e-05
160,47.699999999999996,1107.6,512.8742535943874,3.5757,0.10953,0.7355,0.0078687,0.037291,0.087197,0.010315,0.010995,0.0011381,6.2715e-06,6.0752e-05
161,48.0,1104.1,512.8937511804954,3.5757,0.11012,0.7361,0.0076227,0.037164,0.086751,0.010157,0.010807,0.0011161,6.0977e-06,5.926e-05
162,48.3,1100.0,512.7865052826565,3.5745,0.11075,0.73668,0.0074028,0.037011,0.086257,0.010004,0.01063,0.0010957,5.9287e-06,5.7828e-05
163,48.6,1095.9,512.6694841708447,3.5733,0.11138,0.73727,0.007183,0.036857,0.085764,0.0098506,0.010452,0.0010753,5.7597e-06,5.6395e-05
164,48.9,1091.8,512.5621913485231,3.5721,0.11201,0.73786,0.0069632,0.036704,0.08527,0.0096973,0.010275,0.0010549,5.5907e-06,5.4963e-05
165,49.2,1087.6,512.4939024027506,3.5704,0.11264,0.73842,0.0067581,0.036542,0.08477,0.0095528,0.010108,0.0010355,5.4327e-06,5.3594e-05
166,49.5,1083.4,512.4353617774636,3.5686,0.11327,0.73898,0.0065605,0.036376,0.084266,0.0094127,0.009946,0.0010165,5.2803e-06,5.2256e-05
167,49.8,1079.2,512.3865728139253,3.5667,0.11391,0.73953,0.0063628,0.03621,0.083763,0.0092725,0.009784,0.00099755,5.1279e-06,5.0918e-05
168,50.1,1075.0,512.396330978277,3.565,0.11453,0.74008,0.0061737,0.036044,0.083263,0.0091351,0.0096249,0.00097894,4.9828e-06,4.9633e-05
169,50.4,1070.8,512.5231702079429,3.5635,0.11515,0.7406,0.0060018,0.03588,0.082771,0.0090032,0.0094714,0.00096102,4.8522e-06,4.8454e-05
170,50.7,1066.6,512.6499780552028,3.562,0.11576,0.74112,0.0058299,0.035715,0.082279,0.0088712,0.0093179,0.00094311,4.7216e-06,4.7274e-05
171,51.0,1062.5,512.7865052826565,3.5605,0.11638,0.74164,0.005658,0.035551,0.081787,0.0087393,0.0091644,0.00092519,4.5911e-06,4.6095e-05
172,51.300000000000004,1058.3,512.9034996956055,3.5587,0.11697,0.74212,0.005512,0.035389,0.081307,0.0086134,0.0090198,0.00090856,4.474e-06,4.506e-05
173,51.6,1054.2,513.0302135352264,3.5569,0.11756,0.74261,0.0053659,0.035227,0.080827,0.0084874,0.0088752,0.00089194,4.3569e-06,4.4024e-05
