,z,T_CL,T_rms,w_CL,X_O2,X_N2,X_CH4,X_CO2,X_H2O,X_CO,X_H2,X_C2H2,X_C2H6,X_C2H4
17,4.8,1120.0,311.557378343059,0.98686,0.016524,0.43978,0.32411,0.0311,0.10457,0.033773,0.043329,0.0055014,0.00019105,0.0006878
18,5.1,1137.8,313.4453700407776,1.0401,0.017227,0.44998,0.30928,0.031846,0.10663,0.034236,0.043896,0.0055746,0.00018779,0.000688
19,5.4,1155.6,315.32205758557393,1.0934,0.017931,0.46019,0.29446,0.032592,0.10869,0.034698,0.044462,0.0056478,0.00018453,0.00068819
20,5.7,1173.4,317.1907943178679,1.1467,0.018635,0.4704,0.27963,0.033337,0.11075,0.03516,0.045029,0.005721,0.00018127,0.00068839
21,6.0,1191.2,319.04545130749005,1.1999,0.019339,0.4806,0.2648,0.034083,0.11282,0.035622,0.045596,0.0057943,0.00017801,0.00068858
22,6.3,1201.4,319.90623626306507,1.2552,0.02003,0.48705,0.25601,0.034538,0.11385,0.035719,0.045662,0.0057998,0.00017463,0.00068308
23,6.6000000000000005,1211.7,320.7802986469088,1.3104,0.020722,0.49349,0.24723,0.034993,0.11488,0.035817,0.045729,0.0058053,0.00017125,0.00067757
24,6.9,1221.9,321.6519858480591,1.3656,0.021413,0.49993,0.23844,0.035448,0.11592,0.035914,0.045795,0.0058109,0.00016787,0.00067207
25,7.199999999999999,1232.1,322.52131712493053,1.4208,0.022104,0.50637,0.22965,0.035903,0.11695,0.036012,0.045862,0.0058164,0.00016449,0.00066656
26,7.5,1242.3,323.37284981890485,1.4761,0.022795,0.51281,0.22086,0.036358,0.11798,0.036109,0.045928,0.005822,0.00016111,0.00066106
27,7.8,1252.6,324.237567225021,1.5313,0.023487,0.51925,0.21208,0.036813,0.11902,0.036206,0.045995,0.0058275,0.00015773,0.00065555
28,8.1,1261.5,325.17687494654353,1.5828,0.024189,0.52513,0.20421,0.037218,0.11988,0.036248,0.045987,0.0058232,0.00015441,0.00064932
29,8.4,1267.8,326.25143677844545,1.6269,0.024915,0.52986,0.19817,0.037523,0.12041,0.036178,0.045831,0.0057993,0.00015124,0.00064165
30,8.7,1274.1,327.3224709670877,1.671,0.025641,0.5346,0.19213,0.037827,0.12094,0.036108,0.045675,0.0057753,0.00014806,0.00063397
31,9.0,1280.4,328.3900120283807,1.7151,0.026366,0.53934,0.1861,0.038132,0.12146,0.036038,0.045519,0.0057513,0.00014488,0.0006263
32,9.3,1286.7,329.45409391901626,1.7593,0.027092,0.54407,0.18006,0.038437,0.12199,0.035969,0.045363,0.0057273,0.0001417,0.00061862
33,9.6,1293.0,330.5298776207682,1.8034,0.027817,0.54881,0.17402,0.038742,0.12252,0.035899,0.045207,0.0057034,0.00013852,0.00061094
34,9.9,1299.3,331.587092631785,1.8475,0.028543,0.55354,0.16799,0.039046,0.12305,0.035829,0.045052,0.0056794,0.00013534,0.00060327
35,10.2,1304.1,333.1065895475501,1.8877,0.029253,0.55757,0.16301,0.039288,0.1234,0.035719,0.044846,0.0056488,0.00013233,0.00059524
36,10.5,1308.1,334.8731102970198,1.926,0.029955,0.56125,0.15856,0.039499,0.12366,0.03559,0.044616,0.0056148,0.00012939,0.00058704
37,10.8,1312.1,336.61550766415974,1.9644,0.030658,0.56493,0.15412,0.039709,0.12392,0.03546,0.044387,0.0055809,0.00012645,0.00057884
38,11.1,1316.1,338.3489323169204,2.0027,0.03136,0.5686,0.14967,0.03992,0.12418,0.03533,0.044157,0.005547,0.00012351,0.00057064
39,11.4,1320.1,340.073521462639,2.041,0.032063,0.57228,0.14523,0.04013,0.12444,0.035201,0.043927,0.005513,0.00012058,0.00056244
40,11.700000000000001,1324.1,341.7894088470267,2.0793,0.032765,0.57596,0.14078,0.040341,0.12471,0.035071,0.043697,0.0054791,0.00011764,0.00055424
41,12.0,1328.1,343.4967248752162,2.1176,0.033468,0.57963,0.13634,0.040551,0.12497,0.034941,0.043467,0.0054452,0.0001147,0.00054604
42,12.3,1330.7,345.5719896056392,2.1503,0.034128,0.58259,0.13291,0.040704,0.12508,0.034787,0.043215,0.0054081,0.00011198,0.00053787
43,12.6,1333.3,347.6348659153739,2.183,0.034788,0.58555,0.12949,0.040857,0.12519,0.034632,0.042963,0.0053711,0.00010926,0.00052969
44,12.9,1335.9,349.6712741990683,2.2157,0.035448,0.58851,0.12606,0.04101,0.12529,0.034478,0.04271,0.005334,0.00010653,0.00052152
45,13.200000000000001,1338.5,351.7101079013795,2.2484,0.036109,0.59147,0.12264,0.041163,0.1254,0.034323,0.042458,0.005297,0.00010381,0.00051334
46,13.5,1341.1,353.73719058080394,2.2811,0.036769,0.59444,0.11922,0.041316,0.12551,0.034169,0.042206,0.0052599,0.00010109,0.00050517
47,13.8,1343.7,355.7386681259151,2.3138,0.037429,0.5974,0.11579,0.041469,0.12562,0.034014,0.041954,0.0052229,9.8364e-05,0.00049699
48,14.099999999999998,1345.9,357.8407467016578,2.3449,0.038094,0.60021,0.1126,0.041606,0.12568,0.03385,0.041691,0.0051843,9.5782e-05,0.00048895
49,14.399999999999999,1347.2,360.1110939696249,2.3728,0.038765,0.60272,0.10986,0.041713,0.12566,0.033665,0.041407,0.0051428,9.3483e-05,0.00048118
50,14.7,1348.6,362.3534186398688,2.4007,0.039437,0.60523,0.10712,0.041819,0.12563,0.033479,0.041122,0.0051012,9.1183e-05,0.00047341
51,15.0,1349.9,364.5956664580642,2.4285,0.040109,0.60775,0.10438,0.041925,0.1256,0.033294,0.040838,0.0050596,8.8884e-05,0.00046564
52,15.299999999999999,1351.3,366.824208579532,2.4564,0.040781,0.61026,0.10165,0.042032,0.12557,0.033109,0.040554,0.005018,8.6584e-05,0.00045787
53,15.6,1352.6,369.0392933008625,2.4843,0.041453,0.61278,0.098907,0.042138,0.12555,0.032924,0.04027,0.0049765,8.4285e-05,0.0004501
54,15.9,1354.0,371.241161510951,2.5122,0.042125,0.61529,0.096169,0.042244,0.12552,0.032739,0.039985,0.0049349,8.1985e-05,0.00044233
55,16.2,1354.7,373.5371467471475,2.5371,0.042808,0.6176,0.093771,0.042331,0.12542,0.03253,0.039672,0.004889,8.009e-05,0.0004352
56,16.5,1355.2,375.87231874667225,2.5605,0.043497,0.6198,0.091544,0.042407,0.12529,0.032309,0.039343,0.0048408,7.8398e-05,0.00042839
57,16.8,1355.6,378.20629291433005,2.5839,0.044186,0.622,0.089316,0.042484,0.12516,0.032088,0.039015,0.0047927,7.6706e-05,0.00042157
58,17.1,1356.0,380.51281187366084,2.6074,0.044875,0.62421,0.087089,0.04256,0.12503,0.031867,0.038687,0.0047446,7.5014e-05,0.00041476
59,17.4,1356.5,382.8054336082496,2.6308,0.045563,0.62641,0.084861,0.042636,0.1249,0.031646,0.038359,0.0046965,7.3322e-05,0.00040795
60,17.7,1356.9,385.08440633191054,2.6542,0.046252,0.62862,0.082634,0.042713,0.12477,0.031424,0.03803,0.0046484,7.163e-05,0.00040114
61,18.0,1357.3,387.3499709564982,2.6776,0.046941,0.63082,0.080406,0.042789,0.12464,0.031203,0.037702,0.0046003,6.9937e-05,0.00039432
62,18.3,1357.2,389.73067623680845,2.6981,0.047617,0.63277,0.078547,0.042846,0.12445,0.030968,0.037361,0.0045508,6.8602e-05,0.00038831
63,18.6,1357.1,392.096926792343,2.7185,0.048294,0.63472,0.076688,0.042902,0.12427,0.030733,0.037019,0.0045014,6.7266e-05,0.00038229
64,18.9,1357.1,394.4489827594945,2.739,0.04897,0.63667,0.074828,0.042959,0.12408,0.030498,0.036677,0.004452,6.593e-05,0.00037627
65,19.2,1357.0,396.78709656439185,2.7594,0.049646,0.63863,0.072969,0.043015,0.12389,0.030262,0.036336,0.0044025,6.4595e-05,0.00037026
66,19.5,1356.9,399.1115132390946,2.7798,0.050323,0.64058,0.07111,0.043072,0.12371,0.030027,0.035994,0.0043531,6.3259e-05,0.00036424
67,19.8,1356.8,401.41001482274953,2.8003,0.050999,0.64253,0.069251,0.043128,0.12352,0.029792,0.035652,0.0043037,6.1923e-05,0.00035822
68,20.1,1356.4,403.74496900890296,2.8196,0.051686,0.64442,0.067488,0.043172,0.1233,0.029554,0.035312,0.0042548,6.0601e-05,0.00035228
69,20.4,1355.6,406.1526806510084,2.8367,0.052394,0.64617,0.065915,0.043191,0.12303,0.029313,0.034972,0.0042069,5.9306e-05,0.0003465
70,20.7,1354.7,408.53396431630995,2.8538,0.053102,0.64793,0.064343,0.04321,0.12276,0.029071,0.034633,0.004159,5.801e-05,0.00034071
71,21.0,1353.8,410.91361622608713,2.8709,0.05381,0.64969,0.062771,0.04323,0.12249,0.028829,0.034294,0.0041111,5.6715e-05,0.00033492
72,21.3,1352.9,413.26746787038536,2.888,0.054518,0.65145,0.061199,0.043249,0.12222,0.028587,0.033955,0.0040633,5.542e-05,0.00032914
73,21.6,1352.0,415.62001876714265,2.9051,0.055226,0.6532,0.059627,0.043268,0.12195,0.028345,0.033616,0.0040154,5.4124e-05,0.00032335
74,21.9,1351.1,417.9473651071388,2.9222,0.055934,0.65496,0.058055,0.043287,0.12168,0.028104,0.033277,0.0039675,5.2829e-05,0.00031756
75,22.2,1349.8,420.21423107743504,2.9375,0.05664,0.65659,0.056651,0.04329,0.12137,0.027862,0.032943,0.0039207,5.1605e-05,0.00031199
76,22.5,1348.4,422.43342670768845,2.952,0.057344,0.65816,0.055332,0.043284,0.12105,0.027621,0.032611,0.0038743,5.0418e-05,0.00030652
77,22.8,1347.0,424.6410248668868,2.9666,0.058049,0.65973,0.054014,0.043279,0.12073,0.02738,0.03228,0.003828,4.9231e-05,0.00030105
78,23.1,1345.6,426.8372055011137,2.9811,0.058753,0.6613,0.052695,0.043273,0.12042,0.027139,0.031948,0.0037816,4.8043e-05,0.00029558
79,23.400000000000002,1344.1,429.0221439506357,2.9956,0.059458,0.66287,0.051376,0.043267,0.1201,0.026897,0.031616,0.0037353,4.6856e-05,0.00029011
80,23.7,1342.7,431.1960111132755,3.0101,0.060162,0.66443,0.050057,0.043262,0.11978,0.026656,0.031285,0.003689,4.5668e-05,0.00028464
81,24.0,1341.3,433.37051122567163,3.0246,0.060867,0.666,0.048738,0.043256,0.11946,0.026415,0.030953,0.0036426,4.4481e-05,0.00027917
82,24.3,1339.7,435.4423038704439,3.0364,0.061524,0.66738,0.047633,0.043242,0.11914,0.026184,0.030636,0.0035988,4.3548e-05,0.00027436
83,24.6,1338.1,437.50428569329466,3.0483,0.062181,0.66876,0.046528,0.043228,0.11882,0.025954,0.030319,0.003555,4.2615e-05,0.00026955
84,24.9,1336.6,439.55659476340475,3.0601,0.062838,0.67014,0.045423,0.043214,0.1185,0.025723,0.030002,0.0035111,4.1682e-05,0.00026473
85,25.2,1335.0,441.6106882764501,3.072,0.063495,0.67153,0.044319,0.0432,0.11818,0.025492,0.029685,0.0034673,4.0748e-05,0.00025992
86,25.5,1333.4,443.64400142456566,3.0838,0.064152,0.67291,0.043214,0.043186,0.11786,0.025262,0.029368,0.0034235,3.9815e-05,0.00025511
87,25.8,1331.8,445.6680378936771,3.0957,0.064809,0.67429,0.042109,0.043172,0.11754,0.025031,0.029051,0.0033797,3.8882e-05,0.0002503
88,26.1,1330.2,447.6494163963581,3.1072,0.065455,0.67562,0.041058,0.043157,0.11723,0.024802,0.028738,0.0033368,3.7982e-05,0.00024563
89,26.400000000000002,1328.5,449.5553358597804,3.1179,0.066079,0.67686,0.040113,0.043137,0.1169,0.024578,0.028433,0.0032957,3.7149e-05,0.00024126
90,26.700000000000003,1326.7,451.45320909259243,3.1287,0.066704,0.6781,0.039169,0.043117,0.11658,0.024353,0.028128,0.0032546,3.6316e-05,0.0002369
91,27.0,1325.0,453.343137148893,3.1394,0.067328,0.67934,0.038224,0.043098,0.11626,0.024129,0.027823,0.0032135,3.5483e-05,0.00023253
92,27.3,1323.3,455.2252189850646,3.1502,0.067953,0.68058,0.03728,0.043078,0.11594,0.023904,0.027518,0.0031725,3.465e-05,0.00022816
93,27.6,1321.6,457.099551520235,3.1609,0.068577,0.68183,0.036335,0.043058,0.11562,0.02368,0.027213,0.0031314,3.3817e-05,0.0002238
94,27.900000000000002,1319.8,458.9771236129313,3.1717,0.069201,0.68307,0.035391,0.043039,0.1153,0.023455,0.026908,0.0030903,3.2984e-05,0.00021943
95,28.199999999999996,1318.0,460.7168327725828,3.1819,0.069814,0.68423,0.034542,0.043013,0.11497,0.023233,0.026611,0.0030506,3.2223e-05,0.00021535
96,28.499999999999996,1316.0,462.39593423818076,3.1918,0.070421,0.68535,0.03374,0.042985,0.11463,0.023012,0.026317,0.0030117,3.1499e-05,0.00021141
97,28.799999999999997,1314.1,464.0797345284536,3.2017,0.071028,0.68647,0.032938,0.042957,0.11429,0.02279,0.026024,0.0029727,3.0774e-05,0.00020747
98,29.099999999999998,1312.2,465.7467122803982,3.2116,0.071635,0.68759,0.032136,0.042928,0.11396,0.022569,0.025731,0.0029338,3.005e-05,0.00020353
99,29.4,1310.2,467.40774490801925,3.2215,0.072242,0.68872,0.031334,0.0429,0.11362,0.022348,0.025437,0.0028948,2.9325e-05,0.00019959
100,29.7,1308.3,469.0628955694535,3.2314,0.072849,0.68984,0.030532,0.042872,0.11329,0.022127,0.025144,0.0028558,2.86e-05,0.00019565
101,30.0,1306.4,470.7228483938293,3.2413,0.073456,0.69096,0.029731,0.042843,0.11295,0.021906,0.02485,0.0028169,2.7876e-05,0.00019171
102,30.3,1304.1,472.2393460947531,3.2491,0.07406,0.69197,0.029056,0.042799,0.11259,0.021692,0.024572,0.00278,2.7253e-05,0.00018817
103,30.599999999999998,1301.9,473.75098944487706,3.2568,0.074665,0.69299,0.028382,0.042754,0.11223,0.021479,0.024294,0.0027431,2.6631e-05,0.00018463
104,30.9,1299.6,475.25782476462183,3.2645,0.075269,0.694,0.027708,0.042709,0.11186,0.021265,0.024016,0.0027062,2.6009e-05,0.00018108
105,31.2,1297.3,476.770384986316,3.2722,0.075873,0.69502,0.027034,0.042665,0.1115,0.021052,0.023738,0.0026693,2.5386e-05,0.00017754
106,31.5,1295.1,478.2677074609993,3.28,0.076477,0.69603,0.026359,0.04262,0.11114,0.020838,0.02346,0.0026325,2.4764e-05,0.000174
107,31.8,1292.8,479.7603568449565,3.2877,0.077082,0.69704,0.025685,0.042575,0.11078,0.020625,0.023182,0.0025956,2.4141e-05,0.00017045
108,32.1,1290.4,481.24837662063857,3.2951,0.077689,0.69803,0.025051,0.042523,0.11041,0.020413,0.022908,0.0025594,2.3543e-05,0.00016704
109,32.4,1287.6,482.71109371962854,3.302,0.078305,0.69895,0.024496,0.042457,0.11001,0.020206,0.022643,0.0025245,2.2991e-05,0.00016387
110,32.7,1284.9,484.1693918454573,3.3089,0.07892,0.69986,0.023942,0.04239,0.10961,0.019999,0.022379,0.0024896,2.244e-05,0.00016071
111,33.0,1282.2,485.623310807873,3.3158,0.079535,0.70078,0.023387,0.042324,0.10921,0.019792,0.022114,0.0024547,2.1889e-05,0.00015754
112,33.300000000000004,1279.4,487.0728898224577,3.3227,0.08015,0.7017,0.022833,0.042257,0.10881,0.019586,0.021849,0.0024198,2.1338e-05,0.00015438
113,33.6,1276.7,488.5181675229694,3.3295,0.080765,0.70262,0.022278,0.04219,0.10842,0.019379,0.021584,0.0023849,2.0787e-05,0.00015121
114,33.900000000000006,1273.9,489.95918197335584,3.3364,0.081381,0.70354,0.021724,0.042124,0.10802,0.019172,0.021319,0.00235,2.0236e-05,0.00014805
115,34.2,1271.1,491.3349163249036,3.3422,0.081976,0.70439,0.021241,0.042054,0.10762,0.018971,0.021064,0.0023168,1.9771e-05,0.00014525
116,34.5,1268.2,492.6865129065337,3.3474,0.082562,0.7052,0.020795,0.041982,0.10723,0.018772,0.020815,0.0022845,1.9349e-05,0.00014264
117,34.8,1265.4,494.0344117569139,3.3526,0.083148,0.70602,0.020349,0.041911,0.10683,0.018574,0.020565,0.0022521,1.8926e-05,0.00014002
118,35.099999999999994,1262.5,495.3786430600334,3.3577,0.083734,0.70683,0.019902,0.041839,0.10644,0.018376,0.020316,0.0022198,1.8504e-05,0.00013741
119,35.4,1259.7,496.71923659145716,3.3629,0.08432,0.70765,0.019456,0.041768,0.10604,0.018178,0.020066,0.0021874,1.8082e-05,0.0001348
120,35.699999999999996,1256.8,498.0562217260216,3.3681,0.084906,0.70846,0.01901,0.041696,0.10565,0.017979,0.019816,0.0021551,1.766e-05,0.00013219
121,36.0,1254.0,499.3896274453445,3.3733,0.085492,0.70927,0.018563,0.041624,0.10525,0.017781,0.019567,0.0021227,1.7238e-05,0.00012958
122,36.3,1251.3,500.4597885944484,3.3775,0.086025,0.70999,0.018194,0.04156,0.10489,0.017593,0.019335,0.0020938,1.6908e-05,0.00012746
123,36.6,1248.6,501.5276662358718,3.3818,0.086559,0.71071,0.017825,0.041497,0.10452,0.017405,0.019103,0.0020649,1.6578e-05,0.00012534
124,36.9,1246.0,502.5833264245841,3.386,0.087092,0.71143,0.017455,0.041433,0.10415,0.017216,0.018871,0.002036,1.6248e-05,0.00012322
125,37.2,1243.3,503.6467015676763,3.3903,0.087626,0.71216,0.017086,0.041369,0.10379,0.017028,0.018639,0.0020071,1.5918e-05,0.0001211
126,37.5,1240.7,504.70783627758345,3.3945,0.088159,0.71288,0.016716,0.041305,0.10342,0.01684,0.018406,0.0019781,1.5589e-05,0.00011898
127,37.8,1238.0,505.7667446560717,3.3988,0.088693,0.7136,0.016347,0.041241,0.10306,0.016652,0.018174,0.0019492,1.5259e-05,0.00011686
128,38.1,1235.3,506.7543783727971,3.403,0.089227,0.7143,0.015997,0.041173,0.10269,0.016466,0.017948,0.0019214,1.4944e-05,0.00011485
129,38.4,1232.4,507.6120565944036,3.4074,0.089761,0.71496,0.015685,0.041096,0.10231,0.016287,0.017731,0.0018957,1.466e-05,0.00011306
130,38.7,1229.5,508.4682880967111,3.4117,0.090295,0.71562,0.015373,0.041018,0.10193,0.016107,0.017515,0.0018701,1.4377e-05,0.00011127
131,39.0,1226.6,509.3230801760313,3.416,0.090829,0.71628,0.015062,0.040941,0.10155,0.015928,0.017299,0.0018444,1.4093e-05,0.00010948
132,39.300000000000004,1223.7,510.17644006755154,3.4204,0.091363,0.71695,0.01475,0.040864,0.10117,0.015748,0.017083,0.0018187,1.3809e-05,0.00010769
133,39.6,1220.8,511.0283749460493,3.4247,0.091897,0.71761,0.014439,0.040786,0.10079,0.015569,0.016866,0.0017931,1.3525e-05,0.00010591
134,39.900000000000006,1217.9,511.8788919265962,3.4291,0.092432,0.71827,0.014127,0.040709,0.10041,0.015389,0.01665,0.0017674,1.3241e-05,0.00010412
135,40.2,1214.9,512.6304711973333,3.4326,0.092958,0.71889,0.013842,0.040624,0.10003,0.015221,0.016448,0.0017436,1.2993e-05,0.00010248
136,40.5,1211.9,513.3419912689785,3.4358,0.09348,0.7195,0.013571,0.040535,0.099644,0.015057,0.016253,0.0017207,1.2762e-05,0.00010092
137,40.8,1208.9,514.0427997744935,3.439,0.094003,0.7201,0.013299,0.040446,0.099263,0.014894,0.016059,0.0016977,1.2531e-05,9.9353e-05
138,41.099999999999994,1205.9,514.7426541486532,3.4422,0.094525,0.72071,0.013028,0.040357,0.098881,0.014731,0.015864,0.0016748,1.2301e-05,9.779e-05
139,41.4,1202.9,515.4415582779487,3.4454,0.095047,0.72131,0.012756,0.040268,0.0985,0.014568,0.015669,0.0016519,1.207e-05,9.6227e-05
140,41.699999999999996,1199.9,516.1492032348785,3.4486,0.09557,0.72192,0.012485,0.040179,0.098118,0.014405,0.015474,0.001629,1.1839e-05,9.4664e-05
141,42.0,1196.9,516.8462053648068,3.4518,0.096092,0.72252,0.012213,0.040091,0.097737,0.014241,0.015279,0.0016061,1.1608e-05,9.3101e-05
142,42.3,1193.9,517.4359863789916,3.4548,0.096598,0.72309,0.011968,0.039998,0.097362,0.014089,0.015097,0.0015845,1.139e-05,9.1591e-05
143,42.6,1190.9,518.0250959171766,3.4577,0.097104,0.72365,0.011722,0.039906,0.096987,0.013936,0.014915,0.0015629,1.1171e-05,9.0082e-05
144,42.9,1187.9,518.6231772684287,3.4607,0.09761,0.72422,0.011477,0.039814,0.096613,0.013784,0.014733,0.0015413,1.0952e-05,8.8573e-05
145,43.2,1185.0,519.2109397922967,3.4636,0.098116,0.72479,0.011231,0.039722,0.096238,0.013631,0.014551,0.0015197,1.0733e-05,8.7063e-05
146,43.5,1182.0,519.7980377031064,3.4666,0.098622,0.72535,0.010986,0.03963,0.095864,0.013479,0.014369,0.0014982,1.0514e-05,8.5554e-05
147,43.8,1179.0,520.3844732503075,3.4695,0.099128,0.72592,0.01074,0.039538,0.095489,0.013326,0.014187,0.0014766,1.0295e-05,8.4044e-05
148,44.1,1176.1,520.9222590751906,3.4722,0.099625,0.72647,0.010504,0.039448,0.095121,0.013175,0.014006,0.0014552,1.008e-05,8.2556e-05
149,44.4,1173.3,521.3348252323069,3.4745,0.1001,0.727,0.010286,0.039362,0.094764,0.013025,0.013827,0.0014341,9.8734e-06,8.1109e-05
150,44.7,1170.5,521.7566482566369,3.4769,0.10058,0.72754,0.010068,0.039277,0.094407,0.012875,0.013649,0.001413,9.6666e-06,7.9662e-05
151,45.0,1167.8,522.178130526356,3.4792,0.10106,0.72807,0.0098496,0.039192,0.094051,0.012726,0.01347,0.0013919,9.4598e-06,7.8215e-05
152,45.300000000000004,1165.0,522.5897052181568,3.4815,0.10154,0.7286,0.0096315,0.039106,0.093694,0.012576,0.013291,0.0013708,9.253e-06,7.6768e-05
153,45.6,1162.2,523.0105161466641,3.4838,0.10202,0.72913,0.0094134,0.039021,0.093338,0.012426,0.013112,0.0013497,9.0461e-06,7.5321e-05
154,45.9,1159.4,523.4309887654723,3.4861,0.1025,0.72967,0.0091953,0.038936,0.092981,0.012277,0.012934,0.0013286,8.8393e-06,7.3874e-05
155,46.2,1156.5,523.6601951647652,3.4883,0.10299,0.73018,0.0089993,0.038843,0.092611,0.012128,0.012759,0.0013083,8.6506e-06,7.2522e-05
156,46.5,1153.6,523.7938525794284,3.4904,0.10348,0.73069,0.0088144,0.038747,0.092233,0.011979,0.012586,0.0012885,8.4708e-06,7.1219e-05
157,46.800000000000004,1150.6,523.9370191158475,3.4925,0.10398,0.7312,0.0086294,0.03865,0.091856,0.011831,0.012413,0.0012687,8.2911e-06,6.9916e-05
158,47.099999999999994,1147.6,524.0706059301551,3.4946,0.10447,0.73171,0.0084445,0.038554,0.091479,0.011683,0.01224,0.0012489,8.1113e-06,6.8612e-05
159,47.4,1144.7,524.2041587015502,3.4967,0.10497,0.73222,0.0082596,0.038458,0.091102,0.011534,0.012067,0.001229,7.9315e-06,6.7309e-05
160,47.699999999999996,1141.7,524.3376774560455,3.4988,0.10546,0.73273,0.0080747,0.038361,0.090724,0.011386,0.011894,0.0012092,7.7518e-06,6.6005e-05
161,48.0,1138.7,524.4806955456035,3.5009,0.10595,0.73323,0.0078898,0.038265,0.090347,0.011237,0.011722,0.0011894,7.572e-06,6.4702e-05
162,48.3,1135.5,524.3281415297104,3.5014,0.10646,0.73371,0.0077355,0.038152,0.089949,0.011099,0.011566,0.0011718,7.4269e-06,6.3577e-05
163,48.6,1132.3,524.1755431150904,3.502,0.10697,0.73418,0.0075813,0.038039,0.089551,0.010961,0.01141,0.0011542,7.2819e-06,6.2453e-05
164,48.9,1129.1,524.0324417438294,3.5026,0.10747,0.73465,0.007427,0.037925,0.089153,0.010823,0.011254,0.0011366,7.1368e-06,6.1329e-05
165,49.2,1125.9,523.8797571962482,3.5031,0.10798,0.73512,0.0072728,0.037812,0.088754,0.010685,0.011098,0.001119,6.9918e-06,6.0204e-05
166,49.5,1122.7,523.7365750069399,3.5037,0.10848,0.7356,0.0071186,0.037699,0.088356,0.010547,0.010942,0.0011014,6.8467e-06,5.908e-05
167,49.8,1119.5,523.5838041803814,3.5042,0.10899,0.73607,0.0069643,0.037585,0.087958,0.01041,0.010786,0.0010838,6.7016e-06,5.7956e-05
168,50.1,1116.3,523.3832247980441,3.5049,0.10949,0.73653,0.0068154,0.037472,0.087564,0.010275,0.010634,0.0010667,6.5617e-06,5.6864e-05
169,50.4,1113.2,523.0869908533379,3.5057,0.10997,0.73697,0.0066773,0.037359,0.087178,0.010146,0.01049,0.0010506,6.432e-06,5.5839e-05
170,50.7,1110.1,522.8001530221658,3.5064,0.11046,0.73741,0.0065392,0.037246,0.086793,0.010017,0.010345,0.0010344,6.3023e-06,5.4814e-05
171,51.0,1107.0,522.5035885044235,3.5072,0.11094,0.73785,0.006401,0.037133,0.086407,0.0098876,0.010201,0.0010182,6.1726e-06,5.3789e-05
172,51.300000000000004,1103.9,522.2068555658763,3.508,0.11143,0.73829,0.0062629,0.03702,0.086021,0.0097587,0.010057,0.0010021,6.0429e-06,5.2764e-05
173,51.6,1100.8,521.909953919256,3.5087,0.11192,0.73873,0.0061247,0.036907,0.085635,0.0096297,0.0099121,0.00098593,5.9131e-06,5.1739e-05
