,z,T_CL,T_rms,w_CL,X_O2,X_N2,X_CH4,X_CO2,X_H2O,X_CO,X_H2,X_C2H2,X_C2H6,X_C2H4
169,50.4,815.04,426.80206185068977,2.5826,0.15202,0.76659,0.00059622,0.024731,0.051944,0.0020122,0.0018142,0.00014881,6.2901e-07,6.5465e-06
170,50.7,812.31,425.1235114646095,2.5852,0.15235,0.76677,0.00057827,0.024611,0.051653,0.0019692,0.0017726,0.00014508,6.1171e-07,6.3781e-06
171,51.0,809.68,423.5209557979392,2.5875,0.15267,0.76694,0.0005647,0.024494,0.051377,0.0019338,0.0017384,0.00014203,5.9813e-07,6.2452e-06
172,51.300000000000004,807.06,421.90046219457975,2.5897,0.15298,0.7671,0.00055113,0.024378,0.0511,0.0018983,0.0017042,0.00013898,5.8455e-07,6.1122e-06
173,51.6,804.44,420.28561717003834,2.5919,0.1533,0.76726,0.00053756,0.024261,0.050824,0.0018629,0.00167,0.00013593,5.7097e-07,5.9792e-06
174,51.9,801.81,418.65260061296647,2.5941,0.15361,0.76743,0.00052399,0.024144,0.050547,0.0018274,0.0016358,0.00013288,5.5739e-07,5.8463e-06
175,52.2,799.19,417.0131892398609,2.5964,0.15393,0.76759,0.00051042,0.024027,0.050271,0.001792,0.0016016,0.00012983,5.4381e-07,5.7133e-06
176,52.5,796.57,415.3793446959057,2.5986,0.15425,0.76776,0.00049685,0.02391,0.049994,0.0017565,0.0015674,0.00012679,5.3023e-07,5.5803e-06
177,52.800000000000004,793.94,413.726963104896,2.6008,0.15456,0.76792,0.00048328,0.023793,0.049718,0.001721,0.0015333,0.00012374,5.1665e-07,5.4474e-06
178,53.1,791.32,412.0800893030383,2.603,0.15488,0.76809,0.00046971,0.023677,0.049441,0.0016856,0.0014991,0.00012069,5.0307e-07,5.3144e-06
179,53.400000000000006,788.7,410.41442469776814,2.6053,0.15519,0.76825,0.00045614,0.02356,0.049165,0.0016501,0.0014649,0.00011764,4.8949e-07,5.1815e-06
180,53.7,786.07,408.7542048713383,2.6075,0.15551,0.76841,0.00044257,0.023443,0.048888,0.0016147,0.0014307,0.00011459,4.7591e-07,5.0485e-06
181,54.0,783.45,407.0749316772036,2.6097,0.15582,0.76858,0.000429,0.023326,0.048612,0.0015792,0.0013965,0.00011154,4.6233e-07,4.9155e-06
182,54.300000000000004,780.83,405.3887023586129,2.6119,0.15614,0.76874,0.00041543,0.023209,0.048335,0.0015437,0.0013623,0.00010849,4.4875e-07,4.7826e-06
183,54.6,778.34,403.81926650421224,2.6138,0.15644,0.76889,0.00040447,0.023097,0.048076,0.0015144,0.0013341,0.00010599,4.383e-07,4.6776e-06
184,54.900000000000006,775.99,402.36799077461416,2.6154,0.15671,0.76902,0.00039593,0.022989,0.047832,0.0014908,0.0013115,0.000104,4.3076e-07,4.5986e-06
185,55.2,773.64,400.8989897717379,2.617,0.15699,0.76916,0.00038739,0.022882,0.047588,0.0014672,0.0012889,0.000102,4.2322e-07,4.5195e-06
186,55.50000000000001,771.29,399.42458612358854,2.6186,0.15726,0.76929,0.00037885,0.022774,0.047344,0.0014435,0.0012663,0.00010001,4.1568e-07,4.4405e-06
187,55.800000000000004,768.94,397.94471977901657,2.6202,0.15754,0.76942,0.00037031,0.022666,0.0471,0.0014199,0.0012437,9.8018e-05,4.0814e-07,4.3615e-06
188,56.10000000000001,766.59,396.4593295660981,2.6218,0.15782,0.76955,0.00036177,0.022558,0.046856,0.0013963,0.0012211,9.6025e-05,4.006e-07,4.2825e-06
189,56.39999999999999,764.24,394.96835316262997,2.6234,0.15809,0.76969,0.00035323,0.022451,0.046612,0.0013726,0.0011985,9.4033e-05,3.9306e-07,4.2035e-06
190,56.699999999999996,761.89,393.47172706561776,2.625,0.15837,0.76982,0.00034469,0.022343,0.046368,0.001349,0.0011759,9.204e-05,3.8552e-07,4.1245e-06
191,56.99999999999999,759.54,391.96938655971593,2.6265,0.15865,0.76995,0.00033615,0.022235,0.046124,0.0013254,0.0011533,9.0047e-05,3.7798e-07,4.0455e-06
192,57.3,757.19,390.46126568457464,2.6281,0.15892,0.77009,0.00032761,0.022127,0.04588,0.0013017,0.0011307,8.8054e-05,3.7044e-07,3.9665e-06
193,57.599999999999994,754.83,388.94729720104755,2.6297,0.1592,0.77022,0.00031907,0.022019,0.045636,0.0012781,0.0011081,8.6061e-05,3.629e-07,3.8875e-06
194,57.9,752.48,387.4274125562103,2.6313,0.15948,0.77035,0.00031053,0.021912,0.045392,0.0012545,0.0010855,8.4068e-05,3.5536e-07,3.8085e-06
195,58.199999999999996,750.13,385.9015418471401,2.6329,0.15975,0.77048,0.00030199,0.021804,0.045148,0.0012308,0.0010629,8.2075e-05,3.4782e-07,3.7295e-06
196,58.5,747.96,384.5126785946076,2.6344,0.16001,0.7706,0.00029454,0.021703,0.044923,0.0012108,0.0010437,8.0372e-05,3.4137e-07,3.6609e-06
197,58.8,745.92,383.2362195826485,2.6359,0.16024,0.77071,0.00028795,0.021609,0.044713,0.0011935,0.0010272,7.8901e-05,3.3581e-07,3.6006e-06
198,59.099999999999994,743.89,381.9554947896417,2.6374,0.16048,0.77082,0.00028136,0.021514,0.044502,0.0011763,0.0010107,7.743e-05,3.3025e-07,3.5404e-06
199,59.4,741.85,380.67046116030593,2.6388,0.16072,0.77093,0.00027478,0.021419,0.044292,0.0011591,0.00099418,7.5959e-05,3.2468e-07,3.4802e-06
200,59.699999999999996,739.81,379.38107491017524,2.6403,0.16096,0.77104,0.00026819,0.021325,0.044082,0.0011419,0.00097769,7.4487e-05,3.1912e-07,3.4199e-06
201,60.0,737.78,378.08729150819124,2.6418,0.16119,0.77115,0.0002616,0.02123,0.043871,0.0011247,0.00096119,7.3016e-05,3.1355e-07,3.3597e-06
202,60.3,735.74,376.7890656587582,2.6432,0.16143,0.77126,0.00025501,0.021135,0.043661,0.0011075,0.00094469,7.1545e-05,3.0799e-07,3.2995e-06
203,60.6,733.71,375.48635128323906,2.6447,0.16167,0.77137,0.00024843,0.02104,0.043451,0.0010902,0.0009282,7.0074e-05,3.0242e-07,3.2392e-06
204,60.9,731.67,374.17910150087215,2.6462,0.16191,0.77148,0.00024184,0.020946,0.04324,0.001073,0.0009117,6.8602e-05,2.9686e-07,3.179e-06
205,61.199999999999996,729.64,372.8672686090856,2.6476,0.16215,0.77159,0.00023525,0.020851,0.04303,0.0010558,0.0008952,6.7131e-05,2.9129e-07,3.1188e-06
206,61.5,727.6,371.550804063186,2.6491,0.16238,0.7717,0.00022866,0.020756,0.04282,0.0010386,0.0008787,6.566e-05,2.8573e-07,3.0585e-06
207,61.8,725.57,370.2296584553971,2.6506,0.16262,0.77181,0.00022208,0.020662,0.042609,0.0010214,0.00086221,6.4188e-05,2.8016e-07,2.9983e-06
208,62.1,723.53,368.9037814932235,2.6521,0.16286,0.77192,0.00021549,0.020567,0.042399,0.0010041,0.00084571,6.2717e-05,2.746e-07,2.9381e-06
209,62.4,721.61,367.5867244610447,2.6535,0.16308,0.77203,0.00020956,0.020478,0.042201,0.00098747,0.00082999,6.1335e-05,2.6874e-07,2.876e-06
210,62.7,719.77,366.27858250244446,2.6548,0.1633,0.77213,0.00020408,0.020392,0.04201,0.00097117,0.0008148,6.0015e-05,2.6269e-07,2.8127e-06
211,63.0,717.93,364.9657518178932,2.6562,0.16351,0.77223,0.0001986,0.020307,0.04182,0.00095487,0.00079962,5.8695e-05,2.5665e-07,2.7493e-06
212,63.3,716.1,363.6344318130504,2.6576,0.16373,0.77232,0.00019313,0.020222,0.041629,0.00093857,0.00078443,5.7375e-05,2.506e-07,2.686e-06
213,63.6,714.26,362.3120202256613,2.659,0.16394,0.77242,0.00018765,0.020136,0.041439,0.00092227,0.00076925,5.6054e-05,2.4455e-07,2.6227e-06
214,63.9,712.42,360.9709129556009,2.6603,0.16416,0.77252,0.00018217,0.020051,0.041248,0.00090597,0.00075406,5.4734e-05,2.385e-07,2.5593e-06
215,64.2,710.58,359.6387075941632,2.6617,0.16437,0.77262,0.00017669,0.019965,0.041058,0.00088967,0.00073887,5.3414e-05,2.3245e-07,2.496e-06
216,64.5,708.74,358.28759398003166,2.6631,0.16458,0.77272,0.00017122,0.01988,0.040867,0.00087337,0.00072369,5.2094e-05,2.264e-07,2.4327e-06
217,64.8,706.91,356.9453739719847,2.6645,0.1648,0.77282,0.00016574,0.019795,0.040677,0.00085707,0.0007085,5.0773e-05,2.2035e-07,2.3693e-06
218,65.10000000000001,705.07,355.58402663786796,2.6658,0.16501,0.77292,0.00016026,0.019709,0.040487,0.00084077,0.00069332,4.9453e-05,2.143e-07,2.306e-06
219,65.4,703.23,354.2315626818141,2.6672,0.16523,0.77302,0.00015478,0.019624,0.040296,0.00082447,0.00067813,4.8133e-05,2.0825e-07,2.2427e-06
220,65.7,701.39,352.8597455080418,2.6686,0.16544,0.77312,0.00014931,0.019539,0.040106,0.00080816,0.00066294,4.6813e-05,2.022e-07,2.1793e-06
221,66.0,699.55,351.4967994164385,2.67,0.16566,0.77322,0.00014383,0.019453,0.039915,0.00079186,0.00064776,4.5492e-05,1.9615e-07,2.116e-06
222,66.3,697.71,350.0714212842859,2.6714,0.16587,0.77332,0.00013942,0.019367,0.039723,0.000776,0.00063353,4.4333e-05,1.9107e-07,2.0613e-06
223,66.60000000000001,695.86,348.5971887436845,2.6729,0.16609,0.77341,0.00013563,0.019279,0.03953,0.00076039,0.00061986,4.3269e-05,1.8657e-07,2.0117e-06
224,66.9,694.01,347.1166950753017,2.6744,0.16631,0.77351,0.00013184,0.019192,0.039336,0.00074478,0.00060619,4.2205e-05,1.8207e-07,1.962e-06
225,67.2,692.16,345.6443258611372,2.676,0.16653,0.77361,0.00012805,0.019105,0.039143,0.00072917,0.00059252,4.1141e-05,1.7757e-07,1.9124e-06
226,67.5,690.31,344.1511295927997,2.6775,0.16674,0.77371,0.00012426,0.019018,0.03895,0.00071356,0.00057885,4.0076e-05,1.7307e-07,1.8627e-06
227,67.80000000000001,688.46,342.6514263796373,2.679,0.16696,0.7738,0.00012047,0.018931,0.038756,0.00069795,0.00056518,3.9012e-05,1.6857e-07,1.813e-06
228,68.10000000000001,686.61,341.15978661032136,2.6805,0.16718,0.7739,0.00011668,0.018843,0.038563,0.00068234,0.00055151,3.7948e-05,1.6407e-07,1.7634e-06
229,68.4,684.76,339.6468754456605,2.682,0.16739,0.774,0.00011289,0.018756,0.03837,0.00066673,0.00053784,3.6883e-05,1.5957e-07,1.7137e-06
230,68.7,682.91,338.1271950021175,2.6835,0.16761,0.7741,0.0001091,0.018669,0.038176,0.00065113,0.00052417,3.5819e-05,1.5507e-07,1.6641e-06
231,69.0,681.06,336.61550766415974,2.685,0.16783,0.77419,0.00010531,0.018582,0.037983,0.00063552,0.0005105,3.4755e-05,1.5057e-07,1.6144e-06
232,69.3,679.21,335.0820794969495,2.6865,0.16805,0.77429,0.00010152,0.018495,0.03779,0.00061991,0.00049683,3.3691e-05,1.4607e-07,1.5648e-06
233,69.6,677.36,333.5565919000852,2.688,0.16826,0.77439,9.7735e-05,0.018407,0.037596,0.0006043,0.00048317,3.2626e-05,1.4157e-07,1.5151e-06
234,69.89999999999999,675.51,332.0090360216119,2.6895,0.16848,0.77449,9.3945e-05,0.01832,0.037403,0.00058869,0.0004695,3.1562e-05,1.3707e-07,1.4655e-06
235,70.19999999999999,673.62,330.27261466854924,2.6907,0.1687,0.77459,9.0485e-05,0.01823,0.037203,0.00057269,0.00045557,3.0495e-05,1.3288e-07,1.4196e-06
236,70.5,671.7,328.42046221269464,2.6917,0.16893,0.77469,8.7189e-05,0.018139,0.037001,0.00055651,0.00044152,2.9425e-05,1.2886e-07,1.3755e-06
237,70.8,669.79,326.5731158561586,2.6927,0.16916,0.77479,8.3893e-05,0.018047,0.036798,0.00054032,0.00042746,2.8356e-05,1.2483e-07,1.3314e-06
238,71.1,667.87,324.6998614105032,2.6937,0.16939,0.77489,8.0597e-05,0.017956,0.036595,0.00052413,0.00041341,2.7287e-05,1.208e-07,1.2873e-06
239,71.39999999999999,665.96,322.8312252555505,2.6946,0.16961,0.77499,7.73e-05,0.017864,0.036393,0.00050794,0.00039935,2.6217e-05,1.1678e-07,1.2433e-06
240,71.7,664.04,320.9361307176242,2.6956,0.16984,0.77509,7.4004e-05,0.017773,0.03619,0.00049176,0.0003853,2.5148e-05,1.1275e-07,1.1992e-06
241,72.0,662.13,319.04545130749005,2.6966,0.17007,0.7752,7.0708e-05,0.017681,0.035987,0.00047557,0.00037124,2.4079e-05,1.0872e-07,1.1551e-06
242,72.3,660.21,317.1277345171816,2.6976,0.1703,0.7753,6.7412e-05,0.01759,0.035785,0.00045938,0.00035719,2.3009e-05,1.047e-07,1.1111e-06
243,72.6,658.3,315.2078679221063,2.6986,0.17052,0.7754,6.4116e-05,0.017498,0.035582,0.00044319,0.00034313,2.194e-05,1.0067e-07,1.067e-06
244,72.89999999999999,656.38,313.2746398928582,2.6996,0.17075,0.7755,6.082e-05,0.017407,0.035379,0.00042701,0.00032908,2.0871e-05,9.6644e-08,1.0229e-06
245,73.2,654.47,311.32940754127293,2.7005,0.17098,0.7756,5.7524e-05,0.017315,0.035177,0.00041082,0.00031502,1.9802e-05,9.2617e-08,9.7885e-07
246,73.5,652.55,309.37194442935515,2.7015,0.17121,0.7757,5.4228e-05,0.017224,0.034974,0.00039463,0.00030097,1.8732e-05,8.8591e-08,9.3477e-07
247,73.8,650.64,307.4020169094536,2.7025,0.17143,0.7758,5.0932e-05,0.017132,0.034771,0.00037844,0.00028691,1.7663e-05,8.4564e-08,8.907e-07
248,74.1,648.91,305.38009103410786,2.7036,0.17164,0.77589,4.8817e-05,0.017049,0.034588,0.00036541,0.00027618,1.6916e-05,8.1563e-08,8.5838e-07
249,74.4,647.19,303.34304013772925,2.7048,0.17184,0.77598,4.675e-05,0.016965,0.034406,0.0003525,0.00026558,1.6181e-05,7.8602e-08,8.2653e-07
250,74.7,645.47,301.29221695888526,2.7059,0.17205,0.77607,4.4683e-05,0.016882,0.034223,0.0003396,0.00025499,1.5446e-05,7.5641e-08,7.9467e-07
251,75.0,643.75,299.22900928887225,2.7071,0.17225,0.77616,4.2616e-05,0.016798,0.034041,0.00032669,0.00024439,1.4712e-05,7.268e-08,7.6282e-07
252,75.3,642.04,297.1497938750757,2.7082,0.17245,0.77625,4.0548e-05,0.016715,0.033859,0.00031378,0.00023379,1.3977e-05,6.9719e-08,7.3096e-07
253,75.6,640.32,295.05592690200274,2.7093,0.17266,0.77633,3.8481e-05,0.016631,0.033676,0.00030088,0.00022319,1.3242e-05,6.6758e-08,6.9911e-07
254,75.9,638.6,292.9470941996182,2.7105,0.17286,0.77642,3.6414e-05,0.016548,0.033494,0.00028797,0.00021259,1.2508e-05,6.3797e-08,6.6726e-07
255,76.2,636.88,290.82297020696285,2.7116,0.17307,0.77651,3.4346e-05,0.016464,0.033311,0.00027506,0.00020199,1.1773e-05,6.0836e-08,6.354e-07
256,76.5,635.16,288.68321738542403,2.7127,0.17327,0.7766,3.2279e-05,0.016381,0.033129,0.00026215,0.00019139,1.1038e-05,5.7875e-08,6.0355e-07
257,76.8,633.45,286.5274855925693,2.7139,0.17347,0.77669,3.0212e-05,0.016297,0.032947,0.00024925,0.00018079,1.0304e-05,5.4914e-08,5.7169e-07
258,77.10000000000001,631.73,284.35541141325234,2.715,0.17368,0.77677,2.8144e-05,0.016214,0.032764,0.00023634,0.00017019,9.569e-06,5.1953e-08,5.3984e-07
259,77.4,630.01,282.16838944148225,2.7162,0.17388,0.77686,2.6077e-05,0.01613,0.032582,0.00022343,0.00015959,8.8344e-06,4.8992e-08,5.0798e-07
260,77.7,628.29,279.9624974885029,2.7173,0.17409,0.77695,2.401e-05,0.016047,0.032399,0.00021053,0.000149,8.0997e-06,4.6031e-08,4.7613e-07
261,78.0,626.57,277.73908619421934,2.7184,0.17429,0.77704,2.1942e-05,0.015963,0.032217,0.00019762,0.0001384,7.3651e-06,4.307e-08,4.4428e-07
262,78.3,624.85,275.49773138811867,2.7196,0.17449,0.77713,1.9875e-05,0.01588,0.032035,0.00018471,0.0001278,6.6304e-06,4.0109e-08,4.1242e-07
263,78.60000000000001,623.32,273.6293112954093,2.7203,0.17467,0.7772,1.908e-05,0.015804,0.031875,0.00017803,0.00012289,6.3532e-06,3.8634e-08,3.9702e-07
264,78.9,621.8,271.75540473006237,2.721,0.17485,0.77727,1.8303e-05,0.015728,0.031716,0.00017144,0.00011806,6.0825e-06,3.718e-08,3.8186e-07
265,79.2,620.27,269.8666337285882,2.7218,0.17503,0.77734,1.7527e-05,0.015653,0.031556,0.00016485,0.00011323,5.8119e-06,3.5726e-08,3.667e-07
266,79.5,618.74,267.9645498941978,2.7225,0.1752,0.77741,1.675e-05,0.015577,0.031397,0.00015826,0.0001084,5.5413e-06,3.4273e-08,3.5153e-07
267,79.80000000000001,617.21,266.0507470389813,2.7232,0.17538,0.77748,1.5974e-05,0.015501,0.031238,0.00015167,0.00010358,5.2706e-06,3.2819e-08,3.3637e-07
268,80.10000000000001,615.68,264.12118430750684,2.724,0.17556,0.77755,1.5197e-05,0.015425,0.031079,0.00014508,9.8748e-05,5e-06,3.1366e-08,3.2121e-07
269,80.4,614.16,262.17742084321446,2.7247,0.17574,0.77762,1.442e-05,0.01535,0.030919,0.00013849,9.392e-05,4.7294e-06,2.9912e-08,3.0605e-07
270,80.7,612.63,260.22105987025725,2.7254,0.17591,0.77769,1.3644e-05,0.015274,0.03076,0.00013191,8.9092e-05,4.4587e-06,2.8458e-08,2.9089e-07
271,81.0,611.1,258.2479428766084,2.7262,0.17609,0.77776,1.2867e-05,0.015198,0.030601,0.00012532,8.4264e-05,4.1881e-06,2.7005e-08,2.7572e-07
272,81.3,609.57,256.25963396524236,2.7269,0.17627,0.77783,1.209e-05,0.015123,0.030442,0.00011873,7.9437e-05,3.9175e-06,2.5551e-08,2.6056e-07
273,81.6,608.04,254.25774324492068,2.7276,0.17644,0.7779,1.1314e-05,0.015047,0.030282,0.00011214,7.4609e-05,3.6469e-06,2.4098e-08,2.454e-07
274,81.89999999999999,606.52,252.23798286538846,2.7284,0.17662,0.77797,1.0537e-05,0.014971,0.030123,0.00010555,6.9781e-05,3.3762e-06,2.2644e-08,2.3024e-07
275,82.19999999999999,604.99,250.20191845787275,2.7291,0.1768,0.77804,9.7605e-06,0.014895,0.029964,9.8958e-05,6.4953e-05,3.1056e-06,2.119e-08,2.1507e-07
276,82.5,603.46,248.15116360799118,2.7298,0.17698,0.77811,8.9839e-06,0.01482,0.029805,9.2368e-05,6.0125e-05,2.835e-06,1.9737e-08,1.9991e-07
277,82.8,601.93,246.08128738284836,2.7306,0.17715,0.77818,8.2073e-06,0.014744,0.029646,8.5779e-05,5.5297e-05,2.5643e-06,1.8283e-08,1.8475e-07
278,83.1,600.4,243.9938523815713,2.7313,0.17733,0.77825,7.4306e-06,0.014668,0.029486,7.9189e-05,5.047e-05,2.2937e-06,1.683e-08,1.6959e-07
279,83.39999999999999,598.88,241.89047108143802,2.732,0.17751,0.77833,6.654e-06,0.014593,0.029327,7.26e-05,4.5642e-05,2.0231e-06,1.5376e-08,1.5443e-07
280,83.7,597.41,239.96458071973873,2.7324,0.17768,0.77839,6.0608e-06,0.01452,0.029176,6.7462e-05,4.1932e-05,1.8198e-06,1.4232e-08,1.4257e-07
281,84.0,596.09,238.42818625321965,2.7319,0.17783,0.77845,5.8362e-06,0.014453,0.02904,6.5238e-05,4.0469e-05,1.752e-06,1.3709e-08,1.3734e-07
282,84.3,594.76,236.87971631188685,2.7314,0.17798,0.7785,5.6115e-06,0.014387,0.028904,6.3015e-05,3.9005e-05,1.6842e-06,1.3187e-08,1.3211e-07
283,84.6,593.44,235.32105728132365,2.731,0.17813,0.77856,5.3869e-06,0.01432,0.028768,6.0792e-05,3.7541e-05,1.6163e-06,1.2664e-08,1.2688e-07
284,84.89999999999999,592.11,233.7520053389917,2.7305,0.17828,0.77862,5.1622e-06,0.014254,0.028632,5.8569e-05,3.6078e-05,1.5485e-06,1.2141e-08,1.2165e-07
285,85.2,590.79,232.1723497749032,2.73,0.17843,0.77867,4.9376e-06,0.014187,0.028496,5.6346e-05,3.4614e-05,1.4807e-06,1.1619e-08,1.1642e-07
286,85.5,589.46,230.58404107830185,2.7296,0.17858,0.77873,4.7129e-06,0.014121,0.028361,5.4123e-05,3.315e-05,1.4128e-06,1.1096e-08,1.1119e-07
287,85.8,588.13,228.98253208487324,2.7291,0.17873,0.77879,4.4883e-06,0.014054,0.028225,5.19e-05,3.1687e-05,1.345e-06,1.0574e-08,1.0596e-07
288,86.1,586.81,227.36974292988063,2.7287,0.17888,0.77884,4.2636e-06,0.013987,0.028089,4.9677e-05,3.0223e-05,1.2772e-06,1.0051e-08,1.0073e-07
289,86.4,585.48,225.7454318474684,2.7282,0.17903,0.7789,4.039e-06,0.013921,0.027953,4.7454e-05,2.8759e-05,1.2093e-06,9.5283e-09,9.5504e-08
290,86.7,584.16,224.1093483101497,2.7277,0.17918,0.77895,3.8143e-06,0.013854,0.027817,4.5231e-05,2.7296e-05,1.1415e-06,9.0056e-09,9.0274e-08
291,87.0,582.83,222.46348014898985,2.7273,0.17933,0.77901,3.5897e-06,0.013788,0.027682,4.3008e-05,2.5832e-05,1.0737e-06,8.483e-09,8.5045e-08
292,87.3,581.51,220.8030796886674,2.7268,0.17948,0.77907,3.365e-06,0.013721,0.027546,4.0784e-05,2.4368e-05,1.0058e-06,7.9604e-09,7.9816e-08
293,87.6,580.18,219.13009834342702,2.7263,0.17963,0.77912,3.1404e-06,0.013655,0.02741,3.8561e-05,2.2905e-05,9.3801e-07,7.4378e-09,7.4587e-08
294,87.9,578.85,217.44424572749676,2.7259,0.17978,0.77918,2.9157e-06,0.013588,0.027274,3.6338e-05,2.1441e-05,8.7018e-07,6.9151e-09,6.9358e-08
295,88.2,577.53,215.74522010927612,2.7254,0.17993,0.77924,2.6911e-06,0.013522,0.027138,3.4115e-05,1.9977e-05,8.0234e-07,6.3925e-09,6.4129e-08
296,88.5,576.2,214.03504385964462,2.7249,0.18009,0.77929,2.4664e-06,0.013455,0.027002,3.1892e-05,1.8514e-05,7.3451e-07,5.8699e-09,5.89e-08
297,88.8,574.88,212.30873745562144,2.7245,0.18024,0.77935,2.2418e-06,0.013388,0.026867,2.9669e-05,1.705e-05,6.6668e-07,5.3472e-09,5.3671e-08
298,89.1,573.55,210.56827871263042,2.724,0.18039,0.7794,2.0171e-06,0.013322,0.026731,2.7446e-05,1.5586e-05,5.9885e-07,4.8246e-09,4.8442e-08
299,89.4,572.23,208.81331375178164,2.7235,0.18054,0.77946,1.7925e-06,0.013255,0.026595,2.5223e-05,1.4123e-05,5.3101e-07,4.302e-09,4.3213e-08
300,89.7,570.9,207.04347369574342,2.7231,0.18069,0.77952,1.5678e-06,0.013189,0.026459,2.3e-05,1.2659e-05,4.6318e-07,3.7794e-09,3.7983e-08
301,90.0,569.72,205.58696456730908,2.7227,0.18082,0.77957,1.4347e-06,0.013129,0.026338,2.1599e-05,1.1757e-05,4.2315e-07,3.4676e-09,3.4856e-08
302,90.3,568.67,204.4186879910934,2.7223,0.18094,0.77961,1.3851e-06,0.013075,0.02623,2.0947e-05,1.1367e-05,4.0846e-07,3.348e-09,3.3644e-08
303,90.60000000000001,567.62,203.24615617521528,2.7219,0.18106,0.77965,1.3354e-06,0.013022,0.026122,2.0295e-05,1.0977e-05,3.9376e-07,3.2284e-09,3.2432e-08
304,90.9,566.57,202.06434618705003,2.7215,0.18118,0.7797,1.2858e-06,0.012968,0.026014,1.9644e-05,1.0587e-05,3.7907e-07,3.1088e-09,3.122e-08
305,91.2,565.52,200.87558338434266,2.7212,0.1813,0.77974,1.2362e-06,0.012915,0.025906,1.8992e-05,1.0197e-05,3.6438e-07,2.9892e-09,3.0009e-08
306,91.5,564.48,199.67974358957895,2.7208,0.18142,0.77978,1.1865e-06,0.012861,0.025798,1.834e-05,9.8074e-06,3.4968e-07,2.8696e-09,2.8797e-08
307,91.8,563.43,198.47921805569467,2.7204,0.18154,0.77983,1.1369e-06,0.012808,0.02569,1.7688e-05,9.4174e-06,3.3499e-07,2.75e-09,2.7585e-08
308,92.10000000000001,562.38,197.26885207756445,2.72,0.18166,0.77987,1.0872e-06,0.012754,0.025582,1.7037e-05,9.0274e-06,3.2029e-07,2.6304e-09,2.6373e-08
309,92.4,561.33,196.05101376937586,2.7197,0.18178,0.77991,1.0376e-06,0.012701,0.025474,1.6385e-05,8.6374e-06,3.056e-07,2.5108e-09,2.5161e-08
310,92.7,560.28,194.82556300444764,2.7193,0.1819,0.77996,9.8795e-07,0.012647,0.025366,1.5733e-05,8.2475e-06,2.9091e-07,2.3912e-09,2.3949e-08
311,93.0,559.23,193.59493795035036,2.7189,0.18202,0.78,9.3831e-07,0.012594,0.025258,1.5082e-05,7.8575e-06,2.7621e-07,2.2716e-09,2.2737e-08
312,93.30000000000001,558.18,192.35384061671346,2.7185,0.18214,0.78004,8.8867e-07,0.01254,0.02515,1.443e-05,7.4675e-06,2.6152e-07,2.1519e-09,2.1525e-08
313,93.60000000000001,557.13,191.10468335443798,2.7182,0.18226,0.78009,8.3903e-07,0.012487,0.025042,1.3778e-05,7.0775e-06,2.4683e-07,2.0323e-09,2.0313e-08
314,93.89999999999999,556.08,189.8473070654414,2.7178,0.18238,0.78013,7.8939e-07,0.012433,0.024934,1.3126e-05,6.6876e-06,2.3213e-07,1.9127e-09,1.9101e-08
315,94.19999999999999,555.04,188.58419870180003,2.7174,0.1825,0.78018,7.3975e-07,0.01238,0.024826,1.2475e-05,6.2976e-06,2.1744e-07,1.7931e-09,1.7889e-08
316,94.5,553.99,187.30990363565937,2.717,0.18262,0.78022,6.9011e-07,0.012326,0.024718,1.1823e-05,5.9076e-06,2.0275e-07,1.6735e-09,1.6677e-08
317,94.8,552.94,186.02687977816538,2.7166,0.18274,0.78026,6.4047e-07,0.012273,0.02461,1.1171e-05,5.5176e-06,1.8805e-07,1.5539e-09,1.5466e-08
318,95.1,551.89,184.73494525941754,2.7163,0.18286,0.78031,5.9083e-07,0.012219,0.024502,1.052e-05,5.1277e-06,1.7336e-07,1.4343e-09,1.4254e-08
319,95.39999999999999,550.84,183.43663756185677,2.7159,0.18298,0.78035,5.4119e-07,0.012166,0.024394,9.8678e-06,4.7377e-06,1.5866e-07,1.3147e-09,1.3042e-08
320,95.7,549.79,182.12632978237934,2.7155,0.1831,0.78039,4.9155e-07,0.012112,0.024286,9.2161e-06,4.3477e-06,1.4397e-07,1.1951e-09,1.183e-08
321,96.0,548.74,180.8065264308786,2.7151,0.18322,0.78044,4.4191e-07,0.012059,0.024178,8.5644e-06,3.9578e-06,1.2928e-07,1.0755e-09,1.0618e-08
322,96.3,547.69,179.47701802737865,2.7148,0.18334,0.78048,3.9227e-07,0.012005,0.02407,7.9126e-06,3.5678e-06,1.1458e-07,9.5591e-10,9.406e-09
323,96.6,546.64,178.14039407164228,2.7144,0.18345,0.78052,3.4263e-07,0.011951,0.023962,7.2609e-06,3.1778e-06,9.9889e-08,8.3631e-10,8.1941e-09
324,96.89999999999999,545.6,176.79083686662042,2.714,0.18357,0.78057,2.9299e-07,0.011898,0.023854,6.6092e-06,2.7878e-06,8.5196e-08,7.1671e-10,6.9822e-09
325,97.2,544.55,175.4308980767071,2.7136,0.18369,0.78061,2.4335e-07,0.011844,0.023746,5.9575e-06,2.3979e-06,7.0502e-08,5.971e-10,5.7703e-09
326,97.5,543.71,174.6052691072065,2.7131,0.18379,0.78064,2.362e-07,0.011802,0.02366,5.8295e-06,2.331e-06,6.8412e-08,5.7939e-10,5.5951e-09
