time(sec),flameHeight(cm)
12.0415,24.9584
12.0433,24.9584
12.0453,25.3751
12.047,25.3751
12.0489,25.3751
12.0507,23.7083
12.0526,24.1249
12.0545,24.1249
12.0565,24.5416
12.0584,24.9584
12.0604,25.375
12.0622,25.7917
12.0642,26.2084
12.066,26.6251
12.0681,26.2083
12.07,26.625
12.072,27.0418
12.074,27.4584
12.076,27.8751
12.078,27.0418
12.0801,27.4584
12.082,27.8751
12.0841,28.2917
12.0862,28.7083
12.0883,29.1249
12.0904,29.5417
12.0925,29.9583
12.0946,30.3749
12.0968,30.7916
12.099,31.625
12.1012,31.625
12.1034,31.2084
12.1056,32.0417
12.1078,32.4583
12.1101,32.875
12.1123,33.7083
12.1145,34.1249
12.1168,34.5416
12.119,34.9583
12.1212,35.7916
12.1234,36.2083
12.1256,36.625
12.1276,37.0417
12.1298,37.875
12.1318,38.2917
12.1338,36.6251
12.1358,37.0417
12.1377,37.875
12.1396,38.2917
12.1416,38.7083
12.1434,26.2083
12.1453,39.9582
12.1472,24.1249
12.149,24.5416
12.1509,24.5416
12.1527,24.9583
12.1545,24.5416
12.1563,24.5416
12.1581,25.3751
12.1599,25.7917
12.1617,26.2083
12.1635,26.2083
12.1653,23.7083
12.1671,24.1249
12.1689,24.1249
12.1707,24.5417
12.1725,24.1249
12.1743,24.1249
12.1762,24.5416
12.1779,24.5416
12.1799,24.9584
12.1817,24.9584
12.1837,25.3751
12.1855,25.3751
12.1876,25.7917
12.1894,26.2084
12.1915,26.625
12.1934,27.0418
12.1955,27.4584
12.1973,27.8751
12.1994,28.2917
12.2013,28.7083
12.2034,29.1249
12.2053,29.5417
12.2075,29.9583
12.2094,29.9583
12.2116,30.7916
12.2135,30.7916
12.2157,31.2084
12.2175,31.625
12.2196,32.0417
12.2214,32.4583
12.2235,32.8751
12.2253,32.8751
12.2274,33.2917
12.2291,33.7083
12.2311,33.7083
12.2328,33.7083
12.2349,33.7083
12.2367,31.2083
12.2389,31.2084
12.2408,31.625
12.243,32.0416
12.245,32.4583
12.2473,32.875
12.2494,33.2917
12.2516,33.7083
12.2535,34.125
12.2556,34.9583
12.2575,35.375
12.2595,35.7917
12.2613,36.2083
12.2632,36.625
12.265,37.0417
12.2669,37.4584
12.2687,37.8751
12.2706,38.2917
12.2723,38.7084
12.2742,39.125
12.276,39.125
12.2778,31.625
12.2795,31.625
12.2813,31.2084
12.283,31.625
12.2848,31.625
12.2865,32.0417
12.2882,32.0417
12.2899,32.4583
12.2916,32.8751
12.2933,32.8751
12.295,33.2917
12.2967,33.2917
12.2985,33.2917
12.3002,34.125
12.3019,34.125
12.3036,34.5416
12.3054,31.2084
12.3071,30.7916
12.3089,30.7916
12.3106,30.375
12.3123,30.375
12.3141,29.9583
12.3158,29.5417
12.3176,28.7083
12.3193,27.8751
12.321,27.875
12.3228,27.875
12.3245,27.4584
12.3263,27.4584
12.328,27.0418
12.3298,27.0418
12.3315,27.4584
12.3333,27.875
12.3351,27.875
12.3368,28.2917
12.3386,27.875
12.3404,27.8751
12.3422,28.2917
12.3441,28.7083
12.3459,29.1249
12.3478,29.1249
12.3497,29.5417
12.3516,29.5417
12.3536,29.5417
12.3555,29.5417
12.3576,29.9583
12.3595,29.9583
12.3615,29.9583
12.3634,29.9583
12.3655,29.9583
12.3674,30.375
12.3694,30.375
12.3713,30.7916
12.3732,34.5416
12.375,34.9583
12.377,35.375
12.3788,35.375
12.3808,35.7917
12.3828,36.2084
12.385,36.6251
12.3871,37.0417
12.3893,37.4584
12.3914,37.8751
12.3937,38.2917
12.3959,38.7084
12.3981,39.5416
12.4002,39.9583
12.4024,40.375
12.4044,40.7917
12.4065,41.2083
12.4085,41.6249
12.4106,42.0417
12.4125,42.4584
12.4145,42.875
12.4164,43.2917
12.4184,43.7084
12.4203,44.5417
12.4223,44.9583
12.4242,45.375
12.4263,45.7917
12.4282,46.2084
12.4303,46.6251
12.4323,47.0418
12.4344,47.4584
12.4365,48.2917
12.4387,48.7083
12.4407,49.1249
12.443,49.5416
12.4452,49.9584
12.4474,50.7917
12.4495,51.2083
12.4517,51.6251
12.4538,52.0418
12.4559,52.8751
12.4578,53.2917
12.4598,53.7083
12.4617,53.2917
12.4637,53.7083
12.4655,51.625
12.4675,55.375
12.4693,46.625
12.4713,47.0417
12.4731,47.4584
12.4751,47.875
12.4769,48.2917
12.4789,48.7083
12.4808,49.5416
12.4827,49.9584
12.4845,50.3751
12.4865,51.2084
12.4882,51.625
12.4901,52.875
12.4918,53.2917
12.4937,53.7083
12.4954,54.1249
12.4974,54.5417
12.4991,54.9583
12.5011,54.9583
12.5029,55.3749
12.5048,55.375
12.5065,55.7916
12.5084,56.2084
12.5102,56.2083
12.512,57.0416
12.5137,57.4584
12.5156,58.2917
12.5172,58.7083
12.519,59.5417
12.5206,59.9584
12.5224,60.5834
12.524,61.4167
12.5258,61.4167
12.5274,62.2501
12.5292,63.0833
12.5308,63.9167
12.5326,64.7499
12.5342,64.75
12.536,65.5833
12.5376,66.4167
12.5394,67.25
12.541,67.25
12.5429,68.0834
12.5445,68.9167
12.5463,69.7502
12.548,70.584
12.5499,70.584
12.5516,71.416
12.5536,72.25
12.5553,73.084
12.5573,73.916
12.559,73.916
12.5609,74.75
12.5624,75.583
12.5643,76.417
12.5658,73.917
12.5676,74.75
12.5691,74.75
12.571,73.917
12.5725,74.75
12.5743,74.75
12.5757,75.584
12.5776,76.417
12.5793,76.417
12.5813,77.251
12.583,77.251
12.5852,78.083
12.5871,78.084
12.5892,78.916
12.5911,78.916
12.5932,69.7502
12.595,69.7502
12.5972,69.7502
12.5992,70.584
12.6013,70.584
12.6033,71.416
12.6056,29.5416
12.6076,29.5416
12.61,27.8751
12.6122,28.2917
12.6147,29.1249
12.6169,29.5416
12.6194,29.9583
12.6217,30.3749
12.6243,30.7917
12.6265,31.2083
12.629,31.625
12.6312,32.4583
12.6337,32.875
12.6358,33.2917
12.6383,34.125
12.6404,34.5416
12.6429,34.9583
12.645,35.7917
12.6476,36.2084
12.6498,34.125
12.6525,37.4584
12.6546,34.9584
12.6572,38.7084
12.6593,36.2083
12.6619,37.0417
12.664,37.4583
12.6665,37.8751
12.6686,38.7084
12.6713,39.125
12.6733,39.9582
12.6758,40.375
12.6777,41.2083
12.6801,41.6249
12.682,42.4583
12.6845,42.875
12.6865,43.7084
12.6889,44.5417
12.6909,44.9584
12.6933,45.7917
12.6952,46.2084
12.6975,46.6251
12.6994,45.3751
12.7017,46.2084
12.7036,46.6251
12.7058,47.4584
12.7076,47.875
12.7098,48.2917
12.7116,49.125
12.7138,49.5417
12.7155,49.9584
12.7177,50.3751
12.7194,49.9584
12.7216,49.9584
12.7233,34.125
12.7254,34.5416
12.727,34.5416
12.7291,34.9583
12.7308,34.9583
12.7328,35.375
12.7345,35.7917
12.7365,36.2083
12.7381,36.625
12.7401,37.0417
12.7418,37.4584
12.7439,38.2917
12.7456,38.7083
12.7477,39.125
12.7494,39.9583
12.7516,40.3749
12.7534,40.7916
12.7557,41.6249
12.7576,42.0417
12.76,42.4583
12.7618,42.4584
12.7641,42.875
12.7659,38.7084
12.7681,39.125
12.77,39.5416
12.7721,39.5416
12.7739,40.375
12.776,40.7917
12.7777,41.2083
12.7798,42.0417
12.7815,42.0417
12.7836,42.875
12.7854,43.2917
12.7876,43.7084
12.7896,44.125
12.792,44.9583
12.7939,45.375
12.7963,45.7917
12.7982,46.625
12.8006,47.0417
12.8025,47.4584
12.8048,48.2917
12.8066,48.7083
12.809,49.5416
12.8108,49.9584
12.8131,50.7917
12.8149,51.2083
12.8171,52.0418
12.8189,52.4584
12.8211,52.875
12.8229,52.8751
12.825,51.625
12.8267,52.0418
12.8289,52.875
12.8306,53.7083
12.8328,54.5417
12.8345,55.3749
12.8366,55.7917
12.8384,56.625
12.8405,57.4583
12.8422,59.5416
12.8444,59.9584
12.8461,59.5416
12.8482,59.9584
12.8498,59.9583
12.8519,48.2917
12.8535,49.125
12.8555,49.9584
12.8571,50.3751
12.8591,51.2084
12.8606,51.625
12.8625,52.4584
12.864,52.875
12.8659,53.2917
12.8673,53.7083
12.8692,54.5417
12.8707,54.9583
12.8725,55.375
12.874,56.2083
12.8758,56.625
12.8773,57.0417
12.8791,57.875
12.8805,58.2917
12.8824,58.7083
12.8838,59.125
12.8856,59.9583
12.8871,60.5833
12.8889,61.4167
12.8904,61.4167
12.8922,62.25
12.8937,63.0833
12.8955,63.0833
12.8969,63.9166
12.8987,64.7499
12.9002,65.5833
12.902,65.5833
12.9035,65.5833
12.9053,66.4167
12.9068,66.4167
12.9086,66.4167
12.9102,67.25
12.912,67.25
12.9135,67.25
12.9153,68.0833
12.9168,68.0834
12.9187,68.9167
12.9201,68.9167
12.9219,68.9167
12.9234,69.7501
12.9252,69.7501
12.9266,69.7502
12.9284,69.7502
12.9298,70.584
12.9315,71.416
12.933,71.416
12.9347,72.25
12.9362,72.25
12.9379,73.083
12.9393,73.917
12.9411,73.917
12.9425,74.75
12.9442,74.75
12.9456,75.584
12.9472,75.584
12.9486,75.584
12.9503,68.0833
12.9517,68.0834
12.9534,68.9167
12.9548,69.7502
12.9565,70.584
12.9578,71.416
12.9595,72.25
12.9609,72.25
12.9625,73.083
12.9639,73.083
12.9656,73.917
12.967,73.917
12.9687,73.917
12.9701,73.916
12.9718,71.416
12.9732,71.417
12.975,72.25
12.9765,73.084
12.9784,73.917
12.9799,74.75
12.9818,75.584
12.9835,76.417
12.9853,77.251
12.9869,78.083
12.9888,78.916
12.9906,78.916
12.9925,79.75
12.9942,49.5416
12.9962,82.25
12.9981,83.084
13.0002,51.2084
13.0021,83.916
13.0041,52.0417
13.006,52.4584
13.008,53.2917
13.0098,53.7083
13.0117,54.125
13.0135,54.9583
13.0154,55.3749
13.0171,55.7916
13.019,55.7917
13.0208,56.625
13.0226,57.0417
13.0243,57.0417
13.0261,57.4583
13.0278,57.875
13.0297,58.2917
13.0314,22.875
13.0332,23.2917
13.035,23.2917
13.0368,23.2917
13.0386,23.7083
13.0405,23.7083
13.0424,24.1249
13.0443,24.5416
13.0463,24.5416
13.0484,24.9584
13.0504,25.3751
13.0527,25.7917
13.0548,25.7917
13.0571,26.2084
13.0592,26.625
13.0614,27.0418
13.0636,27.4584
13.0658,27.8751
13.068,28.2917
13.0702,28.7083
13.0726,29.1249
13.0749,29.5417
13.0773,29.5417
13.0797,30.3749
13.0821,30.3749
13.0845,30.7916
13.087,31.2084
13.0894,31.2084
13.0919,32.0417
13.0944,32.4584
13.097,32.875
13.0997,33.2917
13.1023,33.7083
13.105,34.125
13.1076,34.5416
13.1102,34.9583
13.1127,35.375
13.1152,36.2084
13.1176,36.625
13.1201,37.0417
13.1224,37.4583
13.125,37.875
13.1273,19.125
13.1299,19.125
13.1323,19.125
13.1349,19.125
13.1374,19.5417
13.1401,19.5417
13.1427,19.5417
13.1456,19.9583
13.1481,19.9583
13.1509,20.375
13.1534,20.375
13.1562,20.7917
13.1587,20.7917
13.1616,21.2084
13.1642,21.2084
13.1672,21.6251
13.1698,22.0417
13.1727,22.0418
13.1753,22.4584
13.1782,22.875
13.1807,22.875
13.1837,23.2917
13.1863,23.7083
13.1893,23.7083
13.1918,24.125
13.1948,24.5417
13.1975,24.9584
13.2006,25.375
13.2035,25.3751
13.2067,25.7917
13.2095,26.2084
13.2127,26.6251
13.2155,27.4584
13.2187,28.7083
13.2216,29.1249
13.2248,29.9583
13.2275,30.375
13.2306,30.7916
13.2332,31.2084
13.2361,31.625
13.2385,32.0417
13.2413,32.4584
13.2437,32.875
13.2464,33.7083
13.2487,34.125
13.2513,34.5416
13.2536,34.9584
13.2561,35.7916
13.2582,36.2084
13.2607,36.6251
13.2627,37.0417
13.2652,37.4584
13.2671,37.875
13.2695,37.4584
13.2714,37.8751
13.2736,38.2917
13.2755,35.7917
13.2778,36.2083
13.2796,36.2084
13.2818,37.0417
13.2836,37.0417
13.2858,37.4584
13.2876,37.875
13.2898,38.2917
13.2917,39.125
13.2939,39.5416
13.2958,39.9583
13.298,40.7916
13.2998,41.2083
13.302,41.625
13.3037,42.0417
13.3059,42.875
13.3076,43.2917
13.3098,44.125
13.3115,44.5417
13.3136,45.3751
13.3152,45.7917
13.3173,46.625
13.319,47.0417
13.321,47.4584
13.3227,47.875
13.3247,48.7083
13.3263,49.1249
13.3283,49.5416
13.3298,50.3751
13.3317,50.7917
13.3333,51.2083
13.3352,51.6251
13.3366,52.4584
13.3385,52.8751
13.3399,53.2917
13.3417,53.7083
13.3432,54.125
13.3449,54.9583
13.3464,55.3749
13.3482,55.7916
13.3496,56.2084
13.3514,56.625
13.3529,57.0417
13.3546,59.125
13.3561,59.5417
13.3579,59.9583
13.3593,58.2917
13.3611,58.7083
13.3625,59.125
13.3643,59.5417
13.3658,58.7083
13.3676,54.9583
13.369,54.9583
13.3708,55.375
13.3723,55.7917
13.3741,56.625
13.3756,57.4584
13.3774,58.2917
13.3789,59.125
13.3808,59.9583
13.3823,59.9583
13.3841,57.0417
13.3856,57.0417
13.3874,57.4584
13.3889,57.875
13.3908,46.6251
13.3923,46.6251
13.3941,47.0417
13.3956,47.4584
13.3975,47.875
13.3992,48.2917
13.4012,48.7083
13.4028,48.2917
13.4049,49.1249
13.4065,49.1249
13.4085,49.9584
13.4101,49.9584
13.4121,50.3751
13.4138,50.7917
13.4158,51.2083
13.4173,51.625
13.4193,52.0417
13.4209,52.0417
13.4228,50.7917
13.4243,51.2083
13.4262,52.0418
13.4277,52.4584
13.4296,52.875
13.4311,53.7083
13.4329,54.1249
13.4344,54.5416
13.4363,55.3749
13.4378,55.7916
13.4397,47.4584
13.4412,47.4584
13.443,47.0417
13.4446,47.0417
13.4464,47.0417
13.448,47.0417
13.4498,46.2084
13.4513,45.7917
13.4532,44.9584
13.4548,45.375
13.4568,45.7917
13.4585,46.2084
13.4604,46.6251
13.4621,47.0417
13.464,47.4584
13.4657,47.875
13.4677,48.2917
13.4693,44.5417
13.4713,44.5417
13.473,44.5417
13.4749,44.125
13.4767,44.125
13.4786,44.5417
13.4804,44.5417
13.4823,44.5417
13.4841,43.2916
13.4861,43.2916
13.4878,43.2916
13.4898,42.875
13.4916,42.4583
13.4935,41.2083
13.4953,38.7083
13.4972,38.2917
13.499,37.8751
13.501,37.0417
13.5028,36.6251
13.5047,35.7916
13.5066,35.375
13.5084,34.9583
13.5103,34.9583
13.5122,34.125
13.5142,29.9583
13.5162,29.9583
13.5182,29.9583
13.5202,30.3749
13.5222,30.375
13.5243,30.7917
13.5263,31.2084
13.5284,31.625
13.5304,32.4583
13.5326,32.8751
13.5347,33.2917
13.5369,33.7083
13.539,34.125
13.5411,34.9583
13.5433,35.375
13.5455,35.7917
13.5476,36.2084
13.5498,37.0417
13.552,37.4584
13.5541,37.8751
13.5561,38.7084
13.5581,39.125
13.5601,39.5416
13.562,39.9583
13.5639,40.375
13.5658,40.7917
13.5677,41.2083
13.5695,41.625
13.5714,42.0417
13.5732,42.4584
13.575,42.875
13.5768,43.2917
13.5786,43.7084
13.5804,44.125
13.5822,44.5417
13.584,44.9583
13.5858,44.9583
13.5876,45.375
13.5894,45.7917
13.5913,38.2917
13.5931,38.7083
13.595,39.125
13.5968,39.5416
13.5987,39.9582
13.6005,40.375
13.6024,40.7916
13.6043,41.2083
13.6061,41.6249
13.608,42.0417
13.6097,42.4583
13.6116,42.875
13.6133,40.375
13.6151,32.0417
13.6168,32.4584
13.6187,32.4584
13.6203,32.875
13.6222,33.2917
13.6239,33.7083
13.6258,34.125
13.6274,34.125
13.6294,34.125
13.631,34.125
13.633,34.5416
13.6347,34.5416
13.6368,34.9583
13.6385,34.5417
13.6406,35.375
13.6424,35.7917
13.6446,39.125
13.6464,39.5416
13.6486,40.375
13.6504,40.7916
13.6526,41.6249
13.6544,42.0417
13.6565,42.4583
13.6583,42.875
13.6604,43.7084
13.662,43.7084
13.664,44.5417
13.6657,44.125
13.6677,44.9583
13.6692,45.375
13.6712,45.7917
13.6728,46.2084
13.6747,46.625
13.6763,47.0418
13.6782,47.4584
13.6797,46.6251
13.6816,48.2917
13.6832,47.4584
13.6851,47.875
13.6866,48.2916
13.6884,48.7083
13.6899,48.7083
13.6918,49.125
13.6933,49.9584
13.6951,50.7917
13.6966,51.2083
13.6984,52.0418
13.6999,52.4584
13.7018,53.2917
13.7032,54.125
13.7051,54.5417
13.7066,54.9583
13.7084,52.8751
13.7099,53.2917
13.7117,53.2917
13.7132,53.7083
13.7151,54.125
13.7165,54.5417
13.7184,54.9583
13.7199,54.9583
13.7217,55.375
13.7233,55.7917
13.7251,56.2084
13.7267,56.625
13.7285,57.0417
13.73,57.0417
13.7319,57.4584
13.7333,57.8751
13.7351,58.2917
13.7365,58.7083
13.7383,59.125
13.7397,59.5416
13.7414,59.9583
13.7427,59.9584
13.7444,60.5834
13.7458,60.5834
13.7475,61.4167
13.7488,61.4167
13.7504,61.4167
13.7517,61.4167
13.7532,62.2501
13.7545,62.2501
13.7561,62.2501
13.7573,62.2501
13.7589,63.0834
13.7601,63.0834
13.7617,63.0834
13.7629,63.9167
13.7645,63.9167
13.7657,63.9167
13.7672,63.9167
13.7685,64.75
13.77,64.75
13.7713,64.75
13.7728,65.5833
13.7741,65.5833
13.7757,66.4167
13.777,66.4167
13.7786,58.2917
13.7799,58.7083
13.7815,59.125
13.7829,59.5416
13.7845,56.625
13.7859,55.375
13.7875,55.7916
13.789,55.7916
13.7906,53.7083
13.7921,52.875
13.7938,52.4584
13.7952,51.2083
13.7969,48.2916
13.7983,47.4584
13.8,46.625
13.8014,46.2083
13.8031,45.375
13.8045,44.9584
13.8062,44.9583
13.8076,44.9583
13.8093,44.9583
13.8107,44.9583
13.8124,44.5417
13.8139,43.2916
13.8156,42.4583
13.8172,42.0416
13.819,42.0416
13.8206,42.0416
13.8224,42.0416
13.824,42.0416
13.8258,42.0416
13.8273,42.0416
13.8292,42.0416
13.8308,41.6249
13.8326,41.6249
13.8342,42.0417
13.836,42.0417
13.8375,42.4583
13.8393,42.4583
13.8409,42.875
13.8427,42.875
13.8443,42.875
13.8461,42.875
13.8477,42.875
13.8496,42.875
13.8513,42.875
13.8532,43.2916
13.8549,43.2916
13.8569,43.7084
13.8586,43.7084
13.8606,44.125
13.8623,44.125
13.8643,44.9583
13.8661,44.9583
13.8681,45.375
13.8699,45.7917
13.8719,46.2084
13.8737,46.625
13.8757,47.0417
13.8776,47.0417
13.8797,47.4584
13.8817,47.875
13.8839,48.2916
13.8859,48.7083
13.8882,49.1249
13.8902,49.5417
13.8924,49.9583
13.8944,50.3751
13.8967,51.2083
13.8987,51.625
13.9009,52.0417
13.9029,52.4584
13.905,52.8751
13.907,53.7083
13.9091,54.125
13.911,54.5417
13.9131,55.375
13.915,55.7917
13.9171,56.625
13.9189,57.0417
13.921,57.875
13.9226,58.2917
13.9247,58.7083
13.9263,59.1249
13.9284,59.9584
13.93,59.9584
13.9319,60.5833
13.9337,60.5833
13.9357,59.9584
13.9375,59.9584
13.9396,34.125
13.9413,34.125
13.9433,33.7083
13.945,33.2917
13.9471,32.875
13.9488,31.2083
13.9508,31.2083
13.9525,31.625
13.9546,31.625
13.9563,32.0417
13.9585,32.4583
13.9603,32.4583
13.9624,32.875
13.9642,32.875
13.9664,33.2917
13.9683,32.875
13.9705,32.0417
13.9724,29.9583
13.9747,29.1249
13.9766,28.2917
13.9789,27.4584
13.9809,26.625
13.9832,25.7917
13.9852,25.7917
13.9876,25.7917
13.9898,26.2083
13.9923,26.2083
13.9945,26.2083
13.997,26.625
13.9993,26.625
14.0019,26.625
14.0042,26.625
14.0068,26.625
14.0091,26.625
14.0118,26.625
14.014,26.2083
14.0166,25.7917
14.0188,21.6251
14.0214,21.6251
14.0236,21.6251
14.0261,21.6251
14.0282,21.625
14.0308,21.2084
14.0329,21.2084
14.0356,21.2084
14.0377,20.7917
14.0404,21.2083
14.0428,21.2084
14.0458,21.2084
14.0482,21.2084
14.051,21.6251
14.0534,21.6251
14.0561,22.0417
14.0584,22.4584
14.061,22.875
14.0632,23.2917
14.0659,23.7083
14.0681,24.1249
14.0708,24.5416
14.073,24.9583
14.0758,24.9584
14.078,25.3751
14.0806,25.7917
14.0828,26.2083
14.0853,26.2084
14.0874,26.625
14.0898,27.4584
14.0919,27.4584
14.0943,28.2917
14.0963,28.7083
14.0987,29.1249
14.1008,29.5416
14.1032,29.5417
14.1052,29.9583
14.1076,30.3749
14.1096,30.7916
14.112,31.2084
14.114,31.625
14.1164,31.625
14.1185,32.0417
14.121,32.4584
14.1229,32.875
14.1254,33.7083
14.1273,32.0417
14.1297,32.4584
14.1316,32.875
14.1339,33.7083
14.1358,34.125
14.138,34.5417
14.1398,34.9583
14.142,35.375
14.1438,35.7917
14.146,36.625
14.1478,37.0417
14.15,37.4584
14.1518,37.8751
14.154,38.2917
14.1558,38.2917
14.158,39.125
14.1599,39.5416
14.1621,39.9582
14.164,40.375
14.1662,40.7916
14.168,40.7917
14.1701,41.2083
14.1718,38.7084
14.1739,38.7084
14.1755,39.125
14.1776,39.125
14.1792,39.5416
14.1812,39.5416
14.1827,39.5416
14.1847,39.5416
14.1862,38.2917
14.1882,38.2917
14.1897,38.2917
14.1916,38.7083
14.1931,39.125
14.1949,39.5416
14.1963,39.9582
14.1981,40.375
14.1995,40.7917
14.2012,41.2083
14.2026,41.625
14.2043,42.0417
14.2056,42.875
14.2072,43.2916
14.2085,43.7084
14.2102,43.7084
14.2115,44.5417
14.2131,44.9584
14.2144,45.3751
14.216,45.7917
14.2174,46.2084
14.219,46.625
14.2204,47.0418
14.2221,47.4584
14.2235,47.875
14.2252,48.2917
14.2266,49.125
14.2283,49.5417
14.2298,49.9584
14.2316,50.7917
14.2332,51.2083
14.2351,51.2084
14.2366,51.2084
14.2383,51.625
14.2399,32.4584
14.2415,32.875
14.2431,33.2917
14.2449,33.7083
14.2466,34.1249
14.2484,34.5416
14.2501,24.9584
14.2519,24.5416
14.2535,24.5416
14.2552,24.5416
14.2568,24.5416
14.2587,24.9583
14.2603,24.9583
14.2622,24.9583
14.2639,24.9583
14.2658,24.9583
14.2675,24.9583
14.2695,24.9583
14.2713,24.9584
14.2733,24.9584
14.2751,25.375
14.2772,25.375
14.2789,25.375
14.2809,25.3751
14.2826,25.3751
14.2846,25.7917
14.2864,26.2083
14.2886,25.7917
14.2907,26.2084
14.2929,26.625
14.2949,27.0418
14.2972,27.4584
14.2991,27.0418
14.3013,17.875
14.3033,17.875
14.3055,17.8751
14.3073,17.8751
14.3096,18.2917
14.3115,18.2917
14.3137,18.7083
14.3156,18.7083
14.3179,18.7083
14.3199,18.2917
14.3222,18.7084
14.3242,19.125
14.3266,19.5417
14.3285,19.9584
14.3309,20.375
14.3327,20.7917
14.3351,21.2084
14.3369,21.6251
14.3393,22.0417
14.3411,23.2917
14.3435,23.7083
14.3454,24.1249
14.3477,24.5416
14.3495,24.9584
14.3519,25.3751
14.3537,25.7917
14.356,26.2083
14.3579,24.125
14.3602,24.5416
14.3621,24.9583
14.3644,24.9584
14.3663,25.3751
14.3687,25.3751
14.3706,25.7917
14.373,26.2084
14.3749,26.2084
14.3773,26.2083
14.3793,26.6251
14.3818,27.0418
14.3837,27.4584
14.3862,27.875
14.3881,28.2917
14.3905,28.7083
14.3925,29.125
14.3949,29.5417
14.3968,29.1249
14.3991,29.5417
14.401,29.9583
14.4033,30.3749
14.4051,30.7916
14.4074,31.2084
14.4091,30.7916
14.4113,31.2084
14.413,31.625
14.4151,32.0417
14.4167,32.4584
14.4188,32.875
14.4204,32.875
14.4225,33.2917
14.4241,33.2917
14.4261,33.7083
14.4277,34.125
14.4298,34.5416
14.4314,34.9583
14.4334,35.375
14.4351,36.2084
14.4372,36.625
14.4389,37.4584
14.441,37.8751
14.4427,38.2917
14.4449,39.125
14.4466,39.9582
14.4488,40.375
14.4504,40.7916
14.4526,41.6249
14.4543,42.0417
14.4564,42.0417
14.4581,42.4583
14.4602,43.2916
14.4619,43.7084
14.464,44.125
14.4656,44.5417
14.4677,45.375
14.4693,45.7917
14.4713,46.2084
14.4729,47.0417
14.4749,47.4584
14.4765,47.875
14.4785,48.7083
14.48,49.1249
14.4819,49.9584
14.4835,49.9584
14.4854,50.7917
14.4869,51.2083
14.4888,51.2083
14.4903,51.6251
14.4922,52.0418
14.4937,52.0418
14.4955,52.875
14.497,53.2917
14.4988,54.125
14.5003,54.5416
14.5021,54.9583
14.5036,55.7916
14.5054,56.2084
14.5068,56.625
14.5087,57.4584
14.5101,57.875
14.512,58.7083
14.5134,59.125
14.5152,59.5417
14.5167,59.9583
14.5185,58.7083
14.5199,59.125
14.5217,59.9583
14.5231,59.9583
14.5248,60.5834
14.5262,61.4167
14.5279,61.4167
14.5292,62.2501
14.5309,63.0833
14.5322,63.0833
14.5339,63.9167
14.5352,63.9167
14.5368,64.75
14.5381,65.5833
14.5397,66.4167
14.541,66.4167
14.5426,67.25
14.544,67.25
14.5456,68.0834
14.5471,68.9167
14.5487,68.9167
14.5501,69.7502
14.5517,70.584
14.5531,70.584
14.5547,71.416
14.556,71.416
14.5576,72.25
14.5589,73.084
14.5606,73.084
14.5618,73.917
14.5634,73.917
14.5647,74.75
14.5663,74.75
14.5676,71.417
14.5692,72.25
14.5705,72.25
14.5721,73.083
14.5733,73.083
14.5749,73.917
14.5761,73.917
14.5777,74.75
14.579,74.75
14.5805,75.584
14.5818,76.417
14.5834,76.417
14.5847,77.251
14.5863,77.251
14.5875,78.083
14.5891,78.916
14.5904,78.916
14.592,66.4166
14.5933,66.4166
14.5949,63.9166
14.5962,63.9166
14.5978,64.7499
14.5991,64.7499
14.6008,41.2083
14.6021,41.6249
14.6038,41.6249
14.6052,41.6249
14.6069,42.0417
14.6083,42.0417
14.61,42.4584
14.6115,42.4584
14.6133,42.875
14.6148,42.875
14.6167,41.2083
14.6183,41.2083
14.6202,41.2083
14.6218,40.375
14.6238,40.375
14.6255,40.375
14.6275,40.7917
14.6292,40.7917
14.6313,40.7917
14.633,40.7916
14.6351,40.375
14.637,40.375
14.6392,40.7916
14.641,41.2083
14.6432,41.2083
14.645,41.625
14.6472,42.0416
14.6491,42.0417
14.6513,42.4583
14.6533,42.875
14.6556,43.2916
14.6576,43.7084
14.66,44.125
14.6621,44.5417
14.6644,44.9583
14.6665,45.375
14.6687,45.7917
14.6707,46.2083
14.673,46.6251
14.675,47.0418
14.6772,47.4584
14.6792,47.875
14.6814,48.2917
14.6835,48.7083
14.6857,49.1249
14.6877,49.5416
14.6899,50.375
14.6919,50.7917
14.6941,51.2084
14.6961,51.625
14.6984,52.8751
14.7005,53.2917
14.7028,54.125
14.7048,54.5417
14.7069,54.9583
14.7088,55.375
14.7109,55.7917
14.7128,56.625
14.7148,57.0417
14.7166,56.2084
14.7186,56.625
14.7205,57.0416
14.7225,57.4583
14.7243,57.4583
14.7262,57.875
14.728,58.2917
14.7302,58.7083
14.7324,27.0418
14.7347,27.0418
14.737,27.4584
14.7392,27.4584
14.7414,27.8751
14.7437,28.2917
14.7458,28.2917
14.7481,28.7083
14.7502,29.125
14.7524,29.5417
14.7545,29.5417
14.7568,29.9583
14.7589,30.375
14.7612,30.375
14.7633,30.7917
14.7656,31.2083
14.7677,31.625
14.77,31.625
14.7721,32.0417
14.7749,32.4584
14.7773,32.875
14.7801,32.875
14.7826,33.2917
14.7854,33.7083
14.7878,34.125
14.7905,34.5417
14.7932,34.5417
14.796,34.9584
14.7988,35.375
14.8016,35.7917
14.8044,36.2084
14.8074,36.6251
14.8103,37.0417
14.8133,37.4584
14.816,37.8751
14.819,38.2917
14.8217,38.7083
14.8245,39.125
14.8272,39.5416
14.83,39.9583
14.8326,40.375
14.8354,40.7916
14.838,41.2083
14.8407,41.6249
