time(sec),flameHeight(cm)
8.2003,28.7083
8.2023,28.7083
8.2045,29.125
8.2066,29.5417
8.2088,29.9583
8.2109,30.375
8.2132,30.7917
8.2154,31.2084
8.2179,31.625
8.22,32.0417
8.2226,32.4584
8.2246,32.875
8.2272,33.2917
8.2291,32.875
8.2317,29.1249
8.2337,29.5417
8.2363,30.3749
8.2384,31.2083
8.2411,31.625
8.2431,32.4583
8.2456,32.875
8.2476,33.2917
8.2501,33.7083
8.252,34.125
8.2544,34.5416
8.2563,34.9583
8.2586,35.375
8.2605,35.7916
8.2627,36.2083
8.2645,34.5416
8.2666,32.875
8.2683,33.2917
8.2703,33.7083
8.2719,34.125
8.2739,34.5417
8.2755,34.9583
8.2775,35.375
8.2791,35.7917
8.2811,36.2083
8.2827,36.625
8.2847,37.0417
8.2864,37.0417
8.2884,37.4583
8.2901,37.8751
8.2922,36.2084
8.2939,35.375
8.296,35.7917
8.2977,36.2083
8.2998,36.625
8.3016,35.7917
8.3037,36.2084
8.3054,36.625
8.3074,37.0417
8.3091,37.4584
8.3111,38.2917
8.3128,38.7084
8.3148,39.125
8.3164,39.5416
8.3184,40.375
8.3199,40.7916
8.3218,41.6249
8.3233,42.0417
8.3251,42.4583
8.3265,42.875
8.3283,43.7084
8.3297,44.125
8.3315,44.5417
8.3329,44.125
8.3346,44.5417
8.336,44.9583
8.3378,45.3751
8.3392,45.7917
8.3409,46.2084
8.3424,46.6251
8.3441,47.0417
8.3455,47.4584
8.3472,47.875
8.3486,48.2917
8.3503,49.1249
8.3516,49.1249
8.3533,49.5416
8.3546,49.9584
8.3562,50.3751
8.3575,50.7917
8.3591,51.625
8.3604,52.0418
8.362,52.4584
8.3632,52.8751
8.3648,53.2917
8.3659,53.7083
8.3674,54.125
8.3686,54.5417
8.3701,54.9583
8.3712,55.375
8.3727,55.7917
8.3738,56.625
8.3753,57.0417
8.3765,57.4584
8.378,58.2917
8.3791,58.7083
8.3806,59.5416
8.3818,59.9584
8.3833,59.9584
8.3846,60.5834
8.3861,60.5834
8.3874,61.4167
8.389,61.4167
8.3903,61.4167
8.3919,59.1249
8.3933,59.5416
8.3949,59.9583
8.3963,60.5834
8.3979,60.5834
8.3993,61.4167
8.4009,62.25
8.4023,63.0833
8.4038,63.9166
8.4052,64.75
8.4068,65.5833
8.4081,66.4167
8.4097,66.4167
8.4111,67.25
8.4126,68.0834
8.414,68.0834
8.4155,68.9167
8.4168,68.9167
8.4184,69.7502
8.4197,51.625
8.4213,70.584
8.4226,51.2083
8.4241,51.2083
8.4254,50.7917
8.4269,50.7917
8.4282,50.3751
8.4297,49.9584
8.431,49.5416
8.4326,49.125
8.4339,48.7083
8.4355,48.2917
8.4369,47.875
8.4385,47.4584
8.44,47.0417
8.4416,46.2084
8.4431,45.375
8.4448,44.5417
8.4462,44.125
8.4479,43.2916
8.4494,42.4584
8.451,41.2083
8.4525,41.2083
8.4542,41.2083
8.4556,41.2083
8.4573,40.3749
8.4587,33.2917
8.4604,32.4584
8.4619,32.875
8.4636,32.875
8.4651,32.875
8.4668,33.2917
8.4683,33.2917
8.4701,33.2917
8.4717,33.2917
8.4735,33.7083
8.475,33.7083
8.4768,33.7083
8.4784,33.7083
8.4802,34.125
8.4818,34.5416
8.4837,34.5417
8.4853,34.9583
8.4872,35.375
8.489,34.125
8.4909,34.5416
8.4927,34.5416
8.4947,34.5416
8.4965,32.875
8.4986,32.4584
8.5005,32.4584
8.5027,32.0417
8.5047,32.0417
8.507,29.9583
8.5091,30.375
8.5115,30.3749
8.5138,30.7916
8.5163,31.2083
8.5187,31.625
8.5213,32.0417
8.5237,32.875
8.5265,33.2917
8.5289,33.7083
8.5317,34.125
8.5341,34.5417
8.5369,34.9583
8.5393,35.375
8.5421,35.7917
8.5446,35.7917
8.5473,36.2084
8.5496,36.625
8.5523,37.0417
8.5546,37.4584
8.5573,37.8751
8.5595,38.2917
8.5622,38.7083
8.5646,39.125
8.5677,39.5416
8.5702,39.9582
8.5732,40.375
8.5755,40.7917
8.5785,41.2083
8.5808,41.6249
8.5837,42.0417
8.586,42.4584
8.5889,42.875
8.5912,43.2917
8.594,43.7084
8.5962,42.875
8.5991,43.2916
8.6013,43.7083
8.6041,44.125
8.6063,34.9584
8.6091,35.375
8.6113,36.2083
8.614,37.0417
8.6162,37.4584
8.6189,38.2917
8.6212,38.7083
8.6238,39.5416
8.6261,39.5416
8.6287,40.375
8.6309,32.0417
8.6334,32.4584
8.6355,33.2917
8.6379,33.7083
8.6399,34.125
8.6422,34.9583
8.6441,35.375
8.6463,35.7917
8.6482,36.2084
8.6503,37.0417
8.6521,37.4584
8.6542,37.8751
8.6559,38.2917
8.6579,39.125
8.6596,39.5416
8.6616,39.9582
8.6633,40.375
8.6653,41.2083
8.667,41.6249
8.669,42.0416
8.6707,42.4584
8.6727,42.875
8.6744,43.2917
8.6764,43.7084
8.6782,44.125
8.6803,44.9584
8.682,45.375
8.6842,45.7917
8.6859,46.2084
8.688,46.6251
8.6897,47.4584
8.6917,47.875
8.6934,48.2917
8.6954,49.125
8.697,49.5417
8.699,50.375
8.7006,50.7917
8.7025,51.625
8.7041,52.0417
8.706,52.4584
8.7075,52.8751
8.7094,53.7083
8.7109,54.1249
8.7127,54.5417
8.7142,55.375
8.716,55.7916
8.7174,56.2083
8.7192,57.0417
8.7207,57.0417
8.7224,57.875
8.7239,57.875
8.7256,58.2917
8.727,58.7083
8.7288,59.125
8.7302,59.9584
8.732,60.5833
8.7334,60.5833
8.7352,61.4167
8.7367,62.25
8.7385,62.2501
8.7399,63.0833
8.7417,62.2501
8.7431,63.0834
8.7449,62.2501
8.7463,62.2501
8.7481,55.375
8.7495,55.7917
8.7512,56.625
8.7526,56.625
8.7544,57.4584
8.7557,57.4584
8.7574,57.875
8.7588,58.2917
8.7604,58.7083
8.7618,59.125
8.7634,59.5416
8.7647,59.9583
8.7664,59.9584
8.7677,60.5834
8.7694,60.5834
8.7707,60.5834
8.7723,61.4167
8.7737,61.4167
8.7753,61.4167
8.7768,62.2501
8.7784,62.2501
8.7798,63.0834
8.7814,63.0834
8.7828,63.0834
8.7844,63.0834
8.7858,63.9166
8.7875,62.2501
8.7889,63.0833
8.7905,63.0833
8.792,43.7083
8.7936,43.7083
8.7951,43.7083
8.7967,42.0416
8.7983,39.5416
8.8,38.2917
8.8017,38.2917
8.8035,38.2917
8.8051,38.2917
8.8069,38.2917
8.8085,38.2917
8.8103,38.2917
8.812,37.8751
8.8137,38.2917
8.8154,38.7083
8.8172,39.125
8.8189,39.9582
8.8207,39.9582
8.8224,40.375
8.8243,39.9583
8.826,40.3749
8.8278,39.5416
8.8296,39.9582
8.8313,40.375
8.833,41.2083
8.8348,41.6249
8.8363,42.0417
8.8381,42.875
8.8397,43.2917
8.8414,35.375
8.8429,35.375
8.8447,35.7916
8.8462,36.2083
8.848,36.625
8.8496,36.625
8.8514,37.0417
8.853,37.0417
8.8547,37.0417
8.8564,37.0417
8.8583,37.0417
8.86,37.0417
8.8618,37.0417
8.8637,36.625
8.8654,37.0417
8.8673,37.0417
8.869,37.0417
8.8709,37.0417
8.8727,37.0417
8.8745,37.4584
8.8764,37.4584
8.8782,37.4584
8.8802,37.8751
8.882,38.2917
8.884,38.7083
8.8858,39.125
8.8878,39.5416
8.8896,39.9582
8.8916,39.9582
8.8933,40.7916
8.8954,40.7916
8.8971,41.2083
8.8993,41.6249
8.901,37.4584
8.9032,36.625
8.905,36.625
8.9072,37.0417
8.9091,37.4584
8.9113,37.4584
8.9133,37.8751
8.9155,38.2917
8.9174,38.2917
8.9197,38.7084
8.9216,39.5416
8.9238,39.9582
8.9257,40.375
8.9279,40.7917
8.9298,41.2083
8.9321,41.6249
8.9341,21.2083
8.9364,21.625
8.9384,21.625
8.9407,21.625
8.9428,21.625
8.9449,22.0417
8.9469,22.0417
8.949,22.4584
8.951,22.4584
8.9531,22.875
8.9552,22.875
8.9574,23.2917
8.9595,22.875
8.9618,23.2917
8.9639,23.2917
8.9661,23.7083
8.9682,23.7083
8.9705,24.1249
8.9726,24.125
8.975,24.5417
8.9771,24.5417
8.9795,24.9584
8.9815,24.9584
8.984,25.3751
8.9861,25.3751
8.9885,25.7917
8.9906,25.7917
8.9932,26.2084
8.9955,26.2083
8.9981,26.625
9.0003,24.5417
9.003,24.5417
9.0052,24.9584
9.0078,24.9584
9.01,25.3751
9.0126,25.3751
9.0148,25.3751
9.0175,25.3751
9.0197,25.7917
9.0224,25.7917
9.0246,25.7917
9.0274,25.7917
9.0296,25.7917
9.0325,25.7917
9.0348,25.7917
9.0377,26.2083
9.0399,26.2084
9.0428,26.2083
9.0451,26.2084
9.048,26.6251
9.0503,26.6251
9.0533,27.0418
9.0559,27.4584
9.0588,27.8751
9.0613,28.2917
9.0641,29.125
9.0665,29.5417
9.0692,30.7916
9.0715,31.625
9.0741,32.0417
9.0764,32.875
9.0789,33.2917
9.0812,33.7083
9.0837,34.125
9.086,34.5417
9.0885,34.9584
9.0907,35.375
9.0932,35.7917
9.0953,36.2084
9.0978,36.625
9.0998,37.0417
9.1023,37.4584
9.1043,37.8751
9.1068,38.2917
9.1088,38.7084
9.1111,39.125
9.1131,39.5416
9.1154,39.9583
9.1173,40.375
9.1196,41.2083
9.1214,41.2083
9.1236,42.0417
9.1254,42.0417
9.1276,42.875
9.1294,43.2916
9.1315,44.125
9.1332,44.5416
9.1354,44.9584
9.1371,44.9584
9.1392,45.375
9.1409,45.7917
9.143,45.7917
9.1446,46.2084
9.1466,46.6251
9.1483,46.6251
9.1502,47.0418
9.1518,47.0417
9.1536,47.4584
9.1552,47.4584
9.1571,47.875
9.1587,47.875
9.1606,48.2917
9.1623,48.7083
9.1643,48.7083
9.1659,49.1249
9.168,49.125
9.1699,49.5416
9.172,49.9584
9.1738,49.9584
9.1759,50.3751
9.1777,50.7917
9.1798,50.7917
9.1817,51.2084
9.1838,51.625
9.1857,51.6251
9.1879,52.0418
9.1898,52.0418
9.192,52.4584
9.1939,52.875
9.196,52.8751
9.1978,52.8751
9.1999,53.2917
9.2017,53.2917
9.2039,53.2917
9.2056,52.8751
9.2077,43.2916
9.2095,43.2916
9.2116,40.3749
9.2133,39.9583
9.2154,40.375
9.2171,40.7917
9.2192,40.3749
9.2209,40.7916
9.2229,28.2917
9.2247,28.7083
9.2267,28.7083
9.2285,28.7083
9.2306,29.1249
9.2324,29.1249
9.2345,29.1249
9.2363,29.1249
9.2385,29.5417
9.2404,29.1249
9.2427,29.1249
9.2447,29.1249
9.247,28.7083
9.2489,28.2917
9.2511,27.4584
9.253,27.875
9.2552,28.2917
9.2571,28.7083
9.2593,29.125
9.2612,29.5416
9.2633,30.375
9.2652,30.7916
9.2674,31.2083
9.2693,31.625
9.2715,32.4584
9.2735,32.875
9.2757,33.2917
9.2776,33.7083
9.2797,34.5417
9.2815,34.9583
9.2836,35.375
9.2853,36.2084
9.2873,36.6251
9.2888,18.2917
9.2908,37.8751
9.2923,16.6251
9.2942,16.6251
9.2957,17.0417
9.2976,17.0417
9.2991,17.0417
9.3009,17.0417
9.3025,17.4583
9.3044,17.4583
9.3059,17.0417
9.3077,17.0417
9.3091,17.0417
9.3109,17.0417
9.3124,17.4584
9.3143,17.4584
9.3158,17.8751
9.3178,17.8751
9.3194,17.8751
9.3215,18.2917
9.3233,18.2917
9.3254,18.7083
9.3272,18.7084
9.3293,19.125
9.3311,19.125
9.3333,19.5416
9.3351,19.9583
9.3373,19.9583
9.3391,20.375
9.3414,20.7917
9.3432,14.9582
9.3455,14.9582
9.3474,15.375
9.3497,15.7917
9.3517,15.7917
9.3541,16.2084
9.356,16.625
9.3585,17.0417
9.3605,17.0417
9.363,17.875
9.3651,18.2917
9.3675,18.2917
9.3697,18.7084
9.3722,19.125
9.3743,19.125
9.3769,19.5417
9.3792,19.9584
9.3818,20.375
9.3841,20.3751
9.3867,20.7917
9.389,21.2084
9.3917,21.625
9.394,21.6251
9.3968,22.4584
9.3993,22.4584
9.4021,22.875
9.4045,22.875
9.4073,23.2917
9.4097,26.2083
9.4126,26.625
9.415,27.0418
9.4179,27.4584
9.4203,27.8751
9.4232,28.2917
9.4256,28.7083
9.4286,29.5416
9.4311,29.9583
9.434,30.375
9.4366,30.7916
9.4396,31.2084
9.4421,31.625
9.4449,29.1249
9.4474,29.5416
9.4501,29.9583
9.4525,30.3749
9.4552,30.7916
9.4574,31.2083
9.46,31.625
9.4623,32.0416
9.4649,32.4584
9.4671,32.8751
9.4696,33.2917
9.4718,34.125
9.4744,34.5417
9.4765,35.375
9.4791,35.7916
9.4812,36.625
9.4838,38.2917
9.4859,38.7084
9.4885,39.125
9.4906,39.5416
9.4933,40.375
9.4954,40.7917
9.498,41.2083
9.5001,41.6249
9.5025,42.0417
9.5045,42.4584
9.5068,43.2916
9.5086,43.2917
9.5109,44.125
9.5126,44.5417
9.5148,45.3751
9.5165,45.7917
9.5187,46.2084
9.5204,46.6251
9.5225,47.4584
9.5241,47.875
9.5262,47.875
9.5279,48.2917
9.5299,49.1249
9.5316,49.9584
9.5338,50.3751
9.5355,51.2084
9.5378,52.0418
9.5395,52.4584
9.5417,53.2917
9.5434,54.125
9.5455,54.9583
9.5472,55.7917
9.5493,56.625
9.5509,57.4584
9.5529,58.2917
9.5545,58.7083
9.5565,59.5417
9.558,59.9584
9.56,61.4167
9.5615,61.4167
9.5634,62.2501
9.5649,63.0834
9.5668,63.0834
9.5682,63.9167
9.57,65.5833
9.5715,65.5833
9.5732,66.4167
9.5746,66.4167
9.5764,67.25
9.5778,67.25
9.5795,68.0834
9.5808,68.9167
9.5825,69.7502
9.5838,70.584
9.5854,71.416
9.5868,71.417
9.5884,72.25
9.5897,73.084
9.5913,73.917
9.5926,74.75
9.5942,75.584
9.5955,76.417
9.5971,77.251
9.5984,77.251
9.6,78.084
9.6014,78.084
9.603,78.917
9.6043,79.75
9.6059,79.75
9.6072,80.584
9.6088,81.417
9.6101,81.417
9.6117,82.251
9.6131,83.084
9.6147,83.084
9.6161,83.916
9.6177,84.749
9.619,84.75
9.6206,85.583
9.6219,86.417
9.6235,86.417
9.6249,87.25
9.6265,88.083
9.628,88.084
9.6296,88.917
9.6311,88.917
9.6328,88.917
9.6343,90.166
9.6361,90.167
9.6376,90.167
9.6394,90.166
9.6409,88.917
9.6427,88.917
9.6444,88.917
9.6462,88.917
9.6479,88.917
9.6498,83.084
9.6515,83.916
9.6534,83.917
9.6552,83.917
9.6572,83.917
9.6591,84.75
9.6611,84.749
9.663,42.4584
9.6651,42.4584
9.667,41.2083
9.6691,41.2083
9.671,41.2083
9.6731,41.2083
9.675,39.9582
9.6772,38.2917
9.6791,38.7083
9.6812,39.125
9.6831,39.5416
9.6853,39.9582
9.6872,39.9582
9.6894,40.3749
9.6913,40.3749
9.6935,39.9582
9.6956,39.9582
9.6978,39.9582
9.6999,39.9583
9.7022,40.375
9.7043,40.7917
9.7066,40.7917
9.7086,41.2083
9.711,42.0416
9.713,42.0416
9.7154,42.875
9.7174,42.875
9.7197,43.2916
9.7217,43.2916
9.724,43.2916
9.7259,43.2916
9.7282,43.7083
9.7301,43.7083
9.7322,44.125
9.7341,44.125
9.7363,44.5417
9.7382,44.9583
9.7403,44.9583
9.7422,45.375
9.7444,45.375
9.7462,45.7917
9.7484,45.7917
9.7502,46.2084
9.7524,46.6251
9.7542,47.0417
9.7565,47.4584
9.7583,47.875
9.7605,48.2916
9.7624,48.7083
9.7645,48.7083
9.7664,49.1249
9.7686,50.375
9.7704,50.3751
9.7726,51.625
9.7744,52.0417
9.7765,52.4584
9.7783,53.2917
9.7803,53.7083
9.782,54.1249
9.7841,54.5417
9.7858,54.9583
9.7879,55.375
9.7896,55.7917
9.7918,56.2084
9.7935,57.0417
9.7956,57.4583
9.7972,57.8751
9.7993,58.2917
9.8009,59.125
9.803,59.5416
9.8046,59.9583
9.8067,59.9583
9.8085,54.5417
9.8104,54.5417
9.8121,30.7916
9.8141,30.7916
9.8158,31.2084
9.8176,31.2084
9.8193,31.625
9.8212,31.625
9.8229,31.625
9.8248,31.625
9.8265,32.0416
9.8285,31.625
9.8302,31.625
9.8323,31.625
9.8341,31.2084
9.8361,31.2084
9.8379,30.7916
9.84,30.7916
9.8418,30.3749
9.8438,29.9583
9.8457,29.9583
9.8478,29.9583
9.8496,29.9583
9.8517,29.5417
9.8536,29.5417
9.8559,28.2917
9.858,27.875
9.8604,26.2084
9.8625,26.2084
9.865,25.7917
9.8672,25.3751
9.8698,25.3751
9.8722,25.7917
9.8748,25.7917
9.8771,25.7917
9.8797,25.7917
9.882,25.7917
9.8848,26.2083
9.8872,26.2083
9.8899,26.2083
9.8922,26.2083
9.895,26.625
9.8974,26.625
9.9001,26.2083
9.9028,25.375
9.9055,25.375
9.9083,25.375
9.9109,25.7917
9.9136,25.3751
9.916,25.7917
9.9187,26.625
9.9211,27.0417
9.9239,27.4584
9.9264,27.875
9.9292,28.2917
9.9318,28.7083
9.9347,29.125
9.9373,29.9583
9.9401,30.3749
9.9428,30.7916
9.9456,31.2083
9.9482,31.625
9.9511,31.625
9.9535,32.0417
9.9563,32.0417
9.9584,32.4583
9.9612,34.5417
9.9634,34.9583
9.9662,35.375
9.9683,35.375
9.9709,35.7917
9.9732,36.2083
9.9759,36.625
9.9781,36.625
9.9808,37.0417
9.9829,37.0417
9.9858,37.4584
9.9878,37.4584
9.9909,37.8751
9.9927,37.875
9.9951,36.2083
9.9976,36.625
10,36.625
10.0019,34.9584
10.0043,35.375
10.0063,35.7917
10.0087,36.2084
10.0107,36.2084
10.0131,37.4584
10.0151,37.8751
10.0176,38.2917
10.0195,38.2917
10.0218,38.7084
10.0236,39.125
10.0258,39.125
10.0276,39.125
10.0297,39.5416
10.0313,39.5416
10.0334,39.9583
10.035,39.9583
10.037,40.375
10.0385,40.375
10.0404,37.8751
10.042,37.8751
10.044,38.2917
10.0456,38.7084
10.0476,38.7084
10.0492,38.7084
10.0511,39.125
10.0527,39.125
10.0547,39.5416
10.0564,39.5416
10.0584,39.9583
10.0601,39.9583
10.0621,39.9583
10.0637,40.375
10.0657,40.375
10.0673,40.375
10.0693,40.7916
10.0709,40.7917
10.0728,40.7917
10.0744,41.2083
10.0764,40.7917
10.0781,41.2083
10.0801,41.625
10.0817,42.4583
10.0837,43.2916
10.0853,43.7084
10.0874,44.125
10.0891,44.5417
10.0911,44.9583
10.0928,44.9584
10.0948,45.3751
10.0966,45.7917
10.0987,45.7917
10.1005,46.2084
10.1027,46.625
10.1045,46.6251
10.1068,47.0418
10.1087,48.2917
10.1109,47.0418
10.1129,47.4584
10.1152,49.1249
10.1171,47.4584
10.1193,47.4584
10.1211,28.2917
10.1233,29.1249
10.1251,29.5417
10.1274,29.9583
10.1292,30.3749
10.1314,31.2084
10.1332,31.625
10.1355,32.0416
10.1375,32.0417
10.1399,32.875
10.1419,33.2917
10.1444,34.1249
10.1465,34.5416
10.1489,34.9583
10.1511,35.7916
10.1535,36.625
10.1556,37.0417
10.158,37.875
10.1601,38.2917
10.1623,39.125
10.1644,39.5416
10.1666,40.3749
10.1687,40.7916
10.1709,41.2083
10.1729,40.7916
10.1751,42.0417
10.1771,35.7917
10.1793,36.2083
10.1813,26.6251
10.1835,25.7917
10.1854,26.6251
10.1876,27.0418
10.1895,27.4584
10.1918,27.875
10.1937,26.2083
10.1959,26.6251
10.1976,26.6251
10.1998,26.6251
10.2015,26.2083
10.2037,26.625
10.2055,27.0417
10.2077,27.4584
10.2094,27.4584
10.2116,27.4584
10.2133,27.875
10.2154,28.2917
10.2171,28.7083
10.2192,29.1249
10.2208,29.5416
10.2229,29.9583
10.2246,30.3749
10.2267,30.7916
10.2284,31.2083
10.2304,31.625
10.2321,30.7916
10.2341,31.2084
10.2358,32.0417
10.2378,32.4583
10.2395,33.2917
10.2415,33.7083
10.2431,34.5416
10.2451,34.9583
10.2468,35.7916
10.2488,36.2083
10.2505,37.0417
10.2526,37.4584
10.2545,38.2917
10.2566,38.7083
10.2585,39.5416
10.2607,40.3749
10.2626,40.7917
10.2647,41.6249
10.2667,42.0417
10.2688,42.4584
10.2707,42.875
10.2728,37.0417
10.2747,37.0417
10.2768,37.0417
10.2787,37.0417
10.2806,37.0417
10.2824,37.0417
10.2842,37.4584
10.286,37.875
10.2878,38.2917
10.2896,38.7083
10.2915,39.125
10.2934,39.5416
10.2953,40.3749
10.2971,40.7917
10.2989,41.2083
10.3007,41.625
10.3026,42.0417
10.3045,42.875
10.3065,43.2917
10.3083,44.125
10.3103,44.5417
10.3121,44.9584
10.3138,45.3751
10.3155,45.7917
10.3171,46.625
10.3189,47.0417
10.3205,47.875
10.3222,48.2917
10.3238,49.1249
10.3255,49.5416
10.3271,49.9584
10.3289,50.7917
10.3305,51.2083
10.3323,52.0417
10.3339,52.4584
10.3357,53.2917
10.3375,54.5416
10.3392,55.7916
10.3408,56.2084
10.3425,57.0417
10.3441,57.4583
10.3458,58.2917
10.3474,58.7083
10.349,59.125
10.3506,59.5417
10.3521,59.9583
10.3537,59.9583
10.3552,55.375
10.3567,56.2084
10.3582,56.625
10.3597,57.0417
10.3612,57.4583
10.3626,57.875
10.3641,58.7083
10.3655,59.125
10.3669,59.125
10.3683,59.5417
10.3698,59.9584
10.3711,59.9583
10.3725,60.5833
10.3739,60.5834
10.3753,60.5834
10.3767,60.5834
10.3781,60.5834
10.3795,60.5834
10.3809,61.4167
10.3823,61.4167
10.3836,62.2501
10.385,62.2501
10.3863,62.2501
10.3877,63.0834
10.3891,63.0834
10.3904,63.9167
10.3918,64.7499
10.3932,64.75
10.3946,65.5833
10.396,65.5833
10.3975,66.4167
10.3989,67.25
10.4003,67.25
10.4018,68.0834
10.4032,68.0834
10.4047,68.9167
10.4062,68.9167
10.4078,69.7502
10.4093,70.584
10.411,70.584
10.4126,71.417
10.4142,71.417
10.4159,72.25
10.4175,72.25
10.4192,73.084
10.4208,73.916
10.4225,73.917
10.4244,74.75
10.4262,74.75
10.4282,75.584
10.4301,75.584
10.4321,76.417
10.434,77.251
10.436,78.083
10.438,78.084
10.44,78.917
10.442,79.75
10.4439,80.584
10.4458,81.417
10.4478,81.417
10.4496,82.251
10.4515,83.084
10.4533,83.916
10.4552,83.916
10.4569,84.749
10.4587,84.75
10.4605,85.583
10.4624,85.583
10.4642,85.583
10.4661,38.2917
10.468,38.7083
10.47,38.7084
10.4719,39.125
10.4739,39.125
10.4759,39.5416
10.4778,39.5416
10.48,39.5416
10.482,39.9583
10.4842,40.3749
10.4863,40.7916
10.4885,40.7917
10.4906,35.375
10.4928,35.7917
10.4949,36.2084
10.4971,36.625
10.4991,37.0417
10.5015,37.4584
10.5037,37.8751
10.5061,38.2917
10.5083,38.7084
10.5108,39.125
10.5131,39.5416
10.5156,39.9582
10.5179,40.375
10.5205,40.7916
10.5228,41.2083
10.5254,41.625
10.5278,42.0417
10.5304,42.4584
10.5329,42.875
10.5356,24.5416
10.5381,24.9584
10.5408,25.3751
10.5434,25.7917
10.5462,25.7917
10.5488,26.2084
10.5516,26.625
10.5543,27.0418
10.557,27.4584
10.5597,27.875
10.5626,28.2917
10.5654,28.7083
10.5683,29.125
10.571,29.5416
10.5738,29.9583
10.5766,29.9583
10.5795,29.9583
10.5823,29.5417
10.5851,29.9583
10.588,30.3749
10.5908,30.3749
10.5938,30.7916
10.5965,31.2083
10.5995,31.625
10.6023,27.8751
10.6052,27.8751
10.608,28.2917
10.611,28.7083
10.6137,29.1249
10.6167,29.5417
10.6194,29.9583
10.6223,30.3749
10.625,30.3749
10.628,30.7916
10.6306,29.9583
10.6335,30.3749
10.636,31.2084
10.6388,32.0417
10.6413,32.4584
10.6441,32.875
10.6465,33.2917
10.6492,33.7083
10.6515,34.125
10.6541,34.5417
10.6563,34.9584
10.6588,35.375
10.6608,35.375
10.6632,35.7917
10.6651,36.2084
10.6674,36.6251
10.6692,36.6251
10.6714,37.0417
10.6732,37.4584
10.6753,37.8751
10.677,37.8751
10.6792,38.2917
10.6809,38.7084
10.6831,38.7084
10.6849,39.125
10.6871,39.5416
10.689,39.9583
10.6913,40.375
10.6931,40.7916
10.6954,41.2083
10.6971,41.625
10.6994,42.4583
10.7011,42.875
10.7033,43.2916
10.705,43.7083
10.7072,44.125
10.7089,44.125
10.711,44.5417
10.7127,44.9583
10.7147,44.9583
10.7163,45.375
10.7183,45.7917
10.7199,46.2083
10.7219,46.625
10.7235,46.6251
10.7254,47.0418
10.727,47.4584
10.729,47.875
10.7305,48.2917
10.7325,48.7083
10.7341,49.1249
10.736,49.125
10.7375,49.5417
10.7395,49.9584
10.7411,50.3751
10.743,50.7917
10.7447,51.2084
10.7466,51.6251
10.7483,52.0418
10.7503,52.4584
10.752,52.8751
10.754,53.2917
10.7557,53.7083
10.7576,52.8751
10.7593,53.2917
10.7613,53.7083
10.763,54.1249
10.765,54.5416
10.7667,54.5417
10.7687,54.9583
10.7704,54.9583
10.7724,55.375
10.7741,55.375
10.776,55.7916
10.7778,56.2083
10.7797,56.625
10.7813,56.2083
10.7833,56.625
10.7848,57.0417
10.7867,57.4583
10.7882,57.875
10.79,57.8751
10.7915,57.8751
10.7933,58.2917
10.7949,58.7083
10.7967,59.125
10.7983,59.5417
10.8001,59.9583
10.8016,59.9584
10.8034,59.9584
10.8049,60.5834
10.8067,60.5834
10.8082,60.5834
10.8101,61.4167
10.8117,61.4167
10.8136,61.4167
10.8151,61.4167
10.8171,60.5834
10.8187,32.875
10.8206,32.875
10.8222,32.875
10.8242,33.2917
10.8258,33.7083
10.8277,34.1249
10.8294,34.5416
10.8313,34.9583
10.8331,35.375
10.8351,35.7917
10.8368,36.2083
10.8389,36.625
10.8407,37.0417
10.8428,37.4584
10.8447,37.875
10.8467,38.7084
10.8486,39.125
10.8508,39.5416
10.8526,39.5416
10.8548,39.9583
10.8567,40.7916
10.8589,41.2083
10.8607,42.0417
10.863,42.4584
10.8648,43.2916
10.867,43.7083
10.8688,42.875
10.8711,42.875
10.8729,42.875
10.8751,42.875
10.8769,42.875
10.8791,43.2916
10.8808,43.2916
10.883,43.7084
10.8847,44.125
10.8869,44.125
10.8887,43.2916
10.8908,43.7084
10.8925,44.125
10.8945,44.5417
10.8961,44.9584
10.8981,44.9584
10.8997,44.9584
10.9017,45.375
10.9032,45.375
10.9052,45.7917
10.9067,46.2084
10.9088,46.2084
10.9106,46.625
10.9126,47.0418
10.9145,47.4584
10.9166,47.875
10.9184,48.2917
10.9205,42.0416
10.9224,42.4583
10.9245,42.875
10.9263,43.2916
10.9284,43.7084
10.9302,44.125
10.9323,44.5417
10.9342,44.9583
10.9363,45.7917
10.9381,46.2083
10.9402,46.625
10.942,46.2084
10.9441,46.625
10.9459,47.4584
10.948,47.875
10.9498,27.875
10.952,27.875
10.9537,27.4584
10.9559,26.2083
10.9577,25.7917
10.9599,21.625
10.9618,21.625
10.9641,21.2084
10.9658,21.2084
10.968,21.2084
10.9698,21.2084
10.9719,21.6251
10.9736,21.6251
10.9757,21.6251
10.9773,22.0418
10.9794,22.0418
10.9809,22.4584
10.983,22.4584
10.9846,22.875
10.9867,22.875
10.9883,22.875
10.9905,23.2917
10.9925,23.2917
10.9947,23.7083
10.9969,23.7083
10.9992,24.1249
11.0016,24.5416
11.0042,24.5416
11.0069,24.9584
11.0096,24.9584
11.0123,25.3751
11.015,25.7917
11.0179,25.7917
11.0207,28.2917
11.0236,28.7083
11.0264,29.1249
11.0292,29.5417
11.032,29.9583
11.0349,30.3749
11.0376,30.7916
11.0404,31.2084
11.0431,27.0418
11.0458,26.625
11.0483,25.7917
11.0509,26.2084
11.0533,26.2084
11.0559,26.6251
11.0583,27.0418
11.0608,27.0418
11.0631,27.4584
11.0657,27.8751
11.068,27.8751
11.0705,28.2917
