Temperature (K),10_cm,5_cm,0_cm
8.39E+02,1.34E-04,4.08E-04,4.75E-04
8.49E+02,1.45E-04,3.30E-04,3.41E-04
8.60E+02,1.51E-04,4.08E-04,3.47E-04
8.70E+02,1.73E-04,3.41E-04,3.30E-04
8.80E+02,1.57E-04,3.52E-04,3.36E-04
8.90E+02,1.29E-04,3.58E-04,4.08E-04
9.01E+02,1.23E-04,3.97E-04,3.41E-04
9.11E+02,1.23E-04,3.30E-04,3.92E-04
9.21E+02,1.17E-04,3.19E-04,3.64E-04
9.31E+02,1.34E-04,2.80E-04,2.29E-04
9.42E+02,1.23E-04,3.19E-04,3.30E-04
9.52E+02,1.68E-04,3.52E-04,3.13E-04
9.62E+02,6.15E-05,3.19E-04,2.35E-04
9.72E+02,1.17E-04,2.74E-04,2.96E-04
9.83E+02,1.57E-04,2.74E-04,3.30E-04
9.93E+02,1.06E-04,3.13E-04,2.96E-04
1.00E+03,1.29E-04,2.74E-04,2.57E-04
1.01E+03,8.39E-05,2.52E-04,2.35E-04
1.02E+03,8.95E-05,3.58E-04,2.46E-04
1.03E+03,1.12E-04,2.69E-04,3.24E-04
1.04E+03,1.29E-04,2.63E-04,3.24E-04
1.05E+03,1.29E-04,2.35E-04,2.41E-04
1.06E+03,1.06E-04,2.74E-04,2.13E-04
1.07E+03,1.85E-04,2.96E-04,3.24E-04
1.09E+03,1.45E-04,2.57E-04,2.57E-04
1.10E+03,1.29E-04,3.02E-04,2.96E-04
1.11E+03,1.62E-04,3.02E-04,2.29E-04
1.12E+03,1.12E-04,2.24E-04,3.19E-04
1.13E+03,9.51E-05,2.74E-04,2.57E-04
1.14E+03,1.01E-04,2.46E-04,2.07E-04
1.15E+03,1.23E-04,2.18E-04,3.41E-04
1.16E+03,6.71E-05,2.29E-04,3.08E-04
1.17E+03,6.15E-05,2.18E-04,2.80E-04
1.18E+03,6.15E-05,2.35E-04,2.74E-04
1.19E+03,6.15E-05,2.74E-04,2.96E-04
1.20E+03,1.29E-04,2.29E-04,2.74E-04
1.21E+03,5.03E-05,2.57E-04,2.29E-04
1.22E+03,1.01E-04,2.18E-04,3.36E-04
1.23E+03,5.03E-05,1.96E-04,3.08E-04
1.24E+03,2.24E-05,2.01E-04,2.41E-04
1.25E+03,7.27E-05,1.73E-04,3.13E-04
1.26E+03,1.01E-04,2.29E-04,2.85E-04
1.27E+03,7.83E-05,1.68E-04,3.13E-04
1.28E+03,8.39E-05,1.68E-04,3.36E-04
1.29E+03,9.51E-05,2.07E-04,3.52E-04
1.30E+03,1.06E-04,1.96E-04,3.36E-04
1.31E+03,6.71E-05,2.46E-04,3.92E-04
1.32E+03,1.23E-04,2.29E-04,3.75E-04
1.33E+03,5.03E-05,2.35E-04,3.58E-04
1.34E+03,8.95E-05,1.34E-04,3.64E-04
1.35E+03,8.39E-05,1.57E-04,3.36E-04
1.36E+03,6.71E-05,2.13E-04,4.03E-04
1.37E+03,1.12E-04,1.51E-04,4.25E-04
1.38E+03,5.03E-05,2.52E-04,4.03E-04
1.39E+03,8.95E-05,1.79E-04,5.37E-04
1.40E+03,3.36E-05,2.52E-04,4.48E-04
1.41E+03,5.03E-05,2.52E-04,4.31E-04
1.42E+03,4.48E-05,3.36E-04,4.36E-04
1.43E+03,7.83E-05,2.63E-04,4.75E-04
1.44E+03,8.39E-05,2.01E-04,5.03E-04
1.45E+03,7.27E-05,2.46E-04,5.03E-04
1.46E+03,6.15E-05,1.23E-04,4.59E-04
1.47E+03,4.48E-05,2.80E-04,5.20E-04
1.49E+03,5.03E-05,2.96E-04,5.76E-04
1.50E+03,5.59E-05,3.30E-04,5.87E-04
1.51E+03,6.71E-05,2.46E-04,4.59E-04
1.52E+03,3.36E-05,2.91E-04,4.64E-04
1.53E+03,4.48E-05,2.29E-04,6.04E-04
1.54E+03,6.15E-05,2.85E-04,5.03E-04
1.55E+03,2.80E-05,2.41E-04,4.98E-04
1.56E+03,5.03E-05,3.02E-04,5.65E-04
1.57E+03,6.15E-05,2.69E-04,7.16E-04
1.58E+03,5.03E-05,2.52E-04,6.82E-04
1.59E+03,5.59E-05,2.41E-04,5.43E-04
1.60E+03,5.03E-05,2.96E-04,5.87E-04
1.61E+03,2.24E-05,2.29E-04,6.99E-04
1.62E+03,5.03E-05,2.85E-04,6.71E-04
1.63E+03,5.59E-05,2.57E-04,6.82E-04
1.64E+03,2.80E-05,3.08E-04,6.94E-04
1.65E+03,1.68E-05,2.24E-04,6.66E-04
1.66E+03,2.24E-05,3.64E-04,7.16E-04
1.67E+03,2.24E-05,1.96E-04,7.22E-04
1.68E+03,5.03E-05,2.91E-04,6.94E-04
1.69E+03,5.59E-05,2.46E-04,5.93E-04
1.70E+03,1.68E-05,2.29E-04,6.38E-04
1.71E+03,3.36E-05,2.18E-04,5.87E-04
1.72E+03,1.68E-05,2.63E-04,5.99E-04
1.73E+03,1.68E-05,2.85E-04,7.22E-04
1.74E+03,1.68E-05,1.34E-04,8.39E-04
1.75E+03,1.68E-05,2.13E-04,6.88E-04
1.76E+03,2.80E-05,1.96E-04,7.27E-04
1.77E+03,1.68E-05,2.24E-04,6.82E-04
1.78E+03,5.59E-06,2.52E-04,6.55E-04
1.79E+03,2.80E-05,1.90E-04,6.15E-04
1.80E+03,2.24E-05,2.24E-04,7.38E-04
1.81E+03,1.12E-05,1.57E-04,5.09E-04
1.82E+03,1.68E-05,1.51E-04,5.82E-04
1.83E+03,0.00E+00,2.01E-04,6.27E-04
1.84E+03,1.68E-05,1.68E-04,5.03E-04
1.85E+03,5.59E-06,1.79E-04,4.64E-04
1.86E+03,5.59E-06,1.51E-04,5.48E-04
1.87E+03,5.59E-06,1.40E-04,4.92E-04
1.88E+03,1.68E-05,1.40E-04,4.75E-04
1.90E+03,0.00E+00,9.51E-05,4.48E-04
1.91E+03,5.59E-06,1.34E-04,4.92E-04
1.92E+03,5.59E-06,9.51E-05,3.92E-04
1.93E+03,0.00E+00,1.01E-04,4.92E-04
1.94E+03,0.00E+00,7.27E-05,4.53E-04
1.95E+03,5.59E-06,8.39E-05,3.58E-04
1.96E+03,5.59E-06,8.39E-05,3.75E-04
1.97E+03,1.12E-05,8.95E-05,3.97E-04
1.98E+03,5.59E-06,1.01E-04,3.30E-04
1.99E+03,5.59E-06,7.27E-05,2.69E-04
2.00E+03,1.12E-05,2.80E-05,2.46E-04
2.01E+03,0.00E+00,8.95E-05,2.01E-04
2.02E+03,0.00E+00,5.59E-05,1.85E-04
2.03E+03,1.68E-05,4.48E-05,1.90E-04
2.04E+03,1.12E-05,8.39E-05,1.06E-04
2.05E+03,5.59E-06,1.12E-05,1.40E-04
2.06E+03,0.00E+00,1.68E-05,1.29E-04
2.07E+03,5.59E-06,2.80E-05,7.83E-05
2.08E+03,0.00E+00,2.80E-05,7.27E-05
2.09E+03,1.68E-05,2.80E-05,6.71E-05
2.10E+03,0.00E+00,2.24E-05,1.01E-04
2.11E+03,0.00E+00,3.36E-05,3.92E-05
2.12E+03,0.00E+00,5.59E-06,5.59E-05
2.13E+03,0.00E+00,2.24E-05,5.03E-05
2.14E+03,0.00E+00,5.59E-06,1.68E-05
2.15E+03,0.00E+00,2.80E-05,4.48E-05
2.16E+03,0.00E+00,2.80E-05,2.24E-05
2.17E+03,0.00E+00,0.00E+00,2.24E-05
2.18E+03,0.00E+00,5.59E-06,2.80E-05
2.19E+03,0.00E+00,0.00E+00,2.80E-05
2.20E+03,0.00E+00,0.00E+00,2.24E-05
2.21E+03,0.00E+00,0.00E+00,5.59E-06
2.22E+03,0.00E+00,0.00E+00,1.12E-05
2.23E+03,0.00E+00,0.00E+00,0.00E+00
2.24E+03,0.00E+00,0.00E+00,0.00E+00
2.25E+03,0.00E+00,0.00E+00,0.00E+00
2.26E+03,0.00E+00,0.00E+00,5.59E-06
2.27E+03,0.00E+00,0.00E+00,0.00E+00
2.28E+03,0.00E+00,0.00E+00,0.00E+00
2.29E+03,0.00E+00,0.00E+00,0.00E+00
