,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
369,73.8,560.04,0.0,0.014,0.0002,0.0001,0.0282,0.7731,0.1844,254.8568,0.5352,1.0763,-0.0085,2.7047,0.0116
370,74.0,559.24,0.0,0.0139,0.0002,0.0001,0.0281,0.7732,0.1845,254.122,0.5354,1.0759,-0.0083,2.7056,0.0118
371,74.2,558.41,0.0,0.0139,0.0002,0.0001,0.028,0.7732,0.1846,253.2114,0.535,1.0748,-0.0085,2.7063,0.0122
372,74.4,557.58,0.0,0.0139,0.0002,0.0001,0.0279,0.7733,0.1846,252.2974,0.5347,1.0737,-0.0086,2.7069,0.0125
373,74.6,556.74,0.0,0.0138,0.0002,0.0001,0.0278,0.7734,0.1847,251.3802,0.5343,1.0727,-0.0087,2.7076,0.0128
374,74.8,555.91,0.0,0.0138,0.0002,0.0001,0.0277,0.7734,0.1848,250.4596,0.534,1.0715,-0.0088,2.7083,0.0131
375,75.0,555.08,0.0,0.0137,0.0002,0.0001,0.0276,0.7735,0.1849,249.5356,0.5336,1.0705,-0.0089,2.709,0.0134
376,75.2,554.24,0.0,0.0137,0.0001,0.0001,0.0275,0.7736,0.185,248.6081,0.5332,1.0694,-0.009,2.7096,0.0137
377,75.4,553.41,0.0,0.0136,0.0001,0.0001,0.0274,0.7736,0.1851,247.6772,0.5329,1.0683,-0.0091,2.7103,0.014
378,75.6,552.58,0.0,0.0136,0.0001,0.0001,0.0273,0.7737,0.1852,246.7408,0.5325,1.0672,-0.0092,2.711,0.0144
379,75.8,551.71,0.0,0.0135,0.0001,0.0001,0.0272,0.7738,0.1853,245.8007,0.5325,1.0661,-0.0093,2.7118,0.0147
380,76.0,550.84,0.0,0.0135,0.0001,0.0001,0.0271,0.7738,0.1854,244.8551,0.5326,1.065,-0.0094,2.7126,0.0149
381,76.2,549.97,0.0,0.0134,0.0001,0.0001,0.027,0.7739,0.1855,243.9057,0.5327,1.064,-0.0095,2.7135,0.0152
382,76.4,549.1,0.0,0.0134,0.0001,0.0001,0.0269,0.774,0.1856,242.9527,0.5328,1.0629,-0.0096,2.7143,0.0155
383,76.6,548.22,0.0,0.0133,0.0001,0.0001,0.0268,0.774,0.1857,241.9959,0.5329,1.0618,-0.0097,2.7152,0.0158
384,76.8,547.35,0.0,0.0133,0.0001,0.0001,0.0267,0.7741,0.1858,241.0353,0.533,1.0607,-0.0098,2.716,0.0161
385,77.0,546.48,0.0,0.0132,0.0001,0.0001,0.0266,0.7742,0.1858,240.0708,0.5331,1.0596,-0.0098,2.7169,0.0164
386,77.2,545.6,0.0,0.0132,0.0001,0.0001,0.0265,0.7742,0.186,239.1046,0.5332,1.0586,-0.0099,2.7177,0.0166
387,77.4,544.73,0.0,0.0131,0.0001,0.0001,0.0264,0.7743,0.186,238.1323,0.5332,1.0575,-0.01,2.7186,0.0169
388,77.6,543.94,0.0,0.0131,0.0001,0.0001,0.0263,0.7743,0.1861,237.253,0.5335,1.0571,-0.0101,2.7192,0.0168
389,77.8,543.19,0.0,0.013,0.0001,0.0001,0.0262,0.7744,0.1862,236.4043,0.5339,1.057,-0.0103,2.7197,0.0165
390,78.0,542.44,0.0,0.013,0.0001,0.0001,0.0261,0.7744,0.1863,235.5525,0.5342,1.0569,-0.0104,2.7202,0.0162
391,78.2,541.68,0.0,0.0129,0.0001,0.0001,0.026,0.7745,0.1864,234.6998,0.5346,1.0568,-0.0105,2.7207,0.0159
392,78.4,540.93,0.0,0.0129,0.0001,0.0001,0.0259,0.7746,0.1864,233.8418,0.5349,1.0567,-0.0107,2.7212,0.0156
393,78.6,540.18,0.0,0.0129,0.0001,0.0001,0.0258,0.7746,0.1865,232.9807,0.5353,1.0567,-0.0108,2.7217,0.0152
394,78.8,539.42,0.0,0.0128,0.0001,0.0001,0.0257,0.7747,0.1866,232.1185,0.5356,1.0566,-0.011,2.7222,0.0149
395,79.0,538.67,0.0,0.0128,0.0001,0.0001,0.0256,0.7747,0.1867,231.2509,0.536,1.0565,-0.0111,2.7226,0.0146
396,79.2,537.92,0.0,0.0127,0.0001,0.0001,0.0255,0.7748,0.1868,230.3801,0.5363,1.0564,-0.0112,2.7231,0.0143
397,79.4,537.21,0.0,0.0127,0.0001,0.0001,0.0255,0.7748,0.1868,229.5583,0.5365,1.0561,-0.0114,2.7238,0.014
398,79.6,536.62,0.0,0.0126,0.0001,0.0001,0.0254,0.7749,0.1869,228.8799,0.5361,1.055,-0.0114,2.725,0.0136
399,79.8,536.03,0.0,0.0126,0.0001,0.0001,0.0253,0.7749,0.187,228.1995,0.5358,1.054,-0.0114,2.7263,0.0132
400,80.0,535.44,0.0,0.0126,0.0001,0.0001,0.0253,0.775,0.187,227.517,0.5354,1.053,-0.0114,2.7275,0.0128
401,80.2,534.85,0.0,0.0125,0.0001,0.0001,0.0252,0.775,0.1871,226.8325,0.5351,1.052,-0.0114,2.7287,0.0125
402,80.4,534.26,0.0,0.0125,0.0001,0.0001,0.0251,0.7751,0.1872,226.146,0.5347,1.051,-0.0114,2.7299,0.0121
403,80.6,533.67,0.0,0.0125,0.0001,0.0001,0.025,0.7751,0.1872,225.4573,0.5344,1.0499,-0.0115,2.7311,0.0117
404,80.8,533.08,0.0,0.0124,0.0001,0.0001,0.025,0.7751,0.1873,224.7665,0.534,1.0489,-0.0115,2.7323,0.0113
405,81.0,532.5,0.0,0.0124,0.0001,0.0001,0.0249,0.7752,0.1874,224.0736,0.5337,1.0479,-0.0115,2.7335,0.0109
406,81.2,531.91,0.0,0.0124,0.0001,0.0001,0.0248,0.7752,0.1874,223.3786,0.5333,1.0468,-0.0115,2.7347,0.0105
407,81.4,531.34,0.0,0.0123,0.0001,0.0001,0.0248,0.7753,0.1875,222.7308,0.533,1.0459,-0.0115,2.7359,0.0101
408,81.6,530.81,0.0,0.0123,0.0001,0.0001,0.0247,0.7753,0.1875,222.2094,0.5329,1.0456,-0.0113,2.7368,0.0093
409,81.8,530.28,0.0,0.0123,0.0001,0.0001,0.0246,0.7754,0.1876,221.6867,0.5327,1.0452,-0.0111,2.7378,0.0086
410,82.0,529.75,0.0,0.0123,0.0001,0.0001,0.0246,0.7754,0.1876,221.1651,0.5326,1.0448,-0.0108,2.7388,0.0079
411,82.2,529.23,0.0,0.0122,0.0001,0.0001,0.0245,0.7754,0.1877,220.64,0.5324,1.0445,-0.0106,2.7397,0.0072
412,82.4,528.7,0.0,0.0122,0.0001,0.0001,0.0245,0.7755,0.1878,220.1136,0.5322,1.0441,-0.0104,2.7407,0.0065
413,82.6,528.17,0.0,0.0122,0.0001,0.0,0.0244,0.7755,0.1878,219.5883,0.5321,1.0437,-0.0102,2.7417,0.0058
414,82.8,527.65,0.0,0.0121,0.0001,0.0,0.0243,0.7755,0.1879,219.0594,0.5319,1.0433,-0.01,2.7427,0.0051
415,83.0,527.12,0.0,0.0121,0.0001,0.0,0.0243,0.7756,0.1879,218.5292,0.5318,1.0429,-0.0098,2.7436,0.0044
416,83.2,526.59,0.0,0.0121,0.0001,0.0,0.0242,0.7756,0.188,218.0,0.5316,1.0426,-0.0096,2.7446,0.0037
417,83.4,526.07,0.0,0.012,0.0001,0.0,0.0241,0.7756,0.188,217.4672,0.5315,1.0422,-0.0094,2.7456,0.0029
418,83.6,525.54,0.0,0.012,0.0001,0.0,0.0241,0.7757,0.1881,216.9539,0.5316,1.0416,-0.0093,2.7462,0.0024
419,83.8,525.01,0.0,0.012,0.0001,0.0,0.024,0.7757,0.1882,216.4486,0.5319,1.041,-0.0093,2.7467,0.0019
420,84.0,524.49,0.0,0.012,0.0001,0.0,0.024,0.7758,0.1882,215.9421,0.5322,1.0403,-0.0093,2.7472,0.0014
421,84.2,523.96,0.0,0.0119,0.0001,0.0,0.0239,0.7758,0.1883,215.4344,0.5325,1.0397,-0.0093,2.7477,0.0009
422,84.4,523.44,0.0,0.0119,0.0001,0.0,0.0238,0.7758,0.1883,214.9232,0.5327,1.039,-0.0093,2.7482,0.0004
423,84.6,522.91,0.0,0.0119,0.0001,0.0,0.0238,0.7759,0.1884,214.4132,0.533,1.0384,-0.0093,2.7487,-0.0001
424,84.8,522.38,0.0,0.0118,0.0001,0.0,0.0237,0.7759,0.1884,213.9018,0.5333,1.0377,-0.0093,2.7492,-0.0007
425,85.0,521.86,0.0,0.0118,0.0001,0.0,0.0237,0.776,0.1885,213.387,0.5336,1.0371,-0.0093,2.7497,-0.0012
426,85.2,521.33,0.0,0.0118,0.0001,0.0,0.0236,0.776,0.1886,212.8732,0.5339,1.0365,-0.0093,2.7502,-0.0017
427,85.4,520.81,0.0,0.0117,0.0001,0.0,0.0235,0.776,0.1886,212.3582,0.5341,1.0358,-0.0093,2.7507,-0.0022
428,85.6,520.28,0.0,0.0117,0.0001,0.0,0.0235,0.7761,0.1887,211.8396,0.5344,1.0352,-0.0093,2.7512,-0.0027
429,85.8,519.75,0.0,0.0117,0.0,0.0,0.0234,0.7761,0.1887,211.3031,0.5346,1.0343,-0.009,2.7525,-0.0032
430,86.0,519.23,0.0,0.0116,0.0,0.0,0.0234,0.7761,0.1888,210.7534,0.5347,1.0333,-0.0085,2.7542,-0.0037
431,86.2,518.7,0.0,0.0116,0.0,0.0,0.0233,0.7762,0.1888,210.2023,0.5348,1.0323,-0.0081,2.7558,-0.0042
432,86.4,518.18,0.0,0.0116,0.0,0.0,0.0232,0.7762,0.1889,209.6497,0.5349,1.0314,-0.0077,2.7575,-0.0047
433,86.6,517.65,0.0,0.0116,0.0,0.0,0.0232,0.7762,0.1889,209.0957,0.535,1.0303,-0.0072,2.7592,-0.0052
434,86.8,517.13,0.0,0.0115,0.0,0.0,0.0231,0.7763,0.189,208.5402,0.5352,1.0294,-0.0068,2.7608,-0.0057
435,87.0,516.6,0.0,0.0115,0.0,0.0,0.023,0.7763,0.189,207.9832,0.5353,1.0283,-0.0063,2.7625,-0.0061
436,87.2,516.08,0.0,0.0115,0.0,0.0,0.023,0.7764,0.1891,207.4247,0.5354,1.0274,-0.0059,2.7641,-0.0066
437,87.4,515.55,0.0,0.0114,0.0,0.0,0.0229,0.7764,0.1892,206.8647,0.5355,1.0264,-0.0055,2.7658,-0.0071
438,87.6,515.03,0.0,0.0114,0.0,0.0,0.0229,0.7764,0.1892,206.3032,0.5356,1.0254,-0.005,2.7675,-0.0076
439,87.8,514.5,0.0,0.0114,0.0,0.0,0.0228,0.7765,0.1893,205.7426,0.5357,1.0244,-0.0046,2.7691,-0.0081
440,88.0,513.98,0.0,0.0114,0.0,0.0,0.0227,0.7765,0.1893,205.178,0.5358,1.0234,-0.0042,2.7708,-0.0086
441,88.2,513.43,0.0,0.0113,0.0,0.0,0.0227,0.7765,0.1894,204.6192,0.5357,1.0228,-0.004,2.7715,-0.0098
442,88.4,512.89,0.0,0.0113,0.0,0.0,0.0226,0.7766,0.1894,204.0613,0.5356,1.0223,-0.0038,2.7723,-0.011
443,88.6,512.35,0.0,0.0113,0.0,0.0,0.0226,0.7766,0.1895,203.4994,0.5355,1.0218,-0.0037,2.773,-0.0122
444,88.8,511.81,0.0,0.0112,0.0,0.0,0.0225,0.7766,0.1895,202.9384,0.5354,1.0213,-0.0035,2.7737,-0.0135
445,89.0,511.27,0.0,0.0112,0.0,0.0,0.0224,0.7767,0.1896,202.3734,0.5352,1.0207,-0.0034,2.7745,-0.0147
446,89.2,510.73,0.0,0.0112,0.0,0.0,0.0224,0.7767,0.1897,201.8093,0.5351,1.0202,-0.0032,2.7752,-0.0159
447,89.4,510.19,0.0,0.0111,0.0,0.0,0.0223,0.7768,0.1897,201.2411,0.535,1.0197,-0.0031,2.776,-0.0171
448,89.6,509.64,0.0,0.0111,0.0,0.0,0.0222,0.7768,0.1898,200.6739,0.5348,1.0192,-0.0029,2.7767,-0.0183
449,89.8,509.1,0.0,0.0111,0.0,0.0,0.0222,0.7768,0.1898,200.1025,0.5347,1.0186,-0.0028,2.7774,-0.0195
450,90.0,508.56,0.0,0.011,0.0,0.0,0.0221,0.7769,0.1899,199.532,0.5346,1.0181,-0.0026,2.7782,-0.0208
451,90.2,508.02,0.0,0.011,0.0,0.0,0.0221,0.7769,0.1899,198.9573,0.5345,1.0175,-0.0025,2.7789,-0.022
452,90.4,507.48,0.0,0.011,0.0,0.0,0.022,0.777,0.19,198.3835,0.5343,1.017,-0.0023,2.7796,-0.0232
453,90.6,506.89,0.0,0.0109,0.0,0.0,0.0219,0.777,0.1901,197.7726,0.5347,1.0169,-0.0024,2.7801,-0.0239
454,90.8,506.27,0.0,0.0109,0.0,0.0,0.0219,0.777,0.1901,197.1395,0.5353,1.0169,-0.0027,2.7804,-0.0243
455,91.0,505.66,0.0,0.0109,0.0,0.0,0.0218,0.7771,0.1902,196.507,0.5359,1.0169,-0.003,2.7807,-0.0247
456,91.2,505.04,0.0,0.0108,0.0,0.0,0.0217,0.7771,0.1902,195.8724,0.5365,1.0169,-0.0032,2.7811,-0.0252
457,91.4,504.43,0.0,0.0108,0.0,0.0,0.0217,0.7772,0.1903,195.2358,0.5372,1.0169,-0.0035,2.7814,-0.0256
458,91.6,503.81,0.0,0.0108,0.0,0.0,0.0216,0.7772,0.1904,194.597,0.5378,1.0169,-0.0037,2.7817,-0.026
459,91.8,503.2,0.0,0.0107,0.0,0.0,0.0215,0.7772,0.1904,193.9562,0.5384,1.0169,-0.004,2.782,-0.0264
460,92.0,502.59,0.0,0.0107,0.0,0.0,0.0214,0.7773,0.1905,193.3106,0.539,1.0169,-0.0042,2.7824,-0.0269
461,92.2,501.97,0.0,0.0107,0.0,0.0,0.0214,0.7773,0.1906,192.6655,0.5396,1.0169,-0.0045,2.7827,-0.0273
462,92.4,501.36,0.0,0.0106,0.0,0.0,0.0213,0.7774,0.1906,192.0182,0.5402,1.0169,-0.0047,2.783,-0.0277
463,92.6,500.74,0.0,0.0106,0.0,0.0,0.0212,0.7774,0.1907,191.3688,0.5408,1.0169,-0.005,2.7833,-0.0281
464,92.8,500.13,0.0,0.0106,0.0,0.0,0.0212,0.7775,0.1908,190.7171,0.5414,1.0169,-0.0052,2.7837,-0.0286
465,93.0,499.51,0.0,0.0105,0.0,0.0,0.0211,0.7775,0.1908,190.0631,0.5421,1.0169,-0.0055,2.784,-0.029
466,93.2,498.88,0.0,0.0105,0.0,0.0,0.021,0.7775,0.1909,189.399,0.5428,1.0164,-0.0054,2.7842,-0.0294
467,93.4,498.23,0.0,0.0105,0.0,0.0,0.0209,0.7776,0.191,188.7326,0.5437,1.0157,-0.0051,2.7843,-0.0298
468,93.6,497.58,0.0,0.0104,0.0,0.0,0.0209,0.7776,0.191,188.0612,0.5446,1.015,-0.0047,2.7844,-0.0302
469,93.8,496.94,0.0,0.0104,0.0,0.0,0.0208,0.7777,0.1911,187.3873,0.5455,1.0143,-0.0044,2.7846,-0.0306
470,94.0,496.29,0.0,0.0103,0.0,0.0,0.0207,0.7777,0.1912,186.7137,0.5463,1.0137,-0.0041,2.7847,-0.031
471,94.2,495.65,0.0,0.0103,0.0,0.0,0.0207,0.7778,0.1912,186.0349,0.5472,1.013,-0.0038,2.7848,-0.0314
472,94.4,495.0,0.0,0.0103,0.0,0.0,0.0206,0.7778,0.1913,185.3564,0.5481,1.0123,-0.0035,2.7849,-0.0318
473,94.6,494.35,0.0,0.0102,0.0,0.0,0.0205,0.7778,0.1914,184.6727,0.5489,1.0116,-0.0032,2.7851,-0.0322
474,94.8,493.71,0.0,0.0102,0.0,0.0,0.0204,0.7779,0.1914,183.9891,0.5498,1.0109,-0.0029,2.7852,-0.0326
475,95.0,493.06,0.0,0.0102,0.0,0.0,0.0204,0.7779,0.1915,183.3003,0.5507,1.0102,-0.0025,2.7853,-0.033
476,95.2,492.42,0.0,0.0101,0.0,0.0,0.0203,0.778,0.1916,182.6116,0.5515,1.0095,-0.0022,2.7854,-0.0334
477,95.4,491.77,0.0,0.0101,0.0,0.0,0.0202,0.778,0.1916,181.9176,0.5524,1.0088,-0.0019,2.7856,-0.0338
478,95.6,491.12,0.0,0.0101,0.0,0.0,0.0201,0.7781,0.1917,181.2236,0.5532,1.0081,-0.0016,2.7857,-0.0342
479,95.8,490.48,0.0,0.01,0.0,0.0,0.0201,0.7781,0.1918,180.527,0.5541,1.0074,-0.0013,2.7858,-0.0346
480,96.0,489.95,0.0,0.01,0.0,0.0,0.02,0.7782,0.1918,179.9611,0.5533,1.0071,-0.0014,2.7858,-0.0348
481,96.2,489.42,0.0,0.01,0.0,0.0,0.0199,0.7782,0.1919,179.3934,0.5526,1.0067,-0.0016,2.7858,-0.035
482,96.4,488.89,0.0,0.0099,0.0,0.0,0.0199,0.7782,0.1919,178.8211,0.5519,1.0064,-0.0017,2.7858,-0.0352
483,96.6,488.36,0.0,0.0099,0.0,0.0,0.0198,0.7783,0.192,178.2498,0.5511,1.0061,-0.0018,2.7858,-0.0354
484,96.8,487.82,0.0,0.0099,0.0,0.0,0.0198,0.7783,0.192,177.6767,0.5504,1.0057,-0.002,2.7859,-0.0356
485,97.0,487.29,0.0,0.0098,0.0,0.0,0.0197,0.7783,0.1921,177.1017,0.5497,1.0054,-0.0021,2.7859,-0.0358
486,97.2,486.76,0.0,0.0098,0.0,0.0,0.0196,0.7784,0.1921,176.522,0.5489,1.005,-0.0023,2.7859,-0.0361
487,97.4,486.23,0.0,0.0098,0.0,0.0,0.0196,0.7784,0.1922,175.9432,0.5482,1.0047,-0.0024,2.7859,-0.0363
488,97.6,485.7,0.0,0.0098,0.0,0.0,0.0195,0.7784,0.1922,175.3625,0.5474,1.0044,-0.0025,2.7859,-0.0365
489,97.8,485.17,0.0,0.0097,0.0,0.0,0.0195,0.7785,0.1923,174.7799,0.5467,1.004,-0.0027,2.7859,-0.0367
490,98.0,484.64,0.0,0.0097,0.0,0.0,0.0194,0.7785,0.1924,174.1924,0.5459,1.0037,-0.0028,2.7859,-0.0369
491,98.2,484.11,0.0,0.0097,0.0,0.0,0.0193,0.7785,0.1924,173.6059,0.5452,1.0033,-0.0029,2.7859,-0.0371
492,98.4,483.57,0.0,0.0096,0.0,0.0,0.0193,0.7786,0.1925,173.0173,0.5445,1.003,-0.0031,2.7859,-0.0373
493,98.6,483.04,0.0,0.0096,0.0,0.0,0.0192,0.7786,0.1925,172.4268,0.5437,1.0027,-0.0032,2.7859,-0.0375
494,98.8,482.54,0.0,0.0096,0.0,0.0,0.0192,0.7786,0.1926,171.9128,0.5433,1.0023,-0.0035,2.7853,-0.0376
495,99.0,482.06,0.0,0.0095,0.0,0.0,0.0191,0.7787,0.1926,171.4468,0.5431,1.0018,-0.0038,2.7844,-0.0377
496,99.2,481.58,0.0,0.0095,0.0,0.0,0.0191,0.7787,0.1927,170.9825,0.5429,1.0014,-0.0042,2.7835,-0.0377
497,99.4,481.1,0.0,0.0095,0.0,0.0,0.019,0.7788,0.1927,170.5169,0.5427,1.0009,-0.0045,2.7825,-0.0377
498,99.6,480.61,0.0,0.0095,0.0,0.0,0.019,0.7788,0.1928,170.0471,0.5425,1.0005,-0.0048,2.7816,-0.0377
499,99.8,480.13,0.0,0.0094,0.0,0.0,0.0189,0.7788,0.1928,169.5789,0.5423,1.0001,-0.0052,2.7807,-0.0377
500,100.0,479.65,0.0,0.0094,0.0,0.0,0.0188,0.7788,0.1929,169.1094,0.5421,0.9996,-0.0055,2.7797,-0.0378
501,100.2,479.17,0.0,0.0094,0.0,0.0,0.0188,0.7789,0.1929,168.6357,0.5419,0.9992,-0.0059,2.7788,-0.0378
502,100.4,478.69,0.0,0.0094,0.0,0.0,0.0187,0.7789,0.193,168.1636,0.5417,0.9988,-0.0062,2.7779,-0.0378
503,100.6,478.21,0.0,0.0093,0.0,0.0,0.0187,0.7789,0.193,167.6872,0.5414,0.9983,-0.0066,2.777,-0.0378
504,100.8,477.72,0.0,0.0093,0.0,0.0,0.0186,0.779,0.1931,167.2124,0.5412,0.9979,-0.0069,2.776,-0.0378
505,101.0,477.24,0.0,0.0093,0.0,0.0,0.0186,0.779,0.1931,166.7363,0.541,0.9975,-0.0072,2.7751,-0.0379
506,101.2,476.76,0.0,0.0093,0.0,0.0,0.0185,0.779,0.1931,166.2558,0.5408,0.997,-0.0076,2.7742,-0.0379
507,101.4,476.28,0.0,0.0092,0.0,0.0,0.0185,0.7791,0.1932,165.777,0.5406,0.9966,-0.0079,2.7732,-0.0379
508,101.6,475.8,0.0,0.0092,0.0,0.0,0.0184,0.7791,0.1932,165.2967,0.5404,0.9961,-0.0083,2.7723,-0.0379
509,101.8,475.33,0.0,0.0092,0.0,0.0,0.0184,0.7791,0.1933,164.8302,0.5403,0.9959,-0.0082,2.7713,-0.0381
510,102.0,474.87,0.0,0.0091,0.0,0.0,0.0183,0.7792,0.1933,164.3898,0.5403,0.9959,-0.0076,2.7702,-0.0385
511,102.2,474.41,0.0,0.0091,0.0,0.0,0.0183,0.7792,0.1934,163.9451,0.5403,0.996,-0.0071,2.7691,-0.0389
512,102.4,473.95,0.0,0.0091,0.0,0.0,0.0182,0.7792,0.1934,163.5023,0.5403,0.996,-0.0065,2.768,-0.0393
513,102.6,473.49,0.0,0.0091,0.0,0.0,0.0182,0.7792,0.1935,163.0552,0.5403,0.9961,-0.0059,2.7669,-0.0397
514,102.8,473.04,0.0,0.009,0.0,0.0,0.0181,0.7793,0.1935,162.61,0.5403,0.9961,-0.0054,2.7658,-0.0401
515,103.0,472.58,0.0,0.009,0.0,0.0,0.0181,0.7793,0.1936,162.1635,0.5403,0.9962,-0.0048,2.7646,-0.0405
516,103.2,472.12,0.0,0.009,0.0,0.0,0.018,0.7793,0.1936,161.7127,0.5403,0.9962,-0.0042,2.7635,-0.0409
517,103.4,471.66,0.0,0.009,0.0,0.0,0.018,0.7794,0.1937,161.2638,0.5403,0.9963,-0.0036,2.7624,-0.0413
518,103.6,471.2,0.0,0.0089,0.0,0.0,0.0179,0.7794,0.1937,160.8104,0.5403,0.9963,-0.0031,2.7613,-0.0417
519,103.8,470.74,0.0,0.0089,0.0,0.0,0.0179,0.7794,0.1938,160.359,0.5403,0.9964,-0.0025,2.7602,-0.0421
520,104.0,470.29,0.0,0.0089,0.0,0.0,0.0178,0.7795,0.1938,159.9031,0.5403,0.9964,-0.0019,2.7591,-0.0425
521,104.2,469.83,0.0,0.0089,0.0,0.0,0.0178,0.7795,0.1938,159.4491,0.5403,0.9965,-0.0013,2.758,-0.043
522,104.4,469.37,0.0,0.0088,0.0,0.0,0.0177,0.7795,0.1939,158.9906,0.5403,0.9965,-0.0008,2.7569,-0.0434
523,104.6,468.91,0.0,0.0088,0.0,0.0,0.0177,0.7796,0.1939,158.5339,0.5403,0.9966,-0.0002,2.7558,-0.0438
524,104.8,468.45,0.0,0.0088,0.0,0.0,0.0176,0.7796,0.194,158.0728,0.5403,0.9966,0.0004,2.7547,-0.0442
525,105.0,468.01,0.0,0.0088,0.0,0.0,0.0176,0.7796,0.194,157.6103,0.54,0.9964,0.0007,2.7539,-0.0442
526,105.2,467.58,0.0,0.0087,0.0,0.0,0.0175,0.7796,0.1941,157.1369,0.5393,0.9957,0.0007,2.7535,-0.0436
527,105.4,467.16,0.0,0.0087,0.0,0.0,0.0175,0.7797,0.1941,156.6652,0.5386,0.995,0.0007,2.7531,-0.0431
528,105.6,466.73,0.0,0.0087,0.0,0.0,0.0174,0.7797,0.1942,156.1922,0.538,0.9943,0.0008,2.7527,-0.0425
529,105.8,466.3,0.0,0.0087,0.0,0.0,0.0174,0.7797,0.1942,155.7145,0.5373,0.9936,0.0008,2.7523,-0.042
530,106.0,465.88,0.0,0.0087,0.0,0.0,0.0173,0.7798,0.1942,155.2385,0.5366,0.9929,0.0008,2.752,-0.0414
531,106.2,465.45,0.0,0.0086,0.0,0.0,0.0173,0.7798,0.1943,154.7611,0.5359,0.9922,0.0008,2.7516,-0.0409
532,106.4,465.02,0.0,0.0086,0.0,0.0,0.0172,0.7798,0.1943,154.2822,0.5353,0.9916,0.0009,2.7512,-0.0404
533,106.6,464.59,0.0,0.0086,0.0,0.0,0.0172,0.7798,0.1944,153.7986,0.5346,0.9909,0.0009,2.7508,-0.0398
534,106.8,464.17,0.0,0.0086,0.0,0.0,0.0171,0.7799,0.1944,153.3167,0.5339,0.9902,0.0009,2.7504,-0.0393
535,107.0,463.74,0.0,0.0085,0.0,0.0,0.0171,0.7799,0.1945,152.8332,0.5332,0.9895,0.0009,2.7501,-0.0387
536,107.2,463.31,0.0,0.0085,0.0,0.0,0.017,0.7799,0.1945,152.345,0.5326,0.9888,0.0009,2.7497,-0.0382
537,107.4,462.89,0.0,0.0085,0.0,0.0,0.017,0.78,0.1946,151.8585,0.5319,0.9881,0.001,2.7493,-0.0376
538,107.6,462.46,0.0,0.0085,0.0,0.0,0.0169,0.78,0.1946,151.3704,0.5312,0.9874,0.001,2.7489,-0.0371
539,107.8,462.03,0.0,0.0084,0.0,0.0,0.0169,0.78,0.1946,150.8774,0.5305,0.9867,0.001,2.7485,-0.0366
540,108.0,461.61,0.0,0.0084,0.0,0.0,0.0168,0.78,0.1947,150.3862,0.5298,0.986,0.001,2.7482,-0.036
541,108.2,461.18,0.0,0.0084,0.0,0.0,0.0168,0.7801,0.1947,149.8933,0.5292,0.9854,0.001,2.7478,-0.0355
542,108.4,460.77,0.0,0.0084,0.0,0.0,0.0167,0.7801,0.1948,149.449,0.5292,0.9845,0.001,2.7472,-0.0353
543,108.6,460.37,0.0,0.0083,0.0,0.0,0.0167,0.7801,0.1948,149.0403,0.5298,0.9834,0.001,2.7466,-0.0355
544,108.8,459.97,0.0,0.0083,0.0,0.0,0.0167,0.7802,0.1948,148.6338,0.5303,0.9824,0.001,2.7459,-0.0356
545,109.0,459.57,0.0,0.0083,0.0,0.0,0.0166,0.7802,0.1949,148.2262,0.5309,0.9813,0.0009,2.7452,-0.0358
546,109.2,459.17,0.0,0.0083,0.0,0.0,0.0166,0.7802,0.1949,147.8175,0.5315,0.9802,0.0009,2.7446,-0.036
547,109.4,458.77,0.0,0.0083,0.0,0.0,0.0165,0.7802,0.195,147.4042,0.532,0.9792,0.0009,2.7439,-0.0361
548,109.6,458.37,0.0,0.0082,0.0,0.0,0.0165,0.7802,0.195,146.9932,0.5326,0.9781,0.0008,2.7432,-0.0363
549,109.8,457.97,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.195,146.581,0.5332,0.9771,0.0008,2.7426,-0.0364
550,110.0,457.58,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.1951,146.1643,0.5337,0.976,0.0008,2.7419,-0.0366
551,110.2,457.18,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.1951,145.7498,0.5343,0.975,0.0007,2.7412,-0.0368
552,110.4,456.78,0.0,0.0081,0.0,0.0,0.0163,0.7804,0.1952,145.3341,0.5349,0.9739,0.0007,2.7406,-0.0369
553,110.6,456.38,0.0,0.0081,0.0,0.0,0.0163,0.7804,0.1952,144.9138,0.5354,0.9728,0.0007,2.7399,-0.0371
554,110.8,455.98,0.0,0.0081,0.0,0.0,0.0162,0.7804,0.1952,144.4957,0.536,0.9718,0.0007,2.7392,-0.0372
555,111.0,455.58,0.0,0.0081,0.0,0.0,0.0162,0.7804,0.1953,144.0764,0.5365,0.9707,0.0006,2.7386,-0.0374
556,111.2,455.18,0.0,0.0081,0.0,0.0,0.0161,0.7805,0.1953,143.6558,0.5371,0.9696,0.0006,2.7379,-0.0376
557,111.4,454.78,0.0,0.008,0.0,0.0,0.0161,0.7805,0.1954,143.2306,0.5377,0.9686,0.0006,2.7372,-0.0377
