,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
556,111.2,445.53,0.0,0.0073,0.0,0.0,0.0146,0.7813,0.1967,136.7004,0.4879,1.1037,-0.0371,2.6468,-0.0007
557,111.4,445.27,0.0,0.0073,0.0,0.0,0.0146,0.7813,0.1967,136.3011,0.4874,1.1025,-0.0368,2.6465,-0.0012
558,111.6,445.01,0.0,0.0073,0.0,0.0,0.0146,0.7813,0.1967,135.9007,0.487,1.1015,-0.0366,2.6462,-0.0017
559,111.8,444.74,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,135.5028,0.4865,1.1004,-0.0363,2.646,-0.0021
560,112.0,444.48,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,135.1,0.486,1.0993,-0.0361,2.6457,-0.0026
561,112.2,444.22,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,134.696,0.4855,1.0982,-0.0358,2.6454,-0.003
562,112.4,443.95,0.0,0.0072,0.0,0.0,0.0145,0.7814,0.1968,134.2945,0.485,1.0971,-0.0356,2.6451,-0.0035
563,112.6,443.69,0.0,0.0072,0.0,0.0,0.0144,0.7814,0.1969,133.888,0.4846,1.096,-0.0353,2.6449,-0.004
564,112.8,443.43,0.0,0.0072,0.0,0.0,0.0144,0.7814,0.1969,133.4803,0.4841,1.0949,-0.0351,2.6446,-0.0044
565,113.0,443.16,0.0,0.0072,0.0,0.0,0.0144,0.7815,0.1969,133.0752,0.4836,1.0938,-0.0348,2.6443,-0.0049
566,113.2,442.9,0.0,0.0072,0.0,0.0,0.0143,0.7815,0.1969,132.665,0.4831,1.0927,-0.0346,2.644,-0.0053
567,113.4,442.64,0.0,0.0071,0.0,0.0,0.0143,0.7815,0.197,132.2535,0.4826,1.0916,-0.0343,2.6438,-0.0058
568,113.6,442.37,0.0,0.0071,0.0,0.0,0.0143,0.7815,0.197,131.8446,0.4822,1.0905,-0.034,2.6435,-0.0063
569,113.8,442.11,0.0,0.0071,0.0,0.0,0.0143,0.7815,0.197,131.4306,0.4817,1.0894,-0.0338,2.6432,-0.0067
570,114.0,441.85,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.197,131.0153,0.4812,1.0883,-0.0335,2.6429,-0.0072
571,114.2,441.58,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,130.6025,0.4807,1.0872,-0.0333,2.6427,-0.0076
572,114.4,441.32,0.0,0.0071,0.0,0.0,0.0142,0.7816,0.1971,130.1845,0.4802,1.086,-0.033,2.6424,-0.0081
573,114.6,441.07,0.0,0.0071,0.0,0.0,0.0141,0.7816,0.1971,129.8153,0.48,1.0854,-0.0328,2.6419,-0.0081
574,114.8,440.83,0.0,0.007,0.0,0.0,0.0141,0.7816,0.1972,129.472,0.48,1.0849,-0.0327,2.6414,-0.008
575,115.0,440.59,0.0,0.007,0.0,0.0,0.0141,0.7816,0.1972,129.124,0.4799,1.0845,-0.0325,2.6408,-0.0079
576,115.2,440.35,0.0,0.007,0.0,0.0,0.0141,0.7816,0.1972,128.775,0.4798,1.084,-0.0323,2.6402,-0.0077
577,115.4,440.11,0.0,0.007,0.0,0.0,0.014,0.7817,0.1972,128.4251,0.4798,1.0835,-0.0322,2.6397,-0.0076
578,115.6,439.87,0.0,0.007,0.0,0.0,0.014,0.7817,0.1972,128.0742,0.4797,1.0831,-0.032,2.6391,-0.0074
579,115.8,439.63,0.0,0.007,0.0,0.0,0.014,0.7817,0.1973,127.7263,0.4796,1.0826,-0.0318,2.6385,-0.0073
580,116.0,439.39,0.0,0.007,0.0,0.0,0.014,0.7817,0.1973,127.3735,0.4796,1.0821,-0.0317,2.638,-0.0071
581,116.2,439.14,0.0,0.007,0.0,0.0,0.0139,0.7817,0.1973,127.0197,0.4795,1.0817,-0.0315,2.6374,-0.007
582,116.4,438.9,0.0,0.0069,0.0,0.0,0.0139,0.7817,0.1973,126.6649,0.4795,1.0812,-0.0313,2.6368,-0.0068
583,116.6,438.66,0.0,0.0069,0.0,0.0,0.0139,0.7818,0.1974,126.3091,0.4794,1.0807,-0.0312,2.6363,-0.0067
584,116.8,438.42,0.0,0.0069,0.0,0.0,0.0139,0.7818,0.1974,125.9563,0.4793,1.0802,-0.031,2.6357,-0.0065
585,117.0,438.18,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,125.5986,0.4793,1.0798,-0.0308,2.6351,-0.0064
586,117.2,437.94,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,125.2398,0.4792,1.0793,-0.0307,2.6346,-0.0062
587,117.4,437.7,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1974,124.8799,0.4791,1.0788,-0.0305,2.634,-0.0061
588,117.6,437.46,0.0,0.0069,0.0,0.0,0.0138,0.7818,0.1975,124.5191,0.4791,1.0784,-0.0303,2.6334,-0.0059
589,117.8,437.22,0.0,0.0069,0.0,0.0,0.0137,0.7818,0.1975,124.1612,0.479,1.0779,-0.0302,2.6329,-0.0058
590,118.0,436.97,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1975,123.7982,0.479,1.0775,-0.03,2.6323,-0.0057
591,118.2,436.73,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1975,123.4342,0.4789,1.0769,-0.0298,2.6317,-0.0055
592,118.4,436.49,0.0,0.0068,0.0,0.0,0.0137,0.7819,0.1976,123.0691,0.4788,1.0765,-0.0296,2.6312,-0.0054
593,118.6,436.25,0.0,0.0068,0.0,0.0,0.0136,0.7819,0.1976,122.7029,0.4788,1.076,-0.0295,2.6306,-0.0052
594,118.8,436.01,0.0,0.0068,0.0,0.0,0.0136,0.7819,0.1976,122.3397,0.4787,1.0755,-0.0293,2.63,-0.0051
595,119.0,435.77,0.0,0.0068,0.0,0.0,0.0136,0.7819,0.1976,121.9713,0.4786,1.0751,-0.0291,2.6295,-0.0049
596,119.2,435.53,0.0,0.0068,0.0,0.0,0.0136,0.782,0.1977,121.6018,0.4786,1.0746,-0.029,2.6289,-0.0048
597,119.4,435.29,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1977,121.2312,0.4785,1.0742,-0.0288,2.6284,-0.0046
598,119.6,435.05,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1977,120.8594,0.4785,1.0736,-0.0286,2.6278,-0.0045
599,119.8,434.81,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1977,120.4907,0.4784,1.0732,-0.0285,2.6272,-0.0043
600,120.0,434.56,0.0,0.0067,0.0,0.0,0.0135,0.782,0.1978,120.1166,0.4783,1.0727,-0.0283,2.6267,-0.0042
601,120.2,434.32,0.0,0.0067,0.0,0.0,0.0134,0.782,0.1978,119.7414,0.4783,1.0722,-0.0281,2.6261,-0.004
602,120.4,434.08,0.0,0.0067,0.0,0.0,0.0134,0.782,0.1978,119.365,0.4782,1.0718,-0.028,2.6255,-0.0039
603,120.6,433.84,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,118.9874,0.4781,1.0713,-0.0278,2.625,-0.0037
604,120.8,433.6,0.0,0.0067,0.0,0.0,0.0134,0.7821,0.1978,118.6128,0.4781,1.0708,-0.0276,2.6244,-0.0036
605,121.0,433.36,0.0,0.0066,0.0,0.0,0.0133,0.7821,0.1979,118.2328,0.478,1.0703,-0.0275,2.6238,-0.0035
606,121.2,433.12,0.0,0.0066,0.0,0.0,0.0133,0.7821,0.1979,117.8516,0.478,1.0699,-0.0273,2.6233,-0.0033
607,121.4,432.88,0.0,0.0066,0.0,0.0,0.0133,0.7821,0.1979,117.4691,0.4779,1.0694,-0.0271,2.6227,-0.0032
608,121.6,432.64,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.1979,117.0897,0.4778,1.0689,-0.027,2.6221,-0.003
609,121.8,432.39,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,116.7048,0.4778,1.0685,-0.0268,2.6216,-0.0029
610,122.0,432.15,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,116.3185,0.4777,1.068,-0.0266,2.621,-0.0027
611,122.2,431.91,0.0,0.0066,0.0,0.0,0.0132,0.7822,0.198,115.931,0.4776,1.0675,-0.0265,2.6204,-0.0026
612,122.4,431.67,0.0,0.0066,0.0,0.0,0.0131,0.7822,0.198,115.5422,0.4776,1.067,-0.0263,2.6199,-0.0024
613,122.6,431.44,0.0,0.0065,0.0,0.0,0.0131,0.7822,0.1981,115.2128,0.4777,1.0665,-0.0261,2.6193,-0.0024
614,122.8,431.21,0.0,0.0065,0.0,0.0,0.0131,0.7822,0.1981,114.9391,0.4781,1.0661,-0.0258,2.6187,-0.0025
615,123.0,430.98,0.0,0.0065,0.0,0.0,0.0131,0.7822,0.1981,114.6604,0.4784,1.0656,-0.0256,2.618,-0.0025
616,123.2,430.75,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1981,114.3809,0.4788,1.0651,-0.0253,2.6174,-0.0026
617,123.4,430.52,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,114.1008,0.4791,1.0646,-0.025,2.6168,-0.0027
618,123.6,430.29,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,113.82,0.4795,1.0641,-0.0248,2.6162,-0.0028
619,123.8,430.06,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,113.5385,0.4799,1.0637,-0.0245,2.6156,-0.0028
620,124.0,429.82,0.0,0.0065,0.0,0.0,0.013,0.7823,0.1982,113.2563,0.4802,1.0632,-0.0243,2.615,-0.0029
621,124.2,429.59,0.0,0.0064,0.0,0.0,0.0129,0.7823,0.1982,112.9779,0.4806,1.0627,-0.024,2.6144,-0.003
622,124.4,429.36,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1982,112.6943,0.4809,1.0622,-0.0238,2.6137,-0.003
623,124.6,429.13,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1983,112.41,0.4813,1.0617,-0.0235,2.6131,-0.0031
624,124.8,428.9,0.0,0.0064,0.0,0.0,0.0129,0.7824,0.1983,112.1249,0.4816,1.0612,-0.0232,2.6125,-0.0032
625,125.0,428.67,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,111.8392,0.482,1.0608,-0.023,2.6119,-0.0033
626,125.2,428.44,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1983,111.5527,0.4823,1.0603,-0.0227,2.6113,-0.0033
627,125.4,428.21,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1984,111.2654,0.4827,1.0598,-0.0225,2.6107,-0.0034
628,125.6,427.98,0.0,0.0064,0.0,0.0,0.0128,0.7824,0.1984,110.982,0.483,1.0593,-0.0222,2.61,-0.0035
629,125.8,427.75,0.0,0.0064,0.0,0.0,0.0127,0.7825,0.1984,110.6933,0.4834,1.0588,-0.0219,2.6094,-0.0035
630,126.0,427.52,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1984,110.4038,0.4837,1.0583,-0.0217,2.6088,-0.0036
631,126.2,427.29,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1984,110.1136,0.4841,1.0578,-0.0214,2.6082,-0.0037
632,126.4,427.06,0.0,0.0063,0.0,0.0,0.0127,0.7825,0.1985,109.8226,0.4844,1.0574,-0.0212,2.6076,-0.0038
633,126.6,426.83,0.0,0.0063,0.0,0.0,0.0126,0.7825,0.1985,109.5308,0.4848,1.0569,-0.0209,2.607,-0.0038
634,126.8,426.6,0.0,0.0063,0.0,0.0,0.0126,0.7825,0.1985,109.2383,0.4851,1.0564,-0.0207,2.6063,-0.0039
635,127.0,426.37,0.0,0.0063,0.0,0.0,0.0126,0.7825,0.1985,108.9495,0.4855,1.0559,-0.0204,2.6057,-0.004
636,127.2,426.14,0.0,0.0063,0.0,0.0,0.0126,0.7826,0.1986,108.6554,0.4858,1.0554,-0.0201,2.6051,-0.004
637,127.4,425.91,0.0,0.0063,0.0,0.0,0.0125,0.7826,0.1986,108.3605,0.4862,1.0549,-0.0199,2.6045,-0.0041
638,127.6,425.68,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1986,108.0648,0.4865,1.0544,-0.0196,2.6039,-0.0042
639,127.8,425.45,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1986,107.7683,0.4869,1.0539,-0.0194,2.6033,-0.0043
640,128.0,425.22,0.0,0.0062,0.0,0.0,0.0125,0.7826,0.1986,107.4709,0.4872,1.0535,-0.0191,2.6026,-0.0043
641,128.2,424.99,0.0,0.0062,0.0,0.0,0.0124,0.7826,0.1987,107.1728,0.4876,1.053,-0.0188,2.602,-0.0044
642,128.4,424.76,0.0,0.0062,0.0,0.0,0.0124,0.7826,0.1987,106.8784,0.4879,1.0525,-0.0186,2.6014,-0.0045
643,128.6,424.53,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,106.5786,0.4882,1.052,-0.0183,2.6008,-0.0046
644,128.8,424.3,0.0,0.0062,0.0,0.0,0.0124,0.7827,0.1987,106.2779,0.4886,1.0515,-0.0181,2.6002,-0.0046
645,129.0,424.07,0.0,0.0062,0.0,0.0,0.0123,0.7827,0.1988,105.9764,0.4889,1.051,-0.0178,2.5996,-0.0047
646,129.2,423.84,0.0,0.0062,0.0,0.0,0.0123,0.7827,0.1988,105.674,0.4893,1.0505,-0.0176,2.5989,-0.0048
647,129.4,423.61,0.0,0.0061,0.0,0.0,0.0123,0.7827,0.1988,105.3708,0.4896,1.05,-0.0173,2.5983,-0.0048
648,129.6,423.38,0.0,0.0061,0.0,0.0,0.0123,0.7827,0.1988,105.0666,0.49,1.0496,-0.017,2.5977,-0.0049
649,129.8,423.15,0.0,0.0061,0.0,0.0,0.0123,0.7827,0.1988,104.7664,0.4903,1.0491,-0.0168,2.5971,-0.005
650,130.0,422.92,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,104.4605,0.4907,1.0486,-0.0165,2.5965,-0.0051
651,130.2,422.69,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,104.1537,0.491,1.0481,-0.0163,2.5959,-0.0051
652,130.4,422.46,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,103.846,0.4914,1.0476,-0.016,2.5952,-0.0052
653,130.6,422.23,0.0,0.0061,0.0,0.0,0.0122,0.7828,0.1989,103.5374,0.4917,1.0471,-0.0158,2.5946,-0.0053
654,130.8,422.0,0.0,0.0061,0.0,0.0,0.0121,0.7828,0.199,103.2279,0.492,1.0466,-0.0155,2.594,-0.0053
655,131.0,421.77,0.0,0.006,0.0,0.0,0.0121,0.7828,0.199,102.9223,0.4924,1.0461,-0.0152,2.5934,-0.0054
656,131.2,421.54,0.0,0.006,0.0,0.0,0.0121,0.7829,0.199,102.6109,0.4927,1.0457,-0.015,2.5928,-0.0055
657,131.4,421.31,0.0,0.006,0.0,0.0,0.0121,0.7829,0.199,102.2986,0.4931,1.0451,-0.0147,2.5922,-0.0056
658,131.6,421.1,0.0,0.006,0.0,0.0,0.012,0.7829,0.199,102.0588,0.4932,1.0448,-0.0148,2.5914,-0.0058
659,131.8,420.9,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,101.8332,0.4933,1.0446,-0.0149,2.5907,-0.0061
660,132.0,420.7,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,101.612,0.4933,1.0443,-0.015,2.5899,-0.0064
661,132.2,420.5,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,101.3854,0.4934,1.044,-0.0151,2.5891,-0.0067
662,132.4,420.3,0.0,0.006,0.0,0.0,0.012,0.7829,0.1991,101.1583,0.4935,1.0437,-0.0152,2.5883,-0.007
663,132.6,420.1,0.0,0.006,0.0,0.0,0.0119,0.7829,0.1991,100.9307,0.4936,1.0434,-0.0153,2.5876,-0.0073
664,132.8,419.9,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,100.7075,0.4936,1.0432,-0.0154,2.5868,-0.0075
665,133.0,419.7,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,100.4789,0.4937,1.0429,-0.0155,2.586,-0.0078
666,133.2,419.5,0.0,0.0059,0.0,0.0,0.0119,0.783,0.1992,100.2497,0.4938,1.0426,-0.0156,2.5853,-0.0081
667,133.4,419.29,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,100.02,0.4938,1.0423,-0.0157,2.5845,-0.0084
668,133.6,419.09,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,99.7923,0.4939,1.042,-0.0158,2.5837,-0.0087
669,133.8,418.89,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1992,99.5625,0.494,1.0417,-0.0159,2.583,-0.009
670,134.0,418.69,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1993,99.3323,0.4941,1.0414,-0.016,2.5822,-0.0093
671,134.2,418.49,0.0,0.0059,0.0,0.0,0.0118,0.783,0.1993,99.1015,0.4941,1.0412,-0.0161,2.5814,-0.0096
672,134.4,418.29,0.0,0.0059,0.0,0.0,0.0117,0.783,0.1993,98.8706,0.4942,1.0409,-0.0162,2.5807,-0.0099
673,134.6,418.09,0.0,0.0059,0.0,0.0,0.0117,0.7831,0.1993,98.6387,0.4943,1.0406,-0.0163,2.5799,-0.0101
674,134.8,417.89,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1993,98.4063,0.4944,1.0403,-0.0164,2.5791,-0.0104
675,135.0,417.69,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1994,98.1733,0.4944,1.04,-0.0165,2.5783,-0.0107
676,135.2,417.49,0.0,0.0058,0.0,0.0,0.0117,0.7831,0.1994,97.9403,0.4945,1.0398,-0.0166,2.5776,-0.011
677,135.4,417.29,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,97.7062,0.4946,1.0395,-0.0167,2.5768,-0.0113
678,135.6,417.09,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,97.4715,0.4947,1.0392,-0.0168,2.576,-0.0116
679,135.8,416.89,0.0,0.0058,0.0,0.0,0.0116,0.7831,0.1994,97.2363,0.4947,1.0389,-0.0169,2.5753,-0.0119
680,136.0,416.69,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,97.001,0.4948,1.0387,-0.017,2.5745,-0.0122
681,136.2,416.48,0.0,0.0058,0.0,0.0,0.0116,0.7832,0.1995,96.7647,0.4949,1.0384,-0.0171,2.5737,-0.0125
682,136.4,416.28,0.0,0.0058,0.0,0.0,0.0115,0.7832,0.1995,96.5277,0.4949,1.0381,-0.0172,2.573,-0.0127
683,136.6,416.08,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1995,96.2902,0.495,1.0378,-0.0173,2.5722,-0.013
684,136.8,415.88,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1995,96.0521,0.4951,1.0375,-0.0174,2.5714,-0.0133
685,137.0,415.68,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1996,95.8139,0.4952,1.0372,-0.0175,2.5707,-0.0136
686,137.2,415.48,0.0,0.0057,0.0,0.0,0.0115,0.7832,0.1996,95.5746,0.4952,1.0369,-0.0176,2.5699,-0.0139
687,137.4,415.28,0.0,0.0057,0.0,0.0,0.0114,0.7832,0.1996,95.3347,0.4953,1.0366,-0.0177,2.5691,-0.0142
688,137.6,415.08,0.0,0.0057,0.0,0.0,0.0114,0.7832,0.1996,95.0942,0.4954,1.0364,-0.0178,2.5683,-0.0145
689,137.8,414.88,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,94.8536,0.4954,1.0361,-0.0179,2.5676,-0.0148
690,138.0,414.68,0.0,0.0057,0.0,0.0,0.0114,0.7833,0.1996,94.6118,0.4955,1.0358,-0.018,2.5668,-0.0151
691,138.2,414.48,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,94.3695,0.4956,1.0355,-0.0181,2.566,-0.0153
692,138.4,414.28,0.0,0.0057,0.0,0.0,0.0113,0.7833,0.1997,94.1265,0.4957,1.0352,-0.0182,2.5653,-0.0156
693,138.6,414.08,0.0,0.0056,0.0,0.0,0.0113,0.7833,0.1997,93.8834,0.4957,1.0349,-0.0183,2.5645,-0.0159
694,138.8,413.88,0.0,0.0056,0.0,0.0,0.0113,0.7833,0.1997,93.6392,0.4958,1.0346,-0.0184,2.5637,-0.0162
695,139.0,413.67,0.0,0.0056,0.0,0.0,0.0113,0.7833,0.1997,93.3943,0.4959,1.0344,-0.0185,2.563,-0.0165
696,139.2,413.47,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,93.1488,0.496,1.0341,-0.0186,2.5622,-0.0168
697,139.4,413.27,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,92.9026,0.496,1.0338,-0.0187,2.5614,-0.0171
698,139.6,413.07,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,92.6564,0.4961,1.0335,-0.0188,2.5607,-0.0174
699,139.8,412.87,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,92.4089,0.4962,1.0332,-0.0189,2.5599,-0.0177
700,140.0,412.67,0.0,0.0056,0.0,0.0,0.0112,0.7834,0.1998,92.1607,0.4962,1.033,-0.019,2.5591,-0.0179
701,140.2,412.47,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,91.9119,0.4963,1.0327,-0.0191,2.5583,-0.0182
702,140.4,412.27,0.0,0.0056,0.0,0.0,0.0111,0.7834,0.1999,91.663,0.4964,1.0324,-0.0192,2.5576,-0.0185
703,140.6,412.07,0.0,0.0055,0.0,0.0,0.0111,0.7834,0.1999,91.4128,0.4965,1.0321,-0.0193,2.5568,-0.0188
704,140.8,411.87,0.0,0.0055,0.0,0.0,0.0111,0.7834,0.1999,91.1619,0.4965,1.0318,-0.0194,2.556,-0.0191
705,141.0,411.67,0.0,0.0055,0.0,0.0,0.0111,0.7835,0.1999,90.9104,0.4966,1.0316,-0.0195,2.5553,-0.0194
706,141.2,411.47,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.6587,0.4967,1.0313,-0.0196,2.5545,-0.0197
707,141.4,411.27,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.4135,0.4967,1.031,-0.0197,2.5537,-0.0199
708,141.6,411.11,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.2286,0.4963,1.031,-0.0199,2.553,-0.0197
709,141.8,410.95,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,90.0433,0.4959,1.0309,-0.0202,2.5522,-0.0196
710,142.0,410.79,0.0,0.0055,0.0,0.0,0.011,0.7835,0.2,89.8582,0.4954,1.0309,-0.0204,2.5515,-0.0194
711,142.2,410.63,0.0,0.0055,0.0,0.0,0.0109,0.7835,0.2,89.6722,0.495,1.0308,-0.0207,2.5508,-0.0192
712,142.4,410.47,0.0,0.0055,0.0,0.0,0.0109,0.7835,0.2,89.4858,0.4946,1.0308,-0.0209,2.55,-0.019
713,142.6,410.31,0.0,0.0055,0.0,0.0,0.0109,0.7836,0.2001,89.2989,0.4942,1.0308,-0.0211,2.5493,-0.0189
714,142.8,410.14,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,89.1117,0.4937,1.0307,-0.0214,2.5485,-0.0187
715,143.0,409.98,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,88.9241,0.4933,1.0307,-0.0216,2.5478,-0.0185
716,143.2,409.82,0.0,0.0054,0.0,0.0,0.0109,0.7836,0.2001,88.7361,0.4929,1.0307,-0.0219,2.547,-0.0183
717,143.4,409.66,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2001,88.5477,0.4925,1.0306,-0.0221,2.5463,-0.0182
718,143.6,409.5,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2001,88.3589,0.492,1.0306,-0.0224,2.5455,-0.018
719,143.8,409.34,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,88.1697,0.4916,1.0305,-0.0226,2.5448,-0.0178
720,144.0,409.18,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,87.9801,0.4912,1.0305,-0.0228,2.544,-0.0177
721,144.2,409.02,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,87.7907,0.4908,1.0305,-0.0231,2.5433,-0.0175
722,144.4,408.86,0.0,0.0054,0.0,0.0,0.0108,0.7836,0.2002,87.6002,0.4903,1.0304,-0.0233,2.5426,-0.0173
723,144.6,408.7,0.0,0.0054,0.0,0.0,0.0107,0.7836,0.2002,87.4094,0.4899,1.0304,-0.0236,2.5418,-0.0171
724,144.8,408.54,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,87.2181,0.4895,1.0304,-0.0238,2.5411,-0.017
725,145.0,408.37,0.0,0.0054,0.0,0.0,0.0107,0.7837,0.2002,87.0264,0.4891,1.0303,-0.024,2.5403,-0.0168
726,145.2,408.21,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,86.8343,0.4886,1.0303,-0.0243,2.5396,-0.0166
727,145.4,408.05,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,86.6418,0.4882,1.0302,-0.0245,2.5388,-0.0164
728,145.6,407.89,0.0,0.0053,0.0,0.0,0.0107,0.7837,0.2003,86.4488,0.4878,1.0302,-0.0248,2.5381,-0.0163
729,145.8,407.73,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,86.2554,0.4873,1.0302,-0.025,2.5373,-0.0161
730,146.0,407.57,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,86.0616,0.4869,1.0301,-0.0253,2.5366,-0.0159
731,146.2,407.41,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2003,85.8673,0.4865,1.0301,-0.0255,2.5358,-0.0157
732,146.4,407.25,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2004,85.6732,0.486,1.03,-0.0257,2.5351,-0.0156
733,146.6,407.09,0.0,0.0053,0.0,0.0,0.0106,0.7837,0.2004,85.4781,0.4856,1.03,-0.026,2.5344,-0.0154
734,146.8,406.93,0.0,0.0053,0.0,0.0,0.0106,0.7838,0.2004,85.2825,0.4852,1.03,-0.0262,2.5336,-0.0152
735,147.0,406.77,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,85.0864,0.4848,1.03,-0.0265,2.5329,-0.015
736,147.2,406.6,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,84.8899,0.4843,1.0299,-0.0267,2.5321,-0.0149
737,147.4,406.44,0.0,0.0053,0.0,0.0,0.0105,0.7838,0.2004,84.693,0.4839,1.0299,-0.0269,2.5314,-0.0147
738,147.6,406.28,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2004,84.4956,0.4835,1.0299,-0.0272,2.5306,-0.0145
739,147.8,406.12,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2004,84.2977,0.483,1.0298,-0.0274,2.5299,-0.0144
740,148.0,405.96,0.0,0.0052,0.0,0.0,0.0105,0.7838,0.2005,84.0993,0.4826,1.0298,-0.0277,2.5291,-0.0142
741,148.2,405.8,0.0,0.0052,0.0,0.0,0.0104,0.7838,0.2005,83.9005,0.4822,1.0298,-0.0279,2.5284,-0.014
742,148.4,405.64,0.0,0.0052,0.0,0.0,0.0104,0.7838,0.2005,83.7013,0.4817,1.0297,-0.0282,2.5276,-0.0138
743,148.6,405.48,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,83.5021,0.4813,1.0297,-0.0284,2.5269,-0.0137
744,148.8,405.32,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,83.3019,0.4809,1.0296,-0.0286,2.5262,-0.0135
745,149.0,405.16,0.0,0.0052,0.0,0.0,0.0104,0.7839,0.2005,83.1011,0.4804,1.0296,-0.0289,2.5254,-0.0133
