,z(cm),TMean(K),X_CH3OHMean,X_CO2Mean,X_COMean,X_H2Mean,X_H2OMean,X_N2Mean,X_O2Mean,T_rms(K),ur_rms(m/s),uz_rms(m/s),ur_Mean(m/s),uz_Mean(m/s),uruz_cov(m/s)
371,74.2,545.64,0.0,0.0129,0.0002,0.0002,0.0262,0.7742,0.1862,247.8911,0.4602,1.0401,0.0079,2.7198,0.0102
372,74.4,544.71,0.0,0.0129,0.0002,0.0002,0.026,0.7743,0.1863,247.0182,0.4608,1.039,0.0075,2.7203,0.0098
373,74.6,543.77,0.0,0.0128,0.0002,0.0002,0.0259,0.7744,0.1864,246.1402,0.4614,1.0379,0.007,2.7208,0.0095
374,74.8,542.84,0.0,0.0128,0.0002,0.0002,0.0258,0.7744,0.1865,245.2611,0.462,1.0368,0.0065,2.7213,0.0091
375,75.0,541.9,0.0,0.0127,0.0002,0.0002,0.0257,0.7745,0.1866,244.3768,0.4627,1.0357,0.006,2.7218,0.0088
376,75.2,540.99,0.0,0.0127,0.0002,0.0002,0.0256,0.7746,0.1867,243.5098,0.4633,1.0346,0.0056,2.7224,0.0084
377,75.4,540.19,0.0,0.0126,0.0002,0.0002,0.0255,0.7746,0.1868,242.7427,0.4645,1.0338,0.0057,2.7233,0.0078
378,75.6,539.4,0.0,0.0126,0.0002,0.0002,0.0254,0.7747,0.1869,241.9711,0.4656,1.0329,0.0058,2.7242,0.0072
379,75.8,538.6,0.0,0.0126,0.0002,0.0002,0.0253,0.7748,0.1869,241.1991,0.4667,1.032,0.0059,2.725,0.0065
380,76.0,537.81,0.0,0.0125,0.0002,0.0002,0.0253,0.7748,0.187,240.4246,0.4677,1.0312,0.006,2.7259,0.0059
381,76.2,537.01,0.0,0.0125,0.0002,0.0002,0.0252,0.7749,0.1871,239.6456,0.4688,1.0303,0.0061,2.7268,0.0053
382,76.4,536.22,0.0,0.0124,0.0002,0.0002,0.0251,0.7749,0.1872,238.8661,0.4699,1.0295,0.0062,2.7277,0.0047
383,76.6,535.42,0.0,0.0124,0.0002,0.0002,0.025,0.775,0.1873,238.0819,0.471,1.0286,0.0064,2.7285,0.0041
384,76.8,534.62,0.0,0.0123,0.0002,0.0002,0.0249,0.775,0.1874,237.2973,0.4721,1.0278,0.0065,2.7294,0.0034
385,77.0,533.83,0.0,0.0123,0.0002,0.0002,0.0248,0.7751,0.1874,236.51,0.4732,1.0269,0.0066,2.7303,0.0028
386,77.2,533.03,0.0,0.0123,0.0002,0.0001,0.0247,0.7752,0.1875,235.7181,0.4743,1.0261,0.0067,2.7312,0.0022
387,77.4,532.24,0.0,0.0122,0.0002,0.0001,0.0246,0.7752,0.1876,234.9255,0.4753,1.0252,0.0068,2.7321,0.0016
388,77.6,531.45,0.0,0.0122,0.0002,0.0001,0.0245,0.7753,0.1877,234.1367,0.4763,1.0245,0.0068,2.7328,0.001
389,77.8,530.72,0.0,0.0121,0.0002,0.0001,0.0244,0.7753,0.1878,233.3988,0.4763,1.0242,0.0063,2.7325,0.0006
390,78.0,529.99,0.0,0.0121,0.0002,0.0001,0.0244,0.7754,0.1878,232.6607,0.4763,1.0239,0.0059,2.7323,0.0002
391,78.2,529.26,0.0,0.012,0.0002,0.0001,0.0243,0.7754,0.1879,231.9181,0.4763,1.0236,0.0054,2.732,-0.0002
392,78.4,528.54,0.0,0.012,0.0002,0.0001,0.0242,0.7755,0.188,231.1731,0.4762,1.0233,0.0049,2.7317,-0.0006
393,78.6,527.81,0.0,0.012,0.0002,0.0001,0.0241,0.7756,0.1881,230.4279,0.4762,1.023,0.0044,2.7315,-0.001
394,78.8,527.08,0.0,0.0119,0.0001,0.0001,0.024,0.7756,0.1882,229.678,0.4762,1.0227,0.0039,2.7312,-0.0013
395,79.0,526.35,0.0,0.0119,0.0001,0.0001,0.0239,0.7757,0.1882,228.9258,0.4762,1.0224,0.0035,2.7309,-0.0017
396,79.2,525.62,0.0,0.0118,0.0001,0.0001,0.0238,0.7757,0.1883,228.1732,0.4762,1.0221,0.003,2.7307,-0.0021
397,79.4,524.89,0.0,0.0118,0.0001,0.0001,0.0238,0.7758,0.1884,227.4159,0.4762,1.0218,0.0025,2.7304,-0.0025
398,79.6,524.16,0.0,0.0118,0.0001,0.0001,0.0237,0.7758,0.1885,226.6561,0.4762,1.0215,0.002,2.7301,-0.0029
399,79.8,523.43,0.0,0.0117,0.0001,0.0001,0.0236,0.7759,0.1885,225.896,0.4762,1.0213,0.0015,2.7299,-0.0033
400,80.0,522.7,0.0,0.0117,0.0001,0.0001,0.0235,0.7759,0.1886,225.1311,0.4762,1.021,0.0011,2.7296,-0.0037
401,80.2,521.99,0.0,0.0116,0.0001,0.0001,0.0234,0.776,0.1887,224.3791,0.4762,1.0205,0.0006,2.7296,-0.004
402,80.4,521.38,0.0,0.0116,0.0001,0.0001,0.0234,0.776,0.1888,223.6873,0.4767,1.0194,0.0004,2.7305,-0.0038
403,80.6,520.76,0.0,0.0116,0.0001,0.0001,0.0233,0.7761,0.1888,222.9933,0.4772,1.0182,0.0002,2.7314,-0.0037
404,80.8,520.14,0.0,0.0115,0.0001,0.0001,0.0232,0.7761,0.1889,222.2971,0.4776,1.0171,-0.0,2.7323,-0.0036
405,81.0,519.53,0.0,0.0115,0.0001,0.0001,0.0232,0.7762,0.1889,221.5987,0.4781,1.0159,-0.0002,2.7332,-0.0034
406,81.2,518.91,0.0,0.0115,0.0001,0.0001,0.0231,0.7762,0.189,220.8982,0.4785,1.0147,-0.0004,2.7341,-0.0033
407,81.4,518.29,0.0,0.0114,0.0001,0.0001,0.023,0.7762,0.1891,220.1976,0.479,1.0136,-0.0006,2.735,-0.0031
408,81.6,517.68,0.0,0.0114,0.0001,0.0001,0.0229,0.7763,0.1891,219.4926,0.4795,1.0124,-0.0008,2.7359,-0.003
409,81.8,517.06,0.0,0.0114,0.0001,0.0001,0.0229,0.7763,0.1892,218.7853,0.4799,1.0113,-0.0011,2.7368,-0.0028
410,82.0,516.44,0.0,0.0113,0.0001,0.0001,0.0228,0.7764,0.1893,218.0757,0.4804,1.0101,-0.0013,2.7377,-0.0027
411,82.2,515.83,0.0,0.0113,0.0001,0.0001,0.0227,0.7764,0.1893,217.3638,0.4808,1.009,-0.0015,2.7386,-0.0026
412,82.4,515.21,0.0,0.0113,0.0001,0.0001,0.0227,0.7765,0.1894,216.6495,0.4813,1.0078,-0.0017,2.7395,-0.0024
413,82.6,514.59,0.0,0.0112,0.0001,0.0001,0.0226,0.7765,0.1895,215.9329,0.4817,1.0066,-0.0019,2.7404,-0.0023
414,82.8,513.97,0.0,0.0112,0.0001,0.0001,0.0225,0.7766,0.1895,215.2138,0.4822,1.0054,-0.0021,2.7413,-0.0021
415,83.0,513.37,0.0,0.0112,0.0001,0.0001,0.0224,0.7766,0.1896,214.5367,0.4825,1.0047,-0.0022,2.7419,-0.0018
416,83.2,512.81,0.0,0.0111,0.0001,0.0001,0.0224,0.7766,0.1896,213.9486,0.4826,1.0049,-0.002,2.7422,-0.0009
417,83.4,512.25,0.0,0.0111,0.0001,0.0001,0.0223,0.7767,0.1897,213.3589,0.4827,1.0051,-0.0017,2.7424,0.0
418,83.6,511.69,0.0,0.0111,0.0001,0.0001,0.0223,0.7767,0.1898,212.7675,0.4828,1.0053,-0.0015,2.7426,0.0009
419,83.8,511.13,0.0,0.011,0.0001,0.0001,0.0222,0.7768,0.1898,212.1768,0.4829,1.0055,-0.0013,2.7428,0.0018
420,84.0,510.57,0.0,0.011,0.0001,0.0001,0.0221,0.7768,0.1899,211.5821,0.483,1.0057,-0.0011,2.743,0.0027
421,84.2,510.01,0.0,0.011,0.0001,0.0001,0.0221,0.7768,0.1899,210.9858,0.483,1.0059,-0.0008,2.7432,0.0036
422,84.4,509.45,0.0,0.011,0.0001,0.0001,0.022,0.7769,0.19,210.3901,0.4831,1.0061,-0.0006,2.7434,0.0045
423,84.6,508.89,0.0,0.0109,0.0001,0.0001,0.0219,0.7769,0.19,209.7904,0.4832,1.0063,-0.0004,2.7436,0.0054
424,84.8,508.33,0.0,0.0109,0.0001,0.0001,0.0219,0.777,0.1901,209.1889,0.4833,1.0064,-0.0001,2.7439,0.0063
425,85.0,507.77,0.0,0.0109,0.0001,0.0001,0.0218,0.777,0.1902,208.5881,0.4834,1.0066,0.0001,2.7441,0.0072
426,85.2,507.21,0.0,0.0108,0.0001,0.0001,0.0217,0.777,0.1902,207.9832,0.4835,1.0068,0.0003,2.7443,0.0081
427,85.4,506.65,0.0,0.0108,0.0001,0.0001,0.0217,0.7771,0.1903,207.3765,0.4835,1.007,0.0005,2.7445,0.009
428,85.6,506.09,0.0,0.0108,0.0001,0.0001,0.0216,0.7771,0.1903,206.7704,0.4836,1.0072,0.0008,2.7447,0.0099
429,85.8,505.53,0.0,0.0107,0.0001,0.0001,0.0216,0.7772,0.1904,206.1601,0.4837,1.0074,0.001,2.7449,0.0107
430,86.0,504.97,0.0,0.0107,0.0001,0.0001,0.0215,0.7772,0.1904,205.5748,0.4836,1.0075,0.0012,2.745,0.0114
431,86.2,504.42,0.0,0.0107,0.0001,0.0001,0.0214,0.7772,0.1905,205.022,0.4833,1.0073,0.0013,2.7448,0.0116
432,86.4,503.87,0.0,0.0106,0.0001,0.0001,0.0214,0.7773,0.1906,204.47,0.4829,1.007,0.0014,2.7447,0.0117
433,86.6,503.32,0.0,0.0106,0.0001,0.0001,0.0213,0.7773,0.1906,203.9166,0.4825,1.0068,0.0015,2.7445,0.0119
434,86.8,502.78,0.0,0.0106,0.0001,0.0001,0.0212,0.7774,0.1907,203.3617,0.4822,1.0066,0.0016,2.7443,0.0121
435,87.0,502.23,0.0,0.0106,0.0001,0.0001,0.0212,0.7774,0.1907,202.8029,0.4818,1.0064,0.0017,2.7442,0.0123
436,87.2,501.68,0.0,0.0105,0.0001,0.0001,0.0211,0.7774,0.1908,202.2449,0.4815,1.0062,0.0018,2.744,0.0125
437,87.4,501.13,0.0,0.0105,0.0001,0.0001,0.0211,0.7775,0.1908,201.6854,0.4811,1.006,0.002,2.7438,0.0127
438,87.6,500.58,0.0,0.0105,0.0001,0.0001,0.021,0.7775,0.1909,201.1243,0.4807,1.0058,0.0021,2.7437,0.0129
439,87.8,500.03,0.0,0.0104,0.0001,0.0001,0.0209,0.7775,0.191,200.5617,0.4804,1.0056,0.0022,2.7435,0.0131
440,88.0,499.48,0.0,0.0104,0.0001,0.0001,0.0209,0.7776,0.191,199.995,0.48,1.0054,0.0023,2.7433,0.0133
441,88.2,498.93,0.0,0.0104,0.0001,0.0001,0.0208,0.7776,0.1911,199.4292,0.4797,1.0052,0.0024,2.7432,0.0135
442,88.4,498.38,0.0,0.0103,0.0001,0.0001,0.0208,0.7776,0.1911,198.8618,0.4793,1.0049,0.0025,2.743,0.0137
443,88.6,497.83,0.0,0.0103,0.0001,0.0001,0.0207,0.7777,0.1912,198.2927,0.479,1.0047,0.0026,2.7428,0.0138
444,88.8,497.28,0.0,0.0103,0.0001,0.0001,0.0206,0.7777,0.1912,197.7195,0.4786,1.0045,0.0027,2.7427,0.014
445,89.0,496.73,0.0,0.0102,0.0001,0.0001,0.0206,0.7778,0.1913,197.1472,0.4782,1.0043,0.0028,2.7425,0.0142
446,89.2,496.21,0.0,0.0102,0.0001,0.0001,0.0205,0.7778,0.1914,196.5935,0.4784,1.004,0.0028,2.7425,0.014
447,89.4,495.72,0.0,0.0102,0.0001,0.0,0.0204,0.7778,0.1914,196.074,0.4795,1.0036,0.0027,2.7426,0.013
448,89.6,495.23,0.0,0.0102,0.0001,0.0,0.0204,0.7779,0.1914,195.5531,0.4806,1.0032,0.0025,2.7427,0.012
449,89.8,494.73,0.0,0.0101,0.0001,0.0,0.0203,0.7779,0.1915,195.0282,0.4816,1.0028,0.0023,2.7429,0.0111
450,90.0,494.24,0.0,0.0101,0.0001,0.0,0.0203,0.7779,0.1916,194.5045,0.4827,1.0023,0.0022,2.743,0.0101
451,90.2,493.75,0.0,0.0101,0.0001,0.0,0.0202,0.778,0.1916,193.9768,0.4838,1.0019,0.002,2.7432,0.0091
452,90.4,493.26,0.0,0.0101,0.0001,0.0,0.0202,0.778,0.1916,193.4503,0.4849,1.0015,0.0018,2.7433,0.0082
453,90.6,492.77,0.0,0.01,0.0001,0.0,0.0201,0.778,0.1917,192.9197,0.4859,1.0011,0.0017,2.7434,0.0072
454,90.8,492.28,0.0,0.01,0.0001,0.0,0.0201,0.7781,0.1918,192.3902,0.487,1.0006,0.0015,2.7436,0.0062
455,91.0,491.79,0.0,0.01,0.0001,0.0,0.02,0.7781,0.1918,191.8593,0.488,1.0002,0.0014,2.7437,0.0053
456,91.2,491.3,0.0,0.0099,0.0001,0.0,0.02,0.7781,0.1918,191.3243,0.4891,0.9998,0.0012,2.7438,0.0043
457,91.4,490.81,0.0,0.0099,0.0001,0.0,0.0199,0.7782,0.1919,190.7905,0.4901,0.9994,0.001,2.744,0.0033
458,91.6,490.32,0.0,0.0099,0.0001,0.0,0.0198,0.7782,0.192,190.2525,0.4912,0.999,0.0009,2.7441,0.0024
459,91.8,489.83,0.0,0.0099,0.0001,0.0,0.0198,0.7782,0.192,189.7156,0.4922,0.9985,0.0007,2.7442,0.0014
460,92.0,489.34,0.0,0.0098,0.0001,0.0,0.0197,0.7783,0.192,189.1745,0.4933,0.9981,0.0005,2.7444,0.0004
461,92.2,488.84,0.0,0.0098,0.0001,0.0,0.0197,0.7783,0.1921,188.6346,0.4943,0.9977,0.0004,2.7445,-0.0005
462,92.4,488.35,0.0,0.0098,0.0001,0.0,0.0196,0.7783,0.1921,188.0931,0.4954,0.9973,0.0002,2.7447,-0.0015
463,92.6,487.86,0.0,0.0098,0.0001,0.0,0.0196,0.7784,0.1922,187.55,0.4963,0.997,0.0,2.7448,-0.0024
464,92.8,487.39,0.0,0.0097,0.0001,0.0,0.0195,0.7784,0.1922,187.0187,0.497,0.9972,-0.0003,2.7447,-0.0031
465,93.0,486.91,0.0,0.0097,0.0001,0.0,0.0195,0.7784,0.1923,186.4859,0.4977,0.9974,-0.0006,2.7447,-0.0037
466,93.2,486.43,0.0,0.0097,0.0001,0.0,0.0194,0.7785,0.1924,185.9543,0.4984,0.9976,-0.0008,2.7446,-0.0044
467,93.4,485.95,0.0,0.0096,0.0,0.0,0.0194,0.7785,0.1924,185.4184,0.499,0.9978,-0.0011,2.7446,-0.0051
468,93.6,485.47,0.0,0.0096,0.0,0.0,0.0193,0.7785,0.1924,184.881,0.4997,0.998,-0.0014,2.7446,-0.0058
469,93.8,484.99,0.0,0.0096,0.0,0.0,0.0192,0.7786,0.1925,184.3421,0.5004,0.9983,-0.0017,2.7445,-0.0065
470,94.0,484.51,0.0,0.0096,0.0,0.0,0.0192,0.7786,0.1925,183.8015,0.501,0.9985,-0.002,2.7445,-0.0071
471,94.2,484.03,0.0,0.0095,0.0,0.0,0.0191,0.7786,0.1926,183.2594,0.5017,0.9987,-0.0022,2.7444,-0.0078
472,94.4,483.55,0.0,0.0095,0.0,0.0,0.0191,0.7787,0.1926,182.7156,0.5024,0.9989,-0.0025,2.7444,-0.0085
473,94.6,483.07,0.0,0.0095,0.0,0.0,0.019,0.7787,0.1927,182.1703,0.5031,0.9991,-0.0028,2.7444,-0.0092
474,94.8,482.59,0.0,0.0095,0.0,0.0,0.019,0.7787,0.1927,181.6232,0.5037,0.9993,-0.0031,2.7443,-0.0098
475,95.0,482.11,0.0,0.0094,0.0,0.0,0.0189,0.7788,0.1928,181.0773,0.5044,0.9995,-0.0034,2.7443,-0.0105
476,95.2,481.63,0.0,0.0094,0.0,0.0,0.0189,0.7788,0.1928,180.527,0.5051,0.9998,-0.0036,2.7443,-0.0112
477,95.4,481.15,0.0,0.0094,0.0,0.0,0.0188,0.7788,0.1929,179.975,0.5057,1.0,-0.0039,2.7442,-0.0119
478,95.6,480.67,0.0,0.0094,0.0,0.0,0.0188,0.7789,0.1929,179.4213,0.5064,1.0002,-0.0042,2.7442,-0.0126
479,95.8,480.19,0.0,0.0093,0.0,0.0,0.0187,0.7789,0.193,178.8659,0.507,1.0004,-0.0045,2.7441,-0.0132
480,96.0,479.71,0.0,0.0093,0.0,0.0,0.0187,0.7789,0.193,178.3087,0.5077,1.0006,-0.0048,2.7441,-0.0139
481,96.2,479.23,0.0,0.0093,0.0,0.0,0.0186,0.779,0.1931,177.7498,0.5084,1.0008,-0.0051,2.7441,-0.0146
482,96.4,478.74,0.0,0.0093,0.0,0.0,0.0186,0.779,0.1931,177.1722,0.5085,1.0005,-0.005,2.7433,-0.014
483,96.6,478.25,0.0,0.0092,0.0,0.0,0.0185,0.779,0.1932,176.5871,0.5085,0.9999,-0.0049,2.7422,-0.013
484,96.8,477.76,0.0,0.0092,0.0,0.0,0.0184,0.779,0.1932,176.0,0.5085,0.9994,-0.0048,2.7412,-0.012
485,97.0,477.27,0.0,0.0092,0.0,0.0,0.0184,0.7791,0.1933,175.4109,0.5084,0.9988,-0.0046,2.7401,-0.011
486,97.2,476.78,0.0,0.0091,0.0,0.0,0.0183,0.7791,0.1933,174.8199,0.5084,0.9983,-0.0045,2.739,-0.01
487,97.4,476.29,0.0,0.0091,0.0,0.0,0.0183,0.7792,0.1934,174.2269,0.5084,0.9977,-0.0043,2.738,-0.009
488,97.6,475.8,0.0,0.0091,0.0,0.0,0.0182,0.7792,0.1934,173.6318,0.5083,0.9972,-0.0042,2.7369,-0.008
489,97.8,475.31,0.0,0.0091,0.0,0.0,0.0182,0.7792,0.1935,173.0347,0.5083,0.9966,-0.0041,2.7359,-0.007
490,98.0,474.82,0.0,0.009,0.0,0.0,0.0181,0.7792,0.1935,172.4355,0.5083,0.9961,-0.0039,2.7348,-0.0059
491,98.2,474.33,0.0,0.009,0.0,0.0,0.0181,0.7793,0.1936,171.8313,0.5083,0.9955,-0.0038,2.7338,-0.0049
492,98.4,473.84,0.0,0.009,0.0,0.0,0.018,0.7793,0.1936,171.2279,0.5082,0.995,-0.0036,2.7327,-0.0039
493,98.6,473.35,0.0,0.009,0.0,0.0,0.018,0.7794,0.1937,170.6224,0.5082,0.9944,-0.0035,2.7317,-0.0029
494,98.8,472.86,0.0,0.0089,0.0,0.0,0.0179,0.7794,0.1937,170.0147,0.5082,0.9939,-0.0034,2.7306,-0.0019
495,99.0,472.37,0.0,0.0089,0.0,0.0,0.0178,0.7794,0.1938,169.4048,0.5081,0.9933,-0.0032,2.7295,-0.0009
496,99.2,471.88,0.0,0.0089,0.0,0.0,0.0178,0.7794,0.1938,168.7928,0.5081,0.9928,-0.0031,2.7285,0.0001
497,99.4,471.39,0.0,0.0088,0.0,0.0,0.0177,0.7795,0.1939,168.1785,0.5081,0.9922,-0.003,2.7274,0.0011
498,99.6,470.9,0.0,0.0088,0.0,0.0,0.0177,0.7795,0.1939,167.5619,0.508,0.9917,-0.0028,2.7264,0.0021
499,99.8,470.41,0.0,0.0088,0.0,0.0,0.0176,0.7796,0.194,166.9401,0.508,0.9911,-0.0027,2.7253,0.0032
500,100.0,469.92,0.0,0.0088,0.0,0.0,0.0176,0.7796,0.194,166.319,0.508,0.9906,-0.0025,2.7243,0.0042
501,100.2,469.43,0.0,0.0087,0.0,0.0,0.0175,0.7796,0.1941,165.6955,0.508,0.99,-0.0024,2.7232,0.0052
502,100.4,469.03,0.0,0.0087,0.0,0.0,0.0175,0.7796,0.1941,165.1666,0.5079,0.9896,-0.002,2.7232,0.0051
503,100.6,468.63,0.0,0.0087,0.0,0.0,0.0174,0.7797,0.1942,164.642,0.5079,0.9892,-0.0017,2.7233,0.005
504,100.8,468.23,0.0,0.0087,0.0,0.0,0.0174,0.7797,0.1942,164.1189,0.5079,0.9889,-0.0013,2.7234,0.0048
505,101.0,467.84,0.0,0.0087,0.0,0.0,0.0173,0.7797,0.1942,163.594,0.5079,0.9885,-0.0009,2.7235,0.0046
506,101.2,467.44,0.0,0.0086,0.0,0.0,0.0173,0.7798,0.1943,163.0675,0.5078,0.9881,-0.0005,2.7236,0.0045
507,101.4,467.04,0.0,0.0086,0.0,0.0,0.0173,0.7798,0.1943,162.5361,0.5078,0.9877,-0.0001,2.7237,0.0043
508,101.6,466.64,0.0,0.0086,0.0,0.0,0.0172,0.7798,0.1944,162.0062,0.5078,0.9873,0.0003,2.7238,0.0041
509,101.8,466.25,0.0,0.0086,0.0,0.0,0.0172,0.7798,0.1944,161.4745,0.5078,0.9869,0.0006,2.7239,0.004
510,102.0,465.85,0.0,0.0085,0.0,0.0,0.0171,0.7798,0.1944,160.941,0.5078,0.9866,0.001,2.724,0.0038
511,102.2,465.45,0.0,0.0085,0.0,0.0,0.0171,0.7799,0.1945,160.4026,0.5077,0.9862,0.0014,2.7241,0.0036
512,102.4,465.05,0.0,0.0085,0.0,0.0,0.017,0.7799,0.1945,159.8656,0.5077,0.9858,0.0018,2.7242,0.0035
513,102.6,464.66,0.0,0.0085,0.0,0.0,0.017,0.7799,0.1946,159.3267,0.5077,0.9854,0.0022,2.7243,0.0033
514,102.8,464.26,0.0,0.0085,0.0,0.0,0.0169,0.78,0.1946,158.786,0.5077,0.985,0.0026,2.7244,0.0031
515,103.0,463.86,0.0,0.0084,0.0,0.0,0.0169,0.78,0.1946,158.2403,0.5077,0.9846,0.0029,2.7245,0.003
516,103.2,463.47,0.0,0.0084,0.0,0.0,0.0169,0.78,0.1947,157.6959,0.5076,0.9843,0.0033,2.7246,0.0028
517,103.4,463.07,0.0,0.0084,0.0,0.0,0.0168,0.78,0.1947,157.1496,0.5076,0.9839,0.0037,2.7247,0.0026
518,103.6,462.67,0.0,0.0084,0.0,0.0,0.0168,0.7801,0.1948,156.6014,0.5076,0.9835,0.0041,2.7248,0.0025
519,103.8,462.27,0.0,0.0083,0.0,0.0,0.0167,0.7801,0.1948,156.0481,0.5076,0.9831,0.0045,2.7249,0.0023
520,104.0,461.88,0.0,0.0083,0.0,0.0,0.0167,0.7801,0.1948,155.496,0.5076,0.9827,0.0048,2.7251,0.0021
521,104.2,461.48,0.0,0.0083,0.0,0.0,0.0166,0.7802,0.1949,154.9419,0.5075,0.9823,0.0052,2.7252,0.002
522,104.4,461.08,0.0,0.0083,0.0,0.0,0.0166,0.7802,0.1949,154.3859,0.5075,0.982,0.0056,2.7253,0.0018
523,104.6,460.72,0.0,0.0083,0.0,0.0,0.0165,0.7802,0.195,153.8961,0.5077,0.9816,0.0059,2.7255,0.0015
524,104.8,460.38,0.0,0.0082,0.0,0.0,0.0165,0.7802,0.195,153.4471,0.5079,0.9812,0.0061,2.7257,0.0012
525,105.0,460.04,0.0,0.0082,0.0,0.0,0.0165,0.7802,0.195,152.9967,0.5082,0.9809,0.0063,2.726,0.0009
526,105.2,459.7,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.195,152.5451,0.5085,0.9805,0.0065,2.7262,0.0007
527,105.4,459.36,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.1951,152.0921,0.5088,0.9801,0.0067,2.7265,0.0004
528,105.6,459.02,0.0,0.0082,0.0,0.0,0.0164,0.7803,0.1951,151.6377,0.509,0.9798,0.007,2.7268,0.0001
529,105.8,458.68,0.0,0.0081,0.0,0.0,0.0163,0.7803,0.1952,151.1853,0.5093,0.9794,0.0072,2.727,-0.0002
530,106.0,458.34,0.0,0.0081,0.0,0.0,0.0163,0.7804,0.1952,150.7282,0.5096,0.979,0.0074,2.7273,-0.0005
531,106.2,458.0,0.0,0.0081,0.0,0.0,0.0162,0.7804,0.1952,150.2698,0.5098,0.9787,0.0076,2.7275,-0.0008
532,106.4,457.66,0.0,0.0081,0.0,0.0,0.0162,0.7804,0.1952,149.8099,0.5101,0.9783,0.0078,2.7278,-0.0011
533,106.6,457.32,0.0,0.0081,0.0,0.0,0.0162,0.7804,0.1953,149.3486,0.5104,0.9779,0.008,2.7281,-0.0014
534,106.8,456.97,0.0,0.0081,0.0,0.0,0.0161,0.7804,0.1953,148.8859,0.5106,0.9775,0.0082,2.7283,-0.0017
535,107.0,456.63,0.0,0.008,0.0,0.0,0.0161,0.7805,0.1954,148.4251,0.5109,0.9772,0.0085,2.7286,-0.002
536,107.2,456.29,0.0,0.008,0.0,0.0,0.0161,0.7805,0.1954,147.9595,0.5112,0.9768,0.0087,2.7288,-0.0023
537,107.4,455.95,0.0,0.008,0.0,0.0,0.016,0.7805,0.1954,147.4924,0.5114,0.9764,0.0089,2.7291,-0.0026
538,107.6,455.61,0.0,0.008,0.0,0.0,0.016,0.7805,0.1955,147.0238,0.5117,0.9761,0.0091,2.7294,-0.0029
539,107.8,455.27,0.0,0.008,0.0,0.0,0.0159,0.7806,0.1955,146.5537,0.512,0.9757,0.0093,2.7296,-0.0032
540,108.0,454.93,0.0,0.0079,0.0,0.0,0.0159,0.7806,0.1955,146.0822,0.5122,0.9753,0.0095,2.7299,-0.0035
541,108.2,454.59,0.0,0.0079,0.0,0.0,0.0159,0.7806,0.1956,145.6125,0.5125,0.975,0.0097,2.7301,-0.0038
542,108.4,454.25,0.0,0.0079,0.0,0.0,0.0158,0.7806,0.1956,145.1379,0.5128,0.9746,0.01,2.7304,-0.0041
543,108.6,453.91,0.0,0.0079,0.0,0.0,0.0158,0.7806,0.1956,144.6617,0.513,0.9742,0.0102,2.7307,-0.0044
544,108.8,453.57,0.0,0.0079,0.0,0.0,0.0158,0.7807,0.1957,144.1839,0.5133,0.9739,0.0104,2.7309,-0.0047
545,109.0,453.23,0.0,0.0079,0.0,0.0,0.0157,0.7807,0.1957,143.7046,0.5136,0.9735,0.0106,2.7312,-0.005
546,109.2,452.89,0.0,0.0078,0.0,0.0,0.0157,0.7807,0.1957,143.2934,0.5138,0.9731,0.0107,2.7306,-0.0052
547,109.4,452.55,0.0,0.0078,0.0,0.0,0.0156,0.7807,0.1958,142.9021,0.514,0.9727,0.0109,2.7298,-0.0053
548,109.6,452.21,0.0,0.0078,0.0,0.0,0.0156,0.7808,0.1958,142.5132,0.5142,0.9723,0.011,2.7289,-0.0055
549,109.8,451.87,0.0,0.0078,0.0,0.0,0.0156,0.7808,0.1958,142.1197,0.5144,0.9719,0.0111,2.7281,-0.0057
550,110.0,451.53,0.0,0.0078,0.0,0.0,0.0155,0.7808,0.1959,141.7286,0.5146,0.9715,0.0112,2.7272,-0.0058
551,110.2,451.19,0.0,0.0077,0.0,0.0,0.0155,0.7808,0.1959,141.3329,0.5148,0.9711,0.0114,2.7264,-0.006
552,110.4,450.86,0.0,0.0077,0.0,0.0,0.0155,0.7808,0.1959,140.9362,0.515,0.9708,0.0115,2.7256,-0.0062
553,110.6,450.52,0.0,0.0077,0.0,0.0,0.0154,0.7809,0.196,140.5418,0.5152,0.9704,0.0116,2.7247,-0.0063
554,110.8,450.18,0.0,0.0077,0.0,0.0,0.0154,0.7809,0.196,140.1428,0.5154,0.97,0.0117,2.7239,-0.0065
555,111.0,449.84,0.0,0.0077,0.0,0.0,0.0154,0.7809,0.196,139.7426,0.5156,0.9696,0.0118,2.723,-0.0067
556,111.2,449.5,0.0,0.0077,0.0,0.0,0.0153,0.7809,0.1961,139.3449,0.5158,0.9692,0.012,2.7222,-0.0068
557,111.4,449.16,0.0,0.0076,0.0,0.0,0.0153,0.781,0.1961,138.9424,0.516,0.9688,0.0121,2.7213,-0.007
558,111.6,448.82,0.0,0.0076,0.0,0.0,0.0152,0.781,0.1961,138.5424,0.5162,0.9684,0.0122,2.7205,-0.0072
559,111.8,448.48,0.0,0.0076,0.0,0.0,0.0152,0.781,0.1962,138.1376,0.5164,0.968,0.0123,2.7197,-0.0073
560,112.0,448.14,0.0,0.0076,0.0,0.0,0.0152,0.781,0.1962,137.7316,0.5166,0.9676,0.0125,2.7188,-0.0075
