nodenumber,x-coordinate,y-coordinate,z-coordinate,heat-release-rate,velocity-magnitude,x-velocity,y-velocity,z-velocity,cell-reynolds-number,cell-convective-courant-number,temperature,absorption-coefficient,volumetric-absorbed-radiation,volumetric-emitted-radiation,rmse-flamelet-surrounding-temperature-ratio,rmse-flamelet-temperature-excess,rmse-flamelet-volume-fraction,rmse-heat-release-rate,rmse-reactivity,rmse-soot-volume-fraction-2,rmse-subgrid-combustion-factor,mean-flamelet-surrounding-temperature-ratio,mean-flamelet-temperature-excess,mean-flamelet-volume-fraction,mean-heat-release-rate,mean-reactivity,mean-soot-volume-fraction-2,mean-subgrid-combustion-factor,mean-pressure,mean-velocity-magnitude,mean-x-velocity,mean-y-velocity,mean-z-velocity,mean-temperature,mean-o2-mass-fraction,mean-co2-mass-fraction,mean-h2o-mass-fraction,rmse-pressure,rmse-velocity-magnitude,rmse-x-velocity,rmse-y-velocity,rmse-z-velocity,rmse-temperature,rmse-o2-mass-fraction,rmse-co2-mass-fraction,rmse-h2o-mass-fraction,sgs-viscosity-ratio,c2h4,o2,co2,h2o,soot-volume-fraction,soot-rate,soot-oxidation-rate,udm-0,udm-1,udm-2,udm-3,udm-4,udm-5,udm-6,udm-7,udm-8,udm-9,udm-10,udm-11,udm-12,udm-13,udm-14,udm-15,viscosity-lam,heat-flux,surf-incident-radiation,strain-rate-mag
1,0.0,-1.600692242e-18,0.3750000137,9807362.983,4.58276157,0.0446650595,0.1803786759,4.575035387,59.46581364,2.924364714,1756.631479,1.104208474,101174.0012,2505907.886,0.06888024017,47.92989467,0.206425728,7385336.228,0.3076757084,0.3241398584,0.8244913626,1.022589035,15.69542777,0.459252064,3092465.377,0.3157785346,0.2217087311,0.7079362217,-0.8601804537,3.025441209,0.02861824283,0.03153902375,3.025129995,1095.887629,0.08433086422,0.0844437096,0.03367710435,1.266022491,1.399467925,0.4675117026,0.4716652813,1.231840681,517.146021,0.07375002603,0.05959558101,0.02265056318,0.09609547032,0.02560797042,0.01644720843,0.1466203459,0.05393268541,2.594328083e-07,0.01318410205,0.07364528838,0.6546309384,1.046609308,1797.626337,1727.412377,1.011994031,40.99485776,0.2267637179,0.1486879534,0.7887880211,0.6441956422,0.00102519809,8.439088553e-05,0.007403067383,0.1073941885,28.5339164,0.02780509635,5.994634235e-05,0.0,0.0,151.7544053
2,0.42812500000000003,-1.600692242e-18,0.3750000137,6669017.478,4.658949834,0.1175056409,0.04604353648,4.652075105,57.2190567,2.93814874,1840.327933,0.9396148926,86815.81261,2380408.156,0.07011733745,49.0685529,0.2041463153,7518001.482,0.299939391,0.31538647140000003,1.007403444,1.023841381,16.63896526,0.4581619881,3235961.105,0.314666152,0.21297245680000002,0.7120504399,-0.8630734794,3.004897524,0.03251968237,0.03084995364,3.004547812,1095.958845,0.08538881724,0.08390515744,0.03345534765,1.266100674,1.392789621,0.4725266805,0.4722839314,1.222062929,519.2055063,0.07325114401,0.05944259698,0.02256902928,0.07507306518,0.02411224675,0.006342710864,0.1565320936,0.05562658296,2.010844345e-07,0.002598036589,0.06960071829,0.6926683265,1.023454243,1857.603356,1817.474267,1.003780436,17.27542283,0.2187563469,0.1519989823,0.7684087317,0.6873278998,0.0005240407715,6.022486492e-05,0.005032278967,0.08625468832,15.19974813,0.02912830871,6.177278193e-05,0.0,0.0,133.8013573
3,0.8562500000000001,-1.600692242e-18,0.3750000137,6663754.69,4.33599838,0.213861796,-0.1310515049,4.323467729,63.22287507,2.813842901,1656.214073,0.6371832129,53441.19259,1177989.258,0.07021521391,49.27649736,0.2006215822,7541606.048,0.301073647,0.301669608,0.8056913682,1.023966103,16.82364434,0.4504928621,3219927.293,0.3262197506,0.19748921319999999,0.7082788835,-0.866735071,2.936368853,0.0343999619,0.02813807357,2.93601133,1077.864953,0.08931389178,0.0811473701,0.03242439718,1.26620078,1.368376186,0.4765173681,0.4782891466,1.190124939,521.0232987,0.07246401057,0.05918384917,0.02246641597,0.09383757715,0.008047597744,0.03931759194,0.128582461,0.04714453997,3.667310239e-08,-0.01814290424,0.02674863196,0.6580937027,1.039517576,1682.134204,1619.607922,1.009018934,25.92013093,0.2414725962,0.03185915878,0.7343257758,0.6490945682,0.0005233458032,5.845751123e-05,0.005028343549,0.09577146549,42.33946087,0.03116270162,5.802168308e-05,0.0,0.0,141.140601
4,1.2843749999999998,-1.600692242e-18,0.3750000137,2457543.619,4.045242351,0.2634311235,-0.1909513937,4.028080445,104.3203739,2.711794395,1169.158574,0.7155299845,55854.21824,390546.6797,0.06866977004,47.99847287,0.1982993493,7393131.403,0.3119203808,0.2880754598,0.7128615494,1.022422615,15.69767692,0.4379948629,2980278.559,0.3464099644,0.1797684198,0.7021249022,-0.8713681201,2.822918889,0.03546260663,0.02239534452,2.822582525,1040.53461,0.09542178509,0.07648509876,0.03069692126,1.266588738,1.332761398,0.4793764845,0.4835435378,1.14562283,521.9301667,0.07161360963,0.05887011519,0.02238535273,0.1703942714,0.000706774376,0.100764267,0.07471314659,0.03015424702,8.8297696e-09,-0.001287351977,0.001287351977,0.5377193081,1.019066334,1179.268595,1154.073966,1.016669812,10.11002074,0.3456212171,0.4861085378,0.8442967725,0.5333229479,0.0002560727173,1.954382296e-05,0.001849727691,0.1703942714,59.60255904,0.03234164111,4.626775647e-05,0.0,0.0,124.5633989
5,1.7125000000000001,-1.600692242e-18,0.3750000137,11417.22467,3.761599422,0.3104549219,-0.147727557,3.741912182,176.5519942,2.506651544,710.9646118,0.6195651679,46844.05091,63030.46709,0.06549661575,45.16543165,0.1966614819,7014788.777,0.3162990015,0.2778207279,0.7422672127,1.020091652,13.85876467,0.4264452487,2648020.323,0.3618955888,0.16304554959999998,0.6928806894,-0.8767328072,2.685816323,0.03494319599,0.01624508779,2.685518592,994.9450842,0.1020832113,0.07126028021,0.02869984338,1.266927172,1.2970958,0.4820608743,0.4873886127,1.10105679,524.0164048,0.07087717956,0.05864727878,0.02237052401,0.4774273397,0.0002829595613,0.1487364405,0.03201679821,0.01484873409,2.890795596e-09,-3.547514844e-07,3.547514844e-07,0.335420262,1.003003001,712.4299244,709.6324887,1.020607215,1.465312635,0.603115904,0.5468806862,0.6652510107,0.3346826096,0.0001947647464,2.436698874e-06,8.602194764e-06,0.4774273397,43.544432,0.02194440974,3.327485244e-05,0.0,0.0,145.5077694
6,2.140625,-1.200519182e-18,0.3750000137,0.05026291828,3.370481782,0.3222124684,-0.006453366683,3.349576685,291.32443,2.220951271,415.4809275,0.2940342987,22031.37699,4263.493921,0.06164827726,41.66912533,0.1949548211,6537571.987,0.3174953064,0.2683962602,0.6105374508,1.017676732,11.9852898,0.4155562293,2324945.451,0.3732723949,0.1493495473,0.6778966158,-0.8822093763,2.538177563,0.03249606704,0.01047725843,2.537931845,947.5638516,0.108612193,0.06607962586,0.02667779106,1.267107517,1.258213007,0.4855584166,0.4913471895,1.051477937,523.9374266,0.06998237582,0.05828161183,0.02229271484,0.934042234,0.000154697699,0.1763245606,0.00928971992,0.005398831066,1.729429359e-09,-5.746392618e-15,5.746392618e-15,0.2403403167,1.0,415.4809275,415.4809275,1.011082372,0.0,1.163169934,0.2146169425,0.4038558892,0.2403403167,0.0001689232933,1.573949259e-11,3.806222298e-11,0.934042234,20.6004363,0.01879929937,2.359432241e-05,0.0,0.0,135.7998541
7,2.5687499999999996,-8.003461211000001e-19,0.3750000137,4.450932992e-05,3.100166775,0.2145352184,0.2656284698,3.069300479,364.5687851,2.190704638,325.6713417,0.09909424032,7511.747368,286.1325341,0.05830852023,38.86284615,0.1936990489,6145567.908,0.3257003903,0.2561302016,0.5432438103,1.015540277,10.43425313,0.4031304784,2042891.15,0.3889294231,0.1375214513,0.6619265227,-0.886945643,2.37540433,0.02917489123,0.005060395956,2.375208377,899.241944,0.1150132871,0.06095909785,0.0246602812,1.267227845,1.211917769,0.4892780123,0.4936575503,0.9926099873,519.8350429,0.0686985365,0.05757387115,0.02206662148,0.9575673893,7.722287676e-05,0.1857128426,0.002268684509,0.002105469875,3.276208254e-09,0.0,0.0,0.2387330069,1.0,325.6713417,325.6713417,1.006013412,0.0,1.55489653,0.5730362538,0.6739866253,0.2387330069,0.0001048626962,5.825852748e-15,3.37122243e-14,0.9575673893,11.7302947,0.02562940588,2.045689254e-05,0.0,0.0,98.45889105
8,2.9968749999999997,-4.001730606e-19,0.3750000137,0.1363636418,3.019664948,0.06232022838,0.4711813919,2.972426529,306.7759573,2.31427072,409.261459,0.2332154131,18133.05257,3754.250059,0.0548783767,36.36325714,0.1927021735,5767418.863,0.333619213,0.24403852920000002,0.5434008225,1.013464859,8.973386282,0.3904807055,1770182.946,0.4056037372,0.1274866233,0.6492682601,-0.8909723333,2.202661422,0.02521863056,0.003119918032,2.202506711,851.6726341,0.1210986771,0.05606502572,0.02270575385,1.267138268,1.165000604,0.4905855641,0.4959286051,0.9328917146,512.1472098,0.06701842927,0.05650627734,0.02170091918,0.6561255363,4.483537403e-05,0.1787070787,0.006146866344,0.005312787349,6.040460293e-09,-4.25466692e-12,4.25466692e-12,0.2629170884,1.0,409.261459,409.261459,1.017952166,0.0,1.318454343,0.8470214293,0.8907498851,0.2629170884,5.180969763e-05,2.846270028e-11,1.031673568e-10,0.6561255363,23.77746682,0.02876367201,2.340402837e-05,0.0,0.0,92.24859194
9,3.4250000000000003,0.0,0.3750000137,11547.77575,2.990624843,-0.0468114962,0.4853498454,2.945832832,193.5735314,2.311262797,633.4915389,0.5554069181,43801.63912,51845.89282,0.05054801511,33.44839687,0.1913574757,5330820.823,0.3309400942,0.23196049510000002,0.443025201,1.011264914,7.471904539,0.3782483518,1495027.518,0.4160018374,0.11946860370000001,0.6392990642,-0.8947615038,2.035420532,0.02175801494,0.003058924699,2.03529711,808.1455001,0.1265110033,0.05168763616,0.02093881266,1.267014208,1.123164599,0.488928529,0.4992734957,0.879151045,500.50856,0.06502518694,0.05512637189,0.02120667287,0.4069324645,3.920777045e-05,0.1559573396,0.02504200944,0.01424951528,8.850391453e-09,-2.021015279e-06,2.021015279e-06,0.344160914,1.0,633.4915389,633.4915389,1.030898605,0.0,0.8020745624,0.5832980127,0.7399481058,0.344160914,2.872371793e-05,2.92412972e-07,8.682116577e-06,0.4069324645,45.70865834,0.02951257986,3.074011235e-05,0.0,0.0,103.7618937
10,3.8531250000000004,-3.8958887200000003e-19,0.3750000137,116283.2502,2.752775121,-0.0433861447,0.3437077022,2.727195535,95.63722262,2.013801395,1040.783143,0.7404377111,59742.47575,294371.9199,0.04614104662,30.53860536,0.1897528307,4918350.543,0.3286308589,0.2194394047,0.3899103103,1.009549309,6.332658859,0.3634887865,1289883.918,0.4278935464,0.1125053825,0.6249384643,-0.898629176,1.878682388,0.01801151045,0.003465286494,1.878588916,770.2423967,0.1311811085,0.04788933008,0.01940033184,1.267005397,1.084242067,0.4844093298,0.5017760648,0.8300242972,486.6808795,0.06284918307,0.05355783211,0.02062292857,0.2241496843,4.551028235e-05,0.1117463329,0.06483017445,0.02866775087,7.889847019e-09,-0.0002509647168,0.0002509647168,0.4343553142,1.0,1040.783143,1040.783143,1.022156689,0.0,0.3985787229,0.4307293702,0.6749164382,0.4343553142,2.289091361e-05,1.214174114e-06,8.577510059e-05,0.2241496843,52.35513485,0.02607475446,4.269505415e-05,0.0,0.0,146.4264242
