s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,"DC HRR","NIST HRR","FDS HRR","HFG-x5_z10","HFG-x5_z30","HFG-x5_z50","HFG-x5_z70","HFG-x5_z90","HFG-x5_z110","HFG-x5_z130","HFG-x10_z10","HFG-x10_z30","HFG-x10_z50","HFG-x10_z70","HFG-x10_z90","HFG-x10_z110","HFG-x10_z130","HFG-x15_z10","HFG-x15_z30","HFG-x15_z50","HFG-x15_z70","HFG-x15_z90","HFG-x15_z110","HFG-x15_z130","HFG-x22_z10","HFG-x22_z30","HFG-x22_z50","HFG-x22_z70","HFG-x22_z90","HFG-x22_z110","HFG-x22_z130","HFG-y5_z10","HFG-y5_z30","HFG-y5_z50","HFG-y5_z70","HFG-y5_z90","HFG-y5_z110","HFG-y5_z130","HFG-y10_z10","HFG-y10_z30","HFG-y10_z50","HFG-y10_z70","HFG-y10_z90","HFG-y10_z110","HFG-y10_z130","HFG-y15_z10","HFG-y15_z30","HFG-y15_z50","HFG-y15_z70","HFG-y15_z90","HFG-y15_z110","HFG-y15_z130","HFG-y22_z10","HFG-y22_z30","HFG-y22_z50","HFG-y22_z70","HFG-y22_z90","HFG-y22_z110","HFG-y22_z130","GHF_z10","GHF_z35","GHF_z60","GHF_z85","GHF_z110","GHF_z135","RHF_z35","RHF_z85","O2amb","CO2amb","N2wamb","O2wamb","CO2wamb","H2Oamb","O2","CO","CO2","SOOT","H2O","T","VF","MF","CO_MF"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6518711E-003, 9.5319074E-003, 1.0134216E-002, 1.0829379E-002, 1.0848594E-002, 1.0959335E-002, 1.0398528E-002, 9.8171892E-003, 9.8443113E-003, 1.0114464E-002, 1.0720266E-002, 1.0840875E-002, 1.0872866E-002, 1.0358945E-002, 9.4564836E-003, 9.4199072E-003, 9.8480446E-003, 1.0497084E-002, 1.0604651E-002, 1.0622297E-002, 1.0269878E-002, 9.3067715E-003, 9.1286139E-003, 9.8338421E-003, 1.0341035E-002, 1.0430011E-002, 1.0442941E-002, 9.8564702E-003, 9.0026550E-003, 9.1608335E-003, 1.0229923E-002, 1.0872391E-002, 1.0835595E-002, 1.0922924E-002, 1.0942328E-002, 9.2912080E-003, 9.5894792E-003, 1.0135095E-002, 1.0747690E-002, 1.0729144E-002, 1.0796853E-002, 1.0889091E-002, 8.9980179E-003, 9.1877511E-003, 9.9757643E-003, 1.0521664E-002, 1.0443847E-002, 1.0532846E-002, 1.0799329E-002, 8.9325972E-003, 9.0408330E-003, 9.9721221E-003, 1.0400021E-002, 1.0342472E-002, 1.0513843E-002, 1.0483142E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 6.2814872E-002, 6.2814872E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0062459E-001, 5.2834292E-014, 6.6239325E-014, 2.5132132E-001, 4.1159697E-002, 3.1956431E-002, 3.1283901E-002, 3.1026399E-002, 3.0936192E-002, 3.0786891E-002, 3.0480957E-002, 4.3079894E-002, 3.2100491E-002, 3.1268999E-002, 3.0942549E-002, 3.0739373E-002, 3.0637651E-002, 3.0385302E-002, 4.2688229E-002, 3.2061112E-002, 3.1176663E-002, 3.1026124E-002, 3.0799942E-002, 3.0531894E-002, 3.0257527E-002, 3.9797954E-002, 3.1516649E-002, 3.0989110E-002, 3.0732091E-002, 3.0620723E-002, 3.0429316E-002, 2.9947276E-002, 4.1011145E-002, 3.1932494E-002, 3.1271302E-002, 3.1004969E-002, 3.0951571E-002, 3.0879784E-002, 3.0550350E-002, 4.3076567E-002, 3.2063931E-002, 3.1236425E-002, 3.0941322E-002, 3.0919499E-002, 3.0838160E-002, 3.0386316E-002, 4.2963797E-002, 3.2002817E-002, 3.1156461E-002, 3.1005790E-002, 3.0916496E-002, 3.0795922E-002, 3.0258782E-002, 3.8900926E-002, 3.1276254E-002, 3.0905420E-002, 3.0697089E-002, 3.0661869E-002, 3.0557327E-002, 3.0113810E-002, 1.6791716E-002, 1.6057394E-002, 1.6065997E-002, 1.6051668E-002, 1.6032077E-002, 1.5850361E-002,-2.5562898E-003,-2.5609207E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9998870E+001, 1.1043700E-001, 1.3196077E-001, 0.0000000E+000
 4.0011957E-001, 1.0294155E-013, 1.2905972E-013, 5.9463681E-001, 1.8801571E-001, 5.4164165E-002, 3.8265233E-002, 3.3646581E-002, 3.2630070E-002, 3.2524214E-002, 3.2276466E-002, 2.2325938E-001, 5.7730719E-002, 3.9206141E-002, 3.3954502E-002, 3.2686421E-002, 3.2282546E-002, 3.1943454E-002, 2.2325177E-001, 5.6772282E-002, 3.8061193E-002, 3.4909987E-002, 3.3141108E-002, 3.2319482E-002, 3.1949802E-002, 1.7646625E-001, 5.2545754E-002, 3.7665577E-002, 3.4002117E-002, 3.2745825E-002, 3.2544087E-002, 3.2429215E-002, 1.8760059E-001, 5.4004355E-002, 3.8204290E-002, 3.3629449E-002, 3.2650654E-002, 3.2559767E-002, 3.2304346E-002, 2.2353311E-001, 5.7558221E-002, 3.9116952E-002, 3.3988494E-002, 3.2728985E-002, 3.2301838E-002, 3.1946513E-002, 2.2316188E-001, 5.6689911E-002, 3.7932998E-002, 3.4777903E-002, 3.3119480E-002, 3.2354724E-002, 3.1984328E-002, 1.7636173E-001, 5.2103518E-002, 3.7610697E-002, 3.3838604E-002, 3.2696653E-002, 3.2530034E-002, 3.2404925E-002, 4.0298024E-002, 2.1657501E-002, 1.9937385E-002, 2.0316620E-002, 1.7821717E-002, 1.8572741E-002, 2.2037479E-003, 1.0642480E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9997920E+001, 2.1262721E-001, 2.5406832E-001, 0.0000000E+000
 6.0001109E-001, 1.4589497E-013, 1.8291121E-013, 8.6359533E-001, 4.1609987E-001, 9.4044712E-002, 4.8901956E-002, 3.6582794E-002, 3.4744653E-002, 3.4412223E-002, 3.3523771E-002, 4.9971304E-001, 1.0030585E-001, 4.7805755E-002, 3.6648012E-002, 3.4576931E-002, 3.3314535E-002, 3.2278772E-002, 5.0081741E-001, 9.4868842E-002, 4.7048072E-002, 4.0300138E-002, 3.5475122E-002, 3.3117459E-002, 3.2216909E-002, 3.7067921E-001, 8.5545403E-002, 4.5865641E-002, 3.7858071E-002, 3.5074533E-002, 3.4639468E-002, 3.4362767E-002, 4.1453357E-001, 9.3356478E-002, 4.8643413E-002, 3.6549604E-002, 3.4704763E-002, 3.4385774E-002, 3.3493825E-002, 5.0275747E-001, 1.0005401E-001, 4.7807168E-002, 3.6709939E-002, 3.4698298E-002, 3.3349834E-002, 3.2268970E-002, 4.9677057E-001, 9.5644440E-002, 4.6766346E-002, 3.9944034E-002, 3.5503060E-002, 3.3264257E-002, 3.2324602E-002, 3.8301301E-001, 8.6213965E-002, 4.6002162E-002, 3.7488528E-002, 3.4937322E-002, 3.4602789E-002, 3.4343865E-002, 8.6856955E-002, 3.2716244E-002, 2.7609824E-002, 2.8438646E-002, 2.0049038E-002, 2.4307231E-002, 1.1603215E-002, 7.9675789E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9997156E+001, 3.0064252E-001, 3.5923877E-001, 0.0000000E+000
 8.0004810E-001, 1.8055774E-013, 2.2636856E-013, 1.1782600E+000, 5.8495840E-001, 1.3123853E-001, 5.7318347E-002, 3.8108066E-002, 3.6430426E-002, 3.6038450E-002, 3.4339312E-002, 7.2242823E-001, 1.3693892E-001, 5.2181376E-002, 3.7875102E-002, 3.6011572E-002, 3.3935004E-002, 3.2371430E-002, 7.1687781E-001, 1.2026291E-001, 5.2827613E-002, 4.5086885E-002, 3.7191642E-002, 3.3422784E-002, 3.2249823E-002, 5.2120977E-001, 1.0903038E-001, 5.0618163E-002, 4.0489021E-002, 3.6895132E-002, 3.6204821E-002, 3.5775932E-002, 5.8615863E-001, 1.2887882E-001, 5.6197852E-002, 3.7849725E-002, 3.6245433E-002, 3.5811011E-002, 3.4161284E-002, 7.1648215E-001, 1.3890786E-001, 5.2181096E-002, 3.8547295E-002, 3.6644501E-002, 3.4095344E-002, 3.2369324E-002, 7.0682742E-001, 1.2575367E-001, 5.2702068E-002, 4.3886924E-002, 3.7373496E-002, 3.3777805E-002, 3.2407096E-002, 5.3910334E-001, 1.1125704E-001, 5.1007394E-002, 3.9724702E-002, 3.6542663E-002, 3.6134535E-002, 3.5824160E-002, 1.1717161E-001, 4.0608341E-002, 3.2879647E-002, 3.3638435E-002, 2.1238678E-002, 2.8263578E-002, 1.8310783E-002, 1.2387035E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9996468E+001, 3.7180596E-001, 4.4427324E-001, 0.0000000E+000
 1.0000815E+000, 2.0716578E-013, 2.5972756E-013, 1.4465652E+000, 7.5198495E-001, 1.6082961E-001, 6.7808232E-002, 3.9466122E-002, 3.9510545E-002, 3.8593945E-002, 3.5056576E-002, 9.8811248E-001, 1.7034197E-001, 5.3451951E-002, 3.9779648E-002, 3.7755511E-002, 3.4295615E-002, 3.2394935E-002, 9.6998592E-001, 1.5087621E-001, 6.0413394E-002, 4.6033098E-002, 3.7316927E-002, 3.3455110E-002, 3.2274522E-002, 6.6340281E-001, 1.3269162E-001, 5.8385105E-002, 4.3752716E-002, 4.0114867E-002, 3.9523143E-002, 3.8436097E-002, 7.5205202E-001, 1.5989811E-001, 6.8424601E-002, 3.9228689E-002, 3.8777806E-002, 3.8057479E-002, 3.4939608E-002, 9.9214679E-001, 1.6790039E-001, 5.2946359E-002, 3.9979618E-002, 3.8107977E-002, 3.4441376E-002, 3.2408438E-002, 9.4453812E-001, 1.5351024E-001, 5.9744559E-002, 4.5101790E-002, 3.7637833E-002, 3.3836565E-002, 3.2424172E-002, 6.8684183E-001, 1.3460340E-001, 5.8923675E-002, 4.2382554E-002, 3.9134102E-002, 3.9239460E-002, 3.8587690E-002, 1.4785924E-001, 4.8429713E-002, 3.8226926E-002, 3.8565605E-002, 2.2589578E-002, 3.3727546E-002, 2.4958125E-002, 1.6574909E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9995803E+001, 4.2646481E-001, 5.0958660E-001, 0.0000000E+000
 1.2000973E+000, 2.2681632E-013, 2.8436380E-013, 2.0387966E+000, 1.0059960E+000, 1.9631466E-001, 7.5921516E-002, 4.2129119E-002, 4.1472795E-002, 3.9895499E-002, 3.5889890E-002, 1.3093328E+000, 2.1116984E-001, 6.4120357E-002, 4.3421197E-002, 3.9315078E-002, 3.5016926E-002, 3.2617740E-002, 1.3132546E+000, 1.9221065E-001, 6.8698264E-002, 5.0374763E-002, 3.9240769E-002, 3.4133691E-002, 3.2536245E-002, 1.0998600E+000, 1.6636974E-001, 6.8666645E-002, 4.7793326E-002, 4.2366433E-002, 4.1887382E-002, 4.0864610E-002, 1.0084728E+000, 1.9696127E-001, 7.6178162E-002, 4.2038855E-002, 4.1275561E-002, 3.9702380E-002, 3.5703159E-002, 1.3060480E+000, 2.1161428E-001, 6.4536829E-002, 4.3468369E-002, 3.9033480E-002, 3.4840735E-002, 3.2556768E-002, 1.2480339E+000, 1.9239468E-001, 6.7493318E-002, 4.9294225E-002, 3.9584038E-002, 3.4700353E-002, 3.2794546E-002, 9.0311852E-001, 1.6771811E-001, 6.8479853E-002, 4.6760309E-002, 4.2054871E-002, 4.1807256E-002, 4.0691669E-002, 1.8862793E-001, 5.8780667E-002, 4.5740994E-002, 4.5539998E-002, 2.4247182E-002, 4.0192040E-002, 3.3755593E-002, 2.2503076E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9995121E+001, 4.6683242E-001, 5.5782351E-001, 0.0000000E+000
 1.4001240E+000, 2.4091287E-013, 3.0203690E-013, 2.8801193E+000, 1.7077896E+000, 2.6491079E-001, 8.9837172E-002, 4.7221175E-002, 4.4486016E-002, 4.1468310E-002, 3.6969954E-002, 2.0663009E+000, 2.9351316E-001, 8.2536106E-002, 5.0434625E-002, 4.1657588E-002, 3.6116448E-002, 3.3030787E-002, 2.3057637E+000, 2.6719400E-001, 8.2861488E-002, 5.9508771E-002, 4.3358983E-002, 3.5554584E-002, 3.3023953E-002, 1.5480652E+000, 2.2609211E-001, 8.5440135E-002, 5.4166573E-002, 4.5299861E-002, 4.4339665E-002, 4.2918108E-002, 1.5137904E+000, 2.6517182E-001, 9.1771715E-002, 4.6086398E-002, 4.3117457E-002, 4.0974537E-002, 3.6855574E-002, 2.3093333E+000, 6.0007873E-001, 8.6126698E-002, 5.0506249E-002, 4.1599110E-002, 3.6224994E-002, 3.3050423E-002, 1.7860793E+000, 2.7038768E-001, 8.1216024E-002, 5.7207391E-002, 4.4095871E-002, 3.6835240E-002, 3.3633897E-002, 1.2819691E+000, 2.3058447E-001, 8.5528414E-002, 5.3622946E-002, 4.4395610E-002, 4.3812085E-002, 4.3286418E-002, 2.4117391E-001, 8.0745070E-002, 6.1150487E-002, 5.7767476E-002, 2.6453333E-002, 4.8046586E-002, 5.2424204E-002, 3.2896282E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9994433E+001, 4.9579232E-001, 5.9242943E-001, 0.0000000E+000
 1.6000407E+000, 2.5080613E-013, 3.1444027E-013, 3.8937696E+000, 2.7858043E+000, 6.8206255E-001, 1.1071429E-001, 5.7156732E-002, 4.9083415E-002, 4.2520291E-002, 3.7485344E-002, 3.8270329E+000, 7.1790756E-001, 1.0968033E-001, 5.9848739E-002, 4.3799813E-002, 3.6871771E-002, 3.3397313E-002, 3.4826731E+000, 3.8090911E-001, 1.0598877E-001, 7.1681983E-002, 4.9756833E-002, 3.7989270E-002, 3.3892363E-002, 1.9983280E+000, 3.1146953E-001, 1.0912861E-001, 6.4097979E-002, 4.9689872E-002, 4.7393274E-002, 4.5684389E-002, 2.5574065E+000, 4.0180311E-001, 1.1100720E-001, 5.1055565E-002, 4.6012849E-002, 4.2310479E-002, 3.7615220E-002, 3.3291884E+000, 1.0436842E+000, 1.2112209E-001, 6.0427147E-002, 4.4869306E-002, 3.7370606E-002, 3.3463035E-002, 2.7284361E+000, 4.8761788E-001, 1.0547180E-001, 6.5102772E-002, 5.2604915E-002, 4.3043106E-002, 3.6222884E-002, 1.7808575E+000, 5.7003920E-001, 1.1012931E-001, 6.3792939E-002, 4.8131795E-002, 4.7220004E-002, 4.7122903E-002, 2.8709036E-001, 1.1295408E-001, 8.5850020E-002, 7.2461951E-002, 2.9193515E-002, 5.8832389E-002, 7.9800162E-002, 4.5386390E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 1.9993772E+001, 5.1612417E-001, 6.1672563E-001, 0.0000000E+000
