y-position,avgTimeRange_2.4,avgTimeRange_7.1,avgTimeRange_11.9,avgTimeRange_16.7,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.2,avgTimeRange_49.9,avgTimeRange_54.5,avgTimeRange_59.2,avgTimeRange_64.0,avgTimeRange_68.8,avgTimeRange_73.5,avgTimeRange_78.4,avgTimeRange_83.0,avgTimeRange_87.8,avgTimeRange_92.6,avgTimeRange_97.3,avgTimeRange_102.2,avgTimeRange_106.9,avgTimeRange_111.7,avgTimeRange_116.5,avgTimeRange_121.2,avgTimeRange_126.0,avgTimeRange_130.8,avgTimeRange_135.6,avgTimeRange_140.4,avgTimeRange_145.2,avgTimeRange_150.0,avgTimeRange_154.8,avgTimeRange_159.6,avgTimeRange_164.4,avgTimeRange_169.1,avgTimeRange_173.8,avgTimeRange_178.5,avgTimeRange_183.3,avgTimeRange_188.0,avgTimeRange_192.6,avgTimeRange_197.3
-0.6,190.29929733,191.46981188333334,193.418030642,195.02042136857142,196.97930996333335,197.0272315318182,197.2032778,196.97894886466668,196.83421548647058,197.9777952163158,198.86899967761906,199.31151475434783,199.05325110479995,198.93098190407412,198.96953458931034,198.99333784806453,199.52276384151514,199.2123773537143,199.31721948675676,199.66715906564104,199.29794963682926,199.57218139465112,199.6726619955556,199.69540535234043,199.8931034261225,199.7968642529412,199.61159591169815,199.84021040600004,200.07299298789474,200.31586361677964,200.55214732590164,200.6253627466666,200.51960088615382,200.52482547671647,200.62079434623183,200.76499223436625,200.88627792095886,201.00607781653338,201.12529439168827,201.35328937139244,201.51239208432094,201.5690546375903
-0.55,203.86160021,205.07456225666664,207.35335190399996,209.0425801014285,211.21225965999997,211.33463689272727,211.5665963969231,211.3127606046667,211.1341746217647,212.35462643315788,213.35264941190474,213.8592639065217,213.5908012836,213.4431622477778,213.48079078034482,213.52172235064518,214.09561284121213,213.7580464971429,213.86194201081076,214.23491877974357,213.83301274268294,214.13217854581399,214.24123898133337,214.27554333000003,214.4935178642857,214.3938359362745,214.19837604528306,214.44489762381818,214.69723196894736,214.94925903949152,215.20170104295082,215.2797085677778,215.1634542116923,215.16838968059696,215.2704767243478,215.43004689000006,215.5607246154794,215.6924279501333,215.81995897064928,216.07351013240506,216.25221527913578,216.3122999320482
-0.5,221.71678024,223.17477292666666,225.894861624,227.61455501571425,230.0775002855556,230.32383682,230.59923394769234,230.30604564266667,230.06918393941174,231.3834349278947,232.52986906714287,233.13765729260865,232.86407591919996,232.67637905444442,232.70900361758623,232.7714067367741,233.40155018151515,233.02321458885717,233.10912167432434,233.50609441256415,233.06647232170735,233.4004416002325,233.52399973155553,233.57043186340428,233.80828488204085,233.70316472509805,233.4931378754717,233.76501657490908,234.03848318771932,234.30601916152543,234.58681809901634,234.6749053428572,234.54704142523073,234.56080668208955,234.67028818391307,234.84902542394371,234.99321209767123,235.14183016519996,235.28615302753246,235.5802692349367,235.79307242555552,235.8630016912048
-0.45,239.16768007,241.09199302666664,244.30440281399999,245.93844931571425,248.74041729777778,249.19040440363636,249.51993263692304,249.2348876333333,248.90582742352942,250.31660758368423,251.6231860804762,252.36026141304347,252.0854558404,251.84803848444443,251.87579989999995,251.97055303935485,252.65636476939392,252.2188042137143,252.25692870270277,252.66946189179492,252.1823820292683,252.55917149209296,252.69716360222228,252.75596647893622,253.0057619167347,252.89362397725492,252.66483847113201,252.96327045454547,253.25647124877196,253.5433952237288,253.86163367409833,253.95740726476197,253.81994657923084,253.8607612235821,253.975878773913,254.17883685788738,254.3422899500001,254.51486632346678,254.6747464907792,255.02141745784806,255.27736262716047,255.36969065783143
-0.4,256.78861088,259.04626238000003,262.83059862799996,264.43712578000003,267.59097141888884,268.27963749272726,268.6452029123077,268.3869499053334,267.93515431941177,269.49362195421054,270.96643966428576,271.8493564726087,271.5592801996,271.27355298,271.2981469386207,271.4014868754839,272.1746070236364,271.66088938628576,271.6639708883784,272.1006855302564,271.5461037804878,271.9806374755815,272.1428593673334,272.2200151114893,272.5009277738776,272.3881561258824,272.14376431754727,272.46371538054547,272.7841098407018,273.0930704191526,273.44934896639353,273.54786576365086,273.3933558264615,273.4585907337313,273.5788367307246,273.8110940925353,273.99960973356156,274.1993537333333,274.36829543558446,274.77323941341757,275.0737003437037,275.1961452567471
-0.35,280.77660435,284.57572701333333,289.08706443000005,290.0461753428572,293.5458076588889,294.3725764190909,294.9003354092308,294.74783041533334,293.9864745376471,295.7860198110526,297.4689052047619,298.5703868960869,298.3105554348,297.81183066444447,297.8851413372414,298.1006018654839,298.85746357878793,298.3486694460001,298.20151289702704,298.6893365897436,298.13763678975613,298.6031827655814,298.705408836,298.89844868744683,299.1163194579592,299.0355622962745,298.73266635528296,299.0939519034545,299.475439723158,299.71627184813565,300.2061373804919,300.25571130444433,300.1116587696924,300.250782284179,300.28483376057966,300.6098132430986,300.8493752438356,301.0153013569334,301.2282544202597,301.6790110365822,302.0749759087655,302.23411442987947
-0.3,295.05198677,299.91937551666666,305.060763986,305.59331398571425,309.4353425755555,310.59578713727274,311.2351436161539,311.27216631000005,310.35512363529415,312.24947379105254,314.10302886,315.35728575826084,315.1143139704,314.52188306999994,314.5817150917242,314.83610025451617,315.6030345048485,314.98765166799996,314.71548281756753,315.1598035007692,314.5429512821951,315.0706282125581,315.1447817715555,315.3504797512767,315.56176090693873,315.4874740139216,315.1596371696226,315.5252746383636,315.9282892378949,316.1793038637289,316.71264635393436,316.7452155555556,316.60604202092304,316.808524593582,316.8389001105797,317.2271176047888,317.49804201876714,317.69872457293326,317.9171425576625,318.4439009035444,318.8928760679012,319.1141028721687
-0.25,307.15492566,311.10633378333335,316.81201272,317.7723633,321.9401430344445,323.3709705472728,324.0756417084615,324.1332537566667,323.07124369823526,325.20741696210524,327.2026493223809,328.5264352773913,328.1967959948,327.59466619296296,327.6772383613793,327.8714471687097,328.8050486875758,328.11866885057145,327.87444479270266,328.399042074359,327.6841525078049,328.29135570465127,328.4273812502223,328.6860007351065,328.99242464387754,328.9648877919608,328.64519421735844,329.00042533636366,329.45397122614025,329.7108197547458,330.2961769501639,330.33069697476185,330.14931816338463,330.3498042946269,330.3810132244928,330.79578007661974,331.09152257465746,331.31159252520007,331.51199997558444,332.0812839741772,332.56445353456786,332.81735002253015
-0.2,339.92997569,348.575873,354.70928872800005,354.5239116485714,358.65379488555556,359.9637462290909,360.4316502546155,360.36369493866664,359.4105887376471,361.5249075310526,363.8659872428572,365.5014389269565,365.39284452600015,364.5221674585186,364.6554950575862,364.960412146129,365.5747905669696,364.8929034874285,364.5660377613513,365.00493190846146,364.34815045536584,364.99505225046505,365.0980949446666,365.34321005361693,365.523642499796,365.38284491705883,365.00403220283016,365.4404181461818,365.9053591361404,366.17300697593225,366.7916987221312,366.81597360523807,366.6965938299999,366.9281890738807,366.9226138527536,367.3680218312676,367.6669622369863,367.85347760933325,368.16397968701295,368.85360282873427,369.4227350488889,369.7331809836144
-0.15,327.84157232999996,333.48743031666663,340.50744598200004,340.33646767428576,344.8625200377778,347.27642930999997,348.22759409538463,348.8653869546667,347.4172246888236,349.5860536294737,351.7880144714286,353.11234082695654,352.79472935079997,352.09626828222224,352.05451591137927,352.1152613296774,353.0652201348485,352.1277038608572,351.5135375667568,351.7807065894871,350.93646548073167,351.6481518895348,351.5907592404444,351.848028547234,352.1120760430612,352.18585192176465,351.8514951477359,352.1278914439999,352.57550973315796,352.8064452357627,353.46874029967216,353.4829214334922,353.32202195876926,353.7117616091045,353.7767086675363,354.381826413662,354.7538568968493,355.08192568239997,355.2733024489609,356.00195334000006,356.5736465859259,356.99174929626514
