y-position,avgTimeRange_2.4,avgTimeRange_7.3,avgTimeRange_12.0,avgTimeRange_16.7,avgTimeRange_21.5,avgTimeRange_26.3,avgTimeRange_31.1,avgTimeRange_35.9,avgTimeRange_40.7,avgTimeRange_45.3,avgTimeRange_50.1,avgTimeRange_54.9,avgTimeRange_59.6,avgTimeRange_64.4,avgTimeRange_69.2,avgTimeRange_73.9,avgTimeRange_78.7,avgTimeRange_83.4,avgTimeRange_88.1,avgTimeRange_93.0,avgTimeRange_97.9,avgTimeRange_102.8,avgTimeRange_107.5,avgTimeRange_112.2,avgTimeRange_116.9,avgTimeRange_121.6,avgTimeRange_126.3,avgTimeRange_131.1,avgTimeRange_135.8,avgTimeRange_140.4,avgTimeRange_145.0,avgTimeRange_149.7,avgTimeRange_154.3,avgTimeRange_159.0,avgTimeRange_163.8,avgTimeRange_168.5,avgTimeRange_173.2,avgTimeRange_178.0,avgTimeRange_182.8,avgTimeRange_187.5,avgTimeRange_192.3,avgTimeRange_197.0
-0.6,200.69211468000003,206.68528245333334,204.31357605999997,203.0710866942857,202.2409150466667,202.66220181090912,202.9185805323077,201.71713711066667,201.98890368705884,201.94837490000003,201.72037572190473,201.9392329330435,201.88285912879996,201.6835542340741,201.26053565310346,200.7552518587097,200.71668720121212,200.88196580514287,200.81477276432435,200.89423738051278,201.42924243512198,201.4664290539535,201.51347049244444,201.45106601319148,201.60654042857146,201.64972116941178,201.54804677622644,201.572065508,201.45449770526318,201.3660604016949,201.5085040567213,201.51496273365083,201.37733478000004,201.39971296268658,201.32871378898557,201.25394969915493,201.31858314630136,201.3997858264,201.38207408,201.53012753797472,201.61791230543204,201.5800111060241
-0.55,233.11073405999997,245.80748509333333,243.66196036799997,242.60698884,241.58701970222225,242.1931849290909,242.29243706615384,240.1253045373334,240.51936322,239.79638447052628,239.3174683380952,239.3488982782609,238.8890005632,238.70457406444442,238.07939417379308,237.5300935729032,237.32826435878792,237.69542611657144,237.6871001324325,237.69891308923076,238.53961966975606,238.7608348827907,238.78152573733334,238.60977652936168,238.6260449726531,238.45345714901964,238.3331860849057,238.41859358436358,238.27801297333335,238.2117634766101,238.47564722032791,238.47546380317456,238.26106349753852,238.15331566358208,237.9576618017392,237.90050745915494,237.90476639835617,238.00129658,237.9700580010389,238.18364598329111,238.2616249748148,238.32460823108434
-0.5,261.25552306,283.96386752000006,284.244541976,284.2656843857143,283.2166265733333,284.4540277090909,284.01447792615386,279.8563240666667,280.74653649882356,279.51799575684214,278.8191659952381,278.8318347852174,277.96475836720003,277.79021114666665,276.7641383468965,275.8698380212903,275.5709069715152,276.4185799571429,276.4782242675676,276.4294685774358,277.31641718731703,277.88628615209296,277.9954970031111,277.7440780459575,277.4968968636735,277.06800381529405,277.0479688456604,277.2000873156363,277.11916179929824,277.25296916779655,277.836097912459,277.94130485746035,277.7053295787693,277.48155597402985,277.0241804997102,277.02918836591545,276.9901118731507,277.14897975893336,277.03006038545453,277.35364314177224,277.4660552617284,277.794603166506
-0.45,263.34311178,290.67432522,296.20775206400003,298.2785905914286,297.92233921555555,299.90391655818183,298.697634503077,292.243745612,294.03569012588235,293.22292205157896,292.7141607857143,293.1141152965218,292.1870529536,292.00189027999994,290.6070606544828,289.0026020541935,288.9060228339394,290.4270292331428,290.43115131837834,290.3144022835897,290.51565002878044,291.36267478511627,291.7051337902222,291.53893107914894,291.0533297208163,290.61563569921566,290.8895807188679,291.0866628709092,291.179983054386,291.69013032372874,292.7155982213115,293.0380618460317,292.97364986584614,292.78419102507456,292.00126792927534,292.1345320783099,292.18333767917807,292.49417897813333,292.22876476857147,292.6696455453165,292.8866650254321,293.61175522144583
-0.4,236.18776284000003,258.0377057666667,268.577307684,272.56436931142855,273.5721307177777,275.6254288218182,273.80456832923073,266.12455251866663,268.56993689411763,269.13246126105264,269.2283987885715,270.2295454973913,269.6456091176,269.46125087333337,267.9379318772414,265.6204967341936,266.048623619394,268.11164023599997,267.9308051037838,267.7616573369232,266.8391161419512,267.62881017209304,268.2685502742222,268.3274808880851,267.8481374530612,267.82638053450984,268.48059516867926,268.6504363432727,268.9005378221052,269.7196104633898,271.0142131681967,271.4867162447619,271.7555945024616,271.7767772928359,270.7761484805797,271.0373322757746,271.33823816657537,271.83510898586667,271.45157326883117,271.95190861670886,272.28072867481484,273.3020857616868
-0.35,168.2960166,176.74466459333334,188.32586694800005,192.6549324942857,194.7390755088889,196.01948683090907,194.55056906000002,188.43644628,190.16512892000003,192.0557632,192.6051739066666,194.24444552956524,194.19034757040004,193.88121412666663,192.72839142413793,190.30566994774193,191.28664811151518,193.21325106914287,192.94810585027028,192.8723266548718,191.26142702585364,191.58870793348842,192.40480140444444,192.7009093068085,192.5927818342857,193.27746233607846,194.1876904490566,194.27364186058182,194.3779677003509,195.0488853261017,196.08207330721308,196.38408458063492,196.95256672953843,197.25065917134327,196.40791902318844,196.66056575408453,197.24412256575346,197.73685099306667,197.4216538714285,197.82677250860755,198.14797219777782,199.01192702674703
-0.3,133.09789432,132.0760252533333,138.16517856,140.97925260571427,142.61867892444445,142.7252711829091,142.99786368153846,139.26871598440002,140.03371911176473,141.50915081789475,141.58318507714287,143.25238260086954,143.3794251912,142.97114637555555,142.050976203931,140.04102802967742,140.89288120121208,142.11174985085714,141.91606906972976,141.65446391076924,140.70486205707317,140.43858959441863,141.06912542711112,141.48642762638298,141.70686111999999,142.6776893027451,143.31512419924528,143.3235671653455,143.1081851922807,143.29237600033898,143.78271489147545,143.83160061174598,144.23707822030772,144.5262567191045,144.03324780637683,144.2109874935211,144.83176358657533,145.19960328746666,145.15421527506493,145.44888419670886,145.70547265259262,146.05157502240962
-0.25,197.87964342,192.40438694666668,194.46699849600003,196.27944309714286,196.86995459333335,195.99792285636363,198.7433931738462,196.23225709333332,196.71510604235294,196.44345650736844,195.3616225723809,197.28926323391303,197.2718222392,196.73589553629625,195.76961400413796,193.68365984774198,193.94084002606067,194.54094465600002,194.37311134972975,193.44384656769233,193.7608951219512,193.1253734544186,193.37159196977774,193.87674257446812,194.3463678714286,195.09309126078435,195.1265721822642,195.193878348,194.62626025508774,194.34229575762717,194.5278276350819,194.3701749596825,194.3957910590769,194.41632197223885,194.14980360840582,194.30561990394366,194.88622710164384,195.20578182773335,195.5566272267532,195.99482615291137,196.21625260592597,196.11767972481934
-0.2,543.24271316,551.22820054,555.160742904,553.8927150771427,554.7336092955555,558.6574522763636,564.1480280584615,561.1437258586667,562.3360696976472,559.8302852368422,556.6088926419047,558.53082458,557.3870045336,557.9523293755556,556.005338404138,553.9333031483872,553.2421111200001,554.1211646285715,553.6902568151353,551.7480221117949,554.2162608439025,554.3499803841861,554.0782287173333,554.2522982582979,554.2485705559183,553.2956884584314,552.4637611981132,552.6833057530912,552.2213427133332,552.0519564966103,552.4966565308198,552.2976582457145,551.7444872356924,551.2465583713433,550.9301500904347,551.2437738836619,551.6802292632881,552.1255963098668,552.3833085916883,553.1699599518987,553.4133175834568,553.1016128903615
-0.15,741.7895896,763.6818045933334,777.3750971799999,776.1064190485714,777.8847326066668,786.7978964181818,785.0023805415385,779.2121476346666,782.9108852258825,783.0857566631579,782.7547318190475,783.2732463426087,781.0821045919998,782.896135020741,782.4316490800002,781.1747509870968,781.2620936890909,783.4414868074284,782.3469792508107,782.1942731476925,782.0425628424391,783.8344425120931,784.048371404,782.881313226383,781.6103369926531,779.8959090913723,780.181748621132,780.7755508614545,781.7845053063159,783.0117352183053,784.620002970164,784.9768243860318,785.2115215110769,785.0323392361196,784.4469188472466,784.9145251284507,785.5021221098632,786.4608458517333,785.840418929091,786.4116713716455,786.666143528395,787.5872844963853
