Time,Chi_r
0.201,0.087
0.401,0.240
0.600,0.289
0.800,0.330
1.000,0.312
1.200,0.299
1.400,0.337
1.600,0.386
1.800,0.334
2.000,0.352
2.200,0.360
2.400,0.360
2.600,0.301
2.800,0.325
3.000,0.334
3.200,0.338
3.400,0.312
3.600,0.304
3.800,0.324
4.000,0.308
4.200,0.339
4.400,0.334
4.600,0.357
4.800,0.327
5.000,0.312
5.200,0.312
5.400,0.320
5.600,0.313
5.800,0.352
6.000,0.342
6.200,0.335
6.400,0.334
6.600,0.314
6.800,0.323
7.000,0.323
7.200,0.359
7.400,0.344
7.600,0.347
7.800,0.339
8.000,0.310
8.200,0.354
8.400,0.328
8.600,0.334
8.800,0.334
9.000,0.296
9.200,0.318
9.400,0.338
9.600,0.319
9.800,0.345
10.000,0.320
10.200,0.337
10.400,0.317
10.600,0.310
10.800,0.324
11.000,0.322
11.200,0.329
11.400,0.315
11.600,0.320
11.800,0.315
12.000,0.288
12.200,0.285
12.400,0.325
12.600,0.320
12.800,0.295
13.000,0.319
13.200,0.331
13.400,0.322
13.600,0.301
13.800,0.330
14.000,0.301
14.200,0.287
14.400,0.288
14.600,0.298
14.800,0.296
15.000,0.290
15.200,0.304
15.400,0.311
15.600,0.304
15.800,0.274
16.000,0.287
16.200,0.289
16.400,0.298
16.600,0.300
16.800,0.325
17.000,0.307
17.200,0.289
17.400,0.334
17.600,0.320
17.800,0.321
18.000,0.338
18.200,0.329
18.400,0.323
18.600,0.321
18.800,0.315
19.000,0.310
19.200,0.305
19.400,0.323
19.600,0.304
19.800,0.316
20.000,0.319
20.200,0.322
20.400,0.319
20.600,0.319
20.800,0.311
21.000,0.315
21.200,0.316
21.400,0.322
21.600,0.317
21.800,0.313
22.001,0.317
22.200,0.313
22.400,0.310
22.600,0.327
22.800,0.324
23.000,0.313
23.200,0.321
23.400,0.326
23.600,0.332
23.800,0.311
24.000,0.296
24.200,0.321
24.400,0.302
24.600,0.307
24.800,0.293
25.000,0.336
25.200,0.359
25.401,0.319
25.600,0.317
25.800,0.302
26.000,0.303
26.200,0.288
26.400,0.301
26.600,0.304
26.800,0.316
27.000,0.299
27.200,0.328
27.400,0.305
27.600,0.293
27.800,0.300
28.000,0.292
28.200,0.310
28.400,0.324
28.601,0.321
28.800,0.334
29.000,0.314
29.200,0.309
29.401,0.311
29.600,0.308
29.800,0.320
30.000,0.304
30.200,0.334
30.400,0.316
30.600,0.295
30.800,0.326
31.000,0.301
31.200,0.315
31.400,0.318
31.600,0.306
31.800,0.322
32.000,0.321
32.200,0.330
32.400,0.323
32.600,0.325
32.800,0.341
33.000,0.324
33.200,0.346
33.400,0.325
33.601,0.323
33.800,0.314
34.000,0.328
34.200,0.318
34.400,0.321
34.600,0.334
34.800,0.300
35.000,0.333
35.200,0.324
35.400,0.302
35.600,0.357
35.800,0.327
36.000,0.339
36.200,0.323
36.400,0.337
36.600,0.324
36.800,0.333
37.000,0.331
37.200,0.342
37.400,0.325
37.600,0.326
37.800,0.327
38.000,0.325
38.200,0.316
38.400,0.336
38.600,0.315
38.800,0.323
39.000,0.323
39.200,0.331
39.400,0.329
39.600,0.332
39.800,0.322
40.000,0.312
40.200,0.334
40.400,0.309
40.600,0.324
40.800,0.344
41.000,0.331
41.200,0.329
41.400,0.321
41.600,0.337
41.800,0.330
42.000,0.324
42.200,0.324
42.400,0.307
42.600,0.329
42.800,0.306
43.000,0.302
43.200,0.312
43.400,0.299
43.600,0.310
43.800,0.319
44.000,0.326
44.200,0.330
44.400,0.323
44.600,0.318
44.800,0.288
45.000,0.299
45.200,0.331
45.400,0.315
45.600,0.316
45.801,0.319
46.000,0.302
46.200,0.294
46.400,0.296
46.600,0.317
46.800,0.318
47.000,0.332
47.200,0.309
47.400,0.335
47.600,0.330
47.800,0.330
48.000,0.293
48.200,0.316
48.400,0.336
48.600,0.317
48.800,0.340
49.000,0.305
49.200,0.304
49.400,0.298
49.600,0.291
49.800,0.335
50.000,0.322
50.200,0.316
50.400,0.307
50.600,0.302
50.800,0.336
51.000,0.325
51.200,0.301
51.400,0.313
51.600,0.298
51.800,0.305
52.000,0.333
52.201,0.297
52.400,0.322
52.600,0.315
52.800,0.315
53.000,0.302
53.200,0.308
53.400,0.296
53.600,0.307
53.800,0.310
54.000,0.316
54.200,0.305
54.400,0.326
54.600,0.304
54.800,0.330
55.000,0.307
55.200,0.318
55.400,0.322
55.600,0.313
55.800,0.287
56.000,0.293
56.200,0.311
56.400,0.306
56.600,0.310
56.800,0.320
57.000,0.326
57.200,0.304
57.400,0.295
57.600,0.307
57.800,0.302
58.000,0.298
58.200,0.294
58.400,0.282
58.600,0.301
58.800,0.298
59.000,0.286
59.200,0.296
59.400,0.288
59.601,0.306
59.800,0.300
60.000,0.290
60.200,0.296
60.400,0.325
60.600,0.302
60.800,0.322
61.000,0.291
61.200,0.292
61.400,0.302
61.600,0.307
61.800,0.320
62.000,0.308
62.200,0.290
62.400,0.308
62.600,0.286
62.800,0.287
63.000,0.330
63.200,0.325
63.400,0.319
63.600,0.321
63.800,0.328
64.000,0.335
64.200,0.309
64.400,0.291
64.600,0.293
64.801,0.298
65.000,0.347
65.200,0.316
65.400,0.323
65.600,0.300
65.800,0.301
66.000,0.310
66.200,0.315
66.400,0.321
66.600,0.295
66.800,0.289
67.000,0.271
67.200,0.305
67.400,0.307
67.600,0.325
67.800,0.312
68.000,0.298
68.200,0.294
68.400,0.322
68.600,0.303
68.800,0.304
69.000,0.327
69.200,0.306
69.400,0.297
69.600,0.318
69.801,0.311
70.000,0.326
70.200,0.282
70.400,0.325
70.600,0.317
70.800,0.302
71.000,0.292
71.200,0.304
71.400,0.321
71.600,0.328
71.800,0.297
72.000,0.326
72.200,0.310
72.400,0.312
72.600,0.313
72.800,0.302
73.000,0.299
73.200,0.283
73.400,0.319
73.600,0.326
73.800,0.332
74.000,0.324
74.200,0.303
74.400,0.338
74.600,0.311
74.800,0.324
75.000,0.327
75.200,0.309
75.400,0.303
75.600,0.327
75.800,0.326
76.000,0.344
76.200,0.304
76.400,0.302
76.600,0.308
76.800,0.306
77.001,0.305
77.200,0.306
77.400,0.319
77.600,0.291
77.800,0.294
78.000,0.307
78.200,0.319
78.400,0.323
78.600,0.307
78.800,0.329
79.000,0.324
79.200,0.299
79.400,0.341
79.600,0.321
79.800,0.317
80.000,0.317
80.200,0.298
80.400,0.331
80.600,0.314
80.800,0.314
81.000,0.323
81.200,0.321
81.400,0.319
81.600,0.318
81.800,0.298
82.000,0.299
82.200,0.289
82.400,0.296
82.600,0.325
82.800,0.323
83.000,0.304
83.200,0.296
83.400,0.292
83.600,0.323
83.800,0.311
84.000,0.319
84.200,0.290
84.400,0.296
84.600,0.286
84.800,0.283
85.000,0.303
85.200,0.312
85.400,0.323
85.600,0.324
85.800,0.305
86.000,0.289
86.200,0.291
86.400,0.311
86.600,0.318
86.800,0.323
87.000,0.302
87.200,0.300
87.400,0.285
87.600,0.298
87.800,0.304
88.000,0.295
88.200,0.288
88.400,0.286
88.600,0.279
88.800,0.284
89.000,0.285
89.200,0.286
89.400,0.289
89.600,0.307
89.800,0.306
90.000,0.304
90.200,0.315
90.400,0.316
90.600,0.317
90.800,0.301
91.000,0.325
91.200,0.306
91.400,0.276
91.600,0.309
91.800,0.298
92.000,0.293
92.200,0.291
92.400,0.327
92.600,0.309
92.800,0.323
93.000,0.319
93.200,0.326
93.400,0.326
93.600,0.317
93.800,0.315
94.000,0.312
94.200,0.302
94.400,0.278
94.600,0.299
94.800,0.310
95.000,0.317
95.200,0.305
95.400,0.317
95.600,0.319
95.800,0.307
96.000,0.311
96.200,0.311
96.400,0.297
96.600,0.333
96.800,0.314
97.000,0.319
97.200,0.313
97.400,0.326
97.600,0.306
97.800,0.299
98.000,0.294
98.200,0.302
98.400,0.313
98.600,0.302
98.800,0.295
99.000,0.294
99.200,0.341
99.400,0.307
99.600,0.305
99.800,0.314
100.000,0.313
100.200,0.331
100.400,0.300
100.600,0.297
100.800,0.300
101.000,0.319
101.200,0.313
101.400,0.302
101.600,0.317
101.800,0.328
102.000,0.308
102.200,0.288
102.400,0.297
102.600,0.289
102.800,0.297
103.000,0.313
103.200,0.307
103.400,0.323
103.600,0.316
103.801,0.304
104.000,0.318
104.200,0.321
104.400,0.323
104.600,0.299
104.800,0.299
105.000,0.284
105.200,0.309
105.400,0.299
105.600,0.301
105.800,0.314
106.001,0.295
106.200,0.301
106.400,0.304
106.600,0.283
106.800,0.298
107.000,0.299
107.200,0.281
107.400,0.296
107.600,0.287
107.800,0.303
108.000,0.305
108.200,0.303
108.400,0.327
108.600,0.321
108.800,0.315
109.000,0.299
109.200,0.320
109.400,0.308
109.601,0.315
109.800,0.331
110.000,0.316
110.200,0.313
110.400,0.310
110.600,0.294
110.800,0.318
111.000,0.299
111.200,0.311
111.400,0.315
111.600,0.305
111.800,0.311
112.000,0.308
112.200,0.332
112.400,0.302
112.600,0.300
112.800,0.323
113.000,0.302
113.200,0.319
113.400,0.335
113.600,0.311
113.800,0.316
114.000,0.295
114.200,0.308
114.400,0.312
114.600,0.322
114.800,0.326
115.000,0.305
115.200,0.300
115.400,0.298
115.600,0.287
115.800,0.293
116.000,0.305
116.200,0.288
116.400,0.303
116.600,0.293
116.800,0.288
117.001,0.301
117.200,0.306
117.400,0.290
117.600,0.299
117.800,0.317
118.000,0.306
118.200,0.298
118.400,0.292
118.600,0.289
118.800,0.322
119.000,0.302
119.200,0.302
119.400,0.340
119.600,0.299
119.800,0.299
120.000,0.282
120.200,0.299
120.400,0.292
120.600,0.303
120.800,0.297
121.000,0.322
121.200,0.301
121.400,0.332
121.600,0.302
121.800,0.312
122.000,0.291
122.200,0.279
122.400,0.306
122.600,0.290
122.800,0.327
123.000,0.304
123.200,0.318
123.400,0.337
123.600,0.298
123.800,0.317
124.000,0.323
124.201,0.316
124.400,0.347
124.600,0.323
124.800,0.319
125.000,0.315
125.200,0.313
125.400,0.332
125.600,0.333
125.800,0.342
126.000,0.310
126.200,0.301
126.400,0.309
126.600,0.339
126.800,0.320
127.000,0.329
127.200,0.356
127.400,0.317
127.600,0.330
127.800,0.313
128.000,0.303
128.200,0.316
128.400,0.327
128.601,0.330
128.800,0.310
129.000,0.298
129.200,0.324
129.400,0.272
129.600,0.293
129.800,0.301
130.000,0.289
130.200,0.296
130.400,0.276
130.600,0.301
130.800,0.296
131.000,0.294
131.200,0.294
131.400,0.292
131.600,0.303
131.800,0.304
132.000,0.314
132.200,0.329
132.400,0.294
132.600,0.318
132.800,0.318
133.000,0.317
133.200,0.315
133.400,0.292
133.600,0.288
133.800,0.309
134.000,0.293
134.200,0.299
134.400,0.301
134.600,0.293
134.800,0.323
135.000,0.293
135.200,0.315
135.400,0.307
135.600,0.294
135.800,0.291
136.000,0.303
136.200,0.302
136.400,0.300
136.600,0.298
136.800,0.321
137.000,0.327
137.201,0.316
137.400,0.340
137.600,0.307
137.800,0.319
138.000,0.326
138.200,0.313
138.400,0.321
138.600,0.313
138.800,0.320
139.000,0.299
139.200,0.295
139.400,0.314
139.600,0.328
139.800,0.285
140.000,0.322
140.201,0.297
140.400,0.313
140.600,0.303
140.800,0.282
141.000,0.288
141.200,0.288
141.400,0.298
141.600,0.320
141.800,0.317
142.000,0.319
142.200,0.312
142.400,0.294
142.600,0.295
142.800,0.302
143.000,0.309
143.200,0.291
143.400,0.291
143.600,0.300
143.800,0.290
144.000,0.319
144.200,0.313
144.400,0.330
144.600,0.320
144.800,0.294
145.000,0.323
145.200,0.309
145.401,0.313
145.600,0.329
145.800,0.317
146.000,0.313
146.200,0.299
146.400,0.336
146.600,0.323
146.800,0.329
147.000,0.316
147.200,0.324
147.400,0.319
147.601,0.285
147.800,0.330
148.000,0.317
148.200,0.301
148.400,0.302
148.600,0.292
148.800,0.303
149.000,0.299
149.200,0.306
149.400,0.311
149.600,0.326
149.800,0.335
150.000,0.301
150.200,0.313
150.400,0.313
150.600,0.294
150.800,0.324
151.000,0.313
151.200,0.292
151.401,0.317
151.600,0.317
151.800,0.289
152.000,0.330
152.200,0.326
152.400,0.312
152.601,0.302
152.800,0.338
153.000,0.299
153.200,0.296
153.400,0.301
153.600,0.307
153.800,0.323
154.000,0.282
154.200,0.306
154.400,0.295
154.601,0.307
154.800,0.309
155.000,0.319
155.200,0.306
155.400,0.323
155.600,0.302
155.800,0.288
156.001,0.316
156.200,0.324
156.400,0.315
156.600,0.293
156.800,0.293
157.000,0.293
157.200,0.285
157.400,0.285
157.600,0.299
157.800,0.288
158.000,0.311
158.200,0.312
158.400,0.316
158.600,0.291
158.800,0.287
159.000,0.325
159.200,0.307
159.400,0.312
159.600,0.311
159.800,0.298
160.000,0.302
160.200,0.288
160.400,0.314
160.600,0.293
160.800,0.304
161.000,0.295
161.200,0.310
161.400,0.326
161.600,0.307
161.800,0.319
162.000,0.327
162.201,0.304
162.400,0.324
162.600,0.322
162.800,0.322
163.000,0.308
163.200,0.317
163.400,0.310
163.600,0.297
163.800,0.303
164.000,0.319
164.200,0.314
164.400,0.296
164.600,0.328
164.800,0.308
165.000,0.314
165.200,0.314
165.400,0.305
165.600,0.300
165.800,0.295
166.000,0.294
166.200,0.336
166.400,0.339
166.600,0.323
166.800,0.312
167.000,0.346
167.200,0.314
167.400,0.313
167.600,0.310
167.800,0.340
168.000,0.347
168.200,0.314
168.400,0.317
168.600,0.314
168.800,0.321
169.000,0.300
169.200,0.304
169.400,0.298
169.600,0.295
169.800,0.306
170.000,0.295
170.200,0.301
170.400,0.327
170.600,0.316
170.800,0.311
171.000,0.332
171.201,0.305
171.400,0.327
171.600,0.341
171.800,0.304
172.000,0.318
172.200,0.320
172.400,0.302
172.600,0.299
172.800,0.299
173.001,0.319
173.200,0.327
173.400,0.316
173.600,0.301
173.800,0.299
174.000,0.339
174.201,0.310
174.400,0.327
174.600,0.311
174.800,0.324
175.000,0.314
175.200,0.318
175.400,0.322
175.600,0.299
175.800,0.291
176.000,0.298
176.200,0.281
176.400,0.296
176.600,0.307
176.800,0.318
177.000,0.315
177.200,0.309
177.400,0.315
177.600,0.320
177.800,0.305
178.000,0.283
178.201,0.293
178.400,0.280
178.600,0.305
178.800,0.298
179.000,0.322
179.200,0.317
179.400,0.313
179.600,0.296
179.800,0.296
180.000,0.290
180.200,0.314
180.400,0.326
180.600,0.312
180.800,0.289
181.000,0.292
181.200,0.328
181.400,0.299
181.600,0.318
181.800,0.340
182.000,0.296
182.200,0.322
182.400,0.294
182.600,0.304
182.800,0.311
183.000,0.313
183.200,0.312
183.400,0.301
183.600,0.288
183.800,0.302
184.000,0.311
184.200,0.312
184.400,0.280
184.600,0.324
184.800,0.315
185.000,0.303
185.200,0.314
185.400,0.319
185.600,0.337
185.800,0.333
186.000,0.290
186.200,0.342
186.400,0.317
186.600,0.320
186.800,0.332
187.000,0.308
187.200,0.354
187.400,0.323
187.600,0.321
187.800,0.312
188.000,0.328
188.200,0.312
188.400,0.328
188.600,0.327
188.800,0.306
189.000,0.302
189.200,0.291
189.400,0.294
189.600,0.304
189.800,0.290
190.000,0.291
190.200,0.307
190.400,0.305
190.600,0.307
190.800,0.337
191.000,0.322
191.200,0.313
191.400,0.323
191.600,0.295
191.800,0.329
192.000,0.333
192.200,0.303
192.400,0.328
192.600,0.295
192.800,0.314
193.000,0.318
193.200,0.292
193.400,0.319
193.600,0.320
193.800,0.339
194.000,0.322
194.200,0.315
194.400,0.311
194.600,0.294
194.800,0.293
195.000,0.272
195.200,0.307
195.400,0.312
195.600,0.327
195.800,0.295
196.001,0.306
196.201,0.323
196.400,0.308
196.600,0.304
196.800,0.308
197.000,0.311
197.200,0.292
197.400,0.297
197.600,0.303
197.800,0.299
198.000,0.334
198.200,0.299
198.400,0.311
198.600,0.298
198.800,0.296
199.000,0.295
199.200,0.304
199.401,0.311
199.600,0.314
199.800,0.306
200.000,0.315
