y-position,avgTimeRange_2.4,avgTimeRange_7.3,avgTimeRange_11.9,avgTimeRange_16.7,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.5,avgTimeRange_40.3,avgTimeRange_45.0,avgTimeRange_49.8,avgTimeRange_54.6,avgTimeRange_59.3,avgTimeRange_64.0,avgTimeRange_68.8
-0.6,37.45258744046765,42.881192353560756,41.25335205432592,41.49009376358911,40.94976315282267,39.80942888889321,39.823665138737724,39.20468744800604,39.33104125013241,38.594286224344124,38.340453101420344,37.99700986132847,38.28092877448875,38.50455199993802,38.532573712769285
-0.55,40.56986974427658,46.620776371976795,44.86283034174244,45.14745110193862,44.5446876737572,43.29931600869659,43.34162639773216,42.64823986316726,42.800112025539924,42.00502893220126,41.75195698991186,41.369816144047476,41.67209043990301,41.909933859369765,41.94258831325756
-0.5,44.985403696758354,51.808088628243084,49.86145564540358,50.2446024431308,49.58177120938474,48.20418140249646,48.29296654925326,47.49623457884852,47.68268792575328,46.790188435108476,46.54264632071611,46.10246849615826,46.43039349408644,46.69437260865558,46.7340247590958
-0.45,50.12188618255867,57.71419894899836,55.52710108245665,55.99746691397585,55.28649355634256,53.76670027671164,53.916714274110745,52.98976276095192,53.218437861055044,52.20513797716163,51.965618025365394,51.456225682698864,51.808166381624865,52.11299508286038,52.1647703155654
-0.4,55.503319218758364,63.8767433582447,61.43512801230852,62.030823216047274,61.31194536144436,59.63443491639744,59.844296827953805,58.775828866730485,59.052433159410626,57.88398929909477,57.65498512016591,57.06402057806989,57.4465661698034,57.81204869084158,57.87671689778507
-0.35,62.5287152722023,71.63161844792343,68.78612415784299,69.5988493119906,68.85609037540195,66.96988415065331,67.28162194672424,66.0420511944555,66.38410605546711,65.03050169817455,64.79528421846192,64.09582256959777,64.51049802234556,64.93548418650182,65.02077597877535
-0.3,69.09325828238609,78.9698909055726,75.7425040590668,76.5848485863335,75.84281209610835,73.78233551106646,74.1372718116393,72.7277797001819,73.1390519164471,71.6365248721729,71.39239183013211,70.5986579257641,70.99839630049445,71.47995801150329,71.60811878461209
-0.25,73.31088259868909,83.68958101925485,80.18622646746178,81.29065216764785,80.54152047259088,78.3389706383855,78.70843555220563,77.16359590035488,77.66314239194699,75.98466372971666,75.72719088849904,74.86877934465947,75.34066510276344,75.91229839433159,76.05652298478692
-0.2,82.12131683436402,92.98529639461243,88.86449958556294,89.92191581853612,89.16095935956098,86.64721899664274,87.12306767887922,85.44920235027995,85.93438216081857,84.21649977233108,83.92942188544552,82.93598722991266,83.32368911625878,83.82375628585316,84.01469332079381
-0.15,86.64229352732092,98.96064397723674,94.72534474325268,96.17024215242591,95.25033217398524,92.91726599444807,93.2689363290528,91.36739006302433,92.17286648335498,90.13404822156187,89.76689069464808,88.69719751918203,89.16683310092476,89.89921981037594,90.12692129976433
-0.1,88.24651180402425,99.4279483146075,94.18563727031642,95.5083102392322,94.48030604475386,91.56445617562596,92.67160378086005,90.84351958750281,91.41588445112299,89.53532262569428,89.53564186768031,88.59869393407747,89.55028542738289,90.2647853870085,90.45368311190377
-0.05,109.8139116486433,122.53760625603233,118.56953336710893,120.0450978610579,119.7559716431299,117.03425257436356,117.01637032772601,114.90336477442557,115.36118058244591,113.1227588366229,112.33426008904696,111.01154363044421,110.91722244040267,111.72544074906845,111.99590734749707
