Time,Chi_r
0.201,0.087
0.401,0.240
0.600,0.289
0.800,0.329
1.000,0.309
1.200,0.294
1.400,0.337
1.601,0.373
1.800,0.319
2.000,0.336
2.200,0.347
2.400,0.348
2.600,0.327
2.800,0.319
3.000,0.359
3.200,0.314
3.400,0.330
3.600,0.310
3.800,0.342
4.000,0.318
4.200,0.309
4.400,0.318
4.600,0.307
4.800,0.335
5.000,0.309
5.200,0.310
5.400,0.333
5.600,0.325
5.800,0.309
6.000,0.344
6.200,0.320
6.400,0.326
6.600,0.321
6.800,0.310
7.001,0.312
7.200,0.327
7.400,0.339
7.600,0.334
7.801,0.300
8.000,0.327
8.200,0.315
8.400,0.321
8.600,0.313
8.800,0.323
9.000,0.356
9.200,0.329
9.400,0.322
9.600,0.297
9.800,0.305
10.000,0.273
10.200,0.310
10.400,0.299
10.600,0.334
10.800,0.342
11.000,0.295
11.200,0.296
11.400,0.328
11.600,0.310
11.800,0.324
12.000,0.330
12.200,0.323
12.400,0.323
12.600,0.304
12.800,0.321
13.000,0.298
13.200,0.323
13.400,0.303
13.600,0.313
13.800,0.322
14.000,0.299
14.200,0.314
14.400,0.324
14.600,0.333
14.800,0.336
15.000,0.318
15.200,0.299
15.400,0.316
15.600,0.323
15.800,0.308
16.000,0.316
16.200,0.323
16.400,0.321
16.600,0.309
16.800,0.324
17.000,0.319
17.200,0.334
17.400,0.326
17.600,0.304
17.800,0.300
18.000,0.333
18.200,0.300
18.400,0.309
18.600,0.311
18.800,0.302
19.000,0.292
19.200,0.324
19.400,0.334
19.600,0.328
19.800,0.337
20.000,0.306
20.200,0.323
20.400,0.311
20.600,0.308
20.800,0.327
21.000,0.308
21.200,0.326
21.400,0.323
21.600,0.316
21.800,0.332
22.000,0.317
22.200,0.327
22.400,0.334
22.600,0.321
22.800,0.328
23.000,0.319
23.200,0.308
23.400,0.329
23.600,0.300
23.800,0.317
24.000,0.295
24.200,0.323
24.400,0.300
24.600,0.310
24.800,0.313
25.000,0.315
25.200,0.296
25.400,0.336
25.600,0.315
25.800,0.349
26.000,0.324
26.200,0.303
26.400,0.306
26.600,0.315
26.800,0.301
27.000,0.293
27.200,0.336
27.400,0.326
27.600,0.314
27.800,0.294
28.000,0.331
28.200,0.300
28.400,0.312
28.600,0.300
28.800,0.299
29.000,0.304
29.200,0.295
29.400,0.321
29.600,0.297
29.800,0.318
30.000,0.328
30.200,0.313
30.400,0.319
30.600,0.297
30.800,0.323
31.000,0.324
31.200,0.309
31.400,0.313
31.600,0.308
31.800,0.302
32.000,0.332
32.200,0.310
32.400,0.304
32.601,0.306
32.800,0.314
33.000,0.322
33.200,0.294
33.400,0.316
33.600,0.315
33.800,0.311
34.000,0.299
34.200,0.314
34.400,0.293
34.600,0.295
34.800,0.292
35.000,0.285
35.200,0.304
35.400,0.296
35.600,0.346
35.800,0.319
36.000,0.308
36.200,0.320
36.400,0.328
36.600,0.310
36.801,0.328
37.000,0.311
37.200,0.299
37.400,0.286
37.600,0.311
37.800,0.294
38.000,0.309
38.200,0.321
38.400,0.296
38.600,0.310
38.800,0.302
39.000,0.302
39.200,0.322
39.400,0.311
39.600,0.295
39.800,0.282
40.000,0.275
40.200,0.293
40.400,0.332
40.600,0.301
40.800,0.293
41.000,0.283
41.200,0.304
41.400,0.313
41.600,0.300
41.800,0.286
42.000,0.317
42.200,0.294
42.400,0.311
42.600,0.298
42.800,0.285
43.000,0.293
43.200,0.290
43.400,0.314
43.600,0.298
43.800,0.309
44.000,0.317
44.200,0.304
44.400,0.297
44.600,0.311
44.800,0.296
45.000,0.307
45.200,0.339
45.400,0.320
45.600,0.301
45.800,0.294
46.000,0.288
46.200,0.310
46.400,0.338
46.600,0.314
46.800,0.315
47.000,0.302
47.200,0.316
47.400,0.306
47.600,0.325
47.800,0.301
48.000,0.296
48.200,0.309
48.400,0.305
48.600,0.334
48.800,0.338
49.000,0.297
49.200,0.292
49.400,0.307
49.600,0.282
49.800,0.305
50.000,0.291
50.200,0.296
50.400,0.309
50.600,0.290
50.800,0.312
51.000,0.315
51.200,0.318
51.400,0.326
51.600,0.312
51.800,0.332
52.000,0.315
52.200,0.311
52.400,0.329
52.600,0.297
52.800,0.298
53.000,0.294
53.200,0.310
53.400,0.318
53.600,0.317
53.800,0.311
54.000,0.300
54.200,0.314
54.400,0.304
54.600,0.313
54.800,0.326
55.000,0.310
55.200,0.305
55.400,0.311
55.601,0.318
55.800,0.333
56.000,0.296
56.200,0.324
56.400,0.331
56.600,0.334
56.800,0.322
57.000,0.314
57.200,0.307
57.401,0.312
57.600,0.308
57.800,0.311
58.000,0.303
58.200,0.306
58.400,0.331
58.600,0.315
58.800,0.331
59.000,0.323
59.200,0.300
59.400,0.317
59.600,0.312
59.800,0.336
60.000,0.337
60.200,0.315
60.400,0.338
60.600,0.316
60.800,0.319
61.000,0.325
61.200,0.310
61.400,0.320
61.600,0.328
61.800,0.312
62.000,0.328
62.200,0.299
62.400,0.300
62.600,0.306
62.800,0.299
63.000,0.311
63.200,0.308
63.400,0.325
63.600,0.313
63.800,0.318
64.000,0.299
64.200,0.346
64.400,0.327
64.600,0.309
64.800,0.308
65.000,0.325
65.200,0.313
65.400,0.323
65.600,0.334
65.800,0.315
66.000,0.345
66.200,0.315
66.400,0.309
66.600,0.327
66.800,0.338
67.000,0.326
67.200,0.315
67.401,0.308
67.600,0.329
67.800,0.290
68.000,0.322
68.200,0.320
68.400,0.315
68.600,0.304
68.800,0.307
69.000,0.283
69.200,0.289
69.400,0.288
69.600,0.306
69.800,0.295
70.001,0.310
70.200,0.339
70.400,0.316
70.600,0.309
70.800,0.308
71.000,0.305
71.200,0.300
71.400,0.310
71.600,0.325
71.800,0.311
72.000,0.316
72.200,0.328
72.400,0.315
72.600,0.288
72.800,0.337
73.000,0.292
73.200,0.313
73.400,0.314
73.600,0.303
73.800,0.295
74.000,0.305
74.200,0.297
74.400,0.326
74.600,0.313
74.800,0.326
75.000,0.321
75.200,0.300
75.400,0.326
75.600,0.307
75.800,0.300
76.000,0.317
76.200,0.297
76.400,0.291
76.600,0.301
76.800,0.283
77.000,0.290
77.200,0.301
77.400,0.298
77.600,0.313
77.800,0.296
78.000,0.308
78.200,0.306
78.400,0.292
78.600,0.298
78.800,0.309
79.000,0.313
79.200,0.308
79.400,0.309
79.600,0.308
79.800,0.304
80.000,0.304
80.200,0.313
80.400,0.297
80.600,0.311
80.800,0.287
81.000,0.318
81.200,0.296
81.400,0.323
81.600,0.307
81.800,0.285
82.000,0.328
82.200,0.308
82.400,0.288
82.600,0.307
82.800,0.326
83.000,0.303
83.200,0.304
83.400,0.314
83.600,0.315
83.800,0.326
84.000,0.319
84.200,0.318
84.400,0.295
84.600,0.332
84.800,0.298
85.000,0.314
85.200,0.301
85.400,0.298
85.600,0.317
85.800,0.303
86.000,0.286
86.200,0.310
86.400,0.298
86.600,0.316
86.800,0.294
87.000,0.324
87.200,0.284
87.400,0.300
87.600,0.296
87.800,0.293
88.000,0.305
88.200,0.298
88.400,0.316
88.600,0.294
88.800,0.305
89.000,0.312
89.200,0.317
89.400,0.299
89.600,0.304
89.800,0.321
90.000,0.298
90.200,0.309
90.400,0.310
90.600,0.307
90.800,0.321
91.000,0.312
91.200,0.325
91.400,0.324
91.600,0.302
91.800,0.333
92.000,0.311
92.200,0.322
92.400,0.332
92.600,0.305
92.800,0.307
93.000,0.305
93.200,0.290
93.400,0.290
93.600,0.316
93.800,0.333
94.000,0.305
94.200,0.313
94.400,0.311
94.600,0.334
94.800,0.319
95.000,0.344
95.201,0.318
95.400,0.314
95.600,0.319
95.800,0.320
96.000,0.304
96.200,0.307
96.400,0.306
96.600,0.321
96.800,0.307
97.000,0.317
97.200,0.307
97.400,0.303
97.600,0.320
97.800,0.314
98.000,0.305
98.200,0.301
98.400,0.313
98.600,0.320
98.800,0.318
99.000,0.332
99.200,0.305
99.400,0.341
99.600,0.311
99.800,0.310
100.000,0.300
100.200,0.298
100.400,0.331
100.600,0.312
100.800,0.303
101.000,0.310
101.200,0.315
101.400,0.324
101.600,0.324
101.800,0.305
102.000,0.310
102.200,0.319
102.400,0.304
102.600,0.333
102.800,0.308
103.000,0.316
103.200,0.324
103.400,0.315
103.600,0.325
103.800,0.299
104.000,0.294
104.200,0.303
104.400,0.312
104.600,0.328
104.800,0.324
105.000,0.313
105.200,0.329
105.400,0.313
105.600,0.326
105.800,0.331
106.000,0.288
106.200,0.307
106.400,0.320
106.600,0.316
106.800,0.312
107.000,0.301
107.200,0.314
107.400,0.305
107.600,0.295
107.800,0.291
108.000,0.315
108.200,0.310
108.400,0.336
108.600,0.308
108.800,0.304
109.000,0.312
109.200,0.304
109.400,0.296
109.600,0.277
109.800,0.292
110.000,0.288
110.200,0.278
110.400,0.292
110.600,0.286
110.800,0.299
111.000,0.295
111.200,0.314
111.400,0.297
111.600,0.285
111.800,0.299
112.000,0.295
112.200,0.290
112.400,0.296
112.600,0.310
112.800,0.292
113.000,0.315
113.200,0.287
113.400,0.304
113.600,0.305
113.800,0.303
114.000,0.288
114.200,0.317
114.401,0.303
114.600,0.301
114.800,0.313
115.000,0.308
115.200,0.286
115.400,0.289
115.600,0.298
115.800,0.297
116.000,0.297
116.200,0.300
116.400,0.313
116.600,0.315
116.800,0.327
117.000,0.331
117.200,0.313
117.400,0.310
117.600,0.306
117.800,0.301
118.000,0.309
118.200,0.335
118.400,0.322
118.600,0.337
118.800,0.326
119.000,0.336
119.200,0.299
119.400,0.336
119.600,0.331
119.800,0.328
120.000,0.318
120.200,0.298
120.400,0.297
120.600,0.307
120.800,0.316
121.000,0.306
121.200,0.297
121.400,0.305
121.600,0.332
121.800,0.301
122.000,0.322
122.200,0.305
122.400,0.324
122.600,0.344
122.800,0.305
123.000,0.305
123.200,0.343
123.400,0.324
123.600,0.312
123.800,0.317
124.000,0.304
124.200,0.325
124.400,0.333
124.600,0.305
124.800,0.325
125.000,0.302
125.200,0.323
125.400,0.303
125.600,0.300
125.800,0.336
126.000,0.309
126.200,0.308
126.400,0.315
126.600,0.300
126.800,0.320
127.000,0.308
127.200,0.321
127.400,0.310
127.600,0.294
127.800,0.300
128.000,0.293
128.200,0.299
128.400,0.328
128.600,0.338
128.800,0.337
129.000,0.318
129.200,0.315
129.400,0.325
129.600,0.329
129.800,0.285
130.000,0.300
130.200,0.299
130.400,0.314
130.600,0.321
130.800,0.329
131.000,0.330
131.201,0.325
131.401,0.308
131.600,0.306
131.800,0.316
132.001,0.324
132.200,0.312
132.400,0.308
132.600,0.329
132.800,0.324
133.000,0.316
133.200,0.332
133.400,0.322
133.600,0.332
133.800,0.299
134.000,0.296
134.200,0.298
134.400,0.324
134.600,0.308
134.800,0.321
135.000,0.316
135.200,0.317
135.400,0.329
135.600,0.307
135.800,0.327
136.000,0.305
136.200,0.297
136.400,0.315
136.600,0.313
136.800,0.329
137.000,0.323
137.200,0.286
137.400,0.308
137.600,0.295
137.800,0.322
138.000,0.303
138.200,0.310
138.400,0.290
138.600,0.317
138.800,0.342
139.000,0.297
139.200,0.317
139.400,0.311
139.600,0.309
139.800,0.306
140.000,0.312
140.200,0.326
140.400,0.311
140.600,0.305
140.800,0.341
141.000,0.323
141.200,0.368
141.400,0.302
141.600,0.316
141.800,0.301
142.000,0.318
142.200,0.321
142.400,0.318
142.600,0.285
142.800,0.322
143.000,0.325
143.200,0.313
143.400,0.338
143.600,0.306
143.800,0.325
144.000,0.311
144.200,0.316
144.400,0.335
144.600,0.315
144.800,0.330
145.000,0.310
145.200,0.294
145.400,0.282
145.600,0.307
145.800,0.301
146.000,0.290
146.200,0.311
146.400,0.306
146.601,0.311
146.800,0.289
147.000,0.321
147.201,0.338
147.400,0.325
147.600,0.301
147.800,0.289
148.000,0.295
148.200,0.336
148.400,0.315
148.600,0.331
148.800,0.346
149.000,0.326
149.200,0.330
149.400,0.345
149.600,0.333
149.800,0.321
150.000,0.330
150.200,0.337
150.400,0.314
150.600,0.309
150.800,0.334
151.000,0.309
151.200,0.322
151.400,0.320
151.600,0.307
151.800,0.304
152.000,0.318
152.200,0.318
152.400,0.323
152.600,0.304
152.800,0.306
153.000,0.320
153.200,0.309
153.400,0.312
153.600,0.311
153.800,0.303
154.000,0.295
154.200,0.315
154.400,0.316
154.600,0.310
154.800,0.321
155.000,0.297
155.201,0.299
155.400,0.310
155.600,0.330
155.800,0.325
156.000,0.328
156.200,0.308
156.400,0.297
156.600,0.316
156.800,0.340
157.000,0.309
157.200,0.319
157.400,0.318
157.600,0.318
157.800,0.308
158.000,0.328
158.200,0.309
158.400,0.315
158.600,0.323
158.800,0.311
159.000,0.330
159.200,0.288
159.400,0.300
159.600,0.316
159.800,0.287
160.000,0.281
160.200,0.282
160.400,0.299
160.601,0.292
160.800,0.302
161.000,0.301
161.200,0.311
161.400,0.326
161.600,0.306
161.800,0.304
162.000,0.292
162.200,0.289
162.400,0.309
162.600,0.297
162.800,0.328
163.000,0.328
163.200,0.298
163.400,0.342
163.601,0.318
163.800,0.318
164.000,0.323
164.200,0.310
164.400,0.317
164.600,0.308
164.800,0.282
165.000,0.297
165.200,0.310
165.400,0.307
165.600,0.328
165.800,0.323
166.000,0.308
166.200,0.323
166.400,0.308
166.600,0.303
166.800,0.287
167.000,0.308
167.200,0.303
167.400,0.312
167.600,0.301
167.800,0.312
168.000,0.317
168.200,0.293
168.400,0.301
168.600,0.291
168.800,0.288
169.000,0.313
169.200,0.330
169.400,0.341
169.600,0.322
169.800,0.321
170.000,0.296
170.200,0.295
170.400,0.317
170.600,0.324
170.800,0.317
171.000,0.329
171.200,0.317
171.400,0.337
171.600,0.324
171.800,0.308
172.001,0.315
172.200,0.313
172.400,0.329
172.600,0.294
172.800,0.303
173.000,0.322
173.200,0.294
173.400,0.326
173.600,0.296
173.800,0.291
174.000,0.287
174.200,0.293
174.400,0.281
174.600,0.300
174.800,0.290
175.000,0.312
175.200,0.319
175.400,0.306
175.600,0.299
175.800,0.305
176.000,0.300
176.200,0.298
176.400,0.310
176.600,0.307
176.800,0.301
177.000,0.290
177.200,0.295
177.400,0.276
177.600,0.306
177.800,0.313
178.000,0.328
178.200,0.323
178.400,0.309
178.600,0.307
178.800,0.311
179.000,0.294
179.200,0.305
179.400,0.304
179.600,0.306
179.800,0.347
180.000,0.294
180.200,0.335
180.400,0.310
180.600,0.292
180.800,0.290
181.000,0.301
181.200,0.302
181.400,0.333
181.600,0.320
181.800,0.314
182.000,0.332
182.200,0.308
182.400,0.312
182.600,0.317
182.800,0.315
183.000,0.306
183.200,0.311
183.400,0.323
183.601,0.306
183.800,0.320
184.000,0.330
184.200,0.299
184.400,0.289
184.600,0.287
184.800,0.308
185.000,0.309
185.200,0.318
185.400,0.332
185.600,0.327
185.800,0.309
186.000,0.318
186.200,0.323
186.400,0.311
186.600,0.331
186.800,0.318
187.000,0.332
187.201,0.313
187.400,0.306
187.600,0.313
187.800,0.317
188.001,0.310
188.200,0.305
188.400,0.320
188.600,0.304
188.800,0.329
189.000,0.316
189.200,0.309
189.400,0.297
189.600,0.300
189.800,0.309
190.000,0.295
190.200,0.315
190.400,0.320
190.600,0.314
190.800,0.300
191.000,0.318
191.200,0.311
191.400,0.326
191.600,0.310
191.800,0.313
192.000,0.298
192.200,0.304
192.400,0.324
192.600,0.308
192.800,0.325
193.000,0.320
193.200,0.293
193.400,0.330
193.600,0.308
193.800,0.309
194.000,0.311
194.200,0.299
194.400,0.301
194.600,0.307
194.800,0.293
195.000,0.288
195.200,0.299
195.400,0.313
195.600,0.301
195.800,0.326
196.000,0.303
196.200,0.291
196.400,0.293
196.600,0.306
196.800,0.293
197.000,0.294
197.200,0.308
197.400,0.308
197.600,0.302
197.800,0.289
198.000,0.285
198.200,0.295
198.400,0.294
198.600,0.312
198.800,0.305
199.000,0.326
199.200,0.331
199.400,0.311
199.600,0.317
199.800,0.320
200.000,0.309
