z-position,avgTimeRange_2.4,avgTimeRange_7.1,avgTimeRange_11.9,avgTimeRange_16.7,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.2,avgTimeRange_49.9,avgTimeRange_54.5,avgTimeRange_59.2,avgTimeRange_64.0,avgTimeRange_68.8,avgTimeRange_73.5,avgTimeRange_78.4,avgTimeRange_83.0,avgTimeRange_87.8,avgTimeRange_92.6,avgTimeRange_97.3,avgTimeRange_102.2,avgTimeRange_106.9,avgTimeRange_111.7,avgTimeRange_116.5,avgTimeRange_121.2,avgTimeRange_126.0,avgTimeRange_130.8,avgTimeRange_135.6,avgTimeRange_140.4,avgTimeRange_145.2,avgTimeRange_150.0,avgTimeRange_154.8,avgTimeRange_159.6,avgTimeRange_164.4,avgTimeRange_169.1,avgTimeRange_173.8,avgTimeRange_178.5,avgTimeRange_183.3,avgTimeRange_188.0,avgTimeRange_192.6,avgTimeRange_197.3
0.1016,96.00822367800508,105.34831855730269,101.41013908295814,107.09152330517027,112.19317308740492,116.84504195739311,117.43930637341951,118.768776843427,119.02609307775354,119.69563278843282,117.85975063038596,117.60578579939859,117.3730170305854,118.41266100587332,117.76589330454321,121.42687932957749,122.3953767110961,121.6438055262432,121.76224731090136,123.6120039168528,122.19276489136462,123.19224610152057,122.48066663569584,121.22606316085945,120.49004032534735,119.43337459308717,118.326192618576,119.17213829277303,119.83443193528765,120.73593915032556,121.87994001953666,122.42850946589085,122.66711752709344,122.8616332574981,122.55549413641471,122.17933386091617,123.15856795838154,123.11975192916884,123.07320370803986,122.8472889458542,122.19999109449881,122.26406680612688
0.127,112.69596327889955,115.41961124587466,108.41786503802788,117.17371627451134,124.53871568652289,127.01658344827344,127.08243018645041,128.1919147172723,128.62492978515928,129.03512701603108,127.37660924790598,127.47106370324836,127.57367715034343,128.17722806051222,127.7599014559237,131.45392832169358,132.01102989887056,130.86918651897366,131.20568795634077,132.49478800477544,130.9095800828223,131.7352922534222,130.7628943329044,129.5768639313854,128.87515379917338,127.72984936311724,126.79425822810516,127.81736332218566,128.22431256800462,129.1220138357898,129.91226166845536,130.30572047018558,130.54917579168506,130.38193632192048,130.0157239145801,129.84309793761503,130.88457596966106,130.8077625664237,130.666443924931,130.266643232819,129.6094590895657,129.53036528801357
0.1524,126.25537506653693,121.23561273014239,118.53838210160417,127.26305306949688,132.59102231770413,131.15625063394103,131.50366677551196,132.47569688300686,131.05697798157266,130.35550364923432,128.43532985510342,127.87751567100811,127.81440189541009,128.85118635593884,128.27418866772254,131.12698722528293,131.49841899757135,130.35040706771161,130.556352978394,131.6187622005879,129.9548895378972,130.59175145063858,129.61621966134174,128.58179999732698,127.77384812345231,126.68374279769061,125.75831754822589,126.36690689576662,126.58831031355908,126.97386906777079,127.73206583770062,128.01697703548788,127.83824816906524,128.06871991751817,127.72591268838737,127.83154236970316,129.06359388722632,128.84686318890928,128.4767633128162,127.95612071141619,127.24758322486686,127.3151875849528
0.1778,112.8767756897976,113.17811030096814,114.06383827437882,120.86853531026954,124.8719593307943,124.55200972022229,126.39926060339609,128.2949580442463,126.65696184445859,125.66929850450367,124.25646147023824,123.11882629283402,122.68757077289865,123.91020116962048,122.86719369100005,125.81608660872048,126.57057518215136,125.80176607449097,125.17049488403411,126.80274826253807,125.07359354379365,125.95730502825347,125.26945492596414,124.13284768238657,123.37184512341742,122.3253875845799,121.20276857013677,121.75194632755539,122.40701606203213,122.78698348832077,123.97173297770776,124.45743345891765,124.32968799310852,124.88749362382845,124.59494745744215,124.32981738350058,125.47120285508707,125.31873993438317,124.93729049311233,124.50020237539171,123.79449466034426,123.92138210925253
0.2032,105.66884917871718,120.78663777039911,116.01530905322011,122.52228700526845,127.94695132661641,130.8010049293942,132.51045967599237,133.93581646266588,133.40528422988183,134.54748508837318,132.71525216294418,132.0920590532414,131.98135969649945,133.10247840084173,132.24888855380635,136.3609348061008,137.41938396191009,136.71799114871774,136.31709408619056,138.21804819486866,136.66808035095613,137.98107842771697,137.06728017394047,135.67812819744307,135.1248387658417,133.90593014588282,132.69256194815608,133.76464540942285,134.5239696773079,135.5420944771889,137.19535742045372,137.88370958390072,138.10635403096623,138.31534805368258,137.80754151268306,137.3035092250497,138.26724917656307,138.2056700618144,138.16836207948887,137.7609555311374,137.066074178504,137.1244131936947
0.254,122.86821913777818,138.04397008509602,150.12312135101013,158.96178699001368,162.85246680554098,165.4225303044847,165.57109496886113,166.45053280782815,166.75947445463416,166.27199122739373,164.39290541588144,163.18454585576367,162.43978916104,164.562373376067,163.46173448916593,166.64581517385645,168.00791016821077,167.49119280809776,166.94725576264668,169.69831944711697,167.42438921247765,167.5368172495207,166.15921882240846,164.56332608029885,164.1652926599554,163.29587336915014,162.58203119635849,163.5510228146507,163.52535185712,163.95726541469404,164.40765722380135,164.5288570677482,164.578010076614,165.02147236472064,164.8411210582978,164.76667324381978,165.2499236411494,165.52288891962067,164.82029240681246,164.4321840170254,163.598412424119,163.3340775269963
0.3048,138.60050634764772,143.55244616266685,149.0401226686306,156.29053614895815,160.5640942353004,161.18866883255856,162.57485241673177,163.4850776047188,162.47789587435972,162.77039561008053,161.87188486945556,159.92549808922945,159.09062224518715,159.90803616392193,158.78085112054652,161.8160604023618,163.21826795033425,163.1013418368813,162.28810407836406,164.43921913223417,162.6980502541474,163.12414258503406,161.58841884793492,160.01263900165492,159.52352426842987,158.5520715366586,157.40335079391937,158.47985609410915,158.57748318254858,158.8942931631976,159.69108939337178,159.78077191814367,159.68431808714948,159.73079754481574,159.79216427716415,159.0869776405905,159.71169691842059,159.89107856231936,159.16058958829987,158.71088012778023,158.0071583504846,157.73112771709523
0.3556,114.97776705961957,135.2032570682279,143.4291769847144,151.55177101688727,158.27270758081443,160.05711465847034,160.28829150935758,161.7172695093943,161.58805189934637,162.61246452703193,160.9563478578476,159.66523237780513,158.74347804489472,160.10712005049044,159.1348580392495,161.72156012474036,162.5929192070984,162.20804447904317,161.17645887726866,164.18158726908894,162.3101649569963,162.9504051207184,161.51130283237296,160.07121840438742,159.84567910889356,158.7041737411115,157.8402938632653,158.7826227239651,158.94360001948615,159.43954142471486,160.3581443496814,160.50634496922657,160.49280513581968,160.83735256960944,160.76847004831575,160.466425329535,160.86174253580273,161.19298431601212,160.54506389653852,160.1923483429012,159.4298170545955,159.11075325215103
0.4064,123.04570479780001,131.87734927123373,139.0125529521087,148.40221959040773,152.7324522404459,152.08503901037048,153.6278025340149,154.5490982361086,154.3583208351845,155.05739903991378,154.00663271020997,152.6798840540976,152.1948566791086,153.43465619206395,152.41808640912447,155.410995168675,156.29614821125853,156.0096059027241,154.91502978048248,156.97758505010657,155.06786042626456,155.80439884564092,154.2348721432848,152.80720124008923,152.6268615942923,151.61938075157968,150.56274057873688,151.3263861492739,151.564683515826,151.93863922679594,152.5017743819502,152.48300015911528,152.46013958677463,152.28598277268108,152.1960782897426,151.75863069890622,151.9628591583312,152.0599919025182,151.23781156868853,150.80931462854198,150.1825669790848,149.91625829727943
0.4572,109.32261464123249,126.17538456351902,128.18619221747795,137.02623132333147,144.2478242983941,144.54821814375072,145.49132708017694,146.8310331692678,147.2061947258434,148.89417680647853,149.10324320425948,147.73163893266576,146.8616153281388,147.28280994554532,146.5750873151708,148.13547128846304,148.7881173603355,148.56782079506644,147.4675401455349,149.45250141583034,147.8049894722786,148.84738607002552,147.23466674740789,146.090227460958,146.10810177565017,145.01415090384506,144.3045776240264,144.63939010243053,144.58457289729154,144.91068267625366,145.6690026467236,145.6116012635397,145.51559141828974,145.61894848872703,145.69634640385854,145.4752138013268,145.64268739308866,145.76753944796795,145.0869040100308,144.75783702600842,144.39406735422074,144.11536781265482
0.508,101.2179290082554,117.72990053298622,122.95123445091798,130.9671734260208,136.83496344434104,135.62804383296324,135.9956068119187,136.67168105072963,137.2295220624632,139.16864850509498,139.83281421351037,139.14528380788278,138.71001875809426,139.61382977650018,139.00296278740828,140.66369366327368,141.07321950011794,140.39058979534354,139.32070700086823,140.66475382655972,139.07612613361712,140.47977299342952,138.79573418152052,137.89525856401943,137.9271659569625,137.06754964145446,136.31919065016953,136.6140753622434,136.8336866570163,137.11986785960784,137.74134308324577,137.7134382099662,137.64645359466442,137.60839749138393,137.5992399816004,137.47644789701025,137.4453588059077,137.62436272301431,136.92530346348602,136.79608492208473,136.67845813874638,136.57920869327734
0.5588,95.51400042149304,112.61692664896482,113.44061218759853,122.09099401467229,128.50990909597556,127.8615565420813,128.38127706694488,128.56483365379592,129.24413447744766,131.48508715942495,132.3225407094653,131.70144635347035,130.9288150050273,130.9701858478332,130.31969766981405,131.0154881404001,131.6884281879616,131.31419112446764,130.17660804852736,131.376365419194,130.0525687231586,131.08978662463613,129.5445308157538,128.7781874589816,128.9044932683333,128.07865877984653,127.50153383689587,127.55014673425335,127.56054529566649,127.83638012039084,128.35653016125426,128.13566735727,127.96185940043671,127.92681626314179,127.99114694663609,127.96453766831966,128.01105849555478,127.94701591642807,127.32404231140518,127.18342795642097,127.10354734820555,126.97536809455856
