Time,Chi_r
58.000,0.293
58.200,0.324
58.400,0.304
58.600,0.287
58.800,0.293
59.000,0.288
59.200,0.327
59.400,0.324
59.601,0.312
59.800,0.319
60.000,0.301
60.200,0.308
60.400,0.297
60.600,0.304
60.800,0.314
61.000,0.313
61.200,0.289
61.400,0.320
61.600,0.294
61.800,0.290
62.000,0.302
62.200,0.307
62.400,0.314
62.600,0.313
62.800,0.314
63.000,0.331
63.200,0.288
63.400,0.304
63.600,0.310
63.800,0.286
64.000,0.321
64.200,0.288
64.400,0.290
64.601,0.298
64.800,0.294
65.000,0.318
65.200,0.321
65.400,0.314
65.600,0.309
65.800,0.314
66.000,0.319
66.200,0.296
66.400,0.303
66.600,0.291
66.800,0.286
67.000,0.312
67.200,0.308
67.400,0.297
67.600,0.323
67.800,0.316
68.000,0.319
68.200,0.331
68.400,0.318
68.600,0.317
68.800,0.307
69.000,0.315
69.200,0.325
69.401,0.298
69.600,0.303
69.800,0.300
70.000,0.282
70.200,0.321
70.400,0.336
70.600,0.323
70.800,0.302
71.000,0.325
71.200,0.317
71.400,0.334
71.600,0.329
71.800,0.302
72.000,0.316
72.200,0.295
72.400,0.334
72.600,0.311
72.800,0.320
73.000,0.320
73.200,0.289
73.400,0.298
73.600,0.298
73.800,0.313
74.000,0.315
74.200,0.323
74.400,0.310
74.600,0.312
74.800,0.308
75.000,0.321
75.200,0.304
75.400,0.285
75.600,0.305
75.800,0.298
76.000,0.297
76.200,0.323
76.400,0.301
76.600,0.333
76.800,0.308
77.000,0.310
77.200,0.313
77.400,0.280
77.600,0.289
77.800,0.302
78.000,0.304
78.200,0.307
78.400,0.301
78.600,0.307
78.800,0.331
79.000,0.305
79.200,0.319
79.400,0.295
79.600,0.311
79.800,0.290
80.000,0.290
80.200,0.291
80.400,0.282
80.600,0.285
80.800,0.288
81.000,0.300
81.200,0.287
81.400,0.287
81.600,0.290
81.800,0.307
82.000,0.296
82.200,0.295
82.400,0.283
82.601,0.297
82.800,0.300
83.000,0.317
83.200,0.296
83.400,0.318
83.601,0.307
83.800,0.311
84.000,0.296
84.200,0.291
84.400,0.297
84.600,0.295
84.800,0.287
85.000,0.281
85.200,0.293
85.400,0.288
85.601,0.298
85.800,0.289
86.000,0.293
86.200,0.291
86.400,0.303
86.600,0.338
86.800,0.307
87.000,0.302
87.200,0.279
87.401,0.286
87.600,0.286
87.800,0.286
88.000,0.296
88.200,0.291
88.400,0.293
88.600,0.293
88.800,0.299
89.000,0.319
89.200,0.304
89.400,0.322
89.600,0.307
89.800,0.292
90.000,0.298
90.200,0.309
90.400,0.319
90.600,0.304
90.800,0.285
91.000,0.306
91.200,0.305
91.400,0.308
91.601,0.318
91.800,0.324
92.000,0.305
92.200,0.308
92.400,0.323
92.600,0.317
92.800,0.307
93.000,0.300
93.200,0.299
93.400,0.320
93.600,0.307
93.800,0.299
94.000,0.301
94.200,0.301
94.400,0.320
94.600,0.324
94.800,0.314
95.000,0.317
95.200,0.325
95.400,0.330
95.601,0.323
95.800,0.302
96.000,0.317
96.200,0.315
96.400,0.301
96.600,0.325
96.800,0.309
97.000,0.302
97.200,0.322
97.400,0.304
97.600,0.330
97.800,0.312
98.000,0.322
98.200,0.307
98.400,0.292
98.600,0.317
98.800,0.307
99.000,0.312
99.200,0.327
99.400,0.300
99.600,0.345
99.800,0.322
100.000,0.323
100.200,0.316
100.400,0.297
100.600,0.320
100.800,0.317
101.000,0.307
101.200,0.297
101.400,0.322
101.600,0.304
101.800,0.296
102.000,0.290
102.200,0.311
102.400,0.291
102.600,0.303
102.800,0.319
103.000,0.318
103.200,0.322
103.400,0.302
103.600,0.318
103.800,0.304
104.000,0.310
104.200,0.310
104.400,0.300
104.600,0.307
104.800,0.313
105.000,0.312
105.200,0.304
105.400,0.293
105.600,0.311
105.800,0.309
106.000,0.296
106.200,0.331
106.400,0.306
106.600,0.305
106.800,0.300
107.000,0.311
107.200,0.304
107.400,0.314
107.600,0.331
107.800,0.308
108.000,0.307
108.200,0.302
108.400,0.295
108.600,0.296
108.800,0.316
109.000,0.312
109.200,0.299
109.400,0.302
109.600,0.286
109.800,0.300
110.000,0.297
110.200,0.293
110.401,0.308
110.600,0.299
110.800,0.294
111.000,0.293
111.200,0.292
111.400,0.300
111.600,0.303
111.800,0.302
112.000,0.315
112.200,0.321
112.400,0.344
112.600,0.308
112.800,0.328
113.000,0.321
113.200,0.306
113.400,0.332
113.600,0.306
113.800,0.303
114.000,0.316
114.200,0.304
114.400,0.302
114.600,0.296
114.800,0.318
115.000,0.342
115.200,0.296
115.400,0.323
115.600,0.315
115.801,0.313
116.000,0.335
116.200,0.303
116.400,0.298
116.600,0.309
116.800,0.315
117.000,0.312
117.200,0.306
117.400,0.315
117.600,0.310
117.800,0.305
118.000,0.320
118.200,0.315
118.400,0.301
118.600,0.314
118.800,0.286
119.000,0.316
119.200,0.306
119.400,0.290
119.600,0.336
119.800,0.313
120.000,0.300
120.200,0.311
120.400,0.289
120.600,0.290
120.800,0.282
121.000,0.286
121.200,0.297
121.400,0.292
121.600,0.290
121.800,0.291
122.000,0.303
122.200,0.290
122.401,0.322
122.600,0.333
122.800,0.306
123.000,0.312
123.200,0.292
123.400,0.329
123.600,0.298
123.800,0.329
124.000,0.313
124.200,0.278
124.400,0.305
124.600,0.312
124.800,0.302
125.000,0.292
125.200,0.296
125.400,0.315
125.600,0.304
125.800,0.304
126.000,0.302
126.200,0.312
126.400,0.319
126.600,0.292
126.800,0.319
127.000,0.314
127.200,0.301
127.400,0.286
127.600,0.289
127.800,0.287
128.000,0.286
128.200,0.291
128.400,0.291
128.600,0.301
128.800,0.284
129.000,0.308
129.200,0.294
129.400,0.314
129.600,0.301
129.800,0.294
130.000,0.307
130.200,0.300
130.400,0.283
130.600,0.301
130.800,0.316
131.000,0.313
131.200,0.316
131.400,0.297
131.600,0.316
131.800,0.300
132.000,0.302
132.200,0.332
132.400,0.294
132.600,0.305
132.800,0.302
133.000,0.285
133.200,0.311
133.400,0.307
133.600,0.311
133.800,0.306
134.000,0.315
134.200,0.292
134.400,0.319
134.600,0.290
134.800,0.289
135.000,0.313
135.200,0.316
135.400,0.300
135.600,0.288
135.800,0.291
136.000,0.315
136.200,0.317
136.400,0.300
136.600,0.301
136.800,0.311
137.000,0.314
137.200,0.312
137.400,0.317
137.600,0.318
137.800,0.310
138.000,0.327
138.200,0.298
138.400,0.307
138.600,0.305
138.800,0.293
139.000,0.299
139.200,0.295
139.400,0.307
139.600,0.300
139.800,0.284
140.000,0.291
140.200,0.320
140.400,0.307
140.600,0.314
140.800,0.302
141.000,0.310
141.200,0.310
141.400,0.295
141.600,0.309
141.800,0.312
142.000,0.319
142.200,0.328
142.400,0.327
142.600,0.304
142.800,0.318
143.000,0.311
143.200,0.324
143.400,0.325
143.600,0.296
143.800,0.325
144.000,0.306
144.200,0.290
144.400,0.292
144.600,0.296
144.800,0.290
145.000,0.294
145.200,0.304
145.400,0.322
145.600,0.304
145.801,0.340
146.000,0.331
146.200,0.339
146.400,0.322
146.600,0.312
146.800,0.323
147.000,0.320
147.200,0.318
147.400,0.301
147.600,0.320
147.800,0.311
148.000,0.318
148.200,0.292
148.400,0.304
148.600,0.295
148.800,0.319
149.000,0.320
149.200,0.315
149.400,0.304
149.600,0.291
149.800,0.334
150.000,0.314
150.200,0.301
150.400,0.315
150.600,0.310
150.800,0.305
151.000,0.311
151.200,0.294
151.400,0.289
151.600,0.322
151.800,0.311
152.000,0.300
152.200,0.303
152.400,0.324
152.600,0.280
152.800,0.315
153.000,0.317
153.200,0.313
153.400,0.325
153.600,0.303
153.800,0.326
154.000,0.325
154.200,0.305
154.400,0.327
154.601,0.315
154.800,0.312
155.000,0.301
155.200,0.313
155.400,0.305
155.600,0.310
155.800,0.308
156.000,0.310
156.200,0.301
156.400,0.292
156.600,0.300
156.800,0.312
157.000,0.306
157.200,0.303
157.400,0.305
157.600,0.294
157.800,0.288
158.000,0.306
158.200,0.285
158.400,0.299
158.600,0.308
158.800,0.309
159.000,0.319
159.200,0.311
159.400,0.314
159.600,0.302
159.800,0.311
160.000,0.328
160.200,0.306
160.400,0.317
160.600,0.301
160.800,0.317
161.000,0.316
161.200,0.317
161.400,0.322
161.600,0.317
161.800,0.321
162.000,0.303
162.200,0.302
162.400,0.332
162.600,0.317
162.800,0.312
163.000,0.307
163.200,0.284
163.400,0.308
163.600,0.310
163.800,0.304
164.000,0.312
164.200,0.288
164.400,0.302
164.600,0.337
164.800,0.296
165.000,0.316
165.200,0.308
165.400,0.295
165.600,0.288
165.800,0.289
166.000,0.316
166.200,0.309
166.400,0.298
166.600,0.311
166.800,0.298
167.000,0.293
167.200,0.327
167.400,0.329
167.600,0.325
167.800,0.300
168.000,0.320
168.200,0.322
168.400,0.294
168.600,0.298
168.800,0.312
169.000,0.305
169.200,0.294
169.400,0.296
169.600,0.285
169.800,0.301
170.000,0.290
170.200,0.297
170.400,0.301
170.600,0.312
170.800,0.320
171.000,0.302
171.200,0.331
171.400,0.301
171.600,0.311
171.800,0.289
172.000,0.282
172.200,0.283
172.400,0.299
172.600,0.292
172.800,0.301
173.000,0.307
173.200,0.315
173.400,0.321
173.600,0.301
173.800,0.310
174.000,0.309
174.200,0.303
174.400,0.314
174.600,0.317
174.800,0.298
175.000,0.287
175.200,0.291
175.400,0.298
175.600,0.303
175.800,0.310
176.000,0.310
176.200,0.291
176.400,0.319
176.600,0.308
176.800,0.305
177.000,0.294
177.200,0.296
177.400,0.289
177.600,0.327
177.800,0.306
178.000,0.298
178.200,0.311
178.400,0.300
178.600,0.316
178.800,0.325
179.000,0.320
179.200,0.330
179.400,0.316
179.600,0.326
179.801,0.312
180.000,0.325
180.200,0.307
180.400,0.308
180.600,0.298
180.800,0.305
181.000,0.312
181.200,0.313
181.400,0.335
181.600,0.300
181.800,0.311
182.000,0.304
182.200,0.302
182.400,0.293
182.600,0.309
182.800,0.306
183.000,0.320
183.200,0.318
183.400,0.309
183.600,0.312
183.800,0.303
184.000,0.299
184.200,0.325
184.400,0.311
184.600,0.294
184.800,0.307
185.000,0.305
185.200,0.318
185.400,0.303
185.600,0.317
185.800,0.306
186.000,0.306
186.200,0.304
186.400,0.330
186.600,0.305
186.800,0.323
187.000,0.318
187.200,0.326
187.400,0.298
187.600,0.297
187.800,0.315
188.000,0.320
188.200,0.320
188.400,0.301
188.600,0.287
188.800,0.323
189.000,0.311
189.200,0.309
189.400,0.321
189.600,0.313
189.800,0.300
190.000,0.332
190.200,0.321
190.400,0.309
190.600,0.319
190.800,0.295
191.000,0.323
191.200,0.316
191.400,0.303
191.600,0.337
191.800,0.306
192.000,0.299
192.200,0.294
192.400,0.292
192.600,0.297
192.800,0.292
193.000,0.293
193.200,0.284
193.400,0.281
193.601,0.298
193.800,0.323
194.000,0.308
194.200,0.301
194.400,0.296
194.600,0.301
194.800,0.302
195.000,0.314
195.200,0.311
195.400,0.295
195.600,0.307
195.800,0.297
196.000,0.313
196.200,0.298
196.400,0.308
196.600,0.292
196.800,0.295
197.000,0.295
197.200,0.292
197.400,0.311
197.600,0.308
197.800,0.300
198.000,0.295
198.200,0.308
198.400,0.299
198.600,0.304
198.800,0.325
199.000,0.301
199.200,0.304
199.400,0.333
199.600,0.283
199.800,0.295
200.000,0.298
