Time,Chi_r
0.201,0.081
0.400,0.218
0.600,0.259
0.800,0.296
1.000,0.279
1.200,0.269
1.400,0.302
1.600,0.332
1.800,0.284
2.000,0.307
2.200,0.296
2.400,0.306
2.600,0.339
2.800,0.326
3.000,0.321
3.200,0.305
3.400,0.295
3.601,0.295
3.800,0.305
4.000,0.297
4.200,0.325
4.400,0.288
4.600,0.299
4.800,0.324
5.000,0.283
5.200,0.293
5.400,0.319
5.600,0.313
5.800,0.296
6.000,0.298
6.200,0.293
6.400,0.309
6.600,0.297
6.800,0.291
7.000,0.304
7.200,0.316
7.400,0.317
7.600,0.314
7.800,0.285
8.000,0.308
8.200,0.290
8.400,0.310
8.600,0.329
8.800,0.323
9.000,0.304
9.200,0.288
9.400,0.339
9.600,0.303
9.800,0.312
10.000,0.322
10.200,0.316
10.400,0.303
10.600,0.281
10.800,0.293
11.000,0.291
11.200,0.288
11.400,0.292
11.600,0.310
11.800,0.292
12.000,0.346
12.200,0.319
12.400,0.305
12.600,0.295
12.800,0.286
13.000,0.329
13.200,0.303
13.400,0.312
13.600,0.317
13.800,0.304
14.000,0.337
14.200,0.321
14.400,0.317
14.600,0.308
14.800,0.304
15.000,0.321
15.200,0.309
15.400,0.323
15.600,0.323
15.800,0.312
16.000,0.294
16.200,0.304
16.400,0.310
16.600,0.313
16.800,0.308
17.000,0.317
17.200,0.303
17.400,0.321
17.600,0.305
17.800,0.302
18.000,0.304
18.200,0.311
18.400,0.319
18.600,0.297
18.800,0.328
19.000,0.323
19.200,0.320
19.400,0.343
19.600,0.315
19.800,0.306
20.000,0.302
20.200,0.325
20.400,0.314
20.600,0.319
20.800,0.313
21.000,0.306
21.200,0.303
21.400,0.302
21.600,0.310
21.800,0.304
22.000,0.305
22.200,0.324
22.400,0.322
22.600,0.320
22.800,0.318
23.000,0.301
23.200,0.334
23.400,0.310
23.600,0.329
23.800,0.324
24.000,0.319
24.200,0.330
24.400,0.299
24.600,0.318
24.800,0.315
25.000,0.299
25.200,0.309
25.400,0.284
25.600,0.317
25.801,0.299
26.000,0.319
26.200,0.301
26.401,0.313
26.600,0.308
26.800,0.313
27.000,0.319
27.200,0.333
27.400,0.330
27.600,0.326
27.800,0.336
28.000,0.325
28.200,0.342
28.401,0.317
28.600,0.310
28.800,0.312
29.000,0.312
29.200,0.315
29.400,0.330
29.600,0.320
29.801,0.334
30.000,0.319
30.200,0.336
30.400,0.319
30.600,0.319
30.800,0.319
31.000,0.307
31.200,0.320
31.401,0.295
31.600,0.303
31.800,0.318
32.000,0.298
32.200,0.296
32.400,0.322
32.600,0.305
32.800,0.303
33.000,0.284
33.200,0.306
33.400,0.302
33.600,0.318
33.800,0.327
34.000,0.317
34.200,0.318
34.400,0.312
34.600,0.297
34.800,0.332
35.000,0.318
35.200,0.319
35.400,0.305
35.600,0.295
35.800,0.291
36.000,0.344
36.200,0.326
36.400,0.294
36.600,0.311
36.800,0.300
37.000,0.337
37.200,0.308
37.400,0.326
37.600,0.322
37.800,0.298
38.000,0.317
38.200,0.306
38.400,0.303
38.600,0.307
38.800,0.312
39.000,0.284
39.200,0.300
39.400,0.288
39.600,0.294
39.800,0.292
40.000,0.295
40.200,0.313
40.400,0.298
40.600,0.322
40.800,0.317
41.000,0.314
41.200,0.302
41.400,0.321
41.600,0.319
41.800,0.315
42.000,0.326
42.200,0.312
42.400,0.316
42.600,0.310
42.800,0.294
43.000,0.295
43.200,0.295
43.401,0.288
43.600,0.325
43.800,0.309
44.000,0.322
44.200,0.329
44.400,0.298
44.600,0.318
44.800,0.301
45.000,0.293
45.200,0.288
45.400,0.297
45.600,0.301
45.800,0.293
46.000,0.304
46.200,0.328
46.400,0.305
46.600,0.329
46.800,0.303
47.000,0.311
47.200,0.297
47.400,0.317
47.600,0.314
47.800,0.313
48.000,0.315
48.200,0.305
48.400,0.310
48.600,0.309
48.800,0.318
49.000,0.302
49.200,0.335
49.400,0.307
49.600,0.322
49.800,0.313
50.000,0.307
50.200,0.326
50.400,0.338
50.600,0.315
50.800,0.314
51.000,0.318
51.200,0.309
51.400,0.333
51.600,0.308
51.800,0.300
52.000,0.311
52.200,0.321
52.401,0.326
52.600,0.308
52.800,0.317
53.000,0.311
53.200,0.319
53.400,0.310
53.600,0.327
53.801,0.292
54.000,0.310
54.200,0.313
54.400,0.320
54.600,0.326
54.800,0.303
55.000,0.292
55.200,0.308
55.400,0.314
55.600,0.307
55.801,0.325
56.000,0.310
56.200,0.287
56.400,0.306
56.600,0.298
56.800,0.300
57.000,0.304
57.200,0.314
57.400,0.336
57.601,0.301
57.800,0.308
58.000,0.319
58.200,0.306
58.400,0.324
58.600,0.313
58.800,0.314
59.000,0.304
59.200,0.304
59.400,0.316
59.600,0.307
59.800,0.321
60.000,0.299
60.200,0.308
60.400,0.308
60.600,0.297
60.800,0.289
61.000,0.286
61.200,0.328
61.400,0.304
61.600,0.321
61.800,0.309
62.000,0.290
62.200,0.323
62.400,0.314
62.600,0.297
62.800,0.301
63.000,0.292
63.200,0.306
63.400,0.316
63.600,0.318
63.800,0.323
64.000,0.326
64.200,0.320
64.400,0.314
64.600,0.306
64.800,0.291
65.000,0.300
65.200,0.291
65.400,0.306
65.600,0.290
65.800,0.304
66.000,0.295
66.200,0.297
66.400,0.308
66.600,0.315
66.801,0.304
67.000,0.329
67.200,0.323
67.400,0.321
67.601,0.325
67.800,0.302
68.000,0.311
68.200,0.296
68.400,0.312
68.600,0.312
68.800,0.283
69.000,0.294
69.200,0.312
69.401,0.333
69.600,0.321
69.800,0.308
70.000,0.322
70.200,0.300
70.400,0.302
70.600,0.327
70.800,0.296
71.000,0.312
71.200,0.306
71.400,0.312
71.600,0.320
71.800,0.315
