y-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_11.9,avgTimeRange_16.6,avgTimeRange_21.4,avgTimeRange_26.1,avgTimeRange_30.8,avgTimeRange_35.6,avgTimeRange_40.4,avgTimeRange_45.2,avgTimeRange_49.9,avgTimeRange_54.7,avgTimeRange_59.5,avgTimeRange_64.2,avgTimeRange_68.8,avgTimeRange_73.5,avgTimeRange_78.3,avgTimeRange_82.9,avgTimeRange_87.7,avgTimeRange_92.4,avgTimeRange_97.2,avgTimeRange_102.1,avgTimeRange_106.9,avgTimeRange_111.6,avgTimeRange_116.3,avgTimeRange_121.2,avgTimeRange_126.0,avgTimeRange_130.8,avgTimeRange_135.6,avgTimeRange_140.3,avgTimeRange_145.2,avgTimeRange_149.8,avgTimeRange_154.5,avgTimeRange_159.1,avgTimeRange_163.8,avgTimeRange_168.5,avgTimeRange_173.2,avgTimeRange_177.8,avgTimeRange_182.5,avgTimeRange_187.3,avgTimeRange_192.1,avgTimeRange_196.8
-0.6,199.88412316999998,197.83208872999998,199.609730048,200.17799704285716,201.7512073966667,202.52663225999999,201.70170057307695,201.9121495566667,201.69050814588232,201.61170641526317,201.44782417857144,201.52696050478258,201.8264092184,202.1703592622222,201.63996011517244,201.6569898851613,201.9468966090909,202.2217305085714,202.1245592743243,202.44740871307698,202.06623656317072,201.98949584046505,201.99132769488892,202.0330920276596,201.82125402857145,201.62154242803928,201.39369416264154,201.428609494,201.34874906877198,201.3498360316949,201.56457909344266,201.62182678746035,201.59399750323078,201.5984956268657,201.5311603185506,201.47712622873243,201.51370448780824,201.51246000746664,201.64271849831172,201.6520459777215,201.8186669769135,201.78578819240963
-0.55,235.61802387999995,232.44618682666666,235.21932288199997,235.55092139142857,237.96798755777778,239.22724634545455,237.6752170653846,238.25964477133334,237.8439844841176,237.41088160947365,237.29187273380956,237.73964703521744,238.5384711444,239.08735118481485,238.3713733006896,238.41701525258063,238.67061157424243,239.05561042771433,238.8161554867567,239.15823421102564,238.53572378317074,238.48522379209302,238.59986726622222,238.7201254553191,238.45141852061224,238.15571523823527,237.94258419169807,238.00028908163634,237.8453557857894,237.73960281542372,237.94177068491797,237.95791895317456,238.00620069261538,237.97866551373139,237.89943729507254,237.831113610845,237.94118889520547,237.96226090386665,238.17774178870135,238.07711168075951,238.35640607765436,238.28800681530117
-0.5,271.22378383999995,267.04433352333336,271.49806412,272.29414890428575,274.8877246644444,276.59328720909093,274.72554693384615,276.1604936093334,275.3109519488235,274.0297492494737,273.9078216142857,274.8227713295653,276.1737599388,277.05569138962966,276.5411358806897,276.74878412903223,277.0402545612121,277.7207295662857,277.3385589343243,277.47529430948714,276.5304832926829,276.50754201441856,276.75191953422217,277.0507989008511,276.8386344838776,276.29056125666665,276.03479661377355,276.031856522,275.64893944982464,275.3737732401695,275.51755938196715,275.50007721460315,275.78175873707704,275.88613414343286,275.9389182653623,275.93003457126764,276.2874003364384,276.41678139799996,276.70273552,276.47648925329116,277.00226238086424,276.87903852012045
-0.45,278.19307125999995,274.77177488666666,281.429283568,283.88079515285716,285.25650780222225,287.28312625545453,286.5139817407692,289.20038407466666,287.6325053223529,285.1218174505263,284.88449793714284,285.85523766478263,287.2697600072,288.4194875744445,288.89620393,289.4846812474193,289.94207981787883,291.10242279371425,290.7815384681081,290.4497094546154,289.30799959,289.16450960930223,289.38895083422216,289.90350733638303,289.9857732693878,289.1140169960785,288.6954068237736,288.4832062272728,287.7786126526315,287.3893401023728,287.4392149457378,287.5063662761905,288.20012515553844,288.68164388223875,289.0494266189856,289.2537257695775,290.0107096365754,290.3559664577334,290.6079131164934,290.39640058050634,291.19804428975306,291.04671823289164
-0.4,248.46586058,246.92712257,255.20366518600002,259.6723789314286,258.99594204111105,261.2285244318182,262.7201917638462,266.42879992800005,264.01655515411767,260.6774898957895,260.3292411342857,260.69506205652175,261.4445231888,262.6953362588889,264.57506674655167,265.5851798332258,266.27943791363634,267.87303910505705,267.86041520918917,267.0929332653846,266.0536947087805,265.58098639279063,265.53615493333336,266.1498176921278,266.6582183393878,265.6048717431372,264.89544934962265,264.41008039818183,263.46571710017537,263.1205062523728,263.081915265246,263.36312077206344,264.43208909830776,265.3852345785075,266.05339095072463,266.5513628990141,267.62383919082197,268.1764781916,268.29335548168837,268.3227939186076,269.2521182764197,269.1107687512048
-0.35,172.35045186000002,171.67631820333332,179.500591298,184.71018783142856,183.06528754444446,185.15866871727275,188.49443332538462,191.954127834,189.29598974764707,186.5860859401579,186.27471554666664,185.57726780652172,185.25597937880002,186.38010635444445,188.9500933231035,189.94680411258062,190.90049559181816,192.52685882871424,192.89524690648648,192.22387658923074,191.54783861341457,190.73913197627905,190.1755116117778,190.60525498574472,191.41056307714285,190.5319613452941,189.56427713171695,188.987818946,188.14008201403507,188.06841006474573,188.0880940890164,188.6265279007937,189.6484559733846,190.78009050373134,191.43778990028986,192.0539472846479,193.01018771397258,193.55675116093335,193.54648185402596,194.01316537936714,194.73401872222217,194.65046473474703
-0.3,123.27482101,122.24856215333334,128.50004138999998,132.5623005742857,133.31690589355554,136.1434035890909,138.5898401663077,140.86091638733336,139.0385347664706,137.81805972189474,137.46408598333332,136.2188371969565,135.75657940920001,136.64256849074073,138.15263134103446,138.70923635322578,139.8454568287879,141.18646787257143,141.75378746135135,141.92360405794872,141.34239170658535,140.29087702930232,139.5001945,139.67711980319143,140.1115014422449,139.7489450264706,138.72376547424525,138.35331980381818,137.91330734957896,138.1343867138983,138.53207753196727,139.26955841555557,139.87536118323075,140.60746213552235,140.90060663028981,141.31443361154933,141.84107404136984,142.21172376866667,142.32071273805198,142.95190492227846,143.3697663032099,143.3219950455783
-0.25,169.04894296,172.39625215,178.07987373600002,180.93276652428568,186.44843585,191.11608387636363,190.93473423384617,192.0107366773333,191.55809294529413,191.31489354578946,190.7434165395238,189.28774194217388,189.481360492,190.38468215222224,190.0762415227586,190.26958424741935,191.89839991030303,193.4004162865714,193.95019306783786,195.29249995769229,194.2894557663415,192.79799339488375,191.83890817311115,191.86472244744687,191.56374179061223,191.7048963172549,190.65044953150934,190.55469619345456,190.55991476,191.03067636983047,191.97488191786883,192.9671147009524,193.31832746046155,193.4524772410448,193.42570890782605,193.55472942042255,193.841864790411,194.15392615546665,194.6361641149351,195.09388364468356,195.3785721269136,195.35097202951812
-0.2,513.99931364,533.6445797633334,537.0048898199999,537.8448125228571,547.2428220088889,551.0363808963637,545.505646793077,546.6532609826667,547.7669356735295,546.185447251579,545.5425960614286,545.9395601769565,547.7291093132,548.8484690144444,545.9377138113794,546.1603889619356,548.4642822175757,551.2087202297143,551.0726995362163,552.5990058176923,550.4914204734147,549.5558779699999,549.0938229068889,549.1860737776597,547.6328760481632,547.4606389333334,547.1939529460378,547.6313043438182,548.0257917794739,548.5285846664407,549.6967998221312,550.3523332133332,550.6106062775385,550.2617042125372,550.4957836098552,550.3253790818308,551.1126724583561,551.5713854832001,552.5456472271429,551.9218783297468,552.6091669902471,552.4383676426505
-0.15,742.79196074,760.5169333933334,771.4855083900001,772.4021122114285,772.7131881111112,771.5953808509091,771.1208803730768,776.0176780306667,775.8325730552941,771.4772721642105,770.3762026585714,772.3449057617391,773.7437970523999,774.7111516225925,775.1629269924138,776.2394697767742,776.9217425327273,779.5795486414286,779.299250097027,778.2398483492307,776.598058617561,777.5782517309301,778.340444641111,779.1801015393618,779.0924326459183,776.9528633264706,777.4741189243397,777.0565978090909,776.3345696264912,775.888767374407,775.5505125836067,775.3542551452381,775.943853279077,776.8675432580598,778.3422563695653,778.9298781392957,780.5171041073974,781.1237275581333,781.1242684062338,780.2353240424051,781.4826983246912,781.531782588554
