Time,Chi_r
0.201,0.087
0.401,0.240
0.600,0.283
0.800,0.315
1.000,0.294
1.200,0.285
1.400,0.311
1.600,0.349
1.800,0.322
2.000,0.324
2.200,0.341
2.400,0.333
2.600,0.314
2.800,0.306
3.000,0.326
3.200,0.303
3.400,0.291
3.600,0.284
3.800,0.309
4.000,0.314
4.200,0.314
4.400,0.296
4.600,0.318
4.800,0.323
5.000,0.306
5.200,0.334
5.400,0.315
5.600,0.324
5.800,0.314
6.000,0.312
6.200,0.332
6.400,0.307
6.600,0.303
6.800,0.302
7.000,0.307
7.200,0.311
7.400,0.312
7.600,0.316
7.800,0.327
8.000,0.317
8.200,0.305
8.400,0.307
8.600,0.289
8.800,0.311
9.000,0.321
9.200,0.320
9.400,0.307
9.600,0.305
9.800,0.308
10.001,0.315
10.200,0.310
10.400,0.300
10.600,0.309
10.800,0.327
11.000,0.312
11.200,0.325
11.400,0.299
11.600,0.322
11.800,0.311
12.000,0.307
12.200,0.330
12.400,0.324
12.600,0.315
12.800,0.327
13.000,0.318
13.200,0.311
13.401,0.347
13.600,0.308
13.800,0.291
14.000,0.300
14.200,0.307
14.400,0.320
14.600,0.288
14.800,0.323
15.000,0.307
15.200,0.312
15.400,0.309
15.600,0.325
15.800,0.302
16.000,0.324
16.201,0.315
16.400,0.313
16.600,0.306
16.800,0.310
17.000,0.303
17.200,0.281
17.400,0.305
17.600,0.322
17.800,0.329
18.000,0.318
18.200,0.333
18.400,0.331
18.600,0.335
18.800,0.324
19.000,0.333
19.200,0.349
19.400,0.309
19.600,0.311
19.800,0.330
20.000,0.320
20.200,0.305
20.400,0.309
20.600,0.299
20.800,0.323
21.000,0.321
21.200,0.306
21.400,0.303
21.600,0.304
21.800,0.297
22.000,0.309
22.200,0.318
22.400,0.319
22.600,0.290
22.800,0.299
23.000,0.353
23.200,0.291
23.400,0.300
23.600,0.298
23.800,0.295
24.000,0.307
24.200,0.320
24.400,0.307
24.600,0.310
24.800,0.336
25.000,0.310
25.200,0.339
25.400,0.303
25.600,0.317
25.800,0.314
26.000,0.308
26.200,0.320
26.400,0.335
26.601,0.313
26.800,0.329
27.000,0.303
27.200,0.298
27.400,0.294
27.600,0.323
27.800,0.322
28.000,0.329
28.200,0.318
28.400,0.329
28.600,0.323
28.800,0.326
29.000,0.320
29.200,0.317
29.400,0.328
29.600,0.305
29.800,0.337
30.000,0.314
30.200,0.314
30.400,0.328
30.600,0.301
30.800,0.322
31.000,0.331
31.200,0.322
31.400,0.316
31.600,0.312
31.800,0.309
32.000,0.306
32.200,0.308
32.400,0.319
32.600,0.318
32.800,0.303
33.000,0.294
33.200,0.303
33.400,0.318
33.600,0.297
33.800,0.334
34.000,0.320
34.200,0.313
34.400,0.315
34.600,0.293
34.800,0.311
35.000,0.320
35.200,0.304
35.400,0.319
35.600,0.309
35.800,0.336
36.000,0.305
36.200,0.336
36.400,0.325
36.600,0.300
36.800,0.302
37.000,0.300
37.200,0.311
37.400,0.332
37.600,0.342
37.800,0.308
38.000,0.323
38.200,0.338
38.400,0.315
38.600,0.316
38.800,0.318
39.000,0.312
39.200,0.307
39.400,0.311
39.600,0.320
39.800,0.317
40.001,0.316
40.200,0.338
40.400,0.325
40.600,0.309
40.800,0.320
41.000,0.292
41.200,0.347
41.400,0.304
41.600,0.301
41.800,0.300
42.000,0.344
42.200,0.324
42.400,0.290
42.600,0.312
42.800,0.297
43.000,0.287
43.200,0.316
43.401,0.309
43.600,0.309
43.800,0.307
44.000,0.316
44.200,0.312
44.400,0.313
44.600,0.320
44.800,0.308
45.000,0.318
45.200,0.305
45.400,0.315
45.600,0.288
45.800,0.299
46.000,0.296
46.200,0.274
46.400,0.298
46.600,0.296
46.800,0.294
47.000,0.305
47.200,0.305
47.400,0.319
47.600,0.304
47.800,0.301
48.000,0.312
48.200,0.304
48.400,0.329
48.600,0.323
48.800,0.327
49.000,0.312
49.200,0.312
49.400,0.302
49.600,0.311
49.800,0.320
50.000,0.315
50.200,0.294
50.400,0.306
50.600,0.307
50.800,0.329
51.000,0.314
51.200,0.316
51.400,0.323
51.600,0.306
51.800,0.333
52.000,0.315
52.200,0.279
52.400,0.307
52.600,0.317
52.800,0.311
53.000,0.316
53.200,0.306
53.400,0.327
53.600,0.314
53.800,0.308
54.000,0.319
54.200,0.290
54.400,0.301
54.600,0.309
54.800,0.316
55.000,0.316
55.200,0.294
55.400,0.333
55.600,0.315
55.800,0.294
56.000,0.327
56.200,0.311
56.400,0.328
56.600,0.322
56.800,0.302
57.000,0.332
57.200,0.309
57.400,0.345
57.600,0.327
57.800,0.313
58.000,0.326
58.200,0.299
58.400,0.321
58.600,0.321
58.800,0.289
59.000,0.304
59.200,0.341
59.401,0.306
59.600,0.326
59.800,0.317
60.000,0.325
60.200,0.312
60.400,0.318
60.600,0.325
60.800,0.309
61.000,0.311
61.200,0.308
61.400,0.300
61.600,0.302
61.800,0.313
62.000,0.312
62.200,0.337
62.400,0.290
62.600,0.304
62.800,0.292
63.000,0.284
63.200,0.333
63.400,0.303
63.600,0.307
63.800,0.303
64.000,0.323
64.200,0.302
64.400,0.316
64.600,0.309
64.800,0.305
65.000,0.304
65.200,0.335
65.400,0.311
65.600,0.343
65.800,0.303
66.000,0.308
66.200,0.308
66.400,0.324
66.600,0.309
66.800,0.320
67.000,0.317
67.200,0.331
67.400,0.330
67.600,0.286
67.800,0.317
68.000,0.325
68.200,0.307
68.400,0.287
68.600,0.320
68.800,0.305
69.000,0.316
69.200,0.296
69.400,0.296
69.600,0.314
69.800,0.291
70.000,0.296
70.200,0.288
70.400,0.317
70.600,0.312
70.800,0.310
71.000,0.311
71.200,0.336
71.400,0.311
71.600,0.319
71.800,0.323
72.000,0.310
72.200,0.320
72.400,0.321
72.600,0.297
72.800,0.324
73.000,0.300
73.200,0.321
73.401,0.312
73.600,0.303
73.800,0.308
74.000,0.316
74.200,0.298
74.400,0.313
74.600,0.306
74.800,0.298
75.000,0.325
75.200,0.299
75.400,0.288
75.600,0.287
75.800,0.341
76.000,0.317
76.200,0.296
76.400,0.304
76.600,0.303
76.800,0.311
77.000,0.298
77.200,0.294
77.400,0.310
77.600,0.305
77.800,0.311
78.000,0.307
78.200,0.291
78.400,0.309
78.600,0.290
78.800,0.293
79.000,0.299
79.200,0.306
79.400,0.312
79.600,0.298
79.800,0.327
80.000,0.298
80.200,0.303
80.400,0.293
80.600,0.287
80.800,0.285
81.000,0.295
81.200,0.312
81.400,0.308
81.600,0.317
81.800,0.296
82.000,0.320
82.200,0.319
82.400,0.320
82.600,0.309
82.800,0.302
83.000,0.315
83.200,0.304
83.400,0.326
83.600,0.319
83.800,0.318
84.000,0.321
84.200,0.306
84.400,0.323
84.600,0.319
84.800,0.312
85.000,0.318
85.200,0.309
85.400,0.304
85.600,0.320
85.800,0.311
86.000,0.318
86.200,0.304
86.400,0.301
86.600,0.336
86.800,0.304
87.000,0.320
87.200,0.309
87.400,0.309
87.601,0.298
87.800,0.303
88.000,0.309
88.200,0.309
88.400,0.306
88.600,0.298
88.800,0.284
89.000,0.291
89.200,0.296
89.400,0.318
89.600,0.308
89.800,0.320
90.000,0.289
90.200,0.303
90.400,0.306
90.600,0.310
90.800,0.324
91.000,0.314
91.201,0.295
91.400,0.322
91.600,0.314
91.800,0.304
92.000,0.285
92.200,0.290
92.400,0.310
92.600,0.309
92.800,0.326
93.000,0.314
93.200,0.317
93.400,0.300
93.600,0.310
93.800,0.322
94.000,0.323
94.200,0.304
94.400,0.296
94.600,0.334
94.800,0.321
95.000,0.299
95.200,0.298
95.400,0.292
95.600,0.305
95.800,0.296
96.000,0.315
96.200,0.307
96.400,0.306
96.600,0.315
96.800,0.320
97.000,0.284
97.200,0.312
97.400,0.300
97.600,0.287
97.800,0.319
98.000,0.296
98.200,0.323
98.400,0.317
98.600,0.296
98.800,0.300
99.000,0.297
99.200,0.307
99.400,0.310
99.600,0.320
99.800,0.320
100.001,0.329
100.200,0.316
100.400,0.324
100.600,0.328
100.800,0.311
101.000,0.330
101.200,0.334
101.400,0.323
101.601,0.301
101.800,0.307
102.000,0.335
102.200,0.301
102.400,0.318
102.600,0.298
102.800,0.283
103.000,0.284
103.200,0.314
103.400,0.307
103.600,0.302
103.800,0.303
104.000,0.315
104.200,0.299
104.400,0.311
104.600,0.284
104.800,0.290
105.000,0.276
105.200,0.301
105.400,0.306
105.600,0.320
105.800,0.309
106.000,0.293
106.200,0.300
106.401,0.291
106.600,0.294
106.800,0.299
107.000,0.299
107.200,0.327
107.400,0.321
107.600,0.327
107.800,0.324
108.000,0.317
108.200,0.331
108.400,0.300
108.600,0.322
108.800,0.313
109.000,0.319
109.200,0.319
109.400,0.302
109.600,0.333
109.800,0.307
110.000,0.324
110.200,0.311
110.400,0.325
110.600,0.318
110.800,0.295
111.000,0.332
111.200,0.331
111.401,0.324
111.600,0.322
111.800,0.326
112.001,0.323
112.200,0.331
112.400,0.318
112.600,0.321
112.800,0.317
113.000,0.331
113.200,0.307
113.400,0.327
113.600,0.325
113.800,0.317
114.000,0.320
114.200,0.324
114.400,0.319
114.600,0.316
114.800,0.328
115.000,0.328
115.200,0.310
115.400,0.312
115.600,0.289
115.800,0.315
116.000,0.298
116.200,0.304
116.400,0.289
116.600,0.300
116.800,0.294
117.000,0.315
117.200,0.277
117.400,0.288
117.600,0.299
117.800,0.288
118.000,0.287
118.200,0.290
118.400,0.295
118.600,0.303
118.800,0.306
119.000,0.309
119.200,0.290
119.400,0.308
119.600,0.306
119.800,0.325
120.000,0.311
120.200,0.289
120.400,0.304
120.600,0.308
120.800,0.299
121.000,0.304
121.200,0.305
121.401,0.305
121.600,0.317
121.800,0.305
122.000,0.317
122.201,0.312
122.400,0.328
122.600,0.330
122.800,0.299
123.000,0.321
123.200,0.314
123.400,0.322
123.600,0.310
123.800,0.293
124.000,0.305
124.200,0.312
124.400,0.320
124.600,0.307
124.800,0.305
125.000,0.310
125.200,0.311
125.400,0.326
125.600,0.329
125.800,0.304
126.000,0.300
126.200,0.294
126.400,0.292
126.600,0.324
126.800,0.293
127.000,0.308
127.200,0.303
127.400,0.312
127.600,0.321
127.800,0.305
128.000,0.302
128.200,0.324
128.400,0.292
128.600,0.300
128.800,0.320
129.000,0.320
129.200,0.306
129.400,0.316
129.600,0.304
129.800,0.301
130.000,0.305
130.200,0.305
130.400,0.316
130.600,0.297
130.800,0.331
131.000,0.319
131.200,0.298
131.400,0.286
131.600,0.301
131.800,0.294
132.000,0.297
132.200,0.305
132.400,0.316
132.600,0.318
132.800,0.291
133.000,0.317
133.200,0.301
133.400,0.319
133.600,0.288
133.800,0.298
134.000,0.314
134.200,0.316
134.400,0.310
134.600,0.311
134.800,0.304
135.000,0.303
135.200,0.300
135.400,0.313
135.600,0.319
135.800,0.344
136.000,0.316
136.200,0.328
136.400,0.333
136.600,0.289
136.800,0.339
137.000,0.316
137.200,0.304
137.400,0.329
137.600,0.318
137.800,0.332
138.000,0.310
138.200,0.327
138.400,0.299
138.600,0.286
138.800,0.308
139.000,0.310
139.200,0.314
139.400,0.289
139.600,0.298
139.800,0.303
140.000,0.297
140.200,0.299
140.400,0.290
140.600,0.285
140.800,0.307
141.000,0.311
141.201,0.310
141.400,0.302
141.600,0.304
141.800,0.306
142.001,0.314
142.200,0.331
142.400,0.301
142.600,0.302
142.800,0.312
143.000,0.312
143.200,0.314
143.400,0.313
143.600,0.296
143.800,0.296
144.000,0.305
144.200,0.307
144.400,0.324
144.600,0.294
144.800,0.296
145.000,0.290
145.200,0.314
145.400,0.297
145.600,0.329
145.800,0.316
146.000,0.319
146.200,0.319
146.400,0.325
146.600,0.314
146.800,0.308
147.000,0.289
147.200,0.286
147.400,0.284
147.600,0.284
147.800,0.295
148.000,0.290
148.200,0.290
148.400,0.289
148.600,0.303
148.800,0.318
149.000,0.321
149.200,0.290
149.400,0.308
149.600,0.301
149.800,0.296
150.000,0.321
150.200,0.287
150.400,0.290
150.600,0.313
150.800,0.312
151.000,0.335
151.200,0.312
151.400,0.302
151.600,0.302
151.800,0.304
152.000,0.324
152.200,0.313
152.400,0.302
152.600,0.310
152.800,0.303
153.000,0.300
153.200,0.346
153.400,0.307
153.600,0.325
153.800,0.317
154.000,0.321
154.200,0.302
154.400,0.329
154.600,0.308
154.800,0.296
155.000,0.310
155.200,0.312
155.400,0.331
155.600,0.305
155.800,0.324
156.000,0.306
156.200,0.326
156.400,0.324
156.600,0.289
156.800,0.309
157.000,0.301
157.200,0.301
157.400,0.334
157.600,0.331
157.800,0.321
158.000,0.322
158.200,0.317
158.400,0.315
158.600,0.324
158.800,0.306
159.000,0.316
159.200,0.318
159.400,0.321
159.600,0.329
159.800,0.313
160.000,0.318
160.200,0.331
160.400,0.294
160.600,0.291
160.800,0.280
161.000,0.308
161.200,0.299
161.400,0.314
161.601,0.292
161.800,0.307
162.000,0.319
162.200,0.300
162.400,0.298
162.600,0.297
162.800,0.309
163.001,0.301
163.200,0.303
163.400,0.291
163.600,0.299
163.800,0.278
164.000,0.310
164.200,0.294
164.400,0.302
164.600,0.316
164.800,0.304
165.000,0.288
165.200,0.325
165.400,0.308
165.601,0.325
165.800,0.330
166.000,0.293
166.200,0.303
166.400,0.297
166.600,0.291
166.800,0.297
167.000,0.321
167.200,0.297
167.400,0.319
167.600,0.305
167.800,0.289
168.000,0.294
168.200,0.314
168.400,0.323
168.600,0.296
168.800,0.295
169.000,0.321
169.200,0.314
169.400,0.315
169.600,0.330
169.800,0.282
170.000,0.306
170.200,0.298
170.400,0.309
170.600,0.310
170.800,0.302
171.000,0.280
171.200,0.331
171.400,0.298
171.600,0.312
171.800,0.305
172.000,0.279
172.200,0.322
172.400,0.301
172.601,0.316
172.800,0.340
173.000,0.301
173.200,0.311
173.400,0.330
173.600,0.300
173.800,0.298
174.000,0.314
174.200,0.311
174.400,0.307
174.600,0.301
174.800,0.321
175.000,0.297
175.200,0.293
175.400,0.310
175.600,0.287
175.800,0.310
176.000,0.320
176.200,0.287
176.400,0.306
176.600,0.310
176.800,0.295
177.000,0.306
177.200,0.285
177.400,0.305
177.600,0.303
177.800,0.306
178.000,0.323
178.200,0.314
178.400,0.312
178.600,0.286
178.800,0.314
179.000,0.295
179.200,0.308
179.400,0.325
179.600,0.316
179.800,0.325
180.000,0.325
180.200,0.305
180.400,0.318
180.600,0.301
180.800,0.332
181.000,0.310
181.200,0.320
181.400,0.312
181.600,0.326
181.800,0.320
182.000,0.300
182.200,0.319
182.400,0.313
182.600,0.322
182.800,0.323
183.000,0.319
183.200,0.317
183.400,0.313
183.600,0.308
183.800,0.298
184.000,0.284
184.200,0.299
184.400,0.305
184.600,0.314
184.800,0.309
185.000,0.307
185.200,0.304
185.400,0.318
185.600,0.313
185.800,0.313
186.000,0.303
186.200,0.304
186.400,0.311
186.600,0.318
186.800,0.313
187.000,0.299
187.200,0.326
187.400,0.296
187.600,0.296
187.800,0.296
188.000,0.314
188.200,0.287
188.400,0.317
188.600,0.309
188.800,0.323
189.000,0.294
189.200,0.289
189.400,0.336
189.600,0.303
189.800,0.317
190.000,0.315
190.200,0.286
190.400,0.293
190.600,0.291
190.800,0.301
191.000,0.316
191.200,0.309
191.400,0.295
191.600,0.299
191.801,0.303
192.000,0.318
192.200,0.298
192.400,0.308
192.600,0.309
192.800,0.292
193.000,0.298
193.200,0.316
193.400,0.291
193.600,0.295
193.800,0.318
194.000,0.311
194.200,0.310
194.400,0.299
194.600,0.295
194.800,0.307
195.000,0.291
195.200,0.282
195.400,0.283
195.600,0.297
195.800,0.302
196.000,0.296
196.200,0.316
196.400,0.300
196.600,0.309
196.800,0.332
197.000,0.317
197.200,0.303
197.400,0.305
197.600,0.284
197.800,0.289
198.000,0.303
198.200,0.307
198.400,0.319
198.600,0.293
198.800,0.298
199.000,0.295
199.200,0.332
199.400,0.299
199.600,0.284
199.800,0.286
200.000,0.288
