z-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.5,avgTimeRange_26.2,avgTimeRange_31.0,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.1,avgTimeRange_49.8,avgTimeRange_54.5,avgTimeRange_59.3,avgTimeRange_64.1,avgTimeRange_68.7,avgTimeRange_73.4,avgTimeRange_78.1,avgTimeRange_83.0,avgTimeRange_87.7,avgTimeRange_92.5,avgTimeRange_97.4,avgTimeRange_102.2,avgTimeRange_107.0,avgTimeRange_111.8,avgTimeRange_116.6,avgTimeRange_121.3,avgTimeRange_126.0,avgTimeRange_130.7,avgTimeRange_135.5,avgTimeRange_140.2,avgTimeRange_144.9,avgTimeRange_149.8,avgTimeRange_154.5,avgTimeRange_159.1,avgTimeRange_163.9,avgTimeRange_168.6,avgTimeRange_173.3,avgTimeRange_178.0,avgTimeRange_182.8,avgTimeRange_187.4,avgTimeRange_192.2
0.1016,65.54075728890975,73.23834318914001,84.90031417972037,87.23762827550954,94.14395909017807,94.09497955506895,92.07738146660442,90.27943868515916,94.03688201467357,96.785185300664,96.05070168958865,95.3948487979864,96.14371537599715,95.86501737843663,95.01677485667848,95.05290751614788,95.34812260762534,94.58600055743958,93.9246258840069,93.15350046766171,94.4808425127142,95.95686569275053,97.51061855316874,97.8103046285009,97.34282363917175,96.8821902585947,96.37742137528161,96.36235405094497,96.37072480050533,96.08820958415349,96.55730835730137,96.77755021550306,96.63888420367141,97.08224365885853,99.3480065391685,99.03232981908451,98.38936817414171,98.17629928123493,97.54361610875917,97.14573185877305,97.3321292987414
0.127,70.51971650926816,82.82587050684782,92.66423507032347,95.94417219867056,103.11121847310885,103.80468201026176,101.66518796982028,99.74181016358246,101.30206297305638,104.31580791322894,103.75252433860906,103.19414415254302,104.00050365458762,103.55985538257869,102.78289417135471,102.72142660741478,103.2137716217169,102.58358760177723,101.85122975987845,100.93456436558256,101.99577018007838,103.64595021342554,105.5911467260769,106.29026714932927,105.87123753412354,105.2186300662573,104.64370695291325,104.42056184134695,104.25259578180793,103.70586092438009,104.05930540939909,104.33569826167032,104.12152170645606,104.90794320853772,107.31843294343132,106.86052044558424,106.14445629515576,105.87055089172516,105.15017438254675,104.64199196228236,104.7600250737497
0.1524,67.8801804676866,88.50092811256259,97.98949268802639,102.11776175914736,108.48956139709686,110.13612753818919,107.64818253065201,105.3672016999585,105.51954168321038,107.70940213526035,107.29167884933851,106.85103993956993,108.17481600852388,107.27043508355683,106.70812204173929,106.34301979659088,106.80051358028615,106.60328618181029,105.86695221191786,104.97898798290849,105.11503734873199,106.57804004863468,108.67688490817557,109.63232134848114,109.21947264242125,108.34487540099649,107.80705003786741,107.34374539147947,107.1113323039897,106.30441621768503,106.25014728851407,106.58080150561271,106.36337800543168,107.21152417246405,109.13864330303042,108.66068491708856,107.95272185072596,107.63147069262278,106.91940895809512,106.39366012853739,106.23846459138522
0.1778,59.72686878699823,86.93137485428733,98.1129260384053,101.54917495401821,107.15213890644182,108.90135093265373,106.01760862428647,103.42925568854056,103.84155561658855,104.98167118694589,104.45392410990318,104.13736646311197,106.00011579483802,104.92334279243065,104.41410109716264,103.87397135742948,103.98563938248635,104.03219401874485,103.28077114849698,102.54659178369795,102.15200042215443,103.37994889843398,105.25641852893717,106.18074749773251,105.65533319409184,104.75335324144879,104.25485437885357,103.77200949179878,103.58740334920431,102.7045143843791,102.37040919863836,102.68646165897248,102.61421966508475,103.20729403590065,104.64552692633903,104.31788125748805,103.67757548895595,103.36791442103329,102.75292779674841,102.30628149192873,101.99649697103315
0.2032,51.26463108209247,82.24567005470753,97.83033855418039,97.98186908036547,101.31315113779182,102.34913743652066,98.86511451374231,95.90715432494261,98.45237283711553,98.03387080345266,97.01777757099485,96.72914024837641,99.62139469351371,98.47751189453199,97.68778166665227,97.08738052704041,96.57504851543423,96.71704182062462,95.85272601526987,95.46916883655186,94.56705097562555,95.56043025152356,96.7814627056522,97.37398627399135,96.68928713248111,95.86858303049307,95.39506278722581,94.9575083382941,95.03150717704168,94.15394278338111,93.6722772537791,93.85924635914161,94.14269886120844,94.21298817602232,95.26140295703777,95.27377721186579,94.78830944577156,94.48434145786963,94.0900188571981,93.84523582146953,93.47820681235976
0.254,64.71738302726354,78.14138527305792,102.09885100660321,99.3003113770805,100.18231031613487,99.59246550838269,96.56707744305633,93.32747185912666,100.32635245268368,100.49660521138851,98.89638563480861,97.96279036450382,101.4867769313943,100.64496402905117,99.32301754747738,99.02065496197541,98.76625234577931,98.4503319222838,97.638017887658,97.69357075261517,97.6093444810981,98.88342915884515,99.79745956678384,99.44598186833059,98.84061919219538,98.29205280435234,97.73070744339651,97.46182531515944,98.26774260374813,97.87111429813797,97.74217428703749,97.70025774890419,98.03998960876582,97.74392228444249,99.1376919107679,99.2597201001346,98.74067276202874,98.48580789774043,98.08313459246794,97.89651408478396,97.77768368505329
0.3048,73.55433963933704,91.92980221269367,106.45905489379969,109.98829178472849,113.02373016623176,112.54813717559678,110.4115814765552,107.78945071680342,110.8010621921877,112.82255464640292,111.67919302231856,111.24391723882015,113.60088333943254,113.13784297020122,112.03792302889839,111.88420216079822,112.2943861509514,112.079870054247,111.23800333370549,111.04738140674515,111.45697809268106,113.20103147060773,115.18150179488043,115.42668616882935,114.86826987434024,114.13996033588842,113.51703082988502,112.99747271842813,113.42888521122379,112.75625380588728,112.78071689838794,112.85538572242655,112.95563436666056,113.44803661657836,115.77669940376163,115.57209981600211,114.81523920350853,114.75801635797036,114.0913285310221,113.46598703933208,113.54811490481639
0.3556,59.79253320285395,94.1935929038319,106.30012187306721,112.39950442486611,114.24443375137803,114.56399429469224,112.20902972823174,110.0954436744429,110.86010660482647,111.66835984301079,111.11099079175445,111.16185263497043,113.34041476427319,112.60049611329649,111.79861833885032,111.98012657212752,111.72361081337255,111.89784303270118,111.20379915147443,110.52850295963307,110.10646954661846,111.204661742352,112.84129224611696,113.42197624593429,112.76480575756936,111.82156753722735,111.2575234304508,110.87691412165755,111.1001790919781,110.0580715982157,109.57667730511015,109.74288981802736,110.24617897745044,110.68466915971366,112.49161089155828,112.5183991167503,111.96799182689352,111.72343678017634,111.09658964331227,110.6357857191915,110.27800974041553
0.4064,52.431303142025726,86.13632186778848,106.47322804643265,104.782947642945,104.20966697521087,104.27932683600825,101.1972805841084,98.56284197822549,102.368106927214,101.29992004799246,100.42093403294612,100.01322114937129,104.17631661016468,103.42745604982306,102.20435224396414,102.88244581224173,102.22673664551313,102.47547647003589,101.67623519528355,101.10862484870133,100.13282773412811,101.11239110104928,101.86714443637132,101.72412415861446,100.88848771866843,100.02224019882014,99.32238455494691,98.88570820976456,99.6029857093915,98.60613135265024,98.02852389978484,97.97513732135356,99.35902582072522,99.15783309481591,100.508438957065,100.83260699848036,100.56378659049436,100.12584325304108,99.8257976170356,99.98613865846905,99.77995445148878
0.4572,51.01053832522685,79.34865132042543,99.40254402337533,98.38351147967867,95.01385367107696,93.97578110608929,92.35388744001044,89.13512370331101,94.15392962990936,93.17853480332342,91.64109246023409,91.8241392233226,96.60295931350808,96.16184463560435,94.72564926177084,95.18605527619545,95.0991839143222,95.55259780248004,94.78346532219436,94.95110531907781,94.12087977554353,95.24088372857011,96.00334432006302,95.3178030138751,94.62860144619277,93.88913638531979,93.1888753185199,92.54276527875916,94.09162677131485,93.5290712557823,93.33746502208211,93.09941287577641,94.49101511527167,94.14946740389628,95.65205738654187,95.71048454942569,95.67443966791879,95.63701448707101,95.58686432285288,95.69889535963017,95.80815124873344
0.508,45.783589733560646,77.61687451754436,90.13311850104951,96.73960573109888,93.50561907524262,91.6676060740096,90.8147637949875,88.5841243485182,90.9618260427272,90.76836398772612,90.07785601694636,90.3806302961621,93.5376645306615,93.44707593842585,92.43610539049399,93.17267646769359,92.76189515740533,93.19864517499163,92.84041202452617,93.3444809749811,92.90662582738625,93.61758676351822,94.40596552497009,93.88331591106923,93.24313704580719,92.56903343879922,91.91065800485578,91.64860732551703,92.8899911435664,92.20986869890423,92.11436577001398,91.98535898984862,93.43529313229551,93.26984800797051,95.1827948449011,95.4518923607415,95.35549554892432,95.56461321398203,95.5034349471137,95.10375354148206,95.07017957999197
0.5588,41.07219844761607,73.38167290771764,84.09807695630549,88.15837775316227,86.71869290504544,85.87110652680772,85.29485771775316,84.08110420174208,85.43288705415314,85.78988440742634,86.13524250707943,85.99364520832493,88.71914854356449,88.84136185245575,88.13867274222339,89.7538143478157,89.40646088709258,89.86347904511798,90.07589331168259,89.89458151275782,89.61771917153531,90.14019859436654,90.43791902606351,90.05331879941743,89.41256740044011,88.73900400510058,88.1149166179063,88.03256077266367,88.83333557860672,87.95373895401504,87.56126658157427,87.47178768849786,89.17877645238426,89.07194840900917,90.84803356575212,91.27712868391066,91.14793628963919,91.06460088851344,90.85338469647812,90.77050744483913,90.60858415688405
