z-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.6,avgTimeRange_26.4,avgTimeRange_31.1,avgTimeRange_35.9,avgTimeRange_40.6,avgTimeRange_45.3,avgTimeRange_50.1,avgTimeRange_54.8,avgTimeRange_59.7,avgTimeRange_64.5,avgTimeRange_69.2,avgTimeRange_74.0,avgTimeRange_78.9,avgTimeRange_83.7,avgTimeRange_88.4,avgTimeRange_93.3,avgTimeRange_98.1,avgTimeRange_102.9,avgTimeRange_107.7,avgTimeRange_112.6,avgTimeRange_117.4,avgTimeRange_122.1,avgTimeRange_127.0,avgTimeRange_131.7,avgTimeRange_136.4,avgTimeRange_141.1,avgTimeRange_145.9,avgTimeRange_150.7,avgTimeRange_155.5,avgTimeRange_160.2,avgTimeRange_165.1,avgTimeRange_169.9,avgTimeRange_174.7,avgTimeRange_179.5,avgTimeRange_184.1,avgTimeRange_188.9,avgTimeRange_193.6,avgTimeRange_198.4
0.1016,92.2486557967615,114.2827465925882,124.3320954935353,121.92782963561488,120.524846054928,121.95372101010864,122.79955802791712,122.5874962392238,120.91314026327773,119.64450012205599,119.14579016113055,116.78507813332796,115.95658570148282,115.18479399257902,116.54708407090902,116.59622133113524,115.6510548556045,115.27860634427167,114.95625538326303,114.62108894515701,114.30251192692288,114.64561543983548,114.50919268130652,114.7898413118331,115.08557258834846,115.16937194751154,115.29131050969288,115.09746252807079,114.71049379282105,114.41896568044551,114.50549450174043,114.38625311730321,114.1511577125868,113.9844722556014,114.36039480652589,116.24094192283238,117.8713570497736,118.8573750535045,119.18479369103285,119.04067982310568,119.68366977204244,120.16107607140836
0.127,108.06087675978323,128.23854870060637,139.35902734024296,135.06989745129366,132.41484591291,134.01162464567338,134.49542219432485,133.79984066867925,132.06592724150053,130.70348877402955,130.1087196470989,127.97467905932932,127.37466855731503,126.6032315350953,127.58891117706769,127.50560923593005,126.43520778034198,125.9576832927095,125.55350842434686,125.30903648347959,124.89332096785603,125.33255895414108,125.224499095734,125.3526577765174,125.69664199044354,125.76857295922977,125.99932640973134,125.84370147019929,125.49078595787931,125.09854193272633,125.29447456058783,125.11364373895837,124.7524640143245,124.70486008492291,125.05236711602777,126.60332368474967,128.00507858036576,128.9301664552367,129.15528059418315,129.01197525247213,129.6633320583579,129.94854349691516
0.1524,132.15876515625584,138.4367867069668,149.60272647365835,145.33136519846647,141.82380034300667,142.79509606673173,143.23505328863234,142.28913429679483,140.87757207042418,138.80502063132838,138.49672398894415,136.83940330859332,136.8864599198757,136.58210325368069,137.6517859671696,137.5017468639844,136.32612680664255,136.1645322499833,135.48686615801563,135.43215736730866,135.21778862538193,135.72861277763818,135.82089981143238,135.95347709742336,136.48977203554205,136.55461455690622,136.50717081950236,136.3570236827125,135.97275435860308,135.58658175843735,135.78443708400968,135.5776998407727,135.27919749759445,135.32883823329018,135.4938019007501,135.83920086771394,136.31038588880708,136.4664979752652,136.7819867138113,136.69532398852047,137.03090021359202,136.93456698973384
0.1778,132.74976544343735,133.50825307666756,143.74985192720607,141.4791891460519,138.47931138999357,139.06681164265768,139.8237267522606,139.1261060846885,137.80683818616222,135.37830676255365,135.34678141848022,133.64967098223525,133.87071236602787,133.68592784358154,135.26628568452585,135.2326974850876,134.06551534639854,134.17083068183712,133.39886506292453,133.32991847689902,133.3656856580158,133.86041446843194,134.0427894694108,134.35807085597713,134.87488030735753,134.89177252218062,134.6248465124819,134.43638385842902,133.94399889121507,133.61011776690592,133.7143015971555,133.52580527102734,133.3920846404179,133.35047363107324,133.4534000754888,133.58833551616823,133.8067822222761,133.7035965475452,134.17012273050955,134.10156724952782,134.2803031196511,134.2050798358474
0.2032,126.46389063925362,129.92885966241442,138.4407477915745,137.4703981885237,135.11636101299734,136.1389893798959,137.1332623723316,136.6492841282554,135.18100675440039,132.89185842120233,132.85606222579983,130.80452894302175,130.75025864573243,130.29770629736507,132.17170860536874,132.25705341264165,131.1042764011008,131.24144333679703,130.50390265973095,130.38012087156142,130.50335787154438,130.92203562954163,131.0650991959371,131.51793264126238,131.81202541128084,131.7579698650708,131.5787307365971,131.35288780368597,130.74366263476833,130.31617996081457,130.37174073752846,130.15841568699753,130.1848941897431,130.00902728879706,130.14233782564872,130.87086936745533,131.3592083994413,131.58294789106546,132.02888123928236,131.93919946503087,132.28100458131047,132.54061068828287
0.254,167.60058408688155,176.87007858265324,184.25682093578902,177.33838644118725,171.87345048197176,172.59658618991162,173.8426392278658,172.22707404372545,170.07231888605543,167.35873637258592,166.7565554350469,165.031416491163,165.38074234989992,165.09977770126326,166.39796829126414,166.16092872555765,164.80212324123636,164.84054815624134,163.77122187255185,163.68939779413526,163.3883693295129,163.8350109139838,163.9841720630565,164.2483247652137,164.95941076312062,164.97211027112172,165.01391316660906,164.74298007685698,164.2446948592804,163.63074377942615,163.90166132125313,163.43463149910988,163.0949500437255,163.20480604467167,163.44956270773318,164.1377395569991,164.57583845399446,164.90120237820895,164.942896489785,164.59130142454964,164.80413721471334,164.74680668090022
0.3048,173.96574357757612,171.01750423512087,175.9746427824702,172.06539694588037,167.1880825499005,167.45611624458832,168.57954047928047,167.0635696763643,165.19504679939263,162.3546738395101,162.02968876346551,160.56777795818758,161.39806468211603,161.11643682058133,162.6785176763866,162.5822825805023,161.46741776386563,161.67094855864545,160.4754504818648,160.5441267972266,160.52864319737066,161.0930121294562,161.52022602693876,161.90661015245774,162.1949294515382,162.1020470274174,161.96778200644067,161.74303567678425,161.0462527587402,160.3850755519632,160.45894310417017,159.9843655325223,159.87075208008696,159.85066036639225,159.9035879195833,160.021856109864,159.77826886105737,159.6892344978826,159.793121148519,159.4413240992383,159.52472839046482,159.56765435799235
0.3556,172.29749646288613,168.6339336979796,170.768819056976,166.67921854373262,161.64498615854532,161.57910418353822,162.92912027383585,161.70689180447232,159.65349272258928,157.20191042794488,156.78404081146718,155.2416665595871,155.95378078683424,156.08812442047147,157.52243270993986,157.49547388645743,156.6786075081658,156.95799185591335,155.78893473698554,155.9241761377908,155.57596278404023,156.09871859989136,156.6459171416271,156.9756958040581,157.23493267944664,157.11252917319308,157.1560796392911,156.92398285215646,156.24812484566564,155.47701388005083,155.4349372609999,154.86320917476962,154.7048375053187,154.66388281976577,154.64396056983634,154.7072724773221,154.3574752487256,154.25047322107045,154.26848767626004,153.87861926305484,154.04187575433747,154.26806474633824
0.4064,175.43373219509604,167.40248943864205,166.8442099965492,164.24285113823873,159.92212034983697,159.57068273677984,160.43320968438871,159.70451659911294,157.58139261544346,155.86149094472637,155.3573255203206,153.96104906135162,154.95643588174724,155.04550554335287,156.26290544172247,156.28354682691486,155.72459278431916,155.7748719352917,154.56703303570598,154.82037062822016,154.36133496339323,154.9558910745595,155.7133341036495,155.91871099289693,155.8927633076395,155.766446561462,155.88082657682352,155.76276171922092,155.1616102115404,154.37503091416104,154.1474269827608,153.59774107069367,153.38908274355515,153.25744874229915,153.2585159120257,153.08273735861383,152.5795164975228,152.4118533913708,152.403961829306,152.00566742495909,152.13283513250323,152.58104063545784
0.4572,170.31336812237467,161.54215159645378,161.0645386808487,158.70991852554613,155.26767166280956,154.13603857245502,155.06335375739144,154.64640050400925,152.4802157361266,151.15831819318504,150.5591972912179,149.0720013184268,149.84757666790827,150.18557280363663,151.16541191385105,151.2434216755522,150.98676146609745,150.95188372039496,149.9554706356749,150.22137799621478,149.62023489493205,150.14713470055256,150.963398937375,151.09139956979902,151.0006421764913,150.8013164020649,150.98282218577384,150.9028048985385,150.41850519904474,149.58754107456406,149.30082995607538,148.70673336759413,148.47642467868363,148.30736034356286,148.24518663008038,147.91022524749908,147.3121287604168,147.09465820921181,147.0752228216747,146.688603502204,146.90260707989137,147.61380408448338
