cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.0121800E+001, 2.5068602E+000,-5.0000000E-001, 1.2202699E+003, 1.2802311E+003, 1.1707275E+003, 1.0063066E+003, 8.6499282E+002, 7.4487138E+002, 2.6142408E+002, 3.3131411E+002, 4.1596211E+002, 4.4269157E+002, 4.1045054E+002, 3.5639168E+002,-2.0500000E+001, 1.4616412E-026, 1.0541943E-016, 1.6803022E-013, 1.3548888E-005, 2.9189359E-004, 1.1670266E-025, 2.5878916E-015, 2.0683484E-012, 5.3124394E-004, 5.1582141E-003
 9.9696970E-001, 3.0121800E+001, 2.5068602E+000,-2.0000000E-002, 1.2202699E+003, 1.2802311E+003, 1.1707275E+003, 1.0063066E+003, 8.6499282E+002, 7.4487138E+002, 2.6142408E+002, 3.3131411E+002, 4.1596211E+002, 4.4269157E+002, 4.1045054E+002, 3.5639168E+002,-2.0006024E+001, 1.4616412E-026, 1.0541943E-016, 1.6803022E-013, 1.3548888E-005, 2.9189359E-004, 1.1670266E-025, 2.5878916E-015, 2.0683484E-012, 5.3124394E-004, 5.1582141E-003
 1.4939394E+000, 2.5030169E+001, 2.6427057E+000, 4.6000000E-001, 1.2208541E+003, 1.2827303E+003, 1.1671428E+003, 1.0072143E+003, 8.6486839E+002, 7.4657860E+002, 2.6000170E+002, 3.2998119E+002, 4.1325633E+002, 4.4286157E+002, 4.1123551E+002, 3.6012418E+002,-1.9512048E+001, 3.8797781E-025, 1.5019169E-014, 1.6164461E-011, 5.3624702E-005, 6.5816199E-004, 5.2515630E-024, 3.9406539E-013, 2.0873120E-010, 1.8641201E-003, 8.6753786E-003
 1.9909091E+000, 1.9858464E+001, 2.8164305E+000, 9.4000000E-001, 1.2405967E+003, 1.2596485E+003, 1.1462638E+003, 9.9536535E+002, 8.5458939E+002, 7.4187228E+002, 2.7750113E+002, 3.4984936E+002, 4.2296215E+002, 4.4173519E+002, 4.1048652E+002, 3.6087417E+002,-1.9018072E+001, 3.8797781E-025, 1.5019169E-014, 1.6164461E-011, 5.3624702E-005, 6.5816199E-004, 5.2515630E-024, 3.9406539E-013, 2.0873120E-010, 1.8641201E-003, 8.6753786E-003
 2.4878788E+000, 1.6994634E+001, 2.8581023E+000, 1.4200000E+000, 1.2239044E+003, 1.2024760E+003, 1.1052948E+003, 9.7186153E+002, 8.3696872E+002, 7.3071817E+002, 3.2320461E+002, 3.8241022E+002, 4.3618100E+002, 4.4140639E+002, 4.0941241E+002, 3.5868291E+002,-1.8524096E+001, 1.7035843E-023, 1.7366624E-012, 1.0599833E-009, 1.0431827E-004, 1.2075257E-003, 2.4729306E-022, 4.8438001E-011, 1.3737655E-008, 2.7159228E-003, 1.1583405E-002
 2.9848485E+000, 1.5121758E+001, 2.8770526E+000, 1.9000000E+000, 1.1412920E+003, 1.1251767E+003, 1.0545008E+003, 9.3403469E+002, 8.1267205E+002, 7.1470139E+002, 3.7633029E+002, 4.1480568E+002, 4.5030048E+002, 4.3807595E+002, 4.0563601E+002, 3.5399434E+002,-1.8030120E+001, 1.7035843E-023, 1.7366624E-012, 1.0599833E-009, 1.0431827E-004, 1.2075257E-003, 2.4729306E-022, 4.8438001E-011, 1.3737655E-008, 2.7159228E-003, 1.1583405E-002
 3.4818182E+000, 1.3646709E+001, 2.8929336E+000, 2.3800000E+000, 1.0299146E+003, 1.0551032E+003, 1.0004910E+003, 8.9087077E+002, 7.8378531E+002, 6.9595139E+002, 4.1969706E+002, 4.4215597E+002, 4.5959253E+002, 4.3526267E+002, 3.9939031E+002, 3.4700096E+002,-1.7536145E+001, 7.7639153E-022, 1.4262085E-010, 5.3280075E-008, 2.3448410E-004, 2.0793892E-003, 1.2626671E-020, 4.1747644E-009, 6.9558366E-007, 4.2689739E-003, 1.4231386E-002
 3.9787879E+000, 1.2396695E+001, 2.8869553E+000, 2.8600000E+000, 9.3745542E+002, 9.8800759E+002, 9.4353199E+002, 8.4420415E+002, 7.5188584E+002, 6.7486160E+002, 4.4813855E+002, 4.5727673E+002, 4.6286786E+002, 4.2881749E+002, 3.8924990E+002, 3.3865607E+002,-1.7042169E+001, 7.7639153E-022, 1.4262085E-010, 5.3280075E-008, 2.3448410E-004, 2.0793892E-003, 1.2626671E-020, 4.1747644E-009, 6.9558366E-007, 4.2689739E-003, 1.4231386E-002
 4.4757576E+000, 1.1304755E+001, 2.8757035E+000, 3.3400000E+000, 8.7841982E+002, 9.2514042E+002, 8.8277944E+002, 7.9737409E+002, 7.1819868E+002, 6.5067886E+002, 4.5872477E+002, 4.6461142E+002, 4.5607312E+002, 4.1958830E+002, 3.7618903E+002, 3.2718447E+002,-1.6548193E+001, 3.6650562E-020, 7.8207138E-009, 1.7591817E-006, 6.5286680E-004, 3.5808575E-003, 6.9759156E-019, 2.3362121E-007, 2.2629513E-005, 7.8208821E-003, 1.8375312E-002
