Time,Chi_r
79.600,0.299
79.800,0.291
80.000,0.311
80.200,0.298
80.400,0.301
80.600,0.292
80.800,0.303
81.000,0.295
81.200,0.312
81.400,0.318
81.600,0.309
81.800,0.302
82.000,0.321
82.200,0.313
82.400,0.324
82.600,0.320
82.800,0.289
83.000,0.323
83.200,0.328
83.400,0.319
83.600,0.300
83.800,0.307
84.000,0.290
84.200,0.313
84.400,0.295
84.600,0.309
84.800,0.308
85.000,0.329
85.200,0.326
85.400,0.338
85.601,0.318
85.800,0.318
86.000,0.311
86.200,0.290
86.400,0.292
86.601,0.293
86.800,0.291
87.000,0.282
87.200,0.291
87.400,0.292
87.600,0.304
87.800,0.306
88.000,0.286
88.200,0.309
88.400,0.297
88.600,0.298
88.800,0.328
89.000,0.305
89.200,0.306
89.400,0.308
89.600,0.308
89.800,0.323
90.000,0.305
90.200,0.286
90.400,0.288
90.600,0.301
90.800,0.287
91.000,0.322
91.200,0.299
91.400,0.320
91.600,0.306
91.800,0.302
92.000,0.287
92.200,0.293
92.400,0.305
92.600,0.308
92.800,0.306
93.000,0.283
93.200,0.276
93.400,0.290
93.600,0.292
93.801,0.300
94.000,0.312
94.200,0.293
94.400,0.303
94.600,0.310
94.800,0.321
95.000,0.305
95.200,0.316
95.400,0.296
95.600,0.326
95.800,0.305
96.000,0.312
96.200,0.306
96.400,0.295
96.600,0.282
96.800,0.289
97.000,0.314
97.200,0.312
97.400,0.292
97.600,0.295
97.800,0.288
98.000,0.293
98.200,0.317
98.400,0.313
98.600,0.303
98.800,0.302
99.000,0.294
99.200,0.302
99.400,0.295
99.600,0.302
99.800,0.298
100.000,0.297
100.200,0.309
100.400,0.297
100.600,0.301
100.800,0.321
101.000,0.307
101.200,0.298
101.400,0.302
101.600,0.309
101.800,0.303
102.000,0.319
102.200,0.330
102.400,0.299
102.600,0.306
102.800,0.323
103.000,0.316
103.200,0.305
103.400,0.306
103.600,0.296
103.800,0.298
104.000,0.290
104.200,0.287
104.400,0.296
104.600,0.292
104.800,0.300
105.000,0.306
105.200,0.311
105.400,0.305
105.600,0.316
105.800,0.312
106.000,0.298
106.200,0.317
106.400,0.307
106.600,0.300
106.800,0.315
107.000,0.305
107.200,0.319
107.400,0.304
107.600,0.294
107.800,0.291
108.000,0.313
108.200,0.309
108.400,0.311
108.600,0.312
108.800,0.322
109.000,0.317
109.200,0.315
109.400,0.299
109.600,0.296
109.800,0.289
110.000,0.310
110.200,0.317
110.400,0.297
110.600,0.298
110.800,0.290
111.000,0.293
111.200,0.309
111.400,0.293
111.600,0.281
111.800,0.290
112.000,0.296
112.200,0.319
112.400,0.286
112.601,0.320
112.801,0.326
113.000,0.323
113.200,0.320
113.400,0.318
113.600,0.315
113.800,0.319
114.000,0.302
114.200,0.305
114.400,0.318
114.600,0.286
114.800,0.299
115.000,0.296
115.201,0.320
115.400,0.316
115.600,0.288
115.800,0.316
116.000,0.319
116.200,0.334
116.400,0.336
116.600,0.325
116.800,0.338
117.000,0.321
117.200,0.308
117.400,0.328
117.600,0.301
117.800,0.311
118.000,0.320
118.200,0.310
118.400,0.301
118.600,0.324
118.800,0.307
119.000,0.307
119.200,0.297
119.400,0.318
119.600,0.303
119.800,0.327
120.000,0.305
120.201,0.320
120.400,0.309
120.600,0.286
120.800,0.301
121.000,0.317
121.201,0.318
121.400,0.304
121.600,0.297
121.800,0.292
122.000,0.315
122.200,0.314
122.400,0.328
122.600,0.319
122.800,0.310
123.000,0.340
123.200,0.311
123.400,0.306
123.600,0.311
123.800,0.301
124.000,0.317
124.200,0.312
124.400,0.324
124.600,0.345
124.801,0.335
125.000,0.324
125.200,0.326
125.400,0.323
125.600,0.303
125.800,0.327
126.000,0.307
126.200,0.305
126.400,0.316
126.600,0.295
126.800,0.301
127.000,0.293
127.200,0.279
127.400,0.308
127.600,0.296
127.800,0.291
128.000,0.294
128.200,0.304
128.400,0.294
128.600,0.300
128.800,0.309
129.000,0.306
129.200,0.324
129.400,0.301
129.600,0.311
129.800,0.304
130.000,0.303
130.200,0.307
130.400,0.315
130.600,0.332
130.800,0.319
131.000,0.301
131.200,0.319
131.400,0.307
131.600,0.311
131.800,0.305
132.000,0.302
132.200,0.310
132.400,0.291
132.600,0.289
132.800,0.300
133.000,0.317
133.200,0.298
133.400,0.297
133.600,0.297
133.800,0.289
134.000,0.310
134.200,0.297
134.400,0.324
134.600,0.307
134.800,0.305
135.000,0.305
135.200,0.302
135.400,0.315
135.600,0.338
135.801,0.326
136.000,0.319
136.200,0.307
136.400,0.318
136.600,0.316
136.801,0.326
137.000,0.308
137.200,0.327
137.400,0.307
137.600,0.308
137.800,0.297
138.000,0.292
138.200,0.311
138.400,0.313
138.600,0.316
138.800,0.309
139.000,0.296
139.200,0.323
139.400,0.308
139.600,0.329
139.800,0.307
140.000,0.297
140.200,0.312
140.400,0.313
140.600,0.311
140.800,0.312
141.000,0.298
141.200,0.290
141.400,0.289
141.600,0.286
141.800,0.309
142.000,0.303
142.200,0.303
142.400,0.313
142.600,0.299
142.800,0.313
143.000,0.298
143.200,0.300
143.400,0.295
143.600,0.296
143.800,0.292
144.000,0.301
144.200,0.297
144.400,0.294
144.600,0.325
144.800,0.323
145.000,0.298
145.200,0.327
145.400,0.325
145.600,0.322
145.800,0.306
146.000,0.307
146.200,0.297
146.400,0.310
146.600,0.306
146.800,0.293
147.000,0.292
147.200,0.283
147.400,0.298
147.600,0.294
147.800,0.320
148.000,0.298
148.200,0.318
148.400,0.312
148.600,0.313
148.800,0.288
149.000,0.292
149.200,0.304
149.400,0.313
149.600,0.318
149.800,0.300
150.000,0.309
150.200,0.312
150.400,0.304
150.600,0.315
150.800,0.324
151.000,0.313
151.200,0.321
151.400,0.312
151.600,0.331
151.800,0.326
152.000,0.314
152.200,0.320
152.400,0.315
152.600,0.307
152.800,0.322
153.000,0.305
153.200,0.312
153.400,0.304
153.600,0.297
153.800,0.291
154.000,0.297
154.200,0.317
154.400,0.289
154.600,0.303
154.800,0.306
155.000,0.288
155.200,0.315
155.400,0.310
155.600,0.297
155.800,0.316
156.000,0.310
156.201,0.326
156.400,0.317
156.600,0.301
156.800,0.303
157.000,0.289
157.200,0.295
157.400,0.304
157.600,0.301
157.800,0.320
158.000,0.305
158.200,0.325
158.400,0.311
158.600,0.312
158.800,0.303
159.000,0.312
159.200,0.312
159.400,0.308
159.600,0.315
159.800,0.311
160.000,0.313
160.200,0.301
160.400,0.313
160.600,0.308
160.800,0.291
161.000,0.297
161.200,0.306
161.400,0.302
161.600,0.318
161.800,0.307
162.000,0.289
162.200,0.289
162.400,0.293
162.600,0.287
162.800,0.279
163.000,0.299
163.200,0.309
163.400,0.292
163.600,0.288
163.800,0.317
164.000,0.303
164.200,0.296
164.400,0.308
164.600,0.292
164.800,0.307
165.000,0.290
165.200,0.315
165.400,0.293
165.600,0.311
165.800,0.299
166.000,0.325
166.200,0.309
166.400,0.309
166.600,0.299
166.800,0.309
167.000,0.314
167.200,0.313
167.400,0.312
167.600,0.321
167.800,0.313
168.000,0.285
168.200,0.316
168.400,0.310
168.600,0.309
168.800,0.329
169.000,0.298
169.200,0.301
169.401,0.303
169.600,0.286
169.800,0.305
170.000,0.293
170.200,0.307
170.400,0.301
170.600,0.279
170.800,0.283
171.000,0.279
171.200,0.296
171.400,0.287
171.600,0.282
171.800,0.298
172.000,0.283
172.200,0.291
172.400,0.297
172.600,0.301
172.800,0.302
173.000,0.295
173.200,0.314
173.400,0.292
173.600,0.301
173.800,0.299
174.000,0.311
174.200,0.323
174.400,0.302
174.600,0.289
174.800,0.290
175.000,0.276
175.200,0.300
175.400,0.293
175.600,0.299
175.800,0.317
176.000,0.299
176.200,0.320
176.400,0.320
176.600,0.306
176.800,0.322
177.000,0.311
177.200,0.298
177.400,0.304
177.600,0.301
177.801,0.297
178.000,0.302
178.200,0.304
178.400,0.301
178.600,0.296
178.800,0.288
179.000,0.294
179.200,0.303
179.400,0.298
179.600,0.308
179.800,0.296
180.000,0.317
180.200,0.307
180.400,0.306
180.600,0.317
180.800,0.300
181.000,0.308
181.200,0.316
181.400,0.299
181.600,0.321
181.800,0.309
182.000,0.295
182.200,0.314
182.400,0.295
182.600,0.313
182.800,0.294
183.000,0.302
183.200,0.298
183.400,0.291
183.600,0.286
183.800,0.283
184.000,0.293
184.200,0.288
184.400,0.300
184.600,0.324
184.800,0.320
185.000,0.334
185.200,0.320
185.400,0.309
185.600,0.335
185.800,0.320
186.000,0.325
186.200,0.332
186.400,0.332
186.600,0.311
186.800,0.317
187.000,0.303
187.200,0.285
187.400,0.299
187.600,0.301
187.800,0.288
188.000,0.282
188.200,0.316
188.400,0.293
188.600,0.306
188.800,0.320
189.000,0.307
189.200,0.309
189.400,0.316
189.600,0.310
189.801,0.298
190.000,0.322
190.200,0.307
190.400,0.305
190.601,0.314
190.800,0.317
191.000,0.316
191.200,0.310
191.400,0.301
191.601,0.307
191.800,0.311
192.000,0.318
192.200,0.313
192.400,0.312
192.600,0.297
192.800,0.312
193.000,0.302
193.200,0.291
193.400,0.294
193.600,0.283
193.800,0.285
194.000,0.286
194.200,0.303
194.400,0.291
194.600,0.286
194.800,0.295
195.000,0.298
195.200,0.302
