y-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.5,avgTimeRange_26.2,avgTimeRange_31.0,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.1,avgTimeRange_49.8,avgTimeRange_54.5,avgTimeRange_59.3,avgTimeRange_64.1,avgTimeRange_68.7,avgTimeRange_73.4,avgTimeRange_78.1,avgTimeRange_83.0,avgTimeRange_87.7,avgTimeRange_92.5,avgTimeRange_97.4,avgTimeRange_102.2,avgTimeRange_107.0,avgTimeRange_111.8,avgTimeRange_116.6,avgTimeRange_121.3,avgTimeRange_126.0,avgTimeRange_130.7,avgTimeRange_135.5,avgTimeRange_140.2,avgTimeRange_144.9,avgTimeRange_149.8,avgTimeRange_154.5,avgTimeRange_159.1,avgTimeRange_163.9,avgTimeRange_168.6,avgTimeRange_173.3,avgTimeRange_178.0,avgTimeRange_182.8,avgTimeRange_187.4,avgTimeRange_192.2
-0.6,16.61076420291875,20.862215386549376,23.606894903931433,23.54122359402061,23.06877456106545,22.425926301564328,22.474192014853028,21.92778726813241,22.25918133500699,22.60760428805043,22.635867014375474,22.649016883023478,22.88870809910444,23.111966904143948,22.886158668947964,23.38202819243749,23.20113264351096,23.37487123712097,23.454358889752132,23.617540706260893,23.593266523235688,23.51924284959938,23.505255304153668,23.43419345771405,23.42438358836144,23.49935156655624,23.358987695054996,23.23720616138126,23.475090745437715,23.364661703587213,23.356175352478335,23.477748545292883,23.819896197178288,23.792328729636992,23.799575808894613,23.976647021771935,24.121027457901842,24.091686244502906,24.16838982482778,24.28435326855438,24.34973288120545
-0.55,23.81429891598182,30.795100795243627,33.965767195551486,33.17776127608256,32.67982738895389,31.85295503209933,31.90344547021773,31.307505931902007,31.966422013699,32.27773577348824,32.37402756974782,32.497228570842374,33.23749757737646,33.30819014616683,32.98480909528566,34.26963736115807,33.96795577422814,34.11060359131127,34.03009435922843,34.144948713583354,33.97506028736517,33.94638118438877,33.913240480257706,33.91911659231703,33.98839184715003,34.0660647431587,33.83775950874829,33.771414506550975,34.006588675331564,33.86363731817296,33.87624772876122,34.186984912253756,34.674632340827785,34.545745072203474,34.586893958179765,34.857828479504406,35.088409695381586,35.029424457341136,35.22632175007726,35.564833374800756,35.563917966847505
-0.5,43.122075627874686,56.66032267853602,60.56253314458713,58.692956516276595,58.04665934281325,56.49925147726678,56.32947504031039,55.56499899716549,56.79966568599751,57.13107898071357,57.38272207194198,57.48374524765187,58.89176730649096,59.03987960538618,58.673787103014185,60.53628626875831,60.16464414050474,60.31461710453215,60.0121672059539,59.80592594456331,59.5607306695753,59.55576712002442,59.4651288544059,59.58842758940032,59.789039633329644,59.827566270129594,59.538378549413785,59.68864392767661,60.05566654426214,59.95273725132095,60.043557963697985,60.58770300242927,61.34544513119346,61.114637759287795,61.212995153828466,61.67168097837508,62.14483905625609,62.07096591806742,62.38505095026363,62.9438659942889,62.93882997481132
-0.45,64.75271997493635,88.75849246156046,94.36779001605397,92.60620583648543,91.69121453026646,89.06268892155465,88.98723398704475,88.13667182648845,89.50733470579739,90.06398151744366,90.26946244784918,90.2134822736768,91.85985604796788,92.35821763310155,92.2411769997504,93.90233880700956,93.5938659206431,93.73040392278082,93.16912201347881,92.61774037525214,92.40932029954064,92.16824897391304,91.8096956715827,91.95056665383939,92.38744125604309,92.49085294034066,92.15961761655103,92.65507787996415,93.28608349851972,93.517174906668,93.79849871885732,94.42115916549574,95.4816465588342,95.25131666516685,95.45166637736301,96.14123359747519,96.96679216413365,96.92844595170081,97.34129202089545,98.04862455762616,98.11904162824358
-0.4,75.44818021020815,109.50063689463775,118.4660855452764,118.1738082787851,117.28667305494518,113.95894726045144,114.44865567701142,113.73635583130822,114.6481391627201,115.3740180877505,115.10229219425356,114.8555089252412,116.17364108254415,116.81807785354485,116.94687556258832,117.8703419603369,117.650690032453,117.90885968436761,117.1764857503115,116.58050731591527,116.50990449836694,115.77571998767127,115.03879174918237,114.94386565312011,115.68898734460828,116.01415385093262,115.57491070574963,116.20320049810864,117.0933063171027,117.83911420822258,118.35267292475847,118.82367312970389,120.18173517330317,120.04994552406136,120.34333202672235,121.20011626226994,122.33899997295968,122.35335614888258,122.78632746662147,123.48800748400198,123.80474276568768
-0.35,61.010312202885125,97.73642960439184,109.78485704682059,110.49971071962426,110.3547886772815,107.41389505414605,108.54494649982196,108.07440572839117,108.97874249767942,109.2978294325745,108.3867596274195,108.05242503507627,108.8610497263893,109.11700863699139,108.97414213358506,109.3381248804614,109.17095428671497,109.66622413365015,109.00516780169016,108.53998723332668,108.59896910198016,107.4584484095872,106.61041649900567,106.13703375600676,106.96503664722631,107.41732529681094,106.92077365363271,107.20297007393175,108.23786394576814,109.09214621750485,109.6329718426503,109.84702513116662,111.47714229001595,111.44467940740965,111.70420647893889,112.6057206135273,113.83425650745484,113.82634646283422,114.04386620041365,114.47339222168515,115.21387970692862
-0.3,32.70571484196006,62.24240331557999,71.93743903611681,71.78835995525719,71.84409785953687,69.75302299062601,70.69744906230535,70.00021170703518,71.73107534533447,71.44374463345765,70.66354630197311,70.47060338340638,71.18996398700388,71.33323156663222,70.77039202778765,71.29659398469887,71.24241335472217,71.74868211418219,71.50048893535022,71.12050188617557,71.18767474764181,70.16392102176906,69.60342509828388,69.0430775740379,69.5160052917545,69.75997487184497,69.4581842290253,69.37112374460473,70.40044221172242,70.6842608178887,70.94005380200313,71.05113531204454,72.76094321738124,72.6909121656367,72.86823021741155,73.64720749814629,74.6337912637577,74.54640554267375,74.51731377902419,74.66432450643217,75.46005046183289
-0.25,28.276390600807773,42.26371940497874,46.47940819832028,46.147830924669854,46.79566228603212,46.68597246060494,46.828292907342316,45.95747391448216,47.38175054643302,48.17647669906104,48.02445271860292,47.8047294904461,48.764123568260544,49.41580779936833,48.81107932590514,49.61006253729865,49.761754431469505,49.982885707880435,50.21663037637457,50.14615665982526,50.25820760533059,50.12253011534422,50.487862415204,50.233157340839526,50.09353847967997,50.084608233285614,49.77674077407939,49.505384718098526,50.31044587162513,50.06943956522142,50.33197935300112,50.33630525956115,51.68376565760292,51.53421987517337,52.231477289138674,52.73376014370192,53.15493802317571,53.114268089547174,52.91320550581131,53.15819722390801,53.44121331532725
-0.2,71.14408502333265,84.98455751523,91.26428970866627,93.61290532747894,94.07609133547116,96.70674788590736,96.91983599498158,97.97793179714756,98.83012960964591,99.47389988297229,98.64156991779198,98.18221716040868,98.3787260065985,97.21520426702318,96.17522124481549,99.04789739862677,98.43489658827576,98.89396185950363,99.43713560038965,99.0062238003681,98.25930586184238,98.73215358578656,98.421761596858,98.65804780263416,98.04798252551547,98.19337450310418,97.49548253462426,97.6200193104867,97.89490680536727,97.73141296439962,97.5579233989676,97.52233916138714,98.55978201009536,98.5208323447941,99.38418602250448,99.67569144020219,100.2275451373054,100.20012534664964,100.67313179825541,101.60886025171706,101.40985518148743
-0.15,111.38754817123139,132.32216121896278,144.03243504464396,146.64705597859128,146.77743199952832,146.04527694710978,146.15368664668253,146.28004025019465,147.925980744324,148.77827535232765,148.0414387032949,147.77020404207752,148.33088450886757,147.5743205463101,147.72116317098968,150.43037343367124,150.41983233013562,149.7761974442182,149.48880274416024,148.94411732249924,148.47760046576497,148.0075825243476,147.31298277086182,148.1462127595289,148.205699883233,148.74413188628031,148.76703508721783,150.62763220803996,151.46937437979688,151.99983631584792,152.09043146068365,152.55877239604484,153.8372672054449,153.4497596390322,153.64519472367738,154.73649032575452,156.28701558968422,156.1285767087844,157.08164551701302,158.4427180377095,158.75943596064528
