y-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.5,avgTimeRange_26.2,avgTimeRange_31.0,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.1,avgTimeRange_49.8,avgTimeRange_54.5,avgTimeRange_59.3,avgTimeRange_64.1,avgTimeRange_68.7,avgTimeRange_73.4,avgTimeRange_78.1,avgTimeRange_83.0,avgTimeRange_87.7,avgTimeRange_92.5,avgTimeRange_97.4,avgTimeRange_102.2,avgTimeRange_107.0,avgTimeRange_111.8,avgTimeRange_116.6,avgTimeRange_121.3,avgTimeRange_126.0,avgTimeRange_130.7,avgTimeRange_135.5,avgTimeRange_140.2,avgTimeRange_144.9,avgTimeRange_149.8,avgTimeRange_154.5,avgTimeRange_159.1,avgTimeRange_163.9,avgTimeRange_168.6,avgTimeRange_173.3,avgTimeRange_178.0,avgTimeRange_182.8,avgTimeRange_187.4,avgTimeRange_192.2
-0.1,527.08680079,579.1799110333334,595.6931789576,592.71115253,595.2675299451112,581.2696646425455,584.4845559199999,580.1145515471999,584.281699722353,588.1692275685264,585.8238062618094,586.6284008542609,585.17602996536,587.9781942808149,590.7748597284829,592.107684298645,592.7963253850908,594.1051814726859,596.7233632904324,597.1780560207181,596.8069331952195,593.8732241409301,590.8859054452446,589.8437331731063,590.8018875671428,593.3308072863135,592.2111985694339,592.2310622560727,592.761036836877,595.3230460290847,596.6038900050819,596.988748070984,598.9965667585848,599.6907303237311,599.14092393029,600.9916366853522,603.2905007551233,603.6345250841334,604.9275932157923,606.6870750428861,606.9626055931604
-0.05,157.06309806939998,207.04830111366667,226.12934920987996,223.24810105931428,225.95092650015553,217.94146690023632,218.43690992907693,213.3469645485467,218.5525994418824,220.47234550162102,218.9062524035143,219.84675669789564,222.077540004992,222.45798711953333,222.01631092586896,221.20555264404513,222.0386243126848,222.1196302390572,222.6086731066378,221.6067330089693,220.29053356032685,218.68287680024181,218.37232356270664,217.30287797467227,217.38832606976325,218.1884768749647,216.8504827318944,216.65148234653455,217.81353835715439,218.4209108567966,219.07299877077705,220.12744309583496,222.32650844135688,222.8174399501224,223.05605325499704,224.17156169901688,226.00260762292595,225.63321380708004,225.57693747486232,226.18197731210887,227.007362247926
0,44.144422639,68.63711738373333,74.774629305,76.591294057,75.7687387415111,74.75652456187272,73.79684213578462,73.02924762830666,74.53435557165885,73.39149371410527,73.10463829978094,73.04952563915651,74.954863800312,74.86496336642962,74.17925318182067,75.63570523079999,75.88564634782425,76.31236973078856,75.44562701276756,75.1118307067795,74.4443981210878,74.32860084898604,74.49023914282225,74.47539920364255,73.80273894446123,73.09091352818824,72.59103585499622,72.71646426411637,73.58571241145614,73.25282778345085,73.71106615831147,74.0228530907365,75.09092116427385,74.85206132120597,75.59964048303769,75.81537530849016,76.37584377953424,76.21693719496267,76.46411646032206,76.95099159148862,77.13137191038273
0.05,166.0113064078,191.51260054493332,194.7609578626,200.71963657245712,204.91776340346667,207.53510391170911,205.27227812515383,209.03702771984,209.38042756331765,208.1348502795263,207.10625820977143,206.2708556546174,207.21048951668803,207.30268836935554,207.6296679831242,213.11755647389032,213.76291563296368,214.94007741244002,213.01211349841617,211.6155706138718,211.23640703149266,211.08604231060002,210.54434898474676,211.31675539562124,210.24419823212645,209.16407616057256,208.920459235834,210.47271888303638,212.3782734930877,212.73717079861015,214.68395128105578,214.6777731404349,215.79086750106157,215.12802234995226,216.05029458622033,217.1032008441831,218.06934213774795,218.22354915989064,219.34457748390386,220.53478941279997,220.42437919116293
0.1,557.8868023800001,557.6760031313333,558.3282504364001,554.0378102485714,567.0939474786668,567.4112049605454,570.6278157444616,576.0280721202666,579.270797522353,582.343549697579,582.1403444402857,582.5128936813043,583.3458626839201,585.5715584052593,586.8468957953793,591.9841504623226,593.869998027697,594.9885377961143,593.8753231308648,592.3698004631281,592.5280074564391,590.6150653037673,588.6535516230666,588.427982448851,588.9109126080817,589.4540860222746,589.6655028692076,591.9639456803638,594.1240800498948,595.7307762103053,598.7468491003278,598.9303733086349,600.7622595244001,600.325813012567,600.0303928915073,602.5093743339153,604.4618340340822,605.1902523945066,606.336925052286,607.9765106432153,608.0769379654323
0.15,747.169984236,772.274896992,776.654582464,766.6706964191429,768.6610971546667,759.0916111574547,766.9788899607692,764.7801781330666,767.1973747481177,771.2000211013684,772.0437239794286,772.8719263617392,774.2313869956799,776.4581088272593,776.6521468242069,776.6404470171614,778.2298284723637,779.1998748864,779.8494786639459,780.4621809783589,780.4345332308776,778.7209924968373,777.4590547193778,776.4785333017871,777.8714314324491,779.3061097314115,778.5873521958113,778.0972344289818,778.8305369918245,779.745620931322,780.3187471337378,781.1154334630478,782.6926017144306,782.8468874885076,782.3440548049853,783.3667840125919,784.8770334216437,785.2295531839732,785.7972780073245,786.5545816751645,787.0348384473084
0.2,448.27401502799995,493.9814663166666,505.25564357920007,505.6938669128571,499.6232232651111,490.8982113589092,491.0067555701538,484.8436908872,486.93840829282357,487.54935422736844,487.0401375466667,487.0593407817391,487.88758931079997,487.89094246029634,487.8105428269657,487.47953617567737,487.52726035587875,487.7917090685144,488.5131347556757,488.504728719077,487.60634902634155,487.19745531199993,487.414332657689,487.0176044151916,486.9340187082448,487.12465419498045,486.105850811434,484.9494506613819,484.97873174536835,485.3632580474238,484.69903231350827,485.55518679720643,486.4884530485848,486.8869734473433,487.13728104863765,486.75988905890136,487.29715720369865,486.9595961118667,487.1832517785715,487.38687039101285,487.83073298824695
0.25,166.262408546,198.63602770066666,208.0513901576,212.7395012614286,210.78180430577777,206.81367510054548,203.4798474496923,200.5587219472,202.1379974892941,201.31368156873683,200.23350502876193,200.0844438137391,200.45014867704,200.09715464681477,200.25378135737932,201.28101987380649,200.88598147175753,201.19078418348573,201.18542939427033,200.5943689653846,199.9512017157073,199.5931015237674,199.4199648214667,199.4752872814042,198.90812911971426,198.62605307086275,198.12549350864154,198.1392398060728,198.39423128266668,198.60301811576272,198.67418036714753,199.08967098923807,199.55127139750763,199.62366319182095,200.06454381768117,200.0943600893803,200.46504367046577,200.2147444558933,200.51443223579224,200.86227043896207,201.0274929264197
0.3,115.01515042960001,138.45044120773335,144.39242481688,146.04599986225713,147.8814941231778,145.43451819472727,144.05218996347693,144.35889625133333,145.74175704814118,145.1990345947684,144.03884993860953,144.21457705874784,144.617793235432,145.1793142841704,145.542272921469,147.8649414956968,148.00232558049092,148.69219859006284,148.30927853503786,147.77619157554358,147.2490533977073,146.4247525588558,145.58656794173336,145.6023935022426,145.3201684251347,145.22822431058037,145.02287647076602,145.8209843707018,146.67992199705967,147.09668357533562,148.05729360285903,148.18717334905716,149.03499587174454,148.80535943912832,149.0918966562812,149.98406469377463,150.88331017009318,150.95144279431736,151.61428887874285,152.30468983399498,152.3643272649605
0.35,170.7009995834,193.23892900153336,198.71898849664004,196.67387318279998,200.27373443455556,197.14988945576363,197.98806918795387,199.1897108128267,201.61146622560003,202.14634321093683,201.1627904673905,201.5447317063391,202.29626942120802,203.56206468125185,204.06522301432415,207.02080941611615,207.65690177098787,208.45464743219426,208.25416124108116,207.78350501392825,206.92921246277558,205.58069885475345,204.39817109858222,204.26302299121278,204.41204957335918,204.76291318134122,204.53680708545284,205.57752545163999,206.780845045407,207.48989779671186,208.8050951083475,209.01056143425077,210.46698109014466,210.251494832603,210.31985189426382,211.6839108533662,213.08177727097535,213.3237827207174,214.10737434771949,215.08988372582024,215.17652655370617
0.4,231.054508158,253.27118199693336,258.67352132176,254.23507932902857,257.4719315132445,253.55034690852727,256.17728310038467,256.95590506049336,260.1245531970118,261.6525442085894,261.3791552502,261.87317939687824,263.109286448808,264.405343350763,264.80737384137933,267.24832197154194,268.0543420629636,268.6742493141086,268.7688620562594,268.5569377319897,267.61772294974634,266.10365699572554,264.9837957541822,264.7196253066681,265.2465526286816,265.9229362471412,265.5069120010831,266.3272504003164,267.564007734656,268.33622004398984,269.3641037421935,269.72891226188256,271.43035633640915,271.3657484089881,271.32349703486375,272.56690642708446,273.994927071948,274.2666203050347,274.86505284507007,275.895319995929,276.044867063284
0.45,260.255069722,280.592754212,285.1810206112,280.93811509457146,282.50217057199995,278.7456018363637,281.90544065676926,281.9352137054667,284.77082696764705,286.43336701873676,286.7731377028571,287.24265799626085,288.63431090999995,289.3810667942222,289.52622377737924,290.86898793664517,291.54045344448485,291.92053544239997,292.15082576410816,292.25456984692306,291.6599454016097,290.4380926086513,289.65383195284454,289.34754402855316,289.96826329595916,290.5591471142353,290.0070869113585,290.43372776341823,291.48890576645624,292.12290281047456,292.54847290744266,292.94912082352386,294.34939800335377,294.36957275686564,294.3595237890724,295.0895458139718,296.1144322344658,296.32826833989344,296.65468555368835,297.46204554822776,297.653204530321
0.5,255.58872759999997,272.4056986526667,275.92247369759997,273.66832707400005,273.8134877591111,270.9994513489091,273.3117143721538,272.82860524559993,274.7090430549412,275.8035410963158,276.19614403800006,276.5163713842609,277.6009302305599,277.7544198220741,277.7107464362068,278.17560254625806,278.5747269659394,278.8453268918286,279.0554930494054,279.27697210553845,279.1171910307317,278.36494944781396,277.91349147608895,277.65839698225534,278.1099058158367,278.3676778321568,277.8516099204906,277.99591920392726,278.7480762604561,279.1876668995932,279.1687795936394,279.48741841574594,280.29847755766156,280.30675311211934,280.3732315295361,280.60981731445065,281.140506674137,281.2697418821867,281.4086232694026,281.889316618076,282.07028450118514
0.55,224.64433173599997,237.61830184000002,240.1034653824,239.80768105371425,239.40147146088887,237.56123107072727,238.50645350153846,237.87713976386667,238.81076254682353,239.22373571463157,239.32129642590476,239.44408263173912,240.04111308751993,239.94463577059253,239.8727559297931,239.96952940245154,240.1379442775758,240.43136597942862,240.55703175086487,240.70658686733339,240.80092436873173,240.42641962762798,240.1776038428889,240.0042088017872,240.2098170028163,240.20418449882348,239.83284022645284,239.85419190403638,240.32386761129817,240.59679748474576,240.46540045527868,240.66121101377786,240.97638075433846,240.94270171835822,241.03943077750733,241.03242384400008,241.23411442358903,241.28857588949336,241.3503993244156,241.57196010648096,241.70529751708636
0.6,191.869143824,202.40008953733332,204.1002080584,204.78543925485712,204.45459420444448,203.20781571999996,203.2646610476923,202.73223059493336,203.09384985917646,203.1029411350526,202.94886817161907,202.92112092660872,203.20393349216,203.1300222968148,203.08984600489654,203.14751195238716,203.2303847545454,203.5856387354857,203.63867692454053,203.70011296641033,203.8820400551219,203.69169241739533,203.53062452235554,203.4001280625957,203.43663433138778,203.33352310823523,203.08109160577354,203.0786074944363,203.42143055056138,203.59948733335585,203.5448327126557,203.64323824946032,203.73679389101537,203.67410884026867,203.75706473408695,203.70992269177466,203.78752040794515,203.8003757347466,203.85242071353252,203.94692017453173,204.04180563595068
