Time,Chi_r
0.201,0.087
0.401,0.234
0.601,0.272
0.800,0.300
1.000,0.282
1.200,0.272
1.400,0.300
1.600,0.337
1.800,0.288
2.000,0.316
2.200,0.309
2.400,0.315
2.600,0.348
2.800,0.327
3.000,0.322
3.200,0.314
3.400,0.294
3.600,0.321
3.801,0.329
4.000,0.322
4.200,0.332
4.400,0.315
4.600,0.321
4.800,0.304
5.000,0.312
5.200,0.322
5.400,0.305
5.600,0.318
5.801,0.299
6.000,0.314
6.200,0.310
6.400,0.298
6.600,0.302
6.800,0.283
7.000,0.328
7.200,0.300
7.400,0.307
7.600,0.311
7.800,0.306
8.000,0.310
8.200,0.310
8.400,0.322
8.600,0.324
8.800,0.330
9.000,0.329
9.200,0.322
9.400,0.313
9.600,0.321
9.800,0.324
10.000,0.319
10.200,0.308
10.400,0.283
10.600,0.307
10.800,0.306
11.000,0.310
11.200,0.325
11.400,0.325
11.600,0.318
11.800,0.311
12.000,0.312
12.200,0.319
12.401,0.305
12.600,0.303
12.800,0.316
13.000,0.311
13.200,0.299
13.400,0.315
13.600,0.314
13.800,0.331
14.000,0.326
14.200,0.304
14.401,0.317
14.600,0.326
14.800,0.293
15.000,0.313
15.200,0.316
15.400,0.313
15.600,0.334
15.800,0.315
16.000,0.315
16.200,0.290
16.400,0.311
16.600,0.305
16.800,0.324
17.000,0.285
17.200,0.304
17.400,0.311
17.600,0.306
17.800,0.304
18.000,0.298
18.200,0.300
18.400,0.289
18.600,0.300
18.800,0.290
19.000,0.314
19.200,0.308
19.400,0.312
19.600,0.328
19.800,0.314
20.000,0.308
20.200,0.310
20.400,0.318
20.600,0.309
20.800,0.311
21.000,0.319
21.200,0.317
21.400,0.342
21.600,0.318
21.801,0.329
22.000,0.311
22.200,0.315
22.400,0.305
22.600,0.313
22.800,0.323
23.000,0.310
23.200,0.326
23.400,0.308
23.600,0.318
23.800,0.316
24.000,0.317
24.200,0.282
24.400,0.324
24.600,0.324
24.800,0.315
25.000,0.305
25.200,0.305
25.400,0.289
25.600,0.289
25.800,0.297
26.000,0.294
26.200,0.293
26.400,0.286
26.600,0.303
26.800,0.310
27.000,0.319
27.200,0.313
27.400,0.305
27.600,0.330
27.800,0.314
28.000,0.305
28.200,0.326
28.400,0.305
28.600,0.316
28.800,0.306
29.000,0.297
29.200,0.317
29.400,0.312
29.600,0.321
29.800,0.321
30.000,0.294
30.200,0.300
30.400,0.320
30.600,0.317
30.800,0.312
31.000,0.305
31.200,0.310
31.400,0.294
31.600,0.290
31.800,0.298
32.000,0.299
32.200,0.326
32.401,0.307
32.600,0.308
32.800,0.308
33.000,0.311
33.200,0.303
33.401,0.291
33.600,0.325
33.800,0.294
34.000,0.317
34.200,0.318
34.400,0.326
34.600,0.326
34.800,0.320
35.000,0.320
35.200,0.311
35.400,0.299
35.600,0.297
35.800,0.294
36.000,0.307
36.200,0.283
36.400,0.293
36.600,0.278
36.800,0.294
37.000,0.303
37.200,0.322
37.400,0.296
37.600,0.293
37.801,0.304
38.000,0.297
38.200,0.308
38.400,0.315
38.600,0.318
38.800,0.302
39.000,0.315
39.200,0.316
39.400,0.324
39.600,0.333
39.800,0.316
40.000,0.309
40.200,0.301
40.400,0.290
40.600,0.293
40.800,0.286
41.000,0.297
41.200,0.298
41.400,0.281
41.600,0.289
41.800,0.294
42.000,0.315
42.200,0.318
42.400,0.301
42.600,0.302
42.800,0.314
43.000,0.318
43.200,0.328
43.400,0.307
43.600,0.327
43.800,0.334
44.000,0.313
44.200,0.304
44.400,0.310
44.600,0.311
44.800,0.307
45.000,0.299
45.201,0.295
45.400,0.302
45.600,0.307
45.800,0.320
46.000,0.308
46.200,0.316
46.400,0.325
46.600,0.314
46.801,0.308
47.000,0.308
47.200,0.300
47.400,0.300
47.600,0.296
47.800,0.305
48.000,0.312
48.200,0.309
48.400,0.319
48.600,0.317
48.800,0.301
49.000,0.308
49.200,0.309
49.400,0.303
49.600,0.288
49.800,0.312
50.000,0.292
50.200,0.288
50.400,0.299
50.600,0.294
50.800,0.296
51.000,0.295
51.200,0.304
51.400,0.291
51.600,0.348
51.800,0.308
52.000,0.297
52.200,0.285
52.400,0.287
52.600,0.313
52.800,0.299
53.000,0.294
53.200,0.304
53.400,0.306
53.600,0.323
53.800,0.324
54.000,0.310
54.200,0.320
54.400,0.305
54.600,0.321
54.800,0.296
55.000,0.299
55.200,0.301
55.400,0.295
55.600,0.302
55.800,0.304
56.000,0.325
56.200,0.287
56.400,0.299
56.600,0.303
56.800,0.280
57.000,0.299
57.200,0.312
57.400,0.317
57.600,0.315
57.800,0.318
