Time,Chi_r
0.201,0.087
0.401,0.240
0.600,0.289
0.800,0.330
1.000,0.308
1.200,0.294
1.400,0.336
1.600,0.373
1.800,0.313
2.000,0.335
2.200,0.347
2.400,0.345
2.600,0.340
2.800,0.323
3.000,0.362
3.200,0.305
3.400,0.316
3.601,0.284
3.800,0.319
4.000,0.324
4.200,0.321
4.400,0.336
4.600,0.287
4.800,0.299
5.000,0.301
5.200,0.294
5.400,0.302
5.600,0.338
5.800,0.311
6.000,0.297
6.200,0.303
6.400,0.321
6.600,0.300
6.800,0.310
7.000,0.293
7.200,0.335
7.400,0.314
7.600,0.298
7.800,0.319
8.000,0.316
8.201,0.302
8.400,0.310
8.600,0.296
8.800,0.318
9.000,0.319
9.200,0.324
9.400,0.313
9.600,0.313
9.800,0.316
10.000,0.316
10.200,0.306
10.400,0.317
10.600,0.285
10.800,0.297
11.000,0.301
11.200,0.317
11.400,0.335
11.600,0.299
11.800,0.293
12.001,0.329
12.200,0.329
12.400,0.324
12.600,0.305
12.800,0.290
13.000,0.356
13.200,0.313
13.400,0.346
13.600,0.316
13.800,0.315
14.000,0.318
14.200,0.299
14.400,0.317
14.600,0.311
14.800,0.319
15.000,0.304
15.200,0.327
15.400,0.307
15.600,0.303
15.800,0.320
16.000,0.305
16.200,0.317
16.400,0.315
16.600,0.304
16.800,0.317
17.000,0.331
17.200,0.306
17.400,0.307
17.600,0.314
17.800,0.327
18.000,0.306
18.200,0.326
18.400,0.307
18.600,0.297
18.800,0.297
19.000,0.316
19.200,0.294
19.400,0.287
19.600,0.306
19.800,0.296
20.000,0.303
20.200,0.319
20.400,0.325
20.600,0.336
20.800,0.310
21.000,0.301
21.200,0.322
21.400,0.318
21.600,0.317
21.800,0.318
22.000,0.289
22.200,0.316
22.400,0.299
22.600,0.303
22.800,0.306
23.000,0.304
23.200,0.328
23.400,0.316
23.600,0.317
23.800,0.316
24.000,0.317
24.200,0.311
24.400,0.299
24.600,0.334
24.800,0.325
25.000,0.316
25.200,0.308
25.400,0.317
25.600,0.308
25.800,0.306
26.000,0.311
26.200,0.305
26.400,0.322
26.600,0.298
26.800,0.334
27.000,0.322
27.200,0.311
27.400,0.323
27.600,0.298
27.800,0.323
28.000,0.310
28.200,0.325
28.400,0.304
28.600,0.315
28.801,0.315
29.000,0.302
29.200,0.286
29.400,0.318
29.600,0.310
29.801,0.312
30.000,0.307
30.200,0.310
30.400,0.291
30.600,0.292
30.800,0.310
31.000,0.319
31.200,0.333
31.401,0.320
31.600,0.321
31.800,0.312
32.000,0.323
32.200,0.317
32.400,0.313
32.600,0.299
32.800,0.320
33.000,0.342
33.200,0.311
33.400,0.332
33.600,0.339
33.800,0.314
34.000,0.335
34.200,0.313
34.400,0.351
34.600,0.314
34.800,0.325
35.000,0.317
35.200,0.322
35.400,0.308
35.600,0.310
35.800,0.327
36.000,0.326
36.200,0.294
36.400,0.292
36.600,0.291
36.800,0.299
37.000,0.287
37.200,0.298
37.400,0.326
37.600,0.306
37.800,0.295
38.000,0.297
38.200,0.288
38.400,0.300
38.600,0.289
38.800,0.305
39.000,0.305
39.200,0.327
39.400,0.310
39.600,0.314
39.800,0.328
40.000,0.316
40.200,0.316
40.400,0.314
40.600,0.292
40.800,0.303
41.000,0.287
41.200,0.304
41.400,0.301
41.600,0.324
41.800,0.329
42.000,0.320
42.200,0.303
42.401,0.315
42.600,0.334
42.800,0.318
43.000,0.332
43.200,0.306
43.400,0.293
43.600,0.297
43.801,0.309
44.000,0.306
44.200,0.314
44.400,0.306
44.600,0.321
44.800,0.326
45.000,0.318
45.200,0.291
45.400,0.295
45.600,0.299
45.800,0.303
46.000,0.341
46.200,0.321
46.400,0.321
46.600,0.331
46.800,0.332
47.000,0.324
47.200,0.289
47.400,0.317
47.600,0.306
47.800,0.315
48.000,0.310
48.200,0.303
48.400,0.314
48.600,0.342
48.801,0.312
49.000,0.315
49.200,0.336
49.400,0.342
49.600,0.317
49.800,0.298
50.000,0.298
50.200,0.308
50.400,0.295
50.600,0.308
50.801,0.287
51.000,0.299
51.200,0.292
51.400,0.295
51.600,0.317
51.800,0.317
52.000,0.340
52.200,0.311
52.400,0.354
52.600,0.325
52.800,0.307
53.000,0.320
53.200,0.306
53.400,0.302
53.600,0.295
53.800,0.290
54.000,0.319
54.200,0.315
54.400,0.302
54.600,0.319
54.800,0.285
55.000,0.302
55.200,0.305
55.400,0.294
55.600,0.348
55.800,0.324
56.000,0.310
56.200,0.328
56.400,0.300
56.600,0.331
56.800,0.302
57.000,0.301
57.200,0.310
57.400,0.302
57.600,0.276
57.800,0.297
58.000,0.309
58.200,0.310
58.400,0.305
58.600,0.321
58.800,0.298
59.000,0.311
59.200,0.307
59.400,0.306
59.600,0.299
59.800,0.294
60.000,0.313
60.200,0.308
60.401,0.319
60.600,0.332
60.800,0.280
61.000,0.341
61.200,0.323
61.400,0.320
61.600,0.313
61.800,0.321
62.000,0.310
62.200,0.303
62.400,0.306
62.600,0.287
62.800,0.329
63.000,0.301
63.200,0.316
63.400,0.308
63.600,0.288
63.800,0.308
64.000,0.296
64.200,0.323
64.400,0.309
64.600,0.285
64.800,0.303
65.000,0.306
65.200,0.320
65.400,0.324
65.600,0.291
65.800,0.328
66.000,0.323
66.200,0.303
66.400,0.325
66.600,0.312
66.800,0.332
67.000,0.329
67.200,0.314
67.400,0.318
67.600,0.293
67.800,0.327
68.000,0.309
68.200,0.298
68.400,0.323
68.600,0.299
68.800,0.291
69.000,0.293
69.200,0.297
69.400,0.302
69.600,0.310
69.800,0.320
70.000,0.320
70.200,0.307
70.400,0.300
70.600,0.323
70.800,0.320
71.000,0.299
71.200,0.316
71.400,0.308
71.600,0.295
71.800,0.320
72.000,0.350
72.200,0.316
72.400,0.324
72.600,0.324
72.800,0.317
73.000,0.313
73.200,0.292
73.400,0.284
73.600,0.300
73.800,0.297
74.000,0.293
74.200,0.297
74.400,0.303
74.600,0.309
74.800,0.309
75.000,0.300
75.200,0.320
75.400,0.314
75.600,0.320
75.800,0.321
76.000,0.293
76.200,0.302
76.400,0.314
76.601,0.318
76.800,0.353
77.000,0.317
77.200,0.319
77.400,0.296
77.600,0.308
77.800,0.312
78.000,0.338
78.200,0.311
78.400,0.317
78.600,0.306
78.800,0.312
79.000,0.297
79.200,0.306
79.400,0.292
79.600,0.326
79.800,0.290
80.000,0.334
80.200,0.302
80.400,0.309
80.600,0.295
80.800,0.281
81.001,0.306
81.200,0.281
81.400,0.307
81.600,0.304
81.800,0.330
82.000,0.309
82.200,0.301
82.400,0.304
82.600,0.317
82.800,0.315
83.000,0.311
83.200,0.326
83.400,0.301
83.600,0.337
83.800,0.334
84.000,0.339
84.200,0.321
84.400,0.321
84.600,0.349
84.800,0.316
85.000,0.292
85.200,0.300
85.400,0.298
85.600,0.283
85.800,0.302
86.000,0.283
86.200,0.299
86.400,0.308
86.600,0.318
86.800,0.290
87.000,0.287
87.200,0.285
87.400,0.306
87.600,0.320
87.800,0.292
88.000,0.294
88.200,0.301
88.400,0.305
88.600,0.319
88.800,0.307
89.000,0.325
89.200,0.300
89.400,0.299
89.600,0.297
89.800,0.299
90.000,0.309
90.200,0.299
90.400,0.293
90.600,0.313
90.800,0.296
91.000,0.315
91.200,0.293
91.400,0.288
91.600,0.295
91.800,0.290
92.000,0.308
92.200,0.294
92.400,0.310
92.600,0.298
92.800,0.296
93.000,0.297
93.200,0.288
93.401,0.299
93.600,0.299
93.800,0.289
94.000,0.303
94.200,0.300
94.400,0.306
94.600,0.307
94.800,0.332
95.000,0.316
95.200,0.309
95.400,0.303
95.600,0.301
95.800,0.311
96.000,0.298
96.200,0.298
96.400,0.326
96.600,0.312
96.801,0.316
97.000,0.312
97.200,0.319
97.400,0.309
97.600,0.337
97.800,0.295
98.001,0.341
98.200,0.317
98.400,0.299
98.600,0.294
98.800,0.305
99.000,0.315
99.200,0.293
99.400,0.286
99.600,0.286
99.800,0.294
100.000,0.308
100.200,0.321
100.400,0.308
100.600,0.287
100.800,0.326
101.000,0.307
101.200,0.331
101.400,0.297
101.600,0.322
101.800,0.293
102.000,0.305
102.200,0.310
102.400,0.321
102.600,0.320
102.800,0.340
103.000,0.309
103.200,0.331
103.400,0.317
103.600,0.320
103.800,0.308
104.000,0.288
104.200,0.307
104.400,0.309
104.600,0.320
104.800,0.316
105.000,0.299
105.200,0.316
105.400,0.314
105.600,0.325
105.800,0.334
106.000,0.303
106.200,0.286
106.400,0.298
106.600,0.322
106.800,0.314
107.000,0.311
107.200,0.299
107.400,0.314
107.600,0.305
107.800,0.310
108.000,0.320
108.200,0.299
108.400,0.310
108.600,0.299
108.800,0.290
109.000,0.333
109.200,0.296
109.400,0.322
109.600,0.328
109.800,0.317
110.000,0.287
110.200,0.308
110.400,0.301
110.600,0.319
110.800,0.320
111.000,0.300
111.200,0.330
111.400,0.331
111.600,0.310
111.800,0.338
112.000,0.328
112.200,0.330
112.400,0.312
112.600,0.295
112.800,0.304
113.000,0.301
113.200,0.294
113.400,0.297
113.600,0.289
113.800,0.313
114.000,0.307
114.200,0.323
114.400,0.320
114.600,0.307
114.800,0.294
115.000,0.335
115.200,0.294
115.400,0.324
115.600,0.322
115.800,0.322
116.000,0.321
116.200,0.320
116.400,0.328
116.600,0.324
116.800,0.316
117.000,0.318
117.200,0.325
117.400,0.321
117.600,0.316
117.801,0.311
118.000,0.284
118.200,0.347
118.400,0.311
118.600,0.315
118.800,0.305
119.000,0.302
119.200,0.305
119.400,0.311
119.600,0.285
119.800,0.314
120.000,0.302
120.200,0.322
120.400,0.321
120.600,0.303
120.800,0.279
121.000,0.295
121.200,0.294
121.400,0.298
121.600,0.321
121.800,0.310
122.000,0.340
122.200,0.345
122.400,0.321
122.600,0.344
122.800,0.326
123.000,0.320
123.200,0.309
123.400,0.324
123.600,0.288
123.800,0.330
124.000,0.329
124.200,0.337
124.400,0.314
124.600,0.295
124.800,0.315
125.000,0.315
125.201,0.322
125.400,0.302
125.600,0.294
125.800,0.301
126.000,0.283
126.200,0.294
126.400,0.290
126.600,0.271
126.800,0.278
127.000,0.288
127.200,0.277
127.400,0.317
127.600,0.298
127.800,0.293
128.000,0.312
128.200,0.328
128.400,0.311
128.600,0.284
128.800,0.333
129.000,0.310
129.200,0.315
129.400,0.300
129.600,0.294
129.800,0.289
130.000,0.287
130.200,0.308
130.400,0.307
130.600,0.336
130.800,0.330
131.000,0.305
131.200,0.340
131.400,0.337
131.600,0.318
131.800,0.300
132.000,0.301
132.200,0.292
132.400,0.312
132.600,0.291
132.800,0.305
133.000,0.294
133.200,0.299
133.400,0.318
133.600,0.296
133.800,0.320
134.000,0.307
134.200,0.330
134.400,0.304
134.601,0.301
134.800,0.303
135.000,0.300
135.200,0.304
135.400,0.309
135.600,0.289
135.800,0.296
136.000,0.317
136.200,0.280
136.400,0.283
136.600,0.298
136.800,0.314
137.000,0.294
137.200,0.315
137.400,0.306
137.600,0.302
137.800,0.306
138.000,0.338
138.201,0.315
138.400,0.301
138.600,0.327
138.800,0.328
139.000,0.311
139.200,0.299
139.400,0.312
139.600,0.332
139.800,0.337
140.000,0.345
140.200,0.340
140.400,0.316
140.600,0.324
140.800,0.304
141.000,0.311
141.200,0.312
141.400,0.303
141.600,0.301
141.800,0.306
142.000,0.293
142.200,0.316
142.400,0.313
142.600,0.303
142.800,0.301
143.000,0.340
143.200,0.316
143.400,0.317
143.600,0.316
143.800,0.301
144.000,0.331
144.200,0.310
144.400,0.312
144.600,0.306
144.800,0.314
145.000,0.303
145.200,0.318
145.400,0.290
145.600,0.312
145.800,0.319
146.000,0.315
146.200,0.331
146.400,0.309
146.600,0.304
146.800,0.308
147.000,0.316
147.200,0.332
147.401,0.335
147.600,0.304
147.800,0.309
148.000,0.314
148.200,0.313
148.400,0.315
148.600,0.306
148.800,0.312
149.000,0.309
149.200,0.337
149.400,0.304
149.600,0.320
149.800,0.327
150.000,0.307
150.200,0.318
150.400,0.314
150.600,0.294
150.800,0.295
151.000,0.296
151.200,0.310
151.400,0.298
151.600,0.316
151.800,0.294
152.000,0.301
152.200,0.313
152.400,0.309
152.600,0.319
152.800,0.306
153.000,0.308
153.200,0.304
153.400,0.306
153.600,0.309
153.800,0.318
154.000,0.312
154.200,0.314
154.400,0.303
154.600,0.314
154.800,0.290
155.000,0.314
155.200,0.297
155.400,0.312
155.600,0.298
155.800,0.282
156.000,0.308
156.200,0.295
156.400,0.290
156.600,0.299
156.800,0.303
157.000,0.296
157.200,0.300
157.400,0.298
157.600,0.283
157.800,0.290
158.000,0.288
158.200,0.286
158.400,0.294
158.600,0.288
158.800,0.295
159.000,0.289
159.200,0.299
159.400,0.302
159.600,0.311
159.800,0.314
160.000,0.314
160.200,0.305
160.400,0.301
160.600,0.296
160.800,0.283
161.000,0.317
161.200,0.312
161.400,0.314
161.600,0.299
161.800,0.293
162.000,0.286
162.200,0.316
162.401,0.317
162.600,0.303
162.800,0.288
163.000,0.301
163.200,0.284
163.400,0.311
163.600,0.319
163.800,0.304
164.000,0.328
164.200,0.316
164.400,0.314
164.600,0.303
164.800,0.321
165.000,0.295
165.200,0.323
165.400,0.309
165.600,0.322
165.800,0.323
166.000,0.321
166.200,0.311
166.400,0.321
166.600,0.316
166.800,0.303
167.000,0.325
167.200,0.296
167.400,0.311
167.600,0.300
167.800,0.306
168.001,0.299
168.200,0.319
168.400,0.321
168.600,0.318
168.800,0.320
169.000,0.297
169.200,0.318
169.400,0.322
169.600,0.308
169.800,0.304
170.000,0.286
170.200,0.302
170.400,0.299
170.600,0.306
170.800,0.325
171.000,0.292
171.200,0.328
171.400,0.296
171.600,0.295
171.800,0.334
172.000,0.318
172.200,0.297
172.400,0.328
172.600,0.309
172.800,0.317
173.000,0.332
173.200,0.304
173.400,0.318
173.600,0.291
173.800,0.293
174.000,0.304
174.200,0.314
174.400,0.328
174.600,0.302
174.800,0.334
175.000,0.307
175.200,0.320
175.400,0.311
175.600,0.325
175.800,0.309
176.000,0.303
176.200,0.319
176.400,0.319
176.600,0.322
176.800,0.300
177.000,0.298
177.200,0.328
177.400,0.302
177.601,0.311
177.800,0.316
178.000,0.296
178.200,0.329
178.400,0.309
178.600,0.318
178.800,0.317
179.000,0.309
179.200,0.291
179.400,0.324
179.600,0.313
179.800,0.321
180.000,0.321
180.200,0.308
180.400,0.335
180.600,0.312
180.800,0.295
181.000,0.335
181.200,0.307
181.400,0.305
181.600,0.305
181.800,0.320
182.000,0.305
182.200,0.308
182.400,0.298
182.600,0.305
182.800,0.326
183.000,0.315
183.200,0.319
183.400,0.291
183.600,0.307
183.800,0.287
184.000,0.298
184.200,0.317
184.400,0.304
184.600,0.307
184.800,0.321
185.000,0.307
185.200,0.298
185.400,0.318
185.601,0.321
185.800,0.339
186.000,0.313
186.200,0.300
186.400,0.286
186.600,0.299
186.800,0.310
187.000,0.301
187.200,0.284
187.400,0.314
187.600,0.318
187.800,0.316
188.000,0.316
188.200,0.312
188.400,0.324
188.600,0.309
188.800,0.329
189.000,0.301
189.200,0.329
189.400,0.318
189.600,0.311
189.800,0.316
190.000,0.306
190.200,0.309
190.400,0.313
190.600,0.313
190.800,0.304
191.000,0.313
191.200,0.320
191.400,0.329
191.600,0.328
191.800,0.313
192.000,0.329
192.200,0.306
192.400,0.298
192.600,0.301
192.800,0.316
193.000,0.317
193.200,0.327
193.400,0.305
193.600,0.310
193.800,0.331
194.000,0.294
194.200,0.301
194.400,0.296
194.600,0.309
194.800,0.306
195.000,0.316
195.200,0.298
195.400,0.307
195.600,0.302
195.800,0.293
196.000,0.301
196.200,0.296
196.400,0.293
196.600,0.332
196.800,0.322
197.000,0.308
197.200,0.306
197.400,0.294
197.600,0.309
197.800,0.314
198.000,0.326
198.200,0.300
198.400,0.298
198.600,0.282
198.800,0.287
199.000,0.301
199.200,0.304
199.400,0.304
199.600,0.304
199.800,0.318
200.000,0.301
