cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.0543373E+001, 2.4309212E+000,-5.0000000E-001, 1.2228307E+003, 1.2695573E+003, 1.1701598E+003, 1.0026500E+003, 8.5596251E+002, 7.3432398E+002, 2.6717607E+002, 3.4315486E+002, 4.1958819E+002, 4.4343434E+002, 4.1897875E+002, 3.6150455E+002,-2.0500000E+001, 3.9072918E-024, 1.0712736E-016, 1.2214458E-011, 1.9688488E-007, 3.4281523E-004, 1.0069631E-023, 2.7631385E-015, 3.4976648E-010, 4.0349678E-006, 4.2373709E-003
 9.9696970E-001, 3.0543373E+001, 2.4309212E+000,-2.0000000E-002, 1.2228307E+003, 1.2695573E+003, 1.1701598E+003, 1.0026500E+003, 8.5596251E+002, 7.3432398E+002, 2.6717607E+002, 3.4315486E+002, 4.1958819E+002, 4.4343434E+002, 4.1897875E+002, 3.6150455E+002,-2.0006024E+001, 3.9072918E-024, 1.0712736E-016, 1.2214458E-011, 1.9688488E-007, 3.4281523E-004, 1.0069631E-023, 2.7631385E-015, 3.4976648E-010, 4.0349678E-006, 4.2373709E-003
 1.4939394E+000, 2.5216521E+001, 2.6562241E+000, 4.6000000E-001, 1.2150155E+003, 1.2721070E+003, 1.1758950E+003, 1.0051013E+003, 8.5464835E+002, 7.3609713E+002, 2.6476548E+002, 3.4051229E+002, 4.1817183E+002, 4.4088348E+002, 4.1540191E+002, 3.6131017E+002,-1.9512048E+001, 1.7276994E-024, 1.5181789E-014, 8.3595728E-010, 4.6302772E-006, 6.3376455E-004, 4.4145056E-024, 4.2492533E-013, 2.5615318E-008, 9.9533699E-005, 6.7267853E-003
 1.9909091E+000, 1.9868724E+001, 2.8541863E+000, 9.4000000E-001, 1.2283583E+003, 1.2569848E+003, 1.1584354E+003, 9.9301124E+002, 8.4829372E+002, 7.3283618E+002, 2.8588230E+002, 3.5386349E+002, 4.2327240E+002, 4.4036126E+002, 4.1365698E+002, 3.5990649E+002,-1.9018072E+001, 1.7276994E-024, 1.5181789E-014, 8.3595728E-010, 4.6302772E-006, 6.3376455E-004, 4.4145056E-024, 4.2492533E-013, 2.5615318E-008, 9.9533699E-005, 6.7267853E-003
 2.4878788E+000, 1.6958496E+001, 2.8953479E+000, 1.4200000E+000, 1.2127835E+003, 1.2169536E+003, 1.1221229E+003, 9.6985654E+002, 8.3553418E+002, 7.2472900E+002, 3.2410980E+002, 3.8317739E+002, 4.3244084E+002, 4.4237355E+002, 4.1148508E+002, 3.5739660E+002,-1.8524096E+001, 4.9246759E-024, 1.7290333E-012, 4.1295988E-008, 5.4858566E-005, 1.0179060E-003, 6.2553532E-023, 5.1011489E-011, 1.3259045E-006, 1.0899857E-003, 8.7939348E-003
 2.9848485E+000, 1.5085020E+001, 2.9134474E+000, 1.9000000E+000, 1.1491887E+003, 1.1542607E+003, 1.0797528E+003, 9.3909379E+002, 8.1646396E+002, 7.1182502E+002, 3.7765847E+002, 4.1451146E+002, 4.4421191E+002, 4.4252748E+002, 4.0971429E+002, 3.5194056E+002,-1.8030120E+001, 4.9246759E-024, 1.7290333E-012, 4.1295988E-008, 5.4858566E-005, 1.0179060E-003, 6.2553532E-023, 5.1011489E-011, 1.3259045E-006, 1.0899857E-003, 8.7939348E-003
 3.4818182E+000, 1.3611614E+001, 2.9060892E+000, 2.3800000E+000, 1.0505468E+003, 1.0877165E+003, 1.0327168E+003, 9.0568313E+002, 7.9411568E+002, 6.9631779E+002, 4.2274414E+002, 4.4291230E+002, 4.5543272E+002, 4.4060620E+002, 4.0522804E+002, 3.4562566E+002,-1.7536145E+001, 2.1380936E-022, 1.3152740E-010, 1.2233607E-006, 2.6753803E-004, 1.7219576E-003, 3.4315299E-021, 4.0195973E-009, 3.9995023E-005, 4.1904003E-003, 1.1558909E-002
 3.9787879E+000, 1.2346654E+001, 2.8710266E+000, 2.8600000E+000, 9.5328012E+002, 1.0215669E+003, 9.7816989E+002, 8.7011110E+002, 7.6919897E+002, 6.7814397E+002, 4.4640256E+002, 4.6080602E+002, 4.6265032E+002, 4.3647164E+002, 3.9694685E+002, 3.3797850E+002,-1.7042169E+001, 2.1380936E-022, 1.3152740E-010, 1.2233607E-006, 2.6753803E-004, 1.7219576E-003, 3.4315299E-021, 4.0195973E-009, 3.9995023E-005, 4.1904003E-003, 1.1558909E-002
 4.4757576E+000, 1.1240754E+001, 2.8359188E+000, 3.3400000E+000, 8.8529186E+002, 9.6067161E+002, 9.1977398E+002, 8.3215490E+002, 7.4031949E+002, 6.5720274E+002, 4.5319033E+002, 4.6953289E+002, 4.6308834E+002, 4.3157900E+002, 3.8603279E+002, 3.2868851E+002,-1.6548193E+001, 1.0540345E-020, 7.0005554E-009, 1.8670456E-005, 7.2149661E-004, 2.8625807E-003, 1.9477465E-019, 2.1767043E-007, 5.9472139E-004, 8.0310810E-003, 1.4951435E-002
 4.9727273E+000, 1.0286488E+001, 2.8091841E+000, 3.8200000E+000, 8.5791786E+002, 9.0678006E+002, 8.6244267E+002, 7.8933539E+002, 7.0912402E+002, 6.3458337E+002, 4.6106849E+002, 4.7411027E+002, 4.5764670E+002, 4.2228415E+002, 3.7451994E+002, 3.1647339E+002,-1.6054217E+001, 1.0540345E-020, 7.0005554E-009, 1.8670456E-005, 7.2149661E-004, 2.8625807E-003, 1.9477465E-019, 2.1767043E-007, 5.9472139E-004, 8.0310810E-003, 1.4951435E-002
 5.4696970E+000, 9.4913982E+000, 2.7979845E+000, 4.3000000E+000, 8.3840543E+002, 8.5434593E+002, 8.0811878E+002, 7.4472950E+002, 6.7838708E+002, 6.1086880E+002, 4.6942388E+002, 4.6764397E+002, 4.4616635E+002, 4.0630339E+002, 3.6238638E+002, 3.0403232E+002,-1.5560241E+001, 5.6609478E-019, 2.4545564E-007, 1.4208794E-004, 1.6575589E-003, 4.9356961E-003, 1.2474814E-017, 7.4552441E-006, 3.7431488E-003, 1.3557504E-002, 1.9219522E-002
 5.9666667E+000, 8.8416003E+000, 2.8079101E+000, 4.7800000E+000, 8.1161080E+002, 8.0736586E+002, 7.5895899E+002, 7.0164758E+002, 6.4747390E+002, 5.8792110E+002, 4.7812454E+002, 4.6487554E+002, 4.3038143E+002, 3.8978124E+002, 3.4858113E+002, 2.9287964E+002,-1.5066265E+001, 5.6609478E-019, 2.4545564E-007, 1.4208794E-004, 1.6575589E-003, 4.9356961E-003, 1.2474814E-017, 7.4552441E-006, 3.7431488E-003, 1.3557504E-002, 1.9219522E-002
 6.4636364E+000, 8.3192368E+000, 2.8418394E+000, 5.2600000E+000, 7.6818525E+002, 7.6305361E+002, 7.1112547E+002, 6.6212293E+002, 6.1670946E+002, 5.6684347E+002, 4.7835808E+002, 4.6173840E+002, 4.1252901E+002, 3.7330978E+002, 3.3381002E+002, 2.8221228E+002,-1.4572289E+001, 2.8264209E-017, 5.4846391E-006, 6.2455467E-004, 3.2593906E-003, 8.6797233E-003, 7.4424637E-016, 1.5534513E-004, 9.5875584E-003, 1.9810237E-002, 2.5560403E-002
 6.9606061E+000, 7.9097494E+000, 2.8951297E+000, 5.7400000E+000, 7.1306629E+002, 7.1654515E+002, 6.6545163E+002, 6.2627494E+002, 5.8786899E+002, 5.4640228E+002, 4.6814183E+002, 4.5107315E+002, 3.9306068E+002, 3.5520589E+002, 3.1886971E+002, 2.7134900E+002,-1.4078313E+001, 2.8264209E-017, 5.4846391E-006, 6.2455467E-004, 3.2593906E-003, 8.6797233E-003, 7.4424637E-016, 1.5534513E-004, 9.5875584E-003, 1.9810237E-002, 2.5560403E-002
