cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.0041480E+001, 2.3040263E+000,-5.0000000E-001, 1.2173932E+003, 1.2677036E+003, 1.1556838E+003, 9.8020190E+002, 8.3967630E+002, 7.2419556E+002, 2.6302796E+002, 3.3836141E+002, 4.2333504E+002, 4.4401152E+002, 4.1510679E+002, 3.5926977E+002,-2.0500000E+001, 1.1975592E-015, 2.5925681E-010, 1.2987905E-007, 3.7297846E-006, 2.6481470E-004, 1.0947109E-014, 2.4730362E-009, 1.3869715E-006, 1.2340909E-005, 3.5595763E-003
 9.9696970E-001, 3.0041480E+001, 2.3040263E+000,-2.0000000E-002, 1.2173932E+003, 1.2677036E+003, 1.1556838E+003, 9.8020190E+002, 8.3967630E+002, 7.2419556E+002, 2.6302796E+002, 3.3836141E+002, 4.2333504E+002, 4.4401152E+002, 4.1510679E+002, 3.5926977E+002,-2.0006024E+001, 1.1975592E-015, 2.5925681E-010, 1.2987905E-007, 3.7297846E-006, 2.6481470E-004, 1.0947109E-014, 2.4730362E-009, 1.3869715E-006, 1.2340909E-005, 3.5595763E-003
 1.4939394E+000, 2.5021260E+001, 2.4921862E+000, 4.6000000E-001, 1.2218358E+003, 1.2670150E+003, 1.1443446E+003, 9.7832385E+002, 8.3742556E+002, 7.2489237E+002, 2.6949999E+002, 3.4098731E+002, 4.2557537E+002, 4.4486361E+002, 4.1374140E+002, 3.6067323E+002,-1.9512048E+001, 2.2176246E-016, 8.0225727E-011, 7.4447195E-008, 6.3535867E-006, 6.2253572E-004, 1.9369599E-015, 7.6920204E-010, 9.3013184E-007, 7.2952008E-005, 6.7588111E-003
 1.9909091E+000, 1.9839535E+001, 2.6842873E+000, 9.4000000E-001, 1.2357040E+003, 1.2397020E+003, 1.1161577E+003, 9.6536825E+002, 8.3076133E+002, 7.2218140E+002, 2.8896173E+002, 3.6399257E+002, 4.3224150E+002, 4.4527457E+002, 4.1340720E+002, 3.6002733E+002,-1.9018072E+001, 2.2176246E-016, 8.0225727E-011, 7.4447195E-008, 6.3535867E-006, 6.2253572E-004, 1.9369599E-015, 7.6920204E-010, 9.3013184E-007, 7.2952008E-005, 6.7588111E-003
 2.4878788E+000, 1.6976777E+001, 2.7491180E+000, 1.4200000E+000, 1.2213570E+003, 1.1882413E+003, 1.0822553E+003, 9.4444389E+002, 8.1933656E+002, 7.1513348E+002, 3.2407144E+002, 3.9385801E+002, 4.4390923E+002, 4.4772356E+002, 4.1229541E+002, 3.5587596E+002,-1.8524096E+001, 4.5719657E-017, 2.4255615E-011, 3.5188918E-008, 3.5826672E-005, 1.1300804E-003, 3.5904116E-016, 2.3435901E-010, 4.6061703E-007, 8.8822656E-004, 9.6680192E-003
 2.9848485E+000, 1.5096580E+001, 2.7818076E+000, 1.9000000E+000, 1.1556717E+003, 1.1232449E+003, 1.0375372E+003, 9.1480810E+002, 8.0159471E+002, 7.0253773E+002, 3.7231924E+002, 4.2281051E+002, 4.5454025E+002, 4.4821457E+002, 4.0906715E+002, 3.4928858E+002,-1.8030120E+001, 4.5719657E-017, 2.4255615E-011, 3.5188918E-008, 3.5826672E-005, 1.1300804E-003, 3.5904116E-016, 2.3435901E-010, 4.6061703E-007, 8.8822656E-004, 9.6680192E-003
 3.4818182E+000, 1.3613470E+001, 2.7872385E+000, 2.3800000E+000, 1.0632928E+003, 1.0534447E+003, 9.8382527E+002, 8.7963455E+002, 7.7911690E+002, 6.8619582E+002, 4.1642142E+002, 4.4452612E+002, 4.6227722E+002, 4.4433379E+002, 4.0275013E+002, 3.4334388E+002,-1.7536145E+001, 1.4454911E-017, 7.8431023E-012, 4.3902841E-008, 1.5733909E-004, 2.0755548E-003, 9.7655928E-017, 6.8207768E-011, 6.1371246E-007, 3.6891110E-003, 1.2971156E-002
 3.9787879E+000, 1.2359445E+001, 2.7721417E+000, 2.8600000E+000, 9.7645716E+002, 9.8886054E+002, 9.2619295E+002, 8.4157677E+002, 7.5278306E+002, 6.6712345E+002, 4.4390300E+002, 4.6140103E+002, 4.6347301E+002, 4.3672461E+002, 3.9377644E+002, 3.3572208E+002,-1.7042169E+001, 1.4454911E-017, 7.8431023E-012, 4.3902841E-008, 1.5733909E-004, 2.0755548E-003, 9.7655928E-017, 6.8207768E-011, 6.1371246E-007, 3.6891110E-003, 1.2971156E-002
 4.4757576E+000, 1.1280744E+001, 2.7502585E+000, 3.3400000E+000, 9.1301796E+002, 9.2319416E+002, 8.7029844E+002, 8.0118212E+002, 7.2529895E+002, 6.4716310E+002, 4.5944320E+002, 4.6507457E+002, 4.5927135E+002, 4.2611512E+002, 3.8344856E+002, 3.2799747E+002,-1.6548193E+001, 5.6529295E-018, 1.3595535E-010, 1.1501983E-006, 3.5637792E-004, 3.7157909E-003, 3.5531658E-017, 2.2568889E-009, 2.2798610E-005, 6.1168568E-003, 1.7669990E-002
