z-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.5,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.7,avgTimeRange_40.4,avgTimeRange_45.2,avgTimeRange_50.1,avgTimeRange_54.9,avgTimeRange_59.6,avgTimeRange_64.4,avgTimeRange_69.2,avgTimeRange_73.9,avgTimeRange_78.6,avgTimeRange_83.4,avgTimeRange_88.1,avgTimeRange_92.8,avgTimeRange_97.7,avgTimeRange_102.4,avgTimeRange_107.2,avgTimeRange_112.0,avgTimeRange_116.7,avgTimeRange_121.3,avgTimeRange_126.0,avgTimeRange_130.8,avgTimeRange_135.5,avgTimeRange_140.2,avgTimeRange_145.1,avgTimeRange_149.8,avgTimeRange_154.5,avgTimeRange_159.2,avgTimeRange_164.0,avgTimeRange_168.5,avgTimeRange_173.3,avgTimeRange_178.0,avgTimeRange_182.8,avgTimeRange_187.5,avgTimeRange_192.2,avgTimeRange_197.0
0.1016,21.0910384653315,56.47661964757101,58.010819934993464,56.09583214822547,59.269477143658314,58.327565492264085,57.48026519677069,62.642364524611025,67.19138858132438,67.57220632529118,66.69214083041189,66.76952273549517,64.78981325308132,63.298998455002305,66.8660923179353,66.33493788563322,69.24650201591757,69.72698385271087,68.3882516536476,67.25576508938994,66.31881830358539,65.22507917313821,64.94980687000007,64.41111528274607,64.69284765394556,64.95080645413837,65.53545385803335,65.55036856981566,65.60817561380938,66.32465986879603,65.99707157748199,65.7492153898145,65.15855787607961,65.88534201844418,65.33451222384656,65.21329238062485,65.51915175807478,65.15083206814192,65.46383205261218,65.24488908229917,66.18587263944292,67.41012598381045
0.127,28.203607396385795,56.20730533125456,56.77901152500367,59.15211942938359,61.17101101196909,62.01338535891952,60.450503231959395,68.44078761538647,71.46261530945365,71.05133788330185,69.91304126337181,69.77227355225162,67.73712266524379,66.33032329801878,70.01988850598335,69.74520056620854,73.1491457384894,73.09356957485106,71.64595790810928,70.43909639964681,69.29852471563618,68.0383316541442,67.53214665964747,66.82446585383092,66.6614028525535,66.85013698954243,67.00021215841466,66.73551356775302,66.72973062051835,67.88692442481607,67.97963018962963,67.63040188214843,67.00547076982576,68.06796173402017,67.48176720762274,67.37068034019639,67.55087555061891,67.12071887934488,67.152589433587,66.9027891335917,68.27287988581496,70.42076028422508
0.1524,42.11936049476312,49.958934077964905,54.0286101188386,69.845605453935,68.60223260822903,72.8653785217419,70.44018554894333,75.92584414373506,74.14142124103137,71.90231137414894,70.29649335315139,69.61934564728351,68.37186648512754,67.41528825698362,69.23825976574938,69.24103952937841,73.2747519967379,73.08921640679516,71.84763334648886,70.7557024531563,69.41821004234416,68.15336108931247,68.08041005364663,67.17570144279037,66.63358726043647,66.43334266683499,66.52875146439811,66.04652494617754,65.578116925008,67.08938909399458,67.33667609603597,66.89502132139175,66.22904587261087,67.02098455729568,66.63797237172453,66.23847339808546,66.65164552190772,66.47400753606578,66.13716510450942,65.74560531513342,66.86848195947354,69.10521666223534
0.1778,40.90588768720291,46.74768580019269,59.35843363933326,78.44876920598081,76.10160648232974,81.68739110527692,77.92905925938038,78.94347966759129,76.0046795797075,73.18050857277287,71.07593203741615,70.2920573947236,69.51290129314299,68.65248723862987,69.80142270198998,69.52070462683513,73.57605434692061,73.85004208202119,72.9628830169247,71.84337192503418,70.47110974331719,69.18926803838502,69.91827179853796,69.16932656670019,68.67233259851321,68.22425156066433,68.5953151768661,68.12985389162868,67.46540228522265,68.5477548522264,68.40419420355563,68.01268322160931,67.35061308228562,67.7302323150925,67.48284357808846,67.06133847514121,67.46158242453,67.52196078675223,67.0127752991745,66.57346306890219,67.37785199027553,68.72182810640125
0.2032,32.802912262829935,48.364998572727515,75.91370984978245,85.52609001148366,82.48646072173707,86.57852153493245,82.51630721284698,80.12663051480651,77.48825853517383,75.66836531189618,73.12019512594777,72.22905726727063,71.23472389971676,70.57882357425359,72.5323042405253,71.42367769512987,74.74244970036365,75.98641101316778,75.1116096125353,74.072662246562,73.16577393938664,72.07815711658368,73.84183048636149,73.31883005538266,73.084137112427,72.51743754316567,73.61254631995254,73.79178384234986,72.99168708905495,73.0832659841622,72.48111801483067,72.23694400641375,71.58080316310782,71.26953011409371,70.97036423146868,70.59110938491868,70.67477554259149,70.94791441621217,70.45704916053184,70.0170250848306,69.96114632376302,69.9353204693662
0.254,42.904180686814215,63.49323465733168,78.83485798845314,74.84636956278013,83.40651631412105,81.53046348529288,82.65526572882204,79.89993577264528,76.74755967786815,79.82181486897592,81.20684565815623,79.01783114691861,77.9744502493533,76.83965458356228,77.13031348598072,76.74764797646684,77.21444667314333,88.08377998273701,86.6396188085006,85.37203188923185,85.1210675739068,83.98489195680447,86.61039609951608,85.84646246020316,84.89069349985937,83.77193366259586,88.0432023439601,87.80460055759119,86.8371834729816,85.97159866831647,85.37745357012142,84.80782352578251,84.06010780953198,83.57314729161939,83.10979508712899,82.33156394825224,82.18439823239994,82.37971007018866,82.23616571828235,81.7921797418169,82.21935143823973,82.7158922486199
0.3048,36.76862377520458,64.1790342891426,55.214552528614576,57.45984051706332,67.84151932047386,68.6173294872807,68.33622733614833,73.15587353254092,73.59698838242012,71.97766873074686,69.62769330757607,68.63124932454934,66.73791155764867,65.97288489293507,67.6454663338776,69.52416205241951,75.01068512433086,86.87161961279602,85.43294478173091,84.57456110534461,83.0592401042911,81.62617767675333,81.57479408101666,80.39375719386437,79.5201160113714,78.53171195760287,81.34297787622405,80.32008708838191,79.39386878405631,78.6124339922791,78.03073583711426,77.67524783826259,76.80295628273814,77.10756377012295,77.42158844142563,76.53916608481369,76.09957284356707,75.94429495041034,75.38593854577576,76.25065109629283,77.17000922309403,79.10351728419194
0.3556,60.52299248178391,50.80000061284144,60.876232575234326,74.08089303334273,69.89829478160894,79.83449232004074,78.64069158643177,78.45111402407251,78.77537697814999,76.02017465291861,75.21545971541117,74.09030157727895,73.38449471573576,73.27770194801562,73.89846123648972,74.78050866274421,77.37458097614127,91.42160736949282,90.76039883478008,89.97313595290335,88.62120861104525,86.98390195967258,86.71435674347302,85.65994053623581,85.01256018382142,84.29722634213265,84.63514660395123,83.7010088283234,82.96167512161385,81.9910120048382,82.14956117379123,81.35819286215,81.1289072329294,80.97171424723055,81.33565402184693,80.46785547371178,79.99421473437202,80.07157936618621,79.4191429270912,79.08796827745212,79.4500085550021,80.46529142051979
0.4064,74.88906387082353,66.69482545491064,81.42074811810144,80.76293214438446,78.29628369521562,82.58733976084989,81.39511323299669,79.5220877512596,77.47734379525146,75.99980278484462,77.67133022810376,75.94456045122563,75.26428567299428,74.22562802334508,75.15405344661171,74.4794742227116,73.84886572803978,87.24567081563937,85.9132650353668,85.17372215520807,86.07659284236131,84.61819364794366,87.36688870074926,86.6977372546554,85.72048048409796,84.83032046613816,85.71602890221558,85.57695172500853,85.49283296542411,84.47945442889952,84.038029340907,83.17485260849786,83.32857284301616,82.59620537595593,82.09966602715471,81.36050529089201,81.06178115446329,83.4529249096826,82.9532233394641,82.23749378736163,81.7617244266399,81.38945114457874
0.4572,32.27723264178997,49.10136280000465,69.74989921501674,68.39942221665855,81.956204212461,80.51387987814483,78.34804328856356,75.82700654895599,73.036365064993,76.0017278474863,76.51012682483181,74.64985587908942,73.0192425360788,71.71440515366842,72.50113550814207,71.83167898967395,74.97265801199661,92.91018984107423,91.18726237917058,89.72063598224085,89.19645490132643,87.50072633381707,87.70800571384221,86.70959454192962,85.49368720956019,84.21039500038346,88.29071430835054,87.5190415842061,87.51321001026551,86.40184556681243,85.66355878456157,84.95026092044517,84.26281299783591,83.95099996588259,83.96494457070905,82.99637395545938,82.2569680388076,84.94766955502625,84.21601688749699,84.74348692134372,84.40587312826823,84.05534499928567
