z-position,avgTimeRange_2.4,avgTimeRange_7.1,avgTimeRange_12.0,avgTimeRange_16.7,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.6,avgTimeRange_40.4,avgTimeRange_45.2,avgTimeRange_49.9,avgTimeRange_54.7,avgTimeRange_59.4,avgTimeRange_64.2,avgTimeRange_69.1,avgTimeRange_73.8,avgTimeRange_78.6,avgTimeRange_83.4,avgTimeRange_88.1,avgTimeRange_92.9,avgTimeRange_97.7,avgTimeRange_102.5,avgTimeRange_107.3,avgTimeRange_112.2,avgTimeRange_116.9,avgTimeRange_121.7,avgTimeRange_126.5,avgTimeRange_131.3,avgTimeRange_136.1,avgTimeRange_140.7,avgTimeRange_145.4,avgTimeRange_150.0,avgTimeRange_154.7,avgTimeRange_159.3,avgTimeRange_164.0,avgTimeRange_168.7,avgTimeRange_173.5,avgTimeRange_178.2,avgTimeRange_182.8,avgTimeRange_187.6,avgTimeRange_192.2,avgTimeRange_196.9
0.1016,935.487810708,846.1703908746667,872.395144226,869.4268204125714,871.8595039735555,879.9554541021815,872.1670693955383,871.4332312683998,866.8878874485883,864.879565115158,858.5980814124762,860.4288751129565,862.9946389192,861.1031367108889,862.1146884628276,863.080820752,863.8288747150306,863.1786632145713,861.3007373265403,860.7250469018461,862.8844093185852,865.4678752949302,862.9481454288889,862.7827396604681,864.170230838857,863.4986356099216,863.8612015242641,862.6698865891635,863.9938794835439,863.8062052518643,861.3100842442622,858.8987758906985,857.9531665951384,857.2720977854028,857.6261875528405,857.5653924343943,859.0157298931783,859.5570059155199,857.7738153278443,856.0309531403798,854.6967962787901,854.6618077593255
0.127,942.5114912980001,848.3474117473334,869.8944367452,867.090313340857,867.1683445537777,875.4977923221818,868.4466234643077,866.5523167246665,863.1759325709411,862.6450201789473,858.0339781306667,858.900619884,862.6758659140801,860.6890854487406,861.4417408841377,862.7006777945808,862.4305308273943,860.5441622672001,859.1202557117294,858.2292246549229,859.9756043298537,862.5292315721861,859.0656458631113,857.9651018914467,859.098682394898,857.129660530549,856.8061622789058,855.5289721768728,856.8551730659999,856.845993469254,854.2295471199343,851.8405770822854,850.171427177231,849.2228945634032,849.3745933160868,849.5497949879432,850.8787915603289,851.0516684811198,849.1875576755066,847.4366343833161,846.03533536079,846.2006919864334
0.1524,941.6430517100001,872.30493646,905.1276525651999,899.9347570642857,899.3380020739999,903.2174252738181,898.52798424,899.8256640357333,898.579451993059,897.4304305644212,892.3767768593333,891.5920339185217,894.79216008296,893.7092542603704,894.9717121822758,897.4495884229032,897.5508009981818,896.0091486100569,894.9661186334055,894.121597435641,894.7604476620975,896.6684477894419,893.1812682067555,892.3310262589789,894.304035206939,893.2373339239608,894.3303799536603,892.8776992024,893.4639318895787,893.2919353020679,890.2961655326229,888.4713899054285,886.4142960776925,886.106140183373,885.1147197334784,885.3083853102253,887.0911914351509,887.6051832462401,885.9368972990391,885.7833763992913,883.9885627580987,884.6681577018553
0.1778,953.740560354,880.0815809753334,921.8648903136,914.1835402962857,916.3167111497778,919.8770241050909,915.145098835077,918.0433914588,915.1625295215293,912.5814967277895,905.3153580375239,906.0431706925218,907.8256435744801,906.4589714328889,908.1962212775173,911.5272830127097,912.7181164402425,912.4680996664001,911.2254735807567,910.9510422794871,912.0672772280001,913.9834019401861,911.3810236469334,911.4695807368084,914.0381267739185,914.2168019061176,916.0393568534718,914.5513719414544,915.0143020118599,914.6176091946782,911.952292669541,910.2196551260635,908.4124197619693,908.4755479473431,907.6473212208406,907.66307670969,909.8057034696989,910.7269272137871,909.3113761730906,909.1199503051137,907.2227369082468,907.7635520092289
0.2032,1001.7116578260001,893.2181458033335,933.834001048,928.0062591097144,931.2077399953334,937.2135109429091,930.782970749077,929.9738337404001,925.674780745647,923.5005296910526,916.4657887208573,918.0755569565218,919.0697968804798,917.0730553111853,918.5456504344139,921.6729963527742,922.2656603193334,922.2148034543427,920.288700068054,919.7532206925641,921.437314167756,923.7481120469304,921.1865611902223,921.4935945059149,923.6590179161634,923.3894497834508,924.332084443698,922.9925574856361,924.4168241688773,924.0784285012203,921.6822934541964,919.6541935606667,917.9828706016308,917.3862605505071,917.8193797862323,918.1194212729296,919.792573857507,920.7832923101331,919.3243082708835,918.0044990242786,916.4869727273826,916.9909761327709
0.254,944.5381156260003,905.3803195873334,924.2463722007999,916.4858533257142,919.5502297635555,918.9151913623637,923.4539993443076,927.1647624937334,920.4221580629413,916.4976204824209,912.0753611766667,912.511716312435,911.76701054864,914.9763851128887,915.2407391795172,917.2500036014837,916.4549995335153,914.0042623316574,912.5339970244324,914.3637389945642,913.9307698724391,914.2491556236744,910.5552742727999,907.2725168137449,910.3188852144897,910.303203315059,911.1168055689809,910.0702920458183,910.0064875970875,910.5482993258644,907.6333110358689,906.5964069495554,904.6800528955998,903.8078173516419,902.9554441400867,903.802263399972,905.1249450441644,906.2114898863468,903.7402961172468,903.8024590756205,902.895190926222,902.6192121306746
0.3048,921.2397481979999,857.7883094826667,889.3218554087999,880.6553978782858,881.8970233504444,881.4398536598181,887.7665854841538,891.6684069653334,885.6738053281176,882.9280521346317,878.3495305096191,880.0939049781737,877.4133393869602,880.0635063375556,879.6105687880689,884.5687231767097,884.0860722851514,884.3069006708571,882.282570044162,885.1846559912306,883.7385026180974,884.2154069419533,881.897259858311,879.692894481064,884.058358400653,885.1179149405491,886.2814972756604,885.2957577606909,884.8819162496142,885.3750041710849,883.0069291987538,882.4075353416509,879.9010506280613,879.2602906912834,878.5588658311883,879.4657500928165,881.4391390453151,882.9656659034667,881.4190009359219,881.6675869288352,880.7937000539007,880.8782817804578
0.3556,867.0658481479999,837.0976422853333,863.4043109644002,852.0691296228572,854.5801608028888,857.394693289818,864.6886666746154,865.5721916436,860.6894290762352,857.7515041888422,853.3359203701904,852.6146028075651,848.4774536994399,852.2373969681481,851.2402034415172,854.7252067409031,853.4031477008488,851.0271632807428,848.9583627637837,850.7211784768721,848.6200578693168,848.4558661163256,844.7340282502223,842.0903828437445,845.6473964611428,846.7386918353725,847.6742026878869,847.6453095598182,848.0194320866665,848.6632318642033,846.9380290708525,846.8123604051425,844.7133786798769,844.3858479320298,844.3403395649855,845.2239788441972,847.2172116057809,849.0592852429068,847.180440413143,847.5373197383798,847.1415008695062,846.6454812443134
0.4064,810.3508568500001,769.4542536886668,795.0532719116001,786.6182076425714,787.8397733493333,790.0990346870909,802.1252210590769,806.7461865926667,803.3568739694118,801.0716393714737,797.0584989814287,797.3573072428695,793.9387007020799,797.657612695704,797.2660079813793,802.7954750602581,802.2322061568486,800.8074727102857,799.0212969435677,801.5194686744615,798.9876241174633,797.8499833294885,794.5117709701333,791.4738314677446,795.5299031514287,797.2040317098822,798.270277446717,798.1580607554546,797.9290810270878,798.9434728591523,797.4809870904261,797.6122950564128,795.3641341650156,795.3562599079701,794.8836940440292,796.3914640382253,798.7439076069314,800.7820578939464,799.3354088082339,800.2086171297216,799.9171709112843,799.3285172981685
0.4572,749.446141106,726.8360653200001,746.1072502864,734.590557146,736.1575916822221,741.7465683901819,752.3508283492308,754.8466229544,753.9740457461178,751.1140771585264,747.6464873633333,746.7859252960872,743.1299954880001,745.460819812889,743.6976554697242,747.6752922943871,746.9691980043636,745.1447444781714,743.3125236079998,745.0765170143592,742.3368157122441,741.8327889587907,738.0833528431999,735.4633156354893,738.9589196906529,740.3145026455686,741.6384967229434,742.0541012992364,742.0420817201403,743.1789205034235,742.426140933869,743.1172872195556,740.9371975577229,741.185315497373,740.8474634944927,742.6271493081409,744.9787251012874,746.7506960474932,745.7933927575842,746.7356528888606,746.8751691964691,746.221462929277
