Time,Chi_r
0.201,0.085
0.400,0.225
0.601,0.261
0.800,0.296
1.000,0.279
1.200,0.268
1.401,0.305
1.600,0.332
1.800,0.285
2.000,0.311
2.200,0.302
2.400,0.311
2.600,0.319
2.800,0.321
3.000,0.289
3.200,0.319
3.400,0.311
3.601,0.312
3.800,0.315
4.000,0.313
4.200,0.323
4.400,0.352
4.600,0.321
4.800,0.324
5.000,0.327
5.200,0.312
5.400,0.299
5.600,0.318
5.800,0.317
6.000,0.338
6.200,0.329
6.400,0.304
6.600,0.288
6.800,0.340
7.000,0.311
7.200,0.307
7.400,0.322
7.600,0.314
7.800,0.305
8.000,0.305
8.200,0.314
8.400,0.287
8.600,0.335
8.800,0.311
9.000,0.302
9.200,0.307
9.400,0.311
9.600,0.296
9.800,0.303
10.000,0.299
10.200,0.304
10.400,0.306
10.600,0.317
10.800,0.315
11.000,0.302
11.200,0.332
11.400,0.289
11.600,0.307
11.800,0.301
12.000,0.301
12.200,0.306
12.400,0.315
12.600,0.311
12.800,0.325
13.000,0.316
13.200,0.309
13.400,0.311
13.600,0.301
13.800,0.294
14.000,0.285
14.200,0.291
14.400,0.315
14.600,0.298
14.800,0.305
15.000,0.311
15.200,0.292
15.400,0.284
15.600,0.276
15.800,0.281
16.000,0.291
16.200,0.289
16.400,0.299
16.600,0.288
16.800,0.285
17.000,0.293
17.200,0.294
17.400,0.297
17.600,0.275
17.800,0.309
18.000,0.306
18.201,0.319
18.400,0.325
18.600,0.301
18.800,0.308
19.000,0.305
19.200,0.299
19.400,0.301
19.601,0.302
19.800,0.296
20.000,0.303
20.200,0.306
20.400,0.295
20.600,0.304
20.800,0.323
21.000,0.318
21.200,0.301
21.400,0.327
21.600,0.308
21.800,0.314
22.000,0.319
22.200,0.303
22.400,0.325
22.600,0.304
22.800,0.312
23.000,0.304
23.200,0.309
23.400,0.328
23.600,0.311
23.800,0.324
24.000,0.323
24.200,0.320
24.400,0.334
24.600,0.327
24.800,0.332
25.000,0.316
25.200,0.334
25.400,0.315
25.600,0.313
25.800,0.329
26.000,0.292
26.200,0.312
26.400,0.325
26.600,0.319
26.800,0.313
27.000,0.311
27.200,0.324
27.400,0.334
27.600,0.326
27.800,0.325
28.000,0.310
28.200,0.339
28.400,0.322
28.600,0.337
28.800,0.346
29.000,0.323
29.200,0.333
29.400,0.335
29.600,0.331
29.801,0.322
30.000,0.314
30.200,0.319
30.400,0.324
30.600,0.354
30.800,0.328
31.000,0.319
31.200,0.322
31.400,0.311
31.600,0.320
31.801,0.335
32.000,0.314
32.200,0.312
32.400,0.308
32.600,0.307
32.800,0.310
33.000,0.321
33.200,0.323
33.400,0.320
33.600,0.295
33.800,0.311
34.000,0.321
34.200,0.309
34.400,0.324
34.600,0.319
34.800,0.328
35.001,0.311
35.200,0.328
35.400,0.321
35.600,0.309
35.800,0.343
36.000,0.306
36.200,0.337
36.400,0.327
36.600,0.323
36.800,0.323
37.000,0.302
37.200,0.322
37.400,0.330
37.600,0.320
37.800,0.300
38.000,0.300
38.200,0.293
38.400,0.299
38.600,0.297
38.800,0.319
39.001,0.294
39.200,0.315
39.400,0.312
39.600,0.313
39.800,0.300
40.000,0.322
40.200,0.288
40.400,0.294
40.600,0.314
40.801,0.322
41.000,0.322
41.200,0.319
41.400,0.296
41.600,0.301
41.800,0.304
42.000,0.288
42.200,0.299
42.400,0.309
42.600,0.295
42.801,0.318
43.000,0.325
43.200,0.295
43.400,0.296
43.600,0.298
43.800,0.312
44.000,0.315
44.200,0.302
44.400,0.317
44.600,0.316
44.800,0.302
45.000,0.315
45.200,0.311
45.400,0.299
45.600,0.312
45.800,0.309
46.000,0.328
46.200,0.299
46.400,0.282
46.600,0.300
46.800,0.310
47.000,0.320
47.200,0.313
47.400,0.288
47.600,0.321
47.800,0.320
48.000,0.317
48.200,0.315
48.400,0.295
48.600,0.301
48.800,0.300
49.000,0.298
49.200,0.301
49.400,0.296
49.600,0.312
49.800,0.304
50.000,0.299
50.200,0.316
50.400,0.303
50.600,0.323
50.800,0.292
51.000,0.298
51.200,0.295
51.400,0.295
51.600,0.290
51.800,0.293
52.000,0.297
52.200,0.289
52.400,0.310
52.600,0.304
52.800,0.312
53.000,0.320
53.200,0.299
53.400,0.290
53.600,0.317
53.800,0.291
54.000,0.313
54.200,0.302
54.400,0.293
54.600,0.304
54.800,0.315
55.000,0.302
55.200,0.325
55.400,0.301
55.600,0.321
55.800,0.310
56.000,0.295
56.200,0.303
56.400,0.310
56.600,0.316
56.800,0.307
57.000,0.312
57.200,0.293
57.400,0.314
57.600,0.290
57.800,0.308
58.000,0.302
58.200,0.309
58.400,0.318
58.600,0.295
58.800,0.321
59.000,0.314
59.200,0.300
59.400,0.287
59.600,0.294
59.800,0.305
60.000,0.312
60.200,0.315
60.400,0.314
60.600,0.298
60.800,0.307
61.000,0.296
61.200,0.303
61.400,0.290
61.600,0.308
61.800,0.310
62.000,0.308
62.200,0.314
62.400,0.312
62.600,0.306
62.800,0.321
63.000,0.311
63.200,0.318
63.400,0.334
63.600,0.298
63.800,0.330
64.000,0.323
64.200,0.303
64.400,0.307
64.600,0.315
64.800,0.317
65.000,0.323
65.200,0.303
65.400,0.317
65.600,0.298
65.800,0.309
66.000,0.300
66.200,0.287
66.400,0.316
66.600,0.293
66.800,0.304
67.000,0.297
67.200,0.316
67.400,0.289
67.600,0.311
67.800,0.307
68.000,0.299
68.200,0.306
68.400,0.296
68.600,0.298
68.800,0.293
69.000,0.307
69.200,0.313
69.400,0.299
69.600,0.290
69.800,0.303
70.000,0.296
70.200,0.290
70.400,0.289
70.600,0.293
70.800,0.295
71.000,0.293
71.200,0.294
71.401,0.296
71.600,0.328
71.800,0.308
72.000,0.331
72.200,0.324
72.400,0.288
72.600,0.321
72.800,0.323
73.000,0.311
73.201,0.313
73.400,0.299
73.600,0.329
73.800,0.309
74.000,0.316
74.200,0.329
74.400,0.298
74.600,0.316
74.800,0.306
75.000,0.295
75.200,0.312
75.400,0.310
75.600,0.327
75.800,0.299
76.000,0.309
76.200,0.325
76.400,0.327
76.600,0.313
76.800,0.328
77.000,0.331
77.200,0.317
77.401,0.322
77.600,0.338
77.800,0.316
78.000,0.311
78.200,0.290
78.400,0.284
78.600,0.290
78.800,0.302
79.000,0.289
79.200,0.304
79.400,0.295
79.600,0.296
79.800,0.311
80.000,0.306
80.201,0.313
80.400,0.312
80.600,0.307
80.800,0.300
81.000,0.292
81.200,0.334
81.400,0.318
81.600,0.309
81.800,0.284
82.000,0.305
82.200,0.314
82.400,0.303
82.600,0.309
82.800,0.308
83.000,0.296
83.200,0.316
83.400,0.311
83.600,0.285
83.800,0.294
84.000,0.323
84.200,0.299
84.400,0.305
84.600,0.291
84.800,0.325
85.000,0.320
85.200,0.315
85.400,0.293
85.600,0.323
85.800,0.310
86.000,0.346
86.200,0.321
86.400,0.319
86.600,0.326
86.800,0.297
87.000,0.302
87.200,0.301
87.400,0.297
87.600,0.318
87.800,0.301
88.000,0.314
88.200,0.326
88.400,0.303
88.600,0.298
88.800,0.293
89.000,0.319
89.200,0.317
89.400,0.313
89.600,0.304
89.800,0.300
90.000,0.325
90.200,0.304
90.400,0.314
90.600,0.308
90.800,0.296
91.000,0.307
91.200,0.307
91.400,0.298
91.600,0.311
91.800,0.321
92.000,0.299
92.200,0.318
92.400,0.304
92.600,0.308
92.800,0.319
93.000,0.316
93.200,0.298
93.400,0.288
93.600,0.291
93.800,0.300
94.000,0.299
94.200,0.296
94.400,0.330
94.600,0.292
94.800,0.317
95.000,0.309
95.200,0.320
95.400,0.316
95.600,0.320
95.800,0.327
96.000,0.329
96.200,0.310
96.400,0.305
96.600,0.311
96.800,0.302
97.000,0.303
97.200,0.312
97.400,0.308
97.600,0.326
97.800,0.318
98.000,0.302
98.201,0.302
98.400,0.322
98.600,0.297
98.800,0.327
99.000,0.315
99.200,0.322
99.400,0.311
99.600,0.290
99.800,0.334
100.000,0.307
100.200,0.293
100.400,0.291
100.600,0.310
100.800,0.292
101.000,0.306
101.200,0.329
101.400,0.317
101.600,0.319
101.801,0.295
102.000,0.285
102.200,0.310
102.400,0.305
102.600,0.299
102.800,0.287
103.000,0.285
103.200,0.291
103.400,0.293
103.600,0.287
