z-position,avgTimeRange_2.4,avgTimeRange_7.1,avgTimeRange_11.8,avgTimeRange_16.6,avgTimeRange_21.4,avgTimeRange_26.2,avgTimeRange_30.9,avgTimeRange_35.7,avgTimeRange_40.5,avgTimeRange_45.3,avgTimeRange_50.0,avgTimeRange_54.8,avgTimeRange_59.6,avgTimeRange_64.3,avgTimeRange_69.1,avgTimeRange_73.9,avgTimeRange_78.6,avgTimeRange_83.3,avgTimeRange_88.1,avgTimeRange_92.8,avgTimeRange_97.7,avgTimeRange_102.4,avgTimeRange_107.2,avgTimeRange_112.1,avgTimeRange_116.9,avgTimeRange_121.7,avgTimeRange_126.4,avgTimeRange_131.2,avgTimeRange_135.9,avgTimeRange_140.6,avgTimeRange_145.2,avgTimeRange_149.9,avgTimeRange_154.6,avgTimeRange_159.3,avgTimeRange_164.0,avgTimeRange_168.8,avgTimeRange_173.6,avgTimeRange_178.3,avgTimeRange_183.2,avgTimeRange_188.0,avgTimeRange_192.6,avgTimeRange_197.4
0.1016,879.9144884680001,877.1786234293332,864.1795077399998,859.430924672,863.8252022422223,867.6956192610908,870.5053447763078,870.5551064210666,870.3854555402353,868.7499492052631,868.7729513312382,872.7010352467827,876.0105526497599,876.1514064786667,873.9346794841377,871.4035578251612,869.3366912277576,868.6856444442286,868.8832008192431,867.4734189799998,868.0674621073169,868.1972861584185,868.2001736560001,869.2383546902979,869.0527480052243,868.5331893985882,867.1136953230188,866.8800093104728,866.8638357805615,866.3455585511863,865.3699860030819,863.698947534095,862.701555570954,862.3716506186867,862.2041246641738,862.5248821385916,864.5391884488218,864.5927226500266,864.9688002136105,864.6641827717468,863.3465214785184,864.4482538059276
0.127,870.88574004,869.1354244773333,855.3350712864001,850.1685845291429,853.9334430684444,857.8020315905454,860.9392646101539,860.8450961914666,860.7393240621177,859.1307649391579,859.1494533779048,862.8724768133912,866.3427584128,866.4053030238518,864.1605396728276,861.6535306643872,859.5225447436363,858.8505498167998,859.0417760636757,857.656425799282,858.2896766807808,858.4673325986977,858.3928603679109,859.4698627074041,859.3048227700409,858.8209898956865,857.384719936,857.1229411434911,857.1193063590879,856.6246349178306,855.6545467771149,853.9495603507303,852.9648971981538,852.6529519524777,852.4765002709565,852.7403414022538,854.5629470638357,854.5805875334931,854.920987009039,854.654061404,853.2897847591108,854.2412519250117
0.1524,905.8570178039998,907.508168276,892.7969178760001,887.8721494908572,890.8480340826667,894.9875887039999,898.3360178618461,898.4079798077335,898.3746350894118,896.6991856810525,896.7854977895237,900.2377367429565,903.78391733968,904.0164900955558,901.7705751322757,899.2466377174195,897.1287563583031,896.3955780791999,896.5360954892974,895.1479493749742,895.7838202757072,896.0194506116278,895.9084989253331,897.0246776930213,896.913393505796,896.4472026177256,895.089697658717,894.8309402415272,894.774316101965,894.2528954054237,893.3454093969177,891.5928086814603,890.6526353589538,890.324329726209,890.206962216116,890.4997235672113,892.099875065589,892.0589738926398,892.3792957705973,892.18361260962,890.8791846178767,891.6403985028916
0.1778,929.696537028,931.9890323226666,917.5653925488,913.1906954342857,916.0669003520001,920.1532881116364,923.4184723289229,923.6085111568,923.5815818458822,921.8196327435788,921.9967316169525,925.580362289739,929.0796145278399,929.4282775383705,927.1537871126897,924.5213408218065,922.5195549550302,921.7909362767999,921.9368194250811,920.487898432923,921.1092982042927,921.3366372322789,921.3118926093332,922.378387474298,922.2604081741222,921.7233021279998,920.4278857328301,920.1370069540367,920.0378918625263,919.480522103661,918.5907106400654,916.8468878459682,915.9324832425846,915.6205202347462,915.5716189737391,915.8888906323945,917.5659328163836,917.5423625515197,917.8977008040001,917.7441099543796,916.5053256625679,917.3158087078072
0.2032,940.9420235319998,941.2621641586667,927.508770432,923.4625723531428,926.0181162857779,929.4337829047273,932.618158308,932.7878471106667,932.9868101472942,931.1460817267367,931.4618084889522,935.1806551605217,938.6499807732798,938.8243140054814,936.5302310325518,933.7084540464515,931.7964022303029,931.1810082220571,931.457155779784,929.9910120702564,930.6988173287805,930.934646652372,931.0486784838222,931.9780352714041,931.7165790487347,931.090820520941,929.8025895568301,929.4607341629089,929.3204877477192,928.8094066555251,927.8920812327214,926.188983695365,925.3142045539695,925.0822479810745,925.0846734491594,925.3486867193238,927.123304091178,927.1675947409598,927.5241895895584,927.4013859915946,926.1789123602468,927.0992627625543
0.254,917.8241084800002,923.2952161106667,909.012317596,905.4118926777144,907.2343573666667,909.9423865490909,913.8879441692309,913.9000026917334,914.3082749305881,912.5593146269474,913.1710918544762,916.3332039730435,920.0647015964801,920.1666414411851,917.8535397361379,915.1416136325162,913.3101584270304,912.5274855074288,913.0308358070271,911.8548716482051,912.4683961078051,912.8644591782324,912.8258979385779,913.7606815494469,913.4937876456328,912.9182893458825,911.8478412637736,911.3998960778182,911.331066619579,910.907112702373,910.1089658413117,908.3747918401269,907.595338403508,907.3434597638807,907.4491145295649,907.7123148574647,909.2301073912329,909.2003905353067,909.529816343273,909.5033259197465,908.3202074201481,909.0388115742169
0.3048,898.05635898,904.831184204,892.794537544,890.7560223068572,890.9035228488889,892.8174880509091,896.0411342006154,896.2777241818668,897.3422889051765,895.1889837858947,895.9849673205714,898.8385431034784,902.14679320576,902.2303136422222,899.9633037223449,897.0950733233548,895.6276603254546,895.0750155617147,895.7087092681081,894.5171379953846,895.1612910975612,895.6255942562792,895.8678933214223,896.5394022136172,896.0510967875919,895.288823014902,894.4493540341886,894.0415528814543,893.9477682872983,893.4909777027119,892.8641987645901,891.2885571965716,890.6791953037537,890.5391459943284,890.8366349721739,891.0502538940844,892.3032116857537,892.3748841753066,892.782094365143,892.973976900506,892.0409534093334,892.7272403068913
0.3556,854.471142024,862.4195032866667,853.4551334088,852.8332019228573,851.7854668088888,852.2816849239999,855.1041606830769,855.854807548,857.6169064254117,855.6786470071579,856.8531413106667,859.2514968166956,862.42793734304,862.5657363177778,860.6860438253793,857.5721795690322,856.6174316676368,856.1963111469713,857.1717232125404,856.1881032980513,856.7684023962925,857.2640562514418,857.8009673603556,858.1891220241702,857.5563951625309,856.6487885353724,856.1156090018117,855.6934813829089,855.6239264794386,855.5201271027796,855.039485281377,853.6190691452698,853.2878607198152,853.233610301851,853.7693944609276,853.9854121225918,855.028718595233,855.17184827472,855.5190665678441,855.8973593610634,855.2248128036049,855.8608037933012
0.4064,802.303836412,812.0150094720001,805.5176646304,806.1852238942857,804.7499026991111,804.4185855392728,806.0823223172308,807.1183580277333,809.9184927039998,807.6383440898949,808.9027640413334,811.098545158087,813.59919484656,813.6509201161481,811.7836451913101,808.507730899613,807.7951028521213,807.5329005907428,808.8775460003242,807.8731286974358,808.3947859561952,808.9740815728372,809.8426841830221,809.9373247228086,808.9909173016325,807.8611695619607,807.6204801221132,807.3289029978911,807.3013933756489,807.1992518441357,806.9389741405245,805.6753768006985,805.4977669701539,805.6220109900302,806.4620120193042,806.7190760472113,807.5239529110685,807.7304924323201,808.2077969750649,808.9073386027341,808.475564299111,809.1189786954218
0.4572,743.577275992,752.7288533493332,750.5731544024,752.8603374234285,750.0923668542223,748.4535857592728,749.2964172372307,750.6495071896,754.3025081912941,752.2124433326317,753.9280905024762,755.8354331353041,758.0837650006401,758.3172038893332,756.751643674207,753.2209637703227,753.0477003095758,752.9305752529141,754.3384783442162,753.5117166708718,753.9808457970731,754.5994974049302,755.8278652808889,755.741127185617,754.6776586046532,753.3675846954507,753.5002185033208,753.2274278069091,753.2695502970525,753.5294165762713,753.4581880201968,752.4217593547304,752.534004503077,752.7425201497314,753.805514169681,753.9916270235492,754.6610498190686,754.9951628139197,755.4702857701816,756.3824037295191,756.2762016014813,756.9024168553253
