cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.0276058E+001, 2.3750271E+000,-5.0000000E-001, 1.2208851E+003, 1.2689285E+003, 1.1615642E+003, 1.0069073E+003, 8.6523407E+002, 7.5096423E+002, 2.6901411E+002, 3.3522971E+002, 4.1595156E+002, 4.4415209E+002, 4.1487491E+002, 3.6770336E+002,-2.0500000E+001, 5.1219406E-018, 5.1194557E-012, 1.4519085E-009, 1.0088528E-006, 8.6536188E-005, 4.4004521E-017, 5.7613009E-011, 1.2669995E-008, 1.3455906E-005, 1.3161810E-003
 9.9696970E-001, 3.0276058E+001, 2.3750271E+000,-2.0000000E-002, 1.2208851E+003, 1.2689285E+003, 1.1615642E+003, 1.0069073E+003, 8.6523407E+002, 7.5096423E+002, 2.6901411E+002, 3.3522971E+002, 4.1595156E+002, 4.4415209E+002, 4.1487491E+002, 3.6770336E+002,-2.0006024E+001, 5.1219406E-018, 5.1194557E-012, 1.4519085E-009, 1.0088528E-006, 8.6536188E-005, 4.4004521E-017, 5.7613009E-011, 1.2669995E-008, 1.3455906E-005, 1.3161810E-003
 1.4939394E+000, 2.5122486E+001, 2.4758438E+000, 4.6000000E-001, 1.2178413E+003, 1.2720193E+003, 1.1689435E+003, 1.0058242E+003, 8.6647323E+002, 7.5126168E+002, 2.6777352E+002, 3.3526289E+002, 4.1676474E+002, 4.4166761E+002, 4.1478812E+002, 3.6773224E+002,-1.9512048E+001, 2.9283154E-018, 4.3176906E-012, 6.3643634E-009, 5.0147345E-006, 3.1627380E-004, 2.5598446E-017, 5.5458887E-011, 1.6681908E-007, 1.5917633E-004, 3.9528080E-003
 1.9909091E+000, 1.9843633E+001, 2.6859250E+000, 9.4000000E-001, 1.2337644E+003, 1.2538122E+003, 1.1571872E+003, 9.9285820E+002, 8.5609249E+002, 7.4535982E+002, 2.8730547E+002, 3.5433500E+002, 4.2283000E+002, 4.4233246E+002, 4.1229446E+002, 3.6604141E+002,-1.9018072E+001, 2.9283154E-018, 4.3176906E-012, 6.3643634E-009, 5.0147345E-006, 3.1627380E-004, 2.5598446E-017, 5.5458887E-011, 1.6681908E-007, 1.5917633E-004, 3.9528080E-003
 2.4878788E+000, 1.6950250E+001, 2.7658587E+000, 1.4200000E+000, 1.2181923E+003, 1.2120890E+003, 1.1247975E+003, 9.6656665E+002, 8.3818491E+002, 7.3444689E+002, 3.2815678E+002, 3.8358568E+002, 4.3549472E+002, 4.4207225E+002, 4.0866370E+002, 3.6223758E+002,-1.8524096E+001, 1.6707034E-018, 3.4175031E-012, 1.6951788E-007, 3.2896374E-005, 7.1229071E-004, 1.4617825E-017, 4.5018401E-011, 6.0690337E-006, 1.1054226E-003, 7.1377953E-003
 2.9848485E+000, 1.5072151E+001, 2.8088143E+000, 1.9000000E+000, 1.1521958E+003, 1.1507814E+003, 1.0733471E+003, 9.2960701E+002, 8.1561877E+002, 7.1766765E+002, 3.7700824E+002, 4.1630160E+002, 4.4583805E+002, 4.3955049E+002, 4.0413561E+002, 3.5434639E+002,-1.8030120E+001, 1.6707034E-018, 3.4175031E-012, 1.6951788E-007, 3.2896374E-005, 7.1229071E-004, 1.4617825E-017, 4.5018401E-011, 6.0690337E-006, 1.1054226E-003, 7.1377953E-003
 3.4818182E+000, 1.3597819E+001, 2.8177078E+000, 2.3800000E+000, 1.0611631E+003, 1.0735119E+003, 1.0104283E+003, 8.8771774E+002, 7.8986585E+002, 7.0005717E+002, 4.1880821E+002, 4.3921098E+002, 4.5357428E+002, 4.3575142E+002, 3.9785807E+002, 3.4656225E+002,-1.7536145E+001, 9.9596003E-019, 5.4191952E-012, 3.3271275E-006, 1.4642610E-004, 1.2464333E-003, 8.7456402E-018, 6.5952359E-011, 1.2191063E-004, 4.0302090E-003, 9.9509510E-003
 3.9787879E+000, 1.2343444E+001, 2.7977415E+000, 2.8600000E+000, 9.7432307E+002, 9.9996978E+002, 9.4418125E+002, 8.4351840E+002, 7.6260518E+002, 6.8085144E+002, 4.4548400E+002, 4.5614812E+002, 4.5438027E+002, 4.2732694E+002, 3.9080399E+002, 3.3817473E+002,-1.7042169E+001, 9.9596003E-019, 5.4191952E-012, 3.3271275E-006, 1.4642610E-004, 1.2464333E-003, 8.7456402E-018, 6.5952359E-011, 1.2191063E-004, 4.0302090E-003, 9.9509510E-003
 4.4757576E+000, 1.1253467E+001, 2.7677200E+000, 3.3400000E+000, 9.0776090E+002, 9.3630276E+002, 8.8040274E+002, 7.9907091E+002, 7.3398211E+002, 6.6115604E+002, 4.5522331E+002, 4.6685708E+002, 4.4914826E+002, 4.1568871E+002, 3.8223323E+002, 3.2979054E+002,-1.6548193E+001, 6.2181589E-019, 3.3158857E-010, 3.6833693E-005, 4.4083518E-004, 2.3024281E-003, 5.4782327E-018, 6.0724931E-009, 1.3325147E-003, 7.9471157E-003, 1.3214528E-002
 4.9727273E+000, 1.0314362E+001, 2.7517008E+000, 3.8200000E+000, 8.7077460E+002, 8.7823019E+002, 8.2306788E+002, 7.5571694E+002, 7.0348792E+002, 6.4188203E+002, 4.5840340E+002, 4.6742529E+002, 4.4017355E+002, 4.0271616E+002, 3.6993398E+002, 3.2167421E+002,-1.6054217E+001, 6.2181589E-019, 3.3158857E-010, 3.6833693E-005, 4.4083518E-004, 2.3024281E-003, 5.4782327E-018, 6.0724931E-009, 1.3325147E-003, 7.9471157E-003, 1.3214528E-002
 5.4696970E+000, 9.5300643E+000, 2.7505423E+000, 4.3000000E+000, 8.3734315E+002, 8.2896334E+002, 7.7356352E+002, 7.1387504E+002, 6.7262418E+002, 6.2114195E+002, 4.6144106E+002, 4.6180555E+002, 4.2862368E+002, 3.8550975E+002, 3.5603556E+002, 3.1266879E+002,-1.5560241E+001, 4.2876240E-019, 2.6881317E-008, 1.8060788E-004, 1.1287578E-003, 4.6781110E-003, 3.3217707E-018, 5.0244679E-007, 5.3925973E-003, 1.2497886E-002, 1.8880955E-002
 5.9666667E+000, 8.8916685E+000, 2.7727714E+000, 4.7800000E+000, 8.0262071E+002, 7.8925557E+002, 7.3102413E+002, 6.7526731E+002, 6.4403788E+002, 6.0007133E+002, 4.6996591E+002, 4.5863668E+002, 4.1443609E+002, 3.6867934E+002, 3.4377470E+002, 3.0325761E+002,-1.5066265E+001, 4.2876240E-019, 2.6881317E-008, 1.8060788E-004, 1.1287578E-003, 4.6781110E-003, 3.3217707E-018, 5.0244679E-007, 5.3925973E-003, 1.2497886E-002, 1.8880955E-002
