z-position,avgTimeRange_2.4,avgTimeRange_7.2,avgTimeRange_12.0,avgTimeRange_16.8,avgTimeRange_21.6,avgTimeRange_26.4,avgTimeRange_31.1,avgTimeRange_35.9,avgTimeRange_40.6,avgTimeRange_45.3,avgTimeRange_50.1,avgTimeRange_54.8,avgTimeRange_59.7,avgTimeRange_64.5,avgTimeRange_69.2,avgTimeRange_74.0,avgTimeRange_78.9,avgTimeRange_83.7,avgTimeRange_88.4,avgTimeRange_93.3,avgTimeRange_98.1,avgTimeRange_102.9,avgTimeRange_107.7,avgTimeRange_112.6,avgTimeRange_117.4,avgTimeRange_122.1,avgTimeRange_127.0,avgTimeRange_131.7,avgTimeRange_136.4,avgTimeRange_141.1,avgTimeRange_145.9,avgTimeRange_150.7,avgTimeRange_155.5,avgTimeRange_160.2,avgTimeRange_165.1,avgTimeRange_169.9,avgTimeRange_174.7,avgTimeRange_179.5,avgTimeRange_184.1,avgTimeRange_188.9,avgTimeRange_193.6,avgTimeRange_198.4
0.1016,919.40360933,918.3525801566668,910.8666829063998,898.476867799143,889.0051982777777,886.4367635418182,884.5788166184615,876.9778502853331,874.9955801112941,872.6744864589473,871.7086830794286,872.0401237832174,872.68984301504,871.7819853333332,870.1080984696553,868.999894192129,869.8124098678786,870.2059536516,869.2761874827025,869.4670792548719,869.655608410927,869.7130652430233,869.0350297027998,869.4938475567233,869.9843402562448,870.2075239367451,870.973097203585,869.9412283108364,870.3094347670877,869.4212055778306,869.3750974806559,868.0773596430159,867.3109148423075,867.7915295328953,868.6698570313912,870.6075133170422,873.0264055488769,874.4318229326402,872.9569130354545,872.249151149823,870.9978593853826,870.4218299349395
0.127,909.11621018,907.0465186406667,900.1636956136,888.0108300922856,878.6832661893333,876.5584701090909,874.9951469372309,867.3357004238666,865.5727653069414,863.2602053084211,862.2643388121903,862.5421291510432,863.07654848968,862.0683175914075,860.4868982520692,859.4394953881938,860.2286177447879,860.7228271790858,859.8004511773512,859.9533907297434,860.1638931974634,860.1002905108838,859.4236727688443,859.8492730893616,860.3898824716326,860.5853797641176,861.293923577283,860.2953500400727,860.7219314579648,859.828825918271,859.8298805844265,858.5315476240954,857.8079123838153,858.2650478999104,859.0490648860871,860.7338277599155,862.9102002110412,864.1827953746669,862.7089340030392,862.0292039261519,860.7332281589629,860.1169334675661
0.1524,954.5670759059999,947.5724237446667,938.0951497940001,925.8472319834285,916.1642933099998,914.2013067983636,912.9559160996923,905.1688032155998,903.6810343896472,901.4553003000001,900.403279350476,900.6714998973046,901.19848213824,900.015250717037,898.5009802081379,897.4777763996774,898.3024973146664,899.0167974749716,898.0230902485405,898.2108656641026,898.4345559421464,898.2880353940001,897.6491818680445,898.1646673697445,898.7558554243267,898.9163409094901,899.6703987090564,898.7109228559636,899.0925433652637,898.1534381603393,898.1320971139345,896.7601696555556,896.0587351513847,896.49966545203,897.2640760606087,898.7542025498874,900.8306303562739,902.00341187312,900.5039431527271,899.8186849023292,898.4898145813336,897.8969001327952
0.1778,984.5630700599999,975.9843133566667,964.7411707444,951.8996752542857,941.9762428177777,939.9607603525455,938.4723354453845,930.6451121018669,929.0198453796471,927.0076702063158,925.8139808019047,926.0767724109564,926.7753205594399,925.6081318711111,924.0408884793103,922.997257480129,923.9167884154543,924.6646425697714,923.6862892211894,923.9488177594872,924.1507490575123,924.030440404279,923.3948054052888,923.9703104402129,924.5407207455103,924.6734096125491,925.518993006415,924.5232494707998,924.8448268977545,923.8909496848474,923.8075757454427,922.3870471933335,921.6689252169231,922.1322259653733,922.972479426087,924.5292594988734,926.7029811124657,927.9426510504268,926.4161192145193,925.668661619114,924.3868752103953,923.856341588289
0.2032,993.1926316400001,985.7493403793334,975.3217380771999,961.76385614,951.9490763806666,949.9754023418183,948.1668173458462,940.3864731106667,938.4220291835294,936.5781342831581,935.1556756590477,935.4011981847824,936.369319848,935.2701871396296,933.6283490689653,932.6195742866455,933.6231988081213,934.2809537354858,933.3577123887027,933.695691114872,933.81128262839,933.7119325272558,933.1340128970668,933.6514225187234,934.2107820474287,934.2815212677647,935.1869062215096,934.118430869818,934.4581696005616,933.5641169118643,933.4355559283606,932.0235306884128,931.3271161706766,931.8363547981791,932.693392998232,934.3104856394366,936.4736136618081,937.7651829897334,936.2092440975327,935.364142632709,934.1295442648642,933.6238050209397
0.254,975.392579688,965.63404625,955.5198160740001,942.5555438242857,932.83050537,931.593428801818,930.4687061993847,922.4062137665334,920.6522773802354,918.9098902231578,917.6645985419049,917.9025794356521,918.7914736297602,917.4321408385185,915.8498504303449,914.8908304234195,915.8528000253334,916.5619292082858,915.6803945925407,915.9714580728205,916.0009589286828,915.8215469291163,915.3769595324443,915.8638090340424,916.5775543154286,916.6329151290589,917.4430763092829,916.4394161697454,916.8940001975438,916.0367969871867,915.9597575738035,914.5099831304763,913.8558119283076,914.2887680245674,915.0600271692464,916.3106633881688,918.1444697749314,919.1919580411462,917.6551553303636,916.8266885089369,915.5988514579508,915.1170167829395
0.3048,961.1220745,947.4159864339999,935.2630936588,922.8353322114284,913.895796918,913.2905363614545,911.988185948923,904.2857448031999,902.3205812160002,901.2707810968421,899.7156383333333,899.8921366043478,901.1986065508801,899.8136569548147,898.3496908834483,897.3438479600645,898.4592067792728,899.2274733074855,898.6067835766485,899.0879857015385,899.0330137868292,898.7850961818605,898.5289191689777,899.0250652126381,899.6209328317143,899.5759931792159,900.4486621239622,899.4600682712725,899.7833388783162,899.0445349755594,898.7910302137049,897.40778160127,896.8308564171077,897.2308154286568,897.9467505604057,898.9874479011269,900.5848845912327,901.523745583227,900.0323890629611,899.1098366115698,898.012867738815,897.7341059574214
0.3556,921.0918226800001,905.9748670586666,894.2957625747999,882.2825575417143,873.9276205697777,873.716339656,872.8039486492308,865.43011228,863.3695965064704,863.2348510442105,861.6002637246667,861.9097848258259,863.4414257774399,861.9913126074076,860.3894613071725,859.3603513747742,860.7184173622423,861.2691984315428,860.8145780921083,861.3315791210256,860.9043217735122,860.6539756194884,860.6221035960001,860.9843870348512,861.5331330503265,861.501592912353,862.4830906386039,861.4609088124365,861.8512533677896,861.2752203779322,860.9266178008855,859.5699723130158,858.9889696876616,859.371341413612,859.9887716453043,860.9122438884225,862.3257253749317,863.13251693896,861.6723604886753,860.7382371799241,859.8208380485679,859.7043936628678
0.4064,871.2679911459999,853.8122950626666,841.7752547855998,830.726541899143,823.1323128057778,823.7709438190908,822.8251744446154,816.0041435358668,813.8020411561178,814.3618800652631,812.6660445833332,812.8619105907826,814.6407419004,813.0629775096297,811.4968818306895,810.2996102059356,811.7718220323636,812.2497434825715,812.0904433076755,812.7557020661541,812.156273593366,811.8900523398604,812.0702211706223,812.3552987062554,812.7718156436326,812.7360630088625,813.7728361996981,812.8542196534906,813.2530301177543,812.8200335824745,812.3327945210493,811.0569461460634,810.5037268960309,810.8400086574328,811.3704393149566,812.1308769356903,813.4060792748221,814.1143704178667,812.7619305854545,811.8529413073925,811.0646739893825,811.1886366426749
0.4572,815.175164456,796.3876463713333,784.9156932472001,774.2991187548571,767.8118552022222,768.6783712841817,767.8547510946155,761.5058343835999,759.0871863734118,760.5588848757895,758.7272062016192,758.9371371746956,760.841150268,759.3378655901482,757.5469430415864,756.3254461987743,757.9845999964848,758.2744216816001,758.4411223310269,759.16810822,758.3011354463414,758.0215913027906,758.3491860574667,758.5171676468087,758.8316335579592,758.804316928588,759.9402855963016,758.9726341477453,759.3696049412633,759.0987627310168,758.500526876492,757.3049754662541,756.7308563995382,757.0248814579105,757.4389270587824,758.0907618310141,759.221667751562,759.8243595963997,758.5600013804935,757.6562683250885,757.0496679413335,757.377948596795
