x (m),O2 (vol frac)
-0.24375,0.207797034740002
-0.23125,0.207796363680001
-0.21875,0.20779413942
-0.20625,0.20778890376
-0.19375,0.20775970472
-0.18125,0.20768221226
-0.16875,0.20742150072
-0.15625,0.20688166926
-0.14375,0.2059573151
-0.13125,0.20462009914
-0.11875,0.20171403864
-0.10625,0.196639973836
-0.09375,0.188823916246
-0.08125,0.177200836634
-0.06875,0.1638690536924
-0.05625,0.1485452038948
-0.04375,0.1283120279704
-0.03125,0.1074064996352
-0.01875,0.0917598446052
-0.00624999999999998,0.0815687965878
0.00624999999999998,0.082606420393
0.01875,0.0990021008254
0.03125,0.1179746911744
0.04375,0.1386179870774
0.05625,0.1565917804692
0.06875,0.169261042682
0.08125,0.181070422642
0.09375,0.189723662002
0.10625,0.195972563526
0.11875,0.20044850458
0.13125,0.20330434068
0.14375,0.2056918357
0.15625,0.20688471728
0.16875,0.20746176806
0.18125,0.2076712257
0.19375,0.20773353012
0.20625,0.20777042872
0.21875,0.207782402020001
0.23125,0.207793965320001
0.24375,0.207796767380001
