s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,"DC HRR","NIST HRR","FDS HRR","HFG-x5_z10","HFG-x5_z30","HFG-x5_z50","HFG-x5_z70","HFG-x5_z90","HFG-x5_z110","HFG-x5_z130","HFG-x10_z10","HFG-x10_z30","HFG-x10_z50","HFG-x10_z70","HFG-x10_z90","HFG-x10_z110","HFG-x10_z130","HFG-x15_z10","HFG-x15_z30","HFG-x15_z50","HFG-x15_z70","HFG-x15_z90","HFG-x15_z110","HFG-x15_z130","HFG-x22_z10","HFG-x22_z30","HFG-x22_z50","HFG-x22_z70","HFG-x22_z90","HFG-x22_z110","HFG-x22_z130","HFG-y5_z10","HFG-y5_z30","HFG-y5_z50","HFG-y5_z70","HFG-y5_z90","HFG-y5_z110","HFG-y5_z130","HFG-y10_z10","HFG-y10_z30","HFG-y10_z50","HFG-y10_z70","HFG-y10_z90","HFG-y10_z110","HFG-y10_z130","HFG-y15_z10","HFG-y15_z30","HFG-y15_z50","HFG-y15_z70","HFG-y15_z90","HFG-y15_z110","HFG-y15_z130","HFG-y22_z10","HFG-y22_z30","HFG-y22_z50","HFG-y22_z70","HFG-y22_z90","HFG-y22_z110","HFG-y22_z130","GHF_z10","GHF_z35","GHF_z60","GHF_z85","GHF_z110","GHF_z135","RHF_z35","RHF_z85","O2amb","CO2amb","N2wamb","O2wamb","CO2wamb","H2Oamb","O2","CO","CO2","SOOT","H2O","T","VF","MF","CO_MF"
 2.2800065E+001, 3.4492149E+001, 3.1957321E+001, 2.9356624E+001, 2.3331826E+001, 4.2058604E+001, 3.5205198E+001, 2.4244112E+001, 1.3369856E+001, 8.6183115E+000, 6.9341539E+000, 4.3375170E+001, 3.0313348E+001, 2.1052706E+001, 1.7847680E+001, 9.5474594E+000, 5.7584707E+000, 4.4927756E+000, 4.0059853E+001, 1.5271709E+001, 1.4145481E+001, 9.3568035E+000, 3.7162920E+000, 3.9535748E+000, 3.2542432E+000, 6.6006740E+000, 3.2437929E+000, 2.8073936E+000, 2.1621794E+000, 2.6094748E+000, 4.3807888E+000, 2.4768083E+000, 2.7391011E+001, 4.4405372E+001, 2.4645514E+001, 1.2438489E+001, 1.2943239E+001, 8.6574898E+000, 5.0392740E+000, 4.4410464E+001, 2.8147163E+001, 1.2326919E+001, 8.5705653E+000, 7.2652109E+000, 6.4953267E+000, 3.3838576E+000, 1.6132559E+001, 1.2727898E+001, 8.1261443E+000, 4.0044530E+000, 5.3020482E+000, 4.9711820E+000, 2.3361796E+000, 5.3801572E+000, 5.5468858E+000, 2.6589719E+000, 2.2448060E+000, 2.7112783E+000, 2.8436451E+000, 1.6968382E+000, 1.0080081E+000, 1.0313665E+000, 9.2182973E-001, 7.6091723E-001, 5.8050659E-001, 4.3988251E-001, 8.5954679E-001, 6.2937400E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0622574E-001, 6.0764219E-006, 2.5726655E-003, 2.9067410E-005, 1.2330382E-002, 4.8797369E+001, 5.6000000E-001, 6.0909071E-001, 3.5623642E-006
 2.3000204E+001, 2.7106766E+001, 2.5117606E+001, 3.2697468E+001, 2.1069913E+001, 4.0930934E+001, 3.8120574E+001, 2.5847158E+001, 9.6274718E+000, 5.8093966E+000, 3.8847838E+000, 4.0167012E+001, 3.1689052E+001, 2.3424037E+001, 1.4094257E+001, 1.2985137E+001, 4.7855828E+000, 2.9925635E+000, 3.5865329E+001, 1.5159989E+001, 1.0868469E+001, 8.0363995E+000, 1.0216384E+001, 3.1550347E+000, 1.8126773E+000, 5.0137647E+000, 2.9985077E+000, 3.4281057E+000, 3.8940279E+000, 2.8123864E+000, 1.1501530E+000, 7.7063306E-001, 2.5938460E+001, 4.3458003E+001, 3.1062618E+001, 2.2243389E+001, 8.0424178E+000, 4.0009910E+000, 3.0402325E+000, 3.9403032E+001, 1.6520682E+001, 1.9161188E+001, 1.7101526E+001, 6.9556462E+000, 2.8373108E+000, 2.3642534E+000, 1.5171908E+001, 6.2931528E+000, 1.1665660E+001, 1.1562390E+001, 6.0138240E+000, 1.9894097E+000, 1.7618541E+000, 4.7527171E+000, 3.0071875E+000, 5.1608266E+000, 3.9085386E+000, 2.7723796E+000, 1.2208402E+000, 1.0112516E+000, 9.6033785E-001, 9.9683066E-001, 9.1677930E-001, 7.5614083E-001, 5.4720994E-001, 3.9776041E-001, 8.3019013E-001, 6.2530484E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0698772E-001, 4.6806162E-006, 2.0716552E-003, 2.2387891E-005, 1.1678182E-002, 4.2141191E+001, 5.6000000E-001, 6.2200143E-001, 2.8038529E-006
 2.3200112E+001, 4.3840575E+001, 4.0613685E+001, 3.0461301E+001, 4.4295042E+001, 3.7643779E+001, 3.1323785E+001, 2.2723988E+001, 1.2807698E+001, 7.2047133E+000, 3.0275247E+000, 4.0362271E+001, 2.3636674E+001, 1.5479657E+001, 1.6819184E+001, 8.8128839E+000, 7.0188564E+000, 2.9415906E+000, 3.6177985E+001, 1.9977650E+001, 7.7367888E+000, 9.1811332E+000, 5.2176485E+000, 5.9636846E+000, 2.8153594E+000, 6.4358351E+000, 3.1768029E+000, 2.2375557E+000, 1.9970621E+000, 1.6460783E+000, 2.6102714E+000, 2.8138284E+000, 2.5614971E+001, 4.1510759E+001, 2.7841874E+001, 1.4211349E+001, 9.0570752E+000, 7.1625849E+000, 4.0358359E+000, 4.0123217E+001, 1.5604967E+001, 1.0088147E+001, 5.7754980E+000, 6.3890955E+000, 6.1988038E+000, 3.2285411E+000, 3.0314262E+001, 9.6226090E+000, 3.5455081E+000, 2.5858426E+000, 4.5170663E+000, 5.3477140E+000, 3.0092645E+000, 7.5642901E+000, 3.1565546E+000, 1.7753761E+000, 1.5939743E+000, 2.5600127E+000, 2.9563185E+000, 1.4253358E+000, 9.6711187E-001, 9.5146967E-001, 8.2841670E-001, 6.7412532E-001, 5.0167143E-001, 3.6673647E-001, 7.9163181E-001, 5.5558269E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0520419E-001, 8.0270440E-006, 3.2503220E-003, 3.8566068E-005, 1.3198370E-002, 5.7938212E+001, 5.6000000E-001, 5.9225663E-001, 4.5723129E-006
 2.3400020E+001, 3.3180014E+001, 3.0742878E+001, 2.9370953E+001, 3.4765388E+001, 4.6051602E+001, 3.3960003E+001, 1.8473271E+001, 7.2375383E+000, 3.1523303E+000, 2.9212343E+000, 3.6903219E+001, 3.2006948E+001, 2.8802224E+001, 1.3072642E+001, 5.4609152E+000, 2.6731962E+000, 2.2290460E+000, 2.0530946E+001, 1.7067353E+001, 1.7393999E+001, 8.5556224E+000, 4.6835716E+000, 2.5189107E+000, 1.7491821E+000, 5.4755124E+000, 6.7521762E+000, 6.0054334E+000, 3.5021900E+000, 2.4478549E+000, 1.0809385E+000, 7.5323926E-001, 2.1095235E+001, 4.6189542E+001, 3.0352106E+001, 1.3949774E+001, 5.1893985E+000, 2.2101287E+000, 2.6936629E+000, 3.7119499E+001, 3.1276292E+001, 2.2717752E+001, 8.7151968E+000, 2.6903994E+000, 1.3777617E+000, 1.6829990E+000, 1.4505630E+001, 2.1987649E+001, 1.4714042E+001, 4.0627059E+000, 1.7386323E+000, 1.0275271E+000, 1.4843469E+000, 5.5264874E+000, 7.9370808E+000, 4.0101331E+000, 1.7655969E+000, 7.8032893E-001, 7.9492652E-001, 8.0730074E-001, 1.0317439E+000, 1.0469516E+000, 9.3767732E-001, 7.1906437E-001, 4.8057663E-001, 3.3934289E-001, 8.7278891E-001, 5.9377773E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0635252E-001, 5.8823781E-006, 2.4921803E-003, 2.8217859E-005, 1.2219492E-002, 4.7629109E+001, 5.6000000E-001, 6.1135185E-001, 3.4617413E-006
 2.3600159E+001, 4.0472004E+001, 3.7495327E+001, 3.4505049E+001, 3.6808465E+001, 3.8391537E+001, 2.6118435E+001, 2.2362875E+001, 2.1312057E+001, 1.5198937E+001, 9.6789786E+000, 3.8796024E+001, 1.3896729E+001, 1.2143255E+001, 1.2421238E+001, 1.1386105E+001, 1.1549143E+001, 9.0456602E+000, 3.5541174E+001, 7.5915727E+000, 6.4827837E+000, 6.7138397E+000, 7.9634317E+000, 7.5929222E+000, 5.3995959E+000, 6.6753361E+000, 2.9880549E+000, 2.9808613E+000, 2.5199955E+000, 4.6440733E+000, 4.1883469E+000, 3.1611584E+000, 2.8976637E+001, 4.2016845E+001, 2.6795047E+001, 1.9046046E+001, 1.5471412E+001, 1.6144925E+001, 8.5171587E+000, 4.2992133E+001, 2.4231870E+001, 1.3360867E+001, 1.1221068E+001, 1.3564046E+001, 9.4346886E+000, 3.5839913E+000, 2.5991536E+001, 7.2587629E+000, 7.9213944E+000, 5.4418327E+000, 6.8441801E+000, 5.3301703E+000, 1.7263060E+000, 5.8690825E+000, 3.0616436E+000, 2.9756854E+000, 2.1502957E+000, 2.1895585E+000, 1.3013365E+000, 8.3465619E-001, 9.7551481E-001, 1.0022870E+000, 9.1104252E-001, 7.8802197E-001, 6.0484427E-001, 4.6095956E-001, 8.3482220E-001, 6.5238117E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0556789E-001, 7.3652688E-006, 3.0115207E-003, 3.5408413E-005, 1.2887440E-002, 5.5113254E+001, 5.6000000E-001, 5.9741333E-001, 4.2330582E-006
 2.3800067E+001, 3.9460603E+001, 3.6559366E+001, 3.3982695E+001, 3.2799993E+001, 4.2045108E+001, 3.2254411E+001, 1.9684748E+001, 1.4784012E+001, 1.0430939E+001, 5.5905155E+000, 3.8068014E+001, 2.9151876E+001, 1.6986448E+001, 7.3650371E+000, 7.0503110E+000, 5.8539317E+000, 3.1985809E+000, 3.2675508E+001, 1.7138361E+001, 9.6600012E+000, 4.2575299E+000, 4.0164014E+000, 3.1970685E+000, 2.1315008E+000, 5.3193680E+000, 3.7944545E+000, 2.7825160E+000, 2.1813538E+000, 2.1555025E+000, 1.5378973E+000, 1.0423283E+000, 2.5149259E+001, 3.8051428E+001, 3.9405475E+001, 2.8463984E+001, 1.4582989E+001, 8.6821575E+000, 5.9255990E+000, 3.8601227E+001, 2.7587673E+001, 1.8431578E+001, 1.9154633E+001, 8.3338316E+000, 4.5620207E+000, 3.8402665E+000, 1.8260142E+001, 9.4855188E+000, 7.0937324E+000, 7.9741561E+000, 3.6410867E+000, 2.5174348E+000, 2.5797962E+000, 5.1679416E+000, 4.7045366E+000, 2.7388466E+000, 2.5000188E+000, 1.4970623E+000, 1.0577516E+000, 1.1368264E+000, 1.0049293E+000, 1.0216375E+000, 9.2962025E-001, 7.6251151E-001, 5.6198323E-001, 4.1037608E-001, 8.5126810E-001, 6.3069159E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0567920E-001, 7.1855444E-006, 2.9401512E-003, 3.4598387E-005, 1.2790786E-002, 5.3904125E+001, 5.6000000E-001, 5.9963404E-001, 4.1454679E-006
 2.4000094E+001, 4.2487164E+001, 3.9361937E+001, 3.1233761E+001, 4.3282295E+001, 3.5038964E+001, 2.7549115E+001, 2.6436092E+001, 1.7742420E+001, 8.3624356E+000, 3.9419705E+000, 4.0966815E+001, 3.0696833E+001, 1.5490322E+001, 1.2410156E+001, 7.3249646E+000, 4.7676843E+000, 2.8658457E+000, 3.9859463E+001, 1.7443040E+001, 7.4913986E+000, 5.9857458E+000, 4.7782529E+000, 3.2664466E+000, 2.0289145E+000, 5.9327768E+000, 3.7324247E+000, 2.4390540E+000, 2.0939042E+000, 2.1912700E+000, 2.0192373E+000, 1.3632493E+000, 2.3549917E+001, 3.2889933E+001, 2.5067573E+001, 2.1073935E+001, 2.0908615E+001, 8.9835967E+000, 3.2251978E+000, 4.9467530E+001, 2.8336605E+001, 1.2664625E+001, 1.0739643E+001, 1.8528931E+001, 1.1486258E+001, 3.4597138E+000, 3.7461945E+001, 1.2003978E+001, 4.6684034E+000, 5.2950924E+000, 1.4982020E+001, 9.5397376E+000, 2.7542974E+000, 7.0782882E+000, 3.4714339E+000, 2.5578366E+000, 2.1901456E+000, 4.7157081E+000, 6.4636889E+000, 1.3530305E+000, 1.0232240E+000, 1.0578163E+000, 9.6240232E-001, 8.2307042E-001, 6.3682209E-001, 4.6842695E-001, 8.8201619E-001, 6.8216181E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0532769E-001, 7.8753699E-006, 3.1747304E-003, 3.7994508E-005, 1.3088164E-002, 5.7381099E+001, 5.6000000E-001, 5.9335192E-001, 4.4946372E-006
 2.4200081E+001, 3.8793178E+001, 3.5941829E+001, 2.9922083E+001, 2.3917549E+001, 4.3104127E+001, 3.3323537E+001, 1.6961438E+001, 4.9941539E+000, 4.2183421E+000, 3.4181130E+000, 3.9743357E+001, 2.1904310E+001, 2.8633030E+001, 1.5104453E+001, 2.7939448E+000, 2.4244885E+000, 2.3396575E+000, 3.0340648E+001, 1.0727873E+001, 2.9570952E+001, 1.5238945E+001, 2.1026770E+000, 1.1979292E+000, 1.4088541E+000, 5.8400979E+000, 4.3516738E+000, 7.5768626E+000, 4.7250259E+000, 9.6000038E-001, 5.0648853E-001, 7.4973842E-001, 2.3823929E+001, 4.2983172E+001, 3.3051828E+001, 1.9407179E+001, 5.7435307E+000, 3.4982226E+000, 3.9751762E+000, 4.3706100E+001, 3.0108409E+001, 2.4216639E+001, 1.4718373E+001, 2.6945437E+000, 2.3550184E+000, 3.7797091E+000, 3.2090749E+001, 1.5218597E+001, 1.6021007E+001, 6.8454533E+000, 1.5363048E+000, 1.4168751E+000, 2.7346608E+000, 5.5122270E+000, 5.1740264E+000, 7.2844720E+000, 2.8375392E+000, 9.7887152E-001, 1.0802454E+000, 2.1428367E+000, 1.0508875E+000, 1.0762259E+000, 9.8073656E-001, 7.5044700E-001, 5.1794873E-001, 3.7537778E-001, 8.9766036E-001, 6.2043407E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0575350E-001, 7.0743349E-006, 2.8931713E-003, 3.4117714E-005, 1.2725703E-002, 5.3368184E+001, 5.6000000E-001, 6.0056508E-001, 4.0878780E-006
 2.4400192E+001, 2.9184141E+001, 2.7042964E+001, 3.2295007E+001, 2.9010325E+001, 4.1022635E+001, 3.3505523E+001, 1.9309267E+001, 1.6431460E+001, 1.3594581E+001, 9.3475359E+000, 3.9364061E+001, 3.6497773E+001, 1.7720870E+001, 8.8160902E+000, 1.2212394E+001, 8.6728460E+000, 4.4553431E+000, 3.8272759E+001, 1.9779439E+001, 1.3086145E+001, 1.0801548E+001, 1.1905877E+001, 6.6872061E+000, 2.5821129E+000, 5.0376634E+000, 5.3243517E+000, 3.2403880E+000, 9.9530889E+000, 8.8849642E+000, 3.8680382E+000, 1.4681585E+000, 2.2433049E+001, 4.4639928E+001, 2.9577238E+001, 1.5821816E+001, 1.6340511E+001, 1.1982919E+001, 7.2608340E+000, 4.5116251E+001, 2.3773219E+001, 1.3934033E+001, 7.9808193E+000, 7.1025241E+000, 6.8397490E+000, 3.6462642E+000, 3.4345284E+001, 9.3434699E+000, 5.9584350E+000, 5.4134688E+000, 3.3548170E+000, 4.0652376E+000, 1.6464596E+000, 5.5687102E+000, 3.7033843E+000, 3.6748931E+000, 3.7900135E+000, 2.3542829E+000, 1.6448190E+000, 5.8987518E-001, 9.5672097E-001, 1.0053525E+000, 9.1451979E-001, 7.5982312E-001, 5.6414409E-001, 4.1690662E-001, 8.3741600E-001, 6.2840379E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0678262E-001, 5.1350131E-006, 2.2124326E-003, 2.4725200E-005, 1.1848798E-002, 4.4047880E+001, 5.6000000E-001, 6.1822500E-001, 3.0568989E-006
 2.4600075E+001, 3.0213278E+001, 2.7995960E+001, 2.9800754E+001, 2.5613878E+001, 3.7891730E+001, 2.2079440E+001, 2.3595061E+001, 2.3854842E+001, 1.8735408E+001, 1.6966092E+001, 4.2492970E+001, 1.5656084E+001, 1.3481064E+001, 2.2927009E+001, 1.6948117E+001, 8.0616202E+000, 5.9306989E+000, 3.5838590E+001, 8.8249301E+000, 7.3727720E+000, 1.7296075E+001, 1.2645862E+001, 4.9718014E+000, 3.9816182E+000, 6.4956307E+000, 2.4276398E+000, 3.2245609E+000, 3.5912106E+000, 4.0809982E+000, 2.4809420E+000, 2.4358423E+000, 2.5894345E+001, 1.7553224E+001, 2.3531376E+001, 1.8217589E+001, 1.9631568E+001, 1.7244750E+001, 1.5815222E+001, 4.3231696E+001, 1.0031859E+001, 9.6614127E+000, 9.5357843E+000, 1.2750522E+001, 1.0494552E+001, 4.9596920E+000, 3.9874453E+001, 9.9787216E+000, 4.4687907E+000, 4.6750692E+000, 6.8776679E+000, 4.1746054E+000, 2.6857580E+000, 7.5799243E+000, 2.8399062E+000, 2.4709562E+000, 2.5378305E+000, 2.3152942E+000, 1.7548297E+000, 1.3650843E+000, 9.4712735E-001, 9.5784636E-001, 9.0575138E-001, 7.9799574E-001, 6.4196048E-001, 5.0190649E-001, 7.9703773E-001, 6.6084744E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0664509E-001, 5.3816248E-006, 2.3024631E-003, 2.5894314E-005, 1.1966882E-002, 4.5974721E+001, 5.6000000E-001, 6.1458280E-001, 3.1844996E-006
 2.4800187E+001, 3.5099485E+001, 3.2521621E+001, 3.9964808E+001, 2.2462720E+001, 4.6330121E+001, 2.9492193E+001, 9.1306177E+000, 3.5675489E+000, 5.8238677E+000, 4.3715014E+000, 4.3470894E+001, 4.0424014E+001, 2.0225098E+001, 3.8132367E+000, 2.5435198E+000, 3.5336588E+000, 2.9992094E+000, 3.6498081E+001, 3.3117153E+001, 2.0268416E+001, 2.8096534E+000, 2.1298151E+000, 3.1133794E+000, 2.0607446E+000, 6.4786933E+000, 9.2752511E+000, 1.0480919E+001, 2.8199735E+000, 2.1945037E+000, 2.1848015E+000, 1.8616508E+000, 2.2154336E+001, 4.0979879E+001, 1.8022480E+001, 5.2161107E+000, 4.1091363E+000, 4.3815709E+000, 4.5084865E+000, 4.8622551E+001, 3.3542394E+001, 1.5773349E+001, 3.4975908E+000, 2.0304363E+000, 3.3061069E+000, 3.8097100E+000, 2.5994658E+001, 2.1942081E+001, 1.2000897E+001, 2.7945402E+000, 1.2730038E+000, 2.9302502E+000, 2.1138479E+000, 6.6934674E+000, 1.1527840E+001, 5.3396834E+000, 2.0945875E+000, 7.9797003E-001, 1.5982549E+000, 1.2171851E+000, 1.1341717E+000, 1.1492135E+000, 9.5329501E-001, 7.2490199E-001, 4.9902664E-001, 3.5106971E-001, 9.5969790E-001, 5.9871461E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0616499E-001, 6.3068534E-006, 2.6215778E-003, 3.0416646E-005, 1.2374754E-002, 4.9524005E+001, 5.6000000E-001, 6.0770061E-001, 3.6888488E-006
 2.5000074E+001, 3.8635757E+001, 3.5796096E+001, 2.7234034E+001, 2.4703226E+001, 3.9751854E+001, 3.2631834E+001, 2.5631911E+001, 1.1484136E+001, 5.3942765E+000, 2.0917902E+000, 3.9385543E+001, 1.6451825E+001, 1.9396536E+001, 2.0761400E+001, 1.4371975E+001, 3.7951704E+000, 1.3721496E+000, 3.1146574E+001, 8.3578800E+000, 1.9831057E+001, 1.5148103E+001, 9.8031021E+000, 2.2139731E+000, 1.0302125E+000, 5.5054462E+000, 3.4693310E+000, 1.4262755E+001, 7.1959933E+000, 5.0523176E+000, 1.8180883E+000, 1.0404187E+000, 2.0062056E+001, 3.6144132E+001, 2.8136870E+001, 1.7421012E+001, 1.4683275E+001, 8.1117373E+000, 1.5733785E+000, 4.3594107E+001, 2.1134471E+001, 1.7014671E+001, 1.4404909E+001, 1.4592246E+001, 8.2421084E+000, 1.4400918E+000, 3.4462637E+001, 7.6597716E+000, 1.2975650E+001, 1.3507956E+001, 8.4766752E+000, 5.5305385E+000, 9.1599962E-001, 6.0064050E+000, 3.4334401E+000, 7.8894335E+000, 9.2327105E+000, 4.2194329E+000, 1.7883184E+000, 5.2211586E-001, 9.8131597E-001, 1.1001031E+000, 1.0469285E+000, 8.6037052E-001, 6.2315533E-001, 4.4062360E-001, 9.1794187E-001, 7.1384517E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0577525E-001, 7.0341248E-006, 2.8788416E-003, 3.3924540E-005, 1.2707134E-002, 5.2816667E+001, 5.6000000E-001, 6.0157173E-001, 4.0715233E-006
 2.5200065E+001, 3.0428877E+001, 2.8195928E+001, 3.2256433E+001, 2.1364281E+001, 4.5390184E+001, 3.2592928E+001, 1.4533569E+001, 7.0085345E+000, 6.8563495E+000, 4.0819311E+000, 4.1652327E+001, 3.4173969E+001, 2.0630160E+001, 4.9443828E+000, 4.0260868E+000, 6.2803636E+000, 3.4298104E+000, 3.6915559E+001, 2.5621143E+001, 1.5227780E+001, 2.9468760E+000, 3.0476943E+000, 5.3369272E+000, 3.1912438E+000, 6.0998284E+000, 6.9185825E+000, 4.2050394E+000, 1.6153993E+000, 2.1182534E+000, 2.2995654E+000, 2.3458715E+000, 2.5862595E+001, 4.5021510E+001, 3.8982751E+001, 1.3098352E+001, 5.1606194E+000, 6.7242346E+000, 4.1996837E+000, 4.7629290E+001, 3.1882222E+001, 2.3853494E+001, 1.3620015E+001, 4.9242305E+000, 6.8828755E+000, 6.1283175E+000, 2.6339299E+001, 2.0192732E+001, 1.4866493E+001, 4.7100626E+000, 3.0329209E+000, 4.5454294E+000, 4.6374134E+000, 5.9594454E+000, 5.6370861E+000, 7.8784435E+000, 1.9743400E+000, 2.5873736E+000, 3.7452814E+000, 2.8483764E+000, 1.0578816E+000, 1.0671963E+000, 9.2324536E-001, 7.1575094E-001, 5.2172721E-001, 3.7652981E-001, 8.8997378E-001, 5.9090636E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0664742E-001, 5.3921490E-006, 2.3020419E-003, 2.5975302E-005, 1.1963939E-002, 4.5107664E+001, 5.6000000E-001, 6.1616990E-001, 3.1989728E-006
 2.5400055E+001, 2.6193896E+001, 2.4273301E+001, 3.4742513E+001, 2.0839496E+001, 3.4025788E+001, 3.5254059E+001, 3.0159226E+001, 2.0447866E+001, 8.3807327E+000, 3.8877649E+000, 4.3845118E+001, 2.6996048E+001, 1.5080509E+001, 2.2935450E+001, 1.0242825E+001, 4.0649444E+000, 2.3911232E+000, 4.1905644E+001, 1.2552704E+001, 1.0140803E+001, 1.6895633E+001, 5.7702795E+000, 2.6241946E+000, 1.8161445E+000, 5.2463458E+000, 3.5163036E+000, 4.1002590E+000, 8.9062783E+000, 2.3197234E+000, 1.4472565E+000, 1.4085632E+000, 3.5514700E+001, 2.9986417E+001, 2.5839595E+001, 2.7334444E+001, 2.1419196E+001, 1.4324439E+001, 4.4429568E+000, 4.7414500E+001, 1.6367045E+001, 1.6462308E+001, 1.5617594E+001, 1.7417916E+001, 1.3299050E+001, 7.3495909E+000, 3.2820378E+001, 9.3574124E+000, 6.7895929E+000, 1.1400330E+001, 8.1999067E+000, 6.3152124E+000, 3.4740387E+000, 5.9537701E+000, 4.6038556E+000, 3.1600951E+000, 7.9919717E+000, 4.2418075E+000, 2.5629488E+000, 1.8074108E+000, 9.9505697E-001, 1.0652493E+000, 1.0061293E+000, 8.6526447E-001, 6.6973357E-001, 4.8945236E-001, 8.8831901E-001, 7.1798426E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0707801E-001, 4.5898733E-006, 2.0179077E-003, 2.2108107E-005, 1.1596081E-002, 4.1303476E+001, 5.6000000E-001, 6.2367706E-001, 2.7570922E-006
 2.5600046E+001, 4.0858563E+001, 3.7855197E+001, 3.5473993E+001, 2.5853745E+001, 4.4294388E+001, 3.6170469E+001, 1.3410758E+001, 4.7414769E+000, 4.2071905E+000, 3.6256111E+000, 4.5288319E+001, 2.7934823E+001, 3.0049352E+001, 9.0365741E+000, 3.0055030E+000, 2.7628561E+000, 2.2492275E+000, 3.4216004E+001, 1.3793369E+001, 1.9974489E+001, 7.0336679E+000, 2.3406116E+000, 1.6501280E+000, 1.3558941E+000, 5.3968257E+000, 4.0704663E+000, 6.0319669E+000, 3.0161255E+000, 1.0468358E+000, 6.3382227E-001, 6.6041162E-001, 2.4763461E+001, 4.8401984E+001, 3.3641868E+001, 1.3638470E+001, 5.7787380E+000, 5.7947525E+000, 5.8252752E+000, 4.1141395E+001, 3.7092679E+001, 2.5446500E+001, 7.2269639E+000, 2.8493651E+000, 3.8132474E+000, 5.3194560E+000, 2.5288653E+001, 1.7895932E+001, 1.5175656E+001, 4.6748019E+000, 1.9898110E+000, 3.1174406E+000, 3.8410833E+000, 5.6590278E+000, 1.3013189E+001, 1.0530027E+001, 2.0996561E+000, 2.0673542E+000, 2.1150560E+000, 2.4967240E+000, 1.0729681E+000, 1.1178458E+000, 9.9457212E-001, 7.8054858E-001, 5.5069413E-001, 3.9498830E-001, 9.3302479E-001, 6.4596365E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0551283E-001, 7.5924299E-006, 3.0572284E-003, 3.6756811E-005, 1.2926443E-002, 5.5200675E+001, 5.6000000E-001, 5.9727865E-001, 4.3624498E-006
