s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,"DC HRR","NIST HRR","FDS HRR","HFG-x5_z10","HFG-x5_z30","HFG-x5_z50","HFG-x5_z70","HFG-x5_z90","HFG-x5_z110","HFG-x5_z130","HFG-x10_z10","HFG-x10_z30","HFG-x10_z50","HFG-x10_z70","HFG-x10_z90","HFG-x10_z110","HFG-x10_z130","HFG-x15_z10","HFG-x15_z30","HFG-x15_z50","HFG-x15_z70","HFG-x15_z90","HFG-x15_z110","HFG-x15_z130","HFG-x22_z10","HFG-x22_z30","HFG-x22_z50","HFG-x22_z70","HFG-x22_z90","HFG-x22_z110","HFG-x22_z130","HFG-y5_z10","HFG-y5_z30","HFG-y5_z50","HFG-y5_z70","HFG-y5_z90","HFG-y5_z110","HFG-y5_z130","HFG-y10_z10","HFG-y10_z30","HFG-y10_z50","HFG-y10_z70","HFG-y10_z90","HFG-y10_z110","HFG-y10_z130","HFG-y15_z10","HFG-y15_z30","HFG-y15_z50","HFG-y15_z70","HFG-y15_z90","HFG-y15_z110","HFG-y15_z130","HFG-y22_z10","HFG-y22_z30","HFG-y22_z50","HFG-y22_z70","HFG-y22_z90","HFG-y22_z110","HFG-y22_z130","GHF_z10","GHF_z35","GHF_z60","GHF_z85","GHF_z110","GHF_z135","RHF_z35","RHF_z85","O2amb","CO2amb","N2wamb","O2wamb","CO2wamb","H2Oamb","O2","CO","CO2","SOOT","H2O","T","VF","MF","CO_MF"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0389135E-002, 9.9188705E-003, 9.5318224E-003, 8.7126095E-003, 9.4215165E-003, 9.3191231E-003, 8.6067610E-003, 1.0286799E-002, 9.6790581E-003, 9.2351120E-003, 8.0207870E-003, 8.8221312E-003, 8.8386366E-003, 7.9973343E-003, 1.0203668E-002, 9.4882500E-003, 8.9779181E-003, 8.1001945E-003, 8.8340792E-003, 8.8573764E-003, 7.7588293E-003, 9.9509605E-003, 9.3345310E-003, 8.9352316E-003, 7.7915039E-003, 8.7784937E-003, 8.9458165E-003, 7.6249980E-003, 1.0716581E-002, 1.0110607E-002, 1.0489128E-002, 9.3752293E-003, 9.9042554E-003, 1.0232971E-002, 9.0059414E-003, 1.0718192E-002, 1.0045638E-002, 1.0214648E-002, 9.3387418E-003, 9.8784009E-003, 9.9348324E-003, 9.0745987E-003, 1.0666092E-002, 9.8636888E-003, 9.7997858E-003, 9.3701402E-003, 9.7969012E-003, 9.7221693E-003, 8.7902343E-003, 9.2344245E-003, 7.7080038E-003, 7.3765486E-003, 7.1883889E-003, 7.4662245E-003, 7.7746673E-003, 7.1452771E-003, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 8.5211458E-002, 6.2814872E-002, 6.2814872E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 9.4820369E-003, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0067079E-001, 5.2007181E-014, 6.5202360E-014, 1.7782615E+000, 1.4186198E-001, 1.3629036E-001, 1.2601427E-001, 1.3629474E-001, 1.3670817E-001, 1.3309854E-001, 1.2515694E-001, 1.2808302E-001, 1.1984544E-001, 1.1100879E-001, 1.1887211E-001, 1.1921183E-001, 1.1669774E-001, 1.1092505E-001, 1.2344781E-001, 1.1596498E-001, 1.0744539E-001, 1.1428115E-001, 1.1474793E-001, 1.1235601E-001, 1.0694613E-001, 1.1509546E-001, 1.0872939E-001, 1.0210766E-001, 1.0843966E-001, 1.0839566E-001, 1.0625644E-001, 1.0144415E-001, 1.4241978E-001, 1.3746989E-001, 1.2666845E-001, 1.3705519E-001, 1.3609310E-001, 1.3331710E-001, 1.2520281E-001, 1.3099414E-001, 1.2429971E-001, 1.1345650E-001, 1.2257006E-001, 1.2305877E-001, 1.1996618E-001, 1.1341256E-001, 1.2386827E-001, 1.1749142E-001, 1.0869477E-001, 1.1616047E-001, 1.1602182E-001, 1.1332542E-001, 1.0746341E-001, 1.0824202E-001, 1.0305395E-001, 9.7511354E-002, 1.0334230E-001, 1.0302359E-001, 1.0050908E-001, 9.7864151E-002, 2.0650599E-002, 2.0495336E-002, 2.0557702E-002, 2.0575302E-002, 1.9340119E-002, 1.6194025E-002, 1.2161249E-003, 1.2843677E-003, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 3.8628465E-240, 3.9011087E-004, 2.3164784E-239, 9.4820369E-003, 1.9998894E+001, 1.1016220E-001, 1.3163252E-001, 4.9065908E-241
 4.0038756E-001, 1.0266493E-013, 1.2871291E-013, 2.0939795E+000, 4.4522963E-001, 3.5889449E-001, 3.5292779E-001, 3.4896106E-001, 3.4792580E-001, 3.4320690E-001, 3.2523033E-001, 4.3244937E-001, 3.1729207E-001, 3.0448505E-001, 3.0214025E-001, 3.0062343E-001, 2.9869791E-001, 2.8681716E-001, 4.1799280E-001, 3.0879185E-001, 2.9516215E-001, 2.9216307E-001, 2.9098359E-001, 2.8807691E-001, 2.7608600E-001, 3.6499822E-001, 2.8502323E-001, 2.7883668E-001, 2.7652546E-001, 2.7351866E-001, 2.7150045E-001, 2.6115781E-001, 4.4164423E-001, 3.5334397E-001, 3.4074002E-001, 3.4053329E-001, 3.3219179E-001, 3.3196260E-001, 3.1681221E-001, 4.3213360E-001, 3.1793215E-001, 3.0196331E-001, 3.0293786E-001, 3.0217134E-001, 2.9804067E-001, 2.8556320E-001, 4.1348946E-001, 3.0626050E-001, 2.9082398E-001, 2.9072061E-001, 2.8654030E-001, 2.8558637E-001, 2.7437984E-001, 3.5491367E-001, 2.8070471E-001, 2.7576237E-001, 2.7509527E-001, 2.7226116E-001, 2.6479316E-001, 2.6233039E-001, 5.6768461E-002, 5.4008977E-002, 5.4726619E-002, 5.3578582E-002, 4.8810462E-002, 4.1603558E-002, 2.9701794E-002, 2.9336210E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 1.1609523E-137, 3.9011087E-004, 6.9620184E-137, 9.4820369E-003, 1.9998160E+001, 2.1261662E-001, 2.5405566E-001, 2.8461150E-138
 6.0024667E-001, 1.4570586E-013, 1.8267412E-013, 2.4240460E+000, 8.8789568E-001, 5.0867514E-001, 4.6407617E-001, 4.4674784E-001, 4.4216823E-001, 4.3590923E-001, 4.1639049E-001, 9.8064190E-001, 4.6935405E-001, 4.0602691E-001, 3.8874361E-001, 3.8137279E-001, 3.8256619E-001, 3.6776600E-001, 9.4884755E-001, 4.5241118E-001, 3.9367245E-001, 3.7866234E-001, 3.7505166E-001, 3.7114070E-001, 3.5528411E-001, 7.4397343E-001, 4.1697059E-001, 3.7335514E-001, 3.6192745E-001, 3.5259016E-001, 3.5310358E-001, 3.4200311E-001, 9.1721125E-001, 5.0213026E-001, 4.4433243E-001, 4.3358635E-001, 4.2921467E-001, 4.2300769E-001, 4.0457623E-001, 9.8313313E-001, 4.6880329E-001, 4.0775124E-001, 3.9045154E-001, 3.8814780E-001, 3.8032809E-001, 3.6802701E-001, 9.2925078E-001, 4.4890970E-001, 3.8667694E-001, 3.7781865E-001, 3.6958269E-001, 3.6603164E-001, 3.5429847E-001, 7.2833386E-001, 4.1537317E-001, 3.7136552E-001, 3.5889376E-001, 3.5491511E-001, 3.4891621E-001, 3.4174825E-001, 1.1396519E-001, 8.0915349E-002, 7.6572874E-002, 7.1500569E-002, 6.0371526E-002, 5.3439286E-002, 5.2569593E-002, 4.4567423E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 7.0627590E-100, 3.9011087E-004, 4.2354074E-099, 9.4820369E-003, 1.9997757E+001, 3.0064018E-001, 3.5923553E-001, 2.4482901E-100
 8.0035990E-001, 1.8045529E-013, 2.2624011E-013, 2.7064624E+000, 1.1198296E+000, 5.8536312E-001, 5.1315976E-001, 4.8726226E-001, 4.8636973E-001, 4.7246400E-001, 4.5951985E-001, 1.3384974E+000, 5.4903145E-001, 4.5472582E-001, 4.3313819E-001, 4.2663264E-001, 4.2082543E-001, 4.0975053E-001, 1.2825119E+000, 5.2489661E-001, 4.3821940E-001, 4.2032035E-001, 4.1708715E-001, 4.1076402E-001, 3.9442815E-001, 8.8450936E-001, 4.8073778E-001, 4.2118529E-001, 4.0666732E-001, 3.9645449E-001, 3.9600575E-001, 3.8370109E-001, 1.1833077E+000, 5.7662414E-001, 4.9467512E-001, 4.7798049E-001, 4.7313205E-001, 4.6630513E-001, 4.4886125E-001, 1.3458533E+000, 5.4678894E-001, 4.5517697E-001, 4.3047147E-001, 4.2648946E-001, 4.2311282E-001, 4.0787613E-001, 1.2442405E+000, 5.2746463E-001, 4.3246530E-001, 4.2290037E-001, 4.1189410E-001, 4.0485565E-001, 3.9334688E-001, 8.7500196E-001, 4.8400077E-001, 4.1862544E-001, 4.0682435E-001, 3.9770250E-001, 3.9472625E-001, 3.8411705E-001, 1.3245942E-001, 9.3674127E-002, 8.5326097E-002, 7.7060489E-002, 6.2653814E-002, 5.7661916E-002, 6.3410874E-002, 4.9290228E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 5.1546045E-077, 3.9011087E-004, 3.0911220E-076, 9.4820369E-003, 1.9997480E+001, 3.7184227E-001, 4.4431547E-001, 2.2100189E-077
 1.0002858E+000, 2.0710426E-013, 2.5965042E-013, 3.0137613E+000, 1.3302412E+000, 6.3613286E-001, 5.4219466E-001, 5.1251604E-001, 5.1473151E-001, 5.0181294E-001, 4.8634326E-001, 1.8392849E+000, 6.0845353E-001, 4.8434015E-001, 4.6201883E-001, 4.5119687E-001, 4.4515186E-001, 4.3744721E-001, 1.6418363E+000, 5.7796405E-001, 4.7237643E-001, 4.4823830E-001, 4.4413340E-001, 4.3919588E-001, 4.2664154E-001, 9.8876743E-001, 5.2324046E-001, 4.5409590E-001, 4.3586714E-001, 4.2802442E-001, 4.2675889E-001, 4.1619030E-001, 1.4403627E+000, 6.3519117E-001, 5.2740141E-001, 5.0541626E-001, 4.9537138E-001, 4.8964578E-001, 4.7509982E-001, 1.7842283E+000, 6.0802385E-001, 4.8508188E-001, 4.5658376E-001, 4.5230471E-001, 4.4954763E-001, 4.3737375E-001, 1.5562631E+000, 5.7047385E-001, 4.7015783E-001, 4.5147481E-001, 4.4221636E-001, 4.3565026E-001, 4.2341671E-001, 9.4789191E-001, 5.3294193E-001, 4.4927437E-001, 4.3624099E-001, 4.2824881E-001, 4.2503499E-001, 4.1066442E-001, 1.4615659E-001, 1.0401088E-001, 9.1975390E-002, 8.0355735E-002, 6.3634419E-002, 6.0858640E-002, 7.2192751E-002, 5.2087841E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 8.3975106E-062, 3.9011087E-004, 5.0358335E-061, 9.4820369E-003, 1.9997306E+001, 4.2648025E-001, 5.0960287E-001, 4.1294444E-062
 1.2001767E+000, 2.2675542E-013, 2.8428744E-013, 3.9838886E+000, 1.9972853E+000, 6.1537943E-001, 5.2116669E-001, 4.9308035E-001, 4.8471310E-001, 4.7848027E-001, 4.5841696E-001, 3.0953470E+000, 5.9380358E-001, 4.7443281E-001, 4.4807772E-001, 4.3484699E-001, 4.2971602E-001, 4.2160975E-001, 2.4113916E+000, 5.4817299E-001, 4.6538558E-001, 4.4104495E-001, 4.3370076E-001, 4.2546734E-001, 4.1834750E-001, 1.3982981E+000, 4.6456373E-001, 4.5217348E-001, 4.3224599E-001, 4.2515486E-001, 4.1783396E-001, 4.1344780E-001, 2.1730947E+000, 6.1357707E-001, 5.0843271E-001, 4.8031709E-001, 4.7742699E-001, 4.6745898E-001, 4.5575758E-001, 2.9713806E+000, 5.9324757E-001, 4.7302534E-001, 4.4896710E-001, 4.3612199E-001, 4.3600569E-001, 4.2357561E-001, 2.3472415E+000, 5.2762172E-001, 4.6943235E-001, 4.3701578E-001, 4.3663723E-001, 4.2313982E-001, 4.1333366E-001, 1.3527935E+000, 4.8709878E-001, 4.5506221E-001, 4.3164785E-001, 4.2288963E-001, 4.1868110E-001, 4.1148255E-001, 1.9768470E-001, 1.2171413E-001, 1.0175302E-001, 8.3458676E-002, 6.0837774E-002, 6.2263496E-002, 8.7235435E-002, 5.4721870E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 3.8362621E-051, 3.9011087E-004, 2.3005362E-050, 9.4820369E-003, 1.9997218E+001, 4.6681889E-001, 5.5780383E-001, 2.0648997E-051
 1.4001314E+000, 2.4086907E-013, 3.0198199E-013, 4.8657639E+000, 3.1163184E+000, 6.0072696E-001, 4.3771497E-001, 4.2951296E-001, 4.2400094E-001, 4.1995599E-001, 4.0382480E-001, 4.4159376E+000, 6.1775128E-001, 3.9731090E-001, 4.0980570E-001, 3.9597729E-001, 3.8639568E-001, 3.8045890E-001, 4.1578381E+000, 5.7655205E-001, 3.8456946E-001, 4.0654566E-001, 3.9331521E-001, 3.8954429E-001, 3.8376427E-001, 1.9034251E+000, 4.6740772E-001, 3.8473565E-001, 4.0675091E-001, 3.9778782E-001, 3.9225841E-001, 3.8752473E-001, 3.4090446E+000, 6.0665320E-001, 4.2162565E-001, 4.2590841E-001, 4.2206260E-001, 4.1149848E-001, 4.0124493E-001, 4.3709919E+000, 6.2118267E-001, 3.9673435E-001, 4.0780264E-001, 3.9549161E-001, 3.8951733E-001, 3.8431302E-001, 3.7914062E+000, 6.0174078E-001, 3.8836026E-001, 4.1073068E-001, 4.0072765E-001, 3.9372667E-001, 3.8031625E-001, 1.8871740E+000, 5.3731556E-001, 4.0291885E-001, 4.0420953E-001, 3.9702870E-001, 3.9342286E-001, 3.8865488E-001, 2.9423491E-001, 1.5625079E-001, 1.2127272E-001, 9.2564475E-002, 5.7264791E-002, 6.4741949E-002, 1.1658502E-001, 6.2457856E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 2.0137955E-043, 3.9011087E-004, 1.2076364E-042, 9.4820369E-003, 1.9997190E+001, 4.9577592E-001, 5.9240476E-001, 1.1511797E-043
 1.6001530E+000, 2.5077862E-013, 3.1440577E-013, 5.7981630E+000, 3.9563994E+000, 6.9854866E-001, 3.1474343E-001, 3.8361894E-001, 4.2713437E-001, 4.2137642E-001, 4.1621175E-001, 6.5029135E+000, 9.6596558E-001, 2.8610177E-001, 3.4798451E-001, 4.0104241E-001, 3.9834746E-001, 3.9587805E-001, 5.1995424E+000, 1.0050406E+000, 2.7106516E-001, 3.4613626E-001, 4.0297247E-001, 4.0506764E-001, 3.9889819E-001, 2.2802498E+000, 5.7368592E-001, 2.8104858E-001, 3.5600753E-001, 4.0541245E-001, 4.1218506E-001, 4.0481940E-001, 4.3515495E+000, 9.0048005E-001, 2.9339885E-001, 3.6769734E-001, 4.2193932E-001, 4.2182524E-001, 4.1253747E-001, 6.1482571E+000, 1.2282854E+000, 2.7090983E-001, 3.4488334E-001, 4.0162020E-001, 4.0190785E-001, 4.0233255E-001, 4.2691681E+000, 1.0014867E+000, 2.6881239E-001, 3.4908904E-001, 4.0838055E-001, 4.1087611E-001, 4.0208691E-001, 2.2768823E+000, 6.4501510E-001, 3.0618546E-001, 3.6655181E-001, 4.0563530E-001, 4.0975871E-001, 4.0642952E-001, 3.4996875E-001, 1.8471891E-001, 1.3900973E-001, 1.0319884E-001, 5.8708616E-002, 6.8486631E-002, 1.4077458E-001, 7.1492425E-002, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0954574E-001, 1.0697118E-037, 3.9011087E-004, 6.4148660E-037, 9.4820369E-003, 1.9997229E+001, 5.1612158E-001, 6.1671579E-001, 6.3659182E-038
