s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
 2.5000189E+001, 2.5566349E+001, 2.3686838E+001, 2.3761469E+001, 2.2113454E+001, 3.5486177E+001, 2.6162130E+001, 2.6466689E+001, 1.8640957E+001, 1.1630491E+001, 5.2639476E+000, 4.2162732E+001, 2.1890008E+001, 1.6316710E+001, 2.0927919E+001, 1.7369048E+001, 9.6162895E+000, 5.9511394E+000, 3.0096764E+001, 1.2559513E+001, 7.5600237E+000, 1.2591676E+001, 8.1284094E+000, 4.5858485E+000, 3.6628825E+000, 5.3273824E+000, 2.7160478E+000, 2.2688658E+000, 2.9327812E+000, 2.1627508E+000, 1.0932008E+000, 9.9876435E-001, 2.5977185E+001, 3.1971943E+001, 2.1231665E+001, 2.3206711E+001, 1.7529213E+001, 6.5020218E+000, 3.4752008E+000, 4.0204426E+001, 1.6563313E+001, 1.3327114E+001, 1.6763464E+001, 1.2576075E+001, 3.7800531E+000, 2.6559314E+000, 2.0683418E+001, 1.0454404E+001, 8.4547951E+000, 1.0592397E+001, 9.8385900E+000, 3.0320428E+000, 1.7719652E+000, 6.5835591E+000, 2.8634695E+000, 3.0811908E+000, 6.4123171E+000, 3.4688977E+000, 2.6903400E+000, 1.4795028E+000, 9.9041962E-001, 1.0352795E+000, 9.6744667E-001, 8.1951973E-001, 6.2135025E-001, 4.5892277E-001, 8.6280404E-001, 6.7905153E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0715145E-001, 4.1431833E-006, 1.9461237E-003, 1.9324623E-005, 1.1553081E-002, 4.0488744E+001, 5.6000000E-001, 6.2527780E-001, 2.4952952E-006
 2.5200025E+001, 3.5081113E+001, 3.2497211E+001, 3.2787766E+001, 2.3341557E+001, 4.6081633E+001, 3.0326318E+001, 7.0060730E+000, 5.2816182E+000, 5.5160691E+000, 4.2165321E+000, 4.1397877E+001, 3.3570377E+001, 2.6605092E+001, 8.7062525E+000, 3.6417660E+000, 4.2261229E+000, 4.2596310E+000, 3.3339633E+001, 1.8495619E+001, 1.9501565E+001, 4.6503206E+000, 2.4909244E+000, 2.8993741E+000, 3.8471229E+000, 5.9377565E+000, 5.5556815E+000, 5.2431974E+000, 1.5305899E+000, 1.4610784E+000, 2.4812942E+000, 1.4155594E+000, 2.4133710E+001, 4.3827171E+001, 1.6210111E+001, 4.9935216E+000, 5.3211008E+000, 6.0915826E+000, 4.1252964E+000, 4.4518638E+001, 3.0929815E+001, 1.3972567E+001, 3.2115375E+000, 3.1765681E+000, 4.5810383E+000, 3.3966039E+000, 2.4748765E+001, 1.9025037E+001, 9.2989910E+000, 2.4529908E+000, 2.0633815E+000, 3.3848465E+000, 2.0682515E+000, 6.5390458E+000, 5.9346176E+000, 4.3897455E+000, 1.4384731E+000, 1.3899446E+000, 1.9697616E+000, 1.4880901E+000, 1.1116512E+000, 1.1210045E+000, 9.4581875E-001, 7.2661196E-001, 5.0195387E-001, 3.6384524E-001, 9.3567486E-001, 6.0007747E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0616394E-001, 5.8520267E-006, 2.5878940E-003, 2.7295025E-005, 1.2404752E-002, 5.0228570E+001, 5.6000000E-001, 6.0637374E-001, 3.4153422E-006
 2.5400105E+001, 3.3864422E+001, 3.1370765E+001, 2.3146635E+001, 1.7350267E+001, 2.3633487E+001, 2.2564929E+001, 2.1083523E+001, 1.4026084E+001, 3.4413146E+000, 1.8137688E+000, 3.8028327E+001, 2.2758591E+001, 1.6465434E+001, 2.0911575E+001, 1.5349522E+001, 4.2550365E+000, 1.0362646E+000, 3.5255266E+001, 1.4067198E+001, 1.5602159E+001, 2.0139401E+001, 1.2604917E+001, 3.6826331E+000, 9.2838327E-001, 4.6792415E+000, 3.8130343E+000, 5.8188314E+000, 1.6486743E+001, 5.3586385E+000, 1.2717752E+000, 8.5917084E-001, 2.5798840E+001, 2.9260272E+001, 2.0816896E+001, 2.0618154E+001, 1.1688352E+001, 3.4917515E+000, 1.4903915E+000, 3.4053381E+001, 9.1991444E+000, 1.6611160E+001, 2.0249171E+001, 8.5244914E+000, 2.6823117E+000, 1.1156555E+000, 2.7251299E+001, 5.7087809E+000, 1.2026560E+001, 1.8428739E+001, 6.7203888E+000, 2.3406393E+000, 1.1741935E+000, 5.0893951E+000, 3.1627441E+000, 6.3208138E+000, 6.6144854E+000, 3.2919417E+000, 1.3716347E+000, 1.2455047E+000, 1.0082743E+000, 1.1313868E+000, 1.0991803E+000, 9.3659166E-001, 6.8964134E-001, 4.7301683E-001, 9.4449204E-001, 7.7854454E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0628156E-001, 5.6484880E-006, 2.5114527E-003, 2.6345682E-005, 1.2303386E-002, 4.8982086E+001, 5.6000000E-001, 6.0876584E-001, 3.3098552E-006
 2.5600184E+001, 2.8830642E+001, 2.6709785E+001, 3.6467963E+001, 2.1284395E+001, 4.4759447E+001, 2.4878379E+001, 6.7831778E+000, 3.3697518E+000, 3.2888717E+000, 2.5919545E+000, 3.8301453E+001, 3.3028194E+001, 2.6089515E+001, 8.1707199E+000, 3.5370154E+000, 4.8959665E+000, 2.9252519E+000, 3.2170693E+001, 1.4186107E+001, 2.2872236E+001, 6.4328927E+000, 3.6022119E+000, 6.4351941E+000, 3.3491165E+000, 5.4560793E+000, 5.7545260E+000, 1.2654759E+001, 5.0304927E+000, 3.2800693E+000, 2.5548506E+000, 2.6650677E+000, 2.5333940E+001, 4.2978137E+001, 2.3523577E+001, 5.6247737E+000, 2.8747726E+000, 3.0063325E+000, 2.4516375E+000, 4.3056693E+001, 2.9123046E+001, 1.3816490E+001, 3.9380537E+000, 2.4483511E+000, 2.7346943E+000, 2.2599470E+000, 1.8914500E+001, 1.8110579E+001, 9.9838209E+000, 3.0816461E+000, 3.5798702E+000, 2.4742205E+000, 2.9547556E+000, 5.4202141E+000, 6.9305540E+000, 4.6479212E+000, 1.9035109E+000, 3.8819767E+000, 1.8699186E+000, 8.7375791E-001, 1.0996570E+000, 1.1385630E+000, 1.0034139E+000, 7.8352443E-001, 5.5787133E-001, 4.1354512E-001, 9.5059443E-001, 6.4842222E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0680927E-001, 4.7353126E-006, 2.1685010E-003, 2.2086450E-005, 1.1848356E-002, 4.4214475E+001, 5.6000000E-001, 6.1793803E-001, 2.8177012E-006
 2.5800020E+001, 2.6870809E+001, 2.4894887E+001, 2.9877386E+001, 2.5139189E+001, 3.6054304E+001, 2.7724947E+001, 2.3080851E+001, 1.2060753E+001, 2.9680297E+000, 1.5478714E+000, 4.0746801E+001, 1.7218742E+001, 1.2405678E+001, 1.7742376E+001, 1.0918325E+001, 4.7014764E+000, 2.2334695E+000, 3.0924445E+001, 7.9491306E+000, 1.0051702E+001, 1.8828726E+001, 1.0494464E+001, 5.4375345E+000, 2.5913436E+000, 6.9908536E+000, 3.0577252E+000, 4.1661987E+000, 1.5077052E+001, 9.2770671E+000, 3.7998009E+000, 1.2276413E+000, 2.6748571E+001, 3.8055136E+001, 2.4049261E+001, 1.5478759E+001, 6.8773143E+000, 2.1752863E+000, 1.3072433E+000, 4.0519578E+001, 2.3449624E+001, 1.5900118E+001, 9.3599254E+000, 3.6661284E+000, 1.7172536E+000, 1.2467420E+000, 3.3098081E+001, 7.1075766E+000, 8.9448627E+000, 9.3688554E+000, 2.9671021E+000, 1.2765344E+000, 1.1612339E+000, 6.3745720E+000, 3.1069191E+000, 5.9208309E+000, 9.9961049E+000, 2.1260114E+000, 1.1809721E+000, 1.0867489E+000, 1.0813014E+000, 1.1346367E+000, 1.0665807E+000, 9.0028722E-001, 6.5106359E-001, 4.5999860E-001, 9.4725474E-001, 7.4765334E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0701967E-001, 4.3712326E-006, 2.0317679E-003, 2.0388305E-005, 1.1666821E-002, 4.2128134E+001, 5.6000000E-001, 6.2200364E-001, 2.6185926E-006
 2.6000100E+001, 2.3487103E+001, 2.1761118E+001, 3.5607287E+001, 2.2556522E+001, 4.3602489E+001, 3.5318866E+001, 1.9311560E+001, 1.0754407E+001, 8.6700328E+000, 4.5168495E+000, 3.7478987E+001, 3.1043167E+001, 1.9062258E+001, 6.9535861E+000, 3.6920313E+000, 5.6400836E+000, 5.1601811E+000, 2.0326329E+001, 2.3073321E+001, 1.6300729E+001, 4.4169203E+000, 2.8564366E+000, 4.0988913E+000, 5.0404236E+000, 5.5754681E+000, 9.0219371E+000, 3.7854314E+000, 2.2543549E+000, 2.0259751E+000, 2.7618326E+000, 3.0486860E+000, 2.5152715E+001, 4.3645574E+001, 3.3467844E+001, 2.0143030E+001, 9.2501767E+000, 6.2278262E+000, 3.0161998E+000, 4.2652127E+001, 2.7582078E+001, 1.8702491E+001, 8.0893296E+000, 5.0019670E+000, 2.6076703E+000, 1.3120047E+000, 2.4522078E+001, 1.2768004E+001, 9.9814605E+000, 4.3709610E+000, 2.9998480E+000, 1.6338907E+000, 8.3726960E-001, 5.5215278E+000, 4.1439340E+000, 3.0248783E+000, 2.1101843E+000, 2.8130154E+000, 1.3904643E+000, 5.1224153E-001, 1.0980091E+000, 1.1384817E+000, 9.9845175E-001, 7.9122240E-001, 5.7539044E-001, 4.1018338E-001, 9.5052817E-001, 6.5493710E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0736012E-001, 3.7821107E-006, 1.8105175E-003, 1.7640524E-005, 1.1372934E-002, 3.9282469E+001, 5.6000000E-001, 6.2767626E-001, 2.2869354E-006
 2.6200179E+001, 4.1494356E+001, 3.8434053E+001, 2.8697856E+001, 2.9622696E+001, 3.8514643E+001, 2.0344672E+001, 1.7500023E+001, 1.2710087E+001, 4.3443973E+000, 2.5201726E+000, 4.1910690E+001, 1.7537229E+001, 1.0974234E+001, 1.3008321E+001, 6.7897094E+000, 2.7057549E+000, 1.9387677E+000, 2.2149889E+001, 8.0159638E+000, 6.5616856E+000, 8.9805803E+000, 4.1454862E+000, 1.9056411E+000, 1.5222378E+000, 5.1762018E+000, 3.5041978E+000, 2.1890397E+000, 4.0918616E+000, 2.1231940E+000, 1.0911498E+000, 9.3904961E-001, 2.6275378E+001, 3.8109123E+001, 2.6902553E+001, 1.8866229E+001, 1.4041170E+001, 7.3235122E+000, 4.4070355E+000, 3.1782503E+001, 2.7266468E+001, 1.4291493E+001, 9.4187920E+000, 6.2566588E+000, 3.1969786E+000, 2.6391140E+000, 2.9896944E+001, 1.6077744E+001, 5.4057889E+000, 5.1729000E+000, 2.7440093E+000, 1.6920592E+000, 1.6943841E+000, 5.8648383E+000, 3.4347523E+000, 2.3147975E+000, 1.8683385E+000, 1.5366793E+000, 1.0049254E+000, 1.0369682E+000, 9.9126152E-001, 1.0127177E+000, 9.0058812E-001, 7.2837933E-001, 5.3097126E-001, 3.8107848E-001, 8.4363472E-001, 6.0151334E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0544625E-001, 7.0939723E-006, 3.0543131E-003, 3.3087745E-005, 1.3022798E-002, 5.6350134E+001, 5.6000000E-001, 5.9519374E-001, 4.0616052E-006
 2.6400015E+001, 4.3535684E+001, 4.0323426E+001, 3.1915827E+001, 2.3860628E+001, 4.4072996E+001, 3.4006021E+001, 2.0604623E+001, 9.4636593E+000, 5.2499717E+000, 3.6684740E+000, 3.8510710E+001, 1.8025989E+001, 1.6088618E+001, 1.1409335E+001, 6.1650691E+000, 3.6671178E+000, 2.1106724E+000, 1.3807824E+001, 8.5379616E+000, 9.5952768E+000, 6.1706986E+000, 3.5569479E+000, 2.4028910E+000, 1.4938071E+000, 5.0541966E+000, 3.3586317E+000, 3.6350565E+000, 2.6516545E+000, 1.5208987E+000, 9.6550067E-001, 1.1616257E+000, 2.3051737E+001, 4.2303298E+001, 3.9032265E+001, 2.3432968E+001, 9.1200903E+000, 4.1174441E+000, 2.6362768E+000, 3.8865994E+001, 2.6136493E+001, 2.6603370E+001, 2.1319912E+001, 8.2535440E+000, 2.8532034E+000, 1.6301565E+000, 2.1725715E+001, 8.4952215E+000, 1.3865511E+001, 1.2088286E+001, 3.7609722E+000, 1.1940307E+000, 1.2256716E+000, 5.2135578E+000, 3.3327174E+000, 5.7712591E+000, 3.8250912E+000, 1.6433432E+000, 7.5313526E-001, 8.4499414E-001, 1.0855659E+000, 1.1119725E+000, 1.0215533E+000, 8.1945384E-001, 5.7398634E-001, 3.9893629E-001, 9.2801011E-001, 6.7892989E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0520346E-001, 7.5141074E-006, 3.2120947E-003, 3.5047369E-005, 1.3231696E-002, 5.8669815E+001, 5.6000000E-001, 5.9103834E-001, 4.2713243E-006
 2.6600095E+001, 3.5876340E+001, 3.3233469E+001, 3.1311230E+001, 2.6834342E+001, 3.4456048E+001, 2.7121645E+001, 1.6615569E+001, 8.7872249E+000, 5.7476074E+000, 4.6007495E+000, 3.9070913E+001, 1.7311788E+001, 1.0044922E+001, 7.9301331E+000, 4.7989172E+000, 4.3176618E+000, 3.3343322E+000, 2.5836657E+001, 8.9784474E+000, 5.3114682E+000, 4.0452150E+000, 3.5140853E+000, 3.6741800E+000, 2.6182282E+000, 5.5370645E+000, 3.1026088E+000, 2.0051277E+000, 1.4549717E+000, 1.6024203E+000, 1.3770658E+000, 1.6329997E+000, 2.6073557E+001, 4.0738018E+001, 2.8401482E+001, 1.6920493E+001, 1.0920861E+001, 7.7791512E+000, 5.0231096E+000, 4.0677945E+001, 2.5170478E+001, 1.5239167E+001, 6.7757164E+000, 9.8936563E+000, 7.6691120E+000, 5.5862720E+000, 2.4730302E+001, 9.7952670E+000, 6.7927981E+000, 3.4741349E+000, 7.5884975E+000, 6.3249446E+000, 2.8177741E+000, 5.4578405E+000, 2.9612275E+000, 2.2062692E+000, 2.2406449E+000, 3.8473461E+000, 1.9700733E+000, 9.4049814E-001, 9.6983662E-001, 9.8402665E-001, 8.7185758E-001, 7.2115966E-001, 5.3742073E-001, 3.9608793E-001, 8.1926462E-001, 5.9538369E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0607528E-001, 6.0054631E-006, 2.6455125E-003, 2.8010726E-005, 1.2481141E-002, 5.0541993E+001, 5.6000000E-001, 6.0578471E-001, 3.5012488E-006
 2.6800125E+001, 3.9981934E+001, 3.7034035E+001, 2.5043536E+001, 2.0341674E+001, 3.7273049E+001, 3.1203745E+001, 2.7628637E+001, 2.0465532E+001, 5.4581149E+000, 2.7784534E+000, 3.8937206E+001, 2.8834046E+001, 1.9473574E+001, 1.3020020E+001, 1.6242669E+001, 8.4253989E+000, 1.9069950E+000, 3.2058457E+001, 1.5940318E+001, 9.8047458E+000, 7.5201777E+000, 1.0586272E+001, 9.7299385E+000, 1.8271034E+000, 4.8254445E+000, 3.9713304E+000, 2.3891137E+000, 2.4168360E+000, 3.0468399E+000, 2.8324608E+000, 1.0998021E+000, 2.5088555E+001, 3.9177003E+001, 2.3085989E+001, 2.3881195E+001, 1.3629205E+001, 5.8060929E+000, 3.2430549E+000, 3.5419551E+001, 2.3660279E+001, 1.5026024E+001, 1.6706841E+001, 1.2396025E+001, 4.3487799E+000, 2.6936471E+000, 2.7510064E+001, 8.4398709E+000, 6.9707739E+000, 9.5288922E+000, 8.0734631E+000, 2.9191131E+000, 1.7517660E+000, 5.2238310E+000, 3.0407834E+000, 2.8069644E+000, 4.2470204E+000, 2.4719043E+000, 2.0447150E+000, 1.0554001E+000, 1.0580229E+000, 1.1077730E+000, 1.0398118E+000, 8.8036593E-001, 6.5610109E-001, 4.6778962E-001, 9.2445569E-001, 7.3071676E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0562080E-001, 6.7919259E-006, 2.9408731E-003, 3.1678966E-005, 1.2872549E-002, 5.5742371E+001, 5.6000000E-001, 5.9622573E-001, 3.8959315E-006
 2.7000060E+001, 3.1868575E+001, 2.9522820E+001, 3.3349312E+001, 2.2797743E+001, 3.8376423E+001, 2.7872275E+001, 2.0515411E+001, 1.2495708E+001, 7.2701845E+000, 3.0460309E+000, 4.0730745E+001, 1.7555363E+001, 1.6369025E+001, 1.3147533E+001, 9.0228820E+000, 6.2594752E+000, 4.4397440E+000, 2.5010405E+001, 7.4367845E+000, 1.2846841E+001, 1.3298651E+001, 4.1370408E+000, 6.1712326E+000, 5.6089438E+000, 5.1960562E+000, 2.6412910E+000, 2.6574081E+000, 3.0897687E+000, 1.3104855E+000, 3.8376694E+000, 4.8477954E+000, 2.6037553E+001, 3.9522239E+001, 3.2071275E+001, 1.7917604E+001, 9.4421311E+000, 5.6605232E+000, 3.7314217E+000, 3.7810184E+001, 2.4753585E+001, 1.3571177E+001, 1.0366283E+001, 4.7117926E+000, 4.1444356E+000, 4.0534953E+000, 2.3310595E+001, 7.1958724E+000, 5.9559390E+000, 5.1568756E+000, 2.5048331E+000, 2.7929369E+000, 2.1241615E+000, 4.8503271E+000, 2.5906297E+000, 2.5514199E+000, 2.1922479E+000, 2.1976224E+000, 1.6970567E+000, 1.1161286E+000, 9.6243471E-001, 9.7051303E-001, 8.7451162E-001, 7.1957477E-001, 5.4163180E-001, 4.1163723E-001, 8.0779614E-001, 5.9405038E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0649867E-001, 5.2728046E-006, 2.3703565E-003, 2.4593455E-005, 1.2116227E-002, 4.7153463E+001, 5.6000000E-001, 6.1223473E-001, 3.1078359E-006
 2.7200001E+001, 3.2360405E+001, 2.9978193E+001, 2.9249636E+001, 2.1571096E+001, 3.8967224E+001, 3.2547100E+001, 2.1227157E+001, 1.4536830E+001, 9.5264755E+000, 6.1505102E+000, 3.8536178E+001, 2.2465472E+001, 1.3233034E+001, 6.6487885E+000, 8.3495376E+000, 7.7673910E+000, 4.6566605E+000, 2.9831851E+001, 8.0875046E+000, 5.4653954E+000, 3.3974126E+000, 6.3539949E+000, 8.2453342E+000, 3.0590289E+000, 5.2998489E+000, 2.7329276E+000, 1.9156436E+000, 1.6325724E+000, 2.1928061E+000, 2.7041763E+000, 8.3869932E-001, 2.7279224E+001, 4.0386294E+001, 3.1228011E+001, 2.4700013E+001, 1.6401065E+001, 8.0166133E+000, 3.6893807E+000, 4.0018672E+001, 1.9969380E+001, 1.4422645E+001, 8.6292895E+000, 7.8136410E+000, 3.9434403E+000, 2.5549276E+000, 1.9603141E+001, 6.7274161E+000, 4.6554270E+000, 3.7943050E+000, 3.4979269E+000, 2.0185903E+000, 1.8071905E+000, 5.1444569E+000, 3.0158152E+000, 1.9843633E+000, 1.9424727E+000, 1.4393560E+000, 1.1281818E+000, 1.1676063E+000, 9.6396134E-001, 9.8471341E-001, 8.7403516E-001, 7.3027402E-001, 5.4046413E-001, 3.9920546E-001, 8.1987726E-001, 6.0314341E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0642302E-001, 5.4037215E-006, 2.4195227E-003, 2.5204083E-005, 1.2181451E-002, 4.8301507E+001, 5.6000000E-001, 6.1013047E-001, 3.1738693E-006
 2.7400209E+001, 3.9768278E+001, 3.6836310E+001, 2.7912139E+001, 2.0751882E+001, 3.8650778E+001, 3.7458442E+001, 3.5570870E+001, 2.2682149E+001, 8.5835813E+000, 6.3879865E+000, 4.3049085E+001, 2.4837709E+001, 2.0804591E+001, 2.3454680E+001, 1.6632782E+001, 4.7242231E+000, 3.5283828E+000, 2.6595465E+001, 1.1222415E+001, 7.9115987E+000, 1.4684922E+001, 1.1400633E+001, 4.5679957E+000, 2.9160017E+000, 5.1916195E+000, 2.7979740E+000, 2.3336294E+000, 2.7971654E+000, 2.4712229E+000, 1.1929351E+000, 1.6611081E+000, 3.1269209E+001, 3.9246965E+001, 2.9123483E+001, 2.6466107E+001, 2.0116414E+001, 9.3110421E+000, 6.3273532E+000, 3.8380560E+001, 2.1436173E+001, 1.7953185E+001, 1.2990415E+001, 1.0408529E+001, 4.8071652E+000, 2.7675245E+000, 2.0617753E+001, 8.1298176E+000, 7.0669463E+000, 6.7766150E+000, 4.7853082E+000, 2.8248921E+000, 1.4096377E+000, 5.1212746E+000, 2.9463732E+000, 2.9477752E+000, 2.8779034E+000, 2.1980406E+000, 1.1515140E+000, 7.9810304E-001, 1.0670180E+000, 1.1113591E+000, 1.0401102E+000, 8.7603636E-001, 6.5590086E-001, 4.7557667E-001, 9.2753508E-001, 7.2703489E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0564548E-001, 6.7492320E-006, 2.9248352E-003, 3.1479861E-005, 1.2851301E-002, 5.4912655E+001, 5.6000000E-001, 5.9774650E-001, 3.8813895E-006
 2.7600205E+001, 3.5236675E+001, 3.2641237E+001, 2.9121654E+001, 2.0000706E+001, 4.3744419E+001, 2.9176976E+001, 1.8909707E+001, 9.6726116E+000, 9.8367783E+000, 6.6875961E+000, 3.9978104E+001, 2.8061948E+001, 1.8627291E+001, 1.4208195E+001, 6.0972859E+000, 7.6011333E+000, 4.6396004E+000, 3.4203778E+001, 1.4889974E+001, 8.4521575E+000, 1.0009242E+001, 6.2364507E+000, 7.1742407E+000, 4.5951469E+000, 5.1786091E+000, 3.8936268E+000, 2.3579905E+000, 2.4177514E+000, 1.5145558E+000, 4.0978002E+000, 2.9677293E+000, 3.4548140E+001, 3.7371317E+001, 3.0640709E+001, 1.0761796E+001, 6.9242699E+000, 9.8482941E+000, 6.5949987E+000, 4.1219456E+001, 2.5945068E+001, 1.9669760E+001, 9.4918847E+000, 4.6514865E+000, 6.1553044E+000, 4.2908294E+000, 2.1344247E+001, 1.3825161E+001, 9.2015523E+000, 5.3473160E+000, 3.0324218E+000, 3.3368522E+000, 2.8816608E+000, 5.0655690E+000, 3.5531338E+000, 3.2447133E+000, 2.0592929E+000, 1.5632558E+000, 1.6879402E+000, 1.8664497E+000, 1.0027559E+000, 1.0143013E+000, 8.8747574E-001, 7.1700451E-001, 5.2505589E-001, 3.8053487E-001, 8.4504346E-001, 5.9185417E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0613398E-001, 5.9039096E-006, 2.6073669E-003, 2.7537106E-005, 1.2430564E-002, 5.0523272E+001, 5.6000000E-001, 6.0591777E-001, 3.4429523E-006
 2.7800070E+001, 2.6373933E+001, 2.4434738E+001, 2.9289185E+001, 2.3987969E+001, 3.6295445E+001, 2.5843539E+001, 2.5145430E+001, 1.9137142E+001, 9.2511384E+000, 3.9921989E+000, 4.1046273E+001, 1.8141740E+001, 1.6134366E+001, 1.6282038E+001, 1.4672316E+001, 1.3934574E+001, 3.6767313E+000, 2.1687177E+001, 1.0146591E+001, 1.3187036E+001, 8.2476115E+000, 1.2281388E+001, 1.3580933E+001, 2.3902055E+000, 5.6080875E+000, 2.7644673E+000, 2.3799802E+000, 2.1194670E+000, 5.1799954E+000, 5.9649376E+000, 3.0542566E+000, 2.6674789E+001, 3.4121393E+001, 2.2518492E+001, 2.1318829E+001, 1.8026055E+001, 1.2572048E+001, 2.8344739E+000, 4.0059159E+001, 2.2068979E+001, 1.1995867E+001, 1.0250958E+001, 1.1286407E+001, 9.4332622E+000, 2.8776661E+000, 1.8595973E+001, 1.1280927E+001, 5.6321122E+000, 6.1859063E+000, 6.3334966E+000, 4.4130473E+000, 1.7297058E+000, 5.4542626E+000, 2.9402492E+000, 2.6193691E+000, 3.0999440E+000, 2.6689460E+000, 1.7874846E+000, 9.6687933E-001, 1.0110258E+000, 1.0459355E+000, 9.7770235E-001, 8.5622524E-001, 6.6004978E-001, 4.8812256E-001, 8.7193964E-001, 7.1019442E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0707754E-001, 4.2711187E-006, 1.9941612E-003, 1.9921412E-005, 1.1616876E-002, 4.1536270E+001, 5.6000000E-001, 6.2315742E-001, 2.5634785E-006
 2.8000134E+001, 2.9153289E+001, 2.7008585E+001, 3.6083451E+001, 2.1738927E+001, 4.7600565E+001, 2.7883910E+001, 8.0281451E+000, 3.7429390E+000, 3.3720866E+000, 5.1049973E+000, 4.3673782E+001, 3.5592020E+001, 2.2947051E+001, 6.1407312E+000, 2.7067298E+000, 3.7626887E+000, 4.7062004E+000, 2.6777791E+001, 1.9691025E+001, 1.3806193E+001, 3.7960631E+000, 1.6938684E+000, 6.1605452E+000, 4.2939742E+000, 5.3319914E+000, 6.4325400E+000, 4.2710291E+000, 1.7796664E+000, 9.5629266E-001, 3.6298080E+000, 3.7196182E+000, 2.2825620E+001, 4.3356145E+001, 3.2012268E+001, 1.0561148E+001, 1.5681575E+000, 3.2930553E+000, 6.1992499E+000, 4.1845536E+001, 2.5428257E+001, 3.2666271E+001, 1.1611817E+001, 1.4678786E+000, 2.9555223E+000, 5.8386930E+000, 2.0091538E+001, 1.0252979E+001, 1.8680713E+001, 1.2901540E+001, 1.9424655E+000, 1.5928918E+000, 3.3696918E+000, 5.9357538E+000, 4.3218809E+000, 6.9835316E+000, 5.4809944E+000, 1.6532036E+000, 7.2375557E-001, 1.7341876E+000, 1.0783931E+000, 1.1109594E+000, 9.7099924E-001, 7.7677944E-001, 5.5634056E-001, 4.0492377E-001, 9.2721495E-001, 6.4267146E-001, 2.0954574E-001, 3.9011087E-004, 7.8257273E-001, 2.0755882E-001, 3.8641183E-004, 9.4820369E-003, 2.0678899E-001, 4.7704475E-006, 2.1816856E-003, 2.2250404E-005, 1.1865851E-002, 4.3797616E+001, 5.6000000E-001, 6.1872288E-001, 2.8421692E-006
