cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.2400594E+003, 1.2863488E+003, 1.1008306E+000, 4.6533345E+001, 6.4832337E+001, 8.8624876E-002, 1.2580021E-002, 7.2676652E-002, 4.1965267E-002, 2.1681045E-002, 1.4064598E-001, 3.7128138E-002, 6.5720456E-001, 4.3651615E-002, 7.1885233E-003
 2.2806122E+000, 1.2589999E+003, 1.3081040E+003, 1.5347395E+000, 5.0173826E+001, 7.1474537E+001, 1.1834277E-001, 1.3412624E-002, 7.4122185E-002, 4.0070563E-002, 1.7669974E-002, 1.4097834E-001, 3.5440481E-002, 6.6277659E-001, 4.1681319E-002, 6.9253351E-003
 4.3112245E+000, 1.2735576E+003, 1.3251263E+003, 1.9401209E+000, 5.2428205E+001, 7.5748636E+001, 1.4441707E-001, 1.4662443E-002, 7.5410895E-002, 3.7945528E-002, 1.4580382E-002, 1.4088906E-001, 3.3548462E-002, 6.6810448E-001, 3.9441795E-002, 6.6206971E-003
 6.3418367E+000, 1.2841790E+003, 1.3377659E+003, 2.3110209E+000, 5.3545421E+001, 7.8120315E+001, 1.7021966E-001, 1.6308106E-002, 7.6470555E-002, 3.5744763E-002, 1.2115712E-002, 1.4041631E-001, 3.1589680E-002, 6.7319859E-001, 3.7115047E-002, 6.3000584E-003
 8.3724490E+000, 1.2917459E+003, 1.3469299E+003, 2.6443748E+000, 5.3619232E+001, 7.8899747E+001, 1.9235389E-001, 1.8362512E-002, 7.7305706E-002, 3.3480632E-002, 1.0091915E-002, 1.3957795E-001, 2.9575113E-002, 6.7818008E-001, 3.4721783E-002, 5.9665825E-003
 1.0403061E+001, 1.2969679E+003, 1.3533589E+003, 2.9421530E+000, 5.2766022E+001, 7.8511776E+001, 2.1330287E-001, 2.0835795E-002, 7.7936539E-002, 3.1136824E-002, 8.3922758E-003, 1.3838781E-001, 2.7490214E-002, 6.8315723E-001, 3.2247028E-002, 5.6184785E-003
 1.2433673E+001, 1.3004083E+003, 1.3576736E+003, 3.2069607E+000, 5.1998099E+001, 7.8542155E+001, 2.3388573E-001, 2.3711751E-002, 7.8400078E-002, 2.8685736E-002, 6.9536235E-003, 1.3687265E-001, 2.5310357E-002, 6.8820594E-001, 2.9661875E-002, 5.2521192E-003
 1.4464286E+001, 1.3018890E+003, 1.3596444E+003, 3.4429422E+000, 5.2495933E+001, 8.0356818E+001, 2.5679638E-001, 2.7037004E-002, 7.8669005E-002, 2.6136365E-002, 5.7328542E-003, 1.3500309E-001, 2.3043608E-002, 6.9336016E-001, 2.6977107E-002, 4.8687548E-003
 1.6494898E+001, 1.3012405E+003, 1.3590359E+003, 3.6533154E+000, 5.5586933E+001, 8.5643536E+001, 2.8135782E-001, 3.0852766E-002, 7.8718993E-002, 2.3496425E-002, 4.6950950E-003, 1.3275267E-001, 2.0696881E-002, 6.9864784E-001, 2.4201921E-002, 4.4694323E-003
