cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1586667E+003, 1.1924985E+003, 7.7861420E-001, 1.2772282E+002, 1.9353382E+002, 3.0475991E-001, 2.5277021E-002, 6.5169952E-002, 4.1789360E-002, 2.8078905E-002, 1.3016529E-001, 3.6989862E-002, 6.5669089E-001, 4.3666609E-002, 7.0892586E-003
 2.2806122E+000, 1.1740430E+003, 1.2080432E+003, 1.1784701E+000, 1.2846860E+002, 2.0212879E+002, 4.2933439E-001, 3.1762283E-002, 6.5700413E-002, 3.7440429E-002, 2.1483646E-002, 1.2709285E-001, 3.3122882E-002, 6.6899298E-001, 3.9156227E-002, 6.4494658E-003
 4.3112245E+000, 1.1768159E+003, 1.2093935E+003, 1.5414762E+000, 1.2855136E+002, 2.0847655E+002, 5.4963902E-001, 3.8756385E-002, 6.5562311E-002, 3.3266687E-002, 1.7155266E-002, 1.2324800E-001, 2.9413234E-002, 6.7958906E-001, 3.4797276E-002, 5.8216730E-003
 6.3418367E+000, 1.1718061E+003, 1.2006954E+003, 1.8570451E+000, 1.3007562E+002, 2.1888204E+002, 6.6779322E-001, 4.5515957E-002, 6.4856092E-002, 2.9816872E-002, 1.4098796E-002, 1.1925554E-001, 2.6348444E-002, 6.8827010E-001, 3.1191105E-002, 5.2945999E-003
 8.3724490E+000, 1.1647441E+003, 1.1897098E+003, 2.1288134E+000, 1.3673266E+002, 2.3338946E+002, 7.8053539E-001, 5.1634787E-002, 6.4066018E-002, 2.6827053E-002, 1.1767419E-002, 1.1554988E-001, 2.3692739E-002, 6.9564388E-001, 2.8056608E-002, 4.8340760E-003
 1.0403061E+001, 1.1552807E+003, 1.1766273E+003, 2.3633724E+000, 1.4552234E+002, 2.4749919E+002, 8.8666457E-001, 5.7541149E-002, 6.3125116E-002, 2.4117299E-002, 9.9044768E-003, 1.1188182E-001, 2.1286344E-002, 7.0225661E-001, 2.5214411E-002, 4.4134793E-003
 1.2433673E+001, 1.1419150E+003, 1.1595715E+003, 2.5654326E+000, 1.5547925E+002, 2.6104062E+002, 9.8585269E-001, 6.3589836E-002, 6.1906981E-002, 2.1616065E-002, 8.4021285E-003, 1.0801541E-001, 1.9065968E-002, 7.0838612E-001, 2.2587952E-002, 4.0202970E-003
 1.4464286E+001, 1.1248647E+003, 1.1386158E+003, 2.7382910E+000, 1.6677963E+002, 2.7476567E+002, 1.0786736E+000, 6.9847799E-002, 6.0375805E-002, 1.9340311E-002, 7.1415340E-003, 1.0391693E-001, 1.7046771E-002, 7.1411711E-001, 2.0204691E-002, 3.6580825E-003
 1.6494898E+001, 1.1040143E+003, 1.1134578E+003, 2.8858423E+000, 1.7891512E+002, 2.8849815E+002, 1.1631220E+000, 7.6395388E-002, 5.8500264E-002, 1.7282943E-002, 6.0610727E-003, 9.9537406E-002, 1.5222525E-002, 7.1952774E-001, 1.8051235E-002, 3.3245650E-003
