cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0531568E+003, 1.0721473E+003, 6.4554405E-001, 1.5200879E+002, 2.1856198E+002, 2.4770654E-001, 1.8828951E-002, 5.1050035E-002, 5.7363604E-002, 7.8800377E-002, 1.2429037E-001, 5.0867584E-002, 5.9818375E-001, 5.9188833E-002, 9.1192474E-003
 2.2806122E+000, 1.0801058E+003, 1.1012979E+003, 1.0373210E+000, 1.4712794E+002, 2.1724291E+002, 3.2861349E-001, 2.2368558E-002, 5.2565390E-002, 5.4635041E-002, 6.6811854E-002, 1.2401730E-001, 4.8438560E-002, 6.1141308E-001, 5.6652632E-002, 8.7778775E-003
 4.3112245E+000, 1.0989094E+003, 1.1214156E+003, 1.3955546E+000, 1.4360661E+002, 2.1844828E+002, 4.0943499E-001, 2.6177289E-002, 5.3666775E-002, 5.1843637E-002, 5.7590765E-002, 1.2310962E-001, 4.5954672E-002, 6.2280523E-001, 5.3949629E-002, 8.4062232E-003
 6.3418367E+000, 1.1128086E+003, 1.1356107E+003, 1.7126052E+000, 1.4058621E+002, 2.2054073E+002, 4.9025961E-001, 3.0475068E-002, 5.4623242E-002, 4.8615801E-002, 5.0220049E-002, 1.2161147E-001, 4.3083193E-002, 6.3356712E-001, 5.0693270E-002, 7.9526137E-003
 8.3724490E+000, 1.1203839E+003, 1.1416206E+003, 1.9895814E+000, 1.3784928E+002, 2.2413852E+002, 5.7654745E-001, 3.4640735E-002, 5.5178763E-002, 4.5786972E-002, 4.4334769E-002, 1.1990826E-001, 4.0567350E-002, 6.4270581E-001, 4.7831053E-002, 7.5501851E-003
 1.0403061E+001, 1.1269802E+003, 1.1466076E+003, 2.2338726E+000, 1.3763740E+002, 2.2976053E+002, 6.6940693E-001, 3.8256975E-002, 5.5707466E-002, 4.3256318E-002, 3.9318486E-002, 1.1842711E-001, 3.8316616E-002, 6.5066779E-001, 4.5252163E-002, 7.1878950E-003
 1.2433673E+001, 1.1329763E+003, 1.1513531E+003, 2.4549803E+000, 1.3925344E+002, 2.3612887E+002, 7.6195307E-001, 4.1764877E-002, 5.6300614E-002, 4.0620240E-002, 3.4958328E-002, 1.1693892E-001, 3.5972015E-002, 6.5825711E-001, 4.2527785E-002, 6.8052176E-003
 1.4464286E+001, 1.1374023E+003, 1.1546814E+003, 2.6575128E+000, 1.4061551E+002, 2.4141806E+002, 8.4908161E-001, 4.5397537E-002, 5.6811705E-002, 3.7927277E-002, 3.1102281E-002, 1.1528602E-001, 3.3577048E-002, 6.6559295E-001, 3.9730949E-002, 6.4108314E-003
 1.6494898E+001, 1.1379131E+003, 1.1538821E+003, 2.8400614E+000, 1.4131527E+002, 2.4516385E+002, 9.3499545E-001, 4.9367113E-002, 5.7015877E-002, 3.5331238E-002, 2.7683006E-002, 1.1329553E-001, 3.1268974E-002, 6.7259252E-001, 3.7032103E-002, 6.0264179E-003
 1.8525510E+001, 1.1341959E+003, 1.1482026E+003, 3.0753578E+000, 1.4378082E+002, 2.4997965E+002, 1.0659995E+000, 5.3803116E-002, 5.6831969E-002, 3.2861254E-002, 2.4599529E-002, 1.1088212E-001, 2.9073884E-002, 6.7933123E-001, 3.4456346E-002, 5.6547108E-003
 2.0556122E+001, 1.1267509E+003, 1.1381235E+003, 3.2077238E+000, 1.4951717E+002, 2.5750675E+002, 1.1523838E+000, 5.8798593E-002, 5.6266368E-002, 3.0458762E-002, 2.1742371E-002, 1.0800346E-001, 2.6939706E-002, 6.8599141E-001, 3.1947678E-002, 5.2877466E-003
 2.2586735E+001, 1.1164889E+003, 1.1247356E+003, 3.3235045E+000, 1.5700074E+002, 2.6681040E+002, 1.2315640E+000, 6.4225775E-002, 5.5396541E-002, 2.8117580E-002, 1.9083322E-002, 1.0476053E-001, 2.4860759E-002, 6.9256226E-001, 2.9500536E-002, 4.9257025E-003
 2.4617347E+001, 1.1045788E+003, 1.1092846E+003, 3.4213930E+000, 1.6598831E+002, 2.7877659E+002, 1.3051255E+000, 7.0060460E-002, 5.4354193E-002, 2.5686756E-002, 1.6590241E-002, 1.0120133E-001, 2.2702546E-002, 6.9925230E-001, 2.6954071E-002, 4.5470707E-003
 2.6647959E+001, 1.0902772E+003, 1.0909637E+003, 3.5012302E+000, 1.7513754E+002, 2.9146281E+002, 1.3738567E+000, 7.6318048E-002, 5.3098466E-002, 2.3206554E-002, 1.4279259E-002, 9.7305153E-002, 2.0500956E-002, 7.0600319E-001, 2.4356905E-002, 4.1583174E-003
 2.8678571E+001, 1.0736085E+003, 1.0700570E+003, 3.5706158E+000, 1.8343881E+002, 3.0328729E+002, 1.4255525E+000, 8.2796134E-002, 5.1637688E-002, 2.0807810E-002, 1.2170461E-002, 9.3198493E-002, 1.8372266E-002, 7.1257145E-001, 2.1844765E-002, 3.7791334E-003
 3.0709184E+001, 1.0551667E+003, 1.0478827E+003, 3.6322835E+000, 1.9158568E+002, 3.1347852E+002, 1.4600402E+000, 8.9113510E-002, 5.0073595E-002, 1.8634296E-002, 1.0232022E-002, 8.9147590E-002, 1.6444029E-002, 7.1867990E-001, 1.9569493E-002, 3.4327376E-003
 3.2739796E+001, 1.0352966E+003, 1.0246558E+003, 3.6878241E+000, 2.0102382E+002, 3.2399180E+002, 1.4800586E+000, 9.5232135E-002, 4.8452441E-002, 1.6648861E-002, 8.4878381E-003, 8.5183119E-002, 1.4683111E-002, 7.2434705E-001, 1.7489971E-002, 3.1137680E-003
 3.4770408E+001, 1.0144113E+003, 1.0005790E+003, 3.7331208E+000, 2.1108997E+002, 3.3472757E+002, 1.4956109E+000, 1.0115318E-001, 4.6819559E-002, 1.4788272E-002, 6.9567550E-003, 8.1311553E-002, 1.3033195E-002, 7.2964038E-001, 1.5538196E-002, 2.8129691E-003
 3.6801020E+001, 9.9266347E+002, 9.7571704E+002, 3.7703615E+000, 2.1990481E+002, 3.4419443E+002, 1.5031108E+000, 1.0691209E-001, 4.5182780E-002, 1.3014064E-002, 5.6576410E-003, 7.7509712E-002, 1.1460070E-002, 7.3460621E-001, 1.3673538E-002, 2.5245596E-003
 3.8831633E+001, 9.6944878E+002, 9.4933439E+002, 3.8005093E+000, 2.2632904E+002, 3.5142107E+002, 1.5005202E+000, 1.1263013E-001, 4.3444355E-002, 1.1371502E-002, 4.5666480E-003, 7.3683408E-002, 1.0004209E-002, 7.3924107E-001, 1.1946032E-002, 2.2545262E-003
 4.0862245E+001, 9.4388293E+002, 9.2078376E+002, 3.8209862E+000, 2.3003989E+002, 3.5516061E+002, 1.4968430E+000, 1.1843623E-001, 4.1538742E-002, 9.8567294E-003, 3.6688708E-003, 6.9739379E-002, 8.6623407E-003, 7.4360012E-001, 1.0352073E-002, 2.0015109E-003
 4.2892857E+001, 9.1612855E+002, 8.9004021E+002, 3.8310524E+000, 2.3140931E+002, 3.5616057E+002, 1.4942097E+000, 1.2425876E-001, 3.9473365E-002, 8.5138078E-003, 2.9470687E-003, 6.5726658E-002, 7.4736135E-003, 7.4761763E-001, 8.9405945E-003, 1.7726882E-003
 4.4923469E+001, 8.8821260E+002, 8.5969983E+002, 3.8392480E+000, 2.3185090E+002, 3.5529268E+002, 1.4824103E+000, 1.2975123E-001, 3.7437764E-002, 7.3486109E-003, 2.3538974E-003, 6.1910671E-002, 6.4427917E-003, 7.5121432E-001, 7.7121498E-003, 1.5705721E-003
 4.6954082E+001, 8.6194853E+002, 8.3191201E+002, 3.8477506E+000, 2.3177952E+002, 3.5317022E+002, 1.4623222E+000, 1.3470408E-001, 3.5611846E-002, 6.2782596E-003, 1.8650355E-003, 5.8465426E-002, 5.4957715E-003, 7.5444945E-001, 6.5819368E-003, 1.3851841E-003
 4.8984694E+001, 8.3660363E+002, 8.0574901E+002, 3.8564307E+000, 2.3076629E+002, 3.4985591E+002, 1.4355143E+000, 1.3928519E-001, 3.3895716E-002, 5.3177524E-003, 1.4550741E-003, 5.5267162E-002, 4.6461255E-003, 7.5737358E-001, 5.5682666E-003, 1.2179021E-003
 5.1015306E+001, 7.9838836E+002, 7.6702977E+002, 3.8593623E+000, 2.2631366E+002, 3.4164608E+002, 1.4105280E+000, 1.4584867E-001, 3.1340457E-002, 4.0537053E-003, 9.6604330E-004, 5.0650748E-002, 3.5286893E-003, 7.6134891E-001, 4.2342142E-003, 9.9400267E-004
 5.3045918E+001, 7.7373063E+002, 7.4247534E+002, 3.8563091E+000, 2.2222180E+002, 3.3466084E+002, 1.3898192E+000, 1.4989249E-001, 2.9717296E-002, 3.3315839E-003, 7.1499690E-004, 4.7789184E-002, 2.8907172E-003, 7.6368948E-001, 3.4729941E-003, 8.6416444E-004
 5.5076531E+001, 7.4978871E+002, 7.1911976E+002, 3.8482378E+000, 2.1756825E+002, 3.2658980E+002, 1.3681402E+000, 1.5365172E-001, 2.8169563E-002, 2.7051447E-003, 5.2256687E-004, 4.5115077E-002, 2.3376138E-003, 7.6577848E-001, 2.8128640E-003, 7.4980086E-004
 5.7107143E+001, 7.2636783E+002, 6.9668456E+002, 3.8362675E+000, 2.1222296E+002, 3.1720849E+002, 1.3429002E+000, 1.5717163E-001, 2.6685041E-002, 2.1589675E-003, 3.8263999E-004, 4.2598118E-002, 1.8557019E-003, 7.6765384E-001, 2.2396694E-003, 6.4870157E-004
 5.9137755E+001, 7.0384808E+002, 6.7538562E+002, 3.8178131E+000, 2.0588440E+002, 3.0623616E+002, 1.3236214E+000, 1.6042267E-001, 2.5263232E-002, 1.7168136E-003, 2.8217595E-004, 4.0258590E-002, 1.4661038E-003, 7.6928562E-001, 1.7782797E-003, 5.6446580E-004
 6.1168367E+001, 6.8232168E+002, 6.5516661E+002, 3.7964030E+000, 1.9828999E+002, 2.9412068E+002, 1.3082714E+000, 1.6342619E-001, 2.3903705E-002, 1.3660397E-003, 2.0734004E-004, 3.8084830E-002, 1.1575821E-003, 7.7070649E-001, 1.4124915E-003, 4.9478382E-004
 6.3198980E+001, 6.6247375E+002, 6.3665460E+002, 3.7788217E+000, 1.9015413E+002, 2.8184670E+002, 1.2852986E+000, 1.6611365E-001, 2.2654773E-002, 1.0924223E-003, 1.5654684E-004, 3.6130617E-002, 9.1737715E-004, 7.7191478E-001, 1.1273369E-003, 4.3810863E-004
 6.5229592E+001, 6.4499887E+002, 6.2038948E+002, 3.7636406E+000, 1.8269089E+002, 2.7067494E+002, 1.2601476E+000, 1.6841459E-001, 2.1570897E-002, 8.7590009E-004, 1.2248548E-004, 3.4453050E-002, 7.2752561E-004, 7.7291982E-001, 9.0176071E-004, 3.9208789E-004
 6.7260204E+001, 6.2911417E+002, 6.0570994E+002, 3.7496760E+000, 1.7522308E+002, 2.5979922E+002, 1.2327940E+000, 1.7043379E-001, 2.0603425E-002, 7.0650597E-004, 9.7995600E-005, 3.2976635E-002, 5.7928504E-004, 7.7377158E-001, 7.2619035E-004, 3.5472241E-004
 6.9290816E+001, 6.1379675E+002, 5.9165975E+002, 3.7316235E+000, 1.6629385E+002, 2.4776502E+002, 1.2083732E+000, 1.7232987E-001, 1.9671561E-002, 5.7761474E-004, 7.8773139E-005, 3.1584698E-002, 4.6696115E-004, 7.7453015E-001, 5.9390417E-004, 3.2402876E-004
 7.1321429E+001, 5.9862348E+002, 5.7789247E+002, 3.7087405E+000, 1.5604134E+002, 2.3428841E+002, 1.1888717E+000, 1.7419240E-001, 1.8745445E-002, 4.6477659E-004, 6.2152999E-005, 3.0214764E-002, 3.6889277E-004, 7.7525609E-001, 4.7780307E-004, 2.9573121E-004
 7.3352041E+001, 5.8340346E+002, 5.6429295E+002, 3.6850274E+000, 1.4500510E+002, 2.1966912E+002, 1.1658230E+000, 1.7603615E-001, 1.7816449E-002, 3.6880043E-004, 4.7872776E-005, 2.8855709E-002, 2.8581973E-004, 7.7595306E-001, 3.7901168E-004, 2.6989849E-004
 7.5382653E+001, 5.6945853E+002, 5.5181981E+002, 3.6560793E+000, 1.3516065E+002, 2.0636075E+002, 1.1520178E+000, 1.7769789E-001, 1.6969450E-002, 2.9516643E-004, 3.4344450E-005, 2.7628819E-002, 2.2240872E-004, 7.7656527E-001, 3.0285242E-004, 2.4837380E-004
 7.7413265E+001, 5.5699420E+002, 5.4068146E+002, 3.6301926E+000, 1.2607202E+002, 1.9446815E+002, 1.1332608E+000, 1.7916729E-001, 1.6219454E-002, 2.3140058E-004, 2.2467436E-005, 2.6543701E-002, 1.6753562E-004, 7.7710485E-001, 2.3649623E-004, 2.2947942E-004
 7.9443878E+001, 5.4609867E+002, 5.3092144E+002, 3.6052079E+000, 1.1823588E+002, 1.8419109E+002, 1.1110141E+000, 1.8042897E-001, 1.5571986E-002, 1.8095914E-004, 1.4146886E-005, 2.5610970E-002, 1.2425929E-004, 7.7756128E-001, 1.8423678E-004, 2.1390219E-004
 8.1474490E+001, 5.3667103E+002, 5.2240191E+002, 3.5809557E+000, 1.1207152E+002, 1.7569240E+002, 1.0950639E+000, 1.8150646E-001, 1.5014929E-002, 1.4305642E-004, 8.5431144E-006, 2.4813314E-002, 9.1910586E-005, 7.7794340E-001, 1.4488631E-004, 2.0131511E-004
 8.3505102E+001, 5.2801754E+002, 5.1460509E+002, 3.5437428E+000, 1.0690528E+002, 1.6808124E+002, 1.0839871E+000, 1.8248398E-001, 1.4508186E-002, 1.1023686E-004, 5.0528536E-006, 2.4089157E-002, 6.3958970E-005, 7.7828690E-001, 1.1070979E-004, 1.9009794E-004
 8.5535714E+001, 5.1979281E+002, 5.0726888E+002, 3.5171130E+000, 1.0201593E+002, 1.6072736E+002, 1.0765637E+000, 1.8338730E-001, 1.4035228E-002, 8.5846681E-005, 3.2020516E-006, 2.3418766E-002, 4.3418702E-005, 7.7859577E-001, 8.5522497E-005, 1.8059576E-004
 8.7566327E+001, 5.1208068E+002, 5.0017602E+002, 3.4864503E+000, 9.7806870E+001, 1.5478965E+002, 1.0680013E+000, 1.8423136E-001, 1.3587558E-002, 7.0502092E-005, 2.1486215E-006, 2.2791030E-002, 3.0857990E-005, 7.7887437E-001, 6.9851226E-005, 1.7278764E-004
 8.9596939E+001, 5.0480626E+002, 4.9340675E+002, 3.4537894E+000, 9.4021116E+001, 1.4955383E+002, 1.0689672E+000, 1.8502299E-001, 1.3164899E-002, 5.9742640E-005, 1.4578791E-006, 2.2201646E-002, 2.2312669E-005, 7.7913081E-001, 5.8960151E-005, 1.6598195E-004
 9.1627551E+001, 4.9811151E+002, 4.8717169E+002, 3.4213528E+000, 9.0486934E+001, 1.4453307E+002, 1.0738604E+000, 1.8574471E-001, 1.2778627E-002, 5.1142378E-005, 9.7185562E-007, 2.1664084E-002, 1.5598932E-005, 7.7936297E-001, 5.0301079E-005, 1.5994902E-004
 9.3658163E+001, 4.9205383E+002, 4.8158320E+002, 3.3923095E+000, 8.7351399E+001, 1.3974377E+002, 1.0738172E+000, 1.8639019E-001, 1.2432113E-002, 4.4810217E-005, 6.6232315E-007, 2.1183070E-002, 1.0805461E-005, 7.7956877E-001, 4.3957332E-005, 1.5474287E-004
 9.5688776E+001, 4.8610694E+002, 4.7629347E+002, 3.3669383E+000, 8.4188247E+001, 1.3441971E+002, 1.0662882E+000, 1.8701263E-001, 1.2096739E-002, 4.0303421E-005, 4.6561570E-007, 2.0718947E-002, 7.6076877E-006, 7.7976511E-001, 3.9464584E-005, 1.4993983E-004
 9.7719388E+001, 4.8009032E+002, 4.7093871E+002, 3.3369005E+000, 8.1083056E+001, 1.2911145E+002, 1.0641306E+000, 1.8764362E-001, 1.1755714E-002, 3.7090677E-005, 3.3480856E-007, 2.0248209E-002, 5.5737954E-006, 7.7996237E-001, 3.6279761E-005, 1.4525777E-004
 9.9750000E+001, 4.7448328E+002, 4.6587054E+002, 3.3078288E+000, 7.8199175E+001, 1.2445288E+002, 1.0599618E+000, 1.8823994E-001, 1.1432924E-002, 3.4714442E-005, 2.4022349E-007, 1.9803227E-002, 4.2395198E-006, 7.8014792E-001, 3.3933264E-005, 1.4092522E-004
