,x,TMean,T_rms
0,cm,K,K
1,0.0,1194.6,566.0830327787612
2,0.012,1194.1,566.2066760468301
3,0.024,1193.7,566.3302923206563
4,0.036000000000000004,1193.2,566.4538816179124
5,0.048,1192.8,566.5862688064369
6,0.06,1192.3,566.7098022797911
7,0.07200000000000001,1191.9,566.8333088307355
8,0.084,1191.4,566.9567884768644
9,0.096,1191.0,567.0802412357532
10,0.108,1190.5,567.2036671249579
11,0.12,1190.1,567.3270661620156
12,0.132,1189.6,567.4504383644443
13,0.14400000000000002,1189.2,567.573783749743
14,0.156,1188.7,567.6971023353915
15,0.168,1188.3,567.8203941388509
16,0.18,1187.8,567.9436591775632
17,0.192,1187.4,568.0668974689513
18,0.20400000000000001,1186.9,568.1901090304195
19,0.216,1186.5,568.3132938793532
20,0.22799999999999998,1186.0,568.4364520331186
21,0.24,1185.6,568.5595835090637
22,0.252,1185.1,568.6826883245172
23,0.264,1184.7,568.8057664967893
24,0.27599999999999997,1184.2,568.9288180431714
25,0.28800000000000003,1183.8,569.0518429809362
26,0.3,1183.3,569.1748413273376
27,0.312,1182.9,569.2978130996113
28,0.32399999999999995,1182.4,569.420758314974
29,0.336,1182.0,569.5436769906238
30,0.348,1181.5,569.6665691437404
31,0.36,1181.1,569.7894347914851
32,0.372,1180.6,569.9122739510003
33,0.384,1180.2,570.0350866394103
34,0.396,1179.7,570.1578728738208
35,0.40800000000000003,1179.3,570.2806326713192
36,0.42,1178.8,570.4033660489741
37,0.432,1178.4,570.5260730238365
38,0.44400000000000006,1177.9,570.6487536129383
39,0.45599999999999996,1177.5,570.7714078332937
40,0.468,1177.0,570.894035701898
41,0.48,1176.6,571.0166372357289
42,0.492,1176.1,571.1392124517454
43,0.504,1175.7,571.2617613668887
44,0.516,1175.2,571.3842839980813
45,0.528,1174.8,571.506780362228
46,0.54,1174.3,571.6292504762156
47,0.5519999999999999,1173.9,571.7516943569123
48,0.5640000000000001,1173.4,571.8741120211686
49,0.5760000000000001,1173.0,571.9965034858168
50,0.588,1172.5,572.1188687676714
51,0.6,1172.1,572.2499453909978
52,0.612,1171.6,572.3722564904766
53,0.624,1171.2,572.4945414586938
54,0.636,1170.7,572.6168003123904
55,0.6479999999999999,1170.3,572.7390330682902
56,0.66,1169.8,572.8612397430987
57,0.672,1169.4,572.9834203535038
58,0.6839999999999999,1168.9,573.1055749161754
59,0.696,1168.5,573.2277034477661
60,0.7080000000000001,1168.0,573.34980596491
61,0.72,1167.6,573.4718824842244
62,0.732,1167.1,573.5939330223081
63,0.744,1166.7,573.7159575957427
64,0.756,1166.2,573.8379562210921
65,0.768,1165.8,573.9599289149025
66,0.7799999999999999,1165.3,574.0818756937027
67,0.792,1164.9,574.2037965740038
68,0.804,1164.3,574.2995733935383
69,0.8160000000000001,1163.7,574.3518085633578
70,0.828,1163.0,574.4040389830141
71,0.84,1162.3,574.4475607050656
72,0.852,1161.6,574.499782419454
73,0.864,1160.9,574.5519993873487
74,0.876,1160.2,574.6042116100438
75,0.8880000000000001,1159.5,574.6564190888326
76,0.8999999999999999,1158.9,574.6999216982721
77,0.9119999999999999,1158.2,574.7521204832567
78,0.924,1157.5,574.8043145279966
79,0.936,1156.8,574.8565038337829
80,0.9480000000000001,1156.1,574.8999913028352
81,0.96,1155.4,574.9521719238915
82,0.972,1154.7,575.0043478096492
83,0.984,1154.1,575.0565189613974
84,0.996,1153.4,575.1086853804244
85,1.008,1152.7,575.1521537819362
86,1.02,1152.0,575.2043115276518
87,1.032,1151.3,575.2564645442935
88,1.044,1150.6,575.3086128331471
89,1.056,1149.9,575.352066129948
90,1.068,1149.3,575.4042057545287
91,1.08,1148.6,575.4563406549623
92,1.0919999999999999,1147.9,575.5084708325326
93,1.1039999999999999,1147.2,575.5519090403575
94,1.1159999999999999,1146.5,575.6040305626777
95,1.1280000000000001,1145.8,575.656147365769
96,1.1400000000000001,1145.1,575.7082594509133
97,1.1520000000000001,1144.4,575.7603668193913
98,1.164,1143.8,575.8037860243713
