,x,TMean,T_rms,fvMean,fv_rms
0,cm,K,K,ppm,ppm
1,-12.0,300.0,1.9650699733088387e-05,8.9117e-20,0.0
2,-11.976,300.0,2.0689852585265077e-05,9.3716e-20,0.0
3,-11.952,300.0,2.167925275465001e-05,9.8314e-20,0.0
4,-11.927999999999999,300.0,2.2625428172744047e-05,1.0291e-19,0.0
5,-11.904,300.0,7.568421235634285e-06,5.6299e-18,0.0
6,-11.88,300.0,3.796840792026971e-05,1.8523e-17,0.0
7,-11.856,300.0,5.316013544000805e-05,3.1416e-17,0.0
8,-11.831999999999999,300.0,6.488682454859383e-05,4.4309e-17,0.0
9,-11.808,300.0,7.47977272381989e-05,5.7203e-17,0.0
10,-11.784,300.0,8.354100789432696e-05,7.0096e-17,0.0
11,-11.76,300.0,9.1451626557432e-05,8.2989e-17,0.0
12,-11.736,300.0,9.873044110100998e-05,9.588199999999999e-17,0.0
13,-11.712,300.0,0.00010550829351287983,1.0878e-16,0.0
14,-11.688,300.0,0.00011187493016757597,1.2167000000000001e-16,0.0
15,-11.664,300.0,0.00011790250209389112,1.3456e-16,0.0
16,-11.64,300.0,0.0001236325199937298,1.4745999999999998e-16,0.0
17,-11.616,300.0,0.00012911235417263525,1.6034999999999998e-16,0.0
18,-11.591999999999999,300.0,0.00013436517405935214,1.7323999999999998e-16,0.0
19,-11.568000000000001,300.0,0.0001394202280876057,1.8614e-16,0.0
20,-11.544,300.0,0.0001443017671409467,1.9903e-16,0.0
21,-11.52,300.0,0.00014902013286801217,2.1192e-16,0.0
22,-11.496,300.0,0.0001535936196591512,2.2482e-16,0.0
23,-11.472,300.0,0.00015803797012110729,2.3771e-16,0.0
24,-11.448,300.0,0.00016235762994081923,2.506e-16,0.0
25,-11.424,300.0,0.00016656530250925612,2.6349e-16,0.0
26,-11.4,300.0,0.00017067220043111883,2.7639e-16,0.0
27,-11.376,300.0,0.0002820602772458398,3.3658e-16,4.0367065783878814e-13
28,-11.352,300.0,0.002347360219480598,5.5857e-15,4.266263001738172e-12
29,-11.328000000000001,300.0,0.0033075670817082456,1.0835e-14,6.019800661151497e-12
30,-11.304,300.0,0.004046109242222706,1.6084000000000002e-14,7.367156846436758e-12
31,-11.28,300.0,0.004669154098977672,2.1333000000000002e-14,8.503705074848256e-12
32,-11.256,300.0,0.005218428882336139,2.6582e-14,9.505261700763424e-12
33,-11.232000000000001,300.0,0.005715067803622281,3.1831e-14,1.0411051820061218e-11
34,-11.208,300.0,0.006171871677214296,3.708e-14,1.1244109569014348e-11
35,-11.184,300.0,0.0065971963742183694,4.2329e-14,1.2019151384353223e-11
36,-11.16,300.0,0.006996642051727385,4.7578e-14,1.274754878398196e-11
37,-11.136,300.0,0.007374483032728463,5.2827e-14,1.3436517405935215e-11
38,-11.112,300.0,0.007733951124748591,5.807599999999999e-14,1.4091486791676738e-11
39,-11.088000000000001,300.0,0.008077375811487294,6.3325e-14,1.471767644704829e-11
40,-11.064,300.0,0.008406782975669111,6.857399999999999e-14,1.5318289721767245e-11
41,-11.04,300.0,0.008723817971507659,7.3823e-14,1.589622596719108e-11
42,-11.016,300.0,0.009029673305275224,7.907199999999999e-14,1.6453571040962506e-11
43,-10.992,300.0,0.009325502667416916,8.4321e-14,1.6992939710362064e-11
44,-10.968,300.0,0.009612283807711881,8.957e-14,1.7515707236649053e-11
45,-10.943999999999999,300.0,0.009890702705066005,9.4819e-14,1.8023318229449315e-11
46,-10.92,300.0,0.010161692772368194,1.0007e-13,1.851674917473367e-11
47,-10.896,300.0,0.010425449630591478,1.0532e-13,1.8997631431312694e-11
48,-10.872,300.0,0.010682696288858913,1.1057e-13,1.9466638127832963e-11
49,-10.847999999999999,300.0,0.011483901775964474,1.3061e-13,2.438360104660507e-10
50,-10.824,300.0,0.06260670890567559,4.676e-12,4.263566582100014e-09
51,-10.8,300.0,0.08779122963029963,9.2213e-12,6.024616170346456e-09
52,-10.776,300.0,0.1072147377928986,1.3767e-11,7.376584575533585e-09
53,-10.752,300.0,0.12362443124237216,1.8312e-11,8.51657208036191e-09
54,-10.728,300.0,0.13809779143780687,2.2857000000000002e-11,9.52102935611481e-09
55,-10.703999999999999,300.0,0.15118862391066334,2.7403e-11,1.042928568982555e-08
56,-10.68,300.0,0.1632360254355637,3.1948000000000006e-11,1.126454615153225e-08
57,-10.656,300.0,0.17445343218177164,3.6494e-11,1.2042009799032718e-08
58,-10.632,300.0,0.1849918917142046,4.1039e-11,1.2771844032871683e-08
59,-10.607999999999999,300.0,0.19495897004241688,4.5584e-11,1.3462540622037134e-08
60,-10.584,300.0,0.20444314613114326,5.013e-11,1.4119490075778232e-08
61,-10.56,300.0,0.21350644018389703,5.4675e-11,1.4747203124660621e-08
62,-10.536,300.0,0.22220036003571192,5.9221e-11,1.5349267083479918e-08
63,-10.512,300.0,0.23056452459127358,6.376600000000001e-11,1.592827674294994e-08
64,-10.488,300.0,0.2386378008614729,6.8311e-11,1.6487267814892798e-08
65,-10.464,300.0,0.2464467488119898,7.2857e-11,1.7027918252094117e-08
66,-10.440000000000001,300.0,0.2540157475433364,7.740199999999999e-11,1.755192297157209e-08
67,-10.416,300.0,0.2613637312252792,8.1947e-11,1.8060730882220686e-08
68,-10.392,300.0,0.26851256953818753,8.6493e-11,1.855559214899918e-08
69,-10.367999999999999,300.0,0.27547595176348877,9.1038e-11,1.9037331745809337e-08
70,-10.344000000000001,300.0,0.2822676035254489,9.5584e-11,1.950743448021805e-08
71,-10.32,300.01,0.5421807816586641,9.604899999999999e-10,1.0964488132147346e-06
72,-10.296,300.01,0.9052734393540992,3.0976e-09,2.044798278559526e-06
73,-10.272,300.01,1.1597844627343479,5.2346e-09,2.6758550035455955e-06
74,-10.248,300.02,1.3676987972503303,7.371699999999999e-09,3.1841796431734185e-06
75,-10.224,300.02,1.5479341071247188,9.5087e-09,3.6218779659176814e-06
76,-10.2,300.02,1.7092981015609887,1.1646e-08,4.012106678541835e-06
77,-10.176,300.03,1.8566636744440281,1.3783e-08,4.367608041021997e-06
78,-10.152,300.03,1.9931884005281588,1.592e-08,4.696275119709236e-06
79,-10.128,300.04,2.1209196118665132,1.8057e-08,5.003398844785413e-06
80,-10.104000000000001,300.04,2.2414058088619293,2.0194e-08,5.292730864119203e-06
81,-10.08,300.04,2.3557164515280697,2.2331e-08,5.567045895266178e-06
82,-10.056,300.05,2.4647515087732477,2.4467999999999998e-08,5.828464634875981e-06
83,-10.032,300.05,2.569143826258079,2.6605e-08,6.078651166171653e-06
